cluster_id,Applicable Material,Base,Brand,Built,Capacity,Care Instructions,Category,Collection,Color,Compliance Standards,Construction,Control Type,Country of Origin,Depth,Diameter,Dimensions,Dirt Types,EAN,Energy Efficiency,Expiry,Finish,Freezer Capacity,Height,Length,Manufacturing Standard,Material,Model Number,Model Number Type,Mounting,Packaging Type,Packing Type,Power,Price,Product Type,Room,Scent,Series,Shape,Style,Thickness,UPC,Warranty,Weight,Width
11845801,,,,,"['38 - 53 cu. ft.', '38 - 53 cu. ft.']",,"['two', 'two', 'electric condensate evaporator']",,,,,"['glass (display)', 'glass (display)']",,,,,,,,,,,"['645.00 Pound(s)', '660.00 Pound(s)']",,,"['section self', 'section self']",,,,,,,,"['refrigerator', 'contained refrigeration stainless steel', 'half height glass doors', 'refrigerator', 'contained refrigeration stainless steel', 'half height sliding']",,"['reach in', 'reach in']",,,"['glass doors', 'half door(s), wide', 'sliding, half door(s)']",,,,,
11861823,,,,,,,,,,,,,,,,,,,,,,,,,,['kb faucet bracket'],,,,,,,,['kettle electric tilting'],,,,,['tri leg base 50 psi 18kw'],,,,,
11862211,,['quad-leg'],,,"['165 285', '100 gal']",,['nsf'],,,,['psi'],,,,,,,,,,,,['630.00 Pound(s)'],,,['stainless steel'],,,,,,,,"['console with manual', 'ccsaus']",,,,,,,,,,
11869151,,['two'],,,"['5 casters', '38 - 53 cu. ft.']",,,,"['section self contained refrigeration aluminum', 'shallow depth cabinet']",,,['solid'],,,,,,,,,,,['555.00 Pound(s)'],,,['narrow half height solid doors'],,,['front doors'],,,,,['reach in'],,,,,['half door(s)'],,,,,
11869175,,,,,"['5 casters', '38 - 53 cu. ft.']",,['two'],,,,,['solid'],,,,,,,,,,,['445.00 Pound(s)'],,,['aluminum'],,,,['front full'],,,,['reach in'],,,,,"['doors', 'hinged / swing, narrow']",,,,,
11869330,,['two'],,,['38 - 53 cu. ft.'],,,,['section self contained refrigeration stainless steel'],,,['solid'],,,,,,,,,,,['595.00 Pound(s)'],,,['exterior aluminum'],,,,,,,,"['reach in', 'narrow full']",,,,,,,,,,
11869337,,['two'],,,['38 - 53 cu. ft.'],,,,['section self contained refrigeration stainless steel'],,,['solid'],,,,,,,,,,,['635.00 Pound(s)'],,,,,,,,,,,"['reach in', 'narrow full']",,,,,,,,,,
11870585,,,,,"['5 casters', '38 - 53 cu. ft.']",,,,['wide freezer'],,,['solid'],,,,,,,,,['two'],,['675.00 Pound(s)'],,,['section self'],,,,,,,,"['reach in', 'contained refrigeration stainless steel']",,,,,['full height solid doors'],,,,,
11870599,,,,,"['5 casters', '38 - 53 cu. ft.']",,,,,,,['solid'],,,,,,,,,['two'],,['635.00 Pound(s)'],,,"['section self', 'exterior aluminum']",,,,,,,,"['freezer', 'contained refrigeration stainless steel']",,['reach in'],,,['full height solid doors'],,,,,
11877427,,,,,,,,,,,,,,,,,,,,,,['e 900rx msa or heg e griddle'],,,,['and mounting'],,,,,,,,,,,,,,,,,,
11877488,,,['msa or heg e griddle'],,,,,,,,,,,,,,,,,,,,,,,['and mounting'],,,,,,,,,,,,,,['e 900rx'],,,,
11880028,,,,,,,['two'],,,,,,,['standard'],,,,,,,,,['680.00 Pound(s)'],,,"['line refrigerator freezer', 'pass', 'section self']",,,,,,,,"['contained refrigeration stainless steel', 'half height solid doors']",,,,,,,,,,
11880891,,,,,,,,,,,,,,['standard'],,,,,,,,,['390.00 Pound(s)'],,,['section stainless steel'],,,,,,,,"['pass thru', 'half doors']",,,,,,,,,,
11890127,,,,,,,,,['flanged feet 15kw ccsaus'],,,,,,,,,,,,['nsf'],['160 445 f temp'],,,,['stainless steel'],,,,,,,,"['pan with', 'legs with front']",,['control housing for thermostatic control'],,,"['assist hinged cover', 'rear']",,,,,
11898081,,['rice warm'],,,"['up a', '81 l']",,['s450 100 cup rice warmer can hold'],,['seals in moisture ensuring'],,,,,,,,,,,['s450 commercial electric rice warmer weighs 15 87 lbs and comes'],['proof satin'],,,,,['stainless steel'],,,,,,,,"['body this unit boasts a fingerprint', 'rice never dries', 'efficient heat absorber', 'rice warmer also', 'measuring cup and serving']",,,,,['spoon'],,,['one year'],,
11901953,,,,,,,,,['line'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['residential'],,,,,
11905177,,,,,,,,,,,,,,,,,,,,['20esg 20 20esg touch 20 20esi 20 20esg 20 20esg touch 20 20esi'],,,,,,,,,,,,,,['shaam va'],,,,,['flow reducerfits model'],,,,,
11909518,,,,,"['24 - 37 cu. ft.', '38 - 53 cu. ft.']",,,,"['section self contained refrigeration stainless steel', 'section self contained refrigeration stainless steel']",,,"['glass (display)', 'glass (display)']",,,,,,,,,,,"['610.00 Pound(s)', '610.00 Pound(s)']",,,"['narrow hinged', 'narrow', 'sliding']",,,,,,,,"['half doors', 'electric condensate evaporator']",,,,,"['display', 'two', 'display', 'two', 'half door(s), narrow', 'sliding, half door(s)']",,,,,
11929479,,,,,['2 - 6 pan'],,,,['breathing rear'],,,,,,,,,,,,,,['223.00 Pound(s)'],,,,,,,,,,,,,,,['mounted'],"['refrigerator', 'top', 'pans', 'front', 'refrigeration system', 'doors']",,,,,"['27"" - 29"" wide']"
11934136,,['high stainless'],,,,,['38'],['1'],,,,['Glass'],,,,,,,,,,,['240.00 Pound(s)'],,,['stainless steel'],,,,,,,,"['glass doors', 'floor epoxy coated steel', 'shelves condensate evaporator self contained refrigeration']",,,,,"['back bar', 'top']",,,,,['23 - 58 inches']
11934578,,,,,['10 - 23 cu. ft.'],,['one'],,['standard depth aluminum'],,,['solid'],,,,,,,,,,,['330.00 Pound(s)'],,['reach in 17 3'],"['section self', 'stainless steel']",,,,,,,,['contained refrigeration'],,,,,"['doors', 'half door(s), narrow']",,,,,
11943174,,,,,['20 3'],,,,['rack'],,,,,,,,,,,,,,['26 sheet'],,,,,,,,,,,,['spacing fits'],,,,,,,,,['20 h']
11950223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['assembly pw'],,,,,['craft'],,,,,
11951317,,,['admiral'],,,,,,['element'],,,,['sk'],,,,,,,,,,,,,['7 heating'],,,,,,,,,,,['craft'],,,,,,,
11951324,,,,,['8 - 9 pan'],,,,['breathing rear'],,,,,,,,,,,,['two'],,['316.00 Pound(s)'],,,,,,,,,,,['top'],,,,['mounted'],"['refrigerator', 'front', 'refrigeration system', 'doors']",,,,,"['48"" - 50"" wide']"
11956114,,,['admiral'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['craft'],,,,,,,
11956234,,['defrost heater'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['craft'],,,,,
11957009,,,,,,,,['admiral craft'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['1200w fw'],
11958614,,,,,,,,,,,,['thermostatic'],,,,,,,,,,,['700.00 Pound(s)'],,,"['series griddle electric', 'griddle']",,,,['2857 type'],,,,"['cooking surface', 'cul listed']",,"['highly', 'plate accu temp mechanical thermostatic control every']",,['stainless steel'],['72'],,,,,
11963429,,,,,,,,['3'],"['back bar cooler', 'black exterior galvanized']",,,['Glass'],,,,,,,,,,['25 shallow depth wear'],['515.00 Pound(s)'],,,"['aluminum', 'resistant']",,,['stainless steel'],,,,,"['floor epoxy coated steel', 'shelves', 'evaporator self contained refrigeration']",,,,['pass'],,,,,,['73 - 96 inches']
11966010,,,['flat copper'],,,['wood'],,,"['tie bars', 'hooks cherry slatted shelf']",,,,,,,,,,,,['cherry'],['30 x 30'],['102.00 Pound(s)'],,,['pot'],,,,,,,,"['bloc work', 'table', 'with beeswax']",,,,,"['black caviar painted base cherry', 'with boos block cream']",,,,,
11968262,,,,,,['wood'],['6 copper'],,['hooks cherry slatted shelf'],,,,,,,,,,,,['cherry'],,['146.00 Pound(s)'],,,['pot'],,,,,,,,"['table', 'with beeswax']",,,,,"['black caviar painted base cherry', 'with boos block cream']",,,,,
11970020,,"['standard ovens', '(2) standard ovens']",,,,,,,,,,,,,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,"['battery', 'oven']",,,,,,,,['standard grates'],,['backriser with hi-shelf'],,['restaurant'],['per'],,,,,
11971365,,,['control valves'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['handles'],,['stainless steel'],,,,,,,,
11971369,,,['control valves'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['handles'],,['stainless steel'],,,,,,,,
11977239,,,,,"['5 casters', '38 - 53 cu. ft.']",,,,,,,['glass (display)'],,,,,,,,,,,['660.00 Pound(s)'],,,['section self'],,,,,,,,"['refrigerator', 'contained refrigeration stainless steel', 'half height sliding']",,,,,"['two', 'glass doors', 'sliding, half door(s)']",,,,,
11980268,,,,,,,,,['valve single backsplash with elbow swivel outlet'],,,,,,,,,,,,,,,,,,,,,,,,,['cross handle'],,,,,,,,,,
11981120,,"['(1) standard oven, (1) cabinet']",,,['48 griddle'],,,,,,,,,,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,['battery'],,,,,,,,"['standard grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,,"['ultimate', 'restaurant', 'oven', 'flue riser with shelf stainless steel', 'front']",,,,,
11981121,,"['(1) standard oven, (1) cabinet']",,,['48 griddle'],,,,['ultimate'],,,,,,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,"['left thermostatic', 'battery']",,,,,,,,"['standard grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,,"['restaurant', 'oven', 'flue riser with shelf stainless steel', 'front']",,,,,
11981324,,,,,,['wood'],,,"['tie bars', 'hooks cherry slatted shelf']",,,,,,,,,,,,['cherry'],,['95.00 Pound(s)'],,,['pot'],,,,,,,,"['table', 'with beeswax']",,,,,"['flat copper', 'black caviar painted base cherry', 'with boos block cream']",,,,,
11981959,,"['(1) standard oven, (1) cabinet']",,,['48 griddle'],,,,,,,,,,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,"['left standing pilot 1', 'battery']",,,,,,,,"['standard grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,['ultimate'],"['restaurant', 'oven', 'flue riser with shelf stainless steel', 'front']",,,,,
11982575,,,,,['10 - 23 cu. ft.'],,,,,,,['solid'],,,,,,,,,,,['350.00 Pound(s)'],,,['stainless steel'],,,,,,,,['electric condensate evaporator'],,,,,"['half door(s), narrow']",,,['one section self'],,
11983969,,"['(1) standard oven, (1) cabinet']",,,,,,,['ultimate'],,,,,,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,['battery'],,,,,,,,"['standard grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,,"['restaurant', 'oven', 'flue riser with shelf stainless steel', 'front']",,,,,
11987849,,,,,,,,,['fillking stainless steel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11992203,,,,,['24 - 37 cu. ft.'],,,,['section self contained refrigeration stainless steel'],,,['solid'],,,,,,,,,,,['600.00 Pound(s)'],,,,,,,,,,,['narrow full'],,,,,"['two', 'hinged / swing, narrow']",,,,,
11992217,,,,,['24 - 37 cu. ft.'],,,,['section self contained refrigeration stainless steel'],,,['solid'],,,,,,,,,,,['560.00 Pound(s)'],,,['exterior aluminum'],,,,,,,,['narrow full'],,,,,"['two', 'hinged / swing, narrow']",,,,,
11992230,,,,,['24 - 37 cu. ft.'],,,,"['section self contained refrigeration aluminum', 'shallow depth']",,,['solid'],,,,,,,,,,,['520.00 Pound(s)'],,,,,,['front door'],,,,,['electric condensate evaporator'],,,,['narrow half height doors'],"['two', 'half door(s), narrow']",,,,,
11992248,,,,,"['24 - 37 cu. ft.', '38 - 53 cu. ft.']",,,,"['section self contained refrigeration aluminum', 'shallow depth', 'section self contained refrigeration aluminum']",,,"['glass (display)', 'glass (display)']",,,,,,,,,,,"['530.00 Pound(s)', '530.00 Pound(s)']",,,"['front', 'narrow']",,,,,,,,"['glass doors', 'glass doors', 'electric condensate evaporator']",,,,['narrow hinged'],"['display', 'two', 'display', 'two', 'hinged / swing, narrow']",,,,,
11992280,,,,,"['5 casters', '24 - 37 cu. ft.']",,,,,,,['solid'],,,,,,,,,,,['430.00 Pound(s)'],,,['aluminum'],,,,['front full'],,,,,,,,,"['doors', 'hinged / swing, narrow']",,,['two section self'],,
11992372,,['each accommodate'],,,"['10 d', '18 pan']",,['to 6 deep'],,"['top refrigerator', 'top cover']",,,,,,,,,,,,"['two', 'coated evaporator coil', 'nsf']",['66 cu ft'],['262.00 Pound(s)'],,,"['self contained refrigeration', 'not included', 'exterior aluminum']",,,,['polyethylene cutting'],,,,['floor stainless steel hinged'],,,,,"['pan capacity', 'drawers']",,,,,"['33 - 56"" wide']"
11994672,,,,,['60 minute'],,,,,,,['manual'],,,,,,,,,,,['700.00 Pound(s)'],,,"['load', 'compensating timer stainless steel']",,,,,,,,,,,,,['1 steam generator'],,,,,
11994674,,,,,,,,,,,,['timer'],,,,,,,,,,,['480.00 Pound(s)'],,,"['load', 'compensating timer stainless steel']",,,,,,,,,,,,,['1 steam generator'],,,,['60 minute'],
11995059,,,,,,,,,,,,['timer'],,,,,,,,,,,['660.00 Pound(s)'],,,"['load', 'compensating timer stainless steel']",,,,,,,,,,,,,['1 steam generator'],,,,['60 minute'],
11995064,,,,,,,,,,,,['manual'],,,,,,,,,,,['880.00 Pound(s)'],,,"['load', 'compensating timer stainless steel']",,,,,,,,,,,,,['1 steam generator'],,,,['60 minute'],
11999461,,,,,['38 - 53 cu. ft.'],,,,['standard depth cabinet wide'],,,['solid'],,,,,,,,,,,['560.00 Pound(s)'],,,"['section self', 'front doors']",,,,,,,,"['refrigerator', 'contained refrigeration aluminum', 'half height doors']",,,,,"['two', 'half door(s), wide']",,,,,
11999473,,,,,['38 - 53 cu. ft.'],,,,,,,['glass (display)'],,,,,,,,,,,['575.00 Pound(s)'],,,"['section self', 'front']",,,,,,,,"['refrigerator reach in', 'contained refrigeration aluminum']",,,,,['two'],,,,,
11999648,,,,,['38 - 53 cu. ft.'],,,,,,,['solid'],,,,,,,,,,,['600.00 Pound(s)'],,,"['section self', 'exterior aluminum']",,,,,,,,"['refrigerator', 'contained refrigeration stainless steel', 'height doors']",,,,,['two'],,,,,
11999652,,,,,['38 - 53 cu. ft.'],,['two'],,,,,['solid'],,,,,,,,,,,['640.00 Pound(s)'],,,['section self'],,,,,,,,"['refrigerator', 'contained refrigeration stainless steel', 'height doors']",,['reach in'],,,,,,,,
11999947,,['two'],,,,,['reach in'],,"['section self contained refrigeration aluminum', 'standard depth cabinet']",,,,,['standard'],,,,,,,,,['580.00 Pound(s)'],,,['narrow half height solid doors'],,,['front doors'],,,,,['electric condensate evaporator'],,,,,['refrigerator freezer'],,,,,
12000055,,['two'],,,,,,,['section self contained refrigeration stainless steel'],,,,,['standard'],,,,,,,,,['665.00 Pound(s)'],,,,,,,,,,,"['reach in', 'narrow full height solid doors']",,,,,,,,,,
12000162,,['two'],,,,,,,['section self contained refrigeration stainless steel'],,,,,['standard'],,,,,,,,,['620.00 Pound(s)'],,,['exterior aluminum'],,,,,,,,"['reach in', 'narrow full height solid doors']",,,,,,,,,,
12000232,,['legs not included'],,,,,,,['temperature range'],,,['digital controls'],,,,,,,,,['nsf'],['150 500 f stainless steel front'],['322.00 Pound(s)'],,,['pane'],,,,['field reversible'],,,,['glass door'],,,,,"['electric countertop', 'time and temperature', 'controls electronic thermostat control', 'twin', 'floor model']",,,,,
12020478,,,,,,,,,,['valve full drip pans stainless steel front'],,,,,,,,,,,,,['260.00 Pound(s)'],,,['and cabinet base 180'],,,,,,,,,,,,,['restaurant series'],,,,,
12024163,,,,,,,,,['black epoxy'],,,,,,,,,,,,"['nsf', 'black epoxy']",,"['74""', '80.00 Pound(s)']",,,,,,,,,,,,,,['(4)'],,['flat'],,,,,
12029688,,,,,,,,,,,,,,,,,,,,,['nsf'],,,,,,,,,,,,,['legs with adjustable'],,,,,['shelf'],,,,,
12029973,,,,,,,,,,,,,,,,,,,,,['nsf'],,,,,,,,,,,,,['legs with adjustable'],,,,,['shelf'],,,,,
12034610,,,,,,,,,['black epoxy'],,,,,,,,,,,,"['nsf', 'black epoxy']",,"['66""', '76.00 Pound(s)']",,,,,,,,,,,,,,['(4)'],,"['shelves', 'flat']",['66 h'],,,,
12040143,,,,,['18 gauge'],,['on non stainless tops'],,,,,,,,,,,,,,,,['10.00 Pound(s)'],,,,,,,,,,,['not for'],,['304 series stainless steel'],,['1 compartment'],"['deep drain opening', 'tables can be']",,,,,['20 front']
12040145,,,,,,,['on non stainless tops'],,,,,,,,,,,,,,,,['12.00 Pound(s)'],,,,,,,,,,,,,['304 series stainless steel'],,,"['1 compartment', 'deep', 'not for use', 'tables can be']",,,,,['20 front']
12044196,,,,,,,['reach in'],,,,,,,['standard'],,,,,,,['two'],,['705.00 Pound(s)'],,,['section self'],,,,,,,,"['refrigerator freezer', 'contained refrigeration stainless steel']",,,,,"['full height solid doors', 'dual']",,,,,
12044214,,,,,,,,,,,,,,['standard'],,,,,,,,,['660.00 Pound(s)'],,,"['section self', 'exterior aluminum']",,,,,,,,"['refrigerator freezer', 'contained refrigeration stainless steel']",,,,,"['two', 'full height solid doors', 'dual']",,,,,
12044366,,,,,,,['reach in'],,['standard depth cabinet wide'],,,,,['standard'],,,,,,,['two'],,['620.00 Pound(s)'],,,"['section self', 'front doors']",,,,,,,,"['refrigerator freezer', 'contained refrigeration aluminum', 'half height solid doors']",,,,,,,,,,
12050541,,,,,['38 - 53 cu. ft.'],,,,,,,['solid'],,,,,,,,,,,['600.00 Pound(s)'],,,"['section self', 'exterior aluminum']",,,,,,,,"['refrigerator', 'contained refrigeration stainless steel', 'height doors']",,,,,['two'],,,,,
12050548,,,,,['38 - 53 cu. ft.'],,,,,,,['solid'],,,,,,,,,,,['640.00 Pound(s)'],,,['section self'],,,,,,,,"['refrigerator', 'contained refrigeration stainless steel', 'height doors']",,,,,['two'],,,,,
12050757,,,,,['38 - 53 cu. ft.'],,,,['shallow depth cabinet wide'],,,['solid'],,,,,,,,,,,['560.00 Pound(s)'],,,"['section self', 'front doors']",,,,,,,,"['refrigerator', 'contained refrigeration aluminum', 'half height doors']",,,,,"['two', 'half door(s), wide']",,,,,
12050770,,,,,"['38 - 53 cu. ft.', '38 - 53 cu. ft.']",,"['two', 'two', 'electric condensate evaporator']",,,,,"['glass (display)', 'glass (display)']",,,,,,,,,,,"['575.00 Pound(s)', '575.00 Pound(s)']",,,"['section self', 'front', 'section self', 'front']",,,,,,,,"['refrigerator', 'contained refrigeration aluminum', 'refrigerator', 'contained refrigeration aluminum']",,"['reach in', 'reach in']",,,['glass doors'],,,,,
12051499,,['legs'],['master series'],,,,"['60', 'porcelain']",,['oven electric single deck'],['legs 10 4 kw garland cul'],,['solid state with timer'],,,,,,,,,,,['515.00 Pound(s)'],,,"['200', 'front', 'plated']",['25'],,,,,,,['solid state'],,,,,"['oven racks', 'rack guides', 'floor model']",,['nsf'],,,
12056291,,,,,['38 - 53 cu. ft.'],,,,['section self contained refrigeration aluminum'],,,['glass (display)'],,,,,,,,,,,['530.00 Pound(s)'],,,['narrow hinged'],,,['standard depth'],,,,,,,,,,"['two', 'half door(s), narrow']",,,,,
12063806,,,,,,,['with'],,,,,,,,,,,,,,,,,,,['battery operated remote guard'],,,,,,,,,,,,,['shelf'],,,,,
12066357,,,['marzipan sculpting'],,,,,,,,,,,,,,,,,,,,,,,['comb'],,,,,,,,['blade and shell marbles'],,['cone needle'],,,"['stars', 'plastic']",,,,,
12071333,,['pan capacity'],,,,,,,,['manual fill drain operation electromechanical'],,['manual'],,,,,,,,,['nsf'],,['161.00 Pound(s)'],,,,,,,,,,,['convection steamer electric countertop boilerless'],,,,,['controls stainless steel'],,,,,
12071746,,['pan capacity'],,,,,,,,['manual fill drain operation electromechanical'],,['manual'],,,,,,,,,['nsf'],,['183.00 Pound(s)'],,,,,,,,,,,['convection steamer electric countertop boilerless'],,,,,['controls stainless steel'],,,,,
12071767,,['pan capacity'],,,,,,,,['manual fill drain operation electromechanical'],,['manual'],,,,,,,,,['nsf'],,['161.00 Pound(s)'],,,,,,,,,,,['convection steamer electric countertop boilerless'],,,,,['controls stainless steel'],,,,,
12072381,,,,,,,,,['contact factory for further description details'],,,,,,,,,,,,,,['530.00 Pound(s)'],,,,,,,,,,,['chef base 79'],,,,,"['two', 'drawers']",,,,,
12079957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['natural'],,,,,
12083380,,['legs with side crossrails'],,,,['stainless steel'],,,,"['12 deep with 8', 'h backsplash stainless steel']",,,,,,,,,,,,,"['116.00 Pound(s)', '8""']",['28 front'],,,,,,,,,,"['open frame', 'gauge']",,['304 series stainless steel overall'],,,['compartment with left hand drainboard'],,['nsf'],,['35 f'],
12084487,,"['adjustable shelves', 'stem casters']",,,['nsf energy'],,['solid hinged doors'],,['self contained refrigeration system stainless steel'],,,,,['standard'],,,,,['ENERGY STAR®'],,,,['272.00 Pound(s)'],['55 cu'],,,['2'],,,,,,,,,,['exterior front sides'],,"['two section 17', 'doors']",,,,,
12085083,,"['adjustable shelves', 'stem casters']",['commercial series worktop freezer'],,['nsf energy'],,['solid hinged doors'],,,,,,,['standard'],,,,,['ENERGY STAR®'],,,,['238.00 Pound(s)'],['66 cu'],,['self contained refrigeration system stainless steel'],['2'],,,,,,,['reach in'],,,['exterior front sides'],,"['two', 'doors']",,,,,
12085637,,['legs with side crossrails'],,,['50 l'],['stainless steel'],,,,"['12 deep with 8', 'h backsplash stainless steel']",,,,,,,,,,,['nsf'],,"['122.00 Pound(s)', '8""']",['28 front'],,,,,,,,,,"['open frame', 'gauge']",,['304 series stainless steel overall'],,,"['regaline sink 1', 'compartment with right hand drainboard']",,,,['35 f'],
12086048,,,,,,,['solid hinged door 1 adjustable shelves'],,,['one section 7 2 cu ft self contained refrigeration system stainless steel'],,,,['standard'],,,,,['ENERGY STAR®'],,,,['160.00 Pound(s)'],,,,,,,,,,,['reach in'],,['nsf energy star'],,,['doors'],,,,,['exterior front']
12088012,,,,,,,,,,,,,,,,,,,,,,,,,,['metal'],,,,,,,,,,,,,,,,,,
12101232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['egd series s3'],,,,,,,,,,
12108050,,,,,['10 - 23 cu. ft.'],,,,,,,['glass (display)'],,,,,,,,,['one'],,['415.00 Pound(s)'],,,['section self'],,,,,,,,"['reach in', 'contained refrigeration stainless steel', 'half height glass doors']",,,,,"['half door(s), wide']",,,,,
12111672,,,,,,,,,['undercounter refrigerator'],,,,,,,,,,,,,['27 one'],['195.00 Pound(s)'],,,['contact factory for further description details'],,,,,,,,,,,,,"['flat top, stainless steel', 'drawers']",,,,,
12116295,,,['sparta cutting board scraper refinisher'],,,,,,,,,,,,,,,,,,,,,,,['stainless steel'],,,,,,,,['blade white'],,,,,,,,,,
12128933,,,,,,,,"['2', '3/4""']","['ideal for baking', 'also has']",['legs with adjustable stainless steel'],,['Gas'],,,,,,,,,"['mechanism energy', 'buzzer and ensures consistent cooking']",,"['50 stainless steel', '70 50', '1020.00 Pound(s)']",,,"['efficient this duke', 'h and powered']",,,,,,,,"['this duke', 'deck and 13', 'to', 'stainless steel', 'doors', 'deck this duke', 'built in']",,['clean porcelain'],,['nsf certified'],"['clear', 'roller style latch and catch', 'top', 'aesthetically', 'two decks and is']",,,,,
12136218,['cetlus'],,,,['15 pan'],,,,,,,,,,,,,,,,"['two', 'self contained rear', 'nsf']",['11 cu ft'],['242.00 Pound(s)'],,,"['stainless steel', 'stainless steel']",,,,,,,,"['deluxe sandwich salad unit mega', 'top', 'wire shelves']",,['recessed handles'],,,"['top', 'mounted', 'refrigeration system', 'cord with nema 5 15p', 'doors']",,['60'],,,"['33 - 56"" wide']"
12136782,,['digital thermostat and'],,,['9 6'],,,,,,,['digital'],,,,,,,,['t1'],,,['200.00 Pound(s)'],['60 3'],,['stainless steel'],,,,,,,,['cooking surface'],,,,,['legs 240v'],,,,,
12136804,,['digital thermostat and'],,,['9 6'],,,,,,,['digital'],,,,,,,,,,,"['egf2403a2400 s2', '200.00 Pound(s)']",['60 3'],,['stainless steel'],,,,,,,,"['electric', 'cooking surface', 'cabinet 240v', 'replaces discontinued model']",,,,,,,,,,
12138430,,,,,,,['pass'],['3'],,,,['solid'],,,,,,,,,,['25 shallow depth'],['515.00 Pound(s)'],,,"['aluminum', 'stainless steel']",,,,,,,,"['floor epoxy coated steel', 'shelves', 'evaporator self contained refrigeration']",,,,['stainless steel'],['back bar cooler'],,,,,"['27 3', '73 - 96 inches']"
12138605,,,['back bar cooler'],,,,,['3'],,,,['Glass'],,,,,,,,,,,['515.00 Pound(s)'],,,['stainless steel'],,,,,,,,"['floor epoxy coated steel', 'shelves', 'evaporator self contained refrigeration']",,,,"['glass', 'stainless steel']",,,,,,['73 - 96 inches']
12143283,,,,,,,['pass'],['3'],['back bar cooler'],,,['Glass'],,,,,,,,,,['25 shallow depth'],['465.00 Pound(s)'],,,"['aluminum', 'stainless steel']",,,,,,,,"['floor epoxy coated steel', 'shelves', 'evaporator self contained refrigeration']",,,,['stainless steel'],,,,,,['73 - 96 inches']
12151136,,,,,,,"['60', 'raised refrigerated']",,['pizza prep table'],,,,,,,,,,,,,,['470.00 Pound(s)'],,,['for further'],,,,,,,,"['pan rail', 'description details']",,,,,['doors'],,,,,"['51 - 72""']"
12161567,,,,,,,,,['extra wide'],,,,,['shallow'],,,,,,,,,['500.00 Pound(s)'],,,['stainless steel'],,,,,,,,"['reach in', 'half height solid doors']",,,,,['line refrigerator freezer'],,,,,
12161760,,,,,,,,,,,,,,,,,,,,,,,['625.00 Pound(s)'],,,"['stainless steel work top', 'exterior front', 'stainless steel']",,,,,,,,"['line freezer', '6 backsplash stainless steel', 'half height field', 'refrigeration']",,['nsf ce etl'],,['reinforced'],"['legs', 'drawers']",,,,,
12169083,,,,,,,,,['extra wide'],,,,,['shallow'],,,,,,,,,['475.00 Pound(s)'],,,"['stainless steel', 'exterior aluminum']",,,,,,,,"['line refrigerator freezer', 'reach in', 'half height solid doors']",,,,,,,,,,
12205614,,['open leg'],,,,,,,['shared twin agitator'],,,,,,,,,,,,['shaft scraper mixer 2 flush'],,"['7 kw', '850.00 Pound(s)']",,,"['mounted', 'stainless steel construction 50 psi each', 'plastic']",,,,,,,,"['floor model', 'control console']",,,,"['tilt type', 'ball']","['tilt out twin', 'valve and etch marks', 'tilt']",,,,,
12206407,,['legs'],,,,,"['26', 'nsf']",,,,,['solid state with timer'],,,,,,,,,,,['690.00 Pound(s)'],,,"['solid state', 'stainless steel']",,,,['front sides'],,,,,,,,,"['top rear', 'floor model']",,,,,
12209098,['front'],,,,['8 - 9 pan'],,['one'],,,,,,,,,,,,,,,,['180.00 Pound(s)'],,,['section with drawers'],,,,,,,,"['top', 'legs rear']",,,,['mounted'],"['deep pans with', 'self contained refrigeration', 'drawers']",,['12'],,,"['27"" - 29"" wide']"
12209167,['front'],,,,['8 - 9 pan'],,,,['rear mounted'],,,,,,,,,,,,,,['180.00 Pound(s)'],,,,,,,,,,,['top'],,,,,"['deep pans with', 'self contained refrigeration', 'doors']",,['12'],['one section'],,"['27"" - 29"" wide']"
12212733,['front'],,,,['10 - 12 pan'],,,,"['line mighty top', 'top']",,,,['one'],,,,,,,,,,['188.00 Pound(s)'],,,,,,,,,,,['legs rear'],,,,['mounted'],"['deep pans with 10 cutting board 1', 'self contained refrigeration', 'doors']",,['field'],,,"['27"" - 29"" wide']"
12217842,,,,,['38 - 53 cu. ft.'],,,,"['section self contained refrigeration stainless steel', 'narrow half height doors']",,,['solid'],,,,,,,,,,,['560.00 Pound(s)'],,,['exterior aluminum'],,,,,,,,['electric condensate evaporator'],,,,,"['two', 'half door(s), narrow']",,,,,
