dnb_id,dnb_uri,dnb_birthdate,dnb_deathdate,dnb_gender,dnb_name,dnb_work
dnb_7034,http://d-nb.info/gnd/118896938,1950-01-01,,notKnown,"Laberge, Marie",
dnb_7035,http://d-nb.info/gnd/1020552204,1932-01-01,2009-01-01,notKnown,"Mailhot, Michèle",
dnb_7036,http://d-nb.info/gnd/135798078,1973-01-01,,male,"Lagioia, Nicola",
dnb_7037,http://d-nb.info/gnd/119382423,1902-01-01,,notKnown,"Gadda Conti, Piero",
dnb_7038,http://d-nb.info/gnd/140736484,1952-01-01,,notKnown,"Ceccatty, René de",
dnb_7039,http://d-nb.info/gnd/137817134,1968-01-01,,female,"Laguna, Sofie",
dnb_7040,http://d-nb.info/gnd/173314716,1948-01-01,,notKnown,"Robert, Suzanne",
dnb_7041,http://d-nb.info/gnd/1037997867,1956-01-01,,male,"Wang, Guozhen",
dnb_7042,http://d-nb.info/gnd/129509035,1963-01-01,,notKnown,"Dunford, Warren",
dnb_7043,http://d-nb.info/gnd/118112333,1840-01-01,1919-01-01,notKnown,"Lilly, William Samuel",
dnb_7044,http://d-nb.info/gnd/157307530,,,,"Lema, Elieshi",
dnb_7045,http://d-nb.info/gnd/116734019,1819-01-01,1892-01-01,male,"Crollalanza, Giovanni Battista di",
dnb_7046,http://d-nb.info/gnd/142784036,1977-01-01,,notKnown,"D'Avenia, Alessandro",
dnb_7047,http://d-nb.info/gnd/118884654,1846-01-01,1918-01-01,female,Neera,
dnb_7048,http://d-nb.info/gnd/11953164X,1850-01-01,1925-01-01,notKnown,"Vertua Gentile, Anna",
dnb_7049,http://d-nb.info/gnd/130517593,1911-01-01,1997-01-01,notKnown,"Cederna, Camilla",
dnb_7050,http://d-nb.info/gnd/119461056,1957-01-01,,notKnown,"Daniel, Clifton Truman",
dnb_7051,http://d-nb.info/gnd/1029666946,1947-01-01,,notKnown,"Bhaṭṭa, Dhruva",
dnb_7052,http://d-nb.info/gnd/140966161,1965-01-01,,notKnown,"MacGregor, Fiona",
dnb_7053,http://d-nb.info/gnd/172310709,1933-01-01,2015-01-01,notKnown,"Pointl, Frans",
dnb_7054,http://d-nb.info/gnd/1023875349,1947-01-01,,notKnown,"Śelata, Himāṃśī",
dnb_7055,http://d-nb.info/gnd/1023318695,1975-01-01,,female,"Bardugo, Leigh",
dnb_7056,http://d-nb.info/gnd/121077780,1932-01-01,,notKnown,"Vynar, Ljubomyr Roman",
dnb_7057,http://d-nb.info/gnd/143340123,1960-01-01,,notKnown,"Chemlin, Margarita Michajlovna",
dnb_7058,http://d-nb.info/gnd/143545531,1940-01-01,,notKnown,"Sizun, Marie",
dnb_7059,http://d-nb.info/gnd/1046654284,1910-01-01,1998-01-01,notKnown,"Shirasu, Masako",
dnb_7060,http://d-nb.info/gnd/118860496,1888-01-01,1964-01-01,notKnown,"Upfield, Arthur William",
dnb_7061,http://d-nb.info/gnd/136866840,1973-01-01,,notKnown,"Vaughn, Carrie",
dnb_7062,http://d-nb.info/gnd/119520532,1943-01-01,,notKnown,"Priest, Christopher",
dnb_7063,http://d-nb.info/gnd/173115438,,,notKnown,"Coates, Clive",
dnb_7064,http://d-nb.info/gnd/118502417,1909-06-28,1988-10-22,male,"Ambler, Eric",
dnb_7065,http://d-nb.info/gnd/118677896,1743-07-03,1816-07-08,male,"Deržavin, Gavriil Romanovič",
dnb_7066,http://d-nb.info/gnd/124283632,1962-01-01,,male,"Coben, Harlan",
dnb_7067,http://d-nb.info/gnd/128354607,1960-01-01,,male,"McDonald, Ian",
dnb_7068,http://d-nb.info/gnd/118654195,1735-01-01,1803-01-01,male,"Beattie, James",
dnb_7069,http://d-nb.info/gnd/11867529X,1892-07-01,1977-10-27,male,"Cain, James M.",
dnb_7070,http://d-nb.info/gnd/118793705,1914-01-01,2009-01-01,notKnown,"Purdy, James",
dnb_7071,http://d-nb.info/gnd/141929162,1950-01-01,,notKnown,"Grenville, Kate",
dnb_7072,http://d-nb.info/gnd/130123951,1861-01-01,1925-01-01,male,"Verne, Michel",
dnb_7073,http://d-nb.info/gnd/118848143,1943-07-16,1990-12-06,notKnown,"Arenas, Reinaldo",
dnb_7074,http://d-nb.info/gnd/120512998,1939-01-01,,notKnown,"Charnas, Suzy McKee",
dnb_7075,http://d-nb.info/gnd/119490439,1908-06-24,2009-03-07,male,"Pinelli, Tullio",
dnb_7076,http://d-nb.info/gnd/141006501,1953-01-01,,male,"Muller, A. Charles",
dnb_7077,http://d-nb.info/gnd/11867739X,1896-07-19,1981-01-06,male,"Cronin, Archibald J.",
dnb_7078,http://d-nb.info/gnd/112675387,1961-01-01,,notKnown,"Homes, Amy M.",
dnb_7079,http://d-nb.info/gnd/118583948,1907-11-28,1990-09-26,male,"Moravia, Alberto",
dnb_7080,http://d-nb.info/gnd/118140744,1952-03-16,,female,"Hoffman, Alice",
dnb_7081,http://d-nb.info/gnd/129896322,1744-01-01,1793-01-01,notKnown,"Peixoto, Inácio José de Alvarenga",
dnb_7082,http://d-nb.info/gnd/120009447,1960-04-29,,notKnown,"Miller, Andrew",
dnb_7083,http://d-nb.info/gnd/118836013,1947-01-01,,notKnown,"Beattie, Ann",
dnb_7084,http://d-nb.info/gnd/100802427,1800-01-01,1881-01-01,female,"Hall, Anna Maria",
dnb_7085,http://d-nb.info/gnd/119382628,1914-06-13,1998-03-10,notKnown,"Ortese, Anna Maria",
dnb_7086,http://d-nb.info/gnd/12034954X,1962-01-01,,female,"Enright, Anne",
dnb_7087,http://d-nb.info/gnd/122394690,1946-01-01,,male,"Browne, Anthony",
dnb_7088,http://d-nb.info/gnd/137403933,1925-01-01,2016-01-01,notKnown,"Cronin, Anthony",
dnb_7089,http://d-nb.info/gnd/1056238380,1960-01-01,,notKnown,"Rodríguez Salvador, Antonio",
dnb_7090,http://d-nb.info/gnd/122114280,1953-01-01,,male,"Doxiadēs, Apostolos K.",
dnb_7091,http://d-nb.info/gnd/128758139,1955-05-06,,female,"McClintock, Barbara",
dnb_7092,http://d-nb.info/gnd/134005929,1974-01-01,,notKnown,"McCrea, Barry",
dnb_7093,http://d-nb.info/gnd/133270319,1945-01-01,,notKnown,"Fong-Torres, Ben",
dnb_7094,http://d-nb.info/gnd/118972650,1874-01-01,1916-01-01,male,"Ueda, Bin",
dnb_7095,http://d-nb.info/gnd/126203180,1875-01-01,1940-01-01,notKnown,Binet-Valmer,
dnb_7096,http://d-nb.info/gnd/105355372,1904-01-01,1977-01-01,notKnown,"Dresser, Davis",
dnb_7097,http://d-nb.info/gnd/124953557,1749-01-01,1802-01-01,notKnown,"Federici, Camillo",
dnb_7098,http://d-nb.info/gnd/118667629,1916-05-11,2002-01-17,notKnown,"Cela, Camilo José",
dnb_7099,http://d-nb.info/gnd/124574874,1872-01-01,1958-01-01,notKnown,"Vaz Ferreira, Carlos",
dnb_7100,http://d-nb.info/gnd/118525824,0163-01-01,0235-01-01,male,"Cassius, Dio",
dnb_7101,http://d-nb.info/gnd/129983594,1907-11-06,2000-04-09,female,"De Camp, Catherine Crook",
dnb_7102,http://d-nb.info/gnd/117406937,1863-12-20,1956-11-12,male,"Torrey, Charles Cutler",
dnb_7103,http://d-nb.info/gnd/172096855,1920-01-01,1985-01-01,male,"Gibson, Charles",
dnb_7104,http://d-nb.info/gnd/119303590,1745-09-03,1832-02-03,male,"Bonstetten, Karl Viktor von",
dnb_7105,http://d-nb.info/gnd/1051635217,1957-01-01,,female,"Kraus, Chris",
dnb_7106,http://d-nb.info/gnd/118744690,1665-01-01,1712-01-01,male,"Reuter, Christian",
dnb_7107,http://d-nb.info/gnd/118749897,1830-12-05,1894-12-29,female,"Rossetti, Christina Georgina",
dnb_7108,http://d-nb.info/gnd/119080710,1779-07-15,1863-07-10,male,"Moore, Clement Clarke",
dnb_7109,http://d-nb.info/gnd/130690112,1956-01-01,,notKnown,"Russell, Craig",
dnb_7110,http://d-nb.info/gnd/172309093,1949-01-01,,notKnown,"Pipes, Daniel",
dnb_7111,http://d-nb.info/gnd/118749900,1828-01-01,1882-01-01,male,"Rossetti, Dante Gabriel",
dnb_7112,http://d-nb.info/gnd/12919302X,1969-01-12,,male,"Mitchell, David",
dnb_7113,http://d-nb.info/gnd/118010948,1952-01-11,,female,"Gabaldon, Diana",
dnb_7114,http://d-nb.info/gnd/136148921,1937-09-05,,male,"Clement, Dick",
dnb_7115,http://d-nb.info/gnd/1058920758,1960-01-01,,male,"Fabre, Dominique",
dnb_7116,http://d-nb.info/gnd/137916094,1963-01-25,,male,"Mancini, Don",
dnb_7117,http://d-nb.info/gnd/122524128,1952-01-01,,notKnown,"Ruiz, Miguel",
dnb_7118,http://d-nb.info/gnd/173183131,1947-01-01,,notKnown,"Brajković, Dragomir",
dnb_7119,http://d-nb.info/gnd/117280755,1831-01-01,1866-01-01,male,"Schlagintweit, Eduard",
dnb_7120,http://d-nb.info/gnd/118677233,1872-01-16,1966-07-19,male,"Craig, Edward Gordon",
dnb_7121,http://d-nb.info/gnd/1031599088,1952-01-01,,female,"Wilks, Eileen",
dnb_7122,http://d-nb.info/gnd/119001802,1946-10-20,,female,"Jelinek, Elfriede",
dnb_7123,http://d-nb.info/gnd/118970577,,,notKnown,"Cary, Elizabeth",
dnb_7124,http://d-nb.info/gnd/105459844,1909-09-17,1968-06-08,notKnown,"Enright, Elizabeth",
dnb_7125,http://d-nb.info/gnd/117378402,1862-01-01,1937-01-01,female,"Haldane, Elizabeth Sanderson",
dnb_7126,http://d-nb.info/gnd/118974092,1935-01-01,,notKnown,"Gilchrist, Ellen",
dnb_7127,http://d-nb.info/gnd/106000837,1926-04-29,2009-08-22,male,"Kelton, Elmer",
dnb_7128,http://d-nb.info/gnd/118928570,1922-01-01,,female,"Joubert, Elsa",
dnb_7129,http://d-nb.info/gnd/128353155,1955-01-01,2017-01-01,female,"Bernheim, Emmanuèle",
dnb_7130,http://d-nb.info/gnd/1017734046,1963-01-01,,notKnown,"Metaxas, Eric",
dnb_7131,http://d-nb.info/gnd/118505025,1892-11-09,1957-10-13,notKnown,"Auerbach, Erich",
dnb_7132,http://d-nb.info/gnd/1018523510,,,notKnown,"Morgenstern, Erin",
dnb_7133,http://d-nb.info/gnd/116591307,1804-11-02,1874-01-05,male,"Gersdorf, Ernst Gotthelf",
dnb_7134,http://d-nb.info/gnd/119476320,1864-01-01,1960-01-01,female,"Voynich, Ethel L.",
dnb_7135,http://d-nb.info/gnd/118975242,1924-12-03,,notKnown,"José, Francisco Sionil",
dnb_7136,http://d-nb.info/gnd/130250171,1844-01-01,1897-01-01,notKnown,"Faucher de Saint-Maurice, Narcisse Henri Edouard",
dnb_7137,http://d-nb.info/gnd/101821034,1897-04-25,1956-06-10,male,"Pratt, Fletcher",
dnb_7138,http://d-nb.info/gnd/121250946,1788-01-01,1862-01-01,notKnown,"Balagtas, Francisco",
dnb_7139,http://d-nb.info/gnd/142399167,1954-01-01,,male,"Goldman, Francisco",
dnb_7140,http://d-nb.info/gnd/118908421,1935-05-11,2007-08-28,male,"Umbral, Francisco",
dnb_7141,http://d-nb.info/gnd/120384698,1885-01-01,1969-01-01,male,"Chevallier, Gabriel",
dnb_7142,http://d-nb.info/gnd/118537601,1927-03-06,2014-04-17,male,"García Márquez, Gabriel",
dnb_7143,http://d-nb.info/gnd/1056089490,,,notKnown,"Levine, Gail Carson",
dnb_7144,http://d-nb.info/gnd/118716344,1503-01-01,1536-01-01,male,"Vega, Garcilaso de la",
dnb_7145,http://d-nb.info/gnd/11882905X,1868-05-06,1927-04-15,notKnown,"Leroux, Gaston",
dnb_7146,http://d-nb.info/gnd/124445357,1937-01-01,,male,"Menzies, Gavin",
dnb_7147,http://d-nb.info/gnd/135554721,1963-01-01,,male,"Blume, Georg",
dnb_7148,http://d-nb.info/gnd/128985003,1736-01-01,1817-01-01,notKnown,"Richardson, George",
dnb_7149,http://d-nb.info/gnd/115696490,1932-06-11,1994-03-01,male,"Prokop, Gert",
dnb_7150,http://d-nb.info/gnd/1048759113,1990-01-01,,female,"Enders, Giulia",
dnb_7151,http://d-nb.info/gnd/107572532,1923-11-01,2001-01-31,male,"Dickson, Gordon R.",
dnb_7152,http://d-nb.info/gnd/118961810,1922-12-11,2007-08-22,notKnown,"Paley, Grace",
dnb_7153,http://d-nb.info/gnd/12183056X,1924-10-14,2014-06-12,female,"Linde, Gunnel",
dnb_7154,http://d-nb.info/gnd/132918579,1918-06-19,2016-01-11,notKnown,"Vallquist, Gunnel",
dnb_7155,http://d-nb.info/gnd/12122791X,1952-01-01,,female,"Jones, Gwyneth A.",
dnb_7156,http://d-nb.info/gnd/118811606,1909-06-04,1992-09-08,male,"Meissner, Hans-Otto",
dnb_7157,http://d-nb.info/gnd/1044877502,1951-01-01,2011-01-01,female,"Rowley, Hazel",
dnb_7158,http://d-nb.info/gnd/100182038,1618-01-01,1673-01-01,notKnown,"La Suze, Henriette de Coligny de",
dnb_7159,http://d-nb.info/gnd/142191019,1831-01-01,1899-01-01,notKnown,"Jones, Henry",
dnb_7160,http://d-nb.info/gnd/118993305,1891-01-01,1963-01-01,notKnown,"Asbury, Herbert",
dnb_7161,http://d-nb.info/gnd/170379744,,,notKnown,"Bix, Herbert P.",
dnb_7162,http://d-nb.info/gnd/1062797329,1861-01-01,1933-01-01,female,"Kavanagh, Herminie Templeton",
dnb_7163,http://d-nb.info/gnd/11862055X,1828-04-21,1893-03-05,male,"Taine, Hippolyte",
dnb_7164,http://d-nb.info/gnd/118763199,1869-01-01,1923-01-01,male,"T'owmanyan, Hovhannes",
dnb_7165,http://d-nb.info/gnd/117204749,1873-01-01,1970-01-01,female,"Irwin, Inez Haynes",
dnb_7166,http://d-nb.info/gnd/138005036,1931-01-01,2004-01-01,male,"Rosenthal, Jack",
dnb_7167,http://d-nb.info/gnd/140856382,1927-06-30,1998-10-28,male,"Goldman, James",
dnb_7168,http://d-nb.info/gnd/123695376,1961-01-01,,male,"Rollins, James",
dnb_7169,http://d-nb.info/gnd/137619545,1965-01-01,,notKnown,"Wood, James",
dnb_7170,http://d-nb.info/gnd/141004088,1901-01-21,1978-02-28,male,"Meissner, Janusz",
dnb_7171,http://d-nb.info/gnd/1044673753,1974-10-13,,notKnown,"Thompson, Jason",
dnb_7172,http://d-nb.info/gnd/118725785,1645-08-16,1696-05-10,male,"La Bruyère, Jean de",
dnb_7173,http://d-nb.info/gnd/120513056,1948-04-02,,female,"Vinge, Joan D.",
dnb_7174,http://d-nb.info/gnd/118609475,1692-01-01,1750-01-01,male,"Schnabel, Johann Gottfried",
dnb_7175,http://d-nb.info/gnd/118581015,1741-04-11,1791-06-27,male,"Merck, Johann Heinrich",
dnb_7176,http://d-nb.info/gnd/118907352,1933-07-21,1982-09-14,notKnown,"Gardner, John",
dnb_7177,http://d-nb.info/gnd/133294765,1926-11-20,2007-08-03,male,"Gardner, John",
dnb_7178,http://d-nb.info/gnd/132602040,1977-08-24,,male,"Green, John",
dnb_7179,http://d-nb.info/gnd/118726838,1671-04-16,1729-03-21,male,"Law, John",
dnb_7180,http://d-nb.info/gnd/11878692X,1905-01-01,1970-01-01,notKnown,"O'Hara, John",
dnb_7181,http://d-nb.info/gnd/1019657855,1845-01-01,1915-01-01,notKnown,"Rae, John",
dnb_7182,http://d-nb.info/gnd/119029375,1931-10-19,,male,"Le Carré, John",
dnb_7183,http://d-nb.info/gnd/13578901X,1964-03-05,,notKnown,"Galcerán, Jordi",
dnb_7184,http://d-nb.info/gnd/119047314,1832-01-01,1916-01-01,male,"Echegaray y Eizaguirre, José",
dnb_7185,http://d-nb.info/gnd/118790870,1871-01-01,1917-01-01,male,"Rodó, José Enrique",
dnb_7186,http://d-nb.info/gnd/115611606,1858-01-01,1941-01-01,male,"Vasconcellos, José Leite de",
dnb_7187,http://d-nb.info/gnd/140144714,1971-01-01,,notKnown,"Rodríguez Pittí, José Luis",
dnb_7188,http://d-nb.info/gnd/118578235,1853-01-28,1895-05-19,notKnown,"Martí, José",
dnb_7189,http://d-nb.info/gnd/121134296,1920-02-24,1984-07-24,notKnown,"Vasconcelos, José Mauro de",
dnb_7190,http://d-nb.info/gnd/118590022,1909-07-01,1994-05-30,male,"Onetti, Juan Carlos",
dnb_7191,http://d-nb.info/gnd/11855753X,1881-12-24,1958-05-29,male,"Jiménez, Juan Ramón",
dnb_7192,http://d-nb.info/gnd/11875033X,1283-01-01,1350-01-01,notKnown,"Ruiz, Juan",
dnb_7193,http://d-nb.info/gnd/118750348,1918-05-16,1986-01-07,male,"Rulfo, Juan",
dnb_7194,http://d-nb.info/gnd/102414335,1796-01-01,1867-01-01,notKnown,"Hart, Julia Catherine Beckwith",
dnb_7195,http://d-nb.info/gnd/118185098,1931-07-10,2017-10-17,female,"May, Julian",
dnb_7196,http://d-nb.info/gnd/124376509,1935-01-01,,notKnown,"Rathbone, Julian",
dnb_7197,http://d-nb.info/gnd/11880300X,1894-09-13,1953-12-27,male,"Tuwim, Julian",
dnb_7198,http://d-nb.info/gnd/141990309,1962-01-01,,male,"Cronin, Justin",
dnb_7199,http://d-nb.info/gnd/1035493055,1964-01-01,,female,"Ekuni, Kaori",
dnb_7200,http://d-nb.info/gnd/12071583X,1912-01-01,1977-01-01,notKnown,"Yoshida, Ken'ichi",
dnb_7201,http://d-nb.info/gnd/105210072,1910-01-01,1981-01-01,notKnown,"Crossen, Kendell Foster",
dnb_7202,http://d-nb.info/gnd/119550083,1798-01-01,1845-01-01,female,"Hoffmanowa, Klementyna",
dnb_7203,http://d-nb.info/gnd/107895854,1916-01-01,2004-01-03,female,"Beckwith, Lillian",
dnb_7204,http://d-nb.info/gnd/118581007,1740-06-06,1814-04-25,male,"Mercier, Louis Sébastien",
dnb_7205,http://d-nb.info/gnd/116241497,1814-01-01,1875-01-01,male,"Achard, Amédée",
dnb_7206,http://d-nb.info/gnd/118808788,1650-01-01,1705-01-13,female,"Aulnoy, Marie Catherine LeJumel de Barneville d'",
dnb_7207,http://d-nb.info/gnd/119069563,1607-06-15,1701-06-02,notKnown,"Scudéry, Madeleine de",
dnb_7208,http://d-nb.info/gnd/129626244,1962-02-08,,female,"Blackman, Malorie",
dnb_7209,http://d-nb.info/gnd/172404185,1749-01-01,1814-01-01,notKnown,"Alvarenga, Manuel Inácio da Silva",
dnb_7210,http://d-nb.info/gnd/118599194,1920-06-02,2013-09-18,male,"Reich-Ranicki, Marcel",
dnb_7211,http://d-nb.info/gnd/122522745,1944-01-01,,female,"Muller, Marcia",
dnb_7212,http://d-nb.info/gnd/118569783,1809-03-24,1837-02-13,male,"Larra, Mariano José de",
dnb_7213,http://d-nb.info/gnd/118196537,1824-01-01,1921-01-01,notKnown,"Molesworth, Mary",
dnb_7214,http://d-nb.info/gnd/119160781,1903-12-10,1992-08-29,female,"Norton, Mary",
dnb_7215,http://d-nb.info/gnd/12017636X,1823-01-01,1896-01-01,male,"Brady, Mathew B.",
dnb_7216,http://d-nb.info/gnd/124134904,1967-02-01,,female,"Cabot, Meg",
dnb_7217,http://d-nb.info/gnd/112018629,1948-01-01,,notKnown,"Beattie, Melody",
dnb_7218,http://d-nb.info/gnd/115610669,1966-03-21,,notKnown,"Carroll, Michael",
dnb_7219,http://d-nb.info/gnd/132080362,1959-01-01,,notKnown,"Scott, Michael",
dnb_7220,http://d-nb.info/gnd/104242558,1789-01-01,1835-01-01,notKnown,"Scott, Michael",
dnb_7221,http://d-nb.info/gnd/121414647,1937-01-01,2010-01-01,male,"Kapor, Momo",
dnb_7222,http://d-nb.info/gnd/124241700,1960-01-01,,male,"Urasawa, Naoki",
dnb_7223,http://d-nb.info/gnd/118642685,1931-01-01,,female,"Tec, Nechama",
dnb_7224,http://d-nb.info/gnd/119049864,1895-04-23,1982-02-18,female,"Marsh, Ngaio",
dnb_7225,http://d-nb.info/gnd/120243369,1958-01-01,,male,"Park, Nick",
dnb_7226,http://d-nb.info/gnd/12250769X,1962-01-01,,male,"Vanier, Nicolas",
dnb_7227,http://d-nb.info/gnd/130367621,1974-01-01,,female,"Krauss, Nicole",
dnb_7228,http://d-nb.info/gnd/113641915,1955-01-01,,female,"Hoffman, Nina Kiriki",
dnb_7229,http://d-nb.info/gnd/173503934,1872-01-01,1963-01-01,notKnown,"Sasaki, Nobutsuna",
dnb_7230,http://d-nb.info/gnd/118576461,1923-01-31,2007-11-10,male,"Mailer, Norman",
dnb_7231,http://d-nb.info/gnd/1062796497,1966-01-01,,notKnown,"Krjučkova, Olʹga",
dnb_7232,http://d-nb.info/gnd/117657026,1539-01-01,1619-01-01,male,"Serres, Olivier de",
dnb_7233,http://d-nb.info/gnd/126686602,1866-01-01,1928-01-01,male,"Hoffmann, Oskar",
dnb_7234,http://d-nb.info/gnd/124674763,1827-01-01,1881-01-01,male,"Saint-Victor, Paul-Jacques-Raymond Bins de",
dnb_7235,http://d-nb.info/gnd/132407760,1902-01-01,1969-01-01,notKnown,"Mus, Paul",
dnb_7236,http://d-nb.info/gnd/140960309,1927-01-01,2014-01-01,notKnown,"Robeson, Paul",
dnb_7237,http://d-nb.info/gnd/119300400,1911-01-01,1992-01-01,notKnown,"Di Donato, Pietro",
dnb_7238,http://d-nb.info/gnd/118979310,1913-01-01,1995-01-01,female,"Hatton, Ragnhild",
dnb_7239,http://d-nb.info/gnd/118990071,1893-01-01,1963-01-01,male,"Sāṅkṛtyāyana, Rāhula",
dnb_7240,http://d-nb.info/gnd/122424298,1877-01-01,1949-01-01,notKnown,"Beach, Rex",
dnb_7241,http://d-nb.info/gnd/114078548,1949-07-15,,male,"Russo, Richard",
dnb_7242,http://d-nb.info/gnd/128742615,1974-01-01,,notKnown,"Sardou, Romain",
dnb_7243,http://d-nb.info/gnd/119020904,1886-01-01,1968-01-01,female,"Lane, Rose Wilder",
dnb_7244,http://d-nb.info/gnd/107534568,1901-07-25,1993-07-10,female,"Krauss, Ruth",
dnb_7245,http://d-nb.info/gnd/118982435,1904-01-01,1979-01-01,male,"Perelman, Sidney J.",
dnb_7246,http://d-nb.info/gnd/118950290,1892-08-09,1972-09-27,male,"Ranganathan, Shiyali R.",
dnb_7247,http://d-nb.info/gnd/120894491,1749-12-25,1814-10-04,male,"Pratt, Samuel Jackson",
dnb_7248,http://d-nb.info/gnd/1015546471,1982-08-20,,notKnown,"Harrison, Sarah",
dnb_7249,http://d-nb.info/gnd/115544909,1958-01-01,,notKnown,"Schulman, Sarah",
dnb_7250,http://d-nb.info/gnd/116370270,1907-12-27,1999-01-02,male,"Haffner, Sebastian",
dnb_7251,http://d-nb.info/gnd/172144256,1926-09-06,1997-12-30,notKnown,"Hoshi, Shin'ichi",
dnb_7252,http://d-nb.info/gnd/138840725,1948-01-01,,male,"Shimada, Sōji",
dnb_7253,http://d-nb.info/gnd/122232607,1953-11-22,,notKnown,"Lunde, Stein Erik",
dnb_7254,http://d-nb.info/gnd/118779060,1869-01-01,1944-01-01,notKnown,"Leacock, Stephen",
dnb_7255,http://d-nb.info/gnd/121211428,1942-01-01,,notKnown,"Kaube, Suzan Emine",
dnb_7256,http://d-nb.info/gnd/119099802,1824-01-01,1874-01-01,notKnown,"Dobell, Sydney",
dnb_7257,http://d-nb.info/gnd/130674850,1920-01-01,2002-01-01,notKnown,"Afrika, Tatamkulu",
dnb_7258,http://d-nb.info/gnd/124351484,1962-01-01,,notKnown,"Medeiros, Teresa",
dnb_7259,http://d-nb.info/gnd/136017800,1944-01-01,,notKnown,"Wertenbaker, Timberlake",
dnb_7260,http://d-nb.info/gnd/121227472,1951-01-01,,notKnown,"Zahn, Timothy",
dnb_7261,http://d-nb.info/gnd/131741438,1953-10-17,,male,"Goñi, Uki",
dnb_7262,http://d-nb.info/gnd/123072204,1955-01-01,,female,"McDermid, Val",
dnb_7263,http://d-nb.info/gnd/118515543,1873-12-13,1924-10-09,male,"Brjusov, Valerij",
dnb_7264,http://d-nb.info/gnd/11877879X,1881-01-01,1957-01-01,male,"Larbaud, Valéry",
dnb_7265,http://d-nb.info/gnd/118794566,1831-09-07,1908-11-08,male,"Sardou, Victorien",
dnb_7266,http://d-nb.info/gnd/132228483,1924-05-24,2011-01-25,male,"Cronin, Vincent",
dnb_7267,http://d-nb.info/gnd/118565532,1853-07-27,1921-12-25,male,"Korolenko, Vladimir Galaktionovič",
dnb_7268,http://d-nb.info/gnd/115566694,,,notKnown,"McIntyre, Vonda N.",
dnb_7269,http://d-nb.info/gnd/11920326X,1902-01-01,1934-01-01,male,"Thurman, Wallace",
dnb_7270,http://d-nb.info/gnd/142443891,1924-01-01,2004-01-01,male,"Wager, Walter",
dnb_7271,http://d-nb.info/gnd/118669591,1763-03-09,1835-06-18,male,"Cobbett, William",
dnb_7272,http://d-nb.info/gnd/117578797,1845-01-01,1893-01-01,male,"Minto, William",
dnb_7273,http://d-nb.info/gnd/118808044,1640-01-01,1716-01-01,male,"Wycherley, William",
dnb_7274,http://d-nb.info/gnd/118956965,1898-01-01,1935-01-01,notKnown,"Holtby, Winifred",
dnb_7275,http://d-nb.info/gnd/123966043,1882-01-01,1942-01-01,male,"Perelʹman, Jakov Isidorovič",
dnb_7276,http://d-nb.info/gnd/118952676,1907-01-01,1991-01-01,male,"Inoue, Yasushi",
dnb_7277,http://d-nb.info/gnd/131488910,1904-12-06,2007-10-22,female,"Curie, Eve",
dnb_7278,http://d-nb.info/gnd/118656856,1532-02-19,1589-09-19,male,"Baïf, Jean Antoine de",
dnb_7279,http://d-nb.info/gnd/119020866,1891-11-24,1945-07-09,female,"Pawlikowska-Jasnorzewska, Maria",
dnb_7280,http://d-nb.info/gnd/118545523,1881-11-19,1969-08-05,female,"Hamsun, Marie",
dnb_7281,http://d-nb.info/gnd/140592326,1908-01-05,1968-03-18,male,"Kurnitz, Harry",
dnb_7282,http://d-nb.info/gnd/175188076,,,,"Crawford, William L.",
dnb_7283,http://d-nb.info/gnd/121448355,1843-01-01,1911-01-01,notKnown,"Ricard, Louis-Xavier de",
dnb_7284,http://d-nb.info/gnd/1028521103,1976-01-01,,female,Nguyễn Ngọc Tư,
dnb_7285,http://d-nb.info/gnd/136060188,1951-01-01,,male,"Brook, Timothy",
dnb_7286,http://d-nb.info/gnd/140446915,,,female,"Wilson, Budge",
dnb_7287,http://d-nb.info/gnd/1060820811,1930-04-20,1997-09-26,male,"Zsoldos, Péter",
dnb_7288,http://d-nb.info/gnd/1055098658,1864-01-01,1957-01-01,notKnown,"Chevrillon, André",
dnb_7289,http://d-nb.info/gnd/118568582,1891-10-19,1979-11-21,female,"Lācis, Asja",
dnb_7290,http://d-nb.info/gnd/123769698,1943-01-01,,female,"Njiké-Bergeret, Claude",
dnb_7291,http://d-nb.info/gnd/133326225,1947-01-01,,male,"Matayoshi, Eiki",
dnb_7292,http://d-nb.info/gnd/118987151,1888-07-20,1941-02-24,male,"Zegadłowicz, Emil",
dnb_7293,http://d-nb.info/gnd/13276766X,1960-01-01,,notKnown,"Friesen, Gayle",
dnb_7294,http://d-nb.info/gnd/123571340,1921-01-01,1995-01-01,notKnown,"Hofmo, Gunvor",
dnb_7295,http://d-nb.info/gnd/119484811,1820-02-20,1893-04-19,male,"Nadaud, Gustave",
dnb_7296,http://d-nb.info/gnd/1031494588,1886-01-01,1915-01-01,male,"Chapin, Harold",
dnb_7297,http://d-nb.info/gnd/116770171,1809-09-14,1864-02-11,male,"Marggraff, Hermann",
dnb_7298,http://d-nb.info/gnd/138725683,1974-01-01,,female,"Scego, Igiaba",
dnb_7299,http://d-nb.info/gnd/11911335X,1807-01-01,1858-01-01,notKnown,"Loudon, Jane",
dnb_7300,http://d-nb.info/gnd/120304813,1911-01-01,2009-01-01,male,"Ji, Xianlin",
dnb_7301,http://d-nb.info/gnd/138136572,1965-03-20,,male,"Craven, Jonathan",
