viaf_id,viaf_birthdate,viaf_deathdate,viaf_gender,viaf_name,viaf_work,viaf_uri
viaf_7757,1790-09-22,1870-07-09,male,Augustus Baldwin Longstreet,,http://viaf.org/viaf/74916907
viaf_7758,1937-04-10,2010-11-29,female,Bella Akhmadulina,"Struna	 Akhmadulina, Bella,	 Works.",http://viaf.org/viaf/110689177
viaf_7759,1904-01-23,1996-11-16,male,Benjamin Quarles,Negro in the american revolution	 Lincoln and the Negro	 Negro in the making of america,http://viaf.org/viaf/32034630
viaf_7760,1960,,male,Bentley Little,Dominion	 Death instinct	 Association	 Burning	 Mailman	 Store	 Revelation,http://viaf.org/viaf/102274498
viaf_7761,1561,1618,male,Bento Teixeira,"Teixeira, Bento,	 Teixeira, Bento",http://viaf.org/viaf/79423012
viaf_7762,1897-01-11,1955-11-13,male,Bernard Augustine De Voto,"Course of empire	 Year of decision, 1846	 Mark Twain's America	 Across the wide Missouri",http://viaf.org/viaf/64435423
viaf_7763,1899-01-03,1949-04-13,male,Bernardo Ortiz de Montellano,"Ortiz de Montellano, Bernardo,",http://viaf.org/viaf/32005643
viaf_7764,1876-03-31,1927-10-21,male,Borisav Stanković,"Stanković, Borisav (1876-1927).	 Uvela ruža	 Božji ljudi	 Stanković, Borisav	 Нечиста крв	 Stanković, Borisav,",http://viaf.org/viaf/76323147
viaf_7765,1946-10-26,,male,Boubacar Boris Diop,"Kaveena : roman	 Les tambours de la mémoire	 Diop, Boubacar Boris	 Murambi : le livre des ossements : roman	 Cavalier et son ombre : roman	 Afrique au-delà du miroir	 Diop, Boubacar Boris,",http://viaf.org/viaf/84249606
viaf_7766,1923-02-09,1964-03-20,male,Brendan Behan,"Plays	 Scarperer	 Confessions of an Irish rebel	 Behan, Brendan.	 After the wake	 Hostage",http://viaf.org/viaf/12321300
viaf_7767,1965,,male,Brendan Broderick,,http://viaf.org/viaf/86810601
viaf_7768,1914-04-22,2003-09-05,male,Charles H. Sisson,"Sisson, C. H.	 Works.",http://viaf.org/viaf/109578888
viaf_7769,1932-04-06,,male,Carlos Rasch,,http://viaf.org/viaf/15207019
viaf_7770,1891-06-19,1956-06-17,male,Carlos Wyld Ospina,Gringa,http://viaf.org/viaf/29586185
viaf_7771,1879-03-27,1946-03-19,female,Catherine MacFarlane Carswell,Savage pilgrimage,http://viaf.org/viaf/8568740
viaf_7772,1953-02-01,,female,Cathleen Schine,"She is me	 Rameau's niece	 They may not mean to, but they do	 Love letter	 To the birdhouse	 Evolution of jane	 Three weissmanns of westport	 New yorkers	 Alice in bed",http://viaf.org/viaf/73995580
viaf_7773,1886-05-20,1938-10-05,female,Chieko Takamura,,http://viaf.org/viaf/27966345
viaf_7774,1897-11-28,1996-06-10,female,Chiyo Uno,色ざんげ	 おはん	 Aru hitori no onna no hanashi,http://viaf.org/viaf/94427822
viaf_7775,1956-01-18,,male,Chris Agee,Next to nothing,http://viaf.org/viaf/268461231
viaf_7776,1971-01-01,,male,Chris Bachelder,Throwback special : a novel	 US!	 Abbott awaits a novel,http://viaf.org/viaf/18210819
viaf_7777,1914-08-20,1976-04-23,male,Colin MacInnes,June in her Spring	 City of Spades	 Australia and New Zealand	 Absolute beginners	 Mr Love and Justice,http://viaf.org/viaf/12429771
viaf_7778,1920-10-20,1967-03-29,male,d'Arcy Niland,Dead men running	 Shiralee	 Big smoke	 Call me when the cross turns over,http://viaf.org/viaf/7887633
viaf_7779,1953-04-13,,male,Dany Laferrière,"Odeur du café	 Chronique de la dérive douce	 Journal d'un écrivain en pyjama	 Goût des jeunes filles	 Énigme du retour.	 Tout bouge autour de moi : chronique	 Laferrière, Dany	 Vers le sud	 Cette Grenade Dans La Main Du Jeune Negre Est Elle Une Arme Ou Un Fruit",http://viaf.org/viaf/87061403
viaf_7780,1958-01-19,,male,David Belbin,Asking for it	 Black and blue	 Last virgin,http://viaf.org/viaf/93887706
viaf_7781,1924,,male,David Ferry,,http://viaf.org/viaf/75196888
viaf_7782,1939-05-18,,male,David Parlett,"Card games	 Parlett, David,	 Card games for three",http://viaf.org/viaf/20968932
viaf_7783,1897-02-01,1985-05-01,female,Denise Robins,Fever of love	 House of the Seventh Cross	 Gypsy lover,http://viaf.org/viaf/16893121
viaf_7784,1955-05-08,,male,Denys Bouliane,"Comme un silène entr'ouvert	 Bouliane, Denys,	 Jeux de société",http://viaf.org/viaf/11645730
viaf_7785,1917-10-24,1984-07-06,male,Denys Val Baker,,http://viaf.org/viaf/111356676
viaf_7786,1960-07-29,,male,Didier van Cauwelaert,Éducation d'une fée : roman	 Aller simple : roman	 Jules : roman	 Vie interdite : roman	 Apparition : roman	 Le Journal Intime Dun Arbre	 Poisson d'amour	 Hors de moi : roman	 Évangile de jimmy	 Père adopté : roman,http://viaf.org/viaf/114411296
viaf_7787,1822-03-31,1899-12-22,male,D.V. Grigorovič,Anton Goremyka povest'	 Guttaperchevyi mal'chik	 Literaturnye Vospominanija,http://viaf.org/viaf/24650886
viaf_7788,1904,1992-03-28,male,Donald Davis,,http://viaf.org/viaf/6826423
viaf_7789,1907-06-02,1998-08-16,female,Dorothy West,Wedding,http://viaf.org/viaf/79153789
viaf_7790,1974-06-10,,male,Dustin Lance Black,,http://viaf.org/viaf/100870437
viaf_7791,1860-09-26,1917-10-16,male,Edoardo Scarfoglio,Scarfoglio,http://viaf.org/viaf/17272477
viaf_7792,1756-06-07,1831-01-07,male,Edward Davies,,http://viaf.org/viaf/42058286
viaf_7793,1910-08-22,2004-11-10,female,Elizabeth Chater,,http://viaf.org/viaf/38579961
viaf_7794,1915,1977-01-01,male,Ernest Marwick,,http://viaf.org/viaf/24464603
viaf_7795,1938-09-20,2016-11-23,male,Ernst Hilmar,Franz Schubert	 Franz Schubert in seiner Zeit,http://viaf.org/viaf/68961958
viaf_7796,1805-09-02,1851-01-19,male,Esteban Echeverría,"Echeverría, Esteban	 Works.",http://viaf.org/viaf/32008821
viaf_7797,1922-04-23,2011-01-03,male,Fadil Hadžić,Plays.	 Desant na drvar,http://viaf.org/viaf/39639489
viaf_7798,1883-01-01,1920-03-21,male,Federigo Tozzi,"Con gli occhi chiusi	 Egoisti	 Tozzi, Federigo	 Ricordi di un impiegato	 Novelle	 Tre croci	 Bestie ; Cose ; Persone",http://viaf.org/viaf/68940126
viaf_7799,1901-10-03,1949-10-27,male,Frantisek Halas,"Staré ženy	 A co básník	 A co?	 Halas, František,	 Básne",http://viaf.org/viaf/27099101
viaf_7800,1803-12-05,1873-07-15,male,F. I. Ti︠u︡tchev,"Ti︠u︡tchev, F. I.",http://viaf.org/viaf/95260021
viaf_7801,1848-10-14,1922-07-10,male,G. W. Prothero,Lasting peace,http://viaf.org/viaf/89331109
viaf_7802,1621,1706-10-17,male,Giuseppe Agnelli,,http://viaf.org/viaf/36908822
viaf_7803,1788-10-28,1855-08-26,male,Giovanni Antonio Nicolini da Sabbio,"Nicolini, Giuseppe",http://viaf.org/viaf/57424607
viaf_7804,1947-02-25,,male,Greg Hollingshead,Roaring girl : stories,http://viaf.org/viaf/114951244
viaf_7805,1883-12-19,1916-08-09,male,Guido Gozzano,"Gozzano, Guido	 Tre talismani	 Gozzano	 Gozzano, Guido (1883-1916).	 Natale a ceylon e altri racconti indiani	 Verso la cuna del mondo : lettere dall'India	 Poems",http://viaf.org/viaf/12323841
viaf_7806,1918-01-21,2001-04-26,male,Guy Butler,,http://viaf.org/viaf/76331267
viaf_7807,1964-11-27,,male,Harry Allen,,http://viaf.org/viaf/146494458
viaf_7808,1970-11-03,,male,Hiroki Endō,"Endō, Hiroki,	 Eden.",http://viaf.org/viaf/12482055
viaf_7809,1887-01-13,1960-07-08,male,Holger Cahill,,http://viaf.org/viaf/45764398
viaf_7810,1881-11-30,1965-05-21,male,Hugh Marwick,,http://viaf.org/viaf/2837511
viaf_7811,1933-11-01,,male,Huub Oosterhuis,"Mensen voor dag en dauw	 Zien, soms even. Fragmenten over God. Een voorlees-boek	 In het voorbijgaan	 God is ieder ogenblik nieuw : gesprekken met Edward Schillebeeckx	 Children of the poor man	 Bid om vrede	 Hoe ver is de nacht	 Tot op vandaag : gedichten",http://viaf.org/viaf/17227589
viaf_7812,1882-01-06,1952-12-20,male,Ivan Olbracht,"Golet v údolí	 Olbracht, Ivan,	 Olbracht, Ivan	 Anna proletářka : román o roku 1920	 O smutných očích Hany Karadžičové",http://viaf.org/viaf/7423797
viaf_7813,1850-07-09,1921-09-22,male,Ivan Minčov Vazov,"Short stories.	 Kazalarskata t︠s︡arit︠s︡a : roman	 Nova zemi︠a︡.	 Poems	 Vazov, Ivan	 Nemili-nedragi",http://viaf.org/viaf/54155268
viaf_7814,1899-12-05,1990-02-28,male,Jack Conroy,"Disinherited	 Disinherited.	 Conroy, Jack,",http://viaf.org/viaf/24702441
viaf_7815,1974-06-01,,male,Jack Hunter,,http://viaf.org/viaf/169491418
viaf_7816,1916,1990-09-21,male,Jacques-Laurent Bost,,http://viaf.org/viaf/61542291
viaf_7817,1909-11-27,1955-05-16,male,James Agee,"Agee, James,	 Morning watch	 Knoxville, summer 1915	 Agee	 Agee, James",http://viaf.org/viaf/46756190
viaf_7818,1912-09-03,1970-09-25,male,James Fisher,History of birds	 Adventure of the world	 Wonderful world of the air	 Birds	 Birds : an introduction to general ornithology	 Birds as animals	 Wildlife in danger,http://viaf.org/viaf/66509755
viaf_7819,1854-08-18,1920-06-17,male,James H. Hyslop,Psychical research and survival	 Contract with the other world,http://viaf.org/viaf/26094016
viaf_7820,1932-01-02,,female,Jean Little,"Little, Jean,	 Dancing through the snow	 Little by little : a writer's education	 Hey world, here I am!	 From Anna	 Mine for keeps	 Lost and found	 Different dragons	 Mama's going to buy you a mockingbird	 Emma's yucky brother",http://viaf.org/viaf/110207156
viaf_7821,1943-04-28,2016-08-01,male,Jim Northrup,,http://viaf.org/viaf/23801554
viaf_7822,1857-04-13,1922-05-13,male,John Cairns,,http://viaf.org/viaf/120592997
viaf_7823,1885-11-28,1942-08-30,male,John Willard,Cat and the canary,http://viaf.org/viaf/47079899
viaf_7824,1967-10-10,,male,Jonathan Littell,"Sec et l'humide : une brève incursion en territoire fasciste	 En pièces	 Tchétchénie, an III	 Récit sur rien	 Littell, Jonathan,	 Les Bienveillantes	 Vieille histoire : nouvelle version : roman	 Triptych - three studies after francis bacon",http://viaf.org/viaf/99228363
viaf_7825,1923-12-10,2011-06-07,male,Jorge Semprun,"Semprún, Jorge	 Semprún, Jorge (1923-2011)..	 Adieu, vive clarté--	 Mort qu'il faut	 Le grand voyage	 Netchaïev est de retour-- : roman	 La montagne blanche	 Algarabie	 Montand, la vie continue",http://viaf.org/viaf/108491435
viaf_7826,1937-03-02,,male,Joe MacInnis,"Saving the oceans	 MacInnis, Joseph B.",http://viaf.org/viaf/33099146
viaf_7827,1923-05-01,1999-12-12,male,Joseph Heller,"Heller, Joseph	 Catch-22.	 Something happened	 Good as Gold	 Portrait of an artist, as an old man	 God knows	 Picture this	 Heller, Joseph,",http://viaf.org/viaf/36926967
viaf_7828,1865-11-27,1896-05-24,male,José Asunción Silva,"Silva, José Asunción,	 Silva, José Asunción (1865-1896).",http://viaf.org/viaf/39409953
viaf_7829,1746-12-20,1829-03-13,male,Jose De la Cruz,,http://viaf.org/viaf/163179841
viaf_7830,1806-01-13,1856-03-10,male,Jovan Sterija Popović,Родољупци Весело позорје у пет дејствија	 Roman bez romana	 Pokondirena tikva	 Tvrdica,http://viaf.org/viaf/71429793
viaf_7831,1952-02-24,2016-12-30,female,Judith Ortiz Cofer,"Ortiz Cofer, Judith	 Line of the sun : a novel	 Woman in front of the sun.	 Latin deli : prose and poetry",http://viaf.org/viaf/115049765
viaf_7832,1902-10-10,1997-12-09,male,Kota Shivarama Karanth,Marali mannige	 Kuḍiyara kūsu	 Cōmana duḍi	 Mūkajjiya kanasugaḷu,http://viaf.org/viaf/51767202
viaf_7833,1968,,female,K. V. Johansen,Pippin takes a bath	 Cassandra virus novel	 Torrie quests,http://viaf.org/viaf/58410108
viaf_7834,1932-02-20,2005-07-16,male,K. V. Subbanna,"Works.	 Subbaṇṇa, Ke. Vi.,",http://viaf.org/viaf/28416600
viaf_7835,1933-08-27,,female,Kerstin Ekman,"Häxringarna : [roman	 Ekman, Kerstin,	 Rövarna i Skuleskogen : roman	 Händelser vid vatten	 Stad av ljus	 Springkällan : roman	 Hunden	 Änglahuset : [roman	 Grand final i skojarbranschen : roman	 Mordets praktik",http://viaf.org/viaf/114547100
viaf_7836,1967,,male,Kevin Ryan,,http://viaf.org/viaf/296809049
viaf_7837,1964-08-08,,,.. Ebner,"Poems.	 Ebner, Klaus,	 Works.",http://viaf.org/viaf/166939566
viaf_7838,1871-02-25,1913-08-01,female,Łesia Ukrainka,In the Catacombs	 Works.	 Kaminnyi hospodar' : drama	 Poemy	 Lisova pisnja	 Лісова пісня,http://viaf.org/viaf/22278310
viaf_7839,1874-11-03,1945-04-26,female,Lucie Delarue-Mardrus,Tout l'amour	 Cigale	 Ange et les pervers,http://viaf.org/viaf/34455354
viaf_7840,1953-12-19,,male,Manthia Diawara,Neues afrikanisches Kino.	 In search of Africa,http://viaf.org/viaf/112528471
viaf_7841,1954-08-01,,male,Marc Stiegler,"Stiegler, Marc.",http://viaf.org/viaf/69542738
viaf_7842,1915-02-05,1994-03-26,female,Margaret Millar,Fiend	 Do evil in return	 Listening walls	 Banshee	 How like an angel	 Air that kills	 Murder of Miranda	 Iron gates	 Stranger in my grave	 Beast in view,http://viaf.org/viaf/49229042
viaf_7843,1830-09-13,1916-03-12,female,Marie von Ebner-Eschenbach,"Short stories.	 Aphorismen	 Ebner-Eschenbach, Marie von,	 Zwei komtessen	 Kreisphysikus.	 Gemeindekind	 Krambambuli : Novellen	 Unsühnbar",http://viaf.org/viaf/51684049
viaf_7844,1915-10-25,1997,female,Marija Vojskovič,,http://viaf.org/viaf/25008780
viaf_7845,1960-03-15,,male,Mark Porter,,http://viaf.org/viaf/16761288
viaf_7846,1941-04-10,,male,Martin Waddell,"Big big sea	 Hidden house	 Farmer Duck	 Owl babies	 Tom Rabbit	 Snow bears	 Once there were giants	 Pig in the pond	 You and me, Little Bear	 Waddell, Martin",http://viaf.org/viaf/66477510
viaf_7847,1937,,male,Mathis Mathisen,Ismael,http://viaf.org/viaf/7394055
viaf_7848,1893-10-14,1973-12-11,female,May Wedderburn Cannan,,http://viaf.org/viaf/32363798
viaf_7849,1947-03-21,2007-04-00,male,Michael Dibdin,Dark spectre	 Medusa : an Aurelio Zen mystery	 Dirty tricks	 Cabal	 Long finish	 Ratking	 Dead lagoon	 Vendetta	 Last sherlock holmes story,http://viaf.org/viaf/112722880
viaf_7850,1943-09-14,,male,Michael Lawrence,Baby loves	 Strange case of dr. jekyll and mr. hyde	 Caterpillar that roared,http://viaf.org/viaf/85736676
viaf_7851,1806-07-08,1889-07-16,,Michele Amari,"Serie Carteggi	 Amari, Michele,	 Post-scriptum à la Sicile et les Bourbons",http://viaf.org/viaf/14782103
viaf_7852,1948-10-01,,male,Mike Ashley,"Ashley, Michael.",http://viaf.org/viaf/44319964
viaf_7853,1950-01-29,,male,Miklós Vámos,Xenophobes guide to the hungarians	 Zenga zének	 Anya csak egy van : regény	 Jaj	 Apák könyve,http://viaf.org/viaf/85746785
viaf_7854,1848-11-13,1911,male,Mīra Maśārarapha Hosena,"Husain, Mir Musharraf,	 Plays	 Bishāda-Sindhu",http://viaf.org/viaf/52575189
viaf_7855,1968-02-11,,male,Mo Willems,"Willems, Mo.	 Don't let the pigeon drive the bus	 Are you ready to play outside?	 Leonardo the terrible monster	 We are in a book!	 Pigeon finds a hot dog!	 Time to pee!	 I broke my trunk!	 Knuffle Bunny too : a case of mistaken identity	 Big guy took my ball!",http://viaf.org/viaf/37169722
viaf_7856,1931-05-19,,female,Morna Dorothy Hooker,"Hooker, Morna Dorothy.",http://viaf.org/viaf/79433932
viaf_7857,1908-05-01,1999-12-10,male,Niccolò Tucci,Unfinished funeral	 Before my time,http://viaf.org/viaf/61578001
viaf_7858,1930-08-20,,female,Nikki R. Keddie,Religion and rebellion in Iran the tobacco protest of 1891-1892	 Roots of revolution : an interpretive history of modern Iran	 Modern Iran	 Qajar Iran and the rise of Reza Khan 1796-1925,http://viaf.org/viaf/7403686
viaf_7859,1909-11-24,1942-07-23,male,Nikola Vapcarov,"Izbrani stichotvorenija	 Vapt︠s︡arov, Nikola Ĭonkov,	 Poems.",http://viaf.org/viaf/66474540
viaf_7860,1915-02-28,2006-10-26,male,Nobuo Kojima,"Kojima, Nobuo,	 抱擁家族	 アメリカン・スクール",http://viaf.org/viaf/165999
viaf_7861,1898-05-31,1993-12-24,male,Norman Vincent Peale,Magic word that makes the difference	 Power of positive living	 True joy of positive living : an autobiography	 Stay alive all your life	 Positive principle today : how to renew and sustain the power of positive thinking	 You can if you think you can	 Tough-minded optimist	 Why some positive thinkers get powerful results	 Positive thinking for a time like this	 Guide to confident living,http://viaf.org/viaf/105856085
viaf_7862,1900-03-09,1978-02-03,male,Otto Maria Carpeaux,"Works.	 Historia da literatura ocidental	 Carpeaux, Otto Maria,",http://viaf.org/viaf/111457775
viaf_7863,1952-04-25,,male,Padgett Powell,Interrogative mood : a novel?	 Edisto revisited : a novel	 Woman named drown	 Aliens of affection : stories,http://viaf.org/viaf/94689582
viaf_7864,1884-07-24,1938-04-08,male,Pantelejmon Sergueevitch Romanov,"Romanov, Pantelejmon Sergeevič	 Товарищ Кисляков (Три пары шелковых чулок)	 Без черемухи	 Novaia Skrizhal	 Bez čeremuchi : rasskazy",http://viaf.org/viaf/40177898
viaf_7865,1937,1993,female,Pārijāta,Ātmā saṃsmaraṇa	 Plays	 Śirīshako phūla,http://viaf.org/viaf/51836811
viaf_7866,1931-01-22,2007-05-03,female,Pat O'Shea,Finn MacCool and the small men of deeds	 Hounds of the morrigan,http://viaf.org/viaf/76396579
viaf_7867,1925-02-23,2003-11-18,female,Patricia Broderick,,http://viaf.org/viaf/250726510
viaf_7868,1921-02-01,,female,Patricia Robins,Mavreen,http://viaf.org/viaf/20238323
viaf_7869,1955-03-27,,male,Patrick McCabe,"Winterwood : a novel	 Carn	 Dead school	 Emerald germs of Ireland	 Holy city	 McCabe, Pat	 Mondo desperado	 Breakfast on Pluto",http://viaf.org/viaf/113858716
viaf_7870,1911-10-12,1993-06-05,male,Peter Kalifornsky,"Kalifornsky, Peter,",http://viaf.org/viaf/60352625
viaf_7871,1963-04-10,,male,Peter Morgan,Crown (serial filmowy),http://viaf.org/viaf/22349537
viaf_7872,1946-04-18,,male,Peter Robbins,,http://viaf.org/viaf/93638799
viaf_7873,1944-04-11,,male,Putu Wijaya,Bila malam bertambah malam	 Short stories.	 Télégram	 Gerr,http://viaf.org/viaf/85723761
viaf_7874,1890-04-07,1969-10-22,male,Ralph Roeder,Man of the renaissance	 Juarez and his Mexico	 Savonarola a study in conscience,http://viaf.org/viaf/27151310
viaf_7875,1916,1992,male,Rāmaratana Bhaṭanāgara,,http://viaf.org/viaf/116545520
viaf_7876,1898-02-14,1959-05-30,male,Raúl Scalabrini Ortiz,,http://viaf.org/viaf/64080281
viaf_7877,1943,,male,Richard Milton,"Shattering the myths of Darwinism	 Milton, Richard,	 Forbidden science",http://viaf.org/viaf/114589742
viaf_7878,1949-10-12,,male,Richard Price,Bloodbrothers	 Wanderers	 Clockers	 Freedomland	 Samaritan,http://viaf.org/viaf/120612902
viaf_7879,1969,,female,Rimi B. Chatterjee,,http://viaf.org/viaf/46301455
viaf_7880,1918-10-15,1994-07-08,male,Robert Edwin Lee,Night thoreau spent in jail : a play in two acts	 Inherit the wind,http://viaf.org/viaf/107548465
viaf_7881,1945-02-23,,male,Robert Gray,"Skylight	 Gray, Robert,",http://viaf.org/viaf/37057506
viaf_7882,1941-08-04,,male,Robert Grenier,,http://viaf.org/viaf/92534026
viaf_7883,1893-09-06,1944-12-17,male,Robert Malise Bowyer Nichols,,http://viaf.org/viaf/10939712
viaf_7884,1943-01-01,,male,Roderick Watson,,http://viaf.org/viaf/109591699
viaf_7885,1942-08-15,,male,Roger Chickering,"Imperial Germany and the Great War, 1914-1918	 Great war and urban life in germany : freiburg, 1914-1918",http://viaf.org/viaf/91294298
viaf_7886,1919-09-19,2017-11-08,male,Roger Grenier,"Albert Camus, soleil et ombre : une biographie intellectuelle	 Pierrot noir	 Partita : roman	 Salle de rédaction	 Miroir des eaux	 Palais d'hiver	 Embuscades, roman	 Ciné-roman	 Larmes d'ulysse	 Fiancée de fragonard : nouvelles",http://viaf.org/viaf/104696632
viaf_7887,1926-12-05,2006-07-13,male,Romain Weingarten,"Schusse in der Opera	 Mort d'auguste	 Weingarten, Romain (1926-2006).",http://viaf.org/viaf/56617684
viaf_7888,1875-09-30,1958-12-03,male,Sergeĭ Nikolaevich Sergeev-T︠S︡enskiĭ,"Preobrazhenie	 Брусиловский прорыв : исторический роман	 Sergeev-T︠S︡enskiĭ, Sergeĭ Nikolaevich,",http://viaf.org/viaf/75203284
viaf_7889,1928-08-30,2015-11-04,male,Seymour Chatman,Michelangelo Antonioni	 Story and discourse : narrative structure in fiction and film	 Coming to terms : the rhetoric of narrative in fiction and film,http://viaf.org/viaf/85934589
viaf_7890,1909-10-24,1998-02-01,female,Sheila Watson,Double hook	 Deep Hollow Creek,http://viaf.org/viaf/35268398
viaf_7891,1945-01-07,2012-08-28,female,Shulamith Firestone,Dialectic of sex; the case for feminist revolution	 Dialectic of Sex,http://viaf.org/viaf/25143185
viaf_7892,1859-12-23,1930-04-14,male,Sigurd Ibsen,Erindringens tempel	 Menneskelig Kvintessens,http://viaf.org/viaf/49292428
viaf_7893,1543,1620,male,Siôn Phylip,,http://viaf.org/viaf/14540463
viaf_7894,1741,1815,male,Spiridione Lusi,,http://viaf.org/viaf/86061357
viaf_7895,1950-09-09,,male,"McDonald, Steve",,http://viaf.org/viaf/76575618
viaf_7896,1961,,female,Susan Stryker,Transgender history : the roots of today's revolution,http://viaf.org/viaf/43552716
viaf_7897,1979-08-10,,male,Ted Geoghegan,,http://viaf.org/viaf/102695338
viaf_7898,1919-02-14,2002-09-24,male,Tetsuya Ayukawa,,http://viaf.org/viaf/70328393
viaf_7899,1654-06-24,1734-09-17,male,Thomas Fuller,"Pharmacopoeia extemporanea	 Fuller, Thomas,",http://viaf.org/viaf/40795740
viaf_7900,1864,1936,male,Thom. G. Marquis,Great siege of Quebec,http://viaf.org/viaf/65355246
viaf_7901,1612-02-07,1683-03-19,male,Thomas Killigrew,"Works.	 Killigrew, Thomas,",http://viaf.org/viaf/102460280
viaf_7902,1960-05-31,,male,Tomo Virk,Čas kratke zgodbe : antologija slovenske kratke zgodbe	 Izleti čez mejo : razprave o evropski in latinskoameriški prozi	 Strah pred naivnostjo : poetika postmodernisticne proze,http://viaf.org/viaf/59142209
viaf_7903,1959-12-19,,male,Upamanyu Chatterjee,"Weight loss	 English, August",http://viaf.org/viaf/66532217
viaf_7904,1884-11-27,1963-04-27,male,Vasile Voiculescu,Povestiri	 Capul de zimbru	 Caprioara din vis,http://viaf.org/viaf/54155571
viaf_7905,1932-10-23,2012-12-04,male,V.I. Belov,Все впереди : роман	 Privyčnoe delo	 Belov	 Plotnit︠s︡kie rasskazy	 Привычное дело : повесть,http://viaf.org/viaf/109315473
viaf_7906,1915-03-05,1988-01-07,male,Venko Markovski,"Markovski, Venko.",http://viaf.org/viaf/41856802
viaf_7907,1913-10-19,1980-07-09,male,Vinícius de Moraes,Antologia poética	 Livro de sonetos	 Para viver um grande amor : crônicas e poemas	 Orfeu da Conceição	 Para uma menina com uma flor	 A arca de Noé	 Rio de Janeiro	 ... 5 [i.e. Cinq] elegias,http://viaf.org/viaf/7574761
viaf_7908,1803-08-13,1869-02-27,male,Di︠e︡dushka Irineĭ,"Русские ночи	 Gorodok v tabakerke	 Odoevskiĭ, V. F.	 Russkie noči",http://viaf.org/viaf/44314173
viaf_7909,1944-05-23,,male,Volkmar WEISS,,http://viaf.org/viaf/13245193
viaf_7910,1709,1774-03-01,male,Walter Harte,,http://viaf.org/viaf/34803552
viaf_7911,1903-05-23,1983-03-28,male,Walter Reisch,Silhouetten (film)	 Song is ended	 Episode,http://viaf.org/viaf/59284947
viaf_7912,1954-03-06,,female,Anyi Wang,"Wang, Anyi,	 富萍	 荒山之戀	 流逝",http://viaf.org/viaf/109285531
viaf_7913,1960-01-31,,male,William Brodrick,Whispered name : a novel	 Gardens of the dead	 Sixth lamentation	 Day of the lie : a father anselm thriller,http://viaf.org/viaf/85832660
viaf_7914,1766-02-14,1829-07-13,male,William Coleman,,http://viaf.org/viaf/67952385
viaf_7915,1817-10-13,1906-06-23,male,William Kirby,Chien d'or,http://viaf.org/viaf/79252548
viaf_7916,1678,1758-01-24,male,William Wogan,,http://viaf.org/viaf/237826973
viaf_7917,1944-02-07,,male,Witi Ihimaera,"Parihaka woman	 Ihimaera, Witi,	 Whanau II	 Tangi	 Beautiful New Zealand	 New net goes fishing	 Ihimaera, Witi	 Bulibasha",http://viaf.org/viaf/39399075
viaf_7918,1875-11-27,1930-05-14,male,Władysław Orkan,Works.	 Miłość pasterska	 W roztokach	 Komornicy	 Wina i kara	 Kostka Napierski,http://viaf.org/viaf/9890008
viaf_7919,1887-08-31,1956-10-25,female,Zenobia Camprubí,"Camprubí, Zenobia,",http://viaf.org/viaf/36980651
viaf_7920,1937-04-27,,female,Jie Zhang,"愛, 是不能忘記的	 无字	 方舟	 世界上最疼我的那個人去了",http://viaf.org/viaf/113588469
viaf_7921,1860-10-13,1931-07-21,male,Émile Pouget,Sabotage	 Action directe,http://viaf.org/viaf/16111
viaf_7922,1953-01-01,,female,K. C. McKinnon,Candles on Bay Street	 Dancing at the Harvest Moon,http://viaf.org/viaf/105850960
viaf_7923,1954-01-25,,male,Daṿid Grosman,"Sus eḥad nikhnas le-bar	 נוכחים נפקדים	 Zeman ha-tsahov	 Nofel mi-chuc la zman	 Yesh yeladim zigzag	 Sefer ha-diḳduḳ ha-penimi : roman	 Grosman, Dawid	 Grossman, David.	 Ayen erej: ahavah	 עיין ערך־־אהבה : רומן",http://viaf.org/viaf/84234812
viaf_7924,1951-05-24,,female,Jane R. Goodall,Walker	 Visitor	 Calling,http://viaf.org/viaf/19770840
viaf_7925,1897-01-11,1971-08-15,male,Albrecht Götze,,http://viaf.org/viaf/64168430
viaf_7926,1963-09-06,,female,Alice Sebold,"Almost moon : a novel	 Sebold, Alice.	 Lucky",http://viaf.org/viaf/79183308
viaf_7927,1924-07-21,2018,male,Alojz Rebula,V Sibilinem vetru	 Jutri čez Jordan : roman	 Senčni ples	 Nokturno za Primorsko : roman	 Kačja roža,http://viaf.org/viaf/79044094
viaf_7928,1967-08-13,,female,Amélie Nothomb,Les Catilinaires	 Journal d'hirondelle : roman	 Biographie de la faim	 Ni Deve Ni Dadam	 Le Sabotage Amoureux	 Acide Sulfurique	 Metaphysique Des Tubes	 Antéchrista	 Stupeur Et Tremblements	 Attentat,http://viaf.org/viaf/59141239
viaf_7929,1899-09-01,1951-01-05,male,Andrej Platonov,"В прекрасном и яростном мире : повести и рассказы	 Sokrovennyĭ chelovek : rasskazy, povesti	 Platonov, Andrei Platonovich,	 Platonov, Andrej P.	 Čevengur	 Vprok : povestʹ",http://viaf.org/viaf/95204396
viaf_7930,1933-05-12,2010-06-01,male,Andrej A. Voznesenskij,Bezotčetnoe	 Proraby dukha.	 Stichi	 Antimiry : izbrannai︠a︡ lirika	 Avosʹ	 Poems.,http://viaf.org/viaf/112228766
viaf_7931,1969-04-12,,male,Andrew Davidson,Gargoyle,http://viaf.org/viaf/102288302
viaf_7932,1954-08-27,,male,Andrew Marshall,,http://viaf.org/viaf/120002969
