dbp_id,dbp_uri,dbp_birthdate,dbp_deathdate,dbp_gender,dbp_name,dbp_work
dbp_23363,http://dbpedia.org/resource/Dennis_Haskell,1948-0-0,,male,Dennis Haskell,
dbp_23364,http://dbpedia.org/resource/Domenic_Priore,1960-0-0,,male,Domenic Priore,
dbp_23365,http://dbpedia.org/resource/Donna_McFarlane,1958-0-0,,female,Donna McFarlane,
dbp_23366,http://dbpedia.org/resource/Echezonachukwu_Nduka,1989-07-19,,male,Echezonachukwu Nduka,
dbp_23367,http://dbpedia.org/resource/Edmund_Metatawabin,1948-0-0,,male,Edmund Metatawabin,
dbp_23368,http://dbpedia.org/resource/Elisa_Albert,1978-07-02,,female,Elisa Albert,
dbp_23369,http://dbpedia.org/resource/Emma_Healey,1985-02-27,,female,Emma Healey,
dbp_23370,http://dbpedia.org/resource/Farah_Hussein_Sharmarke,1926-0-0,,male,Farah Hussein Sharmarke,
dbp_23371,http://dbpedia.org/resource/Fazillah_Abdul_Gaffa,1986-0-0,,female,Fazillah Abdul Gaffa,
dbp_23372,http://dbpedia.org/resource/Fiona_Sze-Lorrain,1980-0-0,,female,Fiona Sze-Lorrain,
dbp_23373,http://dbpedia.org/resource/France_Boisvert,1959-06-10,,female,France Boisvert,
dbp_23374,http://dbpedia.org/resource/François_Ricard,1947-06-04,,male,François Ricard,
dbp_23375,http://dbpedia.org/resource/Gary_Amdahl,1956-08-04,,male,Gary Amdahl,
dbp_23376,http://dbpedia.org/resource/Gaute_Heivoll,1978-3-13,,male,Gaute Heivoll,
dbp_23377,http://dbpedia.org/resource/Geir_Gulliksen_(writer),1963-10-31,,male,Geir Gulliksen (writer),
dbp_23378,http://dbpedia.org/resource/Ghulam-Sarwar_Yousof,1939-11-21,,male,Ghulam-Sarwar Yousof,
dbp_23379,http://dbpedia.org/resource/Ginette_Anfousse,1944-5-27,,female,Ginette Anfousse,
dbp_23380,http://dbpedia.org/resource/Gordon_Meade,1957-0-0,,male,Gordon Meade,
dbp_23381,http://dbpedia.org/resource/Gracia_Couturier,1951-8-14,,female,Gracia Couturier,
dbp_23382,http://dbpedia.org/resource/Hanne_Bramness,1959-4-3,,female,Hanne Bramness,
dbp_23383,http://dbpedia.org/resource/Helge_Torvund,1951-08-20,,male,Helge Torvund,
dbp_23384,http://dbpedia.org/resource/Holly_Smale,1981-12-07,,female,Holly Smale,Geek_Girl_(novel)
dbp_23385,http://dbpedia.org/resource/Hossein_Farhady,1947-0-0,,male,Hossein Farhady,
dbp_23386,http://dbpedia.org/resource/Hua_Qianfang,1978-1-1,,male,Hua Qianfang,
dbp_23387,http://dbpedia.org/resource/Indrajit_Hazra,1971-1-1,,male,Indrajit Hazra,The_Bioscope_Man
dbp_23388,http://dbpedia.org/resource/Jade_Sylvan,1982-09-09,,female,Jade Sylvan,
dbp_23389,http://dbpedia.org/resource/Janneken_Øverland,1946-8-22,,female,Janneken Øverland,
dbp_23390,http://dbpedia.org/resource/Jean_Frémon,1946-0-0,,male,Jean Frémon,
dbp_23391,http://dbpedia.org/resource/Jennifer_K._Stuller,1975-07-14,,female,Jennifer K. Stuller,
dbp_23392,http://dbpedia.org/resource/Jill_Talbot,1970-1-1,,female,Jill Talbot,
dbp_23393,http://dbpedia.org/resource/Joaquín_Badajoz,1972-08-02,,male,Joaquín Badajoz,http://www.amazon.com/P%C3%A1xaros-Spanish-Edition-Joaqu%C3%ADn-Badajoz/dp/0692211764	http://cvc.cervantes.es/lengua/anuario/anuario_08/pdf/espectaculos07.pdf	http://www.imdb.com/name/nm0266706/
dbp_23394,http://dbpedia.org/resource/Joe_Griffin_(psychologist),1947-11-17,,male,Joe Griffin (psychologist),
dbp_23395,http://dbpedia.org/resource/John_David_Anderson,1975-01-01,,male,John David Anderson,
dbp_23396,http://dbpedia.org/resource/José_Acquelin,1956-04-04,,male,José Acquelin,
dbp_23397,http://dbpedia.org/resource/K._Y._Narayanaswamy,1965-06-05,,male,K. Y. Narayanaswamy,
dbp_23398,http://dbpedia.org/resource/Kaia_Storvik,1976-10-10,,female,Kaia Storvik,
dbp_23399,http://dbpedia.org/resource/Karen_Salyer_McElmurray,1956-09-12,,female,Karen Salyer McElmurray,
dbp_23400,http://dbpedia.org/resource/Katie_Fallon,1976-10-25,,female,Katie Fallon,
dbp_23401,http://dbpedia.org/resource/Kim_Mi-wol,1977-1-1,,female,Kim Mi-wol,
dbp_23402,http://dbpedia.org/resource/Kristin_Solberg,1982-0-0,,female,Kristin Solberg,
dbp_23403,http://dbpedia.org/resource/Larry_Duplechan,1956-12-30,,male,Larry Duplechan,
dbp_23404,http://dbpedia.org/resource/Larry_Tremblay,1954-04-17,,male,Larry Tremblay,
dbp_23405,http://dbpedia.org/resource/Lee_Harrington,1979-11-28,,male,Lee Harrington,
dbp_23406,http://dbpedia.org/resource/Lise_Blouin,1944-1-1,,female,Lise Blouin,
dbp_23407,http://dbpedia.org/resource/Liv_Marie_Austrem,1947-1-30,,female,Liv Marie Austrem,
dbp_23408,http://dbpedia.org/resource/Lois_Braun,1949-0-0,,female,Lois Braun,
dbp_23409,http://dbpedia.org/resource/Lou_Kilzer,1951-2-10,,male,Lou Kilzer,
dbp_23410,http://dbpedia.org/resource/Luis_Aguilar-Monsalve,1942-10-07,,male,Luis Aguilar-Monsalve,
dbp_23411,http://dbpedia.org/resource/Lyudmila_Filipova,1977-04-10,,female,Lyudmila Filipova,
dbp_23412,http://dbpedia.org/resource/M._Evelina_Galang,1961-04-20,,female,M. Evelina Galang,
dbp_23413,http://dbpedia.org/resource/Madhu_Rye,1942-7-16,,male,Madhu Rye,
dbp_23414,http://dbpedia.org/resource/Maja_Herman_Sekulić,1949-02-17,,female,Maja Herman Sekulić,
dbp_23415,http://dbpedia.org/resource/Mala_Kumar,1985-01-04,,female,Mala Kumar,http://pathsofmarriage.com/
dbp_23416,http://dbpedia.org/resource/Mallory_Ortberg,1986-11-28,,female,Mallory Ortberg,
dbp_23417,http://dbpedia.org/resource/Mansour_Bushnaf,1954-0-0,,male,Mansour Bushnaf,Chewing_Gum_(novel)
dbp_23418,http://dbpedia.org/resource/Margareta_Waterman,1932-12-08,,female,Margareta Waterman,
dbp_23419,http://dbpedia.org/resource/Marte_Michelet,1975-5-26,,female,Marte Michelet,
dbp_23420,http://dbpedia.org/resource/Martin_Waller,1957-03-27,,male,Martin Waller,
dbp_23421,http://dbpedia.org/resource/Mary_Alice_Downie,1934-2-12,,female,Mary Alice Downie,
dbp_23422,http://dbpedia.org/resource/Mary_Ann_Hoberman,1930-08-12,,female,Mary Ann Hoberman,
dbp_23423,http://dbpedia.org/resource/Mehmet_Yaşın,1958-0-0,,male,Mehmet Yaşın,
dbp_23424,http://dbpedia.org/resource/Michael_Delisle,1959-1-1,,male,Michael Delisle,
dbp_23425,http://dbpedia.org/resource/Michael_Erard,1967-0-0,,male,Michael Erard,
dbp_23426,http://dbpedia.org/resource/Michael_Fitzgerald_Page,1922-2-2,,male,Michael Fitzgerald Page,
dbp_23427,http://dbpedia.org/resource/Michael_Oliva,1966-04-18,,male,Michael Oliva,
dbp_23428,http://dbpedia.org/resource/Mina_Kimes,1985-09-08,,female,Mina Kimes,
dbp_23429,http://dbpedia.org/resource/Miranda_Esmonde-White,1949-05-09,,female,Miranda Esmonde-White,
dbp_23430,http://dbpedia.org/resource/Nancy_Marie_Brown,1960-0-0,,female,Nancy Marie Brown,
dbp_23431,http://dbpedia.org/resource/Ngaio_Bealum,1968-02-15,,male,Ngaio Bealum,
dbp_23432,http://dbpedia.org/resource/Nguyen_Quang_Lap,1956-04-30,,male,Nguyen Quang Lap,
dbp_23433,http://dbpedia.org/resource/Nils-Øivind_Haagensen,1971-7-29,,male,Nils-Øivind Haagensen,
dbp_23434,http://dbpedia.org/resource/Nuno_Camarneiro,1977-08-17,,male,Nuno Camarneiro,
dbp_23435,http://dbpedia.org/resource/Ola_Jonsmoen,1932-07-09,,male,Ola Jonsmoen,
dbp_23436,http://dbpedia.org/resource/Olaug_Nilssen,1977-12-28,,female,Olaug Nilssen,
dbp_23437,http://dbpedia.org/resource/Olivier_Kemeid,1975-0-0,,male,Olivier Kemeid,
dbp_23438,http://dbpedia.org/resource/P._V._Shajikumar,1983-05-21,,male,P. V. Shajikumar,
dbp_23439,http://dbpedia.org/resource/Pamela_O._Long,1943-0-0,,female,Pamela O. Long,
dbp_23440,http://dbpedia.org/resource/Paola_Capriolo,1962-1-1,,female,Paola Capriolo,
dbp_23441,http://dbpedia.org/resource/Paul_Sprachman,1947-05-26,,male,Paul Sprachman,
dbp_23442,http://dbpedia.org/resource/Pedro_De_Abreu,1989-07-14,,male,Pedro De Abreu,
dbp_23443,http://dbpedia.org/resource/Peter_Feldstein_(translator),1962-0-0,,male,Peter Feldstein (translator),
dbp_23444,http://dbpedia.org/resource/Philip_Kreiner,1950-0-0,,male,Philip Kreiner,
dbp_23445,http://dbpedia.org/resource/Pilot_Baba,1938-07-15,,male,Pilot Baba,
dbp_23446,http://dbpedia.org/resource/Preller_Geldenhuys,1943-02-20,,male,Preller Geldenhuys,
dbp_23447,http://dbpedia.org/resource/Rachapalem_Chandrasekhara_Reddy,1948-10-16,,male,Rachapalem Chandrasekhara Reddy,
dbp_23448,http://dbpedia.org/resource/Rebecca_Lee_(writer),1967-05-05,,female,Rebecca Lee (writer),
dbp_23449,http://dbpedia.org/resource/Rolande_Allard-Lacerte,1929-7-17,,female,Rolande Allard-Lacerte,
dbp_23450,http://dbpedia.org/resource/Rysa_Walker,1961-12-18,,female,Rysa Walker,
dbp_23451,http://dbpedia.org/resource/Sakineh_(Simin)_M._Redjali,1934-0-0,,female,Sakineh (Simin) M. Redjali,
dbp_23452,http://dbpedia.org/resource/Sam_Riviere,1981-0-0,,male,Sam Riviere,
dbp_23453,http://dbpedia.org/resource/Samuel_D._Hunter,1981-0-0,,male,Samuel D. Hunter,
dbp_23454,http://dbpedia.org/resource/Sarah_Corbett_(poet),1970-1-1,,female,Sarah Corbett (poet),
dbp_23455,http://dbpedia.org/resource/Sarah_Einstein,1965-11-30,,female,Sarah Einstein,
dbp_23456,http://dbpedia.org/resource/Sergio_Kokis,1944-05-06,,male,Sergio Kokis,
dbp_23457,http://dbpedia.org/resource/Sevinj_Nurugizi,1964-08-22,,female,Sevinj Nurugizi,
dbp_23458,http://dbpedia.org/resource/Seymur_Baycan,1976-04-22,,male,Seymur Baycan,
dbp_23459,http://dbpedia.org/resource/Sharon_English,1965-0-0,,female,Sharon English,
dbp_23460,http://dbpedia.org/resource/Son_Bo-mi,1980-0-0,,female,Son Bo-mi,
dbp_23461,http://dbpedia.org/resource/Steven_Church,1971-12-27,,male,Steven Church,
dbp_23462,http://dbpedia.org/resource/Susan_Kerslake,1943-0-0,,female,Susan Kerslake,
dbp_23463,http://dbpedia.org/resource/Suzanne_Aubry,1956-0-0,,female,Suzanne Aubry,
dbp_23464,http://dbpedia.org/resource/Sven_Kærup_Bjørneboe,1943-6-11,,male,Sven Kærup Bjørneboe,
dbp_23465,http://dbpedia.org/resource/T.K._Thorne,1954-04-17,,female,T.K. Thorne,
dbp_23466,http://dbpedia.org/resource/Telman_Aliev,1935-0-0,,male,Telman Aliev,
dbp_23467,http://dbpedia.org/resource/Theresa_Johnson,1966-02-07,,female,Theresa Johnson,
dbp_23468,http://dbpedia.org/resource/Torbjørn_Færøvik,1948-6-8,,male,Torbjørn Færøvik,
dbp_23469,http://dbpedia.org/resource/Torgeir_Rebolledo_Pedersen,1949-8-3,,male,Torgeir Rebolledo Pedersen,
dbp_23470,http://dbpedia.org/resource/Torill_Eide,1950-2-24,,female,Torill Eide,
dbp_23471,http://dbpedia.org/resource/Virginia_Willis,1966-12-29,,female,Virginia Willis,
dbp_23472,http://dbpedia.org/resource/Zhou_Xiaoping,1981-04-24,,male,Zhou Xiaoping,
dbp_23473,http://dbpedia.org/resource/Éric_Neuhoff,1956-07-04,,male,Éric Neuhoff,
dbp_23474,http://dbpedia.org/resource/Allyssa_Wolf,1971-0-0,,female,Allyssa Wolf,
dbp_23475,http://dbpedia.org/resource/Aminul_Hoque_(writer),1970-0-0,,male,Aminul Hoque (writer),British-Islamic_Identity
dbp_23476,http://dbpedia.org/resource/Andreas_Norman,1972-10-23,,male,Andreas Norman,Into_A_Raging_Blaze
dbp_23477,http://dbpedia.org/resource/Aravind_Malagatti,1956-05-01,,male,Aravind Malagatti,
dbp_23478,http://dbpedia.org/resource/Ashot_Beglarian,1968-08-01,,male,Ashot Beglarian,Karabakh_Diary
dbp_23479,http://dbpedia.org/resource/Camarin_Grae,1941-0-0,,female,Camarin Grae,
dbp_23480,http://dbpedia.org/resource/Carter_Lindberg,1937-0-0,,male,Carter Lindberg,
dbp_23481,http://dbpedia.org/resource/Christiane_Duchesne,1949-8-12,,female,Christiane Duchesne,
dbp_23482,http://dbpedia.org/resource/Domenicangela_Lina_Unali,1936-11-18,,female,Domenicangela Lina Unali,La_Sardegna_del_Desiderio
dbp_23483,http://dbpedia.org/resource/Ed_Vere,1973-02-07,,male,Ed Vere,
dbp_23484,http://dbpedia.org/resource/Enrico_Crispolti,1933-04-18,,male,Enrico Crispolti,
dbp_23485,http://dbpedia.org/resource/Francine_D'Amour,1948-11-6,,female,Francine D'Amour,
dbp_23486,http://dbpedia.org/resource/Geneviève_Billette,1971-1-1,,female,Geneviève Billette,
dbp_23487,http://dbpedia.org/resource/Gregg_Jones,1959-0-0,,male,Gregg Jones,Last_Stand_at_Khe_Sanh:_The_U.S._Marines’_Finest_Hour_in_Vietnam
dbp_23488,http://dbpedia.org/resource/Hélène_Rioux,1949-1-12,,female,Hélène Rioux,
dbp_23489,http://dbpedia.org/resource/Joseph_Maddrey,1979-0-0,,male,Joseph Maddrey,
dbp_23490,http://dbpedia.org/resource/Kim_Fu,1987-0-0,,female,Kim Fu,For_Today_I_Am_a_Boy
dbp_23491,http://dbpedia.org/resource/Krishna_Dharabasi,1960-7-17,,male,Krishna Dharabasi,Jhola	Radha_(book)	Radha_(Novel)
dbp_23492,http://dbpedia.org/resource/M.A._Fortin,1978-08-11,,male,M.A. Fortin,
dbp_23493,http://dbpedia.org/resource/Maja_Novak,1960-04-23,,female,Maja Novak,
dbp_23494,http://dbpedia.org/resource/Mile_Nedelkoski,1935-11-25,,male,Mile Nedelkoski,
dbp_23495,http://dbpedia.org/resource/Naseer_Soomro,1964-03-28,,male,Naseer Soomro,
dbp_23496,http://dbpedia.org/resource/Nida_Jay,1985-09-02,,female,Nida Jay,Heart_of_Eternity_(novel)
dbp_23497,http://dbpedia.org/resource/Patrick_Senécal,1967-10-20,,male,Patrick Senécal,
dbp_23498,http://dbpedia.org/resource/Peter_C._Sutton,1949-0-0,,male,Peter C. Sutton,
dbp_23499,http://dbpedia.org/resource/Rachel_Hope_Cleves,1975-0-0,,female,Rachel Hope Cleves,
dbp_23500,http://dbpedia.org/resource/Rikard_Spets,1971-03-19,,male,Rikard Spets,
dbp_23501,http://dbpedia.org/resource/Shelby_Stephenson,1938-06-14,,male,Shelby Stephenson,
dbp_23502,http://dbpedia.org/resource/Siddalingaiah_(poet),1954-0-0,,male,Siddalingaiah (poet),
dbp_23503,http://dbpedia.org/resource/Suzanne_Lebeau,1948-0-0,,female,Suzanne Lebeau,
dbp_23504,http://dbpedia.org/resource/Séry_Bailly,1948-03-13,,male,Séry Bailly,
dbp_23505,http://dbpedia.org/resource/Theodore_Karamanski,1953-8-1,,male,Theodore Karamanski,
dbp_23506,http://dbpedia.org/resource/Willa_Schneberg,1952-05-21,,female,Willa Schneberg,
dbp_23507,http://dbpedia.org/resource/Andrée_Laberge,1953-0-0,,female,Andrée Laberge,
dbp_23508,http://dbpedia.org/resource/Anne_F._Garréta,1962-1-1,,female,Anne F. Garréta,
dbp_23509,http://dbpedia.org/resource/Anne_Legault,1958-0-0,,female,Anne Legault,
dbp_23510,http://dbpedia.org/resource/Anushka_Ravishankar,1961-0-0,,female,Anushka Ravishankar,
dbp_23511,http://dbpedia.org/resource/Brooks_Haxton,1950-12-01,,male,Brooks Haxton,
dbp_23512,http://dbpedia.org/resource/Cece_Bell,1970-1-1,,female,Cece Bell,El_Deafo
dbp_23513,http://dbpedia.org/resource/Christian_Giudice,1974-6-5,,male,Christian Giudice,
dbp_23514,http://dbpedia.org/resource/Christina_Hardyment,1946-0-0,,female,Christina Hardyment,
dbp_23515,http://dbpedia.org/resource/Clare_Cavanagh,1956-5-23,,female,Clare Cavanagh,
dbp_23516,http://dbpedia.org/resource/Corlia_Fourie,1944-12-11,,female,Corlia Fourie,
dbp_23517,http://dbpedia.org/resource/Craig_Sherborne,1962-0-0,,male,Craig Sherborne,Tree_Palace
dbp_23518,http://dbpedia.org/resource/Dan_Dworkin,1972-05-23,,male,Dan Dworkin,Scream_(TV_series)	Revenge_(TV_series)	Matador_(U.S._TV_series)
dbp_23519,http://dbpedia.org/resource/Daniel_L._Haulman,1949-0-0,,male,Daniel L. Haulman,
dbp_23520,http://dbpedia.org/resource/David_Iserson,1977-12-03,,male,David Iserson,Saturday_Night_Live	Up_All_Night_(TV_series)	Mad_Men	New_Girl	Mr._Robot_(TV_series)
dbp_23521,http://dbpedia.org/resource/Douglas_V._Mastriano,1964-01-02,,male,Douglas V. Mastriano,Alvin_York:_A_New_Biography_of_the_Hero_of_the_Argonne
dbp_23522,http://dbpedia.org/resource/Edward_Jenner_(writer),1946-0-0,,male,Edward Jenner (writer),
dbp_23523,http://dbpedia.org/resource/Edwin_Philip_Pister,1929-01-15,,male,Edwin Philip Pister,
dbp_23524,http://dbpedia.org/resource/Eleanore_Myers_Jewett,1890-0-0,,female,Eleanore Myers Jewett,
dbp_23525,http://dbpedia.org/resource/Esther_Croft,1945-0-0,,female,Esther Croft,
dbp_23526,http://dbpedia.org/resource/Fabienne_Kanor,1970-08-07,,female,Fabienne Kanor,
dbp_23527,http://dbpedia.org/resource/Geoffrey_Ursell,1943-03-14,,male,Geoffrey Ursell,
dbp_23528,http://dbpedia.org/resource/Gitchandra_Tongbra,1913-0-0,,male,Gitchandra Tongbra,
dbp_23529,http://dbpedia.org/resource/Hermione_Eyre,1980-1-1,,female,Hermione Eyre,
dbp_23530,http://dbpedia.org/resource/Ida_Hegazi_Høyer,1981-0-0,,female,Ida Hegazi Høyer,
dbp_23531,http://dbpedia.org/resource/Iegor_Gran,1964-12-23,,male,Iegor Gran,
dbp_23532,http://dbpedia.org/resource/Imtiyaz_Ali_Khan,1926-0-0,,male,Imtiyaz Ali Khan,
dbp_23533,http://dbpedia.org/resource/Ingrid_Law,1970-5-1,,female,Ingrid Law,Savvy_(novel)
dbp_23534,http://dbpedia.org/resource/Jaime_Battiste,1979-0-0,,male,Jaime Battiste,
dbp_23535,http://dbpedia.org/resource/Janette_Bertrand,1925-3-25,,female,Janette Bertrand,
dbp_23536,http://dbpedia.org/resource/Jeanne-Mance_Delisle,1939-0-0,,female,Jeanne-Mance Delisle,
dbp_23537,http://dbpedia.org/resource/John_Hornor_Jacobs,1971-01-05,,male,John Hornor Jacobs,Southern_Gods
dbp_23538,http://dbpedia.org/resource/John_Hostettler_(author),1925-5-0,,male,John Hostettler (author),
dbp_23539,http://dbpedia.org/resource/Judith_Silverthorne,1953-3-11,,female,Judith Silverthorne,
dbp_23540,http://dbpedia.org/resource/Justin_Jordan,1978-02-20,,male,Justin Jordan,Green_Lantern:_New_Guardians	The_Strange_Talent_of_Luther_Strode
dbp_23541,http://dbpedia.org/resource/Kopano_Matlwa,1985-0-0,,female,Kopano Matlwa,
dbp_23542,http://dbpedia.org/resource/L.S._Asekoff,1939-12-12,,male,L.S. Asekoff,
dbp_23543,http://dbpedia.org/resource/Laura_Goode,1983-11-25,,female,Laura Goode,Farah_Goes_Bang
dbp_23544,http://dbpedia.org/resource/Le'Auntray_Burch,1990-12-26,,male,Le'Auntray Burch,Lakeland_(TV_series)	Hot_Video_Countdown
dbp_23545,http://dbpedia.org/resource/Liam_Brown,1985-04-26,,male,Liam Brown,
dbp_23546,http://dbpedia.org/resource/Lise_Vaillancourt,1954-1-1,,female,Lise Vaillancourt,
dbp_23547,http://dbpedia.org/resource/Luke_Kennard,1981-6-28,,male,Luke Kennard,
dbp_23548,http://dbpedia.org/resource/Lun_Htar_Htar,1971-06-08,,female,Lun Htar Htar,
dbp_23549,http://dbpedia.org/resource/Manoshi_Sinha,1975-08-29,,female,Manoshi Sinha,
dbp_23550,http://dbpedia.org/resource/Marcia_Hafif,1929-0-0,,female,Marcia Hafif,
dbp_23551,http://dbpedia.org/resource/Marie_Laberge,1950-11-29,,female,Marie Laberge,
dbp_23552,http://dbpedia.org/resource/Mark_Saltveit,1962-0-0,,male,Mark Saltveit,The_Palindromist
dbp_23553,http://dbpedia.org/resource/Maude_Smith_Gagnon,1980-0-0,,female,Maude Smith Gagnon,
dbp_23554,http://dbpedia.org/resource/Michael_Hodges_(writer),1976-02-21,,male,Michael Hodges (writer),
dbp_23555,http://dbpedia.org/resource/Min_Yu_Wai,1928-10-26,,male,Min Yu Wai,
dbp_23556,http://dbpedia.org/resource/Mohammed_Mulibah_Sherif,1975-04-16,,male,Mohammed Mulibah Sherif,
dbp_23557,http://dbpedia.org/resource/Monique_LaRue,1948-4-3,,female,Monique LaRue,
dbp_23558,http://dbpedia.org/resource/Nicola_Lagioia,1973-1-1,,male,Nicola Lagioia,
dbp_23559,http://dbpedia.org/resource/Nicole_Houde,1945-1-1,,female,Nicole Houde,
dbp_23560,http://dbpedia.org/resource/Pete_Najarian_(writer),1940-0-0,,male,Pete Najarian (writer),
dbp_23561,http://dbpedia.org/resource/Priya_A._S.,1967-05-28,,female,Priya A. S.,
dbp_23562,http://dbpedia.org/resource/Raghuvir_Sharan_Mitra,1919-0-0,,male,Raghuvir Sharan Mitra,
dbp_23563,http://dbpedia.org/resource/Ramkumar_Mukhopadhyay,1956-03-08,,male,Ramkumar Mukhopadhyay,
dbp_23564,http://dbpedia.org/resource/Rasoul_Yunan,1969-0-0,,male,Rasoul Yunan,
dbp_23565,http://dbpedia.org/resource/Ray_Kolle,1941-0-0,,male,Ray Kolle,
dbp_23566,http://dbpedia.org/resource/René_de_Ceccatty,1952-1-1,,male,René de Ceccatty,
dbp_23567,http://dbpedia.org/resource/Santosh_Nanekar,1990-09-08,,male,Santosh Nanekar,
dbp_23568,http://dbpedia.org/resource/Sidney_Offit,1928-10-13,,male,Sidney Offit,
dbp_23569,http://dbpedia.org/resource/Sofie_Laguna,1968-0-0,,female,Sofie Laguna,The_Eye_of_the_Sheep
dbp_23570,http://dbpedia.org/resource/Tiffany_Pham,1986-11-27,,female,Tiffany Pham,
dbp_23571,http://dbpedia.org/resource/Tony_Birch,1957-0-0,,male,Tony Birch,Blood_(Birch_novel)
dbp_23572,http://dbpedia.org/resource/Trần_Quang_Đức,1985-05-16,,male,Trần Quang Đức,
dbp_23573,http://dbpedia.org/resource/Vedrana_Rudan,1949-10-29,,female,Vedrana Rudan,
dbp_23574,http://dbpedia.org/resource/Vo_Thi_My_Linh_(Va_Li),1989-04-25,,female,Vo Thi My Linh (Va Li),
dbp_23575,http://dbpedia.org/resource/Walter_Griffin_(poet),1937-08-01,,male,Walter Griffin (poet),
dbp_23576,http://dbpedia.org/resource/Warren_Dunford,1963-0-0,,male,Warren Dunford,
dbp_23577,http://dbpedia.org/resource/Zlatko_Topčić,1955-04-30,,male,Zlatko Topčić,
dbp_23578,http://dbpedia.org/resource/Antonino_Mango_di_Casalgerardo,1876-0-0,,male,Antonino Mango di Casalgerardo,
dbp_23579,http://dbpedia.org/resource/Elieshi_Lema,1949-0-0,,female,Elieshi Lema,
dbp_23580,http://dbpedia.org/resource/Henri_Bresc,1939-12-12,,male,Henri Bresc,
dbp_23581,http://dbpedia.org/resource/Hirotaka_Tobi,1960-0-0,,male,Hirotaka Tobi,
dbp_23582,http://dbpedia.org/resource/Jayalakshmi_Seethapura,1954-09-23,,female,Jayalakshmi Seethapura,
dbp_23583,http://dbpedia.org/resource/Zurab_Karumidze,1957-01-01,,male,Zurab Karumidze,
dbp_23584,http://dbpedia.org/resource/Adam_Pettle,1973-0-0,,male,Adam Pettle,Rookie_Blue	King_(2011_TV_series)	Saving_Hope
dbp_23585,http://dbpedia.org/resource/Alessandro_D'Avenia,1977-5-2,,male,Alessandro D'Avenia,
dbp_23586,http://dbpedia.org/resource/Andrea_Molesini,1954-12-28,,male,Andrea Molesini,
dbp_23587,http://dbpedia.org/resource/Andrew_Michael_Hurley,1975-0-0,,male,Andrew Michael Hurley,
dbp_23588,http://dbpedia.org/resource/Anna_Jókai,1932-11-24,,female,Anna Jókai,
dbp_23589,http://dbpedia.org/resource/Annette_Michelson,1922-0-0,,female,Annette Michelson,
dbp_23590,http://dbpedia.org/resource/Arnold_Hano,1922-03-02,,male,Arnold Hano,
dbp_23591,http://dbpedia.org/resource/Baoshu,1980-0-0,,male,Baoshu,
dbp_23592,http://dbpedia.org/resource/Beatriz_Copello,1942-09-20,,female,Beatriz Copello,
dbp_23593,http://dbpedia.org/resource/Beverly_Jenkins,1951-0-0,,female,Beverly Jenkins,
dbp_23594,http://dbpedia.org/resource/Bibhuprasad_Mohapatra,1991-05-14,,male,Bibhuprasad Mohapatra,
dbp_23595,http://dbpedia.org/resource/Bonaventura_Duda,1924-01-14,,male,Bonaventura Duda,
dbp_23596,http://dbpedia.org/resource/Charlene_Costanzo,1949-03-30,,female,Charlene Costanzo,
dbp_23597,http://dbpedia.org/resource/Clifton_Truman_Daniel,1957-06-05,,male,Clifton Truman Daniel,
dbp_23598,http://dbpedia.org/resource/Connie_Gault,1949-03-06,,female,Connie Gault,
dbp_23599,http://dbpedia.org/resource/Craig_Dworkin,1969-01-18,,male,Craig Dworkin,
dbp_23600,http://dbpedia.org/resource/Daniel_Lord_Smail,1961-10-5,,male,Daniel Lord Smail,
dbp_23601,http://dbpedia.org/resource/David_Metzenthen,1958-0-0,,male,David Metzenthen,
dbp_23602,http://dbpedia.org/resource/Deb_Cox,1958-01-29,,female,Deb Cox,SeaChange	Miss_Fisher's_Murder_Mysteries	After_the_Deluge	East_of_Everything
dbp_23603,http://dbpedia.org/resource/Denise_Desautels,1945-04-04,,female,Denise Desautels,
dbp_23604,http://dbpedia.org/resource/Denzil_Meyrick,1965-11-28,,male,Denzil Meyrick,
dbp_23605,http://dbpedia.org/resource/Dhruv_Bhatt,1947-05-08,,male,Dhruv Bhatt,
dbp_23606,http://dbpedia.org/resource/Dmytro_Drozdovskyi,1987-02-18,,male,Dmytro Drozdovskyi,
dbp_23607,http://dbpedia.org/resource/Don_Tate,1963-12-21,,male,Don Tate,
dbp_23608,http://dbpedia.org/resource/Douglas_G._Greene,1944-0-0,,male,Douglas G. Greene,
dbp_23609,http://dbpedia.org/resource/Eric_Bagger,1955-05-19,,male,Eric Bagger,
dbp_23610,http://dbpedia.org/resource/Fiona_McGregor,1965-0-0,,female,Fiona McGregor,Indelible_Ink
dbp_23611,http://dbpedia.org/resource/Gabriel_Torrelles,1978-09-14,,male,Gabriel Torrelles,
dbp_23612,http://dbpedia.org/resource/Gary_Victor,1958-07-09,,male,Gary Victor,
dbp_23613,http://dbpedia.org/resource/Hernan_Diaz_Alonso,1969-0-0,,male,Hernan Diaz Alonso,
dbp_23614,http://dbpedia.org/resource/Himanshi_Shelat,1947-1-8,,female,Himanshi Shelat,
dbp_23615,http://dbpedia.org/resource/Howard_Fergus,1937-07-22,,male,Howard Fergus,
dbp_23616,http://dbpedia.org/resource/Iona_Craig,1976-0-0,,female,Iona Craig,
dbp_23617,http://dbpedia.org/resource/Ivy_Bannister,1951-7-11,,female,Ivy Bannister,
dbp_23618,http://dbpedia.org/resource/Jayanti_Naik,1962-08-06,,female,Jayanti Naik,
