"birthdate","deathdate","label","work","gender","uri"
"+1902-10-06T00:00:00Z","+1991-12-03T00:00:00Z","Petre Țuțea","","male","http://www.wikidata.org/entity/Q956913"
"+1882-12-14T00:00:00Z","+1950-10-18T00:00:00Z","R. R. Ryan","","male","http://www.wikidata.org/entity/Q7273937"
"+1967-09-16T00:00:00Z","","Rafael Reig","","male","http://www.wikidata.org/entity/Q7282284"
"+1898-01-26T00:00:00Z","+1974-07-28T00:00:00Z","Reub Long","","male","http://www.wikidata.org/entity/Q7317395"
"+1883-11-05T00:00:00Z","+1940-03-02T00:00:00Z","Ricardo Miró","","male","http://www.wikidata.org/entity/Q5573605"
"+1956-11-28T00:00:00Z","","Richard Bean","","male","http://www.wikidata.org/entity/Q7324038"
"+1790-01-01T00:00:00Z","+1843-01-01T00:00:00Z","Richard Gurney","","male","http://www.wikidata.org/entity/Q7326116"
"+1818-10-03T00:00:00Z","+1891-06-25T00:00:00Z","Richard Henry Major","","male","http://www.wikidata.org/entity/Q5972789"
"+1970-08-02T00:00:00Z","","Richard Marggraf Turley","","male","http://www.wikidata.org/entity/Q7327632"
"+1963-04-18T00:00:00Z","","Robert Kurson","","male","http://www.wikidata.org/entity/Q7346487"
"+1929-10-31T00:00:00Z","","Robert M. Utley","","male","http://www.wikidata.org/entity/Q7347189"
"+1954-02-24T00:00:00Z","","Robert Nelson Jacobs","","male","http://www.wikidata.org/entity/Q1355139"
"+1963-11-01T00:00:00Z","","Robert Reuland","","male","http://www.wikidata.org/entity/Q7349246"
"+1909-07-03T00:00:00Z","+1968-11-16T00:00:00Z","Robert Westerby","","male","http://www.wikidata.org/entity/Q7350982"
"+1877-02-24T00:00:00Z","+1952-06-27T00:00:00Z","Roland Grubb Kent","","male","http://www.wikidata.org/entity/Q7360254"
"+1939-01-01T00:00:00Z","","Ronald Shusett","","male","http://www.wikidata.org/entity/Q3056094"
"+1911-12-09T00:00:00Z","+1988-04-05T00:00:00Z","Rosemary Manning","","female","http://www.wikidata.org/entity/Q7368401"
"+1973-01-01T00:00:00Z","","Rowan Joffé","","male","http://www.wikidata.org/entity/Q2170671"
"+1946-01-01T00:00:00Z","","Sande Cohen","","male","http://www.wikidata.org/entity/Q7416057"
"+1977-01-04T00:00:00Z","","Sarah Mlynowski","","female","http://www.wikidata.org/entity/Q3473404"
"+1267-00-00T00:00:00Z","+1326-00-00T00:00:00Z","Ser Petracco","","male","http://www.wikidata.org/entity/Q7452592"
"+1844-10-15T00:00:00Z","+1906-11-24T00:00:00Z","Simon Gregorčič","","male","http://www.wikidata.org/entity/Q973928"
"+1890-09-16T00:00:00Z","+1967-10-14T00:00:00Z","Stepan Zoryan","","male","http://www.wikidata.org/entity/Q378309"
"+1971-03-03T00:00:00Z","","Stephen J. Martin","","male","http://www.wikidata.org/entity/Q7609570"
"+1909-02-28T00:00:00Z","+1995-07-16T00:00:00Z","Stephen Spender","","male","http://www.wikidata.org/entity/Q448764"
"+1938-09-22T00:00:00Z","","Stevanne Auerbach","","female","http://www.wikidata.org/entity/Q7611730"
"+1956-01-01T00:00:00Z","","Steven Edward McDonald","","male","http://www.wikidata.org/entity/Q7614665"
"+1943-06-20T00:00:00Z","","Subimal Mishra","","male","http://www.wikidata.org/entity/Q16106359"
"+1908-02-11T00:00:00Z","+1994-07-17T00:00:00Z","Sutan Takdir Alisjahbana","Dian yang Tak Kunjung Padam	Layar Terkembang","male","http://www.wikidata.org/entity/Q1755191"
"+1965-00-00T00:00:00Z","","Sven Beckert","","male","http://www.wikidata.org/entity/Q7651945"
"+1812-01-01T00:00:00Z","+1868-10-13T00:00:00Z","Tachibana Akemi","","male","http://www.wikidata.org/entity/Q635122"
"+1905-10-03T00:00:00Z","+1972-02-17T00:00:00Z","Hirabayashi Taiko","","female","http://www.wikidata.org/entity/Q274003"
"+1912-02-04T00:00:00Z","+1987-05-03T00:00:00Z","Takeshi Kimura","","male","http://www.wikidata.org/entity/Q7678126"
"+1926-07-30T00:00:00Z","+2006-06-18T00:00:00Z","Taw Phayar Galay","","male","http://www.wikidata.org/entity/Q7689187"
"+1941-03-13T00:00:00Z","+2000-12-06T00:00:00Z","Thomas Babe","","male","http://www.wikidata.org/entity/Q7787279"
"+1938-02-07T00:00:00Z","","Thérèse Kuoh-Moukouri","","female","http://www.wikidata.org/entity/Q7799902"
"+1905-11-14T00:00:00Z","+1942-08-11T00:00:00Z","Tone Čufar","","male","http://www.wikidata.org/entity/Q7820867"
"+1813-00-00T00:00:00Z","+1882-01-01T00:00:00Z","Vaikkath Pachu Moothathu","","male","http://www.wikidata.org/entity/Q7908732"
"+1967-04-22T00:00:00Z","","Wendy Mass","Every Soul a Star","female","http://www.wikidata.org/entity/Q7982715"
"+1912-02-04T00:00:00Z","+2000-11-22T00:00:00Z","Willie Dee Bowles","","female","http://www.wikidata.org/entity/Q8021460"
"+1898-10-24T00:00:00Z","+1979-09-17T00:00:00Z","Willis Goldbeck","","male","http://www.wikidata.org/entity/Q342853"
"+1976-02-16T00:00:00Z","","Zoe Whittall","","female","http://www.wikidata.org/entity/Q12072880"
"+1784-03-27T00:00:00Z","+1845-12-03T00:00:00Z","Alexander Turgenev","","male","http://www.wikidata.org/entity/Q711847"
"+1861-02-11T00:00:00Z","+1928-01-16T00:00:00Z","Anastasiya Verbitskaya","","female","http://www.wikidata.org/entity/Q447659"
"+1911-01-23T00:00:00Z","+2004-07-18T00:00:00Z","André Castelot","","male","http://www.wikidata.org/entity/Q517682"
"+1964-01-01T00:00:00Z","","Bi Feiyu","","male","http://www.wikidata.org/entity/Q327407"
"+1958-12-18T00:00:00Z","","Chen Danyan","","female","http://www.wikidata.org/entity/Q248821"
"+1953-07-03T00:00:00Z","","Choe Yun","","female","http://www.wikidata.org/entity/Q1058075"
"+1974-10-28T00:00:00Z","","David Foenkinos","Charlotte","male","http://www.wikidata.org/entity/Q325133"
"+1862-12-25T00:00:00Z","+1954-01-29T00:00:00Z","Edhem Mulabdić","","male","http://www.wikidata.org/entity/Q1284422"
"+1869-01-29T00:00:00Z","+2000-01-01T00:00:00Z","Elise von Hopffgarten","","female","http://www.wikidata.org/entity/Q1330664"
"+1932-01-20T00:00:00Z","+1991-11-03T00:00:00Z","Finn Alnæs","","male","http://www.wikidata.org/entity/Q674027"
"+1874-03-08T00:00:00Z","+1958-07-09T00:00:00Z","Gabriel Scott","","male","http://www.wikidata.org/entity/Q1489655"
"+1949-08-15T00:00:00Z","","Garry Disher","","male","http://www.wikidata.org/entity/Q1267116"
"+1895-12-30T00:00:00Z","+1970-01-19T00:00:00Z","Hamza Humo","","male","http://www.wikidata.org/entity/Q1574064"
"+1903-12-14T00:00:00Z","+1982-07-04T00:00:00Z","Hans Hömberg","","male","http://www.wikidata.org/entity/Q1580385"
"+1905-08-20T00:00:00Z","+1942-05-06T00:00:00Z","Hasan Kikić","","male","http://www.wikidata.org/entity/Q548147"
"+1969-01-01T00:00:00Z","","Jo Kyung-ran","","female","http://www.wikidata.org/entity/Q430805"
"+1979-02-10T00:00:00Z","","Johan Harstad","","male","http://www.wikidata.org/entity/Q1411963"
"+1945-06-22T00:00:00Z","","Maretha Maartens","","female","http://www.wikidata.org/entity/Q1894733"
"+1600-03-03T00:00:00Z","+1648-04-07T00:00:00Z","Robert Roberthin","","male","http://www.wikidata.org/entity/Q2158629"
"+1826-09-15T00:00:00Z","+1912-01-24T00:00:00Z","Theodor Piderit","","male","http://www.wikidata.org/entity/Q304002"
"+1951-04-26T00:00:00Z","","Tor Bomann-Larsen","","male","http://www.wikidata.org/entity/Q329327"
"+1960-09-02T00:00:00Z","","Vetle Lid Larssen","","male","http://www.wikidata.org/entity/Q1262061"
"+1960-10-01T00:00:00Z","","Adrian Flanagan","","male","http://www.wikidata.org/entity/Q4685015"
"+1901-01-01T00:00:00Z","+1978-01-01T00:00:00Z","Alexander Tarsaidze","","male","http://www.wikidata.org/entity/Q4452125"
"+1907-01-01T00:00:00Z","+1991-01-01T00:00:00Z","Alexander M. Phillips","","male","http://www.wikidata.org/entity/Q4719453"
"+1943-08-14T00:00:00Z","","Alfred Corn","","male","http://www.wikidata.org/entity/Q4722486"
"+1969-01-01T00:00:00Z","","Alice Dinnean","","female","http://www.wikidata.org/entity/Q4725820"
"+1952-01-01T00:00:00Z","","Allan Kolski Horwitz","","male","http://www.wikidata.org/entity/Q4730755"
"+1969-07-25T00:00:00Z","","Allan Loeb","","male","http://www.wikidata.org/entity/Q4730790"
"+1902-10-14T00:00:00Z","+1983-11-21T00:00:00Z","Allison Davis","","male","http://www.wikidata.org/entity/Q4732741"
"+1803-01-01T00:00:00Z","+1879-06-13T00:00:00Z","Amalie Winter","","female","http://www.wikidata.org/entity/Q4739419"
"+1904-11-25T00:00:00Z","+1978-03-26T00:00:00Z","Amelia Reynolds Long","","female","http://www.wikidata.org/entity/Q4742298"
"+1962-00-00T00:00:00Z","","Amole Gupte","","male","http://www.wikidata.org/entity/Q4747497"
"+1902-01-04T00:00:00Z","+1991-07-17T00:00:00Z","Angela Sidney","","female","http://www.wikidata.org/entity/Q4762554"
"+1896-07-08T00:00:00Z","+1978-05-31T00:00:00Z","Sri Anirvan","","male","http://www.wikidata.org/entity/Q7585786"
"+1920-01-02T00:00:00Z","+1966-05-12T00:00:00Z","Anna Langfus","Les Bagages de sable","female","http://www.wikidata.org/entity/Q437433"
"+1981-04-00T00:00:00Z","","Annie Baker","Body Awareness	The Flick","female","http://www.wikidata.org/entity/Q4769239"
"+1947-01-01T00:00:00Z","","Antoine Glaser","","male","http://www.wikidata.org/entity/Q2854008"
"+1876-02-23T00:00:00Z","+1957-09-28T00:00:00Z","Antonino Russo Giusti","","male","http://www.wikidata.org/entity/Q3619116"
"+1969-12-31T00:00:00Z","","Are Kalvø","","male","http://www.wikidata.org/entity/Q4788363"
"+1891-12-17T00:00:00Z","+1968-02-06T00:00:00Z","Arthur Hoerl","","male","http://www.wikidata.org/entity/Q4799097"
"+1926-09-26T00:00:00Z","+2008-05-17T00:00:00Z","Asghar Saudai","","male","http://www.wikidata.org/entity/Q4804301"
"+1946-07-05T00:00:00Z","","Asghar Wajahat","","male","http://www.wikidata.org/entity/Q4804302"
"+1940-12-22T00:00:00Z","","Barbara G. Peters","","female","http://www.wikidata.org/entity/Q4858906"
"+1905-10-10T00:00:00Z","+1995-11-19T00:00:00Z","Barrows Dunham","","male","http://www.wikidata.org/entity/Q4863920"
"+1912-06-11T00:00:00Z","+2003-12-23T00:00:00Z","Basil Wells","","male","http://www.wikidata.org/entity/Q4867272"
"+1450-01-01T00:00:00Z","+1522-01-01T00:00:00Z","Bernard André","","male","http://www.wikidata.org/entity/Q2660078"
"+1949-02-08T00:00:00Z","","Bernard Avishai","","male","http://www.wikidata.org/entity/Q4892905"
"+1930-03-23T00:00:00Z","+1994-07-14T00:00:00Z","Bernard Benstock","","male","http://www.wikidata.org/entity/Q4892926"
"+1918-01-01T00:00:00Z","+1982-01-01T00:00:00Z","Bharat Vyas","","male","http://www.wikidata.org/entity/Q4901167"
"+1942-04-08T00:00:00Z","","Bill O'Neal","","male","http://www.wikidata.org/entity/Q4910382"
"+1955-01-01T00:00:00Z","","Bo Caldwell","","female","http://www.wikidata.org/entity/Q4931065"
"+1963-09-28T00:00:00Z","","Briony Scott","","female","http://www.wikidata.org/entity/Q4968508"
"+1896-01-18T00:00:00Z","+1967-11-21T00:00:00Z","C. M. Eddy, Jr.","","male","http://www.wikidata.org/entity/Q5006676"
"+1896-10-30T00:00:00Z","+1983-11-10T00:00:00Z","Carl Erik Soya","","male","http://www.wikidata.org/entity/Q1037670"
"+1816-10-19T00:00:00Z","+1883-09-04T00:00:00Z","Carlo Tenca","","male","http://www.wikidata.org/entity/Q2289203"
"+1941-08-25T00:00:00Z","+2000-11-28T00:00:00Z","Carol Bolt","","female","http://www.wikidata.org/entity/Q952868"
"+1970-00-00T00:00:00Z","","Charles Leavitt","","male","http://www.wikidata.org/entity/Q5080142"
"+1901-01-01T00:00:00Z","+1984-01-01T00:00:00Z","Charlton Laird","","male","http://www.wikidata.org/entity/Q5086315"
"+1957-01-01T00:00:00Z","","Chi Li","","female","http://www.wikidata.org/entity/Q2963219"
"+1918-10-24T00:00:00Z","+2004-03-25T00:00:00Z","Clayton Matthews","","male","http://www.wikidata.org/entity/Q2978727"
"+1886-07-13T00:00:00Z","+1963-05-20T00:00:00Z","Constantine Goulimis","","male","http://www.wikidata.org/entity/Q5163811"
"+1910-01-01T00:00:00Z","+1980-01-01T00:00:00Z","Curme Gray","","male","http://www.wikidata.org/entity/Q5194899"
"+1903-08-19T00:00:00Z","+1956-01-10T00:00:00Z","César Moro","","male","http://www.wikidata.org/entity/Q3010499"
"+1947-11-23T00:00:00Z","","Dan O'Brien","Spirit of the Hills","male","http://www.wikidata.org/entity/Q3013156"
"+1918-05-17T00:00:00Z","+2006-09-19T00:00:00Z","Darrell C. Richardson","","male","http://www.wikidata.org/entity/Q5224597"
"+1938-01-01T00:00:00Z","","David Henige","","male","http://www.wikidata.org/entity/Q5234908"
"+1949-07-24T00:00:00Z","","David St. John","","male","http://www.wikidata.org/entity/Q5240013"
"+1887-01-01T00:00:00Z","+1973-01-01T00:00:00Z","De Lysle Ferree Cass","","male","http://www.wikidata.org/entity/Q5244603"
"+1820-09-14T00:00:00Z","+1902-06-27T00:00:00Z","Drummond Percy Chase","","male","http://www.wikidata.org/entity/Q5309232"
"+1882-10-19T00:00:00Z","+1947-05-21T00:00:00Z","E. C. Vivian","","male","http://www.wikidata.org/entity/Q926338"
"+1896-11-08T00:00:00Z","+1960-09-11T00:00:00Z","Edwin Justus Mayer","","male","http://www.wikidata.org/entity/Q1294729"
"+1951-09-17T00:00:00Z","","Edwin S. Grosvenor","","male","http://www.wikidata.org/entity/Q5346792"
"+1928-10-21T00:00:00Z","+2008-01-01T00:00:00Z","Eleanor Spence","","female","http://www.wikidata.org/entity/Q5354394"
"+1912-00-00T00:00:00Z","+1998-09-04T00:00:00Z","Elizabeth Kata","","female","http://www.wikidata.org/entity/Q5363054"
"+1825-01-01T00:00:00Z","+1908-12-13T00:00:00Z","Elodie Lawton","","female","http://www.wikidata.org/entity/Q5367047"
"+1963-04-06T00:00:00Z","","Elvia Ardalani","","female","http://www.wikidata.org/entity/Q5368049"
"+1898-02-15T00:00:00Z","+1988-09-19T00:00:00Z","Enrico Cerulli","","male","http://www.wikidata.org/entity/Q3725683"
"+1939-12-07T00:00:00Z","+2009-01-11T00:00:00Z","Epeli Hau'ofa","","male","http://www.wikidata.org/entity/Q1326832"
"+1813-09-24T00:00:00Z","+1880-12-30T00:00:00Z","Epes Sargent","","male","http://www.wikidata.org/entity/Q4408564"
"+1923-09-27T00:00:00Z","+2009-07-18T00:00:00Z","Eswyn Lyster","","female","http://www.wikidata.org/entity/Q5402312"
"+1874-11-10T00:00:00Z","+1956-10-22T00:00:00Z","Eugene C. Barker","","male","http://www.wikidata.org/entity/Q5407093"
"+1907-08-05T00:00:00Z","+1968-02-01T00:00:00Z","Eugene George Key","","male","http://www.wikidata.org/entity/Q5407292"
"+1958-03-20T00:00:00Z","","Evelio Rosero","","male","http://www.wikidata.org/entity/Q5416270"
"+1935-06-25T00:00:00Z","+1985-09-17T00:00:00Z","Fran Ross","Oreo","female","http://www.wikidata.org/entity/Q5478193"
"+1898-10-16T00:00:00Z","+1966-07-25T00:00:00Z","Francis Edward Faragoh","","male","http://www.wikidata.org/entity/Q1310292"
"+1942-10-24T00:00:00Z","+2017-02-21T00:00:00Z","Frank Delaney","The Celts	Goodbye, Mr. Chips","male","http://www.wikidata.org/entity/Q1394927"
"+1905-12-31T00:00:00Z","+1987-07-26T00:00:00Z","Frank Marshall Davis","","male","http://www.wikidata.org/entity/Q3751867"
"+1892-04-30T00:00:00Z","+1970-06-16T00:00:00Z","Frank Mitchell Dazey","","male","http://www.wikidata.org/entity/Q5488485"
"+1951-01-01T00:00:00Z","","Galad Elflandsson","","male","http://www.wikidata.org/entity/Q5517854"
"+1958-11-16T00:00:00Z","","Geling Yan","","female","http://www.wikidata.org/entity/Q2495376"
"+1898-01-01T00:00:00Z","+1946-01-01T00:00:00Z","George Henry Weiss","","male","http://www.wikidata.org/entity/Q3439765"
"+1861-03-21T00:00:00Z","+1927-01-05T00:00:00Z","George Sumner Huntington","","male","http://www.wikidata.org/entity/Q5544955"
"+1820-01-01T00:00:00Z","+1894-01-01T00:00:00Z","Giuseppe Borrello","","male","http://www.wikidata.org/entity/Q5565360"
"+1949-03-12T00:00:00Z","","Glenn Chandler","","male","http://www.wikidata.org/entity/Q5568723"
"+1902-06-08T00:00:00Z","+1951-07-14T00:00:00Z","Grant Lewi","","male","http://www.wikidata.org/entity/Q5596313"
"+1868-01-01T00:00:00Z","+1935-01-01T00:00:00Z","Grenville Kleiser","","male","http://www.wikidata.org/entity/Q16026212"
"+1970-12-31T00:00:00Z","","Guyon Espiner","","male","http://www.wikidata.org/entity/Q5622847"
"+2000-01-01T00:00:00Z","","Gō Ikeyamada","","female","http://www.wikidata.org/entity/Q461138"
"+1887-04-29T00:00:00Z","+1949-05-06T00:00:00Z","H. Bedford-Jones","","male","http://www.wikidata.org/entity/Q5628089"
"+1890-03-11T00:00:00Z","+1929-08-09T00:00:00Z","H. C. Witwer","","male","http://www.wikidata.org/entity/Q5628124"
"+1901-01-13T00:00:00Z","+1985-01-24T00:00:00Z","H.H. Lewis","","male","http://www.wikidata.org/entity/Q5627938"
"+1954-01-01T00:00:00Z","","H. S. Shivaprakash","","male","http://www.wikidata.org/entity/Q5628554"
"+1936-01-01T00:00:00Z","+2004-01-01T00:00:00Z","Hal Bennett","","male","http://www.wikidata.org/entity/Q5640697"
"+1893-01-01T00:00:00Z","+1984-01-01T00:00:00Z","Harold Lord Varney","","male","http://www.wikidata.org/entity/Q5661565"
"+1833-11-12T00:00:00Z","+1906-07-14T00:00:00Z","Hayashi Gakusai","","male","http://www.wikidata.org/entity/Q3128812"
"+1810-03-31T00:00:00Z","+1904-05-15T00:00:00Z","Hayyim Selig Slonimski","","male","http://www.wikidata.org/entity/Q976296"
"+1909-10-09T00:00:00Z","+1971-11-24T00:00:00Z","Henry M. Eichner","","male","http://www.wikidata.org/entity/Q5725266"
"+1876-12-15T00:00:00Z","+1921-03-13T00:00:00Z","Henry Payson Dowst","","male","http://www.wikidata.org/entity/Q5726778"
"+1930-01-01T00:00:00Z","","Henry Siegman","","male","http://www.wikidata.org/entity/Q5728316"
"+1873-07-30T00:00:00Z","+1940-10-21T00:00:00Z","Holland Thompson","","male","http://www.wikidata.org/entity/Q5881096"
"+1899-03-05T00:00:00Z","+1968-01-01T00:00:00Z","Houston Branch","","male","http://www.wikidata.org/entity/Q5916408"
"+1673-01-01T00:00:00Z","+1737-01-01T00:00:00Z","Humphrey Foulkes","","male","http://www.wikidata.org/entity/Q5941416"
"+1932-03-19T00:00:00Z","+2016-06-06T00:00:00Z","Héctor Zumbado","","male","http://www.wikidata.org/entity/Q5964110"
"+1935-05-01T00:00:00Z","","Ian Curteis","","male","http://www.wikidata.org/entity/Q5981334"
"+1967-09-22T00:00:00Z","","Ian Mortimer","","male","http://www.wikidata.org/entity/Q5982456"
"+1958-01-01T00:00:00Z","","Indra Soundar Rajan","","male","http://www.wikidata.org/entity/Q3089507"
"+1949-01-25T00:00:00Z","","Ingeman Arbnor","","male","http://www.wikidata.org/entity/Q2091415"
"+1927-05-02T00:00:00Z","","Irwin Unger","","male","http://www.wikidata.org/entity/Q3802165"
"+1978-01-01T00:00:00Z","","J.W. Buckley","","male","http://www.wikidata.org/entity/Q6104420"
"+1917-11-03T00:00:00Z","+2002-09-13T00:00:00Z","J. E. Macdonnell","","male","http://www.wikidata.org/entity/Q6105484"
"+1816-09-14T00:00:00Z","+1882-05-04T00:00:00Z","James Rushmore Wood","","male","http://www.wikidata.org/entity/Q6142520"
"+1933-07-04T00:00:00Z","","Jamie Gilson","","female","http://www.wikidata.org/entity/Q6146930"
"+1967-01-01T00:00:00Z","","Jeffrey S. Grenier","","male","http://www.wikidata.org/entity/Q6176252"
"+1902-06-20T00:00:00Z","","Jeong Ji-yong","","male","http://www.wikidata.org/entity/Q4707772"
"+1952-10-02T00:00:00Z","","Jerry Rosario","","male","http://www.wikidata.org/entity/Q6184343"
"+1954-02-02T00:00:00Z","","Ji-li Jiang","Red Scarf Girl","female","http://www.wikidata.org/entity/Q13563019"
"+1929-07-30T00:00:00Z","","Ji Chaozhu","","male","http://www.wikidata.org/entity/Q6191288"
"+1873-10-31T00:00:00Z","+1950-09-03T00:00:00Z","John Birmelin","","male","http://www.wikidata.org/entity/Q3893997"
"+1886-05-16T00:00:00Z","+1967-03-26T00:00:00Z","John Martin Leahy","","male","http://www.wikidata.org/entity/Q6246991"
"+1898-07-14T00:00:00Z","+1976-02-11T00:00:00Z","John Twist","","male","http://www.wikidata.org/entity/Q15485232"
"+1932-01-01T00:00:00Z","","Joseph H. Crawford, Jr.","","male","http://www.wikidata.org/entity/Q6283655"
"+1951-01-01T00:00:00Z","","Joseph Kertes","","male","http://www.wikidata.org/entity/Q15485361"
"+1912-01-01T00:00:00Z","+2004-01-01T00:00:00Z","Josiah Mitchell Morse","","male","http://www.wikidata.org/entity/Q6290577"
"+1943-11-01T00:00:00Z","+2009-06-17T00:00:00Z","José Ignacio García Hamilton","","male","http://www.wikidata.org/entity/Q2133298"
"+1902-12-12T00:00:00Z","+1986-06-30T00:00:00Z","Juan Alberto Montes","","male","http://www.wikidata.org/entity/Q6298785"
"+1948-01-01T00:00:00Z","+2009-01-01T00:00:00Z","Jun Maki","","male","http://www.wikidata.org/entity/Q6311504"
"+1907-04-29T00:00:00Z","+1983-12-03T00:00:00Z","Justin Herman","","male","http://www.wikidata.org/entity/Q6317675"
"+1973-06-04T00:00:00Z","","K. J. Stevens","","male","http://www.wikidata.org/entity/Q6323413"
"+1971-06-22T00:00:00Z","","Kambri Crews","","female","http://www.wikidata.org/entity/Q6356396"
"+1898-02-22T00:00:00Z","+1975-01-01T00:00:00Z","Karur Neelakanta Pillai","","male","http://www.wikidata.org/entity/Q6373722"
"+1974-11-11T00:00:00Z","","Katherine Marsh","","female","http://www.wikidata.org/entity/Q6376473"
"+1951-01-01T00:00:00Z","","Katsura Hattori","","male","http://www.wikidata.org/entity/Q6378176"
"+1956-07-02T00:00:00Z","","Kay Kenyon","","female","http://www.wikidata.org/entity/Q3194379"
"+1979-03-01T00:00:00Z","","Kyle Pennington","","male","http://www.wikidata.org/entity/Q6451353"
"+1972-06-04T00:00:00Z","","Letícia Wierzchowski","","female","http://www.wikidata.org/entity/Q6533901"
"+1969-07-16T00:00:00Z","","Lev Yilmaz","","male","http://www.wikidata.org/entity/Q6534797"
"+1943-05-29T00:00:00Z","","Linden MacIntyre","","male","http://www.wikidata.org/entity/Q6552332"
"+1908-12-10T00:00:00Z","+2008-04-23T00:00:00Z","Loreto Paras-Sulit","","female","http://www.wikidata.org/entity/Q6680940"
"+1869-04-18T00:00:00Z","+1957-09-08T00:00:00Z","Lotta Woods","","female","http://www.wikidata.org/entity/Q6684887"
"+1937-03-17T00:00:00Z","+2008-08-10T00:00:00Z","Louise Armstrong","","female","http://www.wikidata.org/entity/Q6688616"
"+1945-01-27T00:00:00Z","","Malcolm Andrew","","male","http://www.wikidata.org/entity/Q6742159"
"+1931-12-14T00:00:00Z","+2016-06-29T00:00:00Z","Margaret Bakkes","","female","http://www.wikidata.org/entity/Q445556"
"+1910-02-13T00:00:00Z","+1997-02-04T00:00:00Z","Margaret Halsey","","female","http://www.wikidata.org/entity/Q15453301"
"+1911-01-01T00:00:00Z","+1964-01-01T00:00:00Z","Martha Reben","","female","http://www.wikidata.org/entity/Q6774527"
"+1876-09-22T00:00:00Z","+1962-03-31T00:00:00Z","Mary Augusta Dickerson","","female","http://www.wikidata.org/entity/Q6778978"
"+1772-01-01T00:00:00Z","+1846-01-01T00:00:00Z","Mary Griffith","","female","http://www.wikidata.org/entity/Q13563161"
"+1832-07-03T00:00:00Z","+1895-08-12T00:00:00Z","María Ruiz de Burton","","female","http://www.wikidata.org/entity/Q6782113"
"+1970-01-01T00:00:00Z","","Matt Briggs","","male","http://www.wikidata.org/entity/Q6788389"
"+1877-01-01T00:00:00Z","+1955-01-01T00:00:00Z","Maurice Garland Fulton","","male","http://www.wikidata.org/entity/Q6793131"
"+1911-05-21T00:00:00Z","+2013-06-16T00:00:00Z","Maurice Nadeau","","male","http://www.wikidata.org/entity/Q974324"
"+1845-00-00T00:00:00Z","+1925-08-19T00:00:00Z","Melvin Whitson Mills","","male","http://www.wikidata.org/entity/Q12061819"
"+1933-09-18T00:00:00Z","","Michael Allaby","","male","http://www.wikidata.org/entity/Q3307985"
"+1968-09-22T00:00:00Z","","Michael Meredith","","male","http://www.wikidata.org/entity/Q14387278"
"+1949-11-17T00:00:00Z","","Michel Quint","","male","http://www.wikidata.org/entity/Q1677149"
"+1976-01-01T00:00:00Z","","Mildred Barya","","female","http://www.wikidata.org/entity/Q4937658"
"+1982-01-01T00:00:00Z","","Miriam Barr","","female","http://www.wikidata.org/entity/Q6873277"
"+1947-01-04T00:00:00Z","+2015-01-15T00:00:00Z","Miroslav Šustek","","male","http://www.wikidata.org/entity/Q6874144"
"+1963-09-08T00:00:00Z","","Mohammad Sadri","","male","http://www.wikidata.org/entity/Q6892377"
"+1945-01-01T00:00:00Z","","Nancy Asire","","female","http://www.wikidata.org/entity/Q13563135"
"+1750-04-24T00:00:00Z","+1818-03-09T00:00:00Z","Nathan Daboll","","male","http://www.wikidata.org/entity/Q6969013"
"+1929-11-03T00:00:00Z","+2014-01-12T00:00:00Z","Neal Barrett, Jr.","","male","http://www.wikidata.org/entity/Q6984054"
"+1865-03-17T00:00:00Z","+1943-12-15T00:00:00Z","Netta Syrett","","female","http://www.wikidata.org/entity/Q7000426"
"+1866-01-01T00:00:00Z","+1953-04-14T00:00:00Z","Nicholas Size","","male","http://www.wikidata.org/entity/Q7026221"
"+1972-01-01T00:00:00Z","","Nick Harkaway","The Gone-Away World","male","http://www.wikidata.org/entity/Q1985398"
"+1920-02-28T00:00:00Z","+2007-06-03T00:00:00Z","Pamman","","male","http://www.wikidata.org/entity/Q7129350"
"+1909-03-16T00:00:00Z","+1994-11-05T00:00:00Z","Patrick Dean","","male","http://www.wikidata.org/entity/Q3497211"
"+1958-07-30T00:00:00Z","","Pattukkottai Prabakar","","male","http://www.wikidata.org/entity/Q14472341"
"+1940-04-07T00:00:00Z","+2008-04-02T00:00:00Z","Paul Arden","","male","http://www.wikidata.org/entity/Q7149098"
"+1882-05-12T00:00:00Z","+1933-01-07T00:00:00Z","Paul Dickey","","male","http://www.wikidata.org/entity/Q7150274"
"+1899-09-15T00:00:00Z","+1970-01-20T00:00:00Z","Paul Fenimore Cooper","Tal: His Marvelous Adventures with Noom-Zor-Noom","male","http://www.wikidata.org/entity/Q7150610"
"+1793-01-01T00:00:00Z","+1860-01-01T00:00:00Z","Peadar Uí Gealacáin","","male","http://www.wikidata.org/entity/Q3568888"
"+1905-11-10T00:00:00Z","+1962-11-05T00:00:00Z","Percy Cudlipp","","male","http://www.wikidata.org/entity/Q7167294"
"+1955-01-01T00:00:00Z","","Peter Gethers","The Cat Who Went to Paris","male","http://www.wikidata.org/entity/Q7174216"
"+1915-01-01T00:00:00Z","+1990-01-01T00:00:00Z","Phoebe Dunn","","female","http://www.wikidata.org/entity/Q7186665"
"+1857-00-00T00:00:00Z","+1946-00-00T00:00:00Z","Poonthottam Mahan Nambudiri","","male","http://www.wikidata.org/entity/Q7228739"
"+1943-01-01T00:00:00Z","","Pádraig J. Daly","","male","http://www.wikidata.org/entity/Q7263997"
