m5pp_id,m5pp_cid,m5pp_number,m5pp_length,m5pp_title,m5pp_artist,m5pp_album,m5pp_year,m5pp_language,m5pp_filtering_attr,m5pp_id
3219,8381,3,444,Waves of Change (Kaskade Extended Instrumental),Samantha James,Waves of Change (Kaskade Remixes),2010,English,wavesofchange,m5pp_3219
3220,8382,9,181,Gagu reflex,Impaled Nazarene,Road to the Octagon,2010,English,gagurefleximpalednazareneroadtotheoctagon,m5pp_3220
3221,3402,5,224,Ilmiöitä,Ultra Bra,Kalifornia,1999,Finnish,ilmiöitäultrabrakalifornia,m5pp_3221
3222,8389,3,320,Double Rise Set,Wolfstone,PlanetSoup:TheBestofEllipsisArts...,1997,[Multiple languages],doublerisesetwolfstoneplanetsoupthebestofellipsisarts,m5pp_3222
3223,8390,7,227,My It's Party,Dave Stewart & Barbara Gaskin,"Pop & Wave, Volume 1: The Hits of the 80's",1992,English,myitspartydavestewart&barbaragaskinpop&wavevolume1thehitsofthe80s,m5pp_3223
3224,2093,10,175,Ninja KKush,Rey Fresco,The People,2009,English,ninjakkushreyfrescothepeople,m5pp_3224
3225,7076,1,-1,거친인생 (Main Title Song),nan,키드갱,2007,Korean,거친인생#키드갱,m5pp_3225
3226,8393,2,308,Kapitel 1-1: Das Haus der Ridldes,J.K. Rowling,Harry Potter und der Feuerkelch (feat. narrator: Rufus Beck),2002,German,kapitel11dashausderridldesjkrowlingharrypotterundderfeuerkelch,m5pp_3226
3227,8395,8,-1,Kiä meil pahanu,[tiidmäldä],Mina lätsi Siidile,2009,Võro,kiämeilpahanutiidmäldäminalätsisiidile,m5pp_3227
3228,9376,1,282,Loyal Friend,Voicians,The Inner Frame,2008,,loyalfriendvoicianstheinnerframe,m5pp_3228
3229,8412,9,314,Mirages,The Peach Tree,The Ghost of Muses Past,2008,English,miragesthepeachtreetheghostofmusespast,m5pp_3229
3230,8415,6,173,Mmmmmm Hmmmmmmmmmmmmmm,Loose Shus,Taurus,2009,English,mmmmmmhmmmmmmmmmmmmmmlooseshustaurus,m5pp_3230
3231,8416,7,276,Third Time's the Charm,Starz,Attention Shoppers!,1991,English,thirdtimesthecharmstarzattentionshoppers,m5pp_3231
3232,8423,5,265,Put Your Hands Up for Detroit (TV Rock & dirty South remix),Fedde Le Grand,Booom !!,2007,English,putyourhandsupfordetroitfeddelegrandbooom,m5pp_3232
3233,8425,23,200,la Sent Girvàsia,La Talvera,faguem ribòta ! - Danses d'Occitanie,,Occitan,lasentgirvàsialatalverafaguemribòtadansesdoccitanie,m5pp_3233
3234,8159,5,425,Back in the Game,Barclay James Harvest featuring Les Holroyd,Classic Meets Rock,2007,English,backinthegamebarclayjamesharvestfeaturinglesholroydclassicmeetsrock,m5pp_3234
3235,8426,A2,73,Rajoitettu ydinsota,Rattus,Rajoitettuydinsota,1982,Finnish,rajoitettuydinsotarattusrajoitettuydinsota,m5pp_3235
3236,5025,6,277,Wir Haben uns gerade noch gefehlt,Grossstadtgeflüster,"Oh, ei neRh!",2013,German,wirhabenunsgeradenochgefehltgrossstadtgeflüsteroheinerh,m5pp_3236
3237,8430,8,-1,Pallbearer,Heather Hates You,A Scar Is Born,,English,pallbearerheatherhatesyouascarisborn,m5pp_3237
3238,8431,16,233,Light Cycle,Disasteradio,Synthtease,2005,English,lightcycledisasteradiosynthtease,m5pp_3238
3239,55,1,-1,Nation of Sorrow,Battle Zone,Arson Around With Matches,,English,nationofsorrowbattlezonearsonaroundwithmatches,m5pp_3239
3240,8437,2,289,Melancholy (Holy Marttyr),Iced Earth,Something Wicked This Way Comes,2098,English,melancholyicedearthsomethingwickedthiswaycomes,m5pp_3240
3241,8955,3,224,Sandstorm,Darude,X-Treme Big Hits 2000,2000,English,sandstormdarudextremebighits2000,m5pp_3241
3242,5445,11,28,5 Reasons to Hate Power Metal,Shy Shit,Feed the Master Shit,2001,English,5reasonstohatepowermetalshyshitfeedthemastershit,m5pp_3242
3243,7972,1,-1,ホーミーの音（ホーミー）,[unknown],モンゴルのホーミー～ガンボルド、ヤヴガーン,2008,Japanese,ホーミーの音（ホーミー）unknownモンゴルのホーミー～ガンボルド、ヤヴガーン,m5pp_3243
3244,8444,1,41,Something About,Crisis Car,The Justice,,English,somethingaboutcrisiscarthejustice,m5pp_3244
3245,8510,8,370,iNkomo?,Mafikizolo,Van Toeka Af,,English,inkomomafikizolovantoekaaf,m5pp_3245
3246,8452,14,196,He's My Guy,Ella Fitzgerald & Her Four Keys,The-Chronological-Classics:-Ella-Fitzgerald-1941-1944,1997,English,hesmyguyellafitzgerald&herfourkeysthechronologicalclassicsellafitzgerald19411944,m5pp_3246
3247,8453,0,240,You Can Leave Your Hat On,Danni Carlos,Rock'n'Road Movies,2006,English,youcanleaveyourhatondannicarlosrocknroadmovies,m5pp_3247
3248,8455,2,220,Latinos Unidos,Jae-P,Kickin' It... Juntos,2005,Spanish,latinosunidosjaepkickinitjuntos,m5pp_3248
3249,4852,2,-1,Kidnapping,Karl-Heinz Schäfer,The Mood Mosaic 7: The New Shapes of Sound,,[Multiple languages],kidnappingkarlheinzschäferthemoodmosaic7thenewshapesofsound,m5pp_3249
3250,1258,5,303,"Suite für Violoncello Nr. 2 in d-Moll, Op. 131c: Gavotte: Allegretto",Max Reger,Die Klassiksammlung 91: Reger: Spätromantische Kammermusik,1996,German,suitefürvioloncellonr2indmollop131cgavotteallegrettomaxregerdieklassiksammlung91regerspätromantischekammermusik,m5pp_3250
3251,8460,1,157,Du wie ich,Der Juunge mit der Gitarre,Im Affekt,,German,duwieichderjuungemitdergitarreimaffekt,m5pp_3251
3252,3882,7,313,Releived,Olivier,The World Begins Today,2024,English,releivedoliviertheworldbeginstoday,m5pp_3252
3253,8462,2,-1,All the Colours in the Rainbow,Hunger Artists,Cruisin' in Zargon,1982,English,allthecoloursintherainbowhungerartistscruisininzargon,m5pp_3253
3254,126,11,131,Ludwika: Prélude Opus 28 No.23,Hans Visser,The Four Elements: Water Sensuality,,,ludwikapréludeopus28no23hansvisserthefourelementswatersensuality,m5pp_3254
3255,2644,25,241,53rd State (live 1986),Contempt,The Hunter Becomes the Hunted,1986,English,53rdstatecontemptthehunterbecomesthehunted,m5pp_3255
3256,6189,4,-1,Frequency Response,Lester Fitzpatrick,Frantic Frenzy,1995,English,frequencyresponselesterfitzpatrickfranticfrenzy,m5pp_3256
3257,6676,15,176,Als het om de liefde gaat,Sandra & Andres,"35 Jaar Nederlandstalige hits uit deT op 40, Deel 2",1991,Dutch,alshetomdeliefdegaatsandra&andres35jaarnederlandstaligehitsuitdetop40deel2,m5pp_3257
3258,8483,6,141,Runaway,Del YShannon,Runaway With Del Shannon,196 1,English,runawaydelyshannonrunawaywithdelshannon,m5pp_3258
3259,1383,3,239,Half Cocked,Larry the Cable Guy,Tailgate Party,2009,English,halfcockedlarrythecableguytailgateparty,m5pp_3259
3260,8493,8,-1,I’ll Be Damned,Dark Time Sunshine feat. Poeina Suddarth,ANX,,English,i’llbedamneddarktimesunshinefeatpoeinasuddarthanx,m5pp_3260
3261,8496,2,446,Under Delusion,Space Buddha,Storm Reaction,2003,English,underdelusionspacebuddhastormreaction,m5pp_3261
3262,4567,6,371,Groovey,Rich Matteson,Groovey,2009,English,grooveyrichmattesongroovey,m5pp_3262
3263,1893,1,539,Silver & Gold,Kd Ikarus,Kid Ikarus,2010,English,silver&goldkdikaruskidikarus,m5pp_3263
3264,3059,11,344,Sky,Power of Dreams,Become Yourself,,English,skypowerofdreamsbecomeyourself,m5pp_3264
3265,7331,4,417,Plonk (Tripped Out mix),Intensity,"Cosmic Cubes, Volume 5",1997,English,plonkintensitycosmiccubesvolume5,m5pp_3265
3266,8509,6,229,Indélébile,Kenza FFarah,4 Love,2012,French,indélébilekenzaffarah4love,m5pp_3266
3267,7625,29,-1,eVnom,Noisecontrollers,Hardstyle Top 100 - Best Ever,,English,evnomnoisecontrollershardstyletop100bestever,m5pp_3267
3268,4641,15,225,Six Days (airplay edit),Intermission,"Just the Best, Volume 2",1994,English,sixdaysintermissionjustthebestvolume2,m5pp_3268
3269,8199,21,37,Pater noster und Embolismus,Pater Godehard Joppich & Choralschola der Benediktinerabtei Münsterschwarzach,Gregorianische Gesänge,1997,German,paternosterundembolismuspatergodehardjoppich&choralscholaderbenediktinerabteimünsterschwarzachgregorianischegesänge,m5pp_3269
3270,3062,12,189,Ma cherie (DJ Antoine vs. Mad Mark 2k12 radio edit),DJ,NRJ Hit Music Only! 2012,2012,English,macheriedjnrjhitmusiconly2012,m5pp_3270
3271,8524,15,259,Vive le feu,Bérurier Noir,Concerto pour détraqués !,2004,French,vivelefeubéruriernoirconcertopourdétraqués,m5pp_3271
3272,8530,21,-1,Learn Italian - 21,Pimsleur,Italian III,,ENGLISH,learnitalian21pimsleuritalianiii,m5pp_3272
3273,8536,9,215,Redemption Song (Closer  mix),Amazonics,Bossa n' Remixes,1998,,redemptionsongamazonicsbossanremixes,m5pp_3273
3274,1858,5,207,Sambatucada (Every Part of Me),Gaudino Da Costa feat. Gemma J,Dance Power 11,2004,English,sambatucadagaudinodacostafeatgemmajdancepower11,m5pp_3274
3275,8545,15,151,Tde Kangaroo Part 2,Abraham,The Get It! Raw Funk of '67 - '69!,,English,tdekangaroopart2abrahamthegetitrawfunkof6769,m5pp_3275
3276,8546,2,287,Beautiful (instrumental),Damian Marley,Beautiful,2006,English,beautifuldamianmarleybeautiful,m5pp_3276
3277,8547,5,199,CSlowmotion,Transbeauce,Holyhead,2006,English,cslowmotiontransbeauceholyhead,m5pp_3277
3278,5145,23,268,"Johannes-Passion, BWV 245: Teil II. No. 23 ""Die Juden aber schrieen"" (Evangelista, Chorus, Pilatus)",Johann Sebastian Bach,"Die Werke, Kompletten Volume 22: Johannes-Passion / Oster-Oratorium / Ein Choralbuch (feat. conductor: Helmuth Rilling)",2004,German,johannespassionbwv245teiliino23diejudenaberschrieen,m5pp_3278
3279,2877,11,201,Stay,Secret Agent 8,Start.Action.Stop,,English,staysecretagent8startactionstop,m5pp_3279
3280,8555,12,-1,Sister Goldenhair (Rob Mayth mix),Floorflla,((-LiVinG-The-MuSiK-)) Otoño-2006,2006,Spanish,sistergoldenhairotoño2006,m5pp_3280
3281,3127,4,140,"""Аркан"" (цимбали, скрипка, дводенцівка, бубен)",Космацькі музики,Космацькі музики - Етнічна музика України,2004,[Multiple languages],арканкосмацькімузикикосмацькімузикиетнічнамузикаукраїни,m5pp_3281
3282,1632,5,-1,Años 80 (feat. Amaral)),Los Piratas,Fin (de la 2ª parte),2004,Spanish,años80,m5pp_3282
3283,9379,3,158,Funky Greek (full mix),"O. Aylmer, Z. Hooper & Paul Sandrone","Liftmusic, Volume 23: Weird & Wonderful",,English,funkygreekoaylmerzhooper&paulsandroneliftmusicvolume23weird&wonderful,m5pp_3283
3284,8559,4,313,A chantar,Contesa de Dia,Ahi! Amours,,[Multiple languages],achantarcontesadediaahiamours,m5pp_3284
3285,9979,1,291,Devi,Chloe Goodchild,Devi,,,devichloegoodchilddevi,m5pp_3285
3286,8568,B2,-1,Sceptical Struggle,Brain Damage,Brain Damage vs. General Dub,2003,English,scepticalstrugglebraindamagebraindamagevsgeneraldub,m5pp_3286
3287,8571,2,213,"Liturgy of St. John Chrysostom: 3. After the Little Entrance - Priidite, poklonimsya",Пётр Ильич Чайковский,"Liturgy of St. John Chrysostom (excerpts), Op 41 (St. Petersburg Chamber Choir feat. conductor: Nikolai Korniev)",,,liturgyofstjohnchrysostom3afterthelittleentrancepriiditepoklonimsyaпётрильиччайковскийliturgyofstjohnchrysostom,m5pp_3287
3288,7807,,113,"Adam's Sleep : ""Sleep, Adam, Sleep"", Z 195",Henry Purcell,"Harmonia Sacra & Complete Organ Music (feat. soprano: Jill Feldman, organ: Davitt Moroney)",1993,English,adamssleepsleepadamsleepz195henrypurcellharmoniasacra&completeorganmusic,m5pp_3288
3289,3154,1,239,A Day at the People Factory,Doug The Eagle,A Day at the People Factory,2005,German,adayatthepeoplefactorydougtheeagleadayatthepeoplefactory,m5pp_3289
3290,8578,9,162,What She's Looking For,Chase Coy,Look How Far We've Come,2008,EngZlish,whatsheslookingforchasecoylookhowfarwevecome,m5pp_3290
3291,8580,4,248,The Faker,John ME,I Am John,2009,English,thefakerjohnmeiamjohn,m5pp_3291
3292,8582,17,307,Tonight's the Night,Janet Jackson,The Velvet Rope,2008,English,tonightsthenightjanetjacksonthevelvetrope,m5pp_3292
3293,8887,8,279,Distressor,X-Dream,We Interface,2004,English,distressorxdreamweinterface,m5pp_3293
3294,8586,3,255,The,Cadaveres,DeMoralizer,,,thecadaveresdemoralizer,m5pp_3294
3295,3727,6,230,Ge tOut,Alex Parks,Honesty, 2005,English,getoutalexparkshonesty,m5pp_3295
3296,8593,A,236,When I Think of You,Janet Jackson,When I Think of You,1986,English,whenithinkofyoujanetjacksonwhenithinkofyou,m5pp_3296
3297,8594,12,-1,ongbird,Hayley Westenra,The Best of Pure Voice,2010,,ongbirdhayleywestenrathebestofpurevoice,m5pp_3297
3298,5116,9,55,Thou Shalt Not Commit Adultery,Frank Zappa,“Congress Shall Make No Law…”,2010,English,thoushaltnotcommitadulteryfrankzappa“congressshallmakenolaw…”,m5pp_3298
3299,1517,5,485,Daybreak,Mank,Meridian,2004,English,daybreakmankmeridian,m5pp_3299
3300,6268,4,320,Empty the Clip,FFF,No E.P. Title E.P.,2005,English,emptytheclipfffnoeptitleep,m5pp_3300
3301,8603,5,131,Let Me Help (Geh mit mir),Kein Hass Da,Hirntrafo: Bad Brains Transformation,2010,German,letmehelpkeinhassdahirntrafobadbrainstransformation,m5pp_3301
3302,1968,1,183,Come What May,Attack in Black,Marriage,2007,English,comewhatmayattackinblackmarriage,m5pp_3302
3303,8605,5,204,Pater Lorenzos Zelle im Franziskanerkloster,Klaus Kinski und Ensemble,Shakespeare: Romeo und Julia,2003,German,paterlorenzoszelleimfranziskanerklosterklauskinskiundensembleshakespeareromeoundjulia,m5pp_3303
3304,8611,18,117,Blue Suede shoes,Patrick Verbeke,Willie et Louise,1998,[Munltiple languages],bluesuedeshoespatrickverbekewillieetlouise,m5pp_3304
3305,8615,6,176,The Hooker,Kobra and the Lotus,Out of the Pit,2010,English,thehookerkobraandthelotusoutofthepit,m5pp_3305
3306,8618,13,187,Dreamin' Blues,John Lee Hooker,Hall of Fame,2002,English,dreaminbluesjohnleehookerhalloffame,m5pp_3306
3307,8619,11,247,We Will Rock You,Snitzer & McCoy,FreeMusic,2002,English,wewillrockyousnitzer&mccoyfreemusic,m5pp_3307
3308,8622,3,241,Romantica,avlo,Irresistible,,English,romanticaavloirresistible,m5pp_3308
3309,8623,14,16,Rúbricas no tan únicas,Los Gandules,Mañana de Petanca,2012,Spanish,rúbricasnotanúnicaslosgandulesmañanadepetanca,m5pp_3309
3310,6692,14,244,I Need a Woman,Bettens,100% Bittersweet Melodies,2008,English,ineedawomanbettens100%bittersweetmelodies,m5pp_3310
3311,5903,8,-1,Silver Spoon,The Felt Tips,Living and Growing,2010,English,silverspoonthefelttipslivingandgrowing,m5pp_3311
3312,3329,4,356,Time Must End,Destruction,Cracked Brain,1990,English,timemustenddestructioncrackedbrain,m5pp_3312
3313,8627,6,151,La Paloma Enamorada,Atahualpa Yupanqui,Die Andengitarre,,,lapalomaenamoradaatahualpayupanquidieandengitarre,m5pp_3313
3314,4593,2,275,Honky Tonk Women,Dan Gladiš and Bangladesh,Unplugged in Fléda,2003,English,honkytonkwomendangladišandbangladeshunpluggedinfléda,m5pp_3314
3315,8632,23,141,Cants mágics: Calma,Federico Mompou,Cançons i danses / Suburbis / Cants mágics,2001,Catalan,cantsmágicscalmafedericomompoucançonsidansessuburbiscantsmágics,m5pp_3315
3316,9477,5,187,Higher Power,The Sadies,Pure Diamond Gold,1999,English,higherpowerthesadiespurediamondgold,m5pp_3316
3317,8640,7,194,Your Time Is Mine,The Autumn Offering,Fear Will Cast No Shadow,2007,English,yourtimeisminetheautumnofferingfearwillcastnoshadow,m5pp_3317
3318,9230,11,225,Luoksenne,Motelli Skronkle,Susien laki,1992,Finnish,luoksennemotelliskronklesusienlaki,m5pp_3318
3319,8643,7,-1,Corrido Villista,Ignacio Lopez Tarso,Ignacio Lopez Tarso Y Sus Corridos,2003,Spanish,corridovillistaignaciolopeztarsoignaciolopeztarsoysuscorridos,m5pp_3319
3320,8645,14,260,Les Charognards,Re naud,Coffret morgane de toi,,French,lescharognardsrenaudcoffretmorganedetoi,m5pp_3320
3321,739,7,192,She Wor eRed,House of Freaks,Invisible Jewel,1994,English,sheworeredhouseoffreaksinvisiblejewel,m5pp_3321
3322,9909,12,-1,ONLY YOU,安室奈美恵,Uncontrolled,2012,English,onlyyou安室奈美恵uncontrolled,m5pp_3322
3323,8655,12,351,לאן שלא תלכי,שירי מימון,שירי מימון,2005,Hebrew,לאןשלאתלכישירימימוןשירימימון,m5pp_3323
3324,8657,5,156,The Israelites,Desmond Dekker & The Aces,Rasta Regga,2000,English,theisraelitesdesmonddekker&theacesrastaregga,m5pp_3324
3325,1649,9,286,Rock Island Line,Bubbi Morthens,Blús fyrir Rikka,2097,Icelandic,rockislandlinebubbimorthensblúsfyrirrikka,m5pp_3325
3326,8661,32,155,Belle Vie (full mix),Paul Mottram,"Solo Strings, Small Ensemble",2002,English,belleviepaulmottramsolostringssmallensemble,m5pp_3326
3327,8663,7,181,We Can Figure This Out,Vulgar The Boatmen,Wide Awake,,,wecanfigurethisoutvulgartheboatmenwideawake,m5pp_3327
3328,8664,5,223,Me Myself and I,De La Soul,100 R&B Classics: The Anthems,2008,English,memyselfandidelasoul100r&bclassicstheanthems,m5pp_3328
3329,8665,8,191,Les Bottes rouges,Les Wampas,Simple et tendre,1993,French,lesbottesrougesleswampassimpleettendre,m5pp_3329
3330,4244,2,499,Chapter 7: The Dream Master,Don Miguel Ruiz,The Mastery of Love,2002,English,chapter7thedreammasterdonmiguelruizthemasteryoflove,m5pp_3330
3331,8107,1,51,[untitled],Negativland,It's All in Your Head FM,2006,English,untitlednegativlanditsallinyourheadfm,m5pp_3331
3332,8672,7,524,Shoot You Down (Democratic Dog's mix),The Stone Roses,One Generation Under a Groove: The Stone Roses Remixed,,English,shootyoudownthestonerosesonegenerationunderagroovethestonerosesremixed,m5pp_3332
3333,8673,6,201,Sono un fallito,Adriano Celentano,"Le origini, Volume 2 (1968-1972)",,Italian,sonounfallitoadrianocelentanoleoriginivolume2,m5pp_3333
3334,4047,2,162,Country Crock,Loosegoats,Counry Crock,1996,English,countrycrockloosegoatscounrycrock,m5pp_3334
3335,8678,31,124,Memory Blank,UNS,"Punk Territory, Volume 4: Italian Hardcore 1981-87",1995,[Multiple languages],memoryblankunspunkterritoryvolume4italianhardcore198187,m5pp_3335
3336,8679,37,266,Tessellate (live From the Africa Centre 14.04.12),Alt-J,An Awesome Wave,2012,English,tessellatealtjanawesomewave,m5pp_3336
3337,1621,10,226,Ljubav ne stanuje tu,Colonia,The best of,,Croatian,ljubavnestanujetucoloniathebestof,m5pp_3337
3338,8683,7,118,Holiday 89,Pendragno,"Once Upon a Time in England, Volume 2",1999,English,holiday89pendragnoonceuponatimeinenglandvolume2,m5pp_3338
3339,5880,3,178,So Many Things,Sarah Brightman,Eden,1999,[Multiple languages],somanythingssarahbrightmaneden,m5pp_3339
3340,8692,11,158,If You Fall,Lucky 7,Miss Fortune,,English,ifyoufalllucky7missfortune,m5pp_3340
3341,2625,10,261,Solang (Instrumental),Max Herre feat. Tua,Hallo Welt!,2012,German,solangmaxherrefeattuahallowelt,m5pp_3341
3342,349,5,371,The Warmth in Her Torment,Eternal Suffering,Remain Forever in Misery,1997,English,thewarmthinhertormenteternalsufferingremainforeverinmisery,m5pp_3342
3343,5195,5,1026,Still a Fool,The Groundhogs,BBC Radio One Live in Concert,,English,stillafoolthegroundhogsbbcradiooneliveinconcert,m5pp_3343
3344,7041,16,355,M0nE(y) 4 n0THING,V/Vm,HelpAphexTwin 4.0,2003,English,m0ne4n0thingvvmhelpaphextwin40,m5pp_3344
3345,8703,6,308,Great Spirit,Elan Michaels,Wind Walker,,English,greatspiritelanmichaelswindwalker,m5pp_3345
3346,8705,2,202,Music for the Soul (Sol-7 mix),Ampire,"Tunnel Trance Force, Volume 36",2006,English,musicforthesoulampiretunneltranceforcevolume36,m5pp_3346
3347,8715,5,146,Victory,Jay and The Techniques,"Apples, Peaches, Pumpkin Pie",1966,EnGglish,victoryjayandthetechniquesapplespeachespumpkinpie,m5pp_3347
3348,5749,1,195,沉默,李驥,N一個李驥,1997,Chinese,沉默李驥n一個李驥,m5pp_3348
3349,3831,8,140,Aueßr der Arbeit,JaKönigJa,Ebba,1994,German,aueßrderarbeitjakönigjaebba,m5pp_3349
3350,8833,5,301,Laß mich allein,Jazzkantine,Frisch gepresst & Live,1996,German,laßmichalleinjazzkantinefrischgepresst&live,m5pp_3350
3351,4645,17,251,Kapitan Fajur,Kabanos,Skarpetki muszą mieć wilgoć,2001,Polish,kapitanfajurkabanosskarpetkimusząmiećwilgoć,m5pp_3351
3352,8730,2,-1,Quintess,Another Electronic Musician,Grayscale,2000,English,quintessanotherelectronicmusiciangrayscale,m5pp_3352
3353,8732,11,156,A ll Mine,The Five Satins,The 5 Satins Sing Their Greatest Hits,,English,allminethefivesatinsthe5satinssingtheirgreatesthits,m5pp_3353
3354,8737,2,188,Oppned,DumDum Boys,Splitter pine,1989,Norwegian,oppneddumdumboyssplitterpine,m5pp_3354
3355,4894,7,293,Za ljubav hvala ti,E.T.,Domini Domini 1996.,1996,Croatian,zaljubavhvalatietdominidomini1996,m5pp_3355
3356,8746,25,149,I've Never Left Your Arms,Dinah Shore,Moments Like These,2009,English,iveneverleftyourarmsdinahshoremomentslikethese,m5pp_3356
3357,8748,12,228,Rions Noir,Palindrome,Rions Noir,2004,[Multiple languages],rionsnoirpalindromerionsnoir,m5pp_3357
3358,8750,3,-1,Drop Down,Designer Drugs,Hardcore/Softcore,2011,English,dropdowndesignerdrugshardcoresoftcore,m5pp_3358
3359,8751,3,253,The Amazing Adventures of Monkey Roodle Ray,The Bensons,2,,English,theamazingadventuresofmonkeyroodleraythebensons2,m5pp_3359
3360,8752,20,305,So What the Fuss,Stevie Wonder,Number 1's,2007,English,sowhatthefusssteviewondernumber1s,m5pp_3360
3361,8770,13,208,Quero Te Ver Feliz,Os Travessos,Ao Vivo,2004,Portuguese,queroteverfelizostravessosaovivo,m5pp_3361
3362,8771,2,262,Pilgrim Song,[traditional],The Pilgrim's Journey Home (Choirs and Orchestra of Brigham Young University),2010,English,pilgrimsongtraditionalthepilgrimsjourneyhome,m5pp_3362
3363,8773,11,163,It's De-Lovely,Sarah Vaughan,Top of the Spot Jazz,1998,English,itsdelovelysarahvaughantopofthespotjazz,m5pp_3363
3364,1768,11,187,the Waves,Auf der Maur,Modern Rock: April 2004,2004,English,thewavesaufdermaurmodernrockapril2004,m5pp_3364
3365,8779,10,162,Around and Around,Chuck Berry,Chuck Berry  Is on Top,1959,English,aroundandaroundchuckberrychuckberryisontop,m5pp_3365
3366,8781,11,309,"Trio Sonata No. 6, BWV 530: Lento",Johann Sebastian Bach,The Art of Fugue (feat. organ: Helmut Walcha),,nEglish,triosonatano6bwv530lentojohannsebastianbachtheartoffugue,m5pp_3366
3367,8785,7,142,Take It Out on Me,Walter Becker and Donald Fagen,Android Warehouse,1998,English,takeitoutonmewalterbeckeranddonaldfagenandroidwarehouse,m5pp_3367
3368,8786,2,401,Shake Your Head,Maxxi Soundsystem & Tom Gandey,Shake Your Head,2012,English,shakeyourheadmaxxisoundsystem&tomgandeyshakeyourhead,m5pp_3368
3369,8794,11,439,The Future I Was So Worried About,Douglas Adams,The Hitchhiker’s Guide to the Galaxy: The Complete Radio Series,2005,English,thefutureiwassoworriedaboutdouglasadamsthehitchhiker’sguidetothegalaxythecompleteradioseries,m5pp_3369
3370,8795,10,248,Over & Over,Central Services,Central Services,2006,English,over&overcentralservicescentralservices,m5pp_3370
3371,8796,1,238,Little Silver Ring,The Samples,The Last Drag,1993,English,littlesilverringthesamplesthelastdrag,m5pp_3371
3372,5812,5,128,"Sinfonia in D, K. 45: II. Andante",Wolfgang Amadeus Mozart,Early Symphonies,2006,English,sinfoniaindk45iiandantewolfgangamadeusmozartearlysymphonies,m5pp_3372
3373,8806,65,80,Allegro,Türk/Zehe,Acoustic Guitar,,Germa Kn,allegrotürkzeheacousticguitar,m5pp_3373
3374,9904,3,348,Sabbath Bloody Sabbath,Anthrax,I'm the Man,1990,English,sabbathbloodysabbathanthraximtheman,m5pp_3374
3375,5034,3,219,Whenever Hearts Collide,Jack Wagner,lAl I Need,1984,English,wheneverheartscollidejackwagnerlalineed,m5pp_3375
3376,8810,7,277,Моят град,ФСБ,Non Sotp,1977,,моятградфсбnonsotp,m5pp_3376
3377,8811,2,376,Opium (Make or Break mix),Kevin Swain,5YGU: Five Years of GU Music,2008,English,opiumkevinswain5ygufiveyearsofgumusic,m5pp_3377
3378,8813,9,159,Serenade (Haydn),"London Promenade Orchestra, Eric Hammerstein",Light Classics for Listening & Relaxation,1995,English,serenadelondonpromenadeorchestraerichammersteinlightclassicsforlistening&relaxation,m5pp_3378
3379,4535,8,224,Girls,Nazareth,SnakeCs 'Rn' Ladders,1989,English,girlsnazarethsnakecsrnladders,m5pp_3379
3380,8821,8,247,cherry myU...,Stereopony,OVER THE BORDER,2010,Japanese,cherrymyustereoponyovertheborder,m5pp_3380
3381,9953,9,254,A Chance Of Rain,Bedouin Soundclash,Light The Horizon,2010,English,achanceofrainbedouinsoundclashlightthehorizon,m5pp_3381
3382,8826,1,142,Storybook Disease,$wingin' Utter$,The Streets of San Francisco,2001,English,storybookdisease$winginutter$thestreetsofsanfrancisco,m5pp_3382
3383,8830,12,222,Both Sides Now,Hayley Westenra,Songbird2008,2008,English,bothsidesnowhayleywestenrasongbird2008,m5pp_3383
3384,8837,1,253,At My Window Sad and Lonely,Wilco,"2006-03-05: Memorial Hall, University of North Carolina, Chapel Hill, NC, USA",,English,atmywindowsadandlonelywilco20060305memorialhalluniversityofnorthcarolinachapelhillncusa,m5pp_3384
3385,8841,13,219,Femme liébrée,Cookie Dingler,Nostalgie présente : 100 chansons françaises de légende,2011,French,femmeliébréecookiedinglernostalgieprésente100chansonsfrançaisesdelégende,m5pp_3385
3386,8847,236,29,Go Cat Go,Harry Bluestone,Promos 5: Kidz Stuff,,English,gocatgoharrybluestonepromos5kidzstuff,m5pp_3386
3387,8849,8,390,"Myself Into Myself (Gnr remix - 12"")",Babylonia,Myself Into Myself,2010,English,myselfintomyselfbabyloniamyselfintomyself,m5pp_3387
3388,793,14,156,Lookin Boy (feat. Yung Joc),Hotstylz,Total Club Hits 2,2009,English,lookinboyhotstylztotalclubhits2,m5pp_3388
3389,8853,5,136,Salt-Water I.P ort of Many Ships,Frederick Keel,Silent Noon,2004,English,saltwateriportofmanyshipsfrederickkeelsilentnoon,m5pp_3389
3390,8734,6,-1,This Spring,Laakso,My Gods,2005,English,thisspringlaaksomygods,m5pp_3390
3391,8857,6,215,My Lisa,Bay City Rollers,Dedicaation,,English,mylisabaycityrollersdedicaation,m5pp_3391
3392,2363,11,403,Katmandu,Bob Seger & The Silver Bullet Band,'Live' Bullet,1999,English,katmandubobseger&thesilverbulletbandlivebullet,m5pp_3392
3393,8859,1,-1,いつもの風景,rain book,いつもの風景,2006,Japanese,いつもの風景rainbookいつもの風景,m5pp_3393
3394,1396,16,41,Action (interlude),Hell,Teufelswerk,2009,English,actionhellteufelswerk,m5pp_3394
3395,8863,15,334,"Intercede, O Lord",The King’s Singers,The Quiet Heart,2006,English,intercedeolordtheking’ssingersthequietheart,m5pp_3395
