m2pp_id,m2pp_cid,m2pp_number,m2pp_length,m2pp_title,m2pp_artist,m2pp_album,m2pp_year,m2pp_language,m2pp_filtering_attr
m2pp_3167,8039,5,184,Pimp by Blood (Summer 2002),David Lichtenberger,Technopanda Steinhagen - 5 Years Trauma,05,English,davidlichtenbergerpimpbyblood#technopandasteinhagen5yearstrauma
m2pp_3168,8042,7,866,"Klavierkonzert No. 26 in D-dur KV 537 ""Krönungskonzert"": I. Allegro",Wolfgang Amadeus Mozart,"Klavierkonzerte KV 488 & 537 ""Krönungskonzert""",95,German,wolfgangamadeusmozartklavierkonzertno26inddurkv537krönungskonzertiallegro#klavierkonzertekv488&537krönungskonzert
m2pp_3169,8046,10,253,Everywhere I Go,Jennifer Love Hewitt,Let's Go Bang,95,English,jenniferlovehewitteverywhereigo#letsgobang
m2pp_3170,4761,37,31,"Don't Bye, Bye Baby Me (take2, false start)",Eddie Cochran,Somethin' Else: The Ultimate Collection,09,English,eddiecochrandontbyebyebabyme#somethinelsetheultimatecollection
m2pp_3171,8049,1,225,Gone Dead Train,Nazareth,Nazology,02,English,nazarethgonedeadtrain#nazology
m2pp_3172,8051,3,285,If I Only Had A Brain,Sam Pilafian & friends,Travelin' L ight,91,English,sampilafian&friendsifionlyhadabrain#travelinlight
m2pp_3173,8053,3,474,Creeping Death,Metallica,"1992-11-17: Palatrussardi, Milan, Italy",,English,metallicacreepingdeath#19921117palatrussardimilanitaly
m2pp_3174,8058,5,-1,Fresh,Rig 1,Above the Tree Line West of the Periodic,08,English,rig1fresh#abovethetreelinewestoftheperiodic
m2pp_3175,8062,16,195,Chowder,The Jon Spencer Blues Explosion,Acme + Acme-Plus,10,Englishh,thejonspencerbluesexplosionchowder#acme+acmeplus
m2pp_3176,2450,9,278,Shaped Images of Disincarnate Spirits,Loudblast,Disincarnate,91,English,loudblastshapedimagesofdisincarnatespirits#disincarnate
m2pp_3177,8063,18,158,Just a Dream,Big Bill Broonzy,"Complete Recorded Works in Chronologicaal Order, Volume 8: 15 September 1938 to 10 February 193",,English,bigbillbroonzyjustadream#completerecordedworksinchronologicaalordervolume815september1938to10february193
m2pp_3178,1399,35,-1,Done at Last (short),Jerry Williams,Rises & Endings 1: Short,06,nEglish,jerrywilliamsdoneatlast#rises&endings1short
m2pp_3179,7111,15,343,Half Way Home,Faith,Unprogged,96,English,faithhalfwayhome#unprogged
m2pp_3180,8074,15,151,Animal Fingers,Jack Hartmann,Math All Around Me,98,English,jackhartmannanimalfingers#mathallaroundme
m2pp_3181,7064,24,75,Dominus vobiscum,Ensemble Gilles Binchois,Le Manuscrit du Puy / / Les Premières Polyphonies Françaises,01,French,ensemblegillesbinchoisdominusvobiscumoremus#lemanuscritdupuylespremièrespolyphoniesfrançaises
m2pp_3182,8085,1,294,I Want to Live,Josh Gracin,Josh Gracin,04,English,joshgraciniwanttolive#joshgracin
m2pp_3183,5409,18,260,Seduuce Me,Filter,Christmas in Paris (Chilled Tunes for Relaxed X-Mas Days),12,English,filterseduuceme#christmasinparis
m2pp_3184,1471,12,108,"Hey, I'm Gone",Supercharger,Supercharger,91,English,superchargerheyimgone#supercharger
m2pp_3185,8088,2,193,좋아 좋아,서영은,서영은 Remake - Romantic 2,06,Korean,서영은좋아좋아#서영은remakeromantic2
m2pp_3186,8092,1,318,Get Out Clause,Xample,Get Out Clause / Infamous,07,English,xamplegetoutclause#getoutclauseinfamous
m2pp_3187,1598,5,-1,Trod On,Jahman,Bambú Station Presents Talkin' Roots II,,English,jahmantrodon#bambústationpresentstalkinrootsii
m2pp_3188,8094,3,232,Fill My Glass,Heavy Ride,Rock 'n' Roll Show,,English,heavyridefillmyglass#rocknrollshow
m2pp_3189,8097,32,1,[silence],Christian Death,Sex and Drugs and Jesus Christ,95,English,christiandeathsilence#sexanddrugsandjesuschrist
m2pp_3190,237,6,99,Nowhere,Króm,It All Makes Sense Now,03,English,krómnowhere#itallmakessensenow
m2pp_3191,2012,20,167,Blowin' In The Wind (1966),Elvis Presley,In a Private Moment,,English,elvispresleyblowininthewind#inaprivatemoment
m2pp_3192,1310,4,207,Éirigh Suas  aStóirín,Karan Casey,The Winds Begin to Sing,01,English,karancaseyéirighsuasastóirín#thewindsbegintosing
m2pp_3193,8105,8,301,Sucker,Mott the Hoople,The Ballad of Mott: A Retrospective,93,English,mottthehooplesucker#theballadofmottaretrospective
m2pp_3194,1142,4,269,Destroy All Night,Pistols Of Dawn,Anchor and The Noose [EP],,English,pistolsofdawndestroyallnight#anchorandthenooseep
m2pp_3195,8106,13,177,Checkpoint Charlie,Nazca,Otu,10,English,nazcacheckpointcharlie#otu
m2pp_3196,8109,3,91,"Scene 1: He, he! Ihr Nicker (Alberich)",Richard Wagner,Das Rheingol d(feat. conductor: Wilhelm Furtwängler),,nglish,richardwagnerscene1heheihrnicker
m2pp_3197,8110,3,188,Muka Tebal,Superman I Dead,The Hangover Decade,04,[Multiple languages],supermanideadmukatebal#thehangoverdecade
m2pp_3198,8111,5,143,Pierre Bunk,Les Vieilles Salopes,"Jamais debout, toujours par terre",07,French,lesvieillessalopespierrebunk#jamaisdebouttoujoursparterre
m2pp_3199,4206,10,206,This Is For You,The Dirty Youth,Re Light Fix,11,EnglisPh,thedirtyyouththisisforyou#relightfix
m2pp_3200,8115,8,327,Injebreck/Wayne's Tune/Peacocmks and Pillows/Zorro Beg,Kirsty and Katie Lawrence,Tree Baatyn Beggey,06,English,kirstyandkatielawrenceinjebreckwaynestunepeacocmksandpillowszorrobeg#treebaatynbeggey
m2pp_3201,4748,7,146,Fussin' and Fighting,Bob Marley & The Wailers,The Bob Marley Collection,,English,bobmarley&thewailersfussinandfighting#thebobmarleycollection
m2pp_3202,7008,6,218,Liquor Sto,C-Bo,Gas Chamber,,English,cboliquorsto#gaschamber
m2pp_3203,8117,11,208,Heptumbao,Cheb Balowski,Potiner,03,Catalan,chebbalowskiheptumbao#potiner
m2pp_3204,8118,13,106,Smiling,Operation Ivy,Operation Ivy,91,English,operationivysmiling#operationivy
m2pp_3205,7643,10,439,A New Argentina,Andrew Lloyd Webber,Evita (1976 concept cast),,English,andrewlloydwebberanewargentina#evita
m2pp_3206,7078,13,-1,×～ダメ～,タッキー＆翼,タキツバベスト,07,Japanese,タッキー＆翼×～ダメ～#タキツバベスト
m2pp_3207,8129,9,22,Dat dan weer wel II,Hans Teeuwen,Dat Xdan weer wel,02,Dutch,hansteeuwendatdanweerwelii#datxdanweerwel
m2pp_3208,8130,5,305,Cuestión de madera,Bacilos,Bacilos,,Spanish,baciloscuestióndemadera#bacilos
m2pp_3209,230,7,108,In the Summertime,Roger Miller,King of the Road: The Best of Roger Miller,92,English,rogermillerinthesummertime#kingoftheroadthebestofrogermiller
m2pp_3210,8136,6,605,Bolero/Suzanne,Rene Marie,Live At Jazz Standard,03,English,renemariebolerosuzanne#liveatjazzstandard
m2pp_3211,8139,6,268,Last Rider (Interview),Seth Lakeman,Word of Mouth,25,English,sethlakemanlastrider#wordofmouth
m2pp_3212,8142,2,281,Pulnocní myš (Midnight Mouse),The Plastic People of the Universe,Magical Nights,10,English,theplasticpeopleoftheuniversepulnocnímyš#magicalnights
m2pp_3213,5808,21,30,Bumblebee Blues,Mordy Ferber,"Jazz & Blues Guitar, Volume 1",,English,mordyferberbumblebeeblues#jazz&bluesguitarvolume1
m2pp_3214,6289,20,40,I Was In,Prince Paul,A Price Among Thieves,99,English,princepauliwasin#apriceamongthieves
m2pp_3215,6326,14,207,Sunrise,Simply Red,"The Dome, Volume 26",03,English,simplyredsunrise#thedomevolume26
m2pp_3216,2295,10,238,Killin' It,Foxy Shazam,Foxy Shazam,10,English,foxyshazamkillinit#foxyshazam
m2pp_3217,293,25,96,Take Care (demo),Big Star,Keep an Eye on the Sky,09,English,bigstartakecare#keepaneyeonthesky
m2pp_3218,5512,3,-1,The Hand That Feeds Bass Ch 1,Nine Inch Nails,The  Hand That Feeds,,English,nineinchnailsthehandthatfeedsbassch1#thehandthatfeeds
m2pp_3219,8157,3,-1,The Morning Call,稲葉浩志,Koshi Inaba LIVE 2010 ～enII～,11,Japanese,稲葉浩志themorningcall#koshiinabalive2010～enii～
m2pp_3220,1395,11,170,Throwing Rocks,1.6 Band,Broke Up,,English,16bandthrowingrocks#brokeup
m2pp_3221,2393,13,481,I'm Gonna Get There,Mike Farris & the Roseland Rhythm Revuew,Shout! Live (featuring the McCrary Sisters),,English,mikefarris&theroselandrhythmrevuewimgonnagetthere#shoutlive
m2pp_3222,6269,5,232,Private Sorrow,The Pretty Things,Singles A's & B's,02,English,theprettythingsprivatesorrow#singlesas&bs
m2pp_3223,7172,11,325,verge,島宮えい子,verge,00,Japanese,島宮えい子verge#verge
m2pp_3224,895,5,162,Fast Jivin,Eddie Cochran,Don't Forget M e,98,EEnglish,eddiecochranfastjivin#dontforgetme
m2pp_3225,8165,4,156,Prisoner of Dub,Sub Oslo,Sub Signals - Volume 1,06,Engglish,subosloprisonerofdub#subsignalsvolume1
m2pp_3226,8168,13,230,Outro,Awon,Beautiful Loser,08,English,awonoutro#beautifulloser
m2pp_3227,1744,12,-1,Обернитесь,Григорий Лепс,Пенсне,11,Russian,григорийлепсобернитесь#пенсне
m2pp_3228,614,11,251,I Will Return,Goombay Dance Band,Goombay Dance Band,99,English,goombaydancebandiwillreturn#goombaydanceband
m2pp_3229,8170,10,249,Follow Through,Gavin DeGraw,"Now Music, Volume 16",06,Danish,gavindegrawfollowthrough#nowmusicvolume16
m2pp_3230,8171,18,185,These Foolish Things,Benny Carter,Laid Back Jazz Vol.2,,English,bennycarterthesefoolishthings#laidbackjazzvol2
m2pp_3231,8173,6,-1,Street Mix,Chyno Nyno,The Underdog: El Subestimado,05,Spanish,chynonynostreetmix#theunderdogelsubestimado
m2pp_3232,1011,6,81,Interlude,Sunny Day Service,LOVE ALBUM,00,Japanese,sunnydayserviceinterlude#lovealbum
m2pp_3233,8315,13,-1,The Gun in My Hand,Johnny Nightmare,Kicking Satan Out of Hell,,English,johnnynightmaretheguninmyhand#kickingsatanoutofhell
m2pp_3234,8184,54,38,You are a sub-plot,M. Whitwell,Project Echo,10,English,mwhitwellyouareasubplot#projectecho
m2pp_3235,8377,5,204,Es kann mit 40 wie mitt 20 sein,Gaby Baginsky,Mein Portrait,04,Germa,gabybaginskyeskannmit40wiemitt20sein#meinportrait
m2pp_3236,8189,5,196,INFURIATING CIRCUMSTANCES,PANIQ,Beyond Good and Evil,11,English,paniqinfuriatingcircumstances#beyondgoodandevil
m2pp_3237,8190,20,241,Return of the throne（Long Ver.）,ニケ featuring neko,GITADORA Original Soundtracks 2nd season,13,Japanese,ニケfeaturingnekoreturnofthethrone（longver）#gitadoraoriginalsoundtracks2ndseason
m2pp_3238,8191,2,216,Undirheimar,Nýdönsk,Hunang,93,Icelandic,nýdönskundirheimar#hunang
m2pp_3239,1462,2,330,Hyper Chondriac Music,Muse,Bliss (disc 2),01,English,musehyperchondriacmusic#bliss
m2pp_3240,9350,15,242,The The,The Ethiopians,Simply Reggae,05,English,theethiopiansthethe#simplyreggae
m2pp_3241,8770,13,208,Quero Te Ver Feliz,Os Travessos,Ao Vivo,n.a.,Portuguese,ostravessosqueroteverfeliz#aovivo
m2pp_3242,162,E4,261,"A Wand'ring Minstrel I, From ""The Mikado""",Sir William Gilbert & Sir Arthur Sullivan,Golden Sounds From the Classics,,English,sirwilliamgilbert&sirarthursullivanawandringminstrelifromthemikado#goldensoundsfromtheclassics
m2pp_3243,455,5,138,Marlborough Street Blues,Ian & Sylvia,Early Morning Rain,65,English,ian&sylviamarlboroughstreetblues#earlymorningrain
m2pp_3244,7761,19,204,Hangman's Blues,Blind Lemon Jefferson,The Complete Classic Sides Remastered - Disc C,02,,blindlemonjeffersonhangmansblues#thecompleteclassicsidesremastereddiscc
m2pp_3245,9593,42,77,Tyrant Breaking Loose,上田雅美,Resident Evil 1,,English,上田雅美tyrantbreakingloose#residentevil1
m2pp_3246,5980,1,334,Alive,Red Razor,Red Razorr,13,,redrazoralive#redrazorr
m2pp_3247,8230,6,522,Venus im Pelz 06,Leopold von Sacher-Masoch,Venus im Pelz (feat. narrators: Bela B. Felsenheimer & Catherine Flemming),5,German,leopoldvonsachermasochvenusimpelz06#venusimpelz
m2pp_3248,9798,38,32,That Summer,Garth Brooks,CD Zooming,94,English,garthbrooksthatsummer#cdzooming
m2pp_3249,9621,8,272,Too Beautiful,Will Kimbrough,Godsend,03,English,willkimbroughtoobeautiful#godsend
m2pp_3250,8236,4,128,In the Jailhouse Now,Webb Pierce,The Best of Country,09,English,webbpierceinthejailhousenow#thebestofcountry
m2pp_3251,2809,12,194,Ice Flowers,Bernward Koch,Silent Star,11,English,bernwardkochiceflowers#silentstar
m2pp_3252,1288,18,312,Samurai (Did You Ever Dream),Michael Cretu,"Modern 80's: The Best of Discopop, Volume 2",99,English,michaelcretusamurai#modern80sthebestofdiscopopvolume2
m2pp_3253,9034,2,512,Eclipse,Sun Worship,Surpass EclipsSe,13,English,sunworshipeclipse#surpasseclipsse
m2pp_3254,8241,8,175,Heart and Soul,Lynn Marie,All Over It,01,English,lynnmarieheartandsoul#alloverit
m2pp_3255,7827,3,146,"Th Nutcracker: A. I, SCENE  March",П. ильич Чайковский,The Nutcracker: Complete Ballet Music,,English,пильиччайковскийthnutcrackeraiscenemarch#thenutcrackercompleteballetmusic
m2pp_3256,8244,10,132,Kick Out the Jams,Monster Magnet,ECW Extreme Music,99,English,monstermagnetkickoutthejams#ecwextrememusic
m2pp_3257,8791,2,165,Papst,Abfallsozialprodukt,Keine Macht den Faschisten,94,German,abfallsozialproduktpapst#keinemachtdenfaschisten
m2pp_3258,8246,7,349,Tempestade (7º movimento),Francisco Mário,Dança do mar,,Portuguese,franciscomáriotempestade#dançadomar
m2pp_3259,7263,4,257,My Time After Awhile,Buddy Guy,Hol That Plane!,72,English,buddyguymytimeafterawhile#holthatplane
m2pp_3260,420,2,223,Cheese and Freckles,Moustache of Insanity,Knock Knock! Who's There?,,English,moustacheofinsanitycheeseandfreckles#knockknockwhosthere
m2pp_3261,1969,7,368,Another Won,Majesty,March of the Tyrant,,English,majestyanotherwon#marchofthetyrant
m2pp_3262,7156,13,303,Wos ham mir fier a Welt,Waldschrat,Schangsongs und anners Zeich,,German,waldschratwoshammirfierawelt#schangsongsundannerszeich
m2pp_3263,8249,6,-1,Aš pas savo giminėlę,Spanxti,"Dievo žirgai, laimės ratai",12,Lithuanian,spanxtiašpassavogiminėlę#dievožirgailaimėsratai
m2pp_3264,4922,4,126,Go Ahead,Pop Art Toasters,Pop Art Toasters,94,English,poparttoastersgoahead#poparttoasters
m2pp_3265,8298,51,3,Shutdown Hit (full mix),Robert Wear,"Hits, Volume 1",,English,robertwearshutdownhit#hitsvolume1
m2pp_3266,8256,9,210,Love Don't Get Better,RickTippe,Should'a Seen Her Comin',94,English,ricktippelovedontgetbetter#shouldaseenhercomin
m2pp_3267,735,4,-1,Blindsides,Buddy,Alterations and Repairs,,English,buddyblindsides#alterationsandrepairs
m2pp_3268,6676,15,176,Als het om de liefde gaat,Sandra & Andres,"35 Jaar Nederlandstalige hits uit de Top 40, Deel 2",91,Dutch,sandra&andresalshetomdeliefdegaat#35jaarnederlandstaligehitsuitdetop40deel2
m2pp_3269,8259,2,257,Magic Lady,Gene Harris,Alley Cats,99,English,geneharrismagiclady#alleycats
m2pp_3270,1236,2,479,Ocean of Emotion (Munsta Music club mix),DJ Session One,Ocean of Emotion (The Mixes),01,Englis,djsessiononeoceanofemotion
m2pp_3271,8267,1,711,"Ein deutsches Requiem Op. 45: I Selig sind, die da Leid tragen",Johannes Brahms,Ein deutsches Requiem (Royal Philharmonic Orchestra feat. conductor: André Previn),89,English,johannesbrahmseindeutschesrequiemop45iseligsinddiedaleidtragen#eindeutschesrequiem
m2pp_3272,6300,15,232,Suspicious Minds,Staton Candi,Mastermix Classic Cuts 96: Rare and Collectables,,English,statoncandisuspiciousminds#mastermixclassiccuts96rareandcollectables
m2pp_3273,280,12,235,Think,Hechos contra el decoro,Disco de apoyo a Thomas Miller-El,02,Spanish,hechoscontraeldecorothink#discodeapoyoathomasmillerel
m2pp_3274,6799,1,308,changes,Base Ball Bear,changes,08,Japanese,baseballbearchanges#changes
m2pp_3275,5101,11,435,Verlust (DJ Phil mix),xotox,"Aderlass, Volume 7",10,English,xotoxverlust#aderlassvolume7
m2pp_3276,9322,19,47,"'Fughetta super' Gelobet seist du, Jesu Christ, BWV697",Johann Sebastian Bach,L'oeuvre d'orgue,,uunll,johannsebastianbachfughettasupergelobetseistdujesuchristbwv697#loeuvredorgue
m2pp_3277,4695,14,230,Sleigh Ride,The Moonlight Ensemble,Christmas by Candlelight,01,English,themoonlightensemblesleighride#christmasbycandlelight
m2pp_3278,8296,6,340,Vejer,Heidi vs. Riton,"MONZA CLUB.IBIZA.COMPILATION, Volum e 1",06,English,heidivsritonvejer#monzaclubibizacompilationvolume1
m2pp_3279,401,1,-1,Watt Bird,Moonbootica,Watt Bird / Break of Light,06,English,moonbooticawattbird#wattbirdbreakoflight
m2pp_3280,8301,19,206,Unforgettable,Nat King Cole,More Jazz After Dark,3,Denish,natkingcoleunforgettable#morejazzafterdark
m2pp_3281,6334,1,215,December Song (I Dreamed Of Christmas),George Michael,December Song (I Dreamed Of Christmas),09,English,georgemichaeldecembersong
m2pp_3282,6608,9,218,3 Sided Light,Solillaquists of Sound,4 Student Counsol (Running From Precedence),02,English,solillaquistsofsound3sidedlight#4studentcounsol
m2pp_3283,8306,9,223,We Already Said Goodbye,The Broken Family Band,"Welcome Home, Loser",05,English,thebrokenfamilybandwealreadysaidgoodbye#welcomehomeloser
m2pp_3284,8307,1,299,Bridge Over Troubled Water,Salena Jones,Ballad with Luv,10,En glish,salenajonesbridgeovertroubledwater#balladwithluv
m2pp_3285,5130,1,271,Ice Ice Baby,Vanilla Ice,Hooked,89,English,vanillaiceiceicebaby#hooked
m2pp_3286,8309,5,155,Tread Lightly (feat. Ness Lee) (Free),Illmaculate,Clay Pigeons,14,Engliish,illmaculatetreadlightly#claypigeons
m2pp_3287,8311,10,221,Ez a Ház Is (feat. Eszter Váczi),Virgács,Magyar Ugar: Volume 1.0,2,Hungarian,virgácsezaházis#magyarugarvolume10
m2pp_3288,9246,8,250,Air (from the Water Music),Georg Friedrich Händel,The Händel Collection,90,Engilsh,georgfriedrichhändelair#thehändelcollection
m2pp_3289,8319,14,147,Sometime in the Mornin g,The Monkees,The Definitive oMnkees,12,English,themonkeessometimeinthemorning#thedefinitiveomnkees
m2pp_3290,4697,2,289,InnerWis h- Hold Me Tight,InnerWis h- Hold Me Tight,Silent Faces,,English,innerwishholdmetight#silentfaces
m2pp_3291,53,3,217,Stereophonics---Jayne,Stereophonics---Jayne,The Sunday Times :The State of Independence - V2,07,English,stereophonicsjayne#thesundaytimesthestateofindependencev2
m2pp_3292,1132,19,187,Je n’attends plus personne,Françoise Hardy,The Vogue Years,01,French,françoisehardyjen’attendspluspersonne#thevogueyears
m2pp_3293,8851,24,152,Sexteto_Mayor_-_Nocturna,Sexteto_Mayor_-_Nocturna,Mordida_de_tango_-_Sélection_7,,Spanish,sextetomayornocturna#mordidadetangosélection7
m2pp_3294,353,17,219,Inventaire,Alex Beaupain,Les Chansons d'amour,08,,alexbeaupaininventaire#leschansonsdamour
m2pp_3295,8350,2,153,Telegrafo de Amor,Rogelio Martinez,El Bandolero,,,rogeliomartineztelegrafodeamor#elbandolero
m2pp_3296,5552,6,-1,My Pretty Pecker,Dr. Dre Del,Dr Dre Del's Mic of Defiance,99,English,drdredelmyprettypecker#drdredelsmicofdefiance
m2pp_3297,8357,8,-1,Somewhere Over The Rainbow,The Rainmakers,The Rainmakers,,,therainmakerssomewhereovertherainbow#therainmakers
m2pp_3298,8358,6,131,Sensations Fix,Baader Brains,New Era Hope Colony,12,English,baaderbrainssensationsfix#newerahopecolony
m2pp_3299,8361,6,176,Se jokin sinulla on,Eero Aven,Parhaat: 20 suosikkisävelmää,12,Finnish,eeroavensejokinsinullaon#parhaat20suosikkisävelmää
m2pp_3300,1206, 2,189,銀ちゃんのラブレター,Pizzicato Five,A Message Song,96,Japanese,pizzicatofive銀ちゃんのラブレター#amessagesong
m2pp_3301,9199,15,169,Oomp Boomp,The Juanitos,Do the Cobra,95,English,thejuanitosoompboomp#dothecobra
m2pp_3302,8370,12,317,Diarabima,Kerfala Kante,Biyedi,,,kerfalakantediarabima#biyedi
m2pp_3303,2191, A3,194,Keep Your Hand on Your Gun,Gabro & Frankly Irrational,"Rauha Trio Presents: It's Cookin', Volume 1",08,English,gabro&franklyirrationalkeepyourhandonyourgun#rauhatriopresentsitscookinvolume1
m2pp_3304,8372,5,554,Cluster Fuck (HypoGeo remix),Sensient,Tree of Lies,12,English,sensientclusterfuck#treeoflies
m2pp_3305,2545,4,49,Shotput,Elliott Sharp & Zeena Parkins,Psycho-Acoustic,94,English,elliottsharp&zeenaparkinsshotput#psychoacoustic
m2pp_3306,8374,11,145,Pod (full version),Steve Ruff,Oxygen,,English,steveruffpod#oxygen
m2pp_3307,8375,7,207,Cham,Pono feat. Sokół,To prawdziwa wolność człowieka,09,Polish,ponofeatsokółcham#toprawdziwawolnośćczłowieka
m2pp_3308,3720,8,151,Firestarter,Steel Prophet,Eyes of the Prophet - Visions Past,3,English,steelprophetfirestarter#eyesoftheprophetvisionspast
m2pp_3309,4644,3,62,Michael Jackson (mix Two),Jody den Broeder,Cheer Mix 9,,,jodydenbroedermichaeljackson#cheermix9
m2pp_3310,8384,7,226,Deeper Bluee,The Wakefields,Falling Down Blue,,English,thewakefieldsdeeperbluee#fallingdownblue
m2pp_3311,8385,16,357,Respite,Meredith Monk,Songs of Ascension,11,English,meredithmonkrespite#songsofascension
m2pp_3312,3533,3,255,Dreams,Fleetwood Mac,Sounds of the Seventies: 1977,09,English,fleetwoodmacdreams#soundsoftheseventies1977
m2pp_3313,2571,6,207,Strangulated Pride,Destruction,The Antichrist,01,English,destructionstrangulatedpride#theantichrist
m2pp_3314,8388,2,399,Cha-Bootie,James Morrison,Live at the Sydney Opera House,,English,jamesmorrisonchabootie#liveatthesydneyoperahouse
m2pp_3315,2510,14,-1,I Threw It All Away,Bob Dylan,The Oxford American - Southern Music CD #15 (feat. The Music of Tennessee),13,English,bobdylanithrewitallaway#theoxfordamericansouthernmusiccd#15
m2pp_3316,8402,8,296,Tchene Tche,Anoosh,Kess Kiss Passe,,nulll,anooshtchenetche#kesskisspasse
m2pp_3317,2969,4,305,Hasdi D eDand Ginda,Gurdas Maan,"Solid Gold, Volume 2",,Panjabi,gurdasmaanhasdidedandginda#solidgoldvolume2
m2pp_3318,8405,4,305,Bende Can,Yurdal Tokcan,Bende Can,,,yurdaltokcanbendecan#bendecan
m2pp_3319,2783,3,-1,Bring Back the Love (Spaced Out dub),Laura Harris,Bring Back the Love,98,English,lauraharrisbringbackthelove#bringbackthelove
m2pp_3320,8408,10,293,Naomi,Neutral Milk Hotel,On Avery Island,96,English,neutralmilkhotelnaomi#onaveryisland
m2pp_3321,8414,6,-1,Popscene,Blur,"1997-11-28: The Point, Dublin, Ireland, UK",,English,blurpopscene#19971128thepointdublinirelanduk
m2pp_3322,359,4,137,How Long Has It Been,Faron Young,The Classic Years 1952-1962,92,English,faronyounghowlonghasitbeen#theclassicyears19521962
m2pp_3323,8421,B4,196,Educatng Marmalade,Bad Manners,Forging Ahead,84,English,badmannerseducatngmarmalade#forgingahead
m2pp_3324,8424,3,129,"De gevoelservaring voor gevorderden, met twee extra stappen",Willem de Ridder,De Spiegelogie CD,8,Dutch,willemderidderdegevoelservaringvoorgevorderdenmettweeextrastappen#despiegelogiecd
m2pp_3325,8428,4,229,Lluvia a' Oro,Lee Baby Sims,Mystery Loves Company,,English,leebabysimslluviaaoro#mysterylovescompany
m2pp_3326,4746,12,164,Purity of Perversion,Aborted,The Necrotic Manifesto,14,English,abortedpurityofperversion#thenecroticmanifesto
m2pp_3327,9585,7,383,Bundi-Strata,Universal Being,Jupiter,96,English,universalbeingbundistrata#jupiter
m2pp_3328,3668,9,283,El Rancho de Tokio,eastern youth,Don Quijote,06,Japanese,easternyouthelranchodetokio#donquijote
m2pp_3329,7664,18,254,Lando (live),Raymond & Scum,Laughter Is a Powerful Weapon,01,English,raymond&scumlando#laughterisapowerfulweapon
m2pp_3330,7094,1,243,Même si tu revenais,Claude François,Remix 90's,90,French,claudefrançoismêmesiturevenais#remix90s
m2pp_3331,428,B,-1,No Deeper Than Dredge Boats in Folod Waters,Cavity,Fuck Diablo,97,English,cavitynodeeperthandredgeboatsinfolodwaters#fuckdiablo
m2pp_3332,8440,8,375,The Journey,Amos Hoffman,Evolution,,English,amoshoffmanthejourney#evolution
m2pp_3333,8445,3,136,"From the House of the Dead, JW I/11: Act I: II. Today They'll Bring a Gentleman!",Leoš Janáček,"From the House of the Dead, JW I/11 (Czech Philharmonic Orchestra feat. conductor: Václav Neumann)",93,English,leošjanáčekfromthehouseofthedeadjwi11actiiitodaytheyllbringagentleman#fromthehouseofthedeadjwi11
m2pp_3334,8446,3,94,Tore Up,Tommy Labeff,Rock'n'Roll & Rock-A-Billy Inferno,06,English,tommylabefftoreup#rocknroll&rockabillyinferno
m2pp_3335,7284,7,155,Take a Long-Term View of the Business,Brian Tracy,21 Great Ways to Build a High Profit Business,,English,briantracytakealongtermviewofthebusiness#21greatwaystobuildahighprofitbusiness
m2pp_3336,5669,5,162,Jump Jive'n Then You Wail,Anthony Anderson Orchestra,Burn the Floor,,English,anthonyandersonorchestrajumpjiventhenyouwail#burnthefloor
m2pp_3337,8458,13,288,Original Wrapper,Lou Reed,Perfect Night: Live in London,98,English,loureedoriginalwrapper#perfectnightliveinlondon
m2pp_3338,8459,B4,-1,Unexpected Delight,Flying Lotus feat. Laura Darlington,1983,06,English,flyinglotusfeatlauradarlingtonunexpecteddelight#1983
m2pp_3339,8514,5,330,Parody,宇多田ヒカル,UTADA HIKARU UNPLUGGED,06,[Multiple languages],宇多田ヒカルparody#utadahikaruunplugged
m2pp_3340,1570,13,261,Adieu monsieur le professeur,Hugues Aufray,Best-Of,94,French,huguesaufrayadieumonsieurleprofesseur#bestof
m2pp_3341,8471,4,407,The Wild Swans at Coole,Christine Tobin,Sailing to Byzantium,12,English,christinetobinthewildswansatcoole#sailingtobyzantium
m2pp_3342,8476,7,238,The Twelve Days of Christmas,Tennessee Ernie Ford,Chistmas, 71,English,tennesseeerniefordthetwelvedaysofchristmas#chistmas
m2pp_3343,8477,11,-1,And Eve Was Weak,Michael Gore,Carrie (1988 Stratford Cast),88,English,michaelgoreandevewasweak#carrie
m2pp_3344,8480,10,203,Des de l'agost,La Brigada,L'obligació de ser algú,08,Catalan,labrigadadesdelagost#lobligaciódeseralgú
m2pp_3345,8484,7,245,How They Work,Marx & Engels,Main-In / Main-Out, 08,English,marx&engelshowtheywork#maininmainout
m2pp_3346,8485,12,54,Flex With You,Melvins,Gluey Porch Treatments,00,English,melvinsflexwithyou#glueyporchtreatments
m2pp_3347,8486,12,313,疏勒河,女子十二乐坊,敦煌,05,Chinese,女子十二乐坊疏勒河#敦煌
m2pp_3348,8491,8,327,Вера в любовь,Алёна Винницкая,Куклы,06,Russian,алёнавинницкаяверавлюбовь#куклы
m2pp_3349,8494,3,187,Yankee Doodle,Broadway Quartet feat. Charles Harrison,Freedom: Songs From the Heart of America,02,English,broadwayquartetfeatcharlesharrisonyankeedoodle#freedomsongsfromtheheartofamerica
m2pp_3350,5475,8,198,Goo Goo Barabajagal,Donovan with Jeff Beck Group,Woodstock Generation,94,English,donovanwithjeffbeckgroupgoogoobarabajagal#woodstockgeneration
