m3pp_id,m3pp_cid,m3pp_number,m3pp_length,m3pp_title,m3pp_artist,m3pp_album,m3pp_year,m3pp_language,m3pp_filtering_attr
m3pp_3037,7724,1,424,Easy Living,Paul Desmond,Kschel Jazz,,English,easylivingkscheljazzpauldesmond#
m3pp_3038,2475,1,160,O Holy Night,Milton Smith,The Magic of Christmas,'99,English,oholynightthemagicofchristmasmiltonsmith#
m3pp_3039,5078,6,273,Scrumpin',Rainbow Garden,Mark Farina: Rewind,'01,English,scrumpinmarkfarinarewindrainbowgarden#
m3pp_3040,7729,8,158,Pain of Love,Cyndy Starr & The Mopeds,The Blue Beat Ska and Reggae Revolution,,English,painoflovethebluebeatskaandreggaerevolutioncyndystarr&themopeds#
m3pp_3041,7732,9,144,Si tu veux te changer en gomme,Éric Mie,Dépareillé,'06,French,situveuxtechangerengommedépareillééricmie#
m3pp_3042,8787,2,-1,Better Love (Voodoo dub),Sensation,Better Love / Reelin' With the Feelin','95,English,betterlovebetterlovereelinwiththefeelinsensation#
m3pp_3043,2064,3,237,Mancini (medley),Regine Velasquez,Regine Live: Songbird Sings the Classics,'00,English,mancinireginelivesongbirdsingstheclassicsreginevelasquez#
m3pp_3044,4973,12,232,Hey!-Beautiful-Dreamer---Once-Upon-a-Star,Bay-City-Rollers,Hey!-Beautiful-Dreamer---Once-Upon-a-Star,'06,English,heybeautifuldreameronceuponastarbaycityrollers#
m3pp_3045,4125,3,97,Scrambled,Circle,Reflection,'11,English,scrambledreflectioncircle#
m3pp_3046,4819,10,169,Q-Nexionz,Qult,Revolution,'08,German,qnexionzrevolutionqult#
m3pp_3047,7758,6,241,All Mine,Portishead,The Chill Pill,,English,allminethechillpillportishead#
m3pp_3048,7772,,242,Memory Hither Come,Cécile Verny Quartet,The Bitter and the Sweet,'06,English,memoryhithercomethebitterandthesweetcécilevernyquartet#
m3pp_3049,7776,5,369,No Strings (I'm Fancy Free),Fred Astaire & Ginger Rogers,Fred Astaire & Ginger Rogers at RKO,'98,English,nostringsfredastaire&gingerrogersatrkofredastaire&gingerrogers#
m3pp_3050,3724, 3,207,Phantom 309,Boxcar Willie,The Best of Boxcar Willie,,English,phantom309thebestofboxcarwillieboxcarwillie#
m3pp_3051,6152,9,98,Maybe,Kate Hurley,Sleeping When You Woke Me,'06,English,maybesleepingwhenyouwokemekatehurley#
m3pp_3052,7790,12,213,RACK 'EM BACK,Eddie Boyd,EDDIE BOYD & HIS BLUES BAND,'04,English,rackembackeddieboyd&hisbluesbandeddieboyd#
m3pp_3053,2554,11,160,She (Tous les visages de l'amour),Charles Aznavour feat. Richard Galliano & Eddy Louiss,Jazznavour,'98,French,shejazznavourcharlesaznavourfeatrichardgalliano&eddylouiss#
m3pp_3054,7801,9,187,Piensa en mí,Los Panchos & Nat King Cole,Exitos Inolvidables,,Spanish,piensaenmíexitosinolvidableslospanchos&natkingcole#
m3pp_3055,7802,4,-1,Let That Poor Boy Sing,Austin Cunqningham,Let That Poor Boy Sing,'99,English,letthatpoorboysingaustincunqninghamletthatpoorboysing
m3pp_3056,5877,10,310,Pain,Circumcised,"Nuclear Blast Soundcheck Series, Volume 09",'96,English,painnuclearblastsoundcheckseriesvolume09circumcised#
m3pp_3057,7811,11,120,SidewalkS urfin' Girl,Queers,Don't Back Down,'96,English,sidewalksurfingirldontbackdownqueers#
m3pp_3058,7812,30,30,Disco Burger (jingle),Grand David,Kitsch Up!,,Englihs,discoburgerkitschupgranddavid#
m3pp_3059,2147,4,190,Knucklehead,Bleeder,Wild CD 04,'95,English,knuckleheadwildcd04bleeder#
m3pp_3060,9892,4,382,Miss Vegas,Zwotackter,Level_eins.3,'07,German,missvegasleveleins3zwotackter#
m3pp_3061,7823,4,-1,Mute (The Puff remix) (feat. Crisp),Techno Squirrels,Mute (The Puff remix) (feat. Crisp),'05,English,mutetechnosquirrelsmute
m3pp_3062,6996,14,216,Making Love (Into the Night),Usher,Raymond v. Raymond,'10,English,makingloveraymondvraymondusher#
m3pp_3063,2783,3,-1,Bring Back the Love (Spaced Out dub),Laura Harris,Bring Back the Love (Spaced Out dub),'98,English,bringbackthelovelauraharrisbringbackthelove
m3pp_3064,7835,4,220,Song for Tom,Grace Askew,Until They Lay Me Down to Rest,'10,English,songfortomuntiltheylaymedowntorestgraceaskew#
m3pp_3065,9839,2,373,...,Infetu,Pulse,'06,,pulseinfetu#
m3pp_3066,7839,1,302,Ready to Go,Republica,100 Essential Tracks: Pop,'10,English,readytogo100essentialtrackspoprepublica#
m3pp_3067,9913,14,414,Variations of Matter,Biopsy,Cervix State Sequences,,,variationsofmattercervixstatesequencesbiopsy#
m3pp_3068,1,9,219,L'enfant aux yeux d'Italie,Daniel Balavoine,De vous à elle en passant par moi,'75,French,lenfantauxyeuxditaliedevousàelleenpassantparmoidanielbalavoine#
m3pp_3069,7855,B1,238,Streetkiller -Great White,Great White,Streetkiller -Great White,'84,English,streetkillergreatwhitegreatwhite#
m3pp_3070,7857,2,433,Traum Fünf,Sensorama,Nagelbrett,'94,German,traumfünfnagelbrettsensorama#
m3pp_3071,6178,10,109,Wreck on the Highway,Sinkhole,Groping for Trout,'93,English,wreckonthehighwaygropingfortroutsinkhole#
m3pp_3072,7740,4,286,Womb Portals,Dead to Fall,Atreyu / Dead to Fall / The Autumn Offering,'06,English,wombportalsatreyudeadtofalltheautumnofferingdeadtofall#
m3pp_3073,7869,10,139,Alameda,Julian Lage,Sounding Point,'09,English,alamedasoundingpointjulianlage#
m3pp_3074,1992,17,121,"Jimmy Breeze, Part 2: Ram's Crumpled Horn",cLOUDDEAD,"2002-07-17: The Peel Sessions: BBC Radio 1, Maida Vale Studios, London, UK",,English,jimmybreezepart2ramscrumpledhorn20020717thepeelsessionsbbcradio1maidavalestudioslondonukclouddead#
m3pp_3075,7870,5,219,愛を止めないで,オフコース,YES-YES-YES,'83,Japanese,愛を止めないでyesyesyesオフコース#
m3pp_3076,3231,3,245,World Down Under,"II Tone feat. Satan, Big Cheese, $lim Money & Mac Montese","Helloween, Part 2: The Rise of Satan",'10,Engilsh,worlddownunderhelloweenpart2theriseofsataniitonefeatsatanbigcheese$limmoney&macmontese#
m3pp_3077,7873,7,378,Wandering Musician,Doors,Other Voices / Full Circle,'99,Engglish,wanderingmusicianothervoicesfullcircledoors#
m3pp_3078,4029,6,187,Echo,Outrage,Life Until Deaf,'95,English,echolifeuntildeafoutrage#
m3pp_3079,7881,18,213,Бог есть,Децл,Aka Le Truk,'04,Russian,богестьakaletrukдецл#
m3pp_3080,4266,14,229,Goodbye Mr A (radio edit),Hoosiers,Epic,'10,English,goodbyemraepichoosiers#
m3pp_3081,7884,10,159,Why She's a Girl from the Chainstore,Buzzcocks,French,'95,English,whyshesagirlfromthechainstorefrenchbuzzcocks#
m3pp_3082,7885,7,279,Frequency,Super Furry Animals,Love Kraft,'05,Egnlish,frequencylovekraftsuperfurryanimals#
m3pp_3083,6632,10,178,Christmas Is (Make It Sweet),Bobby Sherman,Christmas Album,'93,English,christmasischristmasalbumbobbysherman#
m3pp_3084,7894,1,385,Getting the Point,Bruce Broughton,Young Sherlock Holmes,'14,English,gettingthepointyoungsherlockholmesbrucebroughton#
m3pp_3085,7896,3808107MB-01,30,Skinny (30 second version),Jack Trombey,Whimsical Moments,,English,skinnywhimsicalmomentsjacktrombey#
m3pp_3086,7901,11,210,Vi er FCK,Det Fede Net,"FCK, Volume 2",,Danish,vierfckfckvolume2detfedenet#
m3pp_3087,7903,11,280,Slow Blues (without drums),Peter Vogl,Let's Jam! for Drummers,'05,English,slowbluesletsjamfordrummerspetervogl#
m3pp_3088,7905,1,349,The Sea,Morcheeba,The Sea,,English,theseamorcheebathesea
m3pp_3089,474,14,352,Malý Gavroch,Shaba Robo Grigorov & MIDI,Vdýchni reggae,'95,Slovak,malýgavrochvdýchnireggaeshabarobogrigorov&midi#
m3pp_3090,7910,4,120,Ham Hocks Espanol,Jimmy Castor,Hey Leroy,'95,English,hamhocksespanolheyleroyjimmycastor#
m3pp_3091,7913,5,49,Theme: A Gem From Tiffany (II),Shelly Manne & His Men,Complete Live at the Black Hawk,n.a.,English,themeagemfromtiffanycompleteliveattheblackhawkshellymanne&hismen#
m3pp_3092,7206,21,169,No.,Georg Friedrich Händel,No.,'06,English,nogeorgfriedrichhändel#
m3pp_3093,7914,1,193,Sun suomineitos oon,Heidi Kyrö,Parhaat,'97,Finnishh,sunsuomineitosoonparhaatheidikyrö#
m3pp_3094,4873,9,196,El Amor De Mi Boho,Omara Portuondo,Buena Vista Social Club 5,,Spanish,elamordemibohobuenavistasocialclub5omaraportuondo#
m3pp_3095,7915,31,199,Cüüüüs,Ercandize feat. Kool Savas & Amar,Best of Ercandize,,German,cüüüüsbestofercandizeercandizefeatkoolsavas&amar#
m3pp_3096,2187,21,165,A Natural Women,Aretha Franklin,SoulMates,,Ennglish,anaturalwomensoulmatesarethafranklin#
m3pp_3097,7918,22,163,Granny Takes a Trip,Ralph McTell,Streets of London: The Best of Ralph McTell,'82,English,grannytakesatripstreetsoflondonthebestofralphmctellralphmctell#
m3pp_3098,2512,42951018MB-01,-1,7,1.968,7,,,71968unknown
m3pp_3099,5525,9,-1,21 gramos,Abram,Necrópolis,'05,Spanish,21gramosnecrópolisabram#
m3pp_3100,7926,13,523,Secret Song,Shawn McDonald,Focal Point,,English,secretsongfocalpointshawnmcdonald#
m3pp_3101,2988,7,-1,Talvez,Omara Portuondo e Maria Bethânia,Omara Portuondo e Maria Bethânia,'08,[Multiple languages],talvezomaraportuondoemariabethâniaomaraportuondoemariabethânia#
m3pp_3102,7934,1,126,Opening,Stephen Sondheim,Sunday in the Park With George (2006 London revival cast),'06,English,openingsundayintheparkwithgeorgestephensondheim#
m3pp_3103,7936,3,328,This Is Disco (Dave Angel remix),Dave Angel,This Is Disco (Dave Angel remix),'97,English,thisisdiscodaveangelthisisdisco
m3pp_3104,1384,3,291,Breaking the Walls,Inade,Tesco Disco: Heavy Electronics II,'97,English,breakingthewallstescodiscoheavyelectronicsiiinade#
m3pp_3105,8370,12,316,Diarabima,Kerfala Kante,Biyedi,,,diarabimabiyedikerfalakante#
m3pp_3106,5449,10,283,Pig Jig,Aberlour's,Save the Last Drop,'10,English,pigjigsavethelastdropaberlours#
m3pp_3107,7943,3,501,Der Wandler,Cosmic Couriers,Other Places,'96,[Multiple languages],derwandlerotherplacescosmiccouriers#
m3pp_3108,7949,3,169,Smooth Dow,Kas Product,By Pass,'06,,smoothdowbypasskasproduct#
m3pp_3109,7959,27,34,Rezitativ (Bass),Johann Sebastian Bach,Christmas Oratorio (New London Consort feat. conductor: Philip Pickett),'99,English,rezitativjohannsebastianbach#
m3pp_3110,2904,5,214,Tanz mich in den Schlaf,Herwig Mitteregger,Jedesmal,'87,German,tanzmichindenschlafjedesmalherwigmitteregger#
m3pp_3111,5256,2,184,You & My Old Guitar,Thomas Fraser,You and My Old Guitar,'03,English,you&myoldguitaryouandmyoldguitarthomasfraser#
m3pp_3112,6556,6,201,Saratoga,Nina Simonee,Nina's Back,,Engllish,saratoganinasbackninasimonee#
m3pp_3113,7966,14,356,Endtrance,Poi Dog Pondering,Volo Volo,'92,English,endtrancevolovolopoidogpondering#
m3pp_3114,2610,9,376,Exalted Above Thrones,unk.,Vittra,'95,English,exaltedabovethronesvittraunk#
m3pp_3115,4348,2,157,Arden Stole the Highlights,Van Morrison,Veedon Fleece,n.a.,English,ardenstolethehighlightsveedonfleecevanmorrison#
m3pp_3116,5314,7,129,Our Time is Now,Softer than Yesterday,...the day i heard their stations fade to static,'05,English,ourtimeisnowthedayiheardtheirstationsfadetostaticsofterthanyesterday#
m3pp_3117,7971,3,201,Take Notes,J.R. Writer,History in the Making,'06,English,takenoteshistoryinthemakingjrwriter#
m3pp_3118,3201,6,-1,NolÄdÄts (DÄ«terihs un ziÅotÄji),Zigmars Liepiņš,"Rokopera ""LÄÄplÄsis""",'04,Latvian,nolädätsrokoperalääpläsiszigmarsliepiņš#
m3pp_3119,905,2,520,The Power of Love (Rob Searle club mix),Frankie Goes to Hollywood,The Power of Love (Rob Searle club mix),'00,English,thepoweroflovefrankiegoestohollywoodthepoweroflove
m3pp_3120,7980,12,123,Raunchy,Nowhere Boys,Nowhere Boy,'09,English,raunchynowhereboynowhereboys#
m3pp_3121,7982,5,141,Lester Lampshade,Giant Sand,Backyard Barbeque Broadcast,'11,English,lesterlampshadebackyardbarbequebroadcastgiantsand#
m3pp_3122,7983,10,325,Heaven's No Place,Horse Feathers,Thistled Spring,'10,English,heavensnoplacethistledspringhorsefeathers#
m3pp_3123,7985,2,220,The Puppy Song,Peter Stampfel & Baby Gramps,Outertainment,'10,English,thepuppysongoutertainmentpeterstampfel&babygramps#
m3pp_3124,2967,1,121,Introduction,David Isay,"Holding On: Dreamers, Visionaries, Eccentrics And Other American Heroes",,English,introductionholdingondreamersvisionarieseccentricsandotheramericanheroesdavidisay#
m3pp_3125,2018,14,171,Just One of Those Things,Sonny Criss,The Complete Imperial Sessions,'00,English,justoneofthosethingsthecompleteimperialsessionssonnycriss#
m3pp_3126,7991,7,254,Sofisticated,Stereo MC’s,Deep Down & Dirty,'01,English,sofisticateddeepdown&dirtystereomc’s#
m3pp_3127,7992,Italian,160,"Concerto per violino, archi e basso continuo in mi maggiore BWV 1042: III. Allegro assai",Johann Sebastian Bach,Compact Collection ClasGsica,'93,Italian,concertoperviolinoarchiebassocontinuoinmimaggiorebwv1042iiiallegroassaicompactcollectionclasgsicajohannsebastianbach#
m3pp_3128,7993,24,9,キーボード・イントロダクション,放課後ティータイム,TVアニメ「けいおん!」オフィシャル バンドやろーよ!! (バンドスコア付),'09,Japanese,キーボード・イントロダクションtvアニメ「けいおん」オフィシャルバンドやろーよ放課後ティータイム#
m3pp_3129,7996,10,199,Downderry Daze,Bridget St. John,Songs for the Gentle Man,'05,English,downderrydazesongsforthegentlemanbridgetstjohn#
m3pp_3130,8001,7,302,The Speed of Love,Rush,Counterparts,'04,English,thespeedoflovecounterpartsrush#
m3pp_3131,5488,9,295,Spilt Milk,Second Person,Come to Dust,'11,Engllish,spiltmilkcometodustsecondperson#
m3pp_3132,8004,20,193,Let's Start Over Again,Flat DuoJets,Safari,'93,English,letsstartoveragainsafariflatduojets#
m3pp_3133,8008,1,378,Gone (David Duriez Lunar disco mix),Sieg über die Sonne,Fritz Loveradio (disc 2: Mixed by Anja Schneider),'04,English,gonesiegüberdiesonne#
m3pp_3134,5511,33,4,[silence],Tfas,44,'03,"German, Swiss",silence44tfas#
m3pp_3135,4509,17,213,Spirit in the Sky,Doctor and the Medics,Mastermix Classic Cuts 80s Night B-D,,English,spiritintheskymastermixclassiccuts80snightbddoctorandthemedics#
m3pp_3136,8014,1,198,The Great Escape,We Are Scientists,The Great Escape,'05,English,thegreatescapewearescientiststhegreatescape
m3pp_3137,7216,5,205,Reality,Mindthings,The First Emotion,'06,English,realitythefirstemotionmindthings#
m3pp_3138,3196,4,223,[untitled],Bill Clinton,"My Life, Part 1",,English,untitledmylifepart1billclinton#
m3pp_3139,8020,2,199,The R ivers Turned to Cobblestone,Library Tapes,"Mythical Records Presents: Odyssey of Rapture, Volume 1",'09,[Multiple languages],theriversturnedtocobblestonemythicalrecordspresentsodysseyofrapturevolume1librarytapes#
m3pp_3140,8864,10,474,Johnie,Supagreen,The Greenhouse Effect,'06,English,johniethegreenhouseeffectsupagreen#
m3pp_3141,8029,13,218,Don't Get Around Much Anymore,Louis Armstrong,Summertime,'06,English,dontgetaroundmuchanymoresummertimelouisarmstrong#
m3pp_3142,8031,1,183,Only Teardrops,Emmelie de Forest,Only Teardrops,'13,English,onlyteardropsemmeliedeforestonlyteardrops
m3pp_3143,8033,8,226,Sessions,Awol One,Afterbirth,'07,English,sessionsafterbirthawolone#
m3pp_3144,6782,8,-1,Några krav,Robert Widén,Maria,'81,SWEDISH,någrakravmariarobertwidén#
m3pp_3145,8034,22,395,The Stonecutter,John Williams,Family Plot,'10,English,thestonecutterfamilyplotjohnwilliams#
m3pp_3146,2009,216,15,Change Something,Mick Kiely,Lifestyle Smile,'09,English,changesomethinglifestylesmilemickkiely#
m3pp_3147,8037,7,250,Dear Elaine,Roy Wood,The Wizzard: Greatest Hits and More,,English,dearelainethewizzardgreatesthitsandmoretheemiyearsroywood#
m3pp_3148,15,3,225,10cm,Anemone,10cm,'13,,10cmanemone10cm
m3pp_3149,4982,7,517,Balladen om Rickard Sandler,Tor eBerger,I huset långt på landet,'09,Swedish,balladenomrickardsandlerihusetlångtpålandettoreberger#
m3pp_3150,8045,27,175,Can You Explain It,Devotions,"Windy City Doo Wop to Soul, Volume 2",'05,English,canyouexplainitwindycitydoowoptosoulvolume2devotions#
m3pp_3151,8047,6,229,"Always Remember to Respect Your Mother, Part 1",Dusted,When We Were Young,'00,English,alwaysremembertorespectyourmotherpart1whenwewereyoungdusted#
m3pp_3152,3397,9,308,In the Stream,Living Mirrors,In the Heart of the Stone,'93,English,inthestreamintheheartofthestonelivingmirrors#
m3pp_3153,8048,32,145,"Goldberg Variationen, BWV 988, Aria mit 30 Veränderungen 32",Johann Sebastian Bach,"Goldberg-Variationen, BWV 988, Clavierübung, Teil 4",,Germlan,goldbergvariationenbwv988ariamit30veränderungen32goldbergvariationenbwv988clavierübungteil4johannsebastianbach#
m3pp_3154,737,109,1,Duckman Hunting Call I,Brian Matthews,Novelty Elements,,English,duckmanhuntingcallinoveltyelementsbrianmatthews#
m3pp_3155,8056,B,168,Another Crack in the Jaw,Food for Worms,I Don't Wanna Be President / Another Crack in the Jaw,'81,English,anothercrackinthejawidontwannabepresidentanothercrackinthejawfoodforworms#
m3pp_3156,18,18,240,"Du Ikk' Sej, Din Pik Er Ikk' Lang, Vi Skyder Dig",Tabu Recz,Tabu RecCz,,,duikksejdinpikerikklangviskyderdigtabureccztaburecz#
m3pp_3157,8064,8,318,Black,Therion,Bells of Doom,'01,Englih,blackbellsofdoomtherion#
m3pp_3158,8068,2,344,Wish You Were Here,Pink Floyd,For Whom the Bell Tolls,,Enlgish,wishyouwerehereforwhomthebelltollspinkfloyd#
m3pp_3159,5899,5,-1,Keyboard Man (typist),Bitscape,フューチャーランディング -tribute to simon-,,Japanese,keyboardmanフューチャーランディングtributetosimonbitscape#
m3pp_3160,8070,8,178,White Christmas,Bing Crosby,The Definitive Collection,'06,English,whitechristmasthedefinitivecollectionbingcrosby#
m3pp_3161,8075,11,192,Ella James,Move,The Best of The Move,'97,E nglish,ellajamesthebestofthemovemove#
m3pp_3162,7653,5,244,Charles and Die Laughing,Khartoum Heroes,Khartoum Heroes,'94,English,charlesanddielaughingkhartoumheroeskhartoumheroes#
m3pp_3163,8078,10,223,Lost Weekend,Brother Love,Album of the Year,,English,lostweekendalbumoftheyearbrotherlove#
m3pp_3164,1726,17,220,Surprise,Gnarls Barkley,Fresh Air,,English,surprisefreshairgnarlsbarkley#
m3pp_3165,8082,15,168,Talking to Hank,George Jones feat. Mark Chesnutt,My Very Special Guests,,English,talkingtohankmyveryspecialguestsgeorgejonesfeatmarkchesnutt#
m3pp_3166,8680,6,169,Tako lepo bo,Uroš Rakovec Trio,Poganjki,'09,,takolepobopoganjkiurošrakovectrio#
m3pp_3167,8086,6,242,Walkie Talkie,King Kong & D. Jungle Girls,Boom Boom Dollars,'89,English,walkietalkieboomboomdollarskingkong&djunglegirls#
m3pp_3168,710,1,117,Java,Al Hirt,"Bar Jazz, Volume 4",'02,Englifsh,javabarjazzvolume4alhirt#
m3pp_3169,8090,5,192,Der Schrittmacher,Dritte Raum,Mystery Trance V8,'00,English,derschrittmachermysterytrancev8dritteraum#
m3pp_3170,8091,5,234,Mississippi Queen,Grand Café,Put A Little Grease On My Axe,'08,English,mississippiqueenputalittlegreaseonmyaxegrandcafé#
m3pp_3171,9682,12,242,Wild Horses,Beth Hart,Leave the Light On,'05,English,wildhorsesleavethelightonbethhart#
m3pp_3172,5428,8,292,Bring It Back,ATB,Two Worlds,'01,English,bringitbacktwoworldsatb#
m3pp_3173,8095,8,388,"Piano Concerto No. 11 in D major, Hob XVIII:11: II. Un poco adagio",Joseph Haydn,"Piano Concertos Nos. 3, 4, 11",'00,English,pianoconcertono11indmajorhobxviii11iiunpocoadagiopianoconcertosnos3411josephhaydn#
m3pp_3174,8096,5,148,Soul Call,Duke Ellington & His Orchestra,"Jazz Collection (disc 2: Taking the ""A"" Train)",,English,soulcalljazzcollectiondukeellington&hisorchestra#
m3pp_3175,8098,21,199,We Can't Have Hits of Our Own Anymore,Stars Over 45,20 BIG No.2's,,English,wecanthavehitsofourownanymore20bigno2sstarsover45#
m3pp_3176,8101,1,-1,saturdaGy,paris match,type III,'02,Japanese,saturdagytypeiiiparismatch#
m3pp_3177,8102,13,223,Rockstar,Bsson,Rockstar,,,rockstarbssonrockstar
m3pp_3178,8107,1,51,[untitled],Negativland,It's All in Your Head FM,'06,English,untitleditsallinyourheadfmnegativland#
m3pp_3179,106,5,202,Magnetic Magnetic,Satellites & Sirens,One Nosie,'14,English,magneticmagneticonenosiesatellites&sirens#
m3pp_3180,9262,13,227,Bacalao Con Pan,Irakere,Luaka Bop: Zero Accidents on the Job,'00,English,bacalaoconpanluakabopzeroaccidentsonthejobirakere#
m3pp_3181,8132,13,220,Fire Horse (remix),Авраам Руссо,Просто любить,'03,Russian,firehorseпростолюбитьавраамруссо#
m3pp_3182,8133,1,667,All The Things You Are,Brad Mehldau Trio,Live at Festival Lugano,'99,English,allthethingsyouareliveatfestivalluganobradmehldautrio#
m3pp_3183,8134,11,134,Say Goodbye,Wolfbrigade,In Darkness You Feel No Regrets,'03,English,saygoodbyeindarknessyoufeelnoregretswolfbrigade#
m3pp_3184,5145,23,268,"Johannes-Passion, BWV 245: Teil II. No. 23 ""Die Juden aber schrieen"" (Evangelista, Chorus, Pilatus)",Johann Sebastian Bach,"Die Kompletten Werke, Volume 22: Johannes-Passion / Oster-Oratorium / Ein Choralbuch (feat. conductor: Helmuth Rilling)",'04,German,johannespassionbwv245teiliino23diejudenaberschrieenjohannsebastianbach#
m3pp_3185,638,3,352,Jah Love (VIP Remix),Lemon D,Jungle Renegades Vol. 2,,English,jahlovejunglerenegadesvol2lemond#
m3pp_3186,8138,8,196,Hanky Panky,Lady Saw,Bitter Blood Riddim,,,hankypankybitterbloodriddimladysaw#
m3pp_3187,8140,11,265,O ceanside LLiner,paris match,♭5,'04,Japanese,oceansidelliner♭5parismatch#
m3pp_3188,8141,9,219,Mimosa,Alun Tan Lan,Yr Aflonydd,,Welsh,mimosayraflonyddaluntanlan#
m3pp_3189,5151,1,167,Gotta Getcha,Blues Company,Vintage,'96,English,gottagetchavintagebluescompany#
m3pp_3190,8145,11,356,Ta Amo,Silvana Deluigi,Yo!,,Spanish,taamoyosilvanadeluigi#
m3pp_3191,4947,17,345,Autopista,Loquillo y Trogloditas,Historia de una actitud (25 años de Rock & Roll),'02,Spanish,autopistahistoriadeunaactitudloquilloytrogloditas#
m3pp_3192,8150,10,221,Piraadi pihtimus,Untsakad,"Nuur ma olli, ull ma olli...",'95,Estonia,piraadipihtimusnuurmaolliullmaolliuntsakad#
m3pp_3193,8151,5,210,One Law AFor Them,Vanize,Bootlicker,,English,onelawaforthembootlickervanize#
m3pp_3194,8154,13,126,Black Is the Color of My True Love's Hair,John Jacob Niles,I Wonder as I Wander: Carols & Love Songs,'06,English,blackisthecolorofmytrueloveshairiwonderasiwandercarols&lovesongsjohnjacobniles#
m3pp_3195,9838,14,229,Naz Barı,Bengi Bağlama Üçlüsü,Güneş Bahçesinden Ezgiler,'98,Turkish,nazbarıgüneşbahçesindenezgilerbengibağlamaüçlüsü#
m3pp_3196,8155,10,372,Are We Dancing Now? (Map III),Jane Siberry,Bound by the Beauty,'10,English,arewedancingnowboundbythebeautyjanesiberry#
m3pp_3197,8158,7,112,A King's Procession,Trevor Morris,The Tudors: Season 4,'10,English,akingsprocessionthetudorsseason4trevormorris#
m3pp_3198,6442,20,148,Song of the Islands,Santo & Johnny,Encore / Hawaii,,,songoftheislandsencorehawaiisanto&johnny#
m3pp_3199,8159,5,424,Back in the Game,Barclay James Harvest featuring Les Holroyd,Classic Meets Rock,'07,English,backinthegameclassicmeetsrockbarclayjamesharvestfeaturinglesholroyd#
m3pp_3200,8115,8,327,Iwnjebreck/Wayne's Tune/Peacocks and Pillows/Zorro Beg,Kirsty and Katie Lawrence,Tree Baatyn Beggey,'06,English,iwnjebreckwaynestunepeacocksandpillowszorrobegtreebaatynbeggeykirstyandkatielawrence#
m3pp_3201,8166,9,63,Yasuragi [Tranquility],朝倉行,Rurouni Kenshin Complete CD-BOX,,Japanese,yasuragitranquilityrurounikenshincompletecdboxscene9originalsoundtrackgameii朝倉行#
m3pp_3202,4288,14,235,Jamaica Jamaica,Special EFX,Jazzy Summer,'09,English,jamaicajamaicajazzysummerspecialefx#
m3pp_3203,8174,6,126,Le Retour du père,Philip Glass,Philip on Film: Filmworks by Philip Glass,'01,English,leretourdupèrephiliponfilmfilmworksbyphilipglassphilipglass#
m3pp_3204,5720,19,-1,Van a por nosotros,Turtle Power Crew,Aplasta tus gfaas de pasta,'07,Spanish,vanapornosotrosaplastatusgfaasdepastaturtlepowercrew#
m3pp_3205,8180,14,58,Sesenta y nueve,Macromassa,Puerta Heliogàbal,'97,Spanish,sesentaynuevepuertaheliogàbalmacromassa#
m3pp_3206,9707,8,88,De vlag,Heimat-Los,La seconde nécessaire : 1983-1988,'06,[Multiple languages],devlaglasecondenécessaire19831988heimatlos#
m3pp_3207,8182,16,79,Love Call (Harvey's mix),Ramsey & Co.,Global Underground 034: Felix da Housecat in Milan,unk.,English,lovecallglobalunderground034felixdahousecatinmilanramsey&co#
m3pp_3208,5577,4,339,Face to Face,John Canaan,Our Savior's Love,,English,facetofaceoursaviorslovejohncanaan#
m3pp_3209,8541,9,232,Freundschaft,Guten,Alles Gute,'99,German,freundschaftallesguteguten#
m3pp_3210,8188,3,586,Consider Figure Three,Djam Karet,The Heavy Soul Sessions,'10,English,considerfigurethreetheheavysoulsessionsdjamkaret#
m3pp_3211,2974,1,-1,Mädchen in Weiss,Gorilla Aktiv,Umsonst Ohne Risiko,'05,,mädcheninweissumsonstohnerisikogorillaaktiv#
m3pp_3212,7159,9,-1,Matte Kudasai,King Crimson,"1995-06-02: Orpheum Theatre, Boston, MA, USA",,English,mattekudasai19950602orpheumtheatrebostonmausakingcrimson#
m3pp_3213,8195,2,115,Cassation ex G mit der Kindersymphonie: Menuetto,Johann Georg Leopold Mozart,Klassik für Kinder,,German,cassationexgmitderkindersymphoniemenuettoklassikfürkinderjohanngeorgleopoldmozart#
m3pp_3214,9039,8,106,Modestine,Savourna Stevenon,"Tusitala, teller of tales",'94,English,modestinetusitalatelleroftalessavournastevenon#
m3pp_3215,6695,45,72,We.Are,Who.Is,A State of Trance: Year Mix 2010,'10,English,weareastateoftranceyearmix2010whois#
m3pp_3216,8204,13,330,D.,Drone,Hello,'95,English,dhellodrone#
m3pp_3217,2180,6,225,September Song,Brown,Hollywood Palladium 1954-55 #6,,English,septembersonghollywoodpalladium195455#6brown#
m3pp_3218,8205,1,90,"Invention 1 in C major, BWV 772",Johann Sebastian Bach,The Two and Three Part Inventions,'02,English,invention1incmajorbwv772thetwoandthreepartinventionsjohannsebastianbach#
m3pp_3219,8209,10,179,Folaghe,Fabrizio De André,Rimini,'78,Italian,folagheriminifabriziodeandré#
m3pp_3220,8210,12,244,Safe With You (Henry Krinkle remix),Alex Metric & Jacques Lu Cont feat. Malin,Ministry of Sound: Chilled House Classics,'13,Englsh,safewithyouministryofsoundchilledhouseclassicsalexmetric&jacqueslucontfeatmalin#
