ids,label,rewo_base,cdi_base,rewo_brand,cdi_brand,rewo_capacity,cdi_capacity,rewo_category,cdi_category,rewo_cluster_id,cdi_cluster_id,rewo_color,cdi_color,rewo_finish,cdi_finish,rewo_height,cdi_height,rewo_id,cdi_id,rewo_material,cdi_material,rewo_product_type,cdi_product_type,rewo_shape,cdi_shape,rewo_style,cdi_style,rewo_title,cdi_title
rewo_77013_cdi_4008,0,,'legs',southbend,southbend,,'60 minute',,,14339069,7434824,,,'nsf','nsf',,'420.00 ',rewo_77013,cdi_4008,'speed fan motor' 'solid state temperature' 'front','timer' 'speed fan motor' 'stainless steel','single door with','single door with window porcelain','control' 'porcelain',,'oven','oven' 'front' 'floor model'," "" eh/20cch convection oven, electric""@en ""  oven","marathonergold electric convection oven "" eh/10sc marathonergold | culinary depot"""
rewo_57965_cdi_4008,1,'legs','legs',southbend,southbend,'5 pans','60 minute',,,7434824,7434824,'two speed fan motor',,'nsf','nsf',,'420.00 ',rewo_57965,cdi_4008,'convection oven electric half size' 'solid state temperature' 'front','timer' 'speed fan motor' 'stainless steel','single door with','single door with window porcelain','control' 'porcelain',,'oven' 'floor model','oven' 'front' 'floor model'," "" eh/10sc convection oven, electric""@en ""  oven","marathonergold electric convection oven "" eh/10sc marathonergold | culinary depot"""
rewo_77013_cdi_6861,1,,'legs',southbend,southbend,,,,,14339069,14339069,,,'nsf','nsf',,'850.00 ',rewo_77013,cdi_6861,'speed fan motor' 'solid state temperature' 'front','front','single door with',,'control' 'porcelain','porcelain','oven','two speed fan motor' 'oven' 'floor model'," "" eh/20cch convection oven, electric""@en ""  oven","marathonergold electric convection oven "" eh/20cch marathonergold | culinary depot"""
rewo_57965_cdi_6114,0,'legs','legs',southbend,southbend,'5 pans',,,,7434824,12473727,'two speed fan motor',,'nsf','nsf',,'420.00 ',rewo_57965,cdi_6114,'convection oven electric half size' 'solid state temperature' 'front','solid state temperature','single door with','single door with','control' 'porcelain','control' 'porcelain','oven' 'floor model','two speed fan motor' 'oven'," "" eh/10sc convection oven, electric""@en ""  oven","marathonergold gas convection oven "" gh/10cch marathonergold | culinary depot"""
rewo_45595_cdi_6114,0,,'legs',southbend,southbend,,,,,3096928,12473727,'two speed fan motor',,'nsf','nsf',,'420.00 ',rewo_45595,cdi_6114,'solid state temperature','solid state temperature','single door with','single door with','control' 'porcelain','control' 'porcelain','control' 'oven','two speed fan motor' 'oven'," "" gh/20sc convection oven, gas""@en ""  oven","marathonergold gas convection oven "" gh/10cch marathonergold | culinary depot"""
rewo_72022_cdi_6114,1,,'legs',southbend,southbend,,,,,12473727,12473727,,,'nsf','nsf',,'420.00 ',rewo_72022,cdi_6114,'solid state temperature','solid state temperature','single door with','single door with','control' 'porcelain','control' 'porcelain','two speed fan motor' 'oven','two speed fan motor' 'oven'," "" gh/10cch convection oven, gas""@en ""  oven","marathonergold gas convection oven "" gh/10cch marathonergold | culinary depot"""
rewo_48485_cdi_2589,0,'cabinet','(2) cabinets',blodgett,blodgett,,,,,4247842,4249423,,'shelf front top','nsf','nsf',,'1060.00 ',rewo_48485,cdi_2589,'stainless steel front top' 'back',,'pressure regulator','plate manual' 'pressure regulator' 'back 210','sides stub','sides stub',,'phoenix heavy duty'," "" bp-6ht range, 72"" heavy duty, gas""@en duty ""  range","phoenix heavy duty range "" | culinary depot"""
rewo_48491_cdi_2589,1,,'(2) cabinets',blodgett,blodgett,,,,,4249423,4249423,,'shelf front top',,'nsf',,'1060.00 ',rewo_48491,cdi_2589,,,,'plate manual' 'pressure regulator' 'back 210',,'sides stub',,'phoenix heavy duty'," "" bp-72g range, 72"" heavy duty, gas""@en gas | griddles""@en ""  range duty","phoenix heavy duty range "" | culinary depot"""
rewo_48485_cdi_2580,1,'cabinet','(2) cabinets',blodgett,blodgett,,,,'sides stub',4247842,4247842,,,'nsf','nsf',,'940.00 ',rewo_48485,cdi_2580,'stainless steel front top' 'back',,'pressure regulator','back 210','sides stub',,,'phoenix heavy duty'," "" bp-6ht range, 72"" heavy duty, gas""@en duty ""  range","phoenix heavy duty range "" | culinary depot"""
rewo_99_cdi_3967,0,,'(2) cabinets',southbend,southbend,,,,,5339,7329241,'ultimate','ultimate','nsf','nsf',,'1075.00 ',rewo_99,cdi_3967,,,'standard grates','standard grates',,,'restaurant' 'standard' 'oven base standing pilot','restaurant'," "" 4601dd-2rr range, 60"" restaurant, gas""@en gas | heavy duty range""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_99_cdi_4,1,,'standard ovens' '(2) standard ovens',southbend,southbend,,,,,5339,5339,'ultimate','ultimate','nsf','nsf',,'1075.00 ',rewo_99,cdi_4,,'battery' 'oven','standard grates','standard grates',,,'restaurant' 'standard' 'oven base standing pilot','restaurant' 'per'," "" 4601dd-2rr range, 60"" restaurant, gas""@en gas | heavy duty range""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_36589_cdi_4085,0,,,tru,true,'51 7' '8 l' '60 l' 'one piece' '60 1' 'nsf ce','8 l' '60 1' '9 amps',,,1606546,7686890,'refrigerated' 'back white aluminum','chef base' 'back aluminum',,,'300 series','300 series' '621.00 ',rewo_36589,cdi_4085,'18 gauge' 'stainless steel','18 gauge' 'stainless steel','floor 2 drawers' 'not included','floor' 'not included',,,'chef base' 'top','top' 'drawers'," ""e trcb-52-60 equipment stand, refrigerated base""@en "" e stand base | one section""@en","refrigerated chef base "" | culinary depot"""
rewo_58754_cdi_4085,1,,,tru,true,'9 6' 'nsf ce','8 l' '60 1' '9 amps',,,7686890,7686890,'refrigerator','chef base' 'back aluminum','stainless steel',,,'300 series' '621.00 ',rewo_58754,cdi_4085,'stainless steel','18 gauge' 'stainless steel','half doors','floor' 'not included',,,'shelves interior','top' 'drawers'," ""e ts-72-6 reach-in refrigerator 3 sections""@en "" e sections | three section""@en","refrigerated chef base "" | culinary depot"""
rewo_48667_cdi_3204,0,'removable cast iron','removable cast iron' '(1) convection oven',blodgett,blodgett,,,,,4291613,5527308,,'phoenix heavy duty' 'shelf front top','stainless steel front top','nsf',,'705.00 ',rewo_48667,cdi_3204,'back','front and rear' 'back','phoenix heavy duty' 'plate shelf' 'pressure regulator','pressure regulator','sides stub','sides stub','open burners' 'grates' 'modular base 6 stainless steel','open burners' 'grates'," "" bpm-4-a range, 24"" heavy duty, gas""@en duty gas | range""@en ""  range","phoenix heavy duty range "" | culinary depot"""
rewo_48667_cdi_2628,1,'removable cast iron','removable cast iron' 'open legs with crossrails',blodgett,blodgett,,,,,4291613,4291613,,'shelf front top','stainless steel front top',,,'225.00 ',rewo_48667,cdi_2628,'back','back','phoenix heavy duty' 'plate shelf' 'pressure regulator','pressure regulator','sides stub','sides stub','open burners' 'grates' 'modular base 6 stainless steel','phoenix heavy duty' 'open burners' 'grates' 'modular base'," "" bpm-4-a range, 24"" heavy duty, gas""@en duty gas | range""@en ""  range","phoenix heavy duty range "" | culinary depot"""
rewo_26201_cdi_603,0,,,delfield,delfield,,'9 pan',,,1187448,859039,'top refrigerator' 'front breathing rear mounted','top refrigerator' 'front breathing rear mounted',,,,'223.00 ',rewo_26201,cdi_603,'stainless steel','stainless steel','gn shelves' 'top',,,,'reduced height two' 'refrigeration system','reduced height single' 'top' 'refrigeration system' 'doors'," "" uc4464n-24m refrigerated counter, mega top sandwich / salad unit""@en ""  counter unit | top""@en","mega top refrigerator "" | culinary depot"""
rewo_28943_cdi_1194,0,,,accutemp,accutemp,"'(6) 12""x20""x2-1/2"" deep pans'",,,,1298808,1558346,,,,,'12 x 20','12 x 20' '281.00 ',rewo_28943,cdi_1194,,,'not voided','not voided',,,'deep pans digital','deep pans digital'," "" e62083d100 steamer, convection, countertop""@en countertop | convection steamers""@en ""  steamer","sgl connectionless evolution boilerless "" | culinary depot"""
rewo_35372_cdi_1194,1,,,accutemp,accutemp,"'(6) 12""x20""x2-1/2"" deep pans'",,,,1558346,1558346,,,,,,'12 x 20' '281.00 ',rewo_35372,cdi_1194,,,'not voided','not voided',,,'deep pans digital','deep pans digital'," "" e62403d130 sgl steamer, convection, electric, boilerless, floor model""@en ""  steamer convection boilerless model | steamers""@en electric","sgl connectionless evolution boilerless "" | culinary depot"""
rewo_28943_cdi_984,1,,,accutemp,accutemp,"'(6) 12""x20""x2-1/2"" deep pans'",,,,1298808,1298808,,,,,'12 x 20','12 x 20' '231.00 ',rewo_28943,cdi_984,,,'not voided','not voided',,,'deep pans digital','electric holds 6' 'deep pans digital'," "" e62083d100 steamer, convection, countertop""@en countertop | convection steamers""@en ""  steamer","connectionless evolution boilerless "" | culinary depot"""
rewo_32091_cdi_1091,1,'legs with side crossrails','legs with boxed crossrails',advance tabco,advance tabco,'20 wide' '18 gauge','18 gauge',,,1427026,1427026,'regaline sink 3','regaline sink 3','stainless steel',,"'8""'","'225.00 ' '8""'",rewo_32091,cdi_1091,'12' 'nsf','nsf','open frame','open frame',,,'compartment with left hand drainboard' 'deep with','compartment with left hand drainboard' 'deep with'," "" 9-83-60-18l sink, (3) three compartment""@en "" advance sink compartment | sinks with drainboard""@en","regaline sink ""advance | culinary depot"""
rewo_43087_cdi_1556,0,,,delfield,delfield,,,,,2139190,2153636,,,'front','two' 'front',,'411.00 ',rewo_43087,cdi_1556,'mounted','mounted','flat top','flat work' 'flat top',,,'refrigeration system' 'doors','top freezer' 'refrigeration system' 'doors'," "" 4432n refrigerated counter work top""@en "" ","flat work top freezer "" | culinary depot"""
rewo_43128_cdi_1556,1,,,delfield,delfield,,,,,2153636,2153636,,,'front','two' 'front',,'411.00 ',rewo_43128,cdi_1556,'mounted','mounted','two' 'flat top','flat work' 'flat top',,,'refrigeration system' 'doors','top freezer' 'refrigeration system' 'doors'," "" 4560n freezer counter work top""@en ""  top | two section""@en","flat work top freezer "" | culinary depot"""
rewo_8134_cdi_4650,0,,,turbo air,turbo air,,'36 f' '42 f' '2','fluorescent light','fluorescent light',405020,8969039,,,'cetlus etl sanitation 115v',,,'496.00 ',rewo_8134,cdi_4650,'stainless steel','stainless steel','floor air flow grille rear','floor air flow grille rear','lamp','lamp','bakery case non refrigerated' 'rear doors' 'shelf shielded top','rear doors' 'shelves shielded top'," "" tcgb-60-dr display case, non-refrigerated bakery""@en "" turbo case bakery | curved glass deli case""@en","deli case ""turbo - | culinary depot"""
rewo_46782_cdi_252,0,'speed fan' 'legs','speed fan' 'legs',duk,duke,'500 f' '12 hr' '6 pans','500 f' '12 hr',,,3630228,330037,'stainless steel feet 65',,,,,'1080.00 ',rewo_46782,cdi_252,'stainless steel' 'digital timer','digital timer','dependent doors' 'pulse fan','independent doors' 'pulse fan',,,,," ""e 613-e4xx convection oven, electric""@en "" e oven electric | full size ovens""@en","38"" deep depth double deck gas convection oven - 46,000 btu ""613q-g4xx | culinary depot"""
rewo_6563_cdi_252,1,'speed fan','speed fan' 'legs',duk,duke,'500 f' '12 hr','500 f' '12 hr',,,330037,330037,,,,,,'1080.00 ',rewo_6563,cdi_252,'digital timer','digital timer','independent doors' 'pulse fan','independent doors' 'pulse fan',,,,," ""e 613q-g4xx convection oven, gas""@en gas | full size ovens""@en "" e oven","38"" deep depth double deck gas convection oven - 46,000 btu ""613q-g4xx | culinary depot"""
rewo_46782_cdi_2336,1,'speed fan' 'legs','speed fan' 'legs',duk,duke,'500 f' '12 hr' '6 pans','500 f' '12 hr',,,3630228,3630228,'stainless steel feet 65',,,,,'1080.00 ',rewo_46782,cdi_2336,'stainless steel' 'digital timer','digital timer','dependent doors' 'pulse fan','dependent doors' 'pulse fan',,,,," ""e 613-e4xx convection oven, electric""@en "" e oven electric | full size ovens""@en","38"" deep depth double deck electric convection oven ""613-e4xx | culinary depot"""
rewo_67558_cdi_5320,0,'standard oven','(1) standard oven',montague company,montague,,,'12' '30',,10711871,10572995,,,'legs','legs',,'674.00 ',rewo_67558,cdi_5320,,'standard','open burners','heavy duty' 'open burners',,,'duty' 'rear hot tops' 'front manifold' 'oven base stainless steel' 'flue riser black','oven base stainless steel' 'flue riser black'," "" 136-559 range, 36"" heavy duty, gas""@en duty "" montague range gas | 30"" - range""@en","legend heavy duty range "" | culinary depot"""
rewo_67162_cdi_5320,1,'standard oven','(1) standard oven',montague company,montague,,,,,10572995,10572995,,,,'legs',,'674.00 ',rewo_67162,cdi_5320,,'standard',,'heavy duty' 'open burners',,,,'oven base stainless steel' 'flue riser black'," "" 136-3g range, 36"" heavy duty, gas""@en duty "" montague range gas | 30"" - range""@en","legend heavy duty range "" | culinary depot"""
rewo_67558_cdi_5366,1,'standard oven','(1) standard oven',montague company,montague,,,'12' '30','12',10711871,10711871,,'legend heavy duty' 'rear hot tops standard','legs','legs',,'660.00 ',rewo_67558,cdi_5366,,,'open burners','open burners',,,'duty' 'rear hot tops' 'front manifold' 'oven base stainless steel' 'flue riser black','oven base stainless steel' 'flue riser black'," "" 136-559 range, 36"" heavy duty, gas""@en duty "" montague range gas | 30"" - range""@en","legend heavy duty range "" | culinary depot"""
rewo_46666_cdi_542,0,'legs with boxed crossrails','legs with boxed crossrails',advance tabco,advance tabco,'18 wide','11 h' '64 l','compartment',,3564263,769365,'back',,'nsf' 'stainless steel','nsf',"'11""'","'20 front' '11""' '115.00 '",rewo_46666,cdi_542,'14' 'stainless steel overall','14' 'stainless steel overall',,'legs with welded front to rear adjustable',,,'deep with 11 high splash' 'legs with welded front to rear adjustable','compartment with right hand drainboard' 'deep with'," "" 94-62-36 sink, (2) two compartment""@en "" advance sink compartment | sinks""@en","regaline sink ""advance | culinary depot"""
rewo_16278_cdi_542,1,'legs with boxed crossrails','legs with boxed crossrails',advance tabco,advance tabco,'64 l','11 h' '64 l',,,769365,769365,,,'nsf' 'stainless steel','nsf',"'20 front' '11""'","'20 front' '11""' '115.00 '",rewo_16278,cdi_542,'14' 'stainless steel overall','14' 'stainless steel overall',,'legs with welded front to rear adjustable',,,'compartment with right hand drainboard' 'deep with 11 high splash' 'legs with welded front to rear and adjustable','compartment with right hand drainboard' 'deep with'," "" 94-2-36-24r sink, (2) two compartment""@en "" advance sink compartment | sinks with drainboard""@en","regaline sink ""advance | culinary depot"""
rewo_46666_cdi_2307,1,'legs with boxed crossrails','legs with boxed crossrails',advance tabco,advance tabco,'18 wide','18 wide','compartment',,3564263,3564263,'back','regaline sink 2' 'back','nsf' 'stainless steel','nsf',"'11""'","'165.00 ' '11""'",rewo_46666,cdi_2307,'14' 'stainless steel overall','14' 'stainless steel overall',,,,,'deep with 11 high splash' 'legs with welded front to rear adjustable','compartment' 'deep with 11 high splash' 'legs with welded front to rear adjustable'," "" 94-62-36 sink, (2) two compartment""@en "" advance sink compartment | sinks""@en","regaline sink ""advance | culinary depot"""
rewo_10262_cdi_632,0,,,dormont,dormont,,,,,501522,884216,,,,,,'3.06 ',rewo_10262,cdi_632,,,'hose' 'braid coated with orange' 'sleeve heat shield limited','hose' 'braid coated with orange' 'sleeve heat shield limited',,,'insulated heat shield','insulated heat shield'," "" h50bip48 connector hose, steam""@en ""  hose steam | steamer parts""@en","safety system steam connector hose "" | culinary depot"""
rewo_18863_cdi_632,1,,,dormont,dormont,,,,,884216,884216,,,,,,'3.06 ',rewo_18863,cdi_632,,,'hose' 'braid coated with orange' 'sleeve heat shield limited','hose' 'braid coated with orange' 'sleeve heat shield limited',,,'insulated heat shield','insulated heat shield'," "" h50bip72 connector hose, steam""@en steam | steamer parts""@en ""  hose","safety system steam connector hose "" | culinary depot"""
rewo_10262_cdi_359,1,,,dormont,dormont,,,,,501522,501522,,,,,,'2.22 ',rewo_10262,cdi_359,,,'hose' 'braid coated with orange' 'sleeve heat shield limited','hose' 'braid coated with orange' 'sleeve heat shield limited',,,'insulated heat shield','insulated heat shield'," "" h50bip48 connector hose, steam""@en ""  hose steam | steamer parts""@en","safety system steam connector hose "" | culinary depot"""
rewo_30515_cdi_6651,0,,'(2) standard ovens',southbend,southbend,,,,,1365582,13701764,,,'nsf','nsf',,'1075.00 ',rewo_30515,cdi_6651,,'oven','burners','burners','restaurant','restaurant','with wavy grates' 'oven base standing pilot','standard ovens with battery' 'per'," "" 4602dd-7l range, 60"" restaurant, gas""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_30515_cdi_1034,1,,'standard ovens' '(2) standard ovens',southbend,southbend,,,,,1365582,1365582,,'restaurant range gas','nsf','left standing pilot 2' 'nsf',,'1075.00 ',rewo_30515,cdi_1034,,'battery' 'oven','burners','wavy grates','restaurant',,'with wavy grates' 'oven base standing pilot','per'," "" 4602dd-7l range, 60"" restaurant, gas""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_46200_cdi_2193,0,,,accutemp,accutemp,'off 100' '450 f',,,,3329723,3298454,,,'nsf','nsf',,,rewo_46200,cdi_2193,,'stainless steel','pan with' 'legs with front','pan with' 'legs with front' 'ccsaus',,,'assist hinged cover' 'rear','assist hinged cover' 'rear'," "" acgs-40 tilting skillet braising pan, gas""@en gas | pans / tilt skillets""@en ""  pan","edge series tilting skillet "" | culinary depot"""
rewo_46114_cdi_2193,1,,,accutemp,accutemp,,,,,3298454,3298454,'flanged feet',,'nsf','nsf',,,rewo_46114,cdi_2193,'stainless steel','stainless steel','pan with' 'legs with front','pan with' 'legs with front' 'ccsaus',,,'assist hinged cover' 'rear','assist hinged cover' 'rear'," "" aces-40 tilting skillet braising pan, electric""@en ""  pan electric | pans / tilt skillets""@en","edge series tilting skillet "" | culinary depot"""
rewo_46200_cdi_2208,1,,,accutemp,accutemp,'off 100' '450 f','off 100' '450 f',,,3329723,3329723,,'assist hinged cover','nsf','nsf',,,rewo_46200,cdi_2208,,,'pan with' 'legs with front','pan with' 'legs with front',,,'assist hinged cover' 'rear','rear' 'csa star csa flame'," "" acgs-40 tilting skillet braising pan, gas""@en gas | pans / tilt skillets""@en ""  pan","edge series tilting skillet "" | culinary depot"""
rewo_3841_cdi_7615,0,,,john boos,john boos,'48 l','60 l',,,200687,16230088,,'classique table','legs','legs','35 h','35 h',rewo_3841,cdi_7615,'tapered','tapered','table',,,,'thick edge grain cherry with varnique','thick edge grain cherry with varnique'," "" rn-c4824-2s table, utility""@en "" john table","rouge et noir le classique table ""john | culinary depot"""
rewo_3841_cdi_4745,0,,,john boos,john boos,'48 l','48 l',,,200687,9158883,,,'legs','legs','35 h','35 h',rewo_3841,cdi_4745,'tapered','tapered','table','table',,,'thick edge grain cherry with varnique','thick edge grain cherry with varnique'," "" rn-c4824-2s table, utility""@en "" john table","rouge et noir le classique table ""john | culinary depot"""
rewo_54316_cdi_4065,0,,,delfield,delfield,,,,,6266176,7630373,,,,,,'578.00 ',rewo_54316,cdi_4065,'stainless steel' 'front non spill edge','stainless steel' 'front non spill edge','equipment' 'not included','equipment' 'not included','mounted','mounted','drawers pans' 'refrigeration system with electric condensate evaporator','two' 'drawers pans' 'refrigeration system with electric condensate evaporator' 'drawers'," "" f2952c refrigerated counter griddle stand""@en "" ","refrigerated low-profile equipment stand "" | culinary depot"""
rewo_58590_cdi_4065,1,,,delfield,delfield,,,,,7630373,7630373,,,,,,'578.00 ',rewo_58590,cdi_4065,'stainless steel' 'front non spill edge','stainless steel' 'front non spill edge','equipment' 'not included','equipment' 'not included','mounted','mounted','drawers pans' 'refrigeration system with electric condensate evaporator' 'drawers','two' 'drawers pans' 'refrigeration system with electric condensate evaporator' 'drawers'," "" f2980 refrigerated counter griddle stand""@en "" ","refrigerated low-profile equipment stand "" | culinary depot"""
rewo_54316_cdi_3501,1,,,delfield,delfield,,,,,6266176,6266176,,,,,,'398.00 ',rewo_54316,cdi_3501,'stainless steel' 'front non spill edge','stainless steel' 'front non spill edge','equipment' 'not included','equipment' 'not included','mounted','mounted','drawers pans' 'refrigeration system with electric condensate evaporator','drawers pans' 'refrigeration system with electric condensate evaporator' 'drawers'," "" f2952c refrigerated counter griddle stand""@en "" ","refrigerated low-profile equipment stand "" | culinary depot"""
rewo_219_cdi_4665,0,,,turbo air,turbo air,'36 f' '42 f','36 f' '42 f' '60 1' '1','fluorescent light','fluorescent light',11805,9006375,,'cetlus etl sanitation',,,"'37"" - 42""'",'695.00 ',rewo_219,cdi_4665,'stainless steel','stainless steel','floor air flow grille rear','floor air flow grille rear','lamp','lamp','rear doors' 'shelf shielded top' 'cetlus etl sanitation','rear doors' 'shelf shielded top'," "" tcdd-48-2-l display case, refrigerated deli""@en "" turbo case deli | curved glass case""@en","deli case ""turbo - | culinary depot"""
rewo_219_cdi_9,1,,,turbo air,turbo air,'36 f' '42 f','36 f' '42 f' '1','fluorescent light','fluorescent light',11805,11805,,,,,"'37"" - 42""'",'500.00 ',rewo_219,cdi_9,'stainless steel','stainless steel','floor air flow grille rear','floor air flow grille rear','lamp','lamp','rear doors' 'shelf shielded top' 'cetlus etl sanitation','rear doors' 'shelf shielded top' 'cetlus etl sanitation'," "" tcdd-48-2-l display case, refrigerated deli""@en "" turbo case deli | curved glass case""@en","deli case ""turbo - | culinary depot"""
rewo_49437_cdi_2919,0,,,john boos,john boos,,,,,4684035,4873250,,,,,,,rewo_49437,cdi_2919,'flat grain','flat grain','not included','not included',,,'radius corners' 'bench supports','radius corners' 'bench supports'," "" lbs132 cluster seating bench only, indoor""@en "" john only","locker bench seat ""john | culinary depot"""
rewo_27762_cdi_552,0,'not included','not included',delfield,delfield,,'54 - 85 cu. ft.',,,1250155,788058,'per','per',,,,'622.00 ',rewo_27762,cdi_552,,,'half height doors','half height doors',,,'ends' 'shelves','ends' 'shelves' 'legs cul' 'recommended'," "" 6076xl-shr reach-in refrigerator 3 sections""@en ""  sections | three section""@en","refrigerator "" | culinary depot"""
rewo_16718_cdi_552,1,'not included','not included',delfield,delfield,,'54 - 85 cu. ft.',,,788058,788058,'epoxy coated wire shelves','per',,,,'622.00 ',rewo_16718,cdi_552,'stainless steel' 'front aluminum ends',,'half height doors','half height doors',,,'per' 'legs cul' 'recommended','ends' 'shelves' 'legs cul' 'recommended'," "" 6076xl-ghr reach-in refrigerator 3 sections""@en ""  sections | three section""@en","refrigerator "" | culinary depot"""
rewo_27762_cdi_946,1,'not included','not included',delfield,delfield,,'54 - 85 cu. ft.',,,1250155,1250155,'per','per',,,,'622.00 ',rewo_27762,cdi_946,,,'half height doors','half height doors',,,'ends' 'shelves','ends' 'shelves'," "" 6076xl-shr reach-in refrigerator 3 sections""@en ""  sections | three section""@en","refrigerator "" | culinary depot"""
rewo_19238_cdi_3761,0,'32 drawers','32 drawers',garland / us rang,garland,'60 1 ph','60 1',,,901096,6872718,'polar cuisine' 'refrigerated base self contained refrigeration 102 w three',,'only when ordered','only when ordered',,'458.00 ',rewo_19238,cdi_3761,'stainless steel','stainless steel','legs available','legs available',,,,'two' 'drawers'," ""e un17c102 equipment stand, refrigerated base""@en "" garland stand","polar cuisine refrigerated base "" | culinary depot"""
rewo_19238_cdi_643,1,'32 drawers','32 drawers',garland / us rang,garland,'60 1 ph','60 1 ph',,,901096,901096,'polar cuisine' 'refrigerated base self contained refrigeration 102 w three','cuisine','only when ordered','only when ordered',,'680.00 ',rewo_19238,cdi_643,'stainless steel','stainless steel','legs available','legs available',,,,'refrigerated base self contained refrigeration' 'drawers'," ""e un17c102 equipment stand, refrigerated base""@en "" garland stand","polar cuisine refrigerated base "" | culinary depot"""
rewo_59372_cdi_4185,0,,,advance tabco,advance tabco,'18 gauge','18 gauge','1 compartment' 'on non stainless tops','on non stainless tops',7899854,7899848,'sink undermount',,,,,'12.00 ',rewo_59372,cdi_4185,,,'not for','not for',,'1 compartment','deep drain opening' 'tables can be','deep drain opening' 'tables can be'," "" 1824a-14 sink bowl, weld-in / undermount""@en undermount | weld in sinks""@en "" advance bowl","1 compartment undermount kitchen sink bowl ""advance | culinary depot"""
rewo_59371_cdi_4185,1,,,advance tabco,advance tabco,'18 gauge','18 gauge','on non stainless tops','on non stainless tops',7899848,7899848,,,,,,'12.00 ',rewo_59371,cdi_4185,,,'not for','not for',,'1 compartment','1 compartment' 'deep drain opening' 'tables can be','deep drain opening' 'tables can be'," "" 1824a-12 sink bowl, weld-in / undermount""@en undermount | weld in sinks""@en "" advance bowl","1 compartment undermount kitchen sink bowl ""advance | culinary depot"""
rewo_59372_cdi_4186,1,,,advance tabco,advance tabco,'18 gauge','18 gauge','1 compartment' 'on non stainless tops','on non stainless tops',7899854,7899854,'sink undermount',,,,,'12.00 ',rewo_59372,cdi_4186,,,'not for','not for',,'1 compartment','deep drain opening' 'tables can be','deep drain opening' 'tables can be'," "" 1824a-14 sink bowl, weld-in / undermount""@en undermount | weld in sinks""@en "" advance bowl","1 compartment undermount kitchen sink bowl ""advance | culinary depot"""
rewo_75512_cdi_7146,0,'legs with side crossrails','legs with boxed crossrails',advance tabco,advance tabco,'18 gauge' '95 l','84 l',,,13862519,15169644,,'12','nsf' 'stainless steel','nsf',"'20 front' '8""'","'20 front' '8""' '140.00 '",rewo_75512,cdi_7146,,,'open frame','open frame' 'gauge',,,'compartment with right hand drainboard' 'deep with','compartment with right hand drainboard' 'deep with'," "" 9-3-54-36r sink, (3) three compartment""@en compartment | sinks with drainboard""@en "" advance sink","regaline sink ""advance | culinary depot"""
rewo_75512_cdi_6720,1,'legs with side crossrails','legs with boxed crossrails',advance tabco,advance tabco,'18 gauge' '95 l','18 gauge' '95 l',,,13862519,13862519,,,'nsf' 'stainless steel','nsf',"'20 front' '8""'","'20 front' '8""' '190.00 '",rewo_75512,cdi_6720,,,'open frame','open frame',,,'compartment with right hand drainboard' 'deep with','compartment with right hand drainboard' 'deep with'," "" 9-3-54-36r sink, (3) three compartment""@en compartment | sinks with drainboard""@en "" advance sink","regaline sink ""advance | culinary depot"""
rewo_43449_cdi_3713,0,,,john boos,john boos,'30 l','30 l',,,2245558,6681114,,'cucina','with varnique' 'kd' 'maple','with varnique' 'kd' 'maple',"'35 h' '35""'","'35 h' '35""' '83.00 '",rewo_43449,cdi_3713,,,'towel bar handle' 'shelves','towel bar handle' 'shelves',,,'elegante cart' 'thick edge grain' 'top','elegante cart' 'thick edge grain' 'top'," "" cuce30 butcher block unit""@en "" john unit | classic country work table""@en","cucina elegante cart ""john | culinary depot"""
rewo_13071_cdi_5873,0,,,accutemp,accutemp,,,,,625134,11890127,,'flanged feet 15kw ccsaus','nsf','nsf',,,rewo_13071,cdi_5873,'stainless steel','stainless steel','pan with' 'legs with front','pan with' 'legs with front',,,'electric' 'assist hinged cover' 'rear','assist hinged cover' 'rear'," "" acelts-30 tilting skillet braising pan, electric""@en ""  pan electric | steamers""@en","edge series tilting skillet "" | culinary depot"""
rewo_13071_cdi_443,1,,,accutemp,accutemp,,,,,625134,625134,,'assist hinged cover','nsf','nsf',,,rewo_13071,cdi_443,'stainless steel','stainless steel','pan with' 'legs with front','pan with' 'legs with front',,,'electric' 'assist hinged cover' 'rear','rear'," "" acelts-30 tilting skillet braising pan, electric""@en ""  pan electric | steamers""@en","edge series tilting skillet "" | culinary depot"""
rewo_21269_cdi_689,0,,'27 doors',delfield,delfield,'27 doors','19 door',,,989042,957831,,'pizza','hfc','hfc',,'770.00 ',rewo_21269,cdi_689,'pizza' 'stainless steel','stainless steel','table three' 'top' 'pan rail','table three' 'top' 'pan rail',,,'refrigerated' 'with refrigerated','with refrigerated' 'doors'," "" 18699ptbm refrigerated pizza prep table""@en ""  table | width: 94"" - 120""""@en","refrigerated pizza table "" | culinary depot"""
rewo_20552_cdi_689,1,'27 doors','27 doors',delfield,delfield,'19 door','19 door',,,957831,957831,,'pizza','hfc','hfc',,'770.00 ',rewo_20552,cdi_689,'stainless steel','stainless steel','table three' 'top' 'pan rail','table three' 'top' 'pan rail','pizza',,'with refrigerated','with refrigerated' 'doors'," "" 18691ptbm refrigerated pizza prep table""@en ""  table | width: 73"" - 93""""@en","refrigerated pizza table "" | culinary depot"""
