Brand_x,Brand_y,Color_x,Color_y,Interface_x,Interface_y,Memory Speed_x,Memory Speed_y,Memory Type_x,Memory Type_y,Memory_x,Memory_y,Model_x,Model_y,Processor_x,Processor_y,Product Type_x,Product Type_y,Storage Capacity_x,Storage Capacity_y,cluster_id
['3000mhz ram'],,,['Anodised Aluminium Heatspreader'],,,,"['DDR4', 'UDIMM (Unbuffered)', 'Vengeance LED', 'Non-ECC', 'PC4-24000 (3000)']",,['ddr4 vengeance led pc4 24000 3000'],,['4x16gb corsair'],,,,,['vdimm lifetime warranty'],,,['64gb'],478378
,,,,,,,,,,['500gb 5400rpm'],,,['5400rpm'],,,,,,['500gb'],479603
['akasa'],['akasa'],['superspeed connectivity'],,,,,,,,,,,,,,,,,,480428
['skylake'],['asrock'],,,"['socket', '1 x usb 2 0 crossfire']",,,['1151'],,,,,['2 x sata express m 2'],,,,['1x pcie x1 6 x sata 6 0 gb s'],,,,484298
,,,['Anodised Aluminium Heatspreader'],,,,"['Non-ECC', 'Vengeance RGB Black', 'DDR4', 'PC4-26600 (3333)', 'UDIMM (Unbuffered)']",,['ddr4 vengeance rgb pc4 26600 3333 non ecc unbuffered'],,['2x16gb corsair'],,,,,['corsair'],,,['32gb'],485805
['socket'],['intel xeon'],,,,,,,,,,,['2011 3'],,,['e5 2620'],['85w'],['85w cpu'],,,487672
['core'],,['ati crossfirex'],,,,"['780mhz', '3600mhz']",,['gddr3'],,,,,,,['radeon radeon r7'],"['ati stream', 'ati avivo hd']",,,['4gb'],488023
,,,,['sata 6gb s'],['wd4002fyyz'],,,,,,,,['7200rpm'],,,['5 year warranty'],['ncq'],['4tb'],['4tb'],489511
['hyperx savage'],,['offers super'],"['black red', 'Black/ Red']",,['USB 3.1 Gen 1 Type-A'],,"['350 MB/s', '250 MB/s']",,,,,,['usb 3 1 gen'],,['s read 250mb s'],,['hyperx savage'],,['128gb'],489933
['carbide series'],['corsair'],,['compact atx'],,['usb 3 0 w o psu'],,,,,,,,['carbide series 200r'],,,,"['black mid tower', 'performance case']",,,492013
['kingston s'],,,,,,,,,,,,['kc1000 solid state drive'],,,,,['write 1600mb s 190k 160k iops'],,['480gb'],493074
,,,,,,['8000mhz'],['8000mhz'],['gddr5'],['gddr5'],,,['vr ready premium 3'],,,,"['processors 2304 directx', 'years warranty']",,,['8gb'],502147
['corsair'],,,,,,,,,,,,['pro led delivers'],,,,,"['pro led blue', 'leds']",,['140mm'],502282
['msi'],,,,,,,,,['ddr4'],['8gb gddr5'],['32gb'],,,['nvidia gtx 1070'],,['i7 6820hk'],['i7 6820hk'],,,504003
['3000mhz ram'],,,['Anodised Aluminium Heatspreader'],,['red led'],,"['DDR4', 'Vengeance LED', 'Non-ECC', 'UDIMM (Unbuffered)', 'PC4-24000 (3000)']",,,,,,,,,,,,"['32gb', '2x16gb']",505997
,['corsair'],,,,,,,['ddr4 ram'],['ddr4'],"['16gb', '480gb']","['16gb', '480gb']",,,['intel core i7'],,,['win10'],,,506714
,,,,"['sata 6gb s', 'sata 6gb s']",['3 5'],,,,,,,,,,,"['2 year warranty', '2 year warranty']",['western digital'],"['6tb', '6tb']",['6tb'],507125
['gv'],,,,,"['hbm2 dp', 'hdmi']","['8192mb', '945mhz']",['945mhz'],,,,,,,,,['hbm2 stream processors 4096'],,,['8gb'],509467
['toshiba'],,,,,,,,,,,,,,,,['transmemory u301'],,,['64gb'],510698
['socket compatibility'],['antec'],,['blue led'],,['hydro cooler with'],,,,,,,,['h1200 pro'],,,,,,,510950
,,,,,,,,,,,,,,,,['sleek scratch resistant brushed metal enclosure'],['upto 290mbs'],,,511474
,,,,,,,,,,,,,,,,['power supply line'],['psu'],,['750w evga'],512220
['gv'],['gigabyte'],,,,,['7010mhz'],['gpu'],['gddr5'],['gddr5 graphics card'],,['4gb'],,,,"['geforce gtx 1050', '768 core 1328mhz']",['processors 768 vr ready physx cuda'],,,,512273
['s340'],['nzxt source'],,,,,,,,,,,,,,,['accents'],['trim mid tower case'],,,514020
['gv'],['gigabyte'],,,,,['11448mhz'],,,,,,,,,"['aorus', 'geforce gtx 1080']",['years warranty'],,,,515335
,,,,,,,,,,,,['rgb led'],,['corsair'],,,"['corsair hd140 rgb led 9', 'multi colour single fan expansion pack']",,,518431
['triple pack powerline adapters'],['tp link'],,['pack kit'],['speeds'],['ethernet ports network triple'],,,,,,,,,,,['home network for'],,,,519099
,,,['Anodised Aluminium Heatspreader'],['timings 1 20'],,,"['DDR4', 'UDIMM (Unbuffered)', 'Non-ECC', 'Vengeance LED', 'PC4-25600 (3200)']",,,,,,,,,,,['3200mhz ram'],"['32gb', '2x16gb']",520009
,,,,,,,,,,,,,"['st2000lm007', '5400rpm']",,,,,,['2tb'],524794
,,,['Anodised Aluminium Heatspreader'],,,,"['Vengeance RGB Black', 'PC4-21300 (2666)', 'DDR4', 'UDIMM (Unbuffered)', 'Non-ECC']",,,,,,,,,['corsair'],,['2666mhz ram'],"['64gb', '8x8gb']",525261
['eight'],['amd'],,,,,,['0ghz'],,,['8mb l3'],['8mb l3'],,,,,['unlocked multiplier'],,,,525616
['enthusiasts expectations'],['silverstone'],,,,['window'],,,,,,,,,,,['tower case'],"['sst ps11b', 'mid tower']",,,525780
['k65 rgb'],['corsair'],,,,,,,,,,,,,,['cherry mx'],['rapidfire has'],['back lit'],,,530016
['rx 580r8dbr6'],,,,,,['8192mb 8000mhz'],['8000mhz'],['gddr5'],['gddr5'],,,['vr ready 3'],,,,"['processors 2304 directx', 'years warranty']",,,['8gb'],530239
,['asus'],,,['sata 6gb s'],,,['1151'],,['ddr4'],,,['6th gen ddr4'],,,,"['1x pcie x16 2x pci e x1 4x', 'usb3 0 6x']",,,,530527
['cssd'],['1'],,,,,,,,,,,,,,,['corsair neutron series xti'],['corsair neutron xti'],,,532370
,,,,,,,['usb3'],,['ddr4'],,,,['2066'],,"['intel x299 s', 'sata3']",,['rog rampage'],,,533520
['very powerful tower'],['silverstone'],,,,,,,,,,,,,,,"['cooler made of silverstones argon series 6x', 'pwm connector now']","['argon cpu cooler', 'pwm intel amd am4 ready']",,,534648
['corsair'],['corsair'],,,,,,,,,,,,,,,"['air series led high static', 'pc case fans combine', 'air delivery']",['air series sp140'],,,536764
,,,,,,,,,,,,,,,['intel core i7'],"['40 pci e lanes', '40 pci e lanes']",,,,537566
['introducing'],,,,['bq series'],,,,,,,,,,,,,"['modular 80', 'psu']",,['850w evga'],540039
"['edimax', 'edimax']",,,,,['pci network'],,,,,,,['gigabit pci adapters'],,,,['gigabit pci adapters deliver'],,,,541618
['grandia'],['silverstone'],,,,,,,,,,,,['usb 3 0'],,,,['gd09b grandia black'],,,543998
['pci x8'],,,,,,,,,,,,,,,['8x sas sata ports'],['raid controller'],['sst ecs02'],,,544009
"['skylake', 'skylake']",['gigabyte'],,,,,,,['kabylake ddr4'],,,,['kabylake ddr4'],,,,['usb3 0 6x'],,,,548798
,['arctic freezer'],,,,,,,,['rpm'],,,,['11i silent cpu cooler with 92'],['intel'],['intel 115x 2011 2066 cpu'],,,,,552594
['skylake'],['gigabyte'],,,,['usb 3'],,['1151'],,['ddr4'],,,['kabylake ddr4'],,,,['usb3 0 6x'],['micro atx'],,,555102
"['flat', 'flat']",['silverstone'],,,,,,,,,,,,['ff123w'],,,"['dust filter', 'whitedust filter']",,,,555876
,,,,['sata 6gb s'],['3 5'],,,,,,,,,,,['2 year warranty'],['western digital'],['5tb'],['5tb'],556239
['2400mhz'],,,['Anodised Aluminium Heatspreader'],,,"['35v', '20v']","['DDR4', 'UDIMM (Unbuffered)', 'Vengeance LPX Black', 'Non-ECC', 'PC4-17000 (2133)']","['vdimm', 'vdimm']",,,,,,,,,,,"['32gb', '2x16gb']",560257
,,,,,['0 x4'],,,,,,,,['write'],,,['kc1000 solid state drive'],,,['960gb'],562371
,,,,,['usb 3'],,,,,,,['usb 3'],,,,['warranty'],"['samsung portable ssd t5 external', 'transfer 2x cables']",,['1tb'],563187
,['xfx'],,,,,,,,,,,,,['gtr rs rx480'],,,"['red led', 'graphics card models']",,,563366
,,,,,,,,['7200rpm'],,,,,,,['7200rpm'],['hard drive'],['toshiba p300'],,['2tb'],563414
,['silverstone'],,['bays'],,,,,,,,,,,,,"['increasing demand', 'to enable']","['aluminium sff mini itx case 6x', 'bays 2x internal 2 5 drive']",,,566076
,,,,,,,,,,,,,,,,['supernova power supplies are well'],,,['650w evga'],568699
,,,,,,,,['1500rpm max 71 6cfm max pwm 2'],['nzxt aer rgb premium fan'],,,,,,,['year warranty'],['single pack winglet tips pwm'],,['140mm'],569462
['skylake'],['asus'],,,,,['usb3'],['1151'],,,,,['6th gen ddr4 2x pcie x16 2x pcie x1 6x'],,,['intel z170 s'],,['z170m plus'],,,571851
['bring out'],,,,,,,,,,,,,,,,['open'],['case white snow'],,,572269
"['3000mhz ram', '3000mhz ram']",,,['Anodised Aluminium Heatspreader'],"['timings 1 20', 'timings 1 20']",,"['35v', '35v']","['Non-ECC', 'Vengeance LPX White', 'DDR4', 'PC4-24000 (3000)', 'UDIMM (Unbuffered)']","['vdimm', 'vdimm']",,,,,,,,,,,"['16gb', '2x8gb']",572447
['cssd'],,,,,,,,,,,,,,,,"['tlc nand read 560mb s', 'write', '40k iops retail']","['corsair force le200 2', 'write', '40k iops retail']",,['240gb'],574901
['3000mhz ram'],,,['Anodised Aluminium Heatspreader Heat Spreader'],['timings 1'],,['35v'],"['UDIMM (Unbuffered)', 'PC3-24000 (3000)', 'DDR4', 'Non-ECC', 'Vengeance LPX Black']",['vdimm'],,,,,,,,,,,"['16gb', '4x4gb']",575235
,,,,,['sata iii'],,,,,,,,['90k 35k'],,,,['kingston ssdnow'],,['480gb'],575492
,,,,['sata 6gb s'],,,,,,,,,,,,['3 year warranty'],"['av surveillance', 'ncq']",['1tb'],['1tb'],577633
['customize'],['corsair'],,,,,,,,,,,,,,,['upgrade kits'],['individually sleeved psu dc cable kit type'],,,578745
['get'],,,,,,,,,,,,,,,['1664 cores'],['real interactive'],['nvidia quadro m4000 maxwell'],,"['8gb', '192gb']",584908
['3000mhz ram'],,,['Anodised Aluminium Heatspreader'],['timings 1 20'],,['35v'],"['Vengeance LPX White', 'PC4-24000 (3000)', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)']",['vdimm'],,,,,,,,,['corsair'],,['32gb'],587259
['socket'],['msi'],,['atx'],['pci e 3 0 x16 2x pci e x1'],,['10x'],,,['ddr4'],,,,,,['intel x99 s'],,,,,588440
['fortress'],['silverstone'],,,,,,,,,,,,,,,['continued'],"['fortress sst ft05b', 'atx case']",,,588988
['gv'],['gigabyte'],,,,,['8008mhz'],,['gddr5'],,,,,,,['geforce gtx 1060 mini itx oc'],['processors 1280 vr ready'],,,,589077
['geforce'],['msi'],['enabled 3'],,,,['8008mhz'],,['gddr5'],['gddr5'],,['3gb'],,['1152 core'],['gtx 1060 armor'],,,"['geforce gtx 1060 armor oc', '1759mhz boost']",,,589085
['intel'],,,,,,,['ecc ram'],['so dimm expandable'],['ddr4'],['16 gb ddr4'],,,,['xeon d 1527 quad core'],,['year warranty'],,,,589792
['corsair'],,,,,,,,,,,,,,,,"['air series led', 'dual pack']","['corsair quiet led fan', 'dual pack']",,['120mm'],591806
,,,,"['sata 6gb s', 'sata 6gb s']",['wd20purz 3 5'],,,,,,,,['5400rpm'],,,"['3 year warranty', '3 year warranty']","['av surveillance', 'ncq']","['2tb', '2tb']",['2tb'],591868
,['gigabyte'],['enabled 3'],,,,['7010mhz'],,"['n1050oc', 'gddr5']",,,['2gb'],,,,['geforce gtx 1050 oc'],['stream processors 640'],,,,592663
,,,['aluminium waterproof'],,['usb 3 0 pendrive'],,,,,,,,,,,"['aluminum housing', 'resistant and shock resistant']",,,['64gb'],593743
,['arctic freezer'],,,,,,,,,,,,,['amd socket fm2'],['amd socket fm2 fm1 am3'],,,,,595490
['socket compatibility'],['hydro'],,,,,,,,,,,,,,,,,,,595946
['strider'],,,,,,,,,,,,,,,,,['psu'],,,597068
['corsair'],['corsair'],,,,,,,,,,,,,,,['cs modular series deliver 80'],,,,598255
,,,,,,['20v'],,['vdimm'],['platinum pc4 21300 2666'],,,,,,,,,['2666mhz ram'],"['32gb', '2x16gb']",599464
['socket compatibility'],['silverstone'],,,,,,,,,,,,,,,,['nitrogon low'],,,600165
['cssd'],['240'],,,,['0 x4'],,,,,,,,,,,,['corsair'],,,602714
,['silverstone'],,,,,,['550mm'],,,,,,['pp06b pcie55 pci e'],['black'],,['individually sleeved strands'],['individually sleeved modular cable'],['55 cm'],,604633
['graphite'],['corsair'],,,,['orange led'],,,,,,,,['graphite series 230t'],,,,['compact mid tower led windowed gaming case'],,,604800
['silverstone'],['silverstone'],,,['usb 3 0 ports'],['usb 3 0 ports'],,,,,,,['ec04 p pci express card'],,,,['created an excellent extension card product the ec04 p which'],['ec04 p pci express card'],,,605078
,,,,,,,,,,,,,,,,['corsair'],"['corsair force', 'phison controller toggle nand read 560mb s']",['60gb'],,609634
['dual'],['amd'],,,,,,['756mhz'],['ddr3 1866 support 65w tdp 3 year warranty'],,,,,,,,,,,,610055
,,,,,,,,['sodimm'],['ddr4 so dimm'],,['4x16gb corsair'],,['performance pc4 21300 2666'],,,,,['2666mhz ram'],['64gb'],614165
['part of'],,,,"['capacity 3 5 inch', 'sata 6gb s']",['seagate'],,['7200rpm'],,,,,,,,,"['surveillance drive', '3 year warranty']","['sata iii', 'year workload rate']",['2tb'],"['2tb', '180tb']",616182
['socket compatibility'],['silverstone'],,,,,,,,,,,,,,['intel lga1150 1151'],['intel'],"['argon cpu cooler for', 'hdc technology']",,,616309
['1600mhz ram'],,,['Heat Sink Heat Spreader'],,,,"['UDIMM (Unbuffered)', 'PC3-12800 (1600)', 'DDR3', 'Non-ECC', 'Vengeance Jet Black']",,,,,,,,,,"['corsair', 'jet black pc3 12800 1600']",,['8gb'],618022
,,,,,,,,,,,,,,,,,,['120mm'],['120mm'],619414
['ek fb'],['ek fb asus strix'],,,,,,,,,,,['x299 e rgb'],['x299 e rgb'],,,,,,,619504
['zt'],['zotac'],['enabled 5'],['gddr5 graphics'],,,"['p10500a 10l', '7010mhz']",,['gddr5'],,,,,,,['geforce gtx 1050 mini 2gb'],['stream processors 640'],,,,622722
['intel s'],['intel'],,,,,['35v'],,,['ddr3l so dimm'],,,,,['intel'],['core i5 5300u dual core'],,,,,624365
['corsair'],,,,,,,,,,,,,,,,"['air series led', 'pc case fans combine', 'air delivery']",['corsair air series'],,['120mm'],626791
,,,,['usb 3 0'],"['pci express', 'usb 3 0 card']",,,,,,,,,,,['data transfer'],,,,627042
['small'],,,['compact design'],['usb 3 0 port'],"['mini pendrive', 'usb 3 0 with durable']",,,,,,,,,,,,['corsair'],,['128gb'],627251
['socket compatibility'],['silverstone'],,,,,,,,,,,,,,,,['sst'],,,629768
['socket compatibility'],,,,,,,,,,,,,,,['intel amd and am4'],,,,,630453
['gigabyte'],,"['gddr5', 'warranty']",,"['fhd ips 1920x1080 i7 6700hq nvidia gtx 1060', '7200rpm', 'windows 10']",,,,,,['256gb'],['16gb ddr4'],,,,['fhd ips core i7 6700hq'],"['p57w v6 cf1', 'Intel Core i7']",['p57w v6 cf1'],,['17 3'],635687
,['asrock'],,,['sata 6gb s'],,,,"['support 4x', 'ddr4 dimm 2x pcie x16']",,,,,,,,['1x pcie x1 4x'],,,,636361
['in win'],,,['support'],['red and'],['usb 3 0'],,,,,,,,,,,,"['aluminium mid tower', 'computer chassis silver']",,,636533
,,,,,,['8192mb 10010mhz'],,,,,,,,,,['years warranty'],,['08g p4'],,640142
['ssdpekkw256g7x1'],,,,,,,,,,['256gb'],,['71k'],,,,"['intel 600p', '112k iops']","['intel 600p', '112k iops']",,['256gb'],642251
['750 evo'],,,,,,,['256mb'],,['mgx'],,,,['750 evo'],,,,['samsung'],,['250gb'],645130
,,,,,,['8000mhz'],"['rx480', '0 8000mhz']",['gddr5'],['gddr5 1288mhz'],,,,,,,"['processors 2304 crossfire ready', 'years warranty']","['gtr xxx led with', 'hardswap fans', '2304 streams']",,['8gb'],645860
['intel'],,,,"['socket', 'haswell e and broadwell e cpu and']",,,,,,,,,,,,['ga x99 designare'],,,,646576
['improved'],['microsoft'],,,,,,,,,,,,['windows 7 pro'],,,"['navigation quickly', 'domain join backup']",,,,648512
,['2 bay'],,,,"['cloud pro', 'pr2100 desktop']",,,,,['4gb ram'],,,,,,"['video transcoding', 'through plex 3 year warranty']",,,['4tb'],649547
['write'],,,,,['mm read 545mb s'],,,,,,,,,,['80k iops 400 tbw'],['80k iops'],['write'],,['1tb'],650163
,,,,,,,,['1500rpm max 71 6cfm max pwm 2'],,,,['2 x 140mm fan rgb'],,,,['year warranty'],"['nzxt aer rgb premium fan', 'x2']",,['140mm'],652760
['builds'],,,,,,,,,,,,,,,,['upon the legacy'],['o psu'],,,654036
['redux product line reissues'],,,,,,,,,,,,,,,,['some of noctua s'],,,,654660
['corsair'],,,,,,,,,,,,['proprietary'],['write 60mb s'],,,['all rubber housing is'],['corsair voyager v2 pendrive usb 3 0 read 190mb s'],,['128gb'],654995
['take'],['thermaltake'],['thermaltake'],,,['mountable dismantlable'],,,,,,,,,['core p5'],,['open'],"['mid tower case tempered glass', 'modular design']",,,656595
,['evga'],,,,,['8008mhz'],,['gddr5'],,,,,,,['geforce gtx'],['processors 1280 vr ready'],,['06g p4'],,656902
['grandia'],,,,,,,,,,,,,,,,,['black w o psu'],,,662471
,['amd ryzen threadripper'],,,,,,,['ddr4'],,,,,,,,,['1950x s'],,,662806
,,,,['sata 6gb s'],['wd4003fzex'],,['7200rpm'],,,,,,,,,['5 year warranty backwards compatible'],,['4tb'],['4tb'],664296
['quad core technology'],,,,,,,,['ddr3 ddr4 controller integrated iris dx12 graphics 3'],,,['1050mhz gpu'],,,,['intel core i5 6500 s 1151 skylake quad core'],,,,,665409
['skylake'],['gigabyte'],,,,,,['1151'],['kabylake ddr4'],,,,,,,,['usb3 0 6x'],['micro atx'],,,666533
['450'],,,,,,,,,,,,,,,,,"['kingston ssd now v300 2 5 slim', 'write 450mb s', 'iops']",,['120gb'],667772
"['ultra', 'ultra']",['tp link'],"['ultra hd', 'ultra hd']",,"['data transfer', 'data transfer']",,,,,,,,,,,,"['fast powerline', 'fast powerline']",,,,668146
,,,,,,['8192mb 10000mhz'],['2560 core 1607mhz gpu'],,,,['8gb gddr5x'],,,,,"['core', 'years warranty']","['geforce gtx 1080 founders', '1733mhz boost']",,,669541
['nvidia'],,,['dual slot'],,,,,,,,,,['nvidia quadro'],,,,,,['24gb'],670090
['adapter cable'],['icy box'],,['ssds upto'],,,,,,,,,,['usb 3 0 type c'],,,,"['adapter cable', 'protective sleeve']",,,673692
,,,,,,,,,,,['8gb ddr3'],"['up to nine drives', 'up to nine drives']",,,,"['powerful quad core cpu', 'powerful quad core cpu']",,,,676223
['p57x gaming laptop'],,['warranty'],,"['fhd ips 1920x1080 i7 6700hq nvidia gtx 1070 8gb gddr5', '7200rpm', 'windows 10']",,,,,,,['16gb ddr4'],,,,,,['gigabyte p57x v6'],['256gb'],['17 3'],676473
['rs3614xs'],['synology'],,,,,,,,,['4gb ram'],,,,,,['throughput and'],['rs3614xs'],,,677789
['socket'],['intel'],,,,,,,,,,,,,,['xeon e5 2695'],,,,,678437
"['wide', 'the']",,,,,['pwm quiet'],,,,,,,,,,,,['corsair air series'],,,680688
['axrx'],,['years warranty'],,,['polaris 2304 streams'],['8000mhz'],,['gddr5'],['gddr5'],,,,,,,['processors 2304 directx'],['powercolor radeon'],,"['8gb', '14nm']",681461
['2666mhz'],,,['Anodised Aluminium Heatspreader'],,,,"['Non-ECC', 'Vengeance LPX Black', 'DDR4', 'UDIMM (Unbuffered)', 'PC4-21300 (2666)']",,,,,,,,,['vdimm lifetime warranty'],,,"['16gb', '2x8gb']",682719
,,,['aes encryption'],,['usb 2'],,,,,,['cmfpla8gb padlock'],,,,,['encryption and a durable rubber housing'],['corsair'],,,684057
['snow'],,,,,['usb 3 0'],,,,,,,,,,,['midi tower'],['mid tower case'],,,686206
,,,,,,,,,,,,['sata 6gb s'],,,,['warranty'],,['5tb'],['5tb'],690297
['1600mhz ram'],,,['Heat Sink Heat Spreader'],,,,"['DDR3', 'UDIMM (Unbuffered)', 'Non-ECC', 'Vengeance Pro Series Silver', 'PC3-12800 (1600)']",,,,,,,,,['corsair'],,,['8gb'],692966
['corsair'],,,,,,,,,,,,,['rm650x'],,,"['rmx series power supplies give you', 'control quiet']","['modular 80', 'psu']",,,696535
"['kingston s', 'kingston s']",,,['Black'],,,,,,,,,,,,,"['datatraveler generation', 'datatraveler generation']","['istorage diskashur', 'desktop hard drive']",,['4tb'],699163
['4133mhz'],,['vdimm lifetime'],,,,,,,['platinum pc4 33000'],,,,,,,,,,['8gb'],705249
,['gigabyte'],,,,,,,,,,,,,,['geforce gtx 1080'],['years warranty'],,,,707112
['skylake'],['gigabyte'],,,['sata 6gb s'],['mini itx'],['4000 mhz'],,,['ddr4'],,,['kabylake ddr4'],['1151'],,,,,,,708599
['sata 6gbps'],['icy dock tougharmor'],,,['sas'],,,,,,,,['fits 2 5 inch'],,,,['compatible'],['fdd bay'],,,712109
['milo'],['silverstone'],,,,,,,,,,,,,,,,"['milo computer chassis mini itx', 'black']",,,712718
['microsdhc'],,,,,['uhs i'],,,,,,,,,,,['more videos more pictures more games'],['kingston microsdhc memory card'],,['32gb'],713825
['fortress'],['silverstone'],,,,['window usb 3 0 2x air penetrator fans'],,,,,,,,,,,['continued'],"['sst ft05b w', 'matx mid tower']",,,714828
['ek coolstream'],,,,,,,,,['360'],,,['radiator'],,,,['computer water'],['triple water cooling radiator'],,['360mm'],719572
,['palit'],,,['vr ready physx cuda'],,['8000mhz'],['1506mhz gpu'],['gddr5'],,,['8gb gddr5'],,,,['geforce gtx 1070 dual'],['processors 1920 sli ready'],,,,720182
"['21275 02', '21275 02']",['standalone'],,,,,"['8192mb', '945mhz', '8192mb', '945mhz']",,,,,['8gb'],,,,"['radeon rx vega', 'radeon rx vega']","['pack core', 'hbm2 stream processors 4096', 'hbm2 stream processors 4096']",,,['8gb'],720704
['icy dock'],['icy dock'],,['Black'],,['\xa0'],,,,,,,,,,,,,,,724097
,,,,,,,,,,,,,,,,"['intel 900p pcie 3 0 x4', 'iops 5yr warranty']",['intel optane 900p'],['480gb'],['480gb'],724631
,,,,,,,,['ddr3 controller integrated hd graphics unlocked 3'],,,,,,['dual core technology'],['intel pentium k'],,,,,724832
['4133mhz'],,['vdimm lifetime'],['Anodised Aluminium Heatspreader Vengeance Airflow Fan'],,,['40v'],"['UDIMM (Unbuffered)', 'DDR4', 'Vengeance LPX Red', 'PC4-33000 (4133)', 'Non-ECC']",,,,,,,,,,['lpx red pc4 33000'],,"['32gb', '4x8gb']",727327
,['asrock'],,,"['sata ports', 'realtek alc1220 audio']",['thunderbolt 3'],,['1151'],,['ddr4'],,,,,,,,,['support for'],,727862
['ct750mx300ssd1 read speed'],,,,,,['530mb'],,,,,,,,,,,['sata iii'],,['750gb'],738008
,['nzxt kraken'],['year warranty'],,,,,,,,,,,,,,['cooler water'],"['control 2x140', 'am4 bracket']",,,740769
['microduo'],,,,['micro usb connection'],,,,,,,,,,,,,['kingston datatraveler'],,['16gb'],740812
,,,,,,,,,['128bit gddr5'],,,,,['amd firepro'],,,,,['4gb'],743475
,['silverstone'],,,,"['primera', 'usb3 0 red led fans']",,,,,,,,,,,,,,,745202
['socket'],['intel'],,,,,['8ghz'],,,,,,,,,,,,,,749445
['we ve'],"['corsair', 'corsair']",,,,,,,,,,,,['carbide quiet 400q v2'],,,"['engineered', 'steel case design']","['carbide quiet mid tower computer chassis', 'matx mitx full steel front and', 'panel 2x usb', 'compact computer chassis fan controller 2x fans included matx', 'black']",,,749820
,['msi'],['enabled 3'],,,,['8008mhz'],['1152 core 1594mhz'],['gddr5'],,,['3gb gddr5'],,,,['geforce gtx'],,,,,750565
['rx 460p2sfg5 core'],,,,,['polaris pcie 3 0'],['7000mhz'],['gddr5'],['gddr5'],,,,,,,,['stream processors'],['xfx'],,"['2gb', '14nm']",751016
,,,['Black'],,,,,['a'],,,,,,,,,,,,754356
['cssd f60gblsb'],,,,,,,,,,,,,['write 450mb s'],,,['corsair'],['corsair'],['120gb'],['120gb'],754769
['define'],,,,,['window usb 3 0'],,,,,,,,,,,"['highest level of silent computing', 'fan vent covers and finely tuned dynamic series fans']",['matx mini itx computer chassis'],,,755196
,,['years warranty'],,,,['7000mhz'],,['gddr5'],['7000mhz gddr5'],,,,,,,['processors 2048 directx'],,,['4gb'],760995
['skylake'],['gigabyte'],,['1c atx'],"['8x', 'bt thunderbolt']",['usb 3'],,['1151'],,['ddr4'],,,['kabylake ddr4'],,,,['pciex16 2x pciex1 2x m 2 2x u 2 2x sata express'],['u'],,,761332
,['white'],,,,,,,,,,,,,,,['nzxt s'],"['black mid tower', 'computer chassis tempered glass', 'matx 4x fans']",,,762984
"['easy', 'easy']",,,['android smartphones'],,['micro usb 2 0 for'],,,,,,,,,,,,,,['16gb'],765370
,,,,,,,,['green led 1500rpm'],,,,,,,,['pc case'],"['thermaltake riing', 'pressure led radiator']",,['120mm'],766982
"['wide', 'wide']",,,,,,,,,,,,,,,,,['corsair air series'],,,767403
['2400mhz ram'],,,['Anodised Aluminium Heatspreader'],,,['20v'],"['DDR4', 'UDIMM (Unbuffered)', 'Vengeance LPX Black', 'Non-ECC', 'PC4-19200 (2400)']",['vdimm'],['black pc4 19200'],,['4x8gb corsair'],,,,,,,,['32gb'],767981
,,,,['protection 3548 cuda cores'],,,['3584 cores 9'],,,,,,,,,['cowos hbm2 with'],['nvidia tesla p100'],['12gb'],['12gb'],771010
['two'],['siig'],,,,,,,,,,,,,,,,,,,772796
['graphite series 230'],['corsair'],,,,,,,,,,,,['graphite series 230t'],,,,['compact mid tower solid side led gaming case'],,,773101
['physx cuda'],,,,,,['7010mhz'],,['gddr5'],['gddr5 gpu'],,,,,,,,,,['4gb evga'],774259
,,"['protection', 'protection']",,"['usb connector', 'usb connector']",,,,,,,,,,,,,['upto 90mbs'],,['32gb'],776073
,,['physx cuda'],,,,['7010mhz'],,['gddr5'],,,,,,,,,,,['2gb evga'],778637
['2400mhz'],,,['Anodised Aluminium Heatspreader'],,,"['ram', '20v']","['Non-ECC', 'Vengeance LPX Black', 'DDR4', 'UDIMM (Unbuffered)', 'PC4-19200 (2400)']",['vdimm'],,,,,,,,,['corsair'],,['16gb'],779502
['with'],,,['all coolers'],,,,,,,,,,,,,,,,,780325
['geforce'],,,,,,['8192mb 10108mhz'],"['1683 mhz', '1822 mhz']",,,,['8gb gddr5x'],,,,,"['gtx 1080 sea hawk ek x core', 'years warranty']",['boost waterblock'],,,780718
['compatible'],['silverstone'],,,"['sassata 6gbits drives', '25 device bay']",,,,,,,,,,,['dual 5 25 device bay to 8x'],,['aluminium black'],,,780918
,,,['Anodised Aluminium Heatspreader'],,,['35v'],"['DDR4', 'Vengeance LPX Black', 'Non-ECC', 'UDIMM (Unbuffered)', 'PC4-25600 (3200)']",['vdimm'],,,,,,,,,,,"['16gb', '2x8gb']",782945
['akasa'],,,,,,,,,,,,,,,,,,,['3 5'],783916
,,"['protection', 'protection']",,['usb connector'],['up to'],,,,,,,,,,,['usb connector'],,,['32gb'],784162
,['gigabyte'],,,['8x'],"['intel z270 s 1151', 'usb 3']",['kabylake'],,['ddr4'],,,,,,,,['pciex16 2x pciex1 2x m 2 2x u'],,,,784816
['socket compatibility'],['thermaltake riing silent'],,,,,,,,,,,,,,['intel amd'],,"['cpu cooler 4 heatpipes', 'pwm quiet fan red leds for']",,,787316
