cluster_id,Battery Capacity,Battery Type,Brand,Bus Speed,Cable Length,Cache Memory,Category,Clock Speed,Color,Compliant Standards,Condition,Data Link Protocol,Data Transfer Rate,Generation,Graphics Card,Height,Interface,Length,Material,Memory,Memory Speed,Memory Type,Model,Operating System,Output Voltage,Portable Memory,Power Supply Type,Processor,Processor Core,Processor Socket,Product Type,RAID Level,Reading Speed,Resolution,Rotational Speed,Screen Size,Security,Storage Capacity,UPC,Warranty,Weight,Width,Writing Speed
10211978,['2000 GB'],,,['Yes'],,,,,"['military grade', '\xa0']",,['\xa0'],,,,,,['external hard drive'],,,,,,,,,,,,,,['istorage diskashur usb 3 0'],,,,['7200 rpm'],,['encryption'],['2tb'],,,,,
10217839,,,['logitech'],,,,,,,,,,,,,,,,,,,,,,,,,['m105'],,,['usb ambidextrous blue'],,,,,,,,,,,,
10237944,,,,,,,,,['Anodised Aluminium Heatspreader'],,,,,,,,,,,['4x16gb corsair'],"['UDIMM (Unbuffered)', 'Non-ECC', 'DDR4', 'Vengeance RGB Black', 'PC4-21300 (2666)']",['ddr4 vengeance rgb pc4 21300 2666'],,,['1.2 V'],,,,,,,,,,,,,['64gb'],,,,,
10238443,,,['netgear'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['prosafe wireless n access point with'],,,,,,,,,,,,
10266874,,,['deepcool'],,,,,,['white blue'],,,,,,,,,,,,,,['genome ii'],,,,,,,,"['helix res', 'matx mitx']",,,,,,,,,,,,
10267706,,,,,,,['black'],,,,,,,,,,,,['silver'],['4gb'],,['ddr3l ram'],,,,,,,,,,,,,,,,['128gb'],,,,,
10283058,,,['15'],,,,,,,,,,,,,,['bt win10 pro'],,,['8gb'],,,,,,,,,,,,,,,,,,,,,,,
10323047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['air premier wireless n dualband gigabit access point with'],,,,,,,,,,,,
10327601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['intel dc p3100'],,,,,,,['512gb'],,,,['145mb'],['88k 10k iops']
10338341,,,,,,,['hardware'],,,,,,,,,,,,,,,,,,,,,,,,['istorage diskashur usb 3 0 portable ssd with'],,,,,,['encryption'],['128gb'],,,,,
10341033,,,['supermicro'],,,,,,,,,,,,,,,,,,['1151'],['ddr4'],,,,,,,,,['intel z170 s'],,,,,,,,,,,,
10347769,,,,,"['\xa0', '1.5 m']",,,,['Black'],['usb 3 0'],,,['a male'],,,,,,,,,,,,,,,,,,"['akasa slim', 'black']",,,,,,,,,,,,
10357356,,,['gigabyte'],,,,,,,,,,,,,,,,,,,,['7500'],,,,,['intel i7 7500u dual core'],,,,,,,,,,,,,,,
10359271,,,['15'],,,,,,,,,,,,,,,,,['16gb'],,,,,,,,,,,,,,,,,,,,,,,
10379208,,,,['Yes'],,,,,,,['1 x Expression Pedal 1 x MIDI In 2 x MIDI Out 1 x Sustain Pedal 1 x USB'],,,,,,,,,,,,,,,,,,,,['kg'],,,,,['Full Size Keys'],,,,,['Semi'],,
10380485,,,,,,,,,['Anodised Aluminium Heatspreader'],,,,,,['corsair ddr4'],,,,,,"['Vengeance LPX Black', 'UDIMM (Unbuffered)', 'DDR4', 'Non-ECC', 'PC4-23400 (2933)']",,,,['1.35 V'],,,,,,,,,,,,,"['64gb', '8x8gb']",,,,,
10382850,,,['clamp'],,,,['universal tablet'],,,,,,,,,,,,,,,['small 360 rotation'],,,,,,,,,,,,,,,,,,,,,
10385773,,,['accuratus'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10394357,,,,,,,,,,,,,,,,['1x120mm'],,,,,,,,,,,,,,,"['aerocool acp', 'psu']",,,,,,,,,,,,
10400597,,,['silverstone'],,,,,,,,,,,,,['100mm'],,,,,,,['pwm fan splitter cable'],,,,,,,,,,,,,,,,,,,,
10425570,,,,,"['\xa0', '1.5 m']",,,,['White'],,,,,,,,,,['white'],,,['a'],,,,,,,,,,,,,,,,,,,,,
10428348,,,['650w seasonic'],,,,['titanium full'],,,,,,,,,,,,,,,,,,,,,,,,"['prime 80', 'psu']",,,,,,,,,,,,
10432969,,,['akasa fanless mini itx'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['bays 2x usb 3 0'],,,,,,,,,,,,
10437323,,,['msi'],,,,,,,,,,,,,,,,,['32gb'],,['ddr4'],,,,,,,,,['i7 6820hk'],,,,,,,,,,,,
10437324,,,,,,,,,['1080 win10'],,,,,,,,,,,"['32gb', '8gb gtx']",,['ddr4'],,,,,,,,,,,,,,,,,,,,,
10447848,,,,,,,['network adapter'],,,,,,,,,,['usb'],,,,,,,,,,,,,,['com usb'],,,,,,,,,,,,
10450990,,,['highpoint rocketcache'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10455095,,,,,,,,,,,,,,,['xfx radeon rx 560 core edition'],,['hdmi 2 0b dvi d dl'],,,,,['gddr5'],,,,,,,,,,,,,,,,"['2gb', '14nm']",,,,,
10464427,,,['s2011'],,,,,,,,,,,,,,['boot drive'],,,['32gb ddr3'],,,,,,,,,,,"['cpu', '1u rackmount']",,,,,,,,,,,,
10465615,,,['msi'],,,,,,,,,,,,,,"['ac intel x99 s', 'sata iii']",,,,,,,,,,,,,,,,,['sata raid pcie 3 0 x16 e atx'],,,,,,,,,
10501476,,,,,,,,,,['pc4 24000'],,,,,['corsair ddr4'],,,,,,,,,,,,,,,,['lpx blue'],,,,,,,"['16gb', '4x4gb']",,,,,
10505288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['windows pc'],,,,,,,,,,,,
10505322,,,['editors'],,,,['video'],,,,,,,,,,['windows pc'],,,,,,,,,,,,,,,,,,,,,,,,,,
10529374,,,,,,,,,,,,,,,,,,,,,,,['express ram'],,,,,,,,"['super talent', 'mb s']",,,,,,,['32gb'],,,,,
10541328,,,['asus'],,,,,,,,,,,,,,['nvme pcie ssd 8gb gtx 1080 thunderbolt 3 win10'],,,['64gb ddr4'],,,['rog g701vik'],,,,,,,,['4k uhd g sync'],,,,,,,,,,,,
10572259,,,['corsair'],,,,,,['yellow black'],,,,,,,,,,,,,,['ca 8910018 replacement wireless'],,,,,,,,,,,,,,,,,,,,
10576973,,,,,,,,,,,,,,,,,['hd sd'],,,,,,,,,,,,,,['tlm 170g'],,,,,,,,,,,,
10586986,,['sample libraries'],['samsung'],,,,,,,,,,,,,,['nvme 22x80 pcie 3 0 x4 ssd read 3000mb s'],,,,,,,,,,,,,,,,,,,,,"['512gb', '512gb pcie']",,,,,
10592560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['homeplug access point'],,,,,,['streamers'],,,,,,
10598528,,,,,,,,,['nvidia geforce'],,,,,,,,,,,['8gb ram'],,,,,,,,['intel core i5 6300hq'],,,,,,,,,,,,,,,
10604546,,,,,,,,,,,,,,,,,['to usb type c'],,,,,,,,,,,,,,['silverstone reversible'],,,,,,,['1m'],,,,,
10604904,,,,,,,,,,,,,,,,,,,,['4gb ram'],,,,,,,,['intel celeron n3350'],,,"['vivobook', 'emmc win']",,,,,,,['32gb'],"['l402na', '10']",,,,
10615388,,,,,,,,,,,,,,,,['40mm'],,,,,,,['sc816 sc819 sc808'],,,,['0101l4 pwm fan'],,,,['server case'],,,,,,,,,,,,
10640066,,,,,,,,,,,,,,,,,,,['win 10'],['8gb'],,['ddr4'],,,,,,['intel core i5 7600'],,,['quadro'],,,,,,,['15 6'],,,,,
10643495,,,,,,,,,,,,,,,['nvidia quadro p5000'],,,,,['64gb'],,,,,,,,['intel core i7'],,,,,,,,['10 pro'],,"['16gb', '500gb']",,,,,
10643498,,,['3xs classic 3d'],,,,,,,,,,,,,,,,,"['32gb', '8gb']",,['ddr4'],['p4000'],,,,,['overclocked intel core i7'],,,['nvidia quadro'],,,,,['10 pro'],,['500gb'],,,,,
10645562,,,['msi'],,,,,,,,,,,,,,['usb 3'],,,['16gb ddr4'],['7ghz'],,,,,,,['intel i5'],,,,,,,,,,,,,,,
10645865,,,['1000w cooler master'],,,,,,,,,,,,,,,,,,,,['v1000'],,,,,['atx v2'],,,['modular 80plus'],,,,,,,,,,,,
10668871,,,['mono'],,,,,,,,,,,,,,,,,,,,,,,,,,,,"['vertigo keyboard', 'steel rivets black']",,,,,,,,,,,,
10682222,,,,,,,,,,,,,,,,,,,,"['8gb ram', '2gb gtx']",,,,,,,,,,,['win10'],,,,,,,,,,,,
10699939,,,,,,,,,['windows mac'],,,,,,,,['ultra compact for'],,['linux'],,,,['m2'],,,,,,,,"['pny', 'attach pendrive usb 2 0 read']",,,,,,,['32gb'],,,,,
10707057,,,,,,,,,,,,,,,,,['sata iii'],,,,,,['sata raid pcie 3 0 x16 d sub dvi d hdmi atx'],,,,,,,,['p8z68'],,,,,,,,['1155'],,,,
10715077,,,['corsair'],,,,,,,,,,,,,,,,,,,,['hydro series h100i v2'],,,,,,,,['all'],,,,,,['refurbished'],,,,,,
10724927,,,,,,,['dominator'],,,,,,,,,,,,,['4x8gb corsair'],,"['ddr3', 'platinum pc3 19200']",,,,,,,,,,,,,,,,['32gb'],['65v'],,,,
10731036,,,,,,,,,,,,,,,,,,,,['4gb ram'],,,,,,,,['intel celeron n3050'],,,,,,,,,,,,,,,
10738032,,,,,,,,,,,,,,,,['120mm'],,,,,,['erp lot'],,,,,,,,,,,,,,,,,,,,,
10758318,,,,,,,,,,,,,,,,,['bt usb 3 0'],,,['2gb gtx'],,,,,,,,,,,['k501ux notebook 4k display core i7 6500u'],,,,,,,,,,,,
10765107,,,,,,,,,['Anodised Aluminium Heatspreader Vengeance Airflow Fan'],,,,,,['corsair ddr4'],,,,,,"['UDIMM (Unbuffered)', 'Non-ECC', 'DDR4', 'Vengeance LPX Black', 'PC4-36000 (4500)']",,,,['1.45 V'],,,,,,,,,,,,,"['16gb', '2x8gb']",['45v'],,,,
10768873,,['gen2 pcie card with'],['silverstone'],,,,,,['pericom redriver'],,,,,,,,['internal 19pin connector plus'],,,,,,['usb 3 1'],,,,,,,,,,,,,,,,,,,,
10769987,,,,,,,,['10 9'],,,,,['5v'],,['corsair ddr3 vengeance pro series red pc3 14900'],,,,,,,,,,,,,,,,,,,,,,,['8gb'],,,,,
10771303,,,,,,,,,['Anodised Aluminium Heatspreader'],,,,,,,,,,,,"['Vengeance LPX Black', 'PC4-19200 (2400)', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)']",,,,['1.2 V'],,,,,,['corsair'],,,,,,,['8gb'],,,,,
10771408,,,['zenbook'],,,,,,,,,,,,,,,,,['8gb ram'],,,['ux390ua led fhd core'],,,,,['i5 7200u intel hd 620 graphics'],,,,,,,,,,,,,,,
10772186,,,,,,,,,,,,,,,,,['bt 4'],,,['16gb ram'],,,['ux390ua fhd led'],,,,,['screen core i7 7500u'],,,,,,,,,,['12 5'],,,,,
10772904,,,['msi cubi'],,,,,,['os'],,,,,,,,"['msata wifi', 'fanless w o']",,,,,,,,,,,['intel core i3 7100u'],,,,,,,,,,,,,,,
10774203,,,,,,,,,,,,,,,,,,,,['8gb ram'],,,['ux390ua led fhd core'],,,,,['i5 7200u intel hd 620 graphics'],,,,,,,,,,,,,,,
10775140,,,['15'],,,,,,,,,,,,,,['usb 3'],,,['8gb ddr4'],,,,,,,,,,,,,,['ay167sa notebook kabylake core i5 7200u'],,,,,,,,,
10780504,,,['3xs gamer'],,,,,,,,,,,,['gtx 1070 sc'],,,,,['8gb evga'],,,,,,,,['intel core i5'],,,,,,,,,,,,,,,
10785365,,,['qnap'],,,,,['2 0ghz'],,,,,,,,,,,,['2gb ram'],,,['hs 251'],,,,,['intel celeron quad core'],,,,,,,,,,,,,,,
10819176,['512 GB'],,['pocket'],['Yes'],,,,,['Black'],,['\xa0'],,,,,,,,,,,,,,,,,,,,['write'],,,,['\xa0'],,,,['38'],,,,
10827125,,,['msi'],,,,,,,,,,,,,,,,,['32gb ram'],,,,,,,,['intel core i7 7820hk'],,,,,,,,,,,,,,,
10827126,,,,,,,,,,,,,,,,,['usb type c'],,,"['32gb ram', '8gb gtx']",,,,,,,,,,,['win10'],,,,,,,,,,,,
10832410,,,['adaptec'],,,,,,,,,,,,,,,,,,,,['2280100 r mini serial attached scsi hd x4 sff'],,,,,,,,['cable sff 8482'],,,,,,,,,,,,
10856414,,,['supermicro'],,,,,,,,,,,,,['0116l mini'],['sas to 4 x internal 7'],,,,,,['50cm cbl'],,,,,,,,,,,,,,,,,,,,
10882218,,,['thermaltake'],,,,,,,,,,,,,,,,,,,,['max 2506'],,,,,,,,['key lock'],,,,,,,,,,,,
10889844,,,,,['305mm'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10898621,,,,,"['\xa0', '0.20 m']",,['supermicro'],,['\xa0'],,,,,,,,,,,,,,,,,,,,,,,,,,,['20cm'],,,,,,,
10912022,,,,,"['\xa0', '0.75 m']",,['scan'],,['Black'],,,,,,,,['micro usb'],,,,,,,,,,,,,,,,,,,['75cm'],['black'],,,,,,
10940256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['sandisk ssd'],,,,,,,['120gb'],,,,['310mb s'],
10942889,,,,,,,,,['win10'],,,,,,,,,,,['16gb ddr4'],,,,,,,,,,,['nvme ssd'],,,,,,,['256gb'],,,,,
10962512,,,,,,,,,,,,,,,,,['win 10'],,,"['4gb gtx', '16gb ddr4']",,,,,,,,['intel core i7 6700hq'],,,,,,,,,,,,,,,
10989724,,,,,,,,,,,,,,,,,['usb fan controller graphic lcd'],,,,,,,,,,,,,,['aquaero'],,,,,,,,,,,,
10994534,,,,,,,,,,,,,,,['corsair ddr3 vengeance pro series red pc3 22400'],,,,,,,,,,,,,,,,,,,,,,,"['16gb', '2x8gb']",['65v'],,,,
10996437,,,['startech'],,,,,,['drives'],,,,,,,,['sata iii upto'],,,,,,['com usb 3 0'],,,,,,,,['duplicator dock 2x'],,,,,,,,,,,,
11000910,,,,,,,,,,,,,,,,,,,,"['4gb gtx', '8gb']",,"['1050', 'ddr4']",,,,,,['core i7 7700hq'],,,,,,,,,,['15 6'],,,,,
11018315,,,['silverstone'],,,,,,,,,,,,,,"['usb 3 0 type a', 'internal']",,,,,,,,,,,,,,"['usb port pcie expansion card', 'usb']",,,,,,,,,,,,
11019306,,,['silverstone'],,,,,,,,,,,,,,,,,,,,['sata 6gb s'],,,,,,,,"['ecs05 server grade', 'ports controller']",,,,,,,,,,,,
11021962,,,['silverstone'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['pci e x4 adapter card'],,,,,,,,,
11024882,['1500 GB'],,['quantum'],,,,,,,['LTO Ultrium 5'],,,"['140 MB/s', '280 MB/s', '600MB/s']",,,,['SAS 6Gb/s'],,,,,,['lto 5'],,,,,,,,['\xa0'],,,,,,,['3000 GB'],,,['1.61 kg'],,
11025108,,,['quantum'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['lto 5'],,,,,,,,,,,,
11034322,,,,,,,,,['green woven'],,,,,,,,['micro usb'],,,,,,,,,,,,,,,,,,,,,,,,,,
11034362,,,['roland uaub'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11069277,,,['thermaltake core x31 rgb'],,,,['riing fans'],,,,,,,,,,,,,,,,,,,,,,,,['tower case usb'],,,,,,['black'],,,,,,
11084955,,,['sonnet echo'],,,,,,,,,,,,,,"['thunderbolt 3', 'edition pcie expansion chassis']",,,,,,['express se i'],,,,,,,,,,,,,,,,,,,,
11084987,,,,,,,['gpu'],,,,,,,,['geforce gt 730'],,,,,,['1400mhz'],"['single slot pcie 2 0 x16', 'ddr3']",,,,,,,,,['700mhz'],,,,,,,,,,,,
11086054,,,,,,,,,,,,,,,,,,,,,,['ddr4'],,,,,,['intel'],['2u 3 year warranty'],,['superserver 6028r'],,,,,,,,,,,,
11089666,,,,,"['0.3 m', '\xa0']",,,,['Black'],,,,,,,,['usb a'],,,,,,,,,,,,,,['adaptor cable'],,,,,,,,,,,,
11090273,,,,,"['0.3 m', '\xa0']",,,,['Black'],,,,,,,,,,,,,,,,,,,,,,"['usb a', 'backwards compatible black']",,,,,,,,,,,,
11109650,,,['15'],,,,,,,,,,,,,,,,['win 10'],['16gb'],,['ddr4'],,,,,,['intel core i7 7700hq'],,,,,,,,,,,,,,,
11114463,,,['sonnet echo'],,,,,,,,,,,,,,['thunderbolt 3 expansion chassis for pcie cards'],,,,,,['express se iii'],,,,,,,,,,,,,,,,,,,,
11116360,,,['thermaltake'],,,,,,,,,,,,,,,,['Copper'],,,,,,,,,,,,['rl240 water cooling kit 2x red led fans cpu block reservoir pump'],,,,,,,,,,['345 g'],,
11138418,,,['supermicro'],,,,,,,,,,,,,,,,,,,,,,,,,,,['2u sc 813 825'],"['usb com black', 'server chassis']",,,,,,,,,,,,
11145815,,,['akasa'],,,,,,,,,,,,,,,,,,,,,,,,,['amd am3 am2 940 939 ak'],,,['ccx 4002hp'],,,,,,,,,,,,
11166077,,,,,,,,,['Anodised Aluminium Heatspreader Vengeance Airflow Fan'],,,,,,,,,,,,"['Vengeance LPX Red', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)', 'PC4-34600 (4333)']",,,,['1.4 V'],,,,,,"['corsair', 'lpx red pc4 34600 4333']",,,,,,,['16gb'],,,,,
11175799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['internet security'],,,,,,,,['2017'],,,,
11184279,,,['cooler master'],,,,['silent'],,,,,,,,,,,,,,,,,,['up to 15 6 laptop'],,,,,,['comforter air'],,,,,,,,,,,,
11185295,,,['atto'],,,,,,,,,,,,,,['sas raid'],,,,,,,,,,,,,,,,,,,,,,,,,,
11203529,,,['gigabyte'],,,,,,,,,,,,,,['4ghz wireless'],,,,,,,,,,,,,,,,,,,,,,,,,,
11212922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['akasa ak', 'ultra quiet']",,,,,,,['120mm'],,,,,
11217331,,,['1536mb'],,,,,,,,,,,,,,,,,,,['gddr5 gpu'],,,,,,['pny gtx'],,,"['772mhz', 'mhdmi dl dvi i']",,,,,,,,,,,,
11219244,,,,,,,,"['22 core', '2 2ghz']",,,,,,,,,,,,,,['44 thread'],,,,,,['intel xeon e7 8880'],"['3 3ghz', 'turbo 55']",,,,,,,,,,,,,,
11221126,,,['intel xeon'],,,,,"['18 core', '2 2ghz', '3 2ghz']",,,,,['36 thread'],,,,,,,,,,,,,,,,['turbo 45mb 32'],,,,,,,,,,,,,,
11224133,,,['logickeyboard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,"['astra pc backlit', 'keyboard media']",,,,,,,,,,,,
11225030,,,,,,,,,['\xa0'],,,,,,,,,,,,"['LRDIMM', 'PC4-19200 (2400)', 'DDR4', 'ECC', 'Server']",['ddr4 server pc4 19200'],,,['1.2 V'],,,,,,,,,,,,,['64gb'],,,,,
11241555,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11258885,,,['msi'],,,,,,,,,,,,,,,,,['16gb ram'],,,,,,,,['core i7'],,,,,,,,,,['17 3'],,,,,
11288919,,,['supermicro rsc'],,,,,,,,,,,,,,,,,,,,['g2fr'],,,,,,,,,,,,,,,,,,,,
11305969,,,,,,,,,,,,,,,,,,,,"['16gb', '8gb evga']",,"['7600k', 'ddr4', 'gtx 1080 sc']",,,,,,,,,,,,,,,,,,,,,
11329524,,,,,,,,,,,,,,,['geforce gtx 1050'],,,,,['8gb ddr4'],,,,,,,,['7200u'],,,,,,,,,,,,,,,
11333125,,,['e8'],,,,,,,,,,,,['intel c612 pch s2011 3 x2'],,,,,,,['ddr4 rdimm lrdimm 4x'],,,,,,,,,,,,,,,,['rs4 v2'],,,,,
11351669,,,['logickeyboard pro line media composer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['mac pro'],,,,,,,,,,,,
11352287,,['105 wireless'],['sonicwall'],,,,['utm'],,,,,,,,,,['unlimited wan failover'],,,,,,,,,,,,,,,,,,,,,,,,,,
11355979,,,['sonicwall email security'],,,,,,,,,,,,,,,,,['4gb ram'],,,,,,,,['intel dual core'],,,"['1u appliance', 'cpu raid']",,,,,,,,,,,,
11355983,,,['sonicwall email security'],,,,,,,,,,,,,,,,,['2gb ram'],,,,,,,,['intel celeron 440'],,,,,,,,,,,,,,,
11364921,,,,,,,,,,,,,,,,,,,,['16gb'],,['ddr4'],,,,,,,,,,,,,,,,,,,,,
11385421,,,['tempo'],,,,,,,,,,,,,,['sata pcie'],,,,,,,,,,,,,,,,,,,,,,,,,,
11387285,,,,,,,,,,,,,,,,['139mm'],,,,,,,,,,,,,,,"['strider gold evolution full modular 80', 'psu']",,,,,,,,,,,,
11400874,,,['logickeyboard'],,,,,,,,,,,,,,,,,,,,['premiere pro cc slim line'],,,,,,,,['mac keyboard advance'],,,,,,,,,,,,
11405928,,,,,,,['pny'],,['single slot'],,,,,,,,,,,,,,,,,,,,,,['nvidia quadro p400'],,,,,,,['2gb'],,,,,
11417733,,,['kensington'],,,,,,,,,,['grey'],,,,,,,,,,['k39650eu'],,,,,,,,['trifold folio case'],,,,,,,,,,,,
11427487,"['1,500 GB']",,['quantum'],,,,,,,['\xa0'],,,"['600MB/s', '140 MB/s', 'Upto 280 MB/s']",,,,['SAS 6Gb/s'],,,,,,,,,,,,,,"['lto 5', 'hba bundle', '\xa0']",,,,,,,"['3,000 GB']",,,['\xa0'],,
11428238,,,['sonnet'],,,,"['adapter', 'solid aluminium heatsink']",,,,['design'],,,,,,,,,,,,,,,,,,,,['transposer drive tray'],,,,,,,,,,,,
11432913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['lms data cat6', '2u rackmountable']",,,,,,,,,,,,
11435161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['power supply'],,,,,,,,,,,,
11477173,,,['deepcool'],,,,['fans'],,,,,,,,,,,,,,,,,,,,,['intel amd'],,,,,,['hydro cpu cooler 2x120'],,,,,,,,,
11480781,,,,,,,,,,,,,,,,,,,,['8gb ddr4'],,,,,,,,,,,,,,,,,,['15 6'],,,,,
11482821,,,['microsoft'],,,,['optical'],,,,,,,,,,,,,,,,,,,,,,,,"['wireless keyboard 850 wireless mouse', 'sensor black']",,,,,,,,,,,,
11492965,,,['corsair'],,,,,,,,,,,,,['140mm'],,,,,,,['hydro series h115i'],,,,,['all'],,,['factory refurbished'],,,,,,,,,,,,
11501572,['1000 GB'],,['angelbird'],['Yes'],,,,,['Blue'],,['\xa0'],,,,,,['pkt usb 3'],,,,,,['write 68 000'],,,,,,,,['solid state drive'],,,,['\xa0'],,,,,,,['560 mb'],
11501706,,,,,,,,,,,,,,,,,,,,,['650 1500 rpm'],,,,,,,,,,['nanoxia deep silence pwm ultra quiet pc fan'],,,,,,,['120mm'],,,,,
11501876,['1000 GB'],,['angelbird'],['Yes'],,,,,['Graphite'],,['\xa0'],,,,,,"['pkt usb 3', 'grey 560']",,,,,,['write 68 000'],,,,,,,,['solid state drive'],,,,['\xa0'],,,,,,,,
11501912,['1000 GB'],,['angelbird'],['Yes'],,,,,['Orange'],,['\xa0'],,,,,,['pkt usb 3'],,,,,,['write 68 000'],,,,,,,,['solid state drive'],,,,['\xa0'],,,,,,,['560 mb'],
11511307,,,,,,,['vengeance'],,,['white pc3 12800'],,,,,['corsair ddr3'],,,,,,,,,,,,,,,,['arctic'],,,,,,,['8gb'],,,,,
11511338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['corsair'],,,,,,,['8gb'],['5v'],,,,
11519541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['akasa power adapter'],,,,,,,,,,,,
11521692,,,['icy box'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['9 5mm drives sata'],,,,,,,,,
11528798,,,,,,,,,,,,,,,,,,,,"['6gb gtx', '16gb']",,['ddr4'],,,,,,['intel core i7 7700hq'],,,,,,,,,,,,,,,
11537847,,,['cubix'],,,,,,,,,,,,,,['external pcie expansion gen3 700w 4x pcie x16'],,,,,,,,,,,,,,,,,,,,,,,,,,
11547507,,,['streacom'],,,,['optical drive'],,,,,,,,,,,,,,,,,,,,,,,,"['alpha black full', 'aluminium fanless case 2x usb 3 0 slot']",,,,,,,,,,,,
11568189,,,['aerocool'],,,,,,,,,,,,,,,,,,,,,,,,['side window 2x usb'],,,,['black'],,,,,,,,,,,,
11572337,,,['silverstone'],,,,,,,,,,,,,,,,,,,,,,,,,['all 3 5'],,,['sst fp53s hard disk cooler silver'],,,,,,,,,,,,
11576097,,['fq series pwm fan'],,,,,,,,,,['fq122'],,,,,,,,,,,,,,,,,,,['silverstone sst'],,,,,,,['120mm'],,,,,
11581283,,,,,,,,,,,,,,,,['1x120mm'],,,,,,,,,,,,,,,"['cooler master', 'psu']",,,,,,,,,,,,
11590046,,,['silverstone'],,,,,,,,,,,,,,['mm slim laptop odd bay tray loading 2x usb 3 0 a type support sdxc'],,,,,,,,,,,,,,,,,,,,,,,,,,
11620871,,,['15'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['extension cable'],,,,,,,,,,,,
11629029,,,['palit'],,,,,,,,,,,,,,,,,['8gb gddr5'],['1506mhz gpu'],,,,,,,['geforce gtx 1070 jetstream'],,,,,,,,,,,,,,,
11630036,,,['intel'],,,,['open source'],,,,,,,,,,,,,,,,,,,,,,,,"['aero compute board quad core atom based', 'developer kit', 'linux operating system']",,,,,,,,,,,,
11635741,,,['msi'],,,,,,,,,,,,,,,,,['8gb'],['1518 mhz'],['gddr5'],,,,"['geforce gtx 1070 sea hawk', 'vr ready graphics card']",['1920 core'],,,,,,,,,,,,,,,,
11645988,,,['50cm'],,,,['adaptec'],,,,,,,,,,"['mini serial attached scsi hd x4 sff', 'serial attached scsi hd sff 8643 cable']",,,,,,,,,,,,,,,,,,,,,,,,,,
11647046,,,,,,,,,['black'],,,,,,,,,,,,,,,,,,,,,,['icybox mobile rack'],,,,,,,['3 5'],,,,,
11663008,,,['cooler master'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11703552,,,,,,,['oc'],,,,,,,,,,,,,,,['gddr5 gpu'],['frozr 3gd5 v2'],,,,,,,,"['msi radeon hd 7950', '880mhz 1792 cores']",,,,,,,['3gb'],,,,,
11722965,,,,,,,,,,,,,,,,,,,,,,['speed'],,,,,,,,,,,,,,,,,,,,,
11724145,,,['antec'],,,,,,['laptops upto'],,,,,,,,,,,,,,,,,,,,,,['notebook cooler mini for'],,,,,,,,,,,,
11726041,,,['intel'],,,,,"['nuc6cays quad core', '5ghz']",,,,,,,,,,,['canyon win'],['2gb ddr3 ram'],,,,,,,,,,,['storage arches'],,,,,,,,,,,,
11726984,,,['4'],,,,,,,,,,,,,,,,,,"['1290 mhz', '1392 mhz']",['gpu'],,,,['gddr5 graphics card'],,['768 core'],,,['msi gtx 1050ti 4gt'],,,,,,,,,,,,
11736225,,,['supermicro mbd x9dae o'],,,,,,,,,,,,,,,,,,,,"['2011 x2', 'sata raid pcie 3 0 x16 e atx']",,,,,,,,,,,,,,,,,,,,
11736365,,,['scan'],,,,,,,,,,,,,,,,,"['8gb', '4gb']",,['ddr4'],,,,,,['gamer intel core i3'],,,['rx 470'],,,,,,,,['10'],,,,
11751747,,,,,,,,,,,,,,,,,,,,,,,,,,,['skylake x 32gb ddr4'],,,,['nvidia gtx titan'],,,,,,,"['12gb', '500gb']",,,,,
11751936,,,,,,,,,,,,,,,['gtx 1080'],,['win'],,,['11gb evga'],,,,,,,['skylake x 32gb ddr4'],,,,,,,,,,,,,,,,
11752105,,,['kensington'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['protective cover and stand for'],,,,,,,,,,,,
