cluster_id,Battery Capacity,Battery Type,Brand,Cable Length,Cache Memory,Category,Clock Speed,Color,Compliant Standards,Condition,Data Link Protocol,Data Transfer Rate,EAN,Generation,Graphics Card,Height,Input,Interface,Length,Material,Memory,Memory Speed,Memory Type,Model,Operating System,Output Voltage,Portable Memory,Power Supply,Power Supply Type,Processor,Processor Core,Processor Socket,Product Type,Reading Speed,Resolution,Rotational Speed,Screen Size,Security,Storage Capacity,UPC,Warranty,Weight,Width,Writing Speed
12324413,,,['mac'],,,['smart'],,['elegant external'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12325161,,,['fast'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['my book'],,,,,,,,,,,
12327226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['intel xeon e5 2600 v3'],,,['level server with'],,,,,,,,,,,
12332602,,,['vista'],,,,,['nvidia geforce'],,,,,,,,,,,,['year warranty'],"['3gb memory', '320gb']",,,['home premium'],,,,,,['intel core 2'],,,['hard drive'],,,,,,,,,,,
12332609,,,['vista'],,,,,['nvidia geforce'],,,,,,,,,,,,['year warranty'],,,,['home premium'],,,,,,['intel core 2 duo t8100'],,,['hard drive'],,,,,,['320gb'],,,,,
12335522,,,['600mhz'],,,['sapphire'],,,,,,,,,,,,,,,,['1000mhz'],['ddr2'],,,,,,,,,,['ocuk'],,,,,,,,,,,
12336241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['study room qs'],,,,,,,,,,,
12342144,,,['black'],,,,,,,,,,,,,['140 mm'],,,,,,,,,,,,,,,,,['pwm connection and'],,,,,,,,,,,
12342524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['socket compatibility 775'],,,,,,,,,,,,,,
12342692,,,,['120 mm'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12351520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['aluminium micro atx', 'pc system']",,,,,,,,,,,
12351538,,,['styx raijintek s new'],,,['aluminium micro atx'],,,,,,,,,,,,,,,,,,,,,,,,,,,['pc system'],,,,,,,,,,,
12351590,,,['styx raijintek s'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12351621,,,['styx raijintek s new'],,,['aluminium micro atx'],,,,,,,,,,,,,,,,,,,,,,,,,,,['pc system'],,,,,,,,,,,
12351699,,,"['styx raijintek s', 'styx raijintek s new']",,,['aluminium micro atx'],,,,,,,,,,,,,,,,,,,,,,,,,,,['pc system'],,,,,,,,,,,
12351851,,,,,,['aluminium micro atx'],,,,,,,,,,,,,,,,,,,,,,,,,,,"['styx raijintek s new', 'pc system']",,,,,,,,,,,
12351871,,,['aluminium'],,,['aluminium micro atx'],,,,,,,,,,,,,,,,,,,,,,,,,,,"['styx raijintek s new', 'pc system', 'pc system']",,,,,,,,,,,
12353007,,,['socket compatibility'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12353008,,,['socket compatibility'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https www overclockers'],,,,,,,['66632'],,,,
12353064,,,['morpheus'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['ii comes'],,,['26 ram'],,,,,,,,
12353131,,,['arcadia'],,,,,,,,,,,,,,,['front panel'],,,,,,,,,,,,,,,['chassis where pure'],,,,,,,,,,,
12353404,,,['socket compatibility'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['1150, 1151, 1155, 2011, 2011-V3, AM3+, FM2+, AM2+, AM4, 2066']",,,,,,,,,,,,
12353494,,,['arcadia'],,,,,,,,,,,,,,,['front panel'],,,,,,,,,,,,,,,['chassis where pure'],,,,,,,,,,,
12354287,,,['aeneas'],,,,,['elegant design'],,,,,,,,,,,,['bar'],,,,,,,,,,,,,"['raijintek s', 'special type', 'chassis cube', 'is developed with']",,,,,,,,,,,
12354289,,,"['morpheus', 'morpheus']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['hawaii curacao'],,,"['26 ram', '26 ram']",,,,,,,,
12354367,,,['socket compatibility'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12354671,,,['meet'],,,['aluminum atx'],,,,,,,,,,,,,,,,,,,,,,,,['thetis raijintek s new'],,,,,,,,['hardware'],,,,,,
12354672,,,['meet'],,,['aluminum atx'],,,,,,,,,,,,,,,,,,,,,,,,,,,['raijintek s new'],,,,,['hardware'],,,,,,
12354796,,,['metis'],,,['aluminum'],,,,,,,,,,,,,,,,,,,,,,,,,,,"['mini itx case', 'classic design']",,,,,,,,,,,
12355176,,,['compact'],,,,,,,,,,,,,['92mm'],,,,,,,,,,,,,,,,,['aluminum radial design'],,,,,,,,['amd intel'],,,
12355185,,,['compact'],,,,,['green led'],,,,,,,,['92mm'],,,,,,,,,,,,,,,,,['aluminum radial design'],,,,,,,,['amd intel'],,,
12355670,,,['compact'],,,,,,,,,,,,,['92mm'],,,,,,,,,,,,,,,,,['aluminum radial design'],,,,,,,,['amd intel'],,,
12355734,,,,,,,,,,,,,,,,['120 mm'],,,,['blue led'],,,,,,,,,,,,,"['style cooler from', 'three heatpipes', 'pwm fan', 'amd and intel']",,,,,,,,,,,
12355766,,,['flat tower'],,,,,,,,,,,,,['120 mm'],,,,['blue led'],,,,,,,,,,,,,"['style cooler from', 'three heatpipes', 'pwm fan', 'amd and intel']",,,,,,,,,,,
12355793,,,['compact'],,,,,,,,,,,,,['92mm'],,,,['green led'],,,,,,,,,,,,,['aluminum radial design'],,,,,,,,['amd intel'],,,
12355915,,,['gt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12357909,,,['styx raijintek s new'],,,['aluminium micro atx'],,,,,,,,,,,,,,,,,,,,,,,,,,,['pc system'],,,,,,,,,,,
12357912,,,['styx raijintek s new'],,,['aluminium micro atx'],,,,,,,,,,,,,,,,,,,,,,,,,,,['pc system'],,,,,,,,,,,
12361381,,,"['core', 'core']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['support silent heatpipe gigabit lan'],,,,,,,,,,,
12362782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['available'],,,,,,,,,,,
12362810,,,['available'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12363780,,,['intel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12367198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['mini itx'],,,,,,,,,,,
12378445,,,['vista'],,,,,,,,,,,,,,,['wxga x black led'],,,,,,,,,,,,"['intel core', 'intel gma x4500 graphics wireless lan 1 year warranty']",,,['hard drive'],,,,,,['200gb'],,,,,
12388655,,,['vista'],,,,,['year warranty'],,,,,,,,,,,,,,,,['home premium'],,,,,,,,,['hard drive'],,,,,,['200gb'],,,,,
12390206,,,['our brand new silent'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['se fans', 'feature']",,,,,,,,,,,
12394524,,,,,,,,['purple led'],,,,,,,,['120mm'],,,,,,,,,,,,,,,,,['molex connection'],,,,,,,,,,,
12398615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['case featuring a full'],,,,,,,,,,,
12398946,,,,,,,,,,,,,,,,['120mm'],,,,,,,,,,,,,,,,,,,,,,,['375mm'],,,,,
12399574,,,['aerocool'],,,,,,,,,,,,,,,['full tempered glass'],,,,,,,,,,,,,,,"['chassis with led', 'side panel']",,,,,,,,,,,
12400568,,['people on the go'],['pny'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['attach'],,,,,,,,,,,
12405064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['warranty'],,,,,,,,,,,
12405684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['lms power rack mount'],,,,,,,,,,,
12406269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['dual core processor completely fanless case'],,,,,,,,,,,,,,
12410878,,,,,,,,,,,,,,,,['140mm'],,,,,,,,,,,,,,,,,"['molex connection', 'orange led']",,,,,,,,,,,
12426586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['mini xl chassis'],,,,,,,,,,,
12437517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['usb port'],,,,,,,,,,,
12446953,,,['db4'],,,['bisymmetrical design'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12463037,,,['825mhz'],,,,,,['call of'],,,,,,,,,,,,,['1800mhz'],['gddr3'],,,,,,,,,,['powercolor ocuk supplied'],,,,,,,,,,,
12482246,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12483811,,,,,,,,,,,,,,,,,,['usb ports'],,,,,,,,,,,,,,,['mini removable disk which'],,,,,,,,,,,
12502577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['hard disk drive'],,,,,,,,,,,
12503689,,,['designed'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['among others'],,,,,,,,,,,
12524258,,,,,,,,['year warranty'],,,,,,,,,,,,,,,,,,,,,,,,['ide interface 7200rpm spin speed 8 9ms'],['server'],,,,,,['320gb'],,,,,
12528255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['high current pro', 'platinum']",,,,,,,,,,,
12532210,,,['datatraveler'],,,,,,,,,,,,,,,['flash'],,,,,,,,,,,,,,,['photos graphics intensive documents videos spreadsheets presentations term papers and music that can be stored and and retrieved'],,,,,,,,,,,
12533175,,,,,,['stream'],,['ati crossfirex'],,,,,,,,,,,,['ati eyefinity'],,"['550mhz', '4000mhz']",['gddr5'],,,,,,,,,,"['ati stream', 'ati avivo hd']",,,,,,,,['2 year warranty'],,,
12537808,,,,,,,,,,,,,,,,,,,,,,,['ga ma770'],,,,,,,,,,,,,,,,,,,,,
12545471,,,['antec'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12545535,,,['socket compatibility'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12545828,,,['antec'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12563603,,,['core'],,,['audio crossfirex'],,,,,,,,,,,,,,,,,['ddr3 support 8x sata 3gb s'],,,,,,,['i7 support'],,,['raid 2x'],,,,,,,,,,,
12575935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['economical power today', 'bronze series antec s', 'bronze certified supply solution']",,,,,,,,,,,
12588310,,,"['core', 'physx cuda']",,,['stream processors'],,,,,,,,,,,,,,['enabled 3 years warranty'],,['7280mhz'],['gddr5'],,,,,,,,,,,,,,,,,,,,,
12596741,,,,,,,,['vdimm lifetime'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['ocz'],['1600mhz ram'],,,,,
12628865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['computer s'],,,,,,,,,,,
12630445,,,,,,,,,,,,,,,,,,,,,,,['24x cd rw 4x'],,,,,,,,,,,,,,,,['dvd r'],,,,,
12631331,,,,,,,,,,,,,,,,,,,,,,,,['sata ii interface'],,,,,,,,,['3 year warranty'],,,,,,,,,,,
12640248,,,['massive'],,,,,,,,,,,,,,,,,,,,,,['green sata drives'],,,,,,,,['single drive'],,,,,,,,,,,
12645414,,,['d link s'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['wireless n home router'],,,,,,,,,,,
12649797,,,['zotac'],,,,,,['6700t'],,,,,,,,,,,,['8gb'],,['ddr4'],,,,,,,,['nvidia gtx 1070'],['windows 10'],['zbox vr7n70 i7'],,,,,,,,,,,
12662483,,,['sleek'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12683788,,,['world'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12686997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['robust metal'],,,,,,,,,,,
12692616,,,['800mhz'],,,"['memory', 'warranty']",,,,,,,,,,,,,,,,['1400mhz'],"['core 256', 'gddr3']",,['ocuk'],,,,,,,,['processors crossfire ready 3yr'],,,,,,,,,,,
12693050,,,['acer nitro series'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12709204,,,['freeagent'],,,,,,,,,,,,,,,['have included a'],,,,,,,,,,,,,,,"['games and documents to eliminate worry', 'five year warranty']",,,,,,,,,,,
12712439,,,['overclockable d0'],,,,['3 2ghz'],,,,,,,,,,,,,,['8mb l3'],,['ddr3 controller'],,,,,,,,,,['warranty'],,,,,,,,,,,
12713297,,,['part'],,,,,,,,['3 5 inch'],,,,,,,['sata 6gb s'],,,,,,,,,,,,,,,['3 year warranty'],,,,,,['3x10tb'],,,,,
12713413,,,,,,,,,,,['3 5 inch'],,,,,,,['sata 6gb s'],,,,,,,,,,,,,,,['3 year warranty'],,,,,,['4x10tb'],,,,,
12716850,,,['capacity'],,,,,,,,,,,,,"['0mm', '2mm', '5mm']",,,,,['250gb interface'],,,,,,,,,,,,['years'],,,,,,,,,,,
12719776,,,,,,,,,,,,,,,,,,['sata 6gb s'],,,,,,,,,,,,,,,['3 year warranty'],,,,['5 inch'],,,,,,,
12721789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['mesh cover'],,,,,,,,,,,
12739680,,,['get'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['last'],,,,,,,,,,,
12739682,,,['brilliant price'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['chassis and 570'],,,,,,,,,,,
12749358,,,['capacity'],,,,,,,,,,,,,"['2mm', '3mm', '7mm']",,,,,['500gb interface gigabit ethernet power 100 240v'],,,,,,,,,,,,,,,,,,,,,,,
12751738,,,['small'],,,,,,,,,,,,,,,,,,,,,,,,,,,['compact'],,,['laptop'],,,,,,,,,,,
12765036,,,,,,"['memory', 'year warranty']",,,,,,,,,,,,,,,,['1998mhz'],['gddr3'],,,,,,,,,,"['core 1242mhz shader clock', '216 stream processors sli ready 5']",,,,,,,,,,,
12765589,,,,,,,,,,,,,,,,,,,,,,['750mhz'],,,,,,,,,,,['years warranty'],,,,,,,,,,,
12787031,,,['675mhz'],,,['10yr warranty'],,,,,,,,,,,,,,['direct'],,['2100mhz'],['gddr3'],,,,,,,,,,,,,,,,,,,,,
12797877,,,['world'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12805306,,,,,,,,,,,,,,,,,,['ide pata and sata'],,,,,,,,,,,,,,,,,,,['3 5 inch'],,,,,,,
12815949,,,['amd'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['onboard 5'],,,,,,,,,,,
12816859,,,,,,,,,,,,,,,,,,,,,,['800 667mhz'],,,,,,,,['intel atom'],,,['form factor'],,,,,,,,,,,
12818031,,,['prepare'],,,,,,,,,,,,,,,['geforce gts 250 graphics processor'],,,,,,,,,,,,,,,,,,,,,,,,,,
12821476,,,['filco'],,,,,,,,,,,,,,,['standard uk keyboard but instead of'],,,,,,,,,,,,,,,,,,,,,,,,,,
12830362,,,,,,,,,,,,,,,,,,['have included a'],,,,,,,,,,,,,,,['five year warranty'],,,,,,,,,,,
12834239,,,['finally'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['room smartphones tablets and laptops have full reception anywhere without'],,,,,,,,,,,
12843521,,,['msi x58 pro'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['processor along'],,,,,,,,,,,
12857644,,,['fast'],,,,,,,,,['600 mbps'],,,,,,,,,,,,,,,,,,,,,"['home the', 'home network experience entertainment']",,,,,,,,,,,
12858391,,,['faster'],,,,,,,,,,,,,,,,,,,,,,,['650'],,,,,,,"['home a', 'multimedia home network experience entertainment']",,,,,,,,,,,
12870661,,,['ek sb asus'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['m6g is a water block'],,,,,,,,,,,
12876549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['powerful modern computer system would need'],,,,,,,,,,,
12899785,,,,,,,,,,,,,,,,,,,,,,,['ddr3 6x'],,,,,,,['i3 i5 i7 support dual channel'],,,,,,,,,,,,,,
12900614,,,,,,,,,,,,,,,,,,,,,,,['ddr3 support 6x'],,,,,,,,,,,,,,,,,,,,,
12904110,,,['maw'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12910392,,,['maw'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12918400,,,,,,,,,,,,,,,,,,,,,,,,['sata ii interface'],,,,,,,,,['5 year warranty'],,,,,,['400gb'],,,,,
12926892,,,['intel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12927271,,,['silent wing fans'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12927873,,,['high quality'],,,,,['any system'],,,,,,,,,,,,,,,,,,,,,,,,,"['silent fans', 'cooling configuration']",,,,,,,,,,,
12937881,,,['instantly'],,,,,,,,,,,,,,,,,['files consolidate'],,,,,,,,,,,,,,,,,,,,,,,,
12946750,,,['dark power pro'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['quietest psus'],,,,,,,,,,,
12947707,,,['pure'],,,,,,,['less'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12947765,,,['pure power'],,,,,,,['less'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12952194,,,['power zone'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12959869,,,['pure power'],,,,,,,['less'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12959971,,,['the'],,,,,,,['less'],,,,,,,,,,,,,,,,,,,,['pure power l8'],,,,,,,,,,,,,,
12959989,,,['pure power'],,,,,,,['less'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12960483,,,['socket compatibility'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['warranty'],,,,,,,,,,,
12961776,,,['be quiet straight power'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12961861,,,['be quiet straight power'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12962411,,,['tfx power'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['compact psu'],,,,,,,,,,,
12965905,,,['be quiet silentwings'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['virtually inaudible operation and superior'],,,,,,,,,,,
12965929,,,['be quiet silentwings'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['pwm stands', 'virtually inaudible operation and superior']",,,,,,,,,,,
12965965,,,['socket'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['warranty'],,,,,,,,,,,
12965992,,,['be quiet silentwings'],,,,,,,,,,,,,['120mm'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
12966936,,,,,,,,['any system'],,,,,,,,,,,,,,,,,,,,,,,,,"['silent fans', 'cooling configuration']",,,,,,,,,,,
12967039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['silent fans', 'cooling configuration']",,,,,,,,,,,
12975030,,,['cable broadband router'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['n300mbps wireless cable broadband router wireless', 'gigabit broadband router']",,,,,,,,,,,
12975194,,,['intel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12975386,,,['pure power'],,,,,,,,,,,,,['120mm'],,['silence optimized'],,,,,,,,,,,,,,,['sleeved cables'],,,,['91 a'],,,,,,,
12976053,,,['pure power'],,,,,,,,,,,,,['120mm'],,['silence optimized'],,,,,,,,,,,,,,,['sleeved cables'],,,,['91 a'],,,,,,,
12976434,,,['be quiet silentwings'],,,,,['virtually inaudible'],,,,,,,,,,['stands for state of'],,,,,,,,,,,,,,,,,,,,,,,,,,
12976516,,,['edimax'],,,,,,,,,,,,,,,['fast'],,,,,,['es 3205p is'],,,,,,,,,,,,,,,,,,,,
12976526,,,['be quiet silentwings'],,,,,['virtually inaudible'],,,,,,,,,,['stands for state of'],,,,,,,,,,,,,,,,,,,,,,,,,,
12976544,,,['be quiet silentwings'],,,,,['virtually inaudible'],,,,,,,,,,['stands for state of'],,,,,,,,,,,,,,,,,,,,,,,,,,
12976553,,,,,,,,['virtually inaudible'],,,,,,,,,,['stands for state of'],,,,,,,,,,,,,,,,,,,,,,,,,,
12977592,,,['be quiet'],,,,,,,,,,,,,,,,,,,,,['dark base pro'],,,,,,,,,['offers unrivalled'],,,,,,,,,,,
12979898,,,,,,,,,,,,,,,,,,,,,,,['880'],,,,,,,,,,,,,,,,,,,,,
12979949,,,['socket compatibility'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,['1150 1151'],['warranty'],,,,,,,,,,,
12979958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['available on stock code h'],,,,,,,,['3 year warranty'],,,
12979984,,,['exceptionally quiet'],,,,,,,,,,,,,['120mm'],,['silence optimized'],,,,,,,,,,,,,,,['be quiet fan'],,,,,,,,,,,
12980023,,,['socket compatibility'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['warranty'],,,,,,,,,,,
12980086,,,['elegant and fully windowed'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12980397,,,['exceptionally quiet'],,,,,,,,,,,,,['120mm'],,['silence optimized'],,,,,,,,,,,,,,,['be quiet fan'],,,,,,,,,,,
12980417,,,['socket compatibility'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['warranty'],,,,,,,,,,,
12980456,,,['exceptionally quiet'],,,,,,,,,,,,,['120mm'],,['silence optimized'],,,,,,,,,,,,,,,['be quiet fan'],,,,,,,,,,,
12980478,,,['exceptionally quiet'],,,,,,,,,,,,,['120mm'],,['silence optimized'],,,,,,,,,,,,,,,['be quiet fan'],,,,,,,,,,,
12980499,,,['exceptionally quiet'],,,,,,,,,,,,,['120mm'],,['silence optimized'],,,,,,,,,,,,,,,['be quiet fan'],,,,,,,,,,,
12980508,,,['exceptionally quiet'],,,,,,,,,,,,,['120mm'],,['silence optimized'],,,,,,,,,,,,,,,['be quiet fan'],,,,,,,,,,,
12980537,,,['exceptionally quiet'],,,,,,,,,,,,,['120mm'],,['silence optimized'],,,,,,,,,,,,,,,['be quiet fan'],,,,,,,,,,,
12980547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['be quiet fan'],,,,,,,,,,,
12980884,,,"['socket', 'socket compatibility', 'intel']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['1150 1151', '1150 1151']","['available on stock code h', 'available on stock code h']",,,,,,,,"['3 year warranty', '3 year warranty']",,,
12980953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['system configuration'],,,,,,,,,,,
12980956,,,['pure base 600 offers'],,,,,['almost any'],,,,,,,,,,,,['system configuration'],,,,,,,,,,,,,['great deal'],,,,,,,,,,,
12982847,,,,,,,,,,,,,,,,,,,,,['4mb l2'],,,,,,,,,['dual core technology'],,,['warranty'],,,,,,,,,,,
12986887,,,,,,,,,,,,,,['270'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12991236,,,,,,,,,,,,,,,,,,['sata 6gb s'],,,,,,,,,,,,,,,['3 year warranty'],,,,['5 inch'],,,,,,,
12991238,,,,,,,,,,,['3 5 inch'],,,,,,,['sata 6gb s'],,,,,,,,,,,,,,,['3 year warranty'],,,,,,['4x3tb'],,,,,
12991240,,,,,,,,,,,,,,,,,,"['capacity 3 5 inch', 'sata 6gb s']",,,,,,,,,,,,,,,['3 year warranty'],,,,,,['4x4tb'],,,,,
12991242,,,['part of the'],,,,,,,,['3 5 inch'],,,,,,,['sata 6gb s'],,,,,,,,,,,,,,,['3 year warranty'],,,,,,['4x6tb'],,,,,
12991309,,,,,,,,,,,,,,,,,,"['capacity', 'sata 6gb s']",,,,,,,,,,,,,,,['3 year warranty'],,,,['5 inch'],,['2x2tb'],,,,,
12991310,,,,,,,,,,,,,,,,,,"['capacity 3 5 inch', 'sata 6gb s']",,,,,,,,,,,,,,,['3 year warranty'],,,,,,['2x3tb'],,,,,
12991312,,,,,,,,,,,,,,,,,,['sata 6gb s'],,,,,,,,,,,,,,,['3 year warranty'],,,,['5 inch'],,,,,,,
12991313,,,,,,,,,,,['3 5 inch'],,,,,,,['sata 6gb s'],,,,,,,,,,,,,,,['3 year warranty'],,,,,,['2x6tb'],,,,,
12991326,,,,,,,,,,,,,,,,,,"['capacity 3 5 inch', 'sata 6gb s']",,,,,,,,,,,,,,,['3 year warranty'],,,,,,['3x2tb'],,,,,
12991327,,,['part of the'],,,,,,,,,,,,,,,"['capacity 3 5 inch', 'sata 6gb s']",,,,,,,,,,,,,,,['3 year warranty'],,,,,,['3x3tb'],,,,,
12991328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['3 year warranty'],,,,,,,,,,,
12991333,,,,,,,,,,,,,,,,,,"['capacity 3 5 inch', 'sata 6gb s']",,,,,,,,,,,,,,,['3 year warranty'],,,,,,['3x6tb'],,,,,
12996339,,,['samsung s'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12996763,,,['capacity'],,,,,,,,,,,,,"['0mm', '0mm']",,,,,,,,,,,,,,,,,['weight 950g'],,,,,,['1tb'],,,,['90 0'],
12998809,,,['rally2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['known'],,,,,,,,,,,
12999234,,,['user'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['a unique'],,,,,,,
12999713,,,['capacity'],,,,,,,,,,,,,"['0mm', '0mm']",,,,,['750gb'],,,,,,,,,,,,['weight 950g'],,,,,,,,,,['90 0'],
13006001,,,['pre'],,,,['5 2ghz'],,,,,,,,,,,,,,,,['ddr4 controller integrated iris dx12 graphics 1'],,,,,,,['binned'],['capable quad core'],,['year warranty'],,,,,,,,,,,
13006502,,,['amd'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13007221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['wireless access point four port'],,,,,,,,,,,
13008932,,,['vista'],,['9300m gs graphics hsdpa'],,,['year warranty'],,,,,,,,,,,,,,,,,,,,,,['intel core'],,,['wireless lan 1'],,,,,,,,,,,
13010658,,,['575mhz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13016094,,,['s8'],,,,,,,,,,,,,,,['mini 8 port'],,,,,,,,,,,,,,,,,,,,,,,,,,
13020013,,,['sapphire'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['pure fusion mini e350', 'from amd']",,,,,,,,,,,
13022444,,,,,,,,,,,,['108 mbps'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13030658,,,['capacity'],,,,,,,,,,,,,"['0mm', '0mm']",,"['interface gigabit ethernet power 100 240v', 'weight 950g dimensions']",,,,,,,,,,,,,,,,,,,,,['1tb'],,,,['117 0'],
13033084,,,,,,['strobe'],['17 20'],,,,,,,,,,,['vdimm led'],,,,,,,,,,,,,,,['avexir'],,,,['20 40'],['lights lifetime warranty'],['3600mhz ram'],,,,,
13033094,,,['3600mhz'],,,['strobe'],['17 20'],,,,,,,,,,,['vdimm led'],,,,,,,,['ram'],,,,,,,['avexir'],,,,['20 40'],['lights lifetime warranty'],,,,,,
13045644,,,,,,['stream'],,['ati crossfirex'],,,,,,,,,,,,['ati eyefinity'],,['830mhz'],['gddr5'],,,,,,,,,,"['ati stream', 'ati avivo hd']",,,,,,,,,,,
