cluster_id,Average Seek Time,Battery Capacity,Battery Type,Brand,Bus Speed,Cable Length,Cache Memory,Category,Clock Speed,Color,Compliant Standards,Condition,Data Link Protocol,Data Transfer Rate,EAN,Generation,Graphics Card,Height,Interface,Length,Material,Memory,Memory Speed,Memory Type,Model,Operating System,Output Voltage,Portable Memory,Power Supply,Power Supply Type,Price,Processor,Processor Core,Processor Socket,Product Type,RAID Level,Reading Speed,Resolution,Rotational Speed,Screen Size,Security,Storage Capacity,UPC,Warranty,Weight,Width,Writing Speed
560625,,,,['hour lead acid'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['60320 c13 2 x iec jumper'],,,,,,,,,,,,
562915,,['4GB (1 x 4GB)'],,['ddr3'],,,,,,,,,,,,,,,,,,,"['ddr3l 1600mhz', '50v', 'DDR3 (PC3-12800)']",,,,['1.35v or 1.50v (Dual Voltage)'],,,,,,,,['lifetime warranty'],,['1600MHz'],,,,,,,,,,
563029,,,,['sockets supported'],,,,,,,,,,,,,,,,,,,,,['56 81 cfm'],,,,,,,,,,,,,,,,,,,,,,
565398,,,,,,,,['rpm'],,,,,,,,,,,,,,,,,,,,,,,,,,,['fully modular'],,,,,,,,,,,,
565808,,,,['octa'],,,,,,,,,,,,,,,['20MB'],,,,"['2400 mhz', '3.4GHz', 'Yes', 'DDR4 – 1600/1866/2133/2400']",['ddr4'],,,,,,,,['Xeon E5 1680 V4'],,,,,,,,,,,,,,,
566246,['< .1 ms'],,,,,,,,,,,,,['6Gb/sec (compatible 3Gb/sec)'],,,,,['SATA 6Gb/s'],,,,,,,,,,['5 V'],,,,,,,,,,,,,,,,,,
568241,,,,['atx'],,,,,,['way crossfirex'],,,,,,,,,['2 x m 2 2 x pci e 3 0 x16'],,,,,,,,,,,,,,,,['b250 chipset'],,,,,,,,['ddr4'],,,,
569605,,,,['quad core technology'],['8 GT/s DMI3'],,['6mb'],,,,,,,,,,,,,,,,['4.0GHz'],['ddr4 controller'],,,,,,,,['I5 7640X'],,,,,,,,,,,,,,,
573543,,,,['i7'],,,,,,,,,,,,,,,,,,,,['ddr4 2 x usb3'],,,,,,,,['i5 i3 6th gen atx'],,,,,,,,,,,,,,,
576823,,,,['apu'],,,,,,,,,,,,,,,,,,,,['ddr3 4 x usb3 8 x usb2 8 x sata3 2 x pcie x16 1 x pcie x1 1 x pci crossfirex'],,,,,,,,,,,['athlon micro atx'],,,,,,,,,,,,
577840,,,,,,,,,,,,,,,,,,['40 mm'],['usb parallel serial network'],,,,['203dpi'],,,,,,,,,,,,,,,,,,,,,,,,
580592,,,,,,,,,,,,,,,,,,,,,,,,,['26 2tflops fp16 13 1tflops fp32'],,,,,,,,,,,,,,,,,,,,,,
585989,,,,['marvell'],,,,,['3701 20'],,,,,,,,,,,,,,['ram'],['ddr3 sdram serial ata 600 raid supported'],,,,,,,,,,,,,,,,,,['16 tb'],,,,,
587259,,['32GB (2 x 16GB)'],,['ddr4'],,,,,,,,,,,,,,,,,,,"['XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-24000)']",,,,['1.35V'],,,,,,,,,,['3000MHz'],,,,,,,,,,
590800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['usb 1 x lightning male mfi white'],,,,,,,,,,,,
590827,,,,['1 x lightning male'],,,,,,,,,,,,,,,,['a'],,,,,,,,,,,,,,,"['usb 1 x lightning male', 'proprietary connector black', 'proprietary connector', 'usb white']",,,,,,,,,,,,
595946,,,,,,,,,,,,,,['1500 rpm'],,,,['140mm'],,,,['94cfm max 35'],,,['Hydro Series H90'],,,,,,,,,,"['radiator mount', 'year warranty']",,,,['1500 RPM ± 10%'],,,['140mm'],,,,,
596100,,,['POM Bearing-CM 4th Gen. Bearing'],['intel'],,,,,,,,,,,,,,,,,['4 Heat Pipes / CDC 2.0 / Aluminum Fins'],,,,"['lga 2066 2011 v3', 'MAY-T4PN-220PK-R1']",,['12 VDC'],,['1.8 W'],,,['amd am3'],,['Intel® LGA 2066/2011-v3/2011/1151/1150/1155/1156/1366/775 AMD AM3+/ AM3/AM2+/AM2/ FM2+/FM2 FM1'],,['6~30 dBA (Max)'],,,"['650 – 2,000 RPM (PWM) ± 10%']",,,,,['5 years'],,,
598662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['sockets'],,,,,,,,,,,,
604121,,,,,,,,['led fans included windowed'],,['Black'],,,,,,,,,,,,,,,"['gpu', 'Carbide SPEC-03 Red LED']",,,,,,,,,,"['and below', 'side panel water cooler support full']",,,,,,,,,['2 Years'],['5.0kg'],,
604280,,,,,,,,,,,,,,,,,,,['black'],,,,,,,,,,,,,,,,,,,,,['1920 x 1080 250'],,,,,,,
606358,,,,['intel'],,,,,,,,,,,,,,,,,,['4 gb ram'],,['ddr3 sdram serial ata'],,,,,,,,['atom d2700 dual core 2 core'],,,,,,,,,,['24 tb'],,,,,
610055,,,,,,,,,['3.9GHz'],,,,,,,,['AMD Radeon R5 Graphics'],,['256 graphics cores'],,,,"['756mhz', '3.5GHz']",['Dual channel DDR3 800/1066/1333/1600MHz/1866MHz'],,,,,,,,"['amd radeontm r5 graphics dual core technology', 'A6-7400K']",,,['gpu clock'],,,,,,,,,['3 Years'],,,
610078,,,,['i7'],,,,,,,,,,,,,,,,,,,,['ddr4 2 x usb3'],,,,,,,,['i5 i3 6th gen atx'],,,,,,,,,,,,,,,
610925,,,,['usb'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['computer scroll wheel right handed'],,,,,,,,,,,,
615864,,,,['size'],,,['120mm'],,['1450 RPM'],"['Red, White Or Blue']",,,,['1450 rpm'],,,,['25mm'],,,,,,,,,,,,,,,,,,['23 dBA'],,,,,,,,[],,,
617374,,,,,,,,,,,,,,,,,,,['ac 230 v ac 8 x iec'],,,,,['sealed lead acid'],,,,,,,,,,,,,,,,['320 c19'],,,,,,,
625947,,,,['uhp'],,,,,,,,,,,,,,,,,,,,,['4500 hour standard 6000'],,,,,,,,,,['mode'],,,,,,,,,,,,
628526,,,,['neoprene'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630386,,,,['sealed lead acid'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['maintenance free sealed hot swappable'],,,,,,,,,,,,
630453,,,,['support'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['800-2,200 RPM ± 10%']",,,,,['2 Years'],,,
632434,,['8GB (1 x 8GB)'],,,,,,,,,,,,,,,,,,,,,"['1600 mhz', 'DDR3 (PC3-12800)', 'XMP']",,,,['1.50v'],,,,,,,,,,['1600MHz'],,,,,,,,,,
632666,,,,['8 x poe ports'],,,,,,,,,,,,,,,['10 100base'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
632795,,,,['intel'],,,,,,,,,,,,,,,,,,['4gb'],,,,,,,,,,,,,['lpdrr3'],,,,,,,,,,,,
634885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['tx'],,,,,,,,,,,,
636014,,,,['254 mm s'],,,,,,,,,,,,,,,,,,,['203dpi'],,,,,,,,,,,,,,,,,,,,,,,,
636041,,,['4400 graphics 3yr'],,,,,,,,,,,,,,['350 Mhz'],,['3MB'],,,['22nm integrated hd'],"['DDR3-1333/1600', 'No', '3.6GHz']",['ddr3 controller'],,,,,,,,"['dual core technology', 'Intel HD Graphics 4400', 'I3 4160']",,,['warranty'],,,,,,,,,,,,
637376,,,,['ten'],['8 GT/s DMI3'],,,,,,,,,,,,,['75mb'],,,,,['3.3GHz'],['ddr4 controller'],,,,,,,,['I9 7900X'],,,['core technology'],,,,,,,,,,,,
639640,,,,['atx'],,,,,,,,,,,,,,"['200mm', '120mm']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641585,,['4GB (1 x 8GB)'],,['1600mhz ram'],,,,['lifetime warranty'],,,,,,,,,,,,,,,"['50v', 'DDR3 (PC3-10600)']",['dimm'],,,['1.50v'],,,,,,,,,,['1600MHz'],,,,,,,,,,
648091,,,,['dual'],,,,,['10 ghz'],,,,,,,,,,,,,['256 mb ram'],,['ddr3 sdram serial ata'],,,,,,,,,,,,,,,,,,,,,,,
648894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['usb'],,,,,,,,,,,,
653454,,,['Hydraulic'],['customisable'],,,,,,['RGB (Red/Green/Blue Customisable)'],,,,,,,,,,,,,,,,['7V - 13.2V'],,,,,,,,,,['18-30 dBA'],,,,['120mm x 120mm x 25mm'],,,,['2 Years'],,,
658371,,['16GB (2 x 8GB)'],,,,,,,,['enabled lifetime'],,,,,,,,,,,,,"['DDR4 (PC4-24000)', 'XMP 2.0, Dominator Platinum Heatsink, Corsair Link Compatible']",['3000mhz'],,,['1.35V'],,,,,,,,['warranty'],,['3000 MHz'],,,,,,,,,,
661581,,,,['atx'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['and below 7', 'watercooling support']",,,['up to 370mm cpu cooler up to 150mm psu up to 225mm'],,,,,,,,,
661695,,,,,,,,,,,,,,,,,,,,,,,['902mhz'],,,,,,,,,,,,['warranty'],,,,,,,,,,,,
662806,,,,['ryzen threadripper'],,,,,,,,,,,,,,,,,,,['40mb'],['180w str4'],['1950x 16c'],,,,,,,,,,,,,,,['14nm'],,,,,,,
665409,,,,,,,,,,,,,,,,,"['eDP/DP/HDMI/DVI', '350 MHz']",,['6MB'],,,,"['DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V', 'No', '3.2GHz']",['ddr4 ddr3l controller'],,,,,,,,"['Intel HD 530', 'I5 6500']",,,,,,['[email\xa0protected]'],,,,,,,,,
667772,,,,,,,,,,,,,,['6Gb/sec (compatible 3Gb/sec)'],,,,,['SATA 6Gb/s'],,,,,,,['0°C to +70°C'],,,['5 V'],,,,,,,,,,,,,,,,,,
676233,,,,['six'],,,,,,,,,,,,,,,,,,,['3.50GHz'],['Dual channel DDR3 800/1066/1333/1600MHz'],,,,,,,,['6300 Black Edition'],,,"['unlocked multiplier', 'warranty']",,,,,,,,,['1 Year'],,,
676613,,['4GB (1 x 4GB)'],,,,,,,,,,,,,,,,,,,,,['DDR4 (PC4-17000)'],,,,['1.2v'],,,,,,,,,,['2133MHz'],,,,,,,,,,
677270,,['16GB'],,,,,,,,,,,,,,,,,['sd adapter included lifetime warranty'],,,,,,,['-25࠷-85࠷'],['2.7V-3.6V'],,,,,,,,['capacity'],,,,,,,['16gb'],,['Lifetime'],['0.25g'],,
680019,,,,,,,,,,,,,,,,,,,,,,,['200dpi'],,,,,,,,,,,,,,,,,,,,,,,,
680688,,,,,,,['120mm'],,['1450 RPM'],"['Three colored rings in red, blue, and white']",,,,['1450 rpm'],,,,['25mm'],,,,,,,,,,,,,,,,,,['23.0 dBA'],,,,,,,,,,,
682719,,['16GB (2 x 8GB)'],,['ddr4'],,,,,,['lifetime warranty'],,,,,,,,,,,,,"['2666mhz', 'DDR4 (PC4-21300)', 'XMP 2.0, Vengeance LPX Heatsink']",,,,['1.2V'],,,,,,,,,,['2666MHz'],,,,,,,,,,
683260,,,,,['8 GT/s DMI3'],,['64 GB'],,,,,,,,,['9'],['350 MHz'],,,,,,['2.8GHz'],['ddr4 controller'],,,,,,,,"['I5 8400', 'Intel HD 630']",,,['warranty'],,,['[email\xa0protected]'],,['37.5mm x 37.5mm'],,,,,,,
683313,,['4GB'],,,,,,,['2133MHz'],,,,,,,,,,['260-pin'],,,,['DDR4'],,,['0°C to 85°C'],,,['VDD & VDDQ = 1.2V±0.06V'],,,,,,,,,,,,,,,['limited lifetime warranty'],,,
685503,,['32GB (2 x 16GB)'],,,,,,,,,,,,,,,,,,,,,"['DDR4 (PC4-25600)', 'XMP 2.0, Vengeance LPX Heatsink']",,,,['1.35V'],,,,,,,,,,['3200MHz'],,,,,['ddr4 3200mhz'],,,,,
687664,,,,,,,,,,,,,,,,,,,,,,,,['ddr4 2 x dimm 1 x pcie 3 0 x16'],,,,,,,,,,,,,,,,,,,,,,,
690247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['stack port 5 x expansion slots'],,,,,,,,,,,,
693550,,['8GB (1 x 8GB)'],,['1600mhz ram'],,,,['lifetime warranty'],,,,,,,,,,,,,,,['DDR3 (PC3-12800)'],['vdimm'],,,"['35v', '1.35v']",,,,,,,,,,['1600MHz'],,,,,,,,,,
697764,,,,['atx'],,,,,,,,,,,,,,"['380mm', '158mm']",,,,,,,,,,,,,,,,,['and below 2 x 5'],,,,,,,,,,,,
706094,,['32GB'],,,,,,,,['Black/Blue'],,,,,,,,,['USB 2.0'],,,['32gb interface'],,,,,,,,,,,,,,,,,,,,,,['Lifetime'],['9g'],,
714933,,,,,,,,,['400-2000RPM'],['Red'],,,,,,,,['140mm'],,,,,,,,,,,,,,,,,,,,,,['140mm x 140mm x 25mm'],,,,['5 Years'],,,
719404,,,,['intel'],,,,,,,,,,,,,,,,,,['2gb'],,"['500 ddr3 sdram', 'ddr3 sdram']",,,,,,,,,,,,,,,,,,['32gb'],,,,,
719857,,,,['full'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['coverage leather design', 'film stand keyboard stand']",,,,,,,,,,,,
720685,,,,,,,,,['2000 RPM'],['Blue'],,,,,,,,,,,,,['2000 rpm'],['blue led 3'],['SickleFlo 120'],,,,,,,,,,['69 7 cfm'],['19 dBA @ 2000 RPM'],,,['2000 rpm'],,,['120mm'],,['2 Years'],,,
722758,,,,['quad core technology'],,,['10mb l3 cache'],,,,,,,,,,,,['10MB'],,,,"['2400 mhz', 'Yes', 'DDR4 – 1600/1866/2133/2400', '3.5GHz']",['ddr4'],,,,,,,,['Xeon E5 1620 V4'],,,,,,,,,,,,,,,
723284,,,,,,,['16mb'],,['4GHz max. 3.7 GHz (Precision Boost)'],,,,,,,,,,,,,,"['7ghz', '3.0GHz']",,,,,,,,,['Amd Ryzen™'],,,['65w 3 year warranty'],,,,,,,,,['3 Years'],,,
723670,,,,['unmatched'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['modular design'],,,,,,,,,,,,
725209,,,,['nickel design passive'],,,,,,,,,,,,,,,,,,,,,['of vrm s'],,,,,,,,,,,,,,,,,,,,,,
726007,,['865 Watts / 1500 VA'],['Stepped approximation to a sinewave'],,,['1.83 meters'],,,,,,,,,,,,,,,,,,,,,"['230V', '230V', '151 - 299V']",,,,,,,,['jumpers'],,,,,,,,,,,,
727416,,,,['marvell'],,,,,['3701 20'],,,,,,,,,,,,,,['ram'],['ddr3 sdram serial ata 600 raid supported'],,,,,,,,,,,,,,,,,,['2 tb'],,,,,
731828,,,,,,,,,"['1275 quad core', '40 ghz']",,,,,,,,,,,,,['8 gb ram'],,['ddr3 sdram serial ata 600 raid supported 0'],,,,,,,,,,,['intel xeon'],,,,,,,"['1 x', '36 tb', '3 tb']",,,,,
733164,,['8GB (2 x 4GB)'],,,,,,,,,,,,,,,,,,,,,"['XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-19200)']",,,,['1.2V'],,,,,,,,,,['2400MHz'],,['2400mhz ram'],,,,,,,,
735576,,,,,,,,['neoprene'],,,,,,,,,,,,,,,,,,,,,,,,,,,['jet cabernet'],,,,,,,['43 cm'],,,,,
735634,,,,['cpu cores'],,,,,,,,,,,,,,,['8ghz max turbo'],,,,,,,,,,,,,,,,['cores'],,,,,,,,,,,,
739575,,,,['octa'],,,,,,,,,,,,,,,['20MB'],,,,"['DDR4 – 1600/1866/2133/2400', '3.2GHz', 'Yes']",['ddr4'],,,,,,,,['Xeon E5 1660 V4'],,,,,,,,,,,,,,,
742565,,,,,,,,,,,,,,,,,,,,,,"['2 13 ghz', '4 gb ram']",,['ddr3 sdram serial ata'],,,,,,,,['d2700 dual core 2 core'],,,,,,,,,,['16 tb'],,,,,
746563,,,,,,,,,['400-2400RPM'],['Red'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['120mm x 120mm x 25mm'],,['120mm'],,['5 Years'],,,
748467,,,,,,,,"['led fans tempered glass', 'led fans tempered glass', 'led fans tempered glass', 'led fans tempered glass']",,"['Black', 'Black']",,,,,,,,,,,,,,,"['gpu', 'gpu', 'gpu', 'gpu', 'Crystal Series 460X RGB', 'Crystal Series 460X RGB']",,,,,,,,,,"['and below', 'and below', 'side panel water cooler support full', 'side panel water cooler support full', 'support no psu', 'support no psu', 'and below', 'and below', 'side panel water cooler support full', 'side panel water cooler support full', 'support no psu', 'support no psu']",,,,,,,,,"['2 Years', '2 Years']","['7.97kg', '7.97kg']",,
749820,,,,,,,,,,['Black'],,,,,,,,,,,,,,,['Carbide 400Q V2'],,,,,,,,,,"['gpu', 'support silent no psu']",,,,,,,,,['2 Years'],['8.2kg'],,
753561,,,,['i7'],,,,,,,,,,,,,,,,,,,,['ddr3 4 x usb3 8 x usb2 2 x sata3 2 x sata2'],,,,,,,,['i5 i3 4th gen micro atx'],,,,,,,,,,,,,,,
754356,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756327,,,,['runs'],,,,,,['5ghz bands'],,,,,,,,,"['4 10/100/1000Mbps LAN Ports, 1 10/100/1000Mbps WAN Port 1 USB 3.0 Port + 1 USB 2.0 Port']",,,,,,,,,,['12V/5A'],,,,,,,,,,,,,,,,,,
761273,,,,['intel'],,,,,['60 ghz'],,,,,,,,,,,,,['2gb lpddr3'],,,,,,,,,,,['intel hd graphics'],,,,,,,,,,,,,,
761460,,,,,,,['DIMM'],,,,,,,,,['PC4-25600 (3200MHz)'],,,,,,,"['Vengeance RGB', '32GB (2x16GB)', 'DDR4']",,,,['1.35V'],['288'],,,,,,,,,['3200MHz'],,,,,,,['Limited Lifetime'],,,
761516,,,,,,,,,,,,,,,,,,,['x rj 45 2 x expansion slots 10'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
761807,,['8GB'],,"['ddr3', 'Crucial']",,,,['lifetime warranty'],['1600 MT/S'],,,,,,,,,,,,,,"['1600mhz', '35v']",['Unbuffered'],,,['1.35V'],,,,,,,,,,,,,,,,,['Limited Lifetime'],,,
763713,,,,['polyurethane leather'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766990,,,,['sealed lead acid'],,,,,,['60320 c13'],,,,,,,,,['ac 230 v ac 4 x iec jumper 2 x iec'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
768759,,,,,,,,,['86 ghz'],,,,,,,,,,,,,['4 gb ram'],,['ddr3 sdram serial ata'],,,,,,,,,,,,,,,,,,,,,,,
770644,,,,"['motherboard', 'BitFenix']",,,,,,['Black/Blue'],,,,['300mm'],,,,,,,,,,,['support mini itx'],,,,"['PS2 ATX (bottom, multi direction)']",,,,,,['microatx atx drive bays'],,,,,,,,,,,,
770794,,,,,,,,,,['tx rack'],,,,,,,,,['port 4 x expansion slots 10'],,['mountable desktop'],,,,,,,,,,,,,,,,,,,,,['24 x'],,,,,
772448,,,,['quad core technology'],,,,,,,,,,,,,"['350 MHz', 'eDP/DP/HDMI/DVI']",,['6MB'],,,,"['No', '3.5GHz', 'DDR4-1866/2400, DDR3L-1333/1600 @ 1.35V']",['ddr4 ddr3l controller'],,,,,,,,"['I5 7600', 'Intel HD 630']",,,,,,['[email\xa0protected]'],,,,,,,,,
772970,,,,,,,,,,['Tempered Glass'],,,,,,,,,,,,,,['support 370'],['Crystal 570x RGB'],,,,,,,,,,,,,,,,,,,,,,
773101,,,,['atx'],,,,,,['Black'],,,,,,,,,,,,,,,['Graphite 230T'],,,,,,,,,,"['and below', 'side panel water cooler support no psu']",,,,,,,,,['2 Years'],['6.05kg'],,
773931,,,,,,,,,,,,,,,,,,,,,,,,['ddr4'],,,,,,,,,,,['crossfirex support'],,,,,,,,,,,,
779502,,['16GB (2 x 8GB)'],,['ddr4'],,,,,,,,,,,,,,,,,,,"['2400mhz', 'DDR4 (PC4-19200)', 'XMP 2.0, Vengeance LPX Heatsink']",,,,['1.2V'],,,,,,,,,,['2400MHz'],,,,,,,,,,
782752,,,"['sealed lead acid', '60320 c13 surge']",['3 hour'],,,,,,,,,,,,,,,,,,,,,['60320 c19'],,,,,,,,,,"['minute 230', 'jumper lightning']",,,,,,,,,,,,
790801,,,,['blacktop'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['scratch resistant interior fabric'],,,,,,,,,,,,
792587,,['16GB'],,['Crucial'],,,,,['2133 MT/S'],,,,,,,,,,,,['lifetime warranty'],,['20v'],['Unbuffered'],,,['1.2V'],,,,,,,,,,,,,,,,,['Limited Lifetime'],,,
794514,,,,,,,,,,,,,,,,,,,['x expansion slots 10'],,,,,,,,,,,,,,,,,,,,,,,['28 x'],,,,,
798340,,,,,,,,,['40 ghz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['fast ethernet'],,,,,,,,,,,,
804016,,,,['extend'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804919,,,,['cores'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['1847mhz'],,,,,,,,,
805488,,,,,,,,,,,,,,,,,,,['jbod 6 x 3 5 bay 5'],,,['2 13 ghz'],,,,,,,,,,['d2700 dual core 2 core'],,,['raid supported'],,,,,,,"['24 tb', '4 tb']",,,,,
808051,,,,,,,,,['86 ghz'],,,,,,,,,,,,,['1 gb ram'],,['ddr3 sdram serial ata'],,,,,,,,['dual core 2 core'],,,['marvell armada'],,,,,,,"['16 tb', '4 tb']",,,,,
810298,,['16GB (4 x 4GB)'],,['3000mhz'],,,,,,,,,,,,,,,,,,,"['Intel XMP 2.0 Memory Profile, Vengeance LPX Heat Spreader', 'DDR4 (PC4-24000)']",,,,['1.35v'],,,,,,,,,,['3000 MHz'],,,,,,,,,,
814170,,,,['eight'],,,,,['4.20GHz'],,,,,,,,,,,,,['8mb l3'],['4.00GHz'],['Dual channel DDR3 800/1066/1333/1600MHz'],,,,,,,,['8350'],,,['unlocked multiplier'],,,,,,,,,['3 Years'],,,
815135,,,,['size'],,,['120mm'],,['1500 RPM'],['White LED'],,,,['1500 rpm'],,,,['25mm'],,,,,,,,,,,,,,,,,,['25.2 dBA'],,,,,,,,,,,
816625,,['16GB'],,,,,,,,"['warranty lifetime', 'Black/Blue']",,,,,,,,,['USB 2.0'],,,['8gb'],,,,,,,,,,,,,,,,,,,,,,['Lifetime'],['9g'],,
817800,,['32GB (2 x 16GB)'],,,,,,,,,,,,,,,,,,,,,"['XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-21300)']",,,,['1.2V'],,,,,,,,,,['2666MHz'],,,,,,,,,,
818738,,['16GB (2 x 8GB)'],,['ddr4'],,,,,,,,,,,,,,,,,,,"['3200mhz', 'XMP 2.0, Dominator Platinum Heatsink, Corsair Link Enabled', 'DDR4 (PC4-25600)']",,,,['1.35V'],,,,,,,,['lifetime warranty'],,['3200MHz'],,,,,,,,,,
818987,,,,['cover'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['leather cream'],,,,,,,,,,,,
820209,,,,['intel'],,,,,['40 ghz'],,,,,,,,,,,,,['4 gb'],,"['ddr3l sdram ram', 'hd graphics 5500', 'ddr3l sdram']",,,,,,,,['core i7 i7 5500u dual core 2 core'],,,,,,,,,,['128 gb'],,,,,
820736,,,,,,,,,,,,,,,,,,,,,,,['2400 mhz'],['ddr4 2400 pc4 19200 1 20 v'],,,,,,,,,,,,,,,,,,,,,,,
821118,,,,,,,,,,,,,,,,,,,,,,['8mb l3'],['3.80GHz'],['Dual channel DDR3 800/1066/1333/1600MHz'],,,,,,,,['4300'],,,['unlocked multiplier'],,,,,,,,,['1 Year'],,,
825722,,,,,,,,,,,,,,,,,,,,,,,['1600 mhz'],['ddr3 1600 pc3 12800'],,,,,,,,,,,,,,,,,,,,,,,
827361,,,,['atx'],,,,,,,,,,,,,,"['380mm', '158mm']",,,,,,,,,,,,,,,,,['and below 1 x 5'],,,,,,,,,,,,
828867,,,['POM Bearing'],,,,,,"['650-1,500 RPM ± 10%']",,,,,,,,,,,,,,,,,,['12 VDC'],,['2.64W'],,['R Mode (Red) B Mode (Blue) RGB Mode (RGB Ready)'],['4x Tap Screw'],,,,,,,,,,['140mm 4 pin pwm rgb led 3 modes up 1500rpm'],,['5 years'],['172g'],,
830497,,,,['size'],,,['140mm x 25mm'],,['1200 RPM'],['Red'],,,,,,,,,,,,,,,,,,,,,,,,,,['25.5 dBA'],,,['1200 rpm'],,,,,[],,,
831263,,['16GB (2 x 8GB)'],,['ddr4'],,,,,,['lifetime warranty'],,,,,,,,,,,,,"['2666mhz', 'XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-21300)']",,,,['1.2V'],,,,,,,,,,['2666MHz'],,,,,,,,,,
832616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['4 x hd'],,,,,
838616,,,,['superior'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['2 Years'],,,
839800,,,,,,,,,,,,,,,,,,,"['usb 1 x type c', 'usb supports', 'up to1920 x 1080']",,,,,['c'],,,,,,,,,,,,,,,,,,,,,,,
842892,,['32GB (2 x 16GB)'],,,,,,,,,,,,,,,,,,,,,"['XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-24000)']",,,,['1.2V'],,,,,,,,,,['3000MHz'],,,,,,,,,,
844720,,,,['sockets supported'],,,,,,,,,['56 81 cfm'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845085,,,,['size'],,,,,['1450 RPM'],"['Red, White Or Blue']",,,,['1450 rpm'],,,,"['120mm', '25mm']",,,,,,,,,,,,,,,,,,['23 dBA'],,,,,,,,[],,,
847726,,['4GB (1 x 4GB)'],,['1600mhz ram'],,,,['lifetime warranty'],,,,,,,,,,,,,,,['DDR3 (PC3-12800)'],['vdimm'],,,"['35v', '1.35v']",,,,,,,,,,['1600MHz'],,,,,,,,,,
847939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['thunderbolt 3', 'thunderbolt 2']",,,,,,,['1 x'],,,,,
848042,,,,,,,,,['400-2000RPM'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['140mm x 140mm x 25mm'],,['140mm'],,['5 Years'],,,
848585,,,,,,,,,,,,,['up to'],['43 25'],,,,,,,,,,,,,,,,,,,,,['pwm'],,['600 1500rpm'],['16 x rgb led s'],,,,['120mm'],,,,,
848943,,['32GB'],,,,,,,,,,,,,,,,,['sd adapter included lifetime warranty'],,,,,,,['-25࠷-85࠷'],['2.7V-3.6V'],,,,,,,,['capacity'],,,,,,,['32gb'],,['Lifetime'],['0.25g'],,
852239,,['16GB (2 x 8GB)'],,['ddr4'],,,,,,,,,,,,,,,,,,,"['XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-28800)']",,,,['1.35V'],,,,,,,,,,['3600MHz'],,,,,,,,,,
854316,,,,,,,,['widescreen'],,,,,,,,,,,,,,,,,,,,,,,,,,,['notebook monitor'],,,,['43 9'],,,,,,,,
855767,,,,['ddr4'],,,['DIMM'],,,['lifetime warranty'],,,,,,['PC4-27700 (3466MHz)'],,,,,,,"['3466mhz', 'DDR4', 'Vengeance RGB', '32GB Kit (4 x 8GB)']",,,,"['1.35V', '1.2V']",['288'],,,,,,,,,"['2133MHz', '3466MHz']",,,,,,,['Limited Lifetime'],,,
