half_id,half_isbn,half_title,half_author,half_binding,half_pubdate,half_pages,half_publisher
half_2543,9781596435193,Two Miserable Presidents,Steve Sheinkin,,"Jul. 7th, 2009",244,Flash Point
half_2544,9781442453456,Changeling,Philippa Gregory,,"Apr. 23rd, 2013",352,Simon Pulse
half_2545,9780689806568,"My Brother, My Sister, and I",Yoko Kawashima Watkins,,"Apr. 1st, 1996",224,Simon Pulse
half_2546,9780736907897,A Young Woman After God's Own Heart,Elizabeth George,,"Jan. 1st, 2003",220,Harvest House s
half_2547,9781935429876,"Tokyo Mew Mew Omnibus, Volume 1",Reiko Yoshida,,"Oct. 25th, 2011",368,Kodansha Comics
half_2548,9780064462181,Stop Pretending,Sonya Sones,,"Jan. 23rd, 2001",160,HarperTempest
half_2549,9780758228390,Shortie Like Mine,Ni-Ni Simone,,"Aug. 1st, 2008",231,Dafina Books
half_2550,9780738733401,The Stone Demon,Karen Mahoney,,"Apr. 8th, 2013",336,Flux
half_2551,9780545317016,Behind the Gates,Eva Gray,,"May. 1st, 2011",211,Scholastic Paperbacks
half_2552,9780316038843,The Rampage of Haruhi Suzumiya,Nagaru Tanigawa,,"Jun. 7th, 2011",229,"Little, Brown Books for Young Readers"
half_2553,9781595140838,Peeps,Scott Westerfeld,,"Sep. 7th, 2006",312,Razorbill
half_2554,9780823417537,Give Me Liberty!,Russell Freedom,,"Nov. 1st, 2001",90,Holiday House
half_2555,9781595144294,Vampire Academy,Richelle Mead,Paperback,"Aug. 23rd, 2011",144,Razorbill
half_2556,9780441005765,Mossflower,Brian Jacques,,"Nov. 1st, 1998",373,Ace Books
half_2557,9780439680066,The Gatekeepers #4,Anthony Horowitz,Paperback,"Apr. 1st, 2011",400,Scholastic Paperbacks
half_2558,9781416963806,The Demon's Lexicon,Sarah Rees Brennan,,"Apr. 27th, 2010",322,Margaret K. McElderry Books
half_2559,9780743292580,You: The Owner's Manual for Teens,Michael F. Roizen,,"Jun. 7th, 2011",438,Free Press
half_2560,9780879234058,Crime and Puzzlement,Lawrence Treat,,"Jun. 30th, 2003",80,David R. Godine
half_2561,9780810992795,Ttfn,Lauren Myracle,,"Feb. 1st, 2007",240,ABRAMS
half_2562,9780763643324,Good Masters! Sweet Ladies!,Laura Amy Schlitz,,"Dec. 23rd, 2008",85,Candlewick Press (MA)
half_2563,9780553495010,The Second Summer of the Sisterhood,Ann Brashares,Paperback,"May. 31st, 2006",425,Dell Publishing Company
half_2564,9780763631789,Burger Wuss,M. T. Anderson,,"Jan. 22nd, 2008",188,Candlewick Press (MA)
half_2565,9780786849604,Half Moon Investigations,Eoin Colfer,,"Mar. 27th, 2007",304,Disney Press
half_2566,9781561452811,Crossing Jordan,Adrian Fogelin,,"Jul. 1st, 2002",140,Peachtree Jr
half_2567,9780312608675,Snow Falling in Spring,Moying Li,,"Mar. 16th, 2010",176,Square Fish
half_2568,9780316056076,Reckless,Cornelia Funke,,"Sep. 5th, 2011",394,"Little, Brown Books for Young Readers"
half_2569,9780451222381,Midnight Alley,Rachel Caine,,"Oct. 2nd, 2007",245,Signet Book
half_2570,9780060758486,Blue Wings,Terri Farley,,"Mar. 31st, 2006",242,Avon Books
half_2571,9780142420140,Fire and Hemlock,Diana Wynne Jones,,"Apr. 12th, 2012",438,Firebird
half_2572,9780061474330,Abhorsen,Garth Nix,Paperback,"Apr. 22nd, 2008",340,Eos
half_2573,9780062071057,Partials,Dan Wells,,"Feb. 26th, 2013",496,Balzer & Bray/Harperteen
half_2574,9780786839018,Satchel Paige,James Sturm,,,89,Jump at the Sun
half_2575,9780375862304,A Good Horse,Jane Smiley,,"Aug. 23rd, 2011",246,Yearling Books
half_2576,9780698117846,Nerdlandia,Gary Soto,,"Jul. 19th, 1999",88,Paperstar Book
half_2577,9780345458445,Un Lun Dun,China Mieville,,"Jan. 29th, 2008",474,Del Rey Books
half_2578,9780316038799,The Sigh of Haruhi Suzumiya,Nagaru Tanigawa,,"Oct. 7th, 2009",208,"Little, Brown Books for Young Readers"
half_2579,9780738713700,Lament,Maggie Stiefvater,,"Oct. 8th, 2008",325,Flux
half_2580,9780060733070,Peaches,Jodi Lynn Anderson,,"May. 9th, 2006",311,HarperTrophy
half_2581,9780062012173,The Wee Free Men,Terry Pratchett,,"Aug. 24th, 2010",552,Harper
half_2582,9780758231154,Drama High,L. Divine,,"Oct. 1st, 2010",226,K-Teen
half_2583,9780545042147,Ruined,Paula Morris,,"Aug. 1st, 2010",309,Point
half_2584,9780152053949,Whales on Stilts,M. T. Anderson,Paperback,"Apr. 30th, 2006",188,Harcourt Paperbacks
half_2585,9780758231130,Cold as Ice,L. Divine,,"Jun. 1st, 2010",208,Dafina Books
half_2586,9781595547286,Watcher in the Woods,Robert Liparulo,Paperback,"Sep. 29th, 2009",292,Thomas Nelson s
half_2587,9781250002723,Kiss & Blog,Alyson Noel,,"Oct. 16th, 2012",240,St. Martin's Griffin
half_2588,9780062059949,The Selection,Kiera Cass,,"Mar. 26th, 2013",352,Harper Teen
half_2589,9780439873277,Blade of Fire,Stuart Hill,Paperback,"Feb. 28th, 2008",586,Chicken House
half_2590,9781423139959,Summerland,Michael Chabon,,"Mar. 8th, 2011",500,Hyperion Books
half_2591,9781442446311,Fearless,Francine Pascal,,"Jan. 31st, 2012",608,Simon Pulse
half_2592,9780822594253,Wrapped Up in You 06,Dan Jolley,,"Oct. 1st, 2012",128,Graphic Universe
half_2593,9781423121404,Spell Bound,Rachel Hawkins,,"Feb. 5th, 2013",336,Hyperion Books
half_2594,9780152058272,The Car,Gary Paulsen,,"Nov. 1st, 2006",182,Harcourt Paperbacks
half_2595,9780061214790,Dope Sick,Walter Dean Myers,,"Feb. 2nd, 2010",186,Amistad Press
half_2596,9780060562250,Lemony Snicket,Lemony Snicket,,"May. 6th, 2003",240,HarperTrophy
half_2597,9781894222433,Make Things Happen,Lara Zielin,,"Apr. 30th, 2003",107,Lobster Press
half_2598,9780811856966,How to Raise Your Parents,Sarah O'Leary Burningham,,"Mar. 26th, 2008",144,Chronicle Books (CA)
half_2599,9780547721972,Always a Witch,Carolyn MacCullough,,"Aug. 7th, 2012",288,Graphia Books
half_2600,9780060583149,Phantom Stallion #13,Terri Farley,,,240,HarperCollins
half_2601,9780451229731,Kiss of Death,Rachel Caine,,"Apr. 27th, 2010",256,Signet Book
half_2602,9780439436601,Lord Sunday,Garth Nix,,"Mar. 1st, 2011",320,Scholastic Paperbacks
half_2603,9780141303093,Durango Street,Frank Bonham,,"Jan. 1st, 1999",192,Puffin Books
half_2604,9780553494273,Bonechiller,Graham McNamee,,"Mar. 9th, 2010",294,Laurel Leaf Library
half_2605,9780142420607,The Sable Quean,Brian Jacques,,"Feb. 16th, 2012",408,Firebird
half_2606,9781442403741,Stay,Deb Caletti,,"Mar. 20th, 2012",313,Simon Pulse
half_2607,9781402754739,Emily Dickinson,Frances Schoonmaker Bolin,Paperback,"Mar. 1st, 2008",48,Sterling
half_2608,9780375842573,The Nightmarys,Dan Poblocki,,"Aug. 9th, 2011",325,Yearling Books
half_2609,9780763630843,Dateline,Paul Fleischman,,"Aug. 1st, 2006",80,Candlewick Press (MA)
half_2610,9780758266941,Kiss of Frost,Jennifer Estep,,"Dec. 1st, 2011",374,Kensington Publishing Corporation
half_2611,9781423110996,Double or Die,Charlie Higson,Paperback,"Mar. 1st, 2009",371,Hyperion Books
half_2612,9781416907381,The Islands of the Blessed,Nancy Farmer,,"Oct. 16th, 2012",496,Atheneum Books for Young Readers
half_2613,9780064410885,The Renegade,Terri Farley,,,240,Avon Books
half_2614,9780618735051,Runner,Carl Deuker,,"Apr. 23rd, 2007",216,Graphia Books
half_2615,9780060755881,Avalon High,Meg Cabot,,"Jul. 3rd, 2007",288,Harper Teen
half_2616,9780439877596,Pandemonium,Chris Wooding,,"Jan. 1st, 2012",160,Graphix
half_2617,9781416571735,Going Too Far,Jennifer Echols,,"Mar. 17th, 2009",245,MTV Books
half_2618,9780375859038,Muchacho,LouAnne Johnson,,"May. 10th, 2011",197,Ember
half_2619,9780689869136,The Quillan Games,D. J. MacHale,,"Dec. 1st, 2007",486,Aladdin Paperbacks
half_2620,9780060583163,Phantom Stallion #15,Terri Farley,,,224,HarperCollins
half_2621,9780316175555,Shut Out,Kody Keplinger,,"Nov. 6th, 2012",288,Poppy Books
half_2622,9780763632342,Zap,Paul Fleischman,,"Aug. 8th, 2006",83,Candlewick Press (MA)
half_2623,9780375857713,Wavesong,Isobelle Carmody,,"Dec. 9th, 2008",480,Random House Books for Young Readers
half_2624,9780060874216,A Kiss in Time,Alex Flinn,,"Apr. 27th, 2010",371,Harper Teen
half_2625,9780756621117,Gandhi,Amy Pastan,Paperback,"Aug. 1st, 2006",128,DK Publishing (Dorling Kindersley)
half_2626,9780689862687,Hanging on to Max,Margaret Bechard,,"Dec. 2nd, 2003",176,Simon Pulse
half_2627,9780316003780,Blood Beast,Darren Shan,Paperback,"Oct. 1st, 2008",217,"Little, Brown Young Readers"
half_2628,9780142500897,The Shadow Club Rising,Neal Shusterman,,"Jun. 23rd, 2003",208,Speak
half_2629,9780981625829,"""Girls, You Just Don't Get It!""",Jennifer Austin Leigh,,,251,Ignite Reality
half_2630,9780385326995,Looking Back,Lois Lowry,,"Mar. 7th, 2000",192,Delacorte Press Books for Young Readers
half_2631,9780547482538,Lost Voices,Sarah Porter,,"May. 1st, 2012",309,Graphia Books
half_2632,9780373210404,Dancergirl,Carol M. Tanzman,,"Nov. 15th, 2011",248,Harlequin Teen
half_2633,9781595144386,Very Classy,Derek Blasberg,,"Oct. 13th, 2011",320,Razorbill
half_2634,9780440226840,What Child is This?,Caroline B. Cooney,,"Oct. 31st, 1999",150,Laurel Leaf Library
half_2635,9781596436237,Relish,Lucy Knisley,,"Apr. 2nd, 2013",192,First Second
half_2636,9780142415900,After,Amy Efaw,,"Dec. 2nd, 2010",350,Speak
half_2637,9780553271997,Something for Joey,Richard Peck,,"Mar. 1st, 1983",192,Laurel Leaf Library
half_2638,9781595547293,Gatekeepers,Robert Liparulo,Paperback,"Sep. 29th, 2009",309,Thomas Nelson s
half_2639,9780375865022,The Spectacular Now,Tim Tharp,,"Dec. 14th, 2010",294,Alfred A. Knopf
half_2640,9780981973326,Sex: A Book for Teens,Nikol Hasler,,"Jun. 1st, 2010",192,Zest Books
half_2641,9780316058506,Heaven Looks a Lot Like the Mall,Wendy Mass,,"Nov. 1st, 2008",251,"Little, Brown Young Readers"
half_2642,9780769630052,"California Test Practice, Grade 5",Vincent Douglas,,"Jul. 1st, 2003",168,Spectrum
half_2643,9780385731058,The Second Summer of the Sisterhood,Ann Brashares,Paperback,"Dec. 28th, 2004",373,Delacorte Press Books for Young Readers
half_2644,9780142414873,Antsy Does Time,Neal Shusterman,,"Jan. 7th, 2010",247,Puffin Books
half_2645,9781582349060,Enna Burning,Shannon Hale,Paperback,"Sep. 19th, 2006",317,Bloomsbury Publishing PLC
half_2646,9780310729716,Finally and Forever,Zondervan Publishing,,"Apr. 23rd, 2012",256,Zonderkidz
half_2647,9780142409428,Miracle on 49th Street,Mike Lupica,,"Oct. 4th, 2007",246,Puffin Books
half_2648,9780763658922,When I Was Your Age,Amy Ehrlich,,"Feb. 14th, 2012",341,Candlewick Press (MA)
half_2649,9781897187722,The Second Trial,Rosemarie Boll,,"Apr. 1st, 2010",319,Second Story Press
half_2650,9780152085667,Black Pioneers of Science and Invention,Louis Haber,,"Jan. 2nd, 1992",272,Houghton Mifflin Harcourt (HMH)
half_2651,9780738730578,Foxfire,Karen Kincy,,"Oct. 8th, 2012",312,Flux
half_2652,9780140374568,Eight Cousins,Louisa May Alcott,Paperback,"Sep. 1st, 1995",320,Puffin Books
half_2653,9780800719630,The Best Friend,Melody Carlson,,"Jun. 1st, 2012",215,Fleming H. Revell Company
half_2654,9781423107514,Airman,Eoin Colfer,,"Apr. 1st, 2009",412,Hyperion Books
half_2655,9780451228666,Fade Out,Rachel Caine,,"Nov. 3rd, 2009",256,Signet Book
half_2656,9780439764216,Scholastic Dictionary of Spelling,Marvin Terban,,"Jul. 1st, 2006",272,Scholastic Reference
half_2657,9780763660666,The Dark Game,Paul B. Janeczko,,"Sep. 11th, 2012",256,Candlewick Press (MA)
half_2658,9780440415817,Maggie's Door,Patricia Reilly Giff,,"Sep. 13th, 2005",158,Yearling Books
half_2659,9781442403017,Flowers in the Attic/Petals on the Wind,V. C. Andrews,,"Nov. 10th, 2009",439,Simon Pulse
half_2660,9780738731506,Fangtabulous,Lucienne Diver,,"Jan. 8th, 2013",288,Flux
half_2661,9781599905167,Dragon Spear,Jessica Day George,,"Sep. 14th, 2010",248,Bloomsbury Publishing PLC
half_2662,9780142422472,Notes from an Accidental Band Geek,Erin Dionne,,"Sep. 13th, 2012",304,Puffin Books
half_2663,9781935955092,Last Night I Sang to the Monster,Benjamin Alire Saenz,,"Apr. 3rd, 2012",239,Cinco Puntos Press
half_2664,9781416997047,Crossing the Tracks,Barbara Stuber,,"May. 24th, 2011",258,Margaret K. McElderry Books
half_2665,9780545222143,Predator Cities #4,Philip Reeve,,"Jun. 1st, 2012",544,Scholastic Press
half_2666,9781591161868,"Dragon Ball Z, Volume 15",Akira Toriyama,,"Apr. 1st, 2004",192,Viz Media
half_2667,9781616518875,Settle Down / Be Real,Stephanie Perry Moore,,"Sep. 1st, 2012",192,"Saddleback Educational Publishing, Inc."
half_2668,9781931859387,A Little Piece of Ground,Elizabeth Laird,,"Oct. 1st, 2006",216,Haymarket Books
half_2669,9781610671125,October,Gabrielle Lord,,"Jan. 1st, 2012",181,Kane/Miller Book s
half_2670,9780439670203,Children of the Lamp #1,Philip Kerr,,"Sep. 1st, 2005",384,Scholastic Paperbacks
half_2671,9780380805617,Red Midnight,Ben Mikaelsen,,"Apr. 1st, 2003",212,Rayo
half_2672,9780553495041,Girls in Pants,Ann Brashares,Paperback,"May. 31st, 2007",382,Dell Publishing Company
half_2673,9780440418122,Lord of the Nutcracker Men,Iain Lawrence,,"May. 13th, 2003",212,Laurel Leaf Library
half_2674,9780689869129,The Rivers of Zadaa,D. J. MacHale,,"Apr. 1st, 2006",405,Aladdin Paperbacks
half_2675,9781416561460,Journey to the Center of the Earth,Jules Verne,,"May. 1st, 2008",330,Pocket Books
half_2676,9781600590351,The All-New Woodworking for Kids,Kevin McGuire,,"Jul. 1st, 2008",144,Lark Books (NC)
half_2677,9780060728427,Ghost Hunter,Michelle Paver,,"Feb. 8th, 2011",285,Katherine Tegen Books
half_2678,9780375971365,Bright Island,Mabel L. Robinson,,"Oct. 23rd, 2012",288,Yearling Books
half_2679,9780375843235,"How They Met, and Other Stories",David Levithan,,"Dec. 22nd, 2009",244,Alfred A. Knopf Books for Young Readers
half_2680,9781416936374,Letters from a Slave Girl,Mary E. Lyons,,"Jan. 1st, 2007",175,Simon Pulse
half_2681,9780373831340,Fast Forward,Celeste O. Norfleet,,"Feb. 28th, 2009",249,Kimani Press
half_2682,9781442422810,The Dark Side of Nowhere,Neal Shusterman,,"Aug. 14th, 2012",230,Simon & Schuster Books for Young Readers
half_2683,9781616512705,Time of Courage,Anne Schraff,,,197,"Saddleback Educational Publishing, Inc."
half_2684,9780547577302,A Summer of Kings,Han Nolan,,"Feb. 8th, 2012",334,Graphia Books
half_2685,9780375830822,Mouse,Jeff Stone,Paperback,"Jan. 12th, 2010",192,Yearling Books
half_2686,9781606843093,Human.4,Mike A. Lancaster,,"May. 22nd, 2012",231,Egmont USA
half_2687,9781936975099,Clash of the New Kids,Alex Simmons,,"Aug. 7th, 2012",160,Archie Comic Publications
half_2688,9780547445281,Rage,Jackie Morse Kessler,,"Apr. 4th, 2011",213,Graphia Books
half_2689,9780060728366,Outcast,Michelle Paver,,"Jan. 27th, 2009",319,HarperCollins
half_2690,9781423137795,The Way of the Dragon,Chris Bradford,,"Feb. 7th, 2012",503,Hyperion Books
half_2691,9780142419281,Shadows on the Stars,T. A. Barron,,"Jul. 7th, 2011",448,Puffin Books
half_2692,9780312535643,The Canning Season,Polly Horvath,,"Aug. 21st, 2012",224,Square Fish
half_2693,9781551435114,Tell,Norah McClintock,Paperback,"Oct. 1st, 2006",100,Orca Book s
half_2694,9780316087360,Eclipse [With Poster],Stephenie Meyer,Paperback,"May. 25th, 2010",629,"Little, Brown Books for Young Readers"
half_2695,9780312659288,The Poet Slave of Cuba,Margarita Engle,,"Mar. 15th, 2011",184,Square Fish
half_2696,9780312622862,Dark Destiny,M. J. Putney,,"Jul. 3rd, 2012",305,St. Martin's Griffin
half_2697,9781599904597,The Resistance,Gemma Malley,,"Feb. 28th, 2010",323,Bloomsbury Publishing PLC
half_2698,9781423101277,Masquerade,Melissa de La Cruz,Paperback,"Jul. 1st, 2008",304,Hyperion Books for Children
half_2699,9780440237907,Finding Our Way,"Rene, Jr. Saldana",,"Dec. 31st, 2004",117,Laurel Leaf Library
half_2700,9780553375930,Girls in Pants,Ann Brashares,Paperback,"Jun. 13th, 2006",338,Delacorte Press Books for Young Readers
half_2701,9780689866371,The Outcasts of 19 Schuyler Place,E. L. Konigsburg,,"Dec. 1st, 2005",296,Aladdin Paperbacks
half_2702,9781416914198,Raven Rise,D. J. MacHale,,"Dec. 22nd, 2009",544,Aladdin Paperbacks
half_2703,9780385739849,"Then Again, Maybe I Won't",Judy Blume,,"Apr. 13th, 2010",179,Delacorte Press Books for Young Readers
half_2704,9781595145178,The Betrayal of Natalie Hargrove,Lauren Kate,,"Jun. 14th, 2011",235,Razorbill
half_2705,9780060728397,Oath Breaker,Michelle Paver,,"Jan. 26th, 2010",289,Katherine Tegen Books
half_2706,9780062071149,Everneath,Brodi Ashton,,"Dec. 26th, 2012",400,Balzer & Bray/Harperteen
half_2707,9780060757380,The Effect of Gamma Rays on Man-In-The-Moon Marigolds,Paul Zindel,,"Mar. 29th, 2005",112,Harper Teen
half_2708,9780064473125,Crystal,Walter Dean Myers,,"May. 7th, 2002",208,Amistad Press
half_2709,9781401684891,Starring Me,Krista McGee,,"Jul. 10th, 2012",334,Thomas Nelson s
half_2710,9781596432932,Victory,Carla Jablonski,,"Jul. 17th, 2012",123,First Second
half_2711,9780375841354,Bog Child,Siobhan Dowd,,"Jun. 8th, 2010",321,David Fickling Books
half_2712,9780618346929,The Jack Tales,Richard Chase,,"Aug. 25th, 2003",216,Houghton Mifflin Harcourt (HMH)
half_2713,9780590554107,Daja's Book,Tamora Pierce,,"Mar. 1st, 2000",232,Scholastic
half_2714,9780385417778,Draw 50 Buildings and Other Structures,Lee J. Ames,,"May. 1st, 1991",64,Watson-Guptill Publications
half_2715,9781416905448,Leonardo's Shadow,Christopher Grey,,"Mar. 1st, 2008",390,Simon Pulse
half_2716,9780807530788,Guantanamo Boy,Anna Perera,,"Sep. 1st, 2012",339,Albert Whitman Teen
half_2717,9780440220114,The King's Shadow,Elizabeth Alder,,"Jul. 7th, 1997",272,Laurel Leaf Library
half_2718,9780763640637,Tamar,Mal Peet,,"Sep. 9th, 2008",424,Candlewick Press (MA)
half_2719,9781416935742,The Overlord Protocol,Mark Walden,,"Feb. 10th, 2009",376,Simon & Schuster Children's Publishing
half_2720,9780879739812,Prove It! Church,Amy Welborn,,"Sep. 1st, 2001",155,Our Sunday Visitor (IN)
half_2721,9780142414279,Artichoke's Heart,Suzanne Supplee,,"May. 14th, 2009",276,Speak
half_2722,9780440210948,Just as Long as We're Together,Judy Blume,,"Oct. 31st, 1991",304,Laurel Leaf Library
half_2723,9780545317023,Tomorrow Girls #2,Eva Gray,,"Jul. 1st, 2011",224,Scholastic Paperbacks
half_2724,9780812504835,The Scarlet Letter,Nathaniel Hawthorne,,"Aug. 15th, 1989",277,Tor Classics
half_2725,9781588166425,Seventeen Presents... 500 Beauty Tips,Kristen Oldham,,"Nov. 1st, 2009",528,Hearst Books
half_2726,9780758228413,If I Was Your Girl,Ni-Ni Simone,,"Oct. 1st, 2008",261,Dafina Books
half_2727,9780769653662,Spectrum Science,School Specialty Publishing,,"May. 1st, 2008",176,School Specialty Publishing
half_2728,9781595548597,Chosen,Ted Dekker,,"Apr. 13th, 2010",260,Thomas Nelson s
half_2729,9781551439167,Lockdown,Diane Tullson,Paperback,"Apr. 1st, 2008",103,Orca Book s
half_2730,9780786851621,Cryptid Hunters,Roland Smith,,"Mar. 21st, 2006",348,Hyperion Books for Children
half_2731,9780590396059,The Circle Opens #1: Magic Steps,Tamora Pierce,Paperback,"Apr. 1st, 2001",272,Scholastic Paperbacks
half_2732,9780553494297,The Legend of Bass Reeves,Gary Paulsen,,"Jan. 8th, 2008",137,Laurel Leaf Library
half_2733,9780980104592,Wintering,William Durbin,,"Dec. 1st, 2009",152,Adventure Publications(MN)
half_2734,9780152045692,Scribbler of Dreams,Mary E. Pearson,,"Oct. 1st, 2002",240,Graphia Books
half_2735,9781892213754,"Cardcaptor Sakura, Volume 1",CLAMP,,,192,TokyoPop
half_2736,9780531228227,Julius Caesar,Denise Rinaldo,Paperback,"Mar. 1st, 2010",128,Franklin Watts
half_2737,9780152162504,So You Want to Be a Wizard,Diane Duane,Paperback,"Jun. 1st, 2001",400,Harcourt Brace and Company
half_2738,9781442419933,Jay's Journal,Anonymous,,"Aug. 17th, 2010",228,Simon Pulse
half_2739,9780738734774,Dancing in the Dark,Robyn Bavati,,"Feb. 8th, 2013",336,Flux
half_2740,9780380732852,No Pretty Pictures,Anita Lobel,Paperback,,208,HarperTrophy
half_2741,9781416909439,Shug,Jenny Han,,"Oct. 1st, 2007",248,Aladdin Paperbacks
half_2742,9780142415757,Waiting for You,Susane Colasanti,,"Apr. 6th, 2010",336,Speak
half_2743,9780061659249,Radiant Shadows,Melissa Marr,,"Feb. 22nd, 2011",340,Harper
half_2744,9781416964247,Worst Enemies/Best Friends,Annie Bryant,,"Jun. 3rd, 2008",221,Aladdin Mix
half_2745,9781619491724,The Red Badge of Courage,Stephen Crane,,"Dec. 23rd, 2011",221,Empire Books
half_2746,9780440239574,What the Moon Saw,Laura Resau,,"Apr. 8th, 2008",257,Yearling Books
half_2747,9780763658489,The 10 PM Question,Kate De Goldi,,"May. 8th, 2012",245,Candlewick Press (MA)
half_2748,9780440908036,The Black Pearl,Scott O'Dell,,"Oct. 31st, 1977",96,Laurel Leaf Library
half_2749,9780753419533,Finders Keepers,Marilyn Kaye,,"Apr. 13th, 2010",216,Kingfisher
half_2750,9780547564593,Pilgrims Don't Wear Pink,Stephanie Kate Strohm,,"May. 8th, 2012",204,Graphia Books
half_2751,9781606843840,Hourglass,Myra McEntire,,"May. 8th, 2012",390,Egmontusa
half_2752,9780738730721,Ripper,Amy Carol Reeves,,"Apr. 8th, 2012",360,Flux
half_2753,9780316736893,The Code,Mawi Asgedom,,"Sep. 3rd, 2003",152,"Little, Brown Books for Young Readers"
half_2754,9780547248912,Night Hoops,Carl Deuker,,"Sep. 7th, 2009",212,Graphia Books
half_2755,9780835910637,All Quiet on the Western Front,Erich Maria Remarque,Paperback,"May. 1st, 1998",90,Globe Fearon
half_2756,9780547341248,Hunger,Jackie Morse Kessler,,"Oct. 18th, 2010",177,Graphia Books
half_2757,9781568221861,"Biology, Middle/High School",Joan Distasio,,"Jan. 1st, 1999",128,Instructional Fair
half_2758,9780451227195,Carpe Corpus,Rachel Caine,,"Jun. 2nd, 2009",241,Signet Book
half_2759,9781595548931,Timescape,Robert Liparulo,Paperback,"Nov. 30th, 2010",308,Thomas Nelson s
half_2760,9780810970861,"l8r, g8r",Lauren Myracle,,"Feb. 1st, 2008",274,Amulet Books
half_2761,9780316013888,Slawter,Darren Shan,Paperback,"Nov. 1st, 2007",233,"Little, Brown Young Readers"
half_2762,9781423101260,Blue Bloods,Melissa de La Cruz,Paperback,"Mar. 27th, 2007",336,Hyperion Books
half_2763,9781414316796,Manga Slimline Reference Bible-NLT,Tyndale House Publishers,,"Nov. 1st, 2007",1074,Tyndale House s
half_2764,9780312602390,The Cabinet of Wonders,Marie Rutkoski,,"Feb. 2nd, 2010",265,Square Fish
half_2765,9781582346649,The Dark,Marianne Curley,,"Sep. 30th, 2005",333,Bloomsbury Publishing PLC
half_2766,9781847800060,Far from Home,Na'ima B. Robert,,"May. 22nd, 2012",347,Frances Lincoln Ltd
half_2767,9780373210480,Confessions of an Angry Girl,Louise Rozett,,"Aug. 28th, 2012",272,Harlequin Teen
half_2768,9780060598396,Chinese Handcuffs,Chris Crutcher,,"Oct. 5th, 2004",304,Greenwillow Books
half_2769,9781421537825,"Yu-GI-Oh! Gx, Vol. 6",Naoyuki Kageyama,,"Mar. 1st, 2011",200,Viz Media
half_2770,9780545263559,Numbers Book 2,Rachel Ward,,"Apr. 1st, 2012",368,Chicken House
half_2771,9781572246072,What's Eating You?,Tammy Nelson,,"May. 1st, 2008",112,New Harbinger Publications
half_2772,9780060504045,19 Varieties of Gazelle,Naomi Shihab Nye,,"Mar. 15th, 2005",142,HarperTempest
half_2773,9781883937386,Hittite Warrior,Joanne Williamson,,"Apr. 30th, 1999",237,Bethlehem Books
half_2774,9780375854729,Mamba Point,Kurtis Scaletta,,"Sep. 13th, 2011",271,Yearling Books
half_2775,9780064400466,Freaky Friday,Mary Rodgers,,"Oct. 31st, 1973",144,HarperTrophy
half_2776,9780316091121,Belles,Jen Calonita,,"Sep. 11th, 2012",384,Poppy Books
half_2777,9780064472647,Paint Me Like I Am,Bill Aguado,,"Feb. 18th, 2003",144,Harper Teen
half_2778,9780545296656,Harry Potter Handbook,Inc. Scholastic,,"Jun. 1st, 2011",64,Scholastic Inc.
half_2779,9780547727349,Saving the Ghost of the Mountain,Sy Montgomery,Paperback,"Sep. 4th, 2012",80,Houghton Mifflin Harcourt (HMH)
half_2780,9780689870101,Midnight Rider,Joan Hiatt Harlow,,"Nov. 1st, 2006",372,Aladdin Paperbacks
half_2781,9780752847788,Asterix and Obelix All at Sea,Albert Uderzo,,"May. 28th, 2002",48,Orion
half_2782,9780763641993,The Roman News,Philip de Souza,,"Mar. 1st, 2009",32,Candlewick Press (MA)
half_2783,9780375855948,Spanking Shakespeare,Jake Wizner,,"Oct. 28th, 2008",287,Random House Books for Young Readers
half_2784,9780061340475,Nightmare Academy #2,Dean Lorey,Paperback,"Sep. 30th, 2009",320,HarperCollins
half_2785,9780142410738,Things Hoped for,Andrew Clements,,"May. 1st, 2008",167,Puffin Books
half_2786,9780373210541,Temptation,Karen Ann Hopkins,,"Jun. 26th, 2012",380,Harlequin Teen
half_2787,9780844270562,La Casa Embrujada,Arturo De Rosa,,"Jan. 1st, 1988",58,McGraw-Hill/Glencoe
half_2788,9781421539256,"Yu-Gi-Oh! GX, Volume 7",Naoyuki Kageyama,,"Aug. 2nd, 2011",200,Viz Media
half_2789,9781552638422,Sundancer,Shelley Peterson,,"Jun. 30th, 2007",312,Key Porter Books
half_2790,9780380733125,Leaving Protection,Will Hobbs,,"Apr. 5th, 2005",192,HarperCollins
half_2791,9780310729983,Made to Crave for Young Women,Lysa TerKeurst,,"Mar. 6th, 2012",235,Zonderkidz
half_2792,9780547576985,The Frog Scientist,Pamela S. Turner,Paperback,"Sep. 13th, 2011",58,Houghton Mifflin Harcourt (HMH)
half_2793,9780618503612,"Technically, It's Not My Fault",John Grandits,,"Oct. 18th, 2004",48,Clarion Books
half_2794,9780785164760,Vulture,Joe Caramagna,,"Jun. 20th, 2012",96,Marvel Comics
half_2795,9781567187250,Teen Witch,Silver RavenWolf,,"Sep. 8th, 1998",288,Llewellyn Publications
half_2796,9780152051266,Dragon's Blood,Jane Yolen,,"May. 1st, 2004",303,Harcourt Brace and Company
half_2797,9780142416723,Pretty Monsters,Kelly Link,,"Jun. 10th, 2010",404,Speak
half_2798,9780060591717,El Reino del Dragon de Oro,Isabel Allende,,"Sep. 7th, 2004",420,Rayo
