Base_x,Base_y,Capacity_x,Capacity_y,Category_x,Category_y,Color_x,Color_y,Finish_x,Finish_y,Height_x,Height_y,Material_x,Material_y,Product Type_x,Product Type_y,Shape_x,Shape_y,Style_x,Style_y,brand_x,brand_y,cluster_id,description_x,description_y,id_org_x,id_org_y,title_x,title_y
"'star saut', 'Space Saver Oven'",'(2) standard / space saver ovens',,,,,'rear','ultimate','nsf','nsf','735.00','735.00 Pound(s)',,,"'lp gas', 'standard grates'",'standard grates',"'restaurant range', 'oven'",'oven','LP',"'restaurant', 'rear'","""Southbend""@en","""Southbend""",1361808,"""Ultimate Restaurant Range, LP gas, 48"", (2) star/sauté front, (2) non-clog burners rear, standard grates, (1) 24"" griddle right, standing pilot, (2) space saver ovens with battery spark ignition, (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 270,000 BTU, CSA, NSF""@en ","""
Ultimate Restaurant Range, gas, 48"", (2) star/sauté front, (2) non-clog burners rear, standard grates, (1) 24"" griddle right, standing pilot, (2) space saver ovens with battery spark ignition, (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 270,000 BTU, CSA, NSF
"" ",3795776,15126321," ""Southbend 4484EE-2GR 48"" 4-Burner Gas Range with Griddle, LP""@en LP ""@en Griddle"," "" Southbend 4484EE-2GR Ultimate Restaurant Range ""Southbend | Culinary Depot"""
"'Standard Oven', 'Standard Oven'",'(2) standard ovens','60 3',,,,'restaurant range','ultimate',"'nsf', 'nsf'",'nsf',"'1075.00', '1075.00'",'1075.00 Pound(s)',"'oven', 'oven'","'saut burners', 'oven'","'rear', 'lp gas', 'saut burners'",,'restaurant range',,"'standard ovens with battery', 'per', 'rear', 'standard ovens with battery', 'per', 'NG', 'LP'","'restaurant', 'rear', 'standard ovens with battery', 'per'","""Southbend""@en","""Southbend""",1363290,"""Ultimate Restaurant Range, LP gas, 60"", (3) star/sauté burners front, (3) non-clog burners rear, (1) 24"" griddle right, thermostatic controls, standing pilot, (2) standard ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 336,000 BTU, CSA, NSF""@en ","""
Ultimate Restaurant Range, gas, 60"", (3) star/sauté burners front, (3) non-clog burners rear, (1) 24"" griddle right, thermostatic controls, standing pilot, (2) standard ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 336,000 BTU, CSA, NSF
"" ",4969524,3625026," ""Southbend 4604DD-2TR 60"" 6-Burner Gas Range with Griddle, LP""@en Griddle LP ""@en"," "" Southbend 4604DD-2TR Ultimate Restaurant Range ""Southbend | Culinary Depot"""
"'standard ovens', 'standard ovens', 'Standard Oven', 'Standard Oven'","'standard ovens', '(2) standard ovens'",,,,,,'restaurant range gas',"'left standing pilot 2', 'nsf', 'left standing pilot 2', 'nsf'","'left standing pilot 2', 'nsf'","'1075.00', '1075.00'",'1075.00 Pound(s)',"'battery', 'oven', 'battery', 'oven'","'battery', 'oven'","'lp gas', 'wavy grates', 'wavy grates'",'wavy grates',"'restaurant range', 'restaurant range'",,"'per', 'per', 'LP', 'NG'",'per',"""Southbend""@en","""Southbend""",1365582,"""Ultimate Restaurant Range, NG gas, 60"", (4) non-clog burners, wavy grates, (4) pyromax burners left, standing pilot, (2) standard ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 358,000 BTU, CSA, NSF""@en ","""
Ultimate Restaurant Range, gas, 60"", (4) non-clog burners, wavy grates, (4) pyromax burners left, standing pilot, (2) standard ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 358,000 BTU, CSA, NSF
"" ",7066181,2018381," ""Southbend 4602DD-7L 60"" 8-Burner Gas Range, NG""@en NG ""@en Range"," "" Southbend 4602DD-7L Ultimate Restaurant Range ""Southbend | Culinary Depot"""
,,,,,'resistant refrigerant gel insulated dishwasher safe','coldmaster food pan',,"'abs plastic white', 'nsf'","'abs plastic white', 'nsf'",,,,,,,,,'resistant refrigerant gel insulated dishwasher safe','coldmaster food pan',"""Carlisle""@en","""Carlisle""",1372912,"""Coldmaster Food Pan, 1/3-size, 6"" deep, divided, impact-resistant, refrigerant gel insulated, dishwasher safe, ABS plastic, white, NSF""@en ","""
Coldmaster Food Pan, 1/3-size, 6"" deep, divided, impact-resistant, refrigerant gel insulated, dishwasher safe, ABS plastic, white, NSF
"" ",1335506,2357035," ""Carlisle CM110302 Coldmaster 1/3 Size Divided Food Pan - 6""D, White""@en 6""D White ""@en"," "" Carlisle CM110302 Coldmaster Food Pan ""Carlisle | Culinary Depot"""
,'legs with boxed crossrails',,,,,,'regaline sink 3',,,"'20 front', '222.00'","'20 front', '222.00 Pound(s)', '11""'","'stainless steel overall', 'nsf'","'stainless steel overall', 'nsf'",,'legs with welded front to rear adjustable',,,"'compartment with left hand drainboard', 'deep with 11 high splash', 'legs with welded front to rear adjustable'","'compartment with left hand drainboard', 'deep with'","""Advance Tabco""@en","""Advance Tabco""",1376396,"""Regaline Sink, 3-compartment, with left-hand drainboard, 20"" front-to-back x 16"" wide sink compartments, 14"" deep, with 11"" high splash, stainless steel legs with welded front-to-rear & adjustable left-to-right cross rails, 24"" drainboard, 1"" adjustable bullet feet, 14 gauge 304 series stainless steel, overall 27"" F/B x 83"" L/R, NSF""@en ","""
Regaline Sink, 3-compartment, with left-hand drainboard, 20"" front-to-back x 16""W sink compartments, 14"" deep, with 11""H backsplash, stainless steel legs with welded front-to-rear & adjustable left-to-right cross rails, 24"" drainboard, 1"" adjustable bullet feet, 14 gauge 304 series stainless steel, overall 27"" F/B x 83"" L/R, NSF
"" ",744815,5149181," ""Advance Tabco 94-3-54-24L 83"" 3-Compartment Sink w/ 16""L x 20""W Bowl, 14"" Deep""@en Deep ""@en Bowl"," "" Advance Tabco 94-3-54-24L Regaline Sink ""Advance | Culinary Depot"""
,,"'holds 6', '12'",,,,'connected evolution boilerless',,,,"'12 x 20', '240 60', '512.00', '71.2'","'240 60', '512.00 Pound(s)'",,,"'convection steamers', 'electric'",'star includes',,,,'deep pans digital',"""Accutemp""@en","""AccuTemp""",1377466,"""Two Connected Evolution™ Boilerless, Convection Steamers featuring Steam Vector Technology, includes stand with casters, electric, holds (6) 12""x 20""x 2-1/2"" each compartment, deep pans, Digital Controls, water and drain connection needs plumbed, warranty NOT voided by water quality, NO water filtration required, 13kw, 240/60/3ph, (2) 5' cords & NEMA L15-50P, ENERGY STAR®""@en ","""
(QUICK SHIP) Two Connected Evolution Boilerless, Convection Steamers featuring Steam Vector Technology, electric, holds (6) 12""x 20""x 2-1/2"" each compartment, deep pans, Digital Controls, water and drain connection needs plumbed, warranty NOT voided by water quality, NO water filtration required, 13kw, 240/60/3ph, (2) 5' cords & NEMA L15-50P, ENERGY STAR (Includes stand in configuration of choice)
"" ",11189656,4285732," ""Accutemp E62403E130DBL Electric Floor Model Steamer w/ (12) Full Size Pan Capacity, 240v/3ph""@en 240v/3ph ""@en Capacity"," "" AccuTemp E62403E130 DBL Two Connected Evolution Boilerless ""AccuTemp | Culinary Depot"""
,,,,,,'black','black',,,'9323 9323h','9323 9323h',,,,,,,,,"""Bon Chef""@en","""Bon Chef""",1379633,"""Cold Wave Underliner, 20-1/4"" x 11-1/2"" x 2-3/4"", for 9323 & 9323H, melamine, black""@en ","""
                                            Cold Wave Underliner, 20-1/4"" x 11-1/2"" x 2-3/4"", for 9323 & 9323H, melamine, black
                                        "" ",8804892,10469788," ""Bon Chef 9325BLACK 11.50"" Cold Wave Underliner - Black""@en Black ""@en"," "" Bon Chef 9325BLACK Cold Wave Underliner Case ""Bon | Culinary Depot"""
,'legs with boxed crossrails',"'20 wide', '95 l'",'95 l',,,,'regaline sink 3','nsf','nsf','273.00',"'8""', '273.00 Pound(s)'",'12',,"'open frame', 'gauge'","'open frame', 'gauge'",,,"'compartment with left hand drainboard', 'deep with'","'compartment with left hand drainboard', 'deep with'","""Advance Tabco""@en","""Advance Tabco""",1380180,"""Regaline Sink, 3-compartment, with left-hand drainboard, 28"" front-to-back x 20"" wide sink compartments, 12"" deep, with 8"" high splash, stainless steel open frame base, side crossrails, 24"" drainboard, 1"" adjustable bullet feet, 16 gauge 304 series stainless steel, overall 35"" F/B x 95"" L/R, NSF""@en ","""
Regaline Sink, 3-compartment, with left-hand drainboard, 28"" front-to-back x 20""W sink compartments, 12"" deep, with 8""H backsplash, stainless steel open frame base, side crossrails, 24"" drainboard, 1"" adjustable bullet feet, 16 gauge 304 series stainless steel, overall 35"" F/B x 95"" L/R, NSF
"" ",9184625,504527," ""Advance Tabco 93-83-60-24L 95"" 3-Compartment Sink w/ 20""L x 28""W Bowl, 12"" Deep""@en Bowl Deep ""@en"," "" Advance Tabco 93-83-60-24L Regaline Sink ""Advance | Culinary Depot"""
,'legs with boxed crossrails','18 wide',,,,,'regaline sink 2','nsf','nsf','139.00',"'8""', '139.00 Pound(s)'",,,"'open frame', 'gauge'","'open frame', 'gauge'",,'12','compartment with left hand',"'compartment with left hand', 'deep with'","""Advance Tabco""@en","""Advance Tabco""",1382291,"""Regaline Sink, 2-compartment, with left-hand drainboard, 24"" front-to-back x 18"" wide sink compartment, 12"" deep, with 8"" high splash, stainless steel open frame base, side crossrails, 24"" drainboard, 1"" adjustable bullet feet, 16 gauge 304 series stainless steel, overall 31"" F/B x 68"" L/R, NSF""@en ","""
Regaline Sink, 2-compartment, with left-hand drainboard, 24"" front-to-back x 18""W sink compartment, 12"" deep, with 8""H backsplash, stainless steel open frame base, side crossrails, 24"" drainboard, 1"" adjustable bullet feet, 16 gauge 304 series stainless steel, overall 31"" F/B x 68"" L/R, NSF
"" ",4181132,17377653," ""Advance Tabco 93-62-36-24L 68"" 2-Compartment Sink w/ 18""L x 24""W Bowl, 12"" Deep""@en Bowl Deep ""@en"," "" Advance Tabco 93-62-36-24L Regaline Sink ""Advance | Culinary Depot"""
,,,'12 pan',,,,"'top refrigerator', 'breathing rear'",,'stainless steel','223.00','223.00 Pound(s)',,,,,,'mounted','Mega Top',"'shelf', 'top', 'front', 'refrigeration system', 'doors'","""Delfield""@en","""Delfield""",1382946,"""Mega Top Refrigerator, Reduced Height, single-section, 27"" W, 5.7 cubic feet, (1) door, (1) 1/1 GN shelf, stainless steel top with polyethylene cutting board & (12) 1/6 size plastic pans, stainless steel front & sides, ABS interior sides, 3"" casters, front-breathing rear-mounted refrigeration system, 1/5 hp, cUL, UL, NSF,115v/60/1ph""@en ","""
Mega Top Refrigerator, single-section, 27"" W, 8.20 cubic feet, (1) door, (1) 1/1 GN shelf, stainless steel top with polyethylene cutting board & (12) 1/6 size plastic pans, ABS interior sides, stainless steel front & sides, 5"" casters, front breathing rear-mounted refrigeration system, 1/5 hp, cUL, UL, NSF
"" ",5631943,16955806," ""Delfield 4427N-12M 27"" Sandwich/Salad Prep Table w/ Refrigerated Base, 115v""@en Base 115v ""@en"," "" Delfield 4427N-12M Mega Top Refrigerator ""Delfield | Culinary Depot"""
"'standard ovens', 'Standard Oven'","'standard ovens', '(2) standard ovens'",,,,,,,'nsf','nsf','1075.00','1075.00 Pound(s)',"'battery', 'oven'","'battery', 'oven'",'wavy grates','wavy grates','restaurant range','restaurant',"'per', 'NG'",'per',"""Southbend""@en","""Southbend""",1383176,"""Ultimate Restaurant Range, NG gas, 60"", (6) non-clog burners, wavy grates, raised griddle/broiler, standing pilot, (2) standard ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 285,500 BTU, CSA, NSF""@en ","""
Ultimate Restaurant Range, gas, 60"", (6) non-clog burners, wavy grates, raised griddle/broiler, standing pilot, (2) standard ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 285,500 BTU, CSA, NSF
"" ",2765605,5459410," ""Southbend 4602DD-2RR 60"" 6-Burner Gas Range with Griddle & Broiler, NG""@en Broiler NG ""@en"," "" Southbend 4602DD-2RR Ultimate Restaurant Range ""Southbend | Culinary Depot"""
'front rail','removable drip',,,,,,,,,,'420.00 Pound(s)',"'power', 'power'","'individual cast iron', 'front rail', 'cord nema'","'iron grates', 'pan cut'","'h 6 cast iron burners', 'pan cut', 'water pans', 'nsf csa'",,,"'switch stainless steel', 'switch stainless steel'","'grates', 'large capacity', 'switch stainless steel'","""Garland""@en","""Garland""",1383383,"""High Efficiency Broiler, gas, 30-1/8"" W x 23-1/2"" D grill area, reversible cast iron grates, spark ignition, front rail with removable 1/3 size food pan cut-outs, power switch, stainless steel exterior, 87,000 BTU (Garland), LP""@en ","""
Broiler, 3/4"" gas regulator, generic version, 34"" W x 38-1/16"" D x 18-1/16"" H, (6) cast iron burners with individual cast iron radiants, cast iron grates, spark ignition, front rail with removable 1/3 size food pan cut-outs, large capacity removable drip pans/water pans, power switch, stainless steel exterior, 87,000 BTU, 9 ft cord & NEMA 5-15P, NSF, CSA
"" ",10842855,909544," ""Garland HEEGM36CL High Efficiency Broiler w/ Removable Cast Iron Grates, 30.13x23.5"" Grill, LP""@en LP ""@en Grates Grill"," "" Garland HEEGM36CL Broiler ""Garland | Culinary Depot"""
,,'6',,,,,,,,"'281.00', '60'","'12 x 20', '281.00 Pound(s)'",,,"'mechanical timer', 'star'","'n hold boilerless', 'convection steamer includes', 'electric holds 6', 'mechanical timer', 'star'",,,'deep pans vacuum cooking','deep pans vacuum cooking',"""Accutemp""@en","""AccuTemp""",1385134,"""Steam'N'Hold™ Convection Steamer, includes stand with casters, electric, holds (6) 12""x 20""x 2-1/2"" deep pans, vacuum cooking, manual mechanical timer controls, NO water or drain connections required, 15kw, 208/60/3ph, 5' cord & NEMA 15-50P, ENERGY STAR®""@en ","""
Steam'N'Hold Boilerless Convection Steamer, includes stand with casters, electric, holds (6) 12""x 20""x 2-1/2"" deep pans, vacuum cooking, manual mechanical timer controls, NO water or drain connections required, 15kw, 208/60/3ph, 5' cord & NEMA 15-50P, ENERGY STAR
"" ",9100406,1660732," ""Accutemp S62083D150SGL Electric Floor Model Steamer w/ (6) Full Size Pan Capacity, 208v/3ph""@en Capacity 208v/3ph ""@en"," "" AccuTemp S62083D150 SGL Steam'N'Hold Boilerless Convection Steamer ""AccuTemp | Culinary Depot"""
,,,'12 pan','compartment insulated',,,,"'self contained rear', 'nsf'",'nsf','220.00','220.00 Pound(s)','stainless steel',"'stainless steel', 'wire'","'deluxe sandwich salad unit mega', 'top', 'pan cover', 'cord with nema'","'top', 'cord with nema'",,,"'top', 'pan opening 1 stainless steel door with', 'shelf', 'mounted', 'refrigeration system 1', 'Mega Top'","'pan opening 1 stainless steel door with', 'shelf', 'self contained rear', 'mounted', 'refrigeration system 1', 'doors'","""Turbo Air""@en","""Turbo Air""",1385891,"""Super Deluxe Sandwich/Salad Unit, Mega Top, one-section, 8 cu. ft., stainless steel top with 12-pan opening, (1) stainless steel door with recessed handle, stainless steel interior & exterior, ABS door liner, (1) stainless steel wire shelf, cold air compartment, insulated pan cover, cutting board side rail, hot gas condensate system, 4"" casters, self-contained rear mounted refrigeration system, 1/4 HP, 115v/60/1, 6.6 amps, cord with NEMA 5-15P, NSF 7, cETLus""@en ","""
Super Deluxe Sandwich/Salad Unit, Mega Top, one-section, 8 cu. ft., stainless steel top with 12-pan opening, (1) stainless steel door with recessed handle, stainless steel interior & exterior, ABS door liner, (1) stainless steel wire shelf, 4"" casters, self-contained rear mounted refrigeration system, 1/4 HP, 115v/60/1, 6.6 amps, cord with NEMA 5-15P, NSF 7, cETLuscETL
"" ",12326107,7175925," ""Turbo Air TST-28SD-12 27"" Sandwich/Salad Prep Table w/ Refrigerated Base, 115v""@en 115v ""@en Base"," "" Turbo Air TST-28SD-12 Super Deluxe Sandwich/Salad Unit ""Turbo - | Culinary Depot"""
"'Space Saver Oven', 'Space Saver Oven'",'(2) standard / space saver ovens',,,,,'restaurant range','ultimate',"'nsf', 'nsf'",'nsf',"'735.00', '735.00'",'735.00 Pound(s)',,,"'standard grates', 'lp gas', 'standard grates'",'standard grates','restaurant',,"'oven', 'oven', 'NG', 'LP'","'restaurant', 'oven'","""Southbend""@en","""Southbend""",1386636,"""Ultimate Restaurant Range, LP gas, 48"", (4) star/sauté burners, standard grates, (1) 24"" griddle right, thermostatic controls, standing pilot, (2) space saver ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 270,000 BTU, CSA, NSF""@en ","""
Ultimate Restaurant Range, gas, 48"", (4) star/sauté burners, standard grates, (1) 24"" griddle right, thermostatic controls, standing pilot, (2) space saver ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 270,000 BTU, CSA, NSF
"" ",13605903,8101189," ""Southbend 4483EE-2TR 48"" 4-Burner Gas Range with Griddle, LP""@en LP ""@en Griddle"," "" Southbend 4483EE-2TR Ultimate Restaurant Range ""Southbend | Culinary Depot"""
,"'h backsplash', 'legs with boxed crossrails'","'18 wide', '18 gauge'","'12 deep', '18 gauge'",,,,'regaline sink 2','nsf','nsf','115.00',"'8""', '115.00 Pound(s)'",'12','stainless steel','open frame','open frame',,,"'compartment with right hand', 'deep with'",'compartment with right hand',"""Advance Tabco""@en","""Advance Tabco""",1394056,"""Regaline Sink, 2-compartment, with right-hand drainboard, 24"" front-to-back x 18"" wide sink compartments, 12"" deep, with 8"" high splash, stainless steel open frame base, side crossrails, 18"" drainboard, 1"" adjustable bullet feet,18 gauge 304 series stainless steel, overall 31"" F/B x 62"" L/R, NSF""@en ","""
Regaline Sink, 2-compartment, with right-hand drainboard, 24"" front-to-back x 18""W sink compartments, 12"" deep, with 8""H backsplash, stainless steel open frame base, side crossrails, 18"" drainboard, 1"" adjustable bullet feet,18 gauge 304 series stainless steel, overall 31"" F/B x 62"" L/R, NSF
"" ",15857303,12099407," ""Advance Tabco 9-62-36-18R 62"" 2-Compartment Sink w/ 18""L x 24""W Bowl, 12"" Deep""@en Bowl Deep ""@en"," "" Advance Tabco 9-62-36-18R Regaline Sink ""Advance | Culinary Depot"""
"'standard ovens', 'standard ovens', 'Standard Oven', 'Standard Oven'","'standard ovens', '(2) standard ovens'",,,,,'ultimate',,"'nsf', 'nsf'",'nsf',"'1075.00', '1075.00'",'1075.00 Pound(s)',"'battery', 'oven', 'battery', 'oven'","'battery', 'oven'","'standard grates', 'lp gas', 'standard grates'",'standard grates','restaurant','restaurant',"'restaurant', 'per', 'per', 'NG', 'LP'",'per',"""Southbend""@en","""Southbend""",1402172,"""Ultimate Restaurant Range, NG gas, 60"", (4) star/sauté burners, standard grates, (1) 36"" griddle left, standing pilot, (2) standard ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 286,000 BTU, CSA, NSF""@en ","""
Ultimate Restaurant Range, gas, 60"", (4) star/sauté burners, standard grates, (1) 36"" griddle left, standing pilot, (2) standard ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 286,000 BTU, CSA, NSF
"" ",1671463,11207761," ""Southbend 4603DD-3GL 60"" 4-Burner Gas Range with Griddle, NG""@en NG ""@en Griddle"," "" Southbend 4603DD-3GL Ultimate Restaurant Range ""Southbend | Culinary Depot"""
"'left thermostatic', 'standard ovens', 'left thermostatic', 'standard ovens', 'Standard Oven', 'Standard Oven'","'left thermostatic', 'standard ovens', '(2) standard ovens'",,,,,'ultimate','ultimate',"'nsf', 'nsf'",'nsf',"'1075.00', '1075.00'",'1075.00 Pound(s)',"'battery', 'oven', 'battery', 'oven'","'battery', 'oven'","'lp gas', 'standard grates', 'standard grates'",'standard grates',"'restaurant range', 'restaurant'",,"'per', 'per', 'LP', 'NG'","'restaurant', 'per'","""Southbend""@en","""Southbend""",1402425,"""Ultimate Restaurant Range, NG gas, 60"", (4) non-clog burners, standard grates, (1) 36"" griddle left, thermostatic controls, standing pilot, (2) standard ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 286,000 BTU, CSA, NSF""@en ","""
Ultimate Restaurant Range, gas, 60"", (4) non-clog burners, standard grates, (1) 36"" griddle left, thermostatic controls, standing pilot, (2) standard ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 286,000 BTU, CSA, NSF
"" ",10434010,11137258," ""Southbend 4601DD-3TL 60"" 4-Burner Gas Range with Griddle, NG""@en Griddle NG ""@en"," "" Southbend 4601DD-3TL Ultimate Restaurant Range ""Southbend | Culinary Depot"""
,'legs with side crossrails',"'20 wide', '58 l'",'58 l',,,,,'nsf','nsf','78.00',"'78.00 Pound(s)', '8""'",,,"'open frame', 'gauge'","'open frame', 'gauge'",,'12','compartment with left right hand drainboards',"'compartment with left right hand drainboards', 'deep with'","""Advance Tabco""@en","""Advance Tabco""",1406730,"""Regaline Sink, 1-compartment, with left & right-hand drainboards, 20"" front-to-back x 20"" wide sink compartment, 12"" deep, with 8"" high splash, stainless steel open frame base, side crossrails, 18"" drainboards, 16 gauge 304 series stainless steel, 1"" adjustable bullet feet, overall 27"" F/B x 58"" L/R, NSF""@en ","""
Regaline Sink, 1-compartment, with left & right-hand drainboards, 20"" front-to-back x 20""W sink compartment, 12"" deep, with 8""H backsplash, stainless steel open frame base, side crossrails, 18"" drainboards, 16 gauge 304 series stainless steel, 1"" adjustable bullet feet, overall 27"" F/B x 58"" L/R, NSF
"" ",12255930,14662836," ""Advance Tabco 93-21-20-18RL 58"" 1-Compartment Sink w/ 20""L x 20""W Bowl, 12"" Deep""@en Bowl Deep ""@en"," "" Advance Tabco 93-21-20-18RL Regaline Sink ""Advance | Culinary Depot"""
"'Convection Oven', 'Convection Oven'","'(1) standard oven, electric'",,,,,'restaurant range',,"'stainless steel', 'nsf', 'stainless steel', 'nsf'","'stainless steel', 'nsf'","'660.00', '660.00'",'660.00 Pound(s)',,,"'standard grates', 'shelf 6 adjustable', 'standard grates', 'shelf 6 adjustable'","'standard grates', 'shelf 6 adjustable'",'restaurant range','restaurant',"'oven', 'includes 1 rack', 'oven', 'includes 1 rack', 'LP/Electric', 'NG/Electric'","'oven', 'includes 1 rack'","""Southbend""@en","""Southbend""",1407329,"""Ultimate Restaurant Range, NG gas/electric, 36"", (2) non-clog burners, standard grates, (1) 24"" griddle right, standing pilot, (1) electric hybrid standard oven, includes (1) rack, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 114,000 BTU, CSA, NSF""@en ","""
                                            Ultimate Restaurant Range, gas/electric, 36"", (2) non-clog burners, standard grates, (1) 24"" griddle right, standing pilot, (1) electric hybrid standard oven, includes (1) rack, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 114,000 BTU, CSA, NSF
                                        "" ",11218190,2708850," ""Southbend H4361D-2GR 36"" 2-Burner Gas Range with Griddle, NG""@en Griddle NG ""@en"," "" Southbend H4361D-2GR Ultimate Restaurant Range ""Southbend | Culinary Depot"""
,'legs with boxed crossrails','121 l','121 l',,,,'regaline sink 4',,,'341.00',"'8""', '420.00 Pound(s)'",'12',,'open frame','open frame',,,"'compartment with left hand', 'deep with'","'compartment with left hand', 'deep with'","""Advance Tabco""@en","""Advance Tabco""",1407534,"""Regaline Sink, 4-compartment, with left-hand drainboard, 24"" front-to-back x 18"" wide sink compartments, 12"" deep, with 8"" high splash, stainless steel open frame base, side crossrails, 36"" drainboard, 1"" adjustable feet, 18 gauge 304 series stainless steel, overall 31"" F/B x 121"" L/R NSF (requires 2 faucets)""@en ","""
Regaline Sink, 4-compartment, with left-hand drainboard, 24"" front-to-back x 18""W sink compartments, 12"" deep, with 8""H backsplash, stainless steel open frame base, side crossrails, 36"" drainboard, 1"" adjustable feet, 18 gauge 304 series stainless steel, overall 31"" F/B x 121"" L/R NSF (requires 2 faucets)
"" ",8568446,8431505," ""Advance Tabco 9-64-72-36L 121"" 4-Compartment Sink w/ 18""L x 24""W Bowl, 12"" Deep""@en Bowl Deep ""@en"," "" Advance Tabco 9-64-72-36L Regaline Sink ""Advance | Culinary Depot"""
"'Standard/Convection Oven', 'Standard/Convection Oven'","'(1) standard oven, (1) convection oven'","'48 griddle', '48 griddle'",'48 griddle',,,'restaurant range',,"'nsf', 'nsf'",'nsf',"'1075.00', '1075.00'",'1075.00 Pound(s)',"'left standing pilot 1', 'battery', 'battery', 'left standing pilot 1', 'battery', 'battery'","'left standing pilot 1', 'battery', 'battery'","'standard grates', 'shelf 6', 'lp gas', 'standard grates', 'shelf 6'","'standard grates', 'shelf 6'",'restaurant range','ultimate',"'oven', 'oven', 'flue riser with shelf stainless steel', 'front', 'oven', 'oven', 'flue riser with shelf stainless steel', 'front', 'NG', 'LP'","'restaurant', 'oven', 'oven', 'flue riser with shelf stainless steel', 'front'","""Southbend""@en","""Southbend""",1410325,"""Ultimate Restaurant Range, LP gas, 60"", (2) non-clog burners, standard grates, (1) 48"" griddle left, standing pilot, (1) standard oven with battery spark ignition, (1) convection oven with battery spark ignition, includes (4) racks total, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 223,000 BTU, CSA, NSF""@en ","""
Ultimate Restaurant Range, gas, 60"", (2) non-clog burners, standard grates, (1) 48"" griddle left, standing pilot, (1) standard oven with battery spark ignition, (1) convection oven with battery spark ignition, includes (4) racks total, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 223,000 BTU, CSA, NSF
"" ",13972426,13071989," ""Southbend 4601AD-4GL 60"" 2-Burner Gas Range with Griddle, LP""@en Griddle LP ""@en"," "" Southbend 4601AD-4GL Ultimate Restaurant Range ""Southbend | Culinary Depot"""
,'legs with boxed crossrails','18 gauge','18 gauge',,,,,,,'208.00',"'208.00 Pound(s)', '8""'",,,'open frame','open frame',,,"'compartment with left right hand drainboards', 'deep with'","'compartment with left right hand drainboards', 'deep with'","""Advance Tabco""@en","""Advance Tabco""",1412928,"""Regaline Sink, 3-compartment, with left & right-hand drainboards, 20"" front-to-back x 16"" wide sink compartments, 12"" deep, with 8"" high splash, stainless steel open frame base, side crossrails, 36"" drainboards, 1"" adjustable bullet feet, 18 gauge 304 series stainless steel, overall 27"" F/B x 127"" L/R, NSF""@en ","""
Regaline Sink, 3-compartment, with left & right-hand drainboards, 20"" front-to-back x 16""W sink compartments, 12"" deep, with 8""H backsplash, stainless steel open frame base, side crossrails, 36"" drainboards, 1"" adjustable bullet feet, 18 gauge 304 series stainless steel, overall 27"" F/B x 127"" L/R, NSF
"" ",4310677,3090250," ""Advance Tabco 9-3-54-36RL 127"" 3-Compartment Sink w/ 16""L x 20""W Bowl, 12"" Deep""@en Bowl Deep ""@en"," "" Advance Tabco 9-3-54-36RL Regaline Sink ""Advance | Culinary Depot"""
