cluster_id,Product Type_x,Category_x,Brand_x,Storage Capacity_x,Memory Type_x,Interface_x,Memory Speed_x,Color_x,Model_x,Processor_x,Product Type_y,Category_y,Brand_y,Storage Capacity_y,Memory Type_y,Interface_y,Memory Speed_y,Color_y,Model_y,Processor_y
470984,['4x pcie x1 6x'],['audio 2x'],['skylake'],['0 4x'],,['usb3'],,,['6th gen ddr4 2x pcie x16'],,['intel z170 s'],,['gigabyte'],,,,,,,
471372,,,['strider'],,,,,,,,"['modular 80', 'psu']",,['600w'],,,,,,,
476312,"['surveillance drive', '3 year warranty']",,['part'],['3tb'],,"['capacity 3 5 inch', 'sata 6gb s']",,,,,"['sata iii', 'year workload rate']","['seagate', 'skyhawk hard drive']",,"['3tb', '180tb']",,,['7200rpm'],,,
476574,,,['support'],,,,,,,,,,,,,,['2066'],,,['asrock']
478073,['green leds'],,,,,,,,,,['green leds'],,,['120mm id cooling'],,,,,,
478378,['vdimm lifetime warranty'],,['3000mhz ram'],,,,,,,,,['red led'],,['64gb'],['ddr4 vengeance led pc4 24000 3000'],,"['DDR4', 'UDIMM (Unbuffered)', 'Vengeance LED', 'Non-ECC', 'PC4-24000 (3000)']",['Anodised Aluminium Heatspreader'],,
479603,,,,,,,,,,,,,,['500gb'],,,,,['5400rpm'],
480428,,,['akasa'],,,,,['superspeed connectivity'],,,,,['akasa'],,,,,,,
484298,['1x pcie x1 6 x sata 6 0 gb s'],,['skylake'],,,"['socket', '1 x usb 2 0 crossfire']",,,['2 x sata express m 2'],,,,['asrock'],,,,['1151'],,,
485805,['corsair'],,,,,,,,,,,,,['32gb'],['ddr4 vengeance rgb pc4 26600 3333 non ecc unbuffered'],,"['Non-ECC', 'Vengeance RGB Black', 'DDR4', 'PC4-26600 (3333)', 'UDIMM (Unbuffered)']",['Anodised Aluminium Heatspreader'],,
487672,['85w'],,['socket'],,,,,,['2011 3'],,['85w cpu'],,['intel xeon'],,,,,,,['e5 2620']
488023,"['ati stream', 'ati avivo hd']",['stream'],['core'],,['gddr3'],,"['780mhz', '3600mhz']",['ati crossfirex'],,,,,,['4gb'],,,,,,['radeon radeon r7']
489511,['5 year warranty'],,,['4tb'],,['sata 6gb s'],,,,,['ncq'],,,['4tb'],,['wd4002fyyz'],,,['7200rpm'],
489933,,,['hyperx savage'],,,,,['offers super'],,,['hyperx savage'],,,['128gb'],,['USB 3.1 Gen 1 Type-A'],"['350 MB/s', '250 MB/s']","['black red', 'Black/ Red']",['usb 3 1 gen'],['s read 250mb s']
492013,,,['carbide series'],,,,,,,,"['black mid tower', 'performance case']",,['corsair'],,,['usb 3 0 w o psu'],,['compact atx'],['carbide series 200r'],
493074,,['7200rpm hard disk drive'],['kingston s'],,,,,,['kc1000 solid state drive'],,['write 1600mb s 190k 160k iops'],,,['480gb'],,,,,,
502147,"['processors 2304 directx', 'years warranty']","['stream', 'amd crossfire']",,,['gddr5'],,['8000mhz'],,['vr ready premium 3'],,,['3xdp'],,['8gb'],['gddr5'],,['8000mhz'],,,
502282,,,['corsair'],,,,,,['pro led delivers'],,"['pro led blue', 'leds']",,,['140mm'],,,,,,
504003,['i7 6820hk'],,['msi'],,,,,,,['nvidia gtx 1070'],['i7 6820hk'],,,,['ddr4'],,,,,
505997,,,['3000mhz ram'],,,,,,,,,,,"['32gb', '2x16gb']",,['red led'],"['DDR4', 'Vengeance LED', 'Non-ECC', 'UDIMM (Unbuffered)', 'PC4-24000 (3000)']",['Anodised Aluminium Heatspreader'],,
506714,,,,,['ddr4 ram'],,,,,['intel core i7'],['win10'],,['corsair'],,['ddr4'],,,,,
507125,"['2 year warranty', '2 year warranty']",,,"['6tb', '6tb']",,"['sata 6gb s', 'sata 6gb s']",,,,,['western digital'],,,['6tb'],,['3 5'],,,,
509467,['hbm2 stream processors 4096'],,['gv'],,,,"['8192mb', '945mhz']",,,,,,,['8gb'],,"['hbm2 dp', 'hdmi']",['945mhz'],,,
510698,['transmemory u301'],,['toshiba'],,,,,,,,,,,['64gb'],,,,,,
510950,,,['socket compatibility'],,,,,,,,,,['antec'],,,['hydro cooler with'],,['blue led'],['h1200 pro'],
511474,['sleek scratch resistant brushed metal enclosure'],,,,,,,,,,['upto 290mbs'],,,,,,,,,
512220,['power supply line'],,,,,,,,,,['psu'],,,['750w evga'],,,,,,
512273,['processors 768 vr ready physx cuda'],"['stream', 'enabled 3']",['gv'],,['gddr5'],,['7010mhz'],,,,,,['gigabyte'],,['gddr5 graphics card'],,['gpu'],,,"['geforce gtx 1050', '768 core 1328mhz']"
514020,['accents'],,['s340'],,,,,,,,['trim mid tower case'],,['nzxt source'],,,,,,,
515335,['years warranty'],,['gv'],,,,['11448mhz'],,,,,,['gigabyte'],,,,,,,"['aorus', 'geforce gtx 1080']"
518431,,,,,,,,,['rgb led'],['corsair'],"['corsair hd140 rgb led 9', 'multi colour single fan expansion pack']",,,,,,,,,
519099,['home network for'],,['triple pack powerline adapters'],,,['speeds'],,,,,,,['tp link'],,,['ethernet ports network triple'],,['pack kit'],,
520009,,,,['3200mhz ram'],,['timings 1 20'],,,,,,,,"['32gb', '2x16gb']",,,"['DDR4', 'UDIMM (Unbuffered)', 'Non-ECC', 'Vengeance LED', 'PC4-25600 (3200)']",['Anodised Aluminium Heatspreader'],,
524794,,,,,,,,,,,,,,['2tb'],,,,,"['st2000lm007', '5400rpm']",
525261,['corsair'],,,['2666mhz ram'],,,,,,,,,,"['64gb', '8x8gb']",,,"['Vengeance RGB Black', 'PC4-21300 (2666)', 'DDR4', 'UDIMM (Unbuffered)', 'Non-ECC']",['Anodised Aluminium Heatspreader'],,
525616,['unlocked multiplier'],,['eight'],,,,,,,,,,['amd'],,,,['0ghz'],,,
525780,['tower case'],,['enthusiasts expectations'],,,,,,,,"['sst ps11b', 'mid tower']",,['silverstone'],,,['window'],,,,
530016,['rapidfire has'],,['k65 rgb'],,,,,,,,['back lit'],['rapidfire rgb'],['corsair'],,,,,,,['cherry mx']
530239,"['processors 2304 directx', 'years warranty']","['boost', 'stream', 'amd crossfire']",['rx 580r8dbr6'],,['gddr5'],,['8192mb 8000mhz'],,['vr ready 3'],,,['dp'],,['8gb'],['gddr5'],,['8000mhz'],,,
530527,"['1x pcie x16 2x pci e x1 4x', 'usb3 0 6x']",,,,,['sata 6gb s'],,,['6th gen ddr4'],,,,['asus'],,['ddr4'],,['1151'],,,
532370,['corsair neutron series xti'],,['cssd'],,,,,,,,['corsair neutron xti'],,['1'],,,,,,,
533520,,['supremefx'],,,,,,,,,['rog rampage'],,,,['ddr4'],,['usb3'],,['2066'],"['intel x299 s', 'sata3']"
534648,"['cooler made of silverstones argon series 6x', 'pwm connector now']",,['very powerful tower'],,,,,,,,"['argon cpu cooler', 'pwm intel amd am4 ready']",,['silverstone'],,,,,,,
536764,"['air series led high static', 'pc case fans combine', 'air delivery']",,['corsair'],,,,,,,,['air series sp140'],['blue led'],['corsair'],,,,,,,
537566,"['40 pci e lanes', '40 pci e lanes']",,,,,,,,,,,,,,,,,,,['intel core i7']
540039,,,['introducing'],,,['bq series'],,,,,"['modular 80', 'psu']",,,['850w evga'],,,,,,
541618,['gigabit pci adapters deliver'],,"['edimax', 'edimax']",,,,,,['gigabit pci adapters'],,,,,,,['pci network'],,,,
543998,,['case design'],['grandia'],,,,,,,,['gd09b grandia black'],,['silverstone'],,,,,,['usb 3 0'],
544009,['raid controller'],,['pci x8'],,,,,,,,['sst ecs02'],['card'],,,,,,,,['8x sas sata ports']
548798,['usb3 0 6x'],,"['skylake', 'skylake']",,['kabylake ddr4'],,,,['kabylake ddr4'],,,,['gigabyte'],,,,,,,
552594,,,,,,,,,,['intel'],,,['arctic freezer'],,['rpm'],,,,['11i silent cpu cooler with 92'],['intel 115x 2011 2066 cpu']
555102,['usb3 0 6x'],,['skylake'],,,,,,['kabylake ddr4'],,['micro atx'],,['gigabyte'],,['ddr4'],['usb 3'],['1151'],,,
555876,"['dust filter', 'whitedust filter']",,"['flat', 'flat']",,,,,,,,,['ultra'],['silverstone'],,,,,,['ff123w'],
556239,['2 year warranty'],,,['5tb'],,['sata 6gb s'],,,,,['western digital'],,,['5tb'],,['3 5'],,,,
560257,,"['lifetime warranty', 'lifetime warranty']",['2400mhz'],,"['vdimm', 'vdimm']",,"['35v', '20v']",,,,,,,"['32gb', '2x16gb']",,,"['DDR4', 'UDIMM (Unbuffered)', 'Vengeance LPX Black', 'Non-ECC', 'PC4-17000 (2133)']",['Anodised Aluminium Heatspreader'],,
562371,['kc1000 solid state drive'],['7200rpm hard disk drive'],,,,,,,,,,,,['960gb'],,['0 x4'],,,['write'],
563187,['warranty'],['deep black'],,,,,,,['usb 3'],,"['samsung portable ssd t5 external', 'transfer 2x cables']",,,['1tb'],,['usb 3'],,,,
563366,,,,,,,,,,['gtr rs rx480'],"['red led', 'graphics card models']",['hardswap replacement'],['xfx'],,,,,,,
563414,['hard drive'],,,,['7200rpm'],,,,,,['toshiba p300'],,,['2tb'],,,,,,['7200rpm']
566076,"['increasing demand', 'to enable']",['hs case'],,,,,,,,,"['aluminium sff mini itx case 6x', 'bays 2x internal 2 5 drive']",['black'],['silverstone'],,,,,['bays'],,
568699,['supernova power supplies are well'],,,,,,,,,,,,,['650w evga'],,,,,,
569462,['year warranty'],,,,['1500rpm max 71 6cfm max pwm 2'],,,,,,['single pack winglet tips pwm'],,,['140mm'],['nzxt aer rgb premium fan'],,,,,
571851,,,['skylake'],,,,['usb3'],,['6th gen ddr4 2x pcie x16 2x pcie x1 6x'],,['z170m plus'],,['asus'],,,,['1151'],,,['intel z170 s']
572269,['open'],,['bring out'],,,,,,,,['case white snow'],,,,,,,,,
572447,,"['lifetime warranty', 'lifetime warranty']","['3000mhz ram', '3000mhz ram']",,"['vdimm', 'vdimm']","['timings 1 20', 'timings 1 20']","['35v', '35v']",,,,,,,"['16gb', '2x8gb']",,,"['Non-ECC', 'Vengeance LPX White', 'DDR4', 'PC4-24000 (3000)', 'UDIMM (Unbuffered)']",['Anodised Aluminium Heatspreader'],,
574901,"['tlc nand read 560mb s', 'write', '40k iops retail']",,['cssd'],,,,,,,,"['corsair force le200 2', 'write', '40k iops retail']",,,['240gb'],,,,,,
575235,,['lifetime warranty'],['3000mhz ram'],,['vdimm'],['timings 1'],['35v'],,,,,,,"['16gb', '4x4gb']",,,"['UDIMM (Unbuffered)', 'PC3-24000 (3000)', 'DDR4', 'Non-ECC', 'Vengeance LPX Black']",['Anodised Aluminium Heatspreader Heat Spreader'],,
575492,,,,,,,,,,,['kingston ssdnow'],,,['480gb'],,['sata iii'],,,['90k 35k'],
577633,['3 year warranty'],,,['1tb'],,['sata 6gb s'],,,,,"['av surveillance', 'ncq']",,,['1tb'],,,,,,
578745,['upgrade kits'],,['customize'],,,,,,,,['individually sleeved psu dc cable kit type'],,['corsair'],,,,,,,
584908,['real interactive'],['with'],['get'],,,,,,,,['nvidia quadro m4000 maxwell'],,,"['8gb', '192gb']",,,,,,['1664 cores']
587259,,['lifetime warranty'],['3000mhz ram'],,['vdimm'],['timings 1 20'],['35v'],,,,['corsair'],,,['32gb'],,,"['Vengeance LPX White', 'PC4-24000 (3000)', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)']",['Anodised Aluminium Heatspreader'],,
588440,,,['socket'],,,['pci e 3 0 x16 2x pci e x1'],['10x'],,,,,,['msi'],,['ddr4'],,,['atx'],,['intel x99 s']
588988,['continued'],,['fortress'],,,,,,,,"['fortress sst ft05b', 'atx case']",,['silverstone'],,,,,,,
589077,['processors 1280 vr ready'],"['stream', 'physx cuda']",['gv'],,['gddr5'],,['8008mhz'],,,,,,['gigabyte'],,,,,,,['geforce gtx 1060 mini itx oc']
589085,,['stream'],['geforce'],,['gddr5'],,['8008mhz'],['enabled 3'],,['gtx 1060 armor'],"['geforce gtx 1060 armor oc', '1759mhz boost']",,['msi'],,['gddr5'],,,,['1152 core'],
589792,['year warranty'],,['intel'],,['so dimm expandable'],,,,,['xeon d 1527 quad core'],,,,,['ddr4'],,['ecc ram'],,,
591806,"['air series led', 'dual pack']",,['corsair'],,,,,,,,"['corsair quiet led fan', 'dual pack']",['blue'],,['120mm'],,,,,,
591868,"['3 year warranty', '3 year warranty']",,,"['2tb', '2tb']",,"['sata 6gb s', 'sata 6gb s']",,,,,"['av surveillance', 'ncq']",,,['2tb'],,['wd20purz 3 5'],,,['5400rpm'],
592663,['stream processors 640'],,,,"['n1050oc', 'gddr5']",,['7010mhz'],['enabled 3'],,,,,['gigabyte'],,,,,,,['geforce gtx 1050 oc']
593743,"['aluminum housing', 'resistant and shock resistant']",,,,,,,,,,,,,['64gb'],,['usb 3 0 pendrive'],,['aluminium waterproof'],,
595490,,,,,,,,,,['amd socket fm2'],,,['arctic freezer'],,,,,,,['amd socket fm2 fm1 am3']
595946,,,['socket compatibility'],,,,,,,,,,['hydro'],,,,,,,
597068,,,['strider'],,,,,,,,['psu'],,,,,,,,,
598255,['cs modular series deliver 80'],,['corsair'],,,,,,,,,,['corsair'],,,,,,,
599464,,"['timings', 'lifetime warranty']",,['2666mhz ram'],['vdimm'],,['20v'],,,,,['dominator'],,"['32gb', '2x16gb']",['platinum pc4 21300 2666'],,,,,
600165,,,['socket compatibility'],,,,,,,,['nitrogon low'],,['silverstone'],,,,,,,
602714,,,['cssd'],,,,,,,,['corsair'],,['240'],,,['0 x4'],,,,
604633,['individually sleeved strands'],['long'],,['55 cm'],,,,,,['black'],['individually sleeved modular cable'],,['silverstone'],,,,['550mm'],,['pp06b pcie55 pci e'],
604800,,,['graphite'],,,,,,,,['compact mid tower led windowed gaming case'],,['corsair'],,,['orange led'],,,['graphite series 230t'],
605078,['created an excellent extension card product the ec04 p which'],,['silverstone'],,,['usb 3 0 ports'],,,['ec04 p pci express card'],,['ec04 p pci express card'],,['silverstone'],,,['usb 3 0 ports'],,,,
609634,['corsair'],,,['60gb'],,,,,,,"['corsair force', 'phison controller toggle nand read 560mb s']",,,,,,,,,
610055,,,['dual'],,['ddr3 1866 support 65w tdp 3 year warranty'],,,,,,,,['amd'],,,,['756mhz'],,,
614165,,['lifetime warranty'],,['2666mhz ram'],['sodimm'],,,,,,,['vengeance'],,['64gb'],['ddr4 so dimm'],,,,['performance pc4 21300 2666'],
616182,"['surveillance drive', '3 year warranty']",,['part of'],['2tb'],,"['capacity 3 5 inch', 'sata 6gb s']",,,,,"['sata iii', 'year workload rate']",['skyhawk hard drive'],,"['2tb', '180tb']",,['seagate'],['7200rpm'],,,
616309,['intel'],,['socket compatibility'],,,,,,,,"['argon cpu cooler for', 'hdc technology']",,['silverstone'],,,,,,,['intel lga1150 1151']
618022,,['lifetime warranty'],['1600mhz ram'],,,,,,,,"['corsair', 'jet black pc3 12800 1600']",['vengeance'],,['8gb'],,,"['UDIMM (Unbuffered)', 'PC3-12800 (1600)', 'DDR3', 'Non-ECC', 'Vengeance Jet Black']",['Heat Sink Heat Spreader'],,
619414,,,,['120mm'],,,,,,,,,,['120mm'],,,,,,
619504,,,['ek fb'],,,,,,['x299 e rgb'],,,,['ek fb asus strix'],,,,,,['x299 e rgb'],
622722,['stream processors 640'],,['zt'],,['gddr5'],,"['p10500a 10l', '7010mhz']",['enabled 5'],,,,['card'],['zotac'],,,,,['gddr5 graphics'],,['geforce gtx 1050 mini 2gb']
624365,,['maple canyon'],['intel s'],,,,['35v'],,,['intel'],,,['intel'],,['ddr3l so dimm'],,,,,['core i5 5300u dual core']
626791,"['air series led', 'pc case fans combine', 'air delivery']",,['corsair'],,,,,,,,['corsair air series'],,,['120mm'],,,,,,
627042,['data transfer'],,,,,['usb 3 0'],,,,,,,,,,"['pci express', 'usb 3 0 card']",,,,
627251,,,['small'],,,['usb 3 0 port'],,,,,['corsair'],,,['128gb'],,"['mini pendrive', 'usb 3 0 with durable']",,['compact design'],,
629768,,,['socket compatibility'],,,,,,,,['sst'],,['silverstone'],,,,,,,
630453,,,['socket compatibility'],,,,,,,,,,,,,,,,,['intel amd and am4']
635687,"['p57w v6 cf1', 'Intel Core i7']",,['gigabyte'],,,"['fhd ips 1920x1080 i7 6700hq nvidia gtx 1060', '7200rpm', 'windows 10']",,"['gddr5', 'warranty']",,,['p57w v6 cf1'],,,['17 3'],,,,,,['fhd ips core i7 6700hq']
636361,['1x pcie x1 4x'],,,,"['support 4x', 'ddr4 dimm 2x pcie x16']",['sata 6gb s'],,,,,,,['asrock'],,,,,,,
636533,,,['in win'],,,['red and'],,,,,"['aluminium mid tower', 'computer chassis silver']",,,,,['usb 3 0'],,['support'],,
640142,['years warranty'],,,['08g p4'],,,['8192mb 10010mhz'],,,,,,,,,,,,,
642251,"['intel 600p', '112k iops']",,['ssdpekkw256g7x1'],,,,,,['71k'],,"['intel 600p', '112k iops']",,,['256gb'],,,,,,
645130,,,['750 evo'],,,,,,,,['samsung'],,,['250gb'],['mgx'],,['256mb'],,['750 evo'],
645860,"['processors 2304 crossfire ready', 'years warranty']",['stream'],,,['gddr5'],,['8000mhz'],,,,"['gtr xxx led with', 'hardswap fans', '2304 streams']",['gpu'],,['8gb'],['gddr5 1288mhz'],,"['rx480', '0 8000mhz']",,,
646576,['ga x99 designare'],,['intel'],,,"['socket', 'haswell e and broadwell e cpu and']",,,,,,,,,,,,,,
648512,"['navigation quickly', 'domain join backup']",,['improved'],,,,,,,,,,['microsoft'],,,,,,['windows 7 pro'],
649547,"['video transcoding', 'through plex 3 year warranty']",,,,,,,,,,,,['2 bay'],['4tb'],,"['cloud pro', 'pr2100 desktop']",,,,
650163,['80k iops'],,['write'],,,,,,,,['write'],,,['1tb'],,['mm read 545mb s'],,,,['80k iops 400 tbw']
652760,['year warranty'],,,,['1500rpm max 71 6cfm max pwm 2'],,,,['2 x 140mm fan rgb'],,"['nzxt aer rgb premium fan', 'x2']",,,['140mm'],,,,,,
654036,['upon the legacy'],,['builds'],,,,,,,,['o psu'],,,,,,,,,
654660,['some of noctua s'],['quality quiet cooli'],['redux product line reissues'],,,,,,,,,,,,,,,,,
654995,['all rubber housing is'],,['corsair'],,,,,,['proprietary'],,['corsair voyager v2 pendrive usb 3 0 read 190mb s'],,,['128gb'],,,,,['write 60mb s'],
656595,['open'],,['take'],,,,,['thermaltake'],,['core p5'],"['mid tower case tempered glass', 'modular design']",,['thermaltake'],,,['mountable dismantlable'],,,,
656902,['processors 1280 vr ready'],"['stream', 'physx cuda']",,['06g p4'],['gddr5'],,['8008mhz'],,,,,,['evga'],,,,,,,['geforce gtx']
662471,,['home theater personal computer designs'],['grandia'],,,,,,,,['black w o psu'],,,,,,,,,
662806,,,,,['ddr4'],,,,,,['1950x s'],['0ghz'],['amd ryzen threadripper'],,,,,,,
664296,['5 year warranty backwards compatible'],,,['4tb'],,['sata 6gb s'],,,,,,,,['4tb'],,['wd4003fzex'],['7200rpm'],,,
665409,,,['quad core technology'],,['ddr3 ddr4 controller integrated iris dx12 graphics 3'],,,,,,,,,,,,,,,['intel core i5 6500 s 1151 skylake quad core']
666533,['usb3 0 6x'],,['skylake'],,['kabylake ddr4'],,,,,,['micro atx'],,['gigabyte'],,,,['1151'],,,
667772,,,['450'],,,,,,,,"['kingston ssd now v300 2 5 slim', 'write 450mb s', 'iops']",,,['120gb'],,,,,,
668146,"['fast powerline', 'fast powerline']",,"['ultra', 'ultra']",,,"['data transfer', 'data transfer']",,"['ultra hd', 'ultra hd']",,,,,['tp link'],,,,,,,
669541,"['core', 'years warranty']",,,,,,['8192mb 10000mhz'],,,,"['geforce gtx 1080 founders', '1733mhz boost']",,,,,,['2560 core 1607mhz gpu'],,,
670090,,,['nvidia'],,,,,,,,,['pny'],,['24gb'],,,,['dual slot'],['nvidia quadro'],
673692,,,['adapter cable'],,,,,,,,"['adapter cable', 'protective sleeve']",,['icy box'],,,,,['ssds upto'],['usb 3 0 type c'],
676223,"['powerful quad core cpu', 'powerful quad core cpu']","['hardware', 'hardware']",,,,,,,"['up to nine drives', 'up to nine drives']",,,,,,,,,,,
676473,,,['p57x gaming laptop'],['256gb'],,"['fhd ips 1920x1080 i7 6700hq nvidia gtx 1070 8gb gddr5', '7200rpm', 'windows 10']",,['warranty'],,,['gigabyte p57x v6'],,,['17 3'],,,,,,
677789,['throughput and'],,['rs3614xs'],,,,,,,,['rs3614xs'],"['2u rackmount', 'scale']",['synology'],,,,,,,
678437,,,['socket'],,,,,,,,,,['intel'],,,,,,,['xeon e5 2695']
680688,,,"['wide', 'the']",,,,,,,,['corsair air series'],,,,,['pwm quiet'],,,,
681461,['processors 2304 directx'],"['stream', 'amd crossfire']",['axrx'],,['gddr5'],,['8000mhz'],['years warranty'],,,['powercolor radeon'],['v2'],,"['8gb', '14nm']",['gddr5'],['polaris 2304 streams'],,,,
682719,['vdimm lifetime warranty'],,['2666mhz'],,,,,,,,,,,"['16gb', '2x8gb']",,,"['Non-ECC', 'Vengeance LPX Black', 'DDR4', 'UDIMM (Unbuffered)', 'PC4-21300 (2666)']",['Anodised Aluminium Heatspreader'],,
684057,['encryption and a durable rubber housing'],['hardware'],,,,,,,,,['corsair'],,,,,['usb 2'],,['aes encryption'],,
686206,['midi tower'],,['snow'],,,,,,,,['mid tower case'],,,,,['usb 3 0'],,,,
690297,['warranty'],,,['5tb'],,,,,['sata 6gb s'],,,['wd50efrx'],,['5tb'],,,,,,
692966,['corsair'],,['1600mhz ram'],,,,,,,,,,,['8gb'],,,"['DDR3', 'UDIMM (Unbuffered)', 'Non-ECC', 'Vengeance Pro Series Silver', 'PC3-12800 (1600)']",['Heat Sink Heat Spreader'],,
696535,"['rmx series power supplies give you', 'control quiet']",,['corsair'],,,,,,,,"['modular 80', 'psu']",,,,,,,,['rm650x'],
699163,"['datatraveler generation', 'datatraveler generation']",,"['kingston s', 'kingston s']",,,,,,,,"['istorage diskashur', 'desktop hard drive']",,,['4tb'],,,,['Black'],,
705249,,,['4133mhz'],,,,,['vdimm lifetime'],,,,['dominator'],,['8gb'],['platinum pc4 33000'],,,,,
707112,['years warranty'],,,,,,,,,,,,['gigabyte'],,,,,,,['geforce gtx 1080']
708599,,,['skylake'],,,['sata 6gb s'],['4000 mhz'],,['kabylake ddr4'],,,,['gigabyte'],,['ddr4'],['mini itx'],,,['1151'],
712109,['compatible'],,['sata 6gbps'],,,['sas'],,,['fits 2 5 inch'],,['fdd bay'],,['icy dock tougharmor'],,,,,,,
712718,,,['milo'],,,,,,,,"['milo computer chassis mini itx', 'black']",,['silverstone'],,,,,,,
713825,['more videos more pictures more games'],,['microsdhc'],,,,,,,,['kingston microsdhc memory card'],,,['32gb'],,['uhs i'],,,,
714828,['continued'],,['fortress'],,,,,,,,"['sst ft05b w', 'matx mid tower']",,['silverstone'],,,['window usb 3 0 2x air penetrator fans'],,,,
719572,['computer water'],,['ek coolstream'],,,,,,['radiator'],,['triple water cooling radiator'],,,['360mm'],['360'],,,,,
720182,['processors 1920 sli ready'],['stream'],,,['gddr5'],['vr ready physx cuda'],['8000mhz'],,,,,,['palit'],,,,['1506mhz gpu'],,,['geforce gtx 1070 dual']
720704,"['pack core', 'hbm2 stream processors 4096', 'hbm2 stream processors 4096']",,"['21275 02', '21275 02']",,,,"['8192mb', '945mhz', '8192mb', '945mhz']",,,,,,['standalone'],['8gb'],,,,,,"['radeon rx vega', 'radeon rx vega']"
724097,,,['icy dock'],,,,,,,,,,['icy dock'],,,['\xa0'],,['Black'],,
724631,"['intel 900p pcie 3 0 x4', 'iops 5yr warranty']",,,['480gb'],,,,,,,['intel optane 900p'],,,['480gb'],,,,,,
724832,,,,,['ddr3 controller integrated hd graphics unlocked 3'],,,,,['dual core technology'],,,,,,,,,,['intel pentium k']
727327,,,['4133mhz'],,,,['40v'],['vdimm lifetime'],,,['lpx red pc4 33000'],,,"['32gb', '4x8gb']",,,"['UDIMM (Unbuffered)', 'DDR4', 'Vengeance LPX Red', 'PC4-33000 (4133)', 'Non-ECC']",['Anodised Aluminium Heatspreader Vengeance Airflow Fan'],,
727862,,,,['support for'],,"['sata ports', 'realtek alc1220 audio']",,,,,,,['asrock'],,['ddr4'],['thunderbolt 3'],['1151'],,,
738008,,,['ct750mx300ssd1 read speed'],,,,['530mb'],,,,['sata iii'],,,['750gb'],,,,,,
740769,['cooler water'],['control'],,,,,,['year warranty'],,,"['control 2x140', 'am4 bracket']",,['nzxt kraken'],,,,,,,
740812,,,['microduo'],,,['micro usb connection'],,,,,['kingston datatraveler'],,,['16gb'],,,,,,
743475,,,,,,,,,,['amd firepro'],,,,['4gb'],['128bit gddr5'],,,,,
745202,,,,,,,,,,,,,['silverstone'],,,"['primera', 'usb3 0 red led fans']",,,,
749445,,,['socket'],,,,['8ghz'],,,,,,['intel'],,,,,,,
749820,"['engineered', 'steel case design']",,['we ve'],,,,,,,,"['carbide quiet mid tower computer chassis', 'matx mitx full steel front and', 'panel 2x usb', 'compact computer chassis fan controller 2x fans included matx', 'black']",,"['corsair', 'corsair']",,,,,,['carbide quiet 400q v2'],
750565,,['stream'],,,['gddr5'],,['8008mhz'],['enabled 3'],,,,,['msi'],,,,['1152 core 1594mhz'],,,['geforce gtx']
751016,['stream processors'],,['rx 460p2sfg5 core'],,['gddr5'],,['7000mhz'],,,,['xfx'],,,"['2gb', '14nm']",,['polaris pcie 3 0'],['gddr5'],,,
754356,,,,,['a'],,,,,,,,,,,,,['Black'],,
754769,['corsair'],,['cssd f60gblsb'],['120gb'],,,,,,,['corsair'],,,['120gb'],,,,,['write 450mb s'],
755196,"['highest level of silent computing', 'fan vent covers and finely tuned dynamic series fans']",,['define'],,,,,,,,['matx mini itx computer chassis'],,,,,['window usb 3 0'],,,,
760995,['processors 2048 directx'],"['stream', 'amd crossfire']",,,['gddr5'],,['7000mhz'],['years warranty'],,,,['2xdp'],,['4gb'],['7000mhz gddr5'],,,,,
761332,['pciex16 2x pciex1 2x m 2 2x u 2 2x sata express'],,['skylake'],,,"['8x', 'bt thunderbolt']",,,['kabylake ddr4'],,['u'],['satae'],['gigabyte'],,['ddr4'],['usb 3'],['1151'],['1c atx'],,
762984,['nzxt s'],,,,,,,,,,"['black mid tower', 'computer chassis tempered glass', 'matx 4x fans']",,['white'],,,,,,,
765370,,,"['easy', 'easy']",,,,,,,,,,,['16gb'],,['micro usb 2 0 for'],,['android smartphones'],,
766982,['pc case'],,,,['green led 1500rpm'],,,,,,"['thermaltake riing', 'pressure led radiator']",,,['120mm'],,,,,,
767403,,,"['wide', 'wide']",,,,,,,,['corsair air series'],,,,,,,,,
767981,,['lifetime warranty'],['2400mhz ram'],,['vdimm'],,['20v'],,,,,,,['32gb'],['black pc4 19200'],,"['DDR4', 'UDIMM (Unbuffered)', 'Vengeance LPX Black', 'Non-ECC', 'PC4-19200 (2400)']",['Anodised Aluminium Heatspreader'],,
771010,['cowos hbm2 with'],,,['12gb'],,['protection 3548 cuda cores'],,,,,['nvidia tesla p100'],['pny'],,['12gb'],,,['3584 cores 9'],,,
772796,,,['two'],,,,,,,,,,['siig'],,,,,,,
773101,,,['graphite series 230'],,,,,,,,['compact mid tower solid side led gaming case'],,['corsair'],,,,,,['graphite series 230t'],
774259,,['stream'],['physx cuda'],,['gddr5'],,['7010mhz'],,,,,,,['4gb evga'],['gddr5 gpu'],,,,,
776073,,,,,,"['usb connector', 'usb connector']",,"['protection', 'protection']",,,['upto 90mbs'],,,['32gb'],,,,,,
778637,,['stream'],,,['gddr5'],,['7010mhz'],['physx cuda'],,,,,,['2gb evga'],,,,,,
779502,,['lifetime warranty'],['2400mhz'],,['vdimm'],,"['ram', '20v']",,,,['corsair'],,,['16gb'],,,"['Non-ECC', 'Vengeance LPX Black', 'DDR4', 'UDIMM (Unbuffered)', 'PC4-19200 (2400)']",['Anodised Aluminium Heatspreader'],,
