id,hotel_name,address_street,address_locality,phone_number,stars,price_range_in_euro,number_rooms,room_types,hotel_style,rating,count_reviews,user_rating,ta_certificate_of_excellence,ta_travelers_choice,suites,family_rooms,accessible_rooms,non_smoking_rooms,kitchenette,hotel_style_business,hotel_style_luxury,hotel_style_romantic,hotel_style_family,hotel_style_spa,hotel_style_onsen,price_range_lower,price_range_upper,hotel_name-href,all_hotel_details_link-href
4727,Guest House Fortuna,Via Ancona 20,00198 Rome,,0.0,62 - 124,3.0,Family ,nan,,7482.0,,False,False,False,True,False,False,False,False,False,False,False,False,False,62.0,124.0,https://www.tripadvisor.com/Hotel_Review-g187791-d10150224-Reviews-Guest_House_Fortuna-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d10150224-Reviews-Guest_House_Fortuna-Rome_Lazio.html#ABOUT_TAB
4728,CharmSuite Michelangelo,Via della Stazione Vaticana 9,00165 Rome,,0.0,96 - 161,2.0,"Kitchenette, Family ",nan,"#2,082 of 3,898 B&Bs / Inns in Rome",15.0,4.0,False,False,False,True,False,False,True,False,False,False,False,False,False,96.0,161.0,https://www.tripadvisor.com/Hotel_Review-g187791-d5064554-Reviews-CharmSuite_Michelangelo-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d5064554-Reviews-CharmSuite_Michelangelo-Rome_Lazio.html#ABOUT_TAB
4729,Almacromondo B&B,Via Messina 31,00198 Rome,,3.0,53 - 166,3.0,"Kitchenette, Family ",nan,"#546 of 3,898 B&Bs / Inns in Rome",131.0,4.5,True,False,False,True,False,False,True,False,False,False,False,False,False,53.0,166.0,https://www.tripadvisor.com/Hotel_Review-g187791-d1182489-Reviews-Almacromondo_B_B-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d1182489-Reviews-Almacromondo_B_B-Rome_Lazio.html#ABOUT_TAB
4730,Augusta Lucilla Palace,Via Massimo d'Azeglio 24,00184 Rome,,4.0,86 - 740,98.0,"Suites, Non-Smoking","Luxury, Romantic","#254 of 1,272 Hotels in Rome",1895.0,4.0,True,False,True,False,False,True,False,False,True,True,False,False,False,86.0,740.0,https://www.tripadvisor.com/Hotel_Review-g187791-d1060784-Reviews-Augusta_Lucilla_Palace-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d1060784-Reviews-Augusta_Lucilla_Palace-Rome_Lazio.html#ABOUT_TAB
4731,Garbatella Lounge,Via Francesco Passino 9,00154 Rome,,0.0,,,nan,nan,"#3,298 of 3,898 B&Bs / Inns in Rome",1.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d7027515-Reviews-Garbatella_Lounge-Rome_Lazio.html,
4732,Placidi Giorni B&B,Via Castelfidardo,00000 Rome,,0.0,63 - 71,8.0,nan,nan,"#1,255 of 3,898 B&Bs / Inns in Rome",41.0,4.5,False,False,False,False,False,False,False,False,False,False,False,False,False,63.0,71.0,https://www.tripadvisor.com/Hotel_Review-g187791-d1509410-Reviews-Placidi_Giorni_B_B-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d1509410-Reviews-Placidi_Giorni_B_B-Rome_Lazio.html#ABOUT_TAB
4733,Pegaso B&B,Via Crescenzio 74,00193 Rome,,0.0,73 - 103,2.0,Non-Smoking,nan,"#1,606 of 3,898 B&Bs / Inns in Rome",20.0,4.5,False,False,False,False,False,True,False,False,False,False,False,False,False,73.0,103.0,https://www.tripadvisor.com/Hotel_Review-g187791-d4997517-Reviews-Pegaso_B_B-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d4997517-Reviews-Pegaso_B_B-Rome_Lazio.html#ABOUT_TAB
4734,74 Crescenzio House,Via Crescenzio 74,00193 Rome,,0.0,63 - 96,4.0,"Suites, Family ",nan,"#260 of 1,251 Specialty Lodging in Rome",35.0,4.0,False,False,True,True,False,False,False,False,False,False,False,False,False,63.0,96.0,https://www.tripadvisor.com/Hotel_Review-g187791-d6433859-Reviews-74_Crescenzio_House-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d6433859-Reviews-74_Crescenzio_House-Rome_Lazio.html#ABOUT_TAB
4735,Triumphal Rooms,Circonvallazione Trionfale 36,00195 Rome,,0.0,50 - 90,4.0,Non-Smoking,nan,"#3,366 of 3,898 B&Bs / Inns in Rome",18.0,3.0,False,False,False,False,False,True,False,False,False,False,False,False,False,50.0,90.0,https://www.tripadvisor.com/Hotel_Review-g187791-d3735772-Reviews-Triumphal_Rooms-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d3735772-Reviews-Triumphal_Rooms-Rome_Lazio.html#ABOUT_TAB
4736,Indipendenza House,Via Castelfidardo 55,00185 Rome,,0.0,148 - 261,,nan,nan,"#3,008 of 3,898 B&Bs / Inns in Rome",1.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,148.0,261.0,https://www.tripadvisor.com/Hotel_Review-g187791-d12221469-Reviews-Indipendenza_House-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d12221469-Reviews-Indipendenza_House-Rome_Lazio.html#ABOUT_TAB
4737,Lighthouse Suites,Piazza Ippolito Nievo 5,00153 Rome,,0.0,,,nan,nan,"#1,757 of 3,898 B&Bs / Inns in Rome",8.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d15085659-Reviews-Lighthouse_Suites-Rome_Lazio.html,
4738,I Petali Guest House,Via Montepulciano 24,00182 Rome,,0.0,47 - 65,4.0,"Suites, Kitchenette, Non-Smoking, Family ",nan,"#2,649 of 3,898 B&Bs / Inns in Rome",4.0,4.0,False,False,True,True,False,True,True,False,False,False,False,False,False,47.0,65.0,https://www.tripadvisor.com/Hotel_Review-g187791-d12071819-Reviews-I_Petali_Guest_House-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d12071819-Reviews-I_Petali_Guest_House-Rome_Lazio.html#ABOUT_TAB
4739,B&B Bonny,"Via Principe Amedeo,149",00000 Rome,,0.0,,4.0,Non-Smoking,nan,"#2,955 of 3,898 B&Bs / Inns in Rome",2.0,4.0,False,False,False,False,False,True,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d4556979-Reviews-B_B_Bonny-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d4556979-Reviews-B_B_Bonny-Rome_Lazio.html#ABOUT_TAB
4740,B&B Latte & Biscotti,Viale Giulio Cesare 207,00192 Rome,,0.0,83 - 185,3.0,"Suites, Non-Smoking, Family ",nan,"#1,633 of 3,898 B&Bs / Inns in Rome",17.0,4.5,False,False,True,True,False,True,False,False,False,False,False,False,False,83.0,185.0,https://www.tripadvisor.com/Hotel_Review-g187791-d12100228-Reviews-B_B_Latte_Biscotti-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d12100228-Reviews-B_B_Latte_Biscotti-Rome_Lazio.html#ABOUT_TAB
4741,Casaletto Eco House,Via del Casaletto 671,00151 Rome,,0.0,,2.0,nan,nan,"#831 of 1,251 Specialty Lodging in Rome",1.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d8310196-Reviews-Casaletto_Eco_House-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d8310196-Reviews-Casaletto_Eco_House-Rome_Lazio.html#ABOUT_TAB
4742,Mikale Rooms,Via Buccari 3,00195 Rome,,0.0,54 - 112,5.0,Non-Smoking,nan,"#505 of 3,898 B&Bs / Inns in Rome",113.0,4.5,False,False,False,False,False,True,False,False,False,False,False,False,False,54.0,112.0,https://www.tripadvisor.com/Hotel_Review-g187791-d7710222-Reviews-Mikale_Rooms-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d7710222-Reviews-Mikale_Rooms-Rome_Lazio.html#ABOUT_TAB
4743,Le Charme House 2,Via Principe Amedeo 331,00185 Rome,,0.0,44 - 87,4.0,nan,nan,"#3,473 of 3,898 B&Bs / Inns in Rome",16.0,2.5,False,False,False,False,False,False,False,False,False,False,False,False,False,44.0,87.0,https://www.tripadvisor.com/Hotel_Review-g187791-d8840963-Reviews-Le_Charme_House_2-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d8840963-Reviews-Le_Charme_House_2-Rome_Lazio.html#ABOUT_TAB
4744,Il Corso Bed and Breakfast,Via della Fontanella 4,00187 Rome,,2.0,73 - 158,5.0,Non-Smoking,nan,"#286 of 3,898 B&Bs / Inns in Rome",281.0,4.5,False,False,False,False,False,True,False,False,False,False,False,False,False,73.0,158.0,https://www.tripadvisor.com/Hotel_Review-g187791-d2234571-Reviews-Il_Corso_Bed_and_Breakfast-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d2234571-Reviews-Il_Corso_Bed_and_Breakfast-Rome_Lazio.html#ABOUT_TAB
4745,Ostello Garibaldi,Via Ardeatina 524,00178 Rome,,0.0,,,nan,nan,"#799 of 1,251 Specialty Lodging in Rome",1.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d6882455-Reviews-Ostello_Garibaldi-Rome_Lazio.html,
4746,Albergo Ottocento,Via Dei Cappuccini 19,00187 Rome,,4.0,93 - 607,23.0,"Non-Smoking, Suites ","Luxury, Family, Romantic","#283 of 1,272 Hotels in Rome",687.0,4.0,True,False,True,False,False,True,False,False,True,True,True,False,False,93.0,607.0,https://www.tripadvisor.com/Hotel_Review-g187791-d275766-Reviews-Albergo_Ottocento-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d275766-Reviews-Albergo_Ottocento-Rome_Lazio.html#ABOUT_TAB
4747,Cesar Vatican Rooms,Viale Giulio Cesare 128,00192 Rome,,3.0,55 - 215,8.0,"Non-Smoking, Family ",nan,"#450 of 3,898 B&Bs / Inns in Rome",106.0,4.5,False,False,False,True,False,True,False,False,False,False,False,False,False,55.0,215.0,https://www.tripadvisor.com/Hotel_Review-g187791-d3871052-Reviews-Cesar_Vatican_Rooms-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d3871052-Reviews-Cesar_Vatican_Rooms-Rome_Lazio.html#ABOUT_TAB
4748,Jacuzzi Rooms,Viale Giulio Cesare 183,00192 Rome,,0.0,63 - 181,4.0,"Non-Smoking, Smoking ",nan,"#281 of 3,898 B&Bs / Inns in Rome",71.0,5.0,True,False,False,False,False,True,False,False,False,False,False,False,False,63.0,181.0,https://www.tripadvisor.com/Hotel_Review-g187791-d6613653-Reviews-Jacuzzi_Rooms-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d6613653-Reviews-Jacuzzi_Rooms-Rome_Lazio.html#ABOUT_TAB
4749,Casa Banzo,Piazza del Monte di Pieta' 30,00186 Rome,,0.0,120 - 250,7.0,"Suites, Kitchenette, Non-Smoking, Family ",nan,"#120 of 1,251 Specialty Lodging in Rome",132.0,4.0,False,False,True,True,False,True,True,False,False,False,False,False,False,120.0,250.0,https://www.tripadvisor.com/Hotel_Review-g187791-d318146-Reviews-Casa_Banzo-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d318146-Reviews-Casa_Banzo-Rome_Lazio.html#ABOUT_TAB
4750,Trastevere Sweet House,Viale di trastevere 166 scala A int. 7,00153 Rome,,0.0,63 - 159,,nan,nan,"#2,404 of 3,898 B&Bs / Inns in Rome",3.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,63.0,159.0,https://www.tripadvisor.com/Hotel_Review-g187791-d13122117-Reviews-Trastevere_Sweet_House-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d13122117-Reviews-Trastevere_Sweet_House-Rome_Lazio.html#ABOUT_TAB
4751,Hotel Locarno,Via della Penna 22,00186 Rome,,5.0,151 - 863,44.0,"Suites, Non-Smoking, Family ",Luxury,"#535 of 1,272 Hotels in Rome",807.0,3.5,False,False,True,True,False,True,False,False,True,False,False,False,False,151.0,863.0,https://www.tripadvisor.com/Hotel_Review-g187791-d198734-Reviews-Hotel_Locarno-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d198734-Reviews-Hotel_Locarno-Rome_Lazio.html#ABOUT_TAB
4752,Marco e Laura Bed & Breakfast,Via Aurelia 232,00165 Rome,,2.0,46 - 129,3.0,"Non-Smoking, Family ",nan,"#2,512 of 3,898 B&Bs / Inns in Rome",187.0,3.5,False,False,False,True,False,True,False,False,False,False,False,False,False,46.0,129.0,https://www.tripadvisor.com/Hotel_Review-g187791-d1061240-Reviews-Marco_e_Laura_Bed_Breakfast-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d1061240-Reviews-Marco_e_Laura_Bed_Breakfast-Rome_Lazio.html#ABOUT_TAB
4753,Bed in Trastevere 5,Via di San Francesco a Ripa 8,00153 Rome,,0.0,,,nan,nan,,7481.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d1198071-Reviews-Bed_in_Trastevere_5-Rome_Lazio.html,
4754,Domizia Sancti Angeli,Piazza di Ponte Sant'Angelo 32,00186 Rome,,3.0,85 - 169,5.0,"Suites, Non-Smoking",nan,"#2,280 of 3,898 B&Bs / Inns in Rome",52.0,3.5,False,False,True,False,False,True,False,False,False,False,False,False,False,85.0,169.0,https://www.tripadvisor.com/Hotel_Review-g187791-d2026150-Reviews-Domizia_Sancti_Angeli-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d2026150-Reviews-Domizia_Sancti_Angeli-Rome_Lazio.html#ABOUT_TAB
4755,111 B&B Guest House,Via Cola di Rienzo 111,00192 Rome,,3.0,73 - 288,4.0,"Suites, Non-Smoking, Family ",nan,"#854 of 3,898 B&Bs / Inns in Rome",84.0,4.5,False,False,True,True,False,True,False,False,False,False,False,False,False,73.0,288.0,https://www.tripadvisor.com/Hotel_Review-g187791-d641086-Reviews-111_B_B_Guest_House-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d641086-Reviews-111_B_B_Guest_House-Rome_Lazio.html#ABOUT_TAB
4756,My Trevi,Via della Panetteria 10,00187 Rome,,0.0,82 - 216,6.0,"Suites, Non-Smoking, Family ",nan,"#917 of 3,898 B&Bs / Inns in Rome",40.0,4.5,True,False,True,True,False,True,False,False,False,False,False,False,False,82.0,216.0,https://www.tripadvisor.com/Hotel_Review-g187791-d10520564-Reviews-My_Trevi-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d10520564-Reviews-My_Trevi-Rome_Lazio.html#ABOUT_TAB
4757,La Casa Verde Arancio B&B,Via Mario Ridolfi 36,00163 Rome,,0.0,61 - 102,2.0,Non-Smoking,nan,"#234 of 1,251 Specialty Lodging in Rome",26.0,4.5,False,False,False,False,False,True,False,False,False,False,False,False,False,61.0,102.0,https://www.tripadvisor.com/Hotel_Review-g187791-d3618749-Reviews-La_Casa_Verde_Arancio_B_B-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d3618749-Reviews-La_Casa_Verde_Arancio_B_B-Rome_Lazio.html#ABOUT_TAB
4758,Incanto Romano Bed & Breakfast,Via Carlo Cattaneo 10,00185 Rome,,3.0,52 - 101,4.0,"Kitchenette, Non-Smoking",nan,"#1,401 of 3,898 B&Bs / Inns in Rome",75.0,4.5,False,False,False,False,False,True,True,False,False,False,False,False,False,52.0,101.0,https://www.tripadvisor.com/Hotel_Review-g187791-d563791-Reviews-Incanto_Romano_Bed_Breakfast-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d563791-Reviews-Incanto_Romano_Bed_Breakfast-Rome_Lazio.html#ABOUT_TAB
4759,San Carlo Suite,Via del Corso 112,00186 Rome,,4.0,152 - 314,8.0,"Suites, Non-Smoking",nan,"#91 of 1,251 Specialty Lodging in Rome",194.0,4.0,True,False,True,False,False,True,False,False,False,False,False,False,False,152.0,314.0,https://www.tripadvisor.com/Hotel_Review-g187791-d2554308-Reviews-San_Carlo_Suite-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d2554308-Reviews-San_Carlo_Suite-Rome_Lazio.html#ABOUT_TAB
4760,In Front Of The Dome,Via Cardinal Agliardi 16,00165 Rome,,0.0,66 - 100,4.0,"Kitchenette, Non-Smoking, Family ",nan,"#1,073 of 3,898 B&Bs / Inns in Rome",37.0,4.5,False,False,False,True,False,True,True,False,False,False,False,False,False,66.0,100.0,https://www.tripadvisor.com/Hotel_Review-g187791-d6603253-Reviews-In_Front_Of_The_Dome-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d6603253-Reviews-In_Front_Of_The_Dome-Rome_Lazio.html#ABOUT_TAB
4761,Rome Accommodation B&B,Via Carlo Cattaneo 22,00185 Rome,,2.0,45 - 130,4.0,Non-Smoking,nan,"#3,419 of 3,898 B&Bs / Inns in Rome",178.0,4.0,False,False,False,False,False,True,False,False,False,False,False,False,False,45.0,130.0,https://www.tripadvisor.com/Hotel_Review-g187791-d678309-Reviews-Rome_Accommodation_B_B-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d678309-Reviews-Rome_Accommodation_B_B-Rome_Lazio.html#ABOUT_TAB
4762,Piccolo Borgo,Via delle Capannelle 134,00178 Rome,,3.0,58 - 177,3.0,"Suites, Non-Smoking, Family ","Spa, Best Value, Family, Romantic","#352 of 1,272 Hotels in Rome",874.0,4.0,True,False,True,True,False,True,False,False,False,True,True,True,False,58.0,177.0,https://www.tripadvisor.com/Hotel_Review-g187791-d529329-Reviews-Piccolo_Borgo-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d529329-Reviews-Piccolo_Borgo-Rome_Lazio.html#ABOUT_TAB
4763,Le Quattro Dame,Corso Vittorio Emanuele II 21,00186 Rome,00 39 06 9480 6369,0.0,175 - 303,6.0,"Suites, Non-Smoking, Kitchenette, Family ",nan,"#115 of 1,251 Specialty Lodging in Rome",39.0,4.5,False,False,True,True,False,True,True,False,False,False,False,False,False,175.0,303.0,https://www.tripadvisor.com/Hotel_Review-g187791-d10002815-Reviews-Le_Quattro_Dame-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d10002815-Reviews-Le_Quattro_Dame-Rome_Lazio.html#ABOUT_TAB
4764,Colonna Suite Del Corso,Via della Colonna Antonina 41,00186 Rome,,0.0,134 - 316,,"Non-Smoking, Family ",nan,"#40 of 1,251 Specialty Lodging in Rome",121.0,4.5,True,False,False,True,False,True,False,False,False,False,False,False,False,134.0,316.0,https://www.tripadvisor.com/Hotel_Review-g187791-d10805552-Reviews-Colonna_Suite_Del_Corso-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d10805552-Reviews-Colonna_Suite_Del_Corso-Rome_Lazio.html#ABOUT_TAB
4765,B&B La Coorte,Via Gabi 17,00183 Rome,,0.0,37 - 55,3.0,"Non-Smoking, Family ",nan,"#1,828 of 3,898 B&Bs / Inns in Rome",42.0,4.0,False,False,False,True,False,True,False,False,False,False,False,False,False,37.0,55.0,https://www.tripadvisor.com/Hotel_Review-g187791-d7340890-Reviews-B_B_La_Coorte-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d7340890-Reviews-B_B_La_Coorte-Rome_Lazio.html#ABOUT_TAB
4766,Relais Orso,"Via Dell'Orso, 88",00186 Rome,,4.0,115 - 321,23.0,"Non-Smoking, Suites ","Business, Luxury, Romantic","#244 of 1,272 Hotels in Rome",447.0,4.0,True,False,True,False,False,True,False,True,True,True,False,False,False,115.0,321.0,https://www.tripadvisor.com/Hotel_Review-g187791-d2532294-Reviews-Relais_Orso-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d2532294-Reviews-Relais_Orso-Rome_Lazio.html#ABOUT_TAB
4767,Patrizia Romana Palace,Via di Vigna Jacobini 48,00149 Rome,,3.0,50 - 109,18.0,"Kitchenette, Non-Smoking, Suites ",nan,"#35 of 1,251 Specialty Lodging in Rome",255.0,4.5,True,False,True,False,False,True,True,False,False,False,False,False,False,50.0,109.0,https://www.tripadvisor.com/Hotel_Review-g187791-d1935845-Reviews-Patrizia_Romana_Palace-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d1935845-Reviews-Patrizia_Romana_Palace-Rome_Lazio.html#ABOUT_TAB
4768,Green House,Via Giovanni Gastaldi 25,00100 Rome,,0.0,,,"Accessible, Also Known As Green Hotel Rome Location Italy ",nan,"#3,135 of 3,898 B&Bs / Inns in Rome",5.0,3.0,False,False,False,False,True,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d535820-Reviews-Green_House-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d535820-Reviews-Green_House-Rome_Lazio.html#ABOUT_TAB
4769,Habana's Design,Via Carlo Cattaneo 31,00185 Rome,,0.0,58 - 124,3.0,Non-Smoking,nan,"#1,199 of 3,898 B&Bs / Inns in Rome",60.0,4.0,False,False,False,False,False,True,False,False,False,False,False,False,False,58.0,124.0,https://www.tripadvisor.com/Hotel_Review-g187791-d1413418-Reviews-Habana_s_Design-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d1413418-Reviews-Habana_s_Design-Rome_Lazio.html#ABOUT_TAB
4770,In Giardino da Betta,Via Rionero 5,00141 Rome,,0.0,,,nan,nan,"#566 of 1,251 Specialty Lodging in Rome",3.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d7084470-Reviews-In_Giardino_da_Betta-Rome_Lazio.html,
4771,Aurora B&B,Via Bernardo Davanzati 33,00137 Rome,,0.0,,,Kitchenette Location Italy ,nan,,7481.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d2278437-Reviews-Aurora_B_B-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d2278437-Reviews-Aurora_B_B-Rome_Lazio.html#ABOUT_TAB
4772,Dejavu Room,Via Vespasiano 12,00192 Rome,,0.0,65 - 109,4.0,nan,nan,"#1,966 of 3,898 B&Bs / Inns in Rome",61.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,65.0,109.0,https://www.tripadvisor.com/Hotel_Review-g187791-d3825427-Reviews-Dejavu_Room-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d3825427-Reviews-Dejavu_Room-Rome_Lazio.html#ABOUT_TAB
4773,Tridente Suites,Via del Corso 4,00186 Rome,,4.0,79 - 310,6.0,"Suites, Non-Smoking",nan,"#376 of 3,898 B&Bs / Inns in Rome",84.0,4.5,True,False,True,False,False,True,False,False,False,False,False,False,False,79.0,310.0,https://www.tripadvisor.com/Hotel_Review-g187791-d6850160-Reviews-Tridente_Suites-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d6850160-Reviews-Tridente_Suites-Rome_Lazio.html#ABOUT_TAB
4774,Living Barberini Roma,Via delle Quattro Fontane 149/160,00184 Rome,,0.0,,4.0,"Non-Smoking, Family ",nan,"#3,486 of 3,898 B&Bs / Inns in Rome",5.0,2.0,False,False,False,True,False,True,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d7082909-Reviews-Living_Barberini_Roma-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d7082909-Reviews-Living_Barberini_Roma-Rome_Lazio.html#ABOUT_TAB
4775,Boutique Hotel Trevi,Via delle Muratte 90/92,00187 Rome,,4.0,114 - 654,33.0,"Non-Smoking, Suites ",Luxury,"#635 of 1,272 Hotels in Rome",616.0,3.5,False,False,True,False,False,True,False,False,True,False,False,False,False,114.0,654.0,https://www.tripadvisor.com/Hotel_Review-g187791-d1007899-Reviews-Boutique_Hotel_Trevi-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d1007899-Reviews-Boutique_Hotel_Trevi-Rome_Lazio.html#ABOUT_TAB
4776,Le Terrazze B&B,Via Lattanzio 22,00136 Rome,,0.0,51 - 255,3.0,"Non-Smoking, Family ",nan,"#2,284 of 3,898 B&Bs / Inns in Rome",43.0,3.5,False,False,False,True,False,True,False,False,False,False,False,False,False,51.0,255.0,https://www.tripadvisor.com/Hotel_Review-g187791-d288830-Reviews-Le_Terrazze_B_B-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d288830-Reviews-Le_Terrazze_B_B-Rome_Lazio.html#ABOUT_TAB
4777,Armando's Belvedere,Via Dei Sardi 47,00185 Rome,,0.0,35 - 70,3.0,nan,nan,"#374 of 1,251 Specialty Lodging in Rome",19.0,4.5,False,False,False,False,False,False,False,False,False,False,False,False,False,35.0,70.0,https://www.tripadvisor.com/Hotel_Review-g187791-d2636974-Reviews-Armando_s_Belvedere-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d2636974-Reviews-Armando_s_Belvedere-Rome_Lazio.html#ABOUT_TAB
4778,Colombo Holidays,Via Padre Semeria 63,00154 Rome,,0.0,65 - 90,,Non-Smoking,nan,"#2,202 of 3,898 B&Bs / Inns in Rome",16.0,4.0,False,False,False,False,False,True,False,False,False,False,False,False,False,65.0,90.0,https://www.tripadvisor.com/Hotel_Review-g187791-d6439529-Reviews-Colombo_Holidays-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d6439529-Reviews-Colombo_Holidays-Rome_Lazio.html#ABOUT_TAB
4779,Cola di Rienzo Suite B&B,Via Cola di Rienzo 111,00192 Rome,00 39 06 6452 0904,0.0,70 - 171,4.0,Family ,nan,"#814 of 3,898 B&Bs / Inns in Rome",77.0,4.5,False,False,False,True,False,False,False,False,False,False,False,False,False,70.0,171.0,https://www.tripadvisor.com/Hotel_Review-g187791-d1880347-Reviews-Cola_di_Rienzo_Suite_B_B-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d1880347-Reviews-Cola_di_Rienzo_Suite_B_B-Rome_Lazio.html#ABOUT_TAB
4780,RomaVintage B&B,Via Appia Nuova 107,00183 Rome,,0.0,35 - 130,3.0,nan,nan,"#3,293 of 3,898 B&Bs / Inns in Rome",2.0,2.5,False,False,False,False,False,False,False,False,False,False,False,False,False,35.0,130.0,https://www.tripadvisor.com/Hotel_Review-g187791-d3136785-Reviews-RomaVintage_B_B-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d3136785-Reviews-RomaVintage_B_B-Rome_Lazio.html#ABOUT_TAB
4781,B&B Domus Roma Termini,Via Castelfidardo 50,00185 Rome,,0.0,70 - 110,1.0,nan,nan,"#2,577 of 3,898 B&Bs / Inns in Rome",5.0,4.5,False,False,False,False,False,False,False,False,False,False,False,False,False,70.0,110.0,https://www.tripadvisor.com/Hotel_Review-g187791-d4741701-Reviews-B_B_Domus_Roma_Termini-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d4741701-Reviews-B_B_Domus_Roma_Termini-Rome_Lazio.html#ABOUT_TAB
