ids,label,katom_base,cdi_base,katom_brand,cdi_brand,katom_capacity,cdi_capacity,katom_category,cdi_category,katom_cluster_id,cdi_cluster_id,katom_color,cdi_color,katom_finish,cdi_finish,katom_height,cdi_height,katom_id,cdi_id,katom_material,cdi_material,katom_product_type,cdi_product_type,katom_shape,cdi_shape,katom_style,cdi_style,katom_title,cdi_title
katom_5963_cdi_815,1,,,accutemp,accutemp,'6',,,,1087257,1087257,'connected evolution boilerless',,,,'12 x 20' '30' '231.00','12 x 20' '231.00 ',katom_5963,cdi_815,,,'energy star','energy star',,,'convection steamer featuring' 'electric holds 6' 'deep pans digital','ship connected' 'convection steamer featuring' 'electric holds 6' 'deep pans digital',"electric countertop steamer w/ (6) full size pan capacity, 480v/3ph""@en capacity 480v/3ph ""@en","connected evolution boilerless "" | culinary depot"""
katom_5980_cdi_817,1,'star saut' 'space saver oven','(2) standard / space saver ovens',southbend,southbend,,,,,1091473,1091473,'rear','ultimate','nsf','nsf','735.00','735.00 ',katom_5980,cdi_817,,,'standard grates' 'lp gas','standard grates','restaurant' 'oven' 'restaurant range','oven','ng' 'lp','restaurant' 'rear',"48"" 4-burner gas range with charbroiler, ng""@en ng ""@en charbroiler","ultimate restaurant range "" | culinary depot"""
katom_5985_cdi_819,1,,,turbo air,turbo air,,,,,1092144,1092144,'stainless steel' 'cetlus','stainless steel',,,,'169.00 ',katom_5985,cdi_819,'stainless steel','stainless steel','deluxe series' 'condenser equipped' 'drawers with','deluxe series' 'top' 'drawers with' 'cetlus',,,'undercounter refrigerator' 'top' 'self contained rear mount' 'refrigeration system','undercounter refrigerator' 'abs door' 'drawers' 'flat top stainless steel',"7-cu ft undercounter refrigerator w/ (1) section & (2) drawers, 115v""@en 115v ""@en drawers","super deluxe series undercounter refrigerator ""turbo - | culinary depot"""
katom_5996_cdi_821,1,,,accutemp,accutemp,'6',,,,1093449,1093449,,,,,'231.00' '30','12 x 20' '231.00 ',katom_5996,cdi_821,,,'not voided','not voided',,,'deep pans digital','electric holds 6' 'deep pans digital',"electric countertop steamer w/ (6) full size pan capacity, 240v/1ph""@en 240v/1ph ""@en capacity","connectionless evolution boilerless "" | culinary depot"""
katom_6062_cdi_829,1,,'legs with side crossrails',advance tabco,advance tabco,'58 l','58 l',,,1102540,1102540,,'12','nsf','nsf','20 front' '90.00',"'20 front' '90.00 ' '8""'",katom_6062,cdi_829,,,'deep' 'open frame' 'gauge','open frame' 'gauge','12',,'compartment with right hand drainboard','compartment with right hand drainboard' 'deep with',"58"" 1-compartment sink w/ 16""l x 20""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_6075_cdi_831,1,,,turbo air,turbo air,,'18 pan','two' 'compartment insulated',,1104589,1104589,'super deluxe sandwich salad unit mega top' 'wire shelving',,'self contained rear' 'nsf','two' 'nsf','264.00','264.00 ',katom_6075,cdi_831,'stainless steel','stainless steel','top' 'pan cover','deluxe sandwich salad unit mega' 'top',,,'mounted' 'refrigeration system' 'mega top','top' 'self contained rear' 'mounted' 'refrigeration system' 'doors',"48"" sandwich/salad prep table w/ refrigerated base, 115v""@en 115v ""@en base","super deluxe sandwich/salad unit ""turbo - | culinary depot"""
katom_6099_cdi_835,1,,,accutemp,accutemp,'6',,,,1108597,1108597,,'ship connected evolution boilerless',,,'12 x 20' '30' '231.00','12 x 20' '231.00 ',katom_6099,cdi_835,,,,,,,'deep pans digital','convection steamer featuring' 'electric holds 6' 'deep pans digital',"electric countertop steamer w/ (6) full size pan capacity, 208v/3ph""@en capacity 208v/3ph ""@en","connected evolution boilerless "" | culinary depot"""
katom_6103_cdi_836,1,,,alto shaam,alto-shaam,,,'ansi','ansi',1109067,1109067,,,,,'96 pr','96 pr' '1005.00 ',katom_6103,cdi_836,'display','display','96 decorator base galvanized steel' 'ecosmart culus','96 decorator base galvanized steel' 'ecosmart culus',,,'deep 7 1' 'deep pans ty2','deep 7 1' 'deep pans ty2',"self serve hot deli display w/ ty2-96/pr case, stainless""@en case stainless ""@en","halo heat hot deli display system "" | culinary depot"""
katom_6118_cdi_838,1,,,cambro,cambro,'10.5',,'drink dispensers',,1111227,1111227,'coffee beige',,,,'29.27',,katom_6118,cdi_838,'insulated plastic','insulated plastic',,,,,'insulated',,"10-1/2-gal ultra camtainer beverage carrier - insulated, coffee beige""@en beige ""@en insulated","10 gallon coffee beige ultra camtainer beverage carrier - 25.75"" h x 16.25"" w 20.5"" d "" | culinary depot"""
katom_6126_cdi_839,1,,'legs with boxed crossrails',advance tabco,advance tabco,,,,,1112563,1112563,,'regaline sink 3',,,'20 front' '207.00',"'20 front' '207.00 ' '8""'",katom_6126,cdi_839,'nsf','nsf','open frame' 'gauge','open frame' 'gauge',,,'compartment with left hand drainboard' 'deep with','compartment with left hand drainboard' 'deep with',"89"" 3-compartment sink w/ 20""l x 20""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_6171_cdi_846,1,,,accutemp,accutemp,'6',,,,1120043,1120043,,,,,'12 x 20' '30' '231.00','12 x 20' '231.00 ',katom_6171,cdi_846,,,'mechanical timer' 'star','mechanical timer' 'star',,,'electric holds 6' 'deep pans vacuum cooking','deep pans vacuum cooking',"electric countertop steamer w/ (6) full size pan capacity, 208v/3ph""@en 208v/3ph ""@en capacity","steam'n'hold boilerless convection steamer "" | culinary depot"""
katom_6192_cdi_848,1,,,garland,garland,,'21 3' '16 d',,'nsf',1124353,1124353,,'valve per burner manual',,,,'690.00 ',katom_6192,cdi_848,'range','stainless steel',,,,,'grates' 'manual' 'and crumb pans stainless steel' 'back and 3' 'lp',,"70.88"" countertop charbroiler w/ manual control & cast iron grates, ng""@en grates ng ""@en","charbroiler "" | culinary depot"""
katom_6213_cdi_850,1,,,accutemp,accutemp,'6',,,,1128187,1128187,,,,,'231.00' '30','12 x 20' '231.00 ',katom_6213,cdi_850,,,,,,,'deep pans digital','electric holds 6' 'deep pans digital',"electric countertop steamer w/ (6) full size pan capacity, 208v/3ph""@en 208v/3ph ""@en capacity","connected evolution boilerless "" | culinary depot"""
katom_6225_cdi_852,1,'convection steamer includes',,accutemp,accutemp,'6',,,,1129927,1129927,,,,,'12 x 20' '60' '281.00','12 x 20' '281.00 ',katom_6225,cdi_852,,,'n hold' 'electric holds 6' 'mechanical timer','n hold boilerless' 'convection steamer includes' 'electric holds 6' 'mechanical timer',,,'deep pans vacuum cooking' 'energy star','deep pans vacuum cooking' 'energy star',"electric floor model steamer w/ (6) full size pan capacity, 440v/3ph""@en capacity 440v/3ph ""@en","sgl steam'n'hold boilerless convection steamer "" | culinary depot"""
katom_6276_cdi_859,1,'standard oven','(2) standard ovens',southbend,southbend,'60 3',,'front','front',1138526,1138526,'right wavy grates standing pilot 2' 'ultimate','ultimate' 'right wavy grates standing pilot 2','nsf','nsf','1075.00','1075.00 ',katom_6276,cdi_859,'front' 'oven','oven','lp gas' 'burners rear','burners rear','restaurant range',,'standard ovens with battery' 'per' 'restaurant' 'lp' 'ng','restaurant' 'standard ovens with battery' 'per',"60"" 9-burner gas range, ng""@en range ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_6285_cdi_860,1,,'legs with boxed crossrails',advance tabco,advance tabco,'95 l','95 l',,,1139410,1139410,,,'nsf','nsf','20 front' '243.00',"'20 front' '243.00 ' '11""'",katom_6285,cdi_860,'stainless steel overall','stainless steel overall',,'legs with welded front to rear adjustable',,,'compartment with left hand drainboard' 'deep with 11 high splash' 'legs with welded front to rear adjustable','compartment with left hand drainboard' 'deep with',"95"" 3-compartment sink w/ 16""l x 20""w bowl, 14"" deep""@en deep ""@en bowl","regaline sink ""advance | culinary depot"""
katom_6292_cdi_863,1,,,cambro,cambro,'10.5',,'drink dispensers',,1140541,1140541,'green',,,,'29.27',,katom_6292,cdi_863,,'insulated plastic',,,,,'nsf approved' 'insulated','nsf approved',"10-1/2-gal ultra camtainer beverage carrier - insulated, green""@en green ""@en insulated","10 gallon green ultra camtainer beverage carrier - 25.75"" h x 16.25"" w 20.5"" d "" | culinary depot"""
katom_6388_cdi_869,1,,'legs with boxed crossrails',advance tabco,advance tabco,'20 wide' '18 gauge','18 gauge',,,1156641,1156641,,,,,'207.00',"'8""' '207.00 '",katom_6388,cdi_869,'12' 'nsf','nsf','open frame','open frame',,,'compartment with left hand drainboard' 'deep with','compartment with left hand drainboard' 'deep with',"84"" 2-compartment sink w/ 20""l x 28""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_6444_cdi_879,1,,'legs with boxed crossrails',advance tabco,advance tabco,'95 l','95 l',,,1168454,1168454,,,'nsf','nsf','20 front' '243.00',"'20 front' '11""' '243.00 '",katom_6444,cdi_879,'stainless steel overall','stainless steel overall',,'legs with welded front to rear adjustable',,,'compartment with right hand drainboard' 'deep with 11 high splash' 'legs with welded front to rear adjustable','compartment with right hand drainboard' 'deep with',"95"" 3-compartment sink w/ 16""l x 20""w bowl, 14"" deep""@en deep ""@en bowl","regaline sink ""advance | culinary depot"""
katom_6590_cdi_893,1,,'legs with side crossrails',advance tabco,advance tabco,'18 gauge','18 gauge','12','12',1192856,1192856,'r','regaline sink 1' 'r',,,'75.00',"'75.00 ' '8""'",katom_6590,cdi_893,,,'deep' 'open frame','open frame',,,'compartment with right hand','compartment with right hand' 'deep with',"42"" 1-compartment sink w/ 18""l x 24""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_6597_cdi_894,1,,,accutemp,accutemp,'6',,'n hold convection steamer includes',,1193628,1193628,,,,,'62.2' '426.00','426.00 ',katom_6597,cdi_894,,,'mechanical timer' 'each 240','convection steamer includes' 'electric' 'mechanical timer' 'each 240',,,'two steam' 'deep pans each compartment','deep pans each compartment',"electric floor model steamer w/ (6) full size pan capacity, 240v/3ph""@en 240v/3ph ""@en capacity","dbl two steam'n'hold boilerless convection steamer "" | culinary depot"""
katom_6611_cdi_895,1,'cooking surface','cooking surface',accutemp,accutemp,,,,,1195653,1195653,,,,,'200.00','200.00 ',katom_6611,cdi_895,'stainless steel' 'stainless steel construction solid state thermostat' 'nsf','stainless steel' 'stainless steel construction solid state thermostat' 'nsf','griddle','electric smooth cold' 'griddle',,,'electric smooth cold',,"drop-in griddle, 34"" x 23.5"", stainless, 9.5kw, 240v/3ph""@en 240v/3ph ""@en stainless 23.5"" griddle 9.5kw","accu-steam griddle "" | culinary depot"""
katom_6613_cdi_896,1,,,carlisl,carlisle,,,'resistant refrigerant gel insulated dishwasher safe','resistant refrigerant gel insulated dishwasher safe',1195808,1195808,,,'abs plastic white','abs plastic white',,,katom_6613,cdi_896,'designed to hold food pans','designed to hold food pans',,,'nsf','nsf',,'deep',"full-size coldpan - 4"" d, refrigerant gel insulated, white""@en d white ""@en insulated","coldmaster coldpan "" | culinary depot"""
katom_6642_cdi_900,1,'27 drawers','27 drawers',garland,garland,'60 1 ph','60 1 ph',,,1200269,1200269,'cuisine freezer',,'only when ordered','only when ordered',,'604.00 ',katom_6642,cdi_900,'stainless steel','cuisine freezer' 'stainless steel','base self contained refrigeration 84' 'legs available','base self contained refrigeration 84' 'legs available',,,'two','two' 'drawers',"84"" chef base w/ (4) drawers - 115v""@en 115v ""@en","polar cuisine freezer base "" | culinary depot"""
katom_6711_cdi_906,1,'27 drawers','27 drawers',garland,garland,,,,,1210297,1210297,,,,,,'361.00 ',katom_6711,cdi_906,'stainless steel','stainless steel','base remote refrigeration' 'only when ordered with cuisine series','base remote refrigeration' 'only when ordered with cuisine series',,,'cook tops 115v','cook tops 115v' 'drawers',"60"" chef base w/ (4) drawers - 115v""@en 115v ""@en","polar cuisine freezer base "" | culinary depot"""
katom_6762_cdi_913,1,,'legs with boxed crossrails',advance tabco,advance tabco,,'11 h',,,1218389,1218389,,,'nsf','nsf','261.00',"'261.00 ' '11""'",katom_6762,cdi_913,'14' 'stainless steel overall','14' 'stainless steel overall',,'legs with welded front to rear adjustable',,,'compartment with left hand' 'deep with 11 high splash' 'legs with welded front to rear adjustable','compartment with left hand' 'deep with',"92"" 2-compartment sink w/ 24""l x 24""w bowl, 14"" deep""@en deep ""@en bowl","regaline sink ""advance | culinary depot"""
katom_6765_cdi_914,1,,'legs with boxed crossrails',advance tabco,advance tabco,'66 l','66 l',,,1218748,1218748,,,'nsf','nsf','20 front' '96.00',"'20 front' '96.00 ' '8""'",katom_6765,cdi_914,,,'deep' 'open frame' 'gauge','open frame' 'gauge','12','12','compartment with left hand drainboard','compartment with left hand drainboard' 'deep with',"66"" 2-compartment sink w/ 20""l x 20""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_6795_cdi_922,1,'compartment insulated',,turbo air,turbo air,,'8 - 9 pan',,,1224514,1224514,,'self contained rear mounted','self contained rear',,'205.00','7 cu' '205.00 ',katom_6795,cdi_922,'stainless steel','stainless steel','top' 'drawers with' 'condenser equipped' 'pan cover' 'cord with nema','top' 'drawers with' 'cord with nema',,,'mounted' 'refrigeration system 1' 'cetlus' 'standard','deluxe sandwich salad unit' 'refrigeration system 1' 'cetlus' 'drawers',"27"" sandwich/salad prep table w/ refrigerated base, 115v""@en base 115v ""@en","super deluxe sandwich/salad unit ""turbo - | culinary depot"""
katom_6827_cdi_928,1,,,advance tabco,advance tabco,,,'on non stainless tops','on non stainless tops',1230182,1230182,'1 compartment',,,,'16.00','16.00 ',katom_6827,cdi_928,,,'gauge','gauge','rectangular','1 compartment','deep drain opening' 'tables can be' 'undermount','deep drain opening' 'tables can be',"(1) compartment undermount sink - 18"" x 24""""@en 24"" ""@en","1 compartment undermount kitchen sink bowl ""advance | culinary depot"""
katom_6871_cdi_933,1,,'convection steamer countertop electric',accutemp,accutemp,'3',,,,1238043,1238043,,,,,'21' '188.00','188.00 ',katom_6871,cdi_933,,,'mechanical timer','n hold boilerless' 'mechanical timer',,,'deep pans vacuum cooking','deep pans vacuum cooking',"electric countertop steamer w/ (3) full size pan capacity, 208v/3ph""@en 208v/3ph ""@en capacity","steam'n'hold boilerless convection steamer "" | culinary depot"""
katom_6880_cdi_934,1,,,alto shaam,alto-shaam,'eac no',,'ansi','ansi',1239171,1239171,,,'glass front',,'12 x 20' '10 x','595.00 ',katom_6880,cdi_934,,,'work shelf' 'ecosmart culus','work shelf' 'ecosmart culus',,,'display' 'pan capacity curved' 'chip required to place order hold various' 'eph','chip required to place order hold various' 'eph',"full serve hot deli, 72"", (2) 8 x 36"" shelf, custom""@en deli shelf 72"" custom ""@en","halo heat hot deli display system "" | culinary depot"""
katom_6897_cdi_936,1,,'h backsplash' 'legs with boxed crossrails',advance tabco,advance tabco,'18 wide' '18 gauge','12 deep' '18 gauge',,,1242267,1242267,,,'nsf','nsf','115.00',"'115.00 ' '8""'",katom_6897,cdi_936,'12','stainless steel','open frame','open frame',,,'compartment with left hand' 'deep with','compartment with left hand',"62"" 2-compartment sink w/ 18""l x 24""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_6926_cdi_941,1,,,carlisl,carlisle,,'2 qt',,,1246287,1246287,'coldmaster coldcrock organizer only','coldcrock organizer only','textured','textured',,,katom_6926,cdi_941,,,'resistant','resistant' 'coldcrocks sold separately',,,'coldcrocks and pumps sold separately',,"coldcrock organizer - holds (3)2-qt coldcrocks, white""@en white ""@en coldcrocks","coldmaster coldcrock organizer (only) "" | culinary depot"""
katom_6995_cdi_951,1,,'legs with boxed crossrails',advance tabco,advance tabco,'18 gauge','18 gauge',,,1256219,1256219,,'regaline sink 3','nsf','nsf','255.00',"'8""' '255.00 '",katom_6995,cdi_951,,,'open frame','open frame',,,'compartment with left hand' 'deep with','compartment with left hand' 'deep with',"83"" 3-compartment sink w/ 18""l x 24""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_7095_cdi_960,1,,,accutemp,accutemp,'3',,,,1275163,1275163,,,,,'238.00' '60','238.00 ',katom_7095,cdi_960,,,'mechanical timer','n hold boilerless' 'convection steamer includes' 'electric' 'mechanical timer',,,'deep pans each compartment' 'energy star','deep pans each compartment' 'energy star',"electric floor model steamer w/ (3) full size pan capacity, 480v/3ph""@en 480v/3ph ""@en capacity","sgl steam'n'hold boilerless convection steamer "" | culinary depot"""
katom_7156_cdi_970,1,,'legs with side crossrails',advance tabco,advance tabco,,,'12','12',1287869,1287869,,'regaline sink 1','nsf','nsf','84.00',"'84.00 ' '8""'",katom_7156,cdi_970,,,'deep' 'open frame' 'gauge','open frame' 'gauge',,,'compartment with left hand','compartment with left hand' 'deep with',"42"" 1-compartment sink w/ 18""l x 24""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_7165_cdi_973,1,'space saver oven','(2) standard / space saver ovens',southbend,southbend,,,,,1289260,1289260,,,'nsf','nsf','735.00','735.00 ',katom_7165,cdi_973,'battery' 'oven','battery' 'oven','lp gas' 'burners','burners','restaurant range' 'restaurant',,'per' 'lp' 'ng','ultimate' 'restaurant' 'per',"48"" 6-burner gas range, lp""@en lp ""@en range","ultimate restaurant range "" | culinary depot"""
katom_7175_cdi_978,1,,'legs with boxed crossrails',advance tabco,advance tabco,'77 l','77 l',,,1290728,1290728,,,'nsf','nsf','20 front' '173.00',"'20 front' '173.00 ' '8""'",katom_7175,cdi_978,,,'open frame' 'gauge','open frame' 'gauge',,,'compartment with left hand drainboard' 'deep with','compartment with left hand drainboard' 'deep with',"77"" 3-compartment sink w/ 16""l x 20""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_7182_cdi_979,1,'space saver oven','(2) standard / space saver ovens',southbend,southbend,,,'left standing pilot','left standing pilot',1292681,1292681,'oven','ultimate' 'oven','nsf','nsf','735.00','735.00 ',katom_7182,cdi_979,,,'lp gas' 'burners',,'restaurant range',,'burners' 'front' 'back right' 'ng' 'lp','restaurant' 'burners' 'front' 'back right',"48"" 7-burner gas range, lp""@en lp ""@en range","ultimate restaurant range "" | culinary depot"""
katom_7224_cdi_984,1,,,accutemp,accutemp,'6',,,,1298808,1298808,,,,,'12 x 20' '30' '231.00','12 x 20' '231.00 ',katom_7224,cdi_984,,,'not voided','not voided',,,'electric holds 6' 'deep pans digital','electric holds 6' 'deep pans digital',"electric countertop steamer w/ (6) full size pan capacity, 208v/3ph""@en capacity 208v/3ph ""@en","connectionless evolution boilerless "" | culinary depot"""
katom_7293_cdi_991,1,,,accutemp,accutemp,'12',,,,1309487,1309487,,,,,'12 x 20' '560.00' '71','12 x 20' '560.00 ',katom_7293,cdi_991,,,'not voided','lp gas' 'not voided',,,'two connectionless' 'lp gas holds 6' 'deep pans in each compartment digital' 'lp','deep pans in each compartment digital',"gas floor model steamer w/ (12) full size pan capacity, lp""@en capacity lp ""@en","dbl two connectionless evolution boilerless "" | culinary depot"""
katom_7333_cdi_995,1,,,advance tabco,advance tabco,,,'on non stainless tops','on non stainless tops',1316927,1316927,'1 compartment','1 compartment',,,'17.00','17.00 ',katom_7333,cdi_995,,,,,'rectangular',,'deep drain opening' 'gauge' 'tables can be' 'undermount','deep drain opening' 'gauge' 'tables can be',"(1) compartment undermount sink - 16"" x 20""""@en 20"" ""@en","1 compartment undermount kitchen sink bowl ""advance | culinary depot"""
katom_7355_cdi_997,1,,,dinex,dinex,,,,,1321129,1321129,,,,,,,katom_7355,cdi_997,,,,,,,'dome fits 7 plate','dome fits 7 plate',"7"" tropez convection thermalization entree dome w/ high heat resin, onyx""@en resin onyx ""@en","tropez convection/thermalization ware entree dome case "" | culinary depot"""
katom_7387_cdi_999,1,,'legs with side crossrails',advance tabco,advance tabco,'66 l','66 l','12','12',1329723,1329723,,'regaline sink 1','nsf','nsf','126.00',"'8""' '126.00 '",katom_7387,cdi_999,,,'deep' 'open frame' 'gauge','open frame' 'gauge',,,'compartment with right hand','compartment with right hand' 'deep with',"66"" 1-compartment sink w/ 24""l x 24""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_7424_cdi_1000,1,,'legs with boxed crossrails',advance tabco,advance tabco,'64 l','64 l',,,1335974,1335974,,'12','nsf','nsf','20 front' '96.00',"'20 front' '96.00 ' '8""'",katom_7424,cdi_1000,,,'deep' 'open frame' 'gauge','open frame' 'gauge','12',,'compartment with right hand drainboard','compartment with right hand drainboard' 'deep with',"64"" 2-compartment sink w/ 16""l x 20""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_7427_cdi_1002,1,,'legs with boxed crossrails',advance tabco,advance tabco,'18 gauge','18 gauge',,,1336702,1336702,,,,,'20 front' '95.00',"'20 front' '95.00 ' '8""'",katom_7427,cdi_1002,'nsf','nsf','open frame','open frame',,,'compartment with right hand drainboard' 'deep with','compartment with right hand drainboard' 'deep with',"72"" 2-compartment sink w/ 20""l x 20""w bowl, 12"" deep""@en deep ""@en bowl","regaline sink ""advance | culinary depot"""
katom_7432_cdi_1003,1,,'convection steamer countertop electric',accutemp,accutemp,'3',,,,1337377,1337377,,,,,'188.00' '21','188.00 ',katom_7432,cdi_1003,,,'mechanical timer','n hold boilerless' 'mechanical timer',,,'deep pans each compartment' 'energy star','deep pans each compartment' 'energy star',"electric countertop steamer w/ (3) full size pan capacity, 480v/3ph""@en capacity 480v/3ph ""@en","steam'n'hold boilerless convection steamer "" | culinary depot"""
katom_7440_cdi_1006,1,,,alto shaam,alto-shaam,,,,,1339522,1339522,,'oven gas stacked' 'standard depth','nsf','nsf',,'930.00 ',katom_7440,cdi_1006,'electronic' 'porcelain' 'cetlus','electronic' 'porcelain' 'cetlus','500 f' 'wire shelves','500 f' 'wire shelves',,,'oven' 'standard depth',,"double full size gas convection oven - ng""@en ng ""@en","38"" platinum series stacked full size gas convection oven - 100,000 btu 000 | culinary depot"" "" 100"
katom_7446_cdi_1007,1,,,bon chef,bon chef,,,,,1340203,1340203,,,,,,,katom_7446,cdi_1007,'aluminum','aluminum',,,,,'with pewter' 'glo','with pewter' 'glo',"13"" prism pedestal underliner plate, aluminum/pewter-glo""@en plate aluminum/pewter-glo ""@en","round aluminum prism pedestal underliner plate case ""bon | culinary depot"""
katom_7510_cdi_1015,1,,'legs with boxed crossrails',advance tabco,advance tabco,'20 wide' '95 l','95 l',,,1350521,1350521,,'regaline sink 3','nsf','nsf','296.00',"'296.00 ' '11""'",katom_7510,cdi_1015,'stainless steel overall','stainless steel overall',,'legs with welded front to rear adjustable',,,'compartment with left hand drainboard' 'deep with 11 high splash' 'legs with welded front to rear adjustable','compartment with left hand drainboard' 'deep with',"95"" 3-compartment sink w/ 20""l x 28""w bowl, 14"" deep""@en deep ""@en bowl","regaline sink ""advance | culinary depot"""
katom_7514_cdi_1017,1,,,accutemp,accutemp,'6',,,,1351198,1351198,,,,,'12 x 20' '71' '305.00','305.00 ',katom_7514,cdi_1017,,,,'star includes',,,'lp gas holds 6' 'deep pans digital' 'lp','deep pans digital',"gas floor model steamer w/ (6) full size pan capacity, lp""@en capacity lp ""@en","sgl connected evolution boilerless "" | culinary depot"""
katom_7525_cdi_1020,1,,'legs with side crossrails',advance tabco,advance tabco,'18 gauge' '62 l','18 gauge' '62 l',,,1354892,1354892,,'12','nsf','nsf','20 front' '91.00',"'20 front' '91.00 ' '8""'",katom_7525,cdi_1020,,,'deep' 'open frame','open frame','12',,'compartment with right hand drainboard','compartment with right hand drainboard' 'deep with',"62"" 1-compartment sink w/ 20""l x 20""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_7546_cdi_1026,1,,,dinex,dinex,,,,,1358645,1358645,'dome insulated double',,,,,,katom_7546,cdi_1026,,,,,,,'blue','dome insulated double',"fenwick insulated dome for 9"" plates - midnight blue""@en blue ""@en","blue fenwick entree dome case of 12 "" | culinary depot"""
katom_7547_cdi_1027,1,,,delfield,delfield,,'17 - 19 pan',,,1358718,1358718,'reduced height three' 'front breathing rear mounted','reduced height three' 'front breathing rear mounted',,,'545.00','545.00 ',katom_7547,cdi_1027,'stainless steel','stainless steel',,,,,'refrigerator' 'top' 'refrigeration system' 'standard','refrigerator' 'top' 'refrigeration system' 'drawers',"72"" sandwich/salad prep table w/ refrigerated base, 115v""@en base 115v ""@en","sandwich/salad top refrigerator "" | culinary depot"""
katom_7552_cdi_1028,1,'convection ovens' 'convection oven','convection ovens' '(2) convection ovens',southbend,southbend,'60 3',,,,1359656,1359656,'burners' 'front right 2' 'per oven','ultimate' 'burners' 'front right 2' 'per oven','legs 375' 'nsf','legs 375' 'nsf','1075.00','1075.00 ',katom_7552,cdi_1028,'saut burners' 'battery' 'stainless steel','battery' 'stainless steel','lp gas' 'burners rear' 'shelf 6 adjustable','burners rear' 'shelf 6 adjustable','restaurant range',,'rear right standing pilot 2' 'lp','restaurant' 'burners' 'rear right standing pilot 2',"60"" 9-burner gas range, lp""@en lp ""@en range","ultimate restaurant range "" | culinary depot"""
katom_7562_cdi_1029,1,,'legs with boxed crossrails',advance tabco,advance tabco,'18 gauge' '122 l','18 gauge' '122 l',,,1360967,1360967,,,,,'241.00',"'8""' '241.00 '",katom_7562,cdi_1029,,,'open frame','open frame',,,'compartment with left right hand drainboards' 'deep with','compartment with left right hand drainboards' 'deep with',"122"" 4-compartment sink w/ 16""l x 20""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_7588_cdi_1034,1,'standard ovens' 'standard oven','standard ovens' '(2) standard ovens',southbend,southbend,,,,,1365582,1365582,,'restaurant range gas','left standing pilot 2' 'nsf','left standing pilot 2' 'nsf','1075.00','1075.00 ',katom_7588,cdi_1034,'battery' 'oven','battery' 'oven','lp gas' 'wavy grates','wavy grates','restaurant range',,'per' 'lp' 'ng','per',"60"" 8-burner gas range, ng""@en ng ""@en range","ultimate restaurant range "" | culinary depot"""
katom_7632_cdi_1041,1,,,carlisl,carlisle,,,,'resistant refrigerant gel insulated dishwasher safe',1372912,1372912,'coldmaster food pan',,'abs plastic white' 'nsf','abs plastic white' 'nsf',,,katom_7632,cdi_1041,,,,,,,'resistant refrigerant gel insulated dishwasher safe','coldmaster food pan',"coldmaster 1/3 size divided food pan - 6""d, white""@en 6""d white ""@en","coldmaster food pan "" | culinary depot"""
katom_7648_cdi_1043,1,,'legs with boxed crossrails',advance tabco,advance tabco,,,,,1376396,1376396,,'regaline sink 3',,,'20 front' '222.00',"'20 front' '222.00 ' '11""'",katom_7648,cdi_1043,'stainless steel overall' 'nsf','stainless steel overall' 'nsf',,'legs with welded front to rear adjustable',,,'compartment with left hand drainboard' 'deep with 11 high splash' 'legs with welded front to rear adjustable','compartment with left hand drainboard' 'deep with',"83"" 3-compartment sink w/ 16""l x 20""w bowl, 14"" deep""@en deep ""@en bowl","regaline sink ""advance | culinary depot"""
katom_7650_cdi_1044,1,,,accutemp,accutemp,'holds 6' '12',,,,1377466,1377466,'connected evolution boilerless',,,,'12 x 20' '240 60' '512.00' '71.2','240 60' '512.00 ',katom_7650,cdi_1044,,,'convection steamers' 'electric','star includes',,,,'deep pans digital',"electric floor model steamer w/ (12) full size pan capacity, 240v/3ph""@en 240v/3ph ""@en capacity","dbl two connected evolution boilerless "" | culinary depot"""
katom_7659_cdi_1047,1,,,bon chef,bon chef,,,,,1379633,1379633,'black','black',,,'9323 9323h','9323 9323h',katom_7659,cdi_1047,,,,,,,,,"11.50"" cold wave underliner - black""@en black ""@en","cold wave underliner case ""bon | culinary depot"""
