ids,label,katom_base,rewo_base,katom_brand,rewo_brand,katom_capacity,rewo_capacity,katom_category,rewo_category,katom_cluster_id,rewo_cluster_id,katom_color,rewo_color,katom_finish,rewo_finish,katom_height,rewo_height,katom_id,rewo_id,katom_material,rewo_material,katom_product_type,rewo_product_type,katom_shape,rewo_shape,katom_style,rewo_style,katom_title,rewo_title
katom_9204_rewo_37578,1,,,federal,federal industries,'77 l',,'front' 'one','front' 'one',1649002,1649002,'black',,,,'60 1ph' '1010.00' '52',"'49"" - 54""'",katom_9204,rewo_37578,'solid' 'saving','solid' 'saving','condiment well that' 'glass ends energy' 'evaporator doe','display sandwich or salad prep merchandiser with refrigerated self' 'condiment well that' 'glass ends energy' 'evaporator doe',,,'foodservice pans 10 deep','prep area stainless steel' 'foodservice pans 10 deep',"77"" horizontal open air cooler & prep table - (3) levels, black, 230v/1ph""@en black 230v/1ph ""@en levels"," "" ssrsp7752 display case refrigerated self-serve""@en "" federal"
katom_9209_rewo_37589,1,,'legs with side crossrails',advance tabco,advance tabco,'90 l','90 l','27 f b x','27 f b x',1649378,1649378,,,'nsf','nsf' 'stainless steel','134.00',"'8""'",katom_9209,rewo_37589,,,'deep' 'open frame','compartment with left right hand drainboards' 'deep' 'open frame','12','12','compartment with left right hand drainboards',,"90"" 1-compartment sink w/ 16""l x 20""w bowl, 12"" deep""@en bowl deep ""@en"," "" 9-1-24-36rl sink, (1) one compartment""@en "" advance sink compartment | sinks with drainboard""@en"
katom_9212_rewo_37601,1,,,carlisl,carlisl,,,'catering food bags',,1649556,1649556,'slide' 'black','slide','nsf','nsf','36.00',,katom_9212,rewo_37601,'stackable','stackable','pan carrier' 'end loader insulated molded in' 'polyethylene black','end loader insulated molded in' 'polyethylene black',,,'tag slot includes 6' 'tethered' 'lid' 'end loaders','pan carrier' 'tag slot includes 6' 'tethered' 'lid',"end load pan carrier - insulated, polyethylene, black""@en black ""@en polyethylene insulated"," ""e xt3000r03 food carrier, insulated plastic""@en "" e carrier"
katom_9214_rewo_37604,1,,,cambro,cambro,,,'glass and dish racks',,1649624,1649624,'gray' 'soft gray','gray' 'soft gray','nsf','nsf','9.92',"'6.375""'",katom_9214,rewo_37604,,,,,,,'extenders full size' 'glass racks','extenders full size',"camrack glass rack - (3)extenders, 36-compartment, soft gray""@en 36-compartment (3)extenders gray ""@en"," "" 36s638151 dishwasher rack, glass compartment""@en ""  rack compartment | racks""@en"
katom_9219_rewo_37626,1,'approximately cap','approximately cap',carlisl,carlisl,'up to','up to',,,1650588,1650588,,,'nsf','nsf',,,katom_9219,rewo_37626,'stackable','stackable','food carrier' 'resistant heat resistant to 200 f','food carrier' 'resistant heat resistant to 200 f',,,'loader insulated combination' 'handles','loader insulated combination' 'handles',"top load food pan carrier w/ 24-qt capacity, polyethylene, brown""@en brown ""@en polyethylene capacity"," ""e pc180n01 food carrier, insulated plastic""@en "" e carrier"
katom_9241_rewo_37734,1,'frypan 1' 'pasta insert' 'also included','frypan 1' 'pasta insert',eurodib,eurodib,,,,,1654567,1654567,,,,,'12 w' '14 d',,katom_9241,rewo_37734,'aluminum' 'round' 'stockpot','aluminum' 'round' 'stockpot','cooking surface' 'pan 1','cooking surface' 'pan 1',,,'saute','saute',"13-piece induction cookware set w/ cook top""@en top ""@en"," "" homset13 pot pan set""@en "" "
katom_9244_rewo_37752,1,'standard ovens' 'standard oven',,southbend,southbend,,,,,1655398,1655398,,,'nsf','nsf','1075.00',,katom_9244,rewo_37752,'battery' 'oven','back','standard grates' 'lp gas' 'burners','standard grates','restaurant' 'restaurant range','restaurant range gas','burners' 'rear' 'per' 'ng' 'lp','burners' 'in' 'oven base standing pilot',"60"" 4-burner gas range with griddle, lp""@en griddle lp ""@en"," "" 4604dd-3tr range, 60"" restaurant, gas""@en restaurant ""  range"
katom_9252_rewo_37772,1,'undershelf','undershelf',john boos,john boos,,'36 l',,,1656433,1656433,,,,,'30 d' '20 h 14' '51.00' '20',"'20 h 14' '20""'",katom_9252,rewo_37772,'stainless steel marine edge galvanized adjustable lower' 'galvanized','stainless steel marine edge galvanized adjustable lower' 'galvanized',,'heavy duty',,,'duty' 'shelf' 'legs metal bullet','shelf' 'legs metal bullet',"36"" mixer table w/ galvanized undershelf base, shipped knocked down, 30""d""@en 30""d ""@en down base"," "" ms4-3036gsk equipment stand, for mixer / slicer""@en "" john stand"
katom_9254_rewo_37790,1,,,alto shaam,alto-shaam,'2 casters','2 casters','rack' 'ansi','rack',1656737,1656737,,,,,'283.00',,katom_9254,rewo_37790,'electric 100' 'maple' 'wood chips heavy duty' 'solid door stainless steel','electric 100' 'maple' 'wood chips heavy duty' 'solid door stainless steel','wire shelves' 'ecosmart culus','wire shelves' 'ecosmart culus ce','oven','oven','cook hold smoker' 'bag each of cherry hickory apple','cook hold smoker' 'bag each of cherry hickory apple',"commercial smoker oven with cold smoking, 208v/1ph""@en 208v/1ph ""@en smoking"," "" 767-sk/iii cabinet, cook / hold oven""@en ""  cabinet"
katom_9258_rewo_37813,1,,,trauls,trauls,,,'pass thru/ specialty heated cab','ul rated',1657682,1657682,'line heated cabinet pass' 'standard','line heated cabinet pass','nc',,'965.00',,katom_9258,rewo_37813,'plated adjustable shelves','santoprene ez' 'plated adjustable shelves' 'stainless steel','half height glass doors' 's s legs','half height glass door or doors','chrome','steel','traul microprocessor' 'controlled temperature','clean gaskets' 'traul microprocessor' 'legs',"pass-thru 3-section heated cabinet w/ half glass doors, 208/115 v""@en doors v ""@en"," ""en rhf332wp-hhg heated cabinet, pass-thru""@en "" en cabinet"
katom_9259_rewo_37816,1,,,true refrigeratio,tru,,,'heated cabinets',,1657783,1657783,,,'usa','usa','600.00',,katom_9259,rewo_37816,'section stainless steel' 'front' 'aluminum','section stainless steel' 'front' 'aluminum','half doors' 'wiring culus','half doors','eph classified',,'control' 'controlled temperature','control' 'cord culus',"53"" Reach-In Heated Cabinet - 2-Section, 4-Solid Half Doors 115/208-230v""@en 115/208-230v ""@en 2-Section"," ""e sta2h-4hs heated cabinet, reach-in""@en "" e cabinet reach-in | cabinets""@en"
katom_9260_rewo_37822,1,,,advance tabco,advance tabco,,,,,1657900,1657900,'table mounted','table mounted',,,,,katom_9260,rewo_37822,'stainless steel','stainless steel','single deck with rear' 'not adjustable old style','single deck with rear' 'not adjustable old style',,,,'400 series',"144"" old style table mount shelf - 1-deck, rear turn up, 15"" w, 18-ga 430-stainless""@en 430-stainless ""@en up w 1-deck"," "" ots-15-144r overshelf, table-mounted""@en "" advance overshelf table-mounted | worktable overshelf""@en"
katom_9264_rewo_37838,1,,,cambro,cambro,'190 f',,,,1658548,1658548,'gray','speckled gray','nsf','nsf' 'gray','64 h' '111.59' '64',"'64 h' '64""'",katom_9264,rewo_37838,,'includes','kits posts','four posts',,,'louvered','plates' 'louvered',"polymer louvered shelving unit - 60""l x 21""w 64""h""@en 64""h ""@en"," "" csu41606480 shelving unit plastic""@en ""  plastic | camshelves""@en"
katom_9265_rewo_37844,1,,,cambro,cambro,,,'glass and dish racks',,1658791,1658791,'red','camrack glass' 'red','nsf','nsf','5.67',"'9.000""'",katom_9265,rewo_37844,,,,,,,'rack with extender full' 'glass racks','rack with extender full',"camrack glass rack with extender - 9-compartments, red""@en 9-compartments red ""@en"," "" 9s318163 dishwasher rack, glass compartment""@en ""  rack compartment | racks""@en"
katom_9266_rewo_37846,1,'legs','legs',garland,garland / us rang,,'6 pans','60' 'porcelain' 'convection ovens','60' 'porcelain',1658923,1658923,,,,,'1500.00',,katom_9266,rewo_37846,'series convection' '200' 'front' 'plated','series convection' '200' 'front' 'plated','solid state','solid state','oven','oven','oven racks' 'floor model','oven racks',"double deep depth electric convection oven - 208v/3ph""@en 208v/3ph ""@en"," ""e mco-ed-20-s convection oven, electric""@en "" garland oven electric | full size ovens""@en"
katom_9268_rewo_37851,1,,,carlisl,carlisl,'28','28 gal',,,1659076,1659076,'white','white','nsf','nsf','51.00' '22.5',,katom_9268,rewo_37851,'plastic',,,'heavy duty construction','rectangular','square','handles' 'hand holds on','waste container' 'without lid',"28-gallon commercial trash can - plastic, rectangular, food rated""@en plastic rectangular rated ""@en"," ""e 34152802 trash receptacle, indoor""@en "" e receptacle"
katom_9271_rewo_37867,1,,,get,get enterprises,,,,,1659779,1659779,'beige','cellulose melamine','nsf','nsf','6.00',,katom_9271,rewo_37867,'round' 'bamboo' 'melamine','bamboo',,,,,'diameter' 'coupe break resistant dishwasher safe','dia coupe dishwasher safe',"7.75"" round salad plate, melamine, beige""@en plate beige ""@en melamine"," "" bam-16100 plate, plastic""@en "" get plate"
katom_9276_rewo_37894,1,,,advance tabco,advance tabco,'30 d','30 d','dishtables',,1660836,1660836,'clean straight' 'front side','rolled front side',,,'14 304' '90.00',"'14 304' '10-1/2""'",katom_9276,rewo_37894,'stainless steel','stainless steel',,,,,'rolled' 'clean dishtables' 'straight',,"straight dishtable - l-r operation, stainless legs, 59x30x34"", 14-ga 304-stainless""@en 59x30x34"" operation legs 304-stainless ""@en"," "" dtc-s30-60r dishtable, clean straight""@en straight | dishtable""@en "" advance dishtable"
katom_9282_rewo_37926,1,,,advance tabco,advance tabco,'72 l','72 l','left with faucet',,1662293,1662293,,'table','legs','legs','16 x 12' '300.00' '46',,katom_9282,rewo_37926,'splash' 'stainless steel','splash' 'stainless steel','table' 'drain plate 14' 'top','left with' 'drain plate 14' 'top',,,'deep' 'gauge' 'edge' 'undershelves','x16' 'gauge' 'undershelves' 'cabinet base with open shelf(s)',"72"" beverage table w/ left side sink & drain trough, 30""d""@en trough 30""d ""@en"," "" bev-30-72l beverage counter""@en "" advance counter | table""@en"
katom_9287_rewo_37943,1,,,cambro,cambro,,,'glass and dish racks',,1662862,1662862,'navy blue','navy blue','nsf','nsf','13.36',"'10.125""'",katom_9287,rewo_37943,'size 20',,,,,,'blue' 'glass racks','rack with 5 extenders full size 20' 'blue',"camrack glass rack - (5)extenders, 20-compartment, navy blue""@en (5)extenders blue ""@en 20-compartment"," "" 20s958186 dishwasher rack, glass compartment""@en ""  rack compartment | racks""@en"
katom_9303_rewo_38012,1,,,rubbermaid,rubbermaid,'850',,,,1665426,1665426,'easy maneuvering' 'blue','easy maneuvering','powder coated steel frame' 'blue','powder coated steel frame' 'blue','38 5' '78.00' '38.63','38 5',katom_9303,rewo_38012,,,'dent chip peel resistant','dent chip peel resistant',,,'duty','duty',".5-cu yd trash cart w/ 850-lb capacity, blue""@en blue ""@en capacity"," "" fg130500dblue tilt truck, mobile""@en ""  truck"
katom_9306_rewo_38031,1,'undershelf','open w/undershelf',john boos,john boos,,,,,1666642,1666642,'bullet feet','work',,,'79.00',,katom_9306,rewo_38031,,,'top','table' 'top',,,'table' 'legs adjustable' 'backsplash','legs adjustable undershelf',"48"" 18-ga work table w/ undershelf & 430-series stainless top, 5"" backsplash""@en top backsplash ""@en"," "" fblgr5-4830 work table, 40"" - 48"", stainless steel top""@en 48"" top | table world""@en "" john"
katom_9307_rewo_38043,1,'dia includes',,carlisl,carlisl,'44','44 gal',,,1667264,1667264,'deep' 'blue','blue','nsf','nsf','38.40' '31.38',,katom_9307,rewo_38043,'handles' 'plastic',,,,,'round','waste' 'reinforced stress ribs' 'handles drag skids' 'hand holds on','waste' 'blue' 'without lid',"44-gal multiple materials recycle bin - indoor/outdoor""@en indoor/outdoor ""@en"," ""e 34104414 trash can / container, commercial""@en "" e container"
katom_9310_rewo_38054,1,,,get,get enterprises,'8 qt',,,'8 qt',1667668,1667668,'green','green','black','black',,,katom_9310,rewo_38054,'14 qt rim full','14 qt rim full','resistant dishwasher safe melamine','resistant dishwasher safe melamine',,'square',,,"16"" square brasilia plastic bowl w/ 12.8-qt capacity, green & black""@en capacity black ""@en"," "" ml-249-g/bk serving bowl, plastic""@en "" get bowl"
katom_9317_rewo_38071,1,,,cambro,cambro,,,'glass and dish racks',,1668402,1668402,'rack height 7 1' 'navy blue','navy blue','nsf','nsf','7.61',"'7.500""'",katom_9317,rewo_38071,,,,,,,'extenders full size 1 compartment' 'inside stack height navy' 'blue' 'peg & open racks','extenders full size 1 compartment' 'inside stack height navy' 'blue',"camrack base rack - (3)extenders, 1-compartment, 4""h, navy blue""@en 1-compartment blue ""@en (3)extenders 4""h"," "" br712186 dishwasher rack, open""@en open | cup racks""@en ""  rack"
katom_9325_rewo_38115,1,'h riser' 'undershelf','open w/undershelf',duk,duk,'30 wide','30 wide',,,1670351,1670351,'top','top',,,'266.00',,katom_9325,rewo_38115,'stainless steel',,,'undershelf and posts',,,'table stainless steel' 'top riser' 'backsplash','table stainless steel' 'top and riser' 'gauge type',"132"" 16-ga work table w/ undershelf & 300-series stainless top, 5"" backsplash""@en backsplash ""@en top"," ""e 316s-30132-5r work table, 121"" - 132"", stainless steel top""@en 132"" "" e table top | worktable open base with backsplash""@en"
katom_9328_rewo_38121,1,,'open w/undershelf',john boos,john boos,'30 d','30 d',,,1670669,1670669,,,'60' 'down riser 16','60' 'down riser 16','20 x 10 left','20 x 10 left',katom_9328,rewo_38121,'stainless steel','stainless steel','table' 'top' 'faucet holes adjustable' 'undershelf 1 s s adjustable','table' 'top' 'faucet holes adjustable' 'undershelf 1 stainless steel adjustable',,,,,"work table w/ 1-bowl & splash mount faucet, 60x30"", stainless bullet feet""@en faucet feet ""@en 60x30"""," "" ept8r5-3060ssk-l work table, with prep sink(s)""@en "" john table"
katom_9335_rewo_38167,1,,,follett,follett,'3240 lbs','3000 - 3999 lb',,,1672586,1672586,'top','top',,,'25lb' '92.5' '1144.00','25lb',katom_9335,rewo_38167,'each paddle' 'stainless steel','each paddle' 'stainless steel','lift door with','bin storage' 'lift door with',,,,'w/top-hinged front door&dispensing chute',"76"" wide 3240-lb ice bin with chute door""@en door ""@en"," "" dev3200sg-72-75 ice bin for machines""@en ""  machines | bins""@en"
katom_9344_rewo_38203,1,,,equipex,equipex,'570 f','570 f',,,1673754,1673754,,,,,'145.00',,katom_9344,rewo_38203,'recessed control panel 208 240v 60 1','recessed control panel 208 240v 60 1','griddle plate','griddle plate',,,,,"1ph 35"" electric griddle - thermostatic, steel plate, 120v""@en thermostatic 120v ""@en plate"," "" pss-900 1ph griddle, electric, countertop""@en countertop | electric griddles""@en ""  griddle"
katom_9346_rewo_38209,1,,,cambro,cambro,,'36 f' '30 c' '190 f',,,1674076,1674076,'gray','installed glass','brushed graphite','brushed graphite','64' '57.66',"'64""'",katom_9346,rewo_38209,,'nylon','connectors wedges','shelf plates',,,'solid','h withstands' 'filled' 'vented' 'reinforced' 'louvered',"580 polymer solid add-on shelving unit - 42""l x 24""w 64""h""@en 64""h ""@en"," "" ea244264580 add-on shelving unit""@en ""  unit | camshelves""@en"
katom_9349_rewo_38231,1,,,bu,bunn-o-matic,'18lb' '7 cup' '11 1' '12oz' '3 - 12oz cups/min','12 oz' '18 lb' '7 cup' '11 1','specialty drink dispensers',,1675194,1675194,,,'stainless steel',,'145.61',,katom_9349,rewo_38231,'rate' '6amps nema','rate' '6amps nema','beverages' 'nsf etl','flavor cold beverage' 'beverages' 'nsf etl','pumps','pumps','cold beverage system lighted door' 'products high intensity' 'cold/ juice drink machine','products high intensity',"4-flavor cold beverage system, juice display, 120 v (37300.0004)""@en system (37300.0004) ""@en display"," "" jdf-4s-0004 juice dispenser electric""@en ""  electric | ""@en"
katom_9352_rewo_38235,1,,'legs with side crossrails',advance tabco,advance tabco,'60 l','60 l','12','12',1675278,1675278,'regaline sink 1',,,'stainless steel','109.00',"'8""'",katom_9352,rewo_38235,'nsf','nsf','deep' 'open frame' 'gauge','compartment with left hand' 'deep' 'open frame' 'gauge',,,'compartment with left hand',,"60"" 1-compartment sink w/ 18""l x 24""w bowl, 12"" deep""@en bowl deep ""@en"," "" 93-61-18-36l sink, (1) one compartment""@en "" advance sink compartment | sinks with drainboard""@en"
katom_9355_rewo_38246,1,'undershelf','open w/undershelf',elkay,elkay,,'30 long 16 300 s s','30 long 16',,1675753,1675753,,,,,'91.00',,katom_9355,rewo_38246,'stainless steel','18 gauge adjustable s s undershelf','table with undershelf backsplash' 'top','table with undershelf backsplash',,,'work' 'legs with adjustable stainless steel feet' 'backsplash','work' 'with backsplash turned down edges',"30"" 16-ga work table w/ undershelf 300-series stainless top, 4"" backsplash""@en backsplash ""@en top"," "" wt24s30-bsx work table, 30"" - 35"", stainless steel top""@en top | table world""@en 35"" "" "
katom_9357_rewo_38257,1,,,rubbermaid,rubbermaid,'11 5' '16 l','22 qt' '11 5' '16 l' '212 f' '704 oz','nsf s o s','nsf s o s',1676222,1676222,'red','red',,,'16 h',,katom_9357,rewo_38257,'clear','saving' 'clear',,,'blue' 'fda','blue' 'fda','safe clear','safe clear',"22-qt space saving square container - clear poly""@en poly ""@en"," "" fg632200clr food storage container, square""@en ""  container"
katom_9359_rewo_38266,1,,,cambro,cambro,,,'to 11' 'dish dispensers','to 11',1676383,1676383,'brown','dark brown',,,'90.00',,katom_9359,rewo_38266,'131','131','plates or up' 'plates holds','plates or up' 'plates holds',,,'replaced model dc1125' 'dish dispenser','replaced model dc1125',"versa dish caddy - 4 column, 11-1/4"" round/9-1/2"" square, dark brown""@en brown ""@en square column"," "" dcs1125131 cart, dish""@en ""  cart dish | caddy""@en"
katom_9377_rewo_38337,1,,,accutemp,accutemp,'12',"'(6) 12""x20""x2-1/2 deep pans/compartment'",'n hold convection steamer includes','n hold convection steamer includes',1679416,1679416,,,,,'12 x 20' '71.2' '512.00','12 x 20',katom_9377,rewo_38337,'plug energy star','plug energy star','mechanical timer','mechanical timer',,,'two steam' 'deep pans each compartment','deep pans each compartment',"electric floor model steamer w/ (12) full size pan capacity, 440v/3ph""@en 440v/3ph ""@en capacity"," "" s64403d120 dbl steamer, convection, electric, boilerless, floor model""@en boilerless convection ""  steamer model | steamers""@en electric"
katom_9379_rewo_38352,1,,,san jamar,san jamar,,,'12','12',1679898,1679898,'display smart','display smart',,,,,katom_9379,rewo_38352,'down','down','large lcd','large lcd',,,'quickload','quickload',"snap air care system w/ indicator light, battery powered, lcd, white""@en lcd powered white ""@en light"," "" lc125801804 air freshener""@en "" san"
katom_9382_rewo_38361,1,,,cambro,cambro,,,'glass and dish racks',,1680116,1680116,'camrack glass' 'brown','camrack glass' 'brown','nsf','nsf','14.62',"'11.000""'",katom_9382,rewo_38361,'size 16','size 16',,,,,'maximum diameter' 'glass racks',,"camrack glass rack - (6)extenders, 16-compartment, 12-5/8""h brown""@en 16-compartment brown ""@en (6)extenders"," "" 16s1214167 dishwasher rack, glass compartment""@en ""  rack compartment | racks""@en"
katom_9383_rewo_38368,1,,,curtro,curtro,,'28 d','loading cover',,1680304,1680304,'pvc window clear information','rack cover' 'tan',,'zipper flats clear',,'62 h',katom_9383,rewo_38368,'pocket hanger' 'loop tan','pocket hanger loop tan','28 deep','protecto',,,'rack cover' 'reinforced','standard size' 'reinforced' 'viewing window clear info',"rack cover w/ clear pvc window, tan""@en tan ""@en window"," ""n supro-14-tn rack cover""@en "" n cover | pan covers""@en"
katom_9399_rewo_38428,1,,,focus,focus foodservice llc,,,,,1682662,1682662,'wire','wire',,'green epoxy',,,katom_9399,rewo_38428,'green','green',,,,,'epoxy coated','epoxy coated',"epoxy coated wire shelf - 12x36""""@en 12x36"" ""@en"," "" ff1236gn shelving, wire""@en "" focus shelving"
katom_9401_rewo_38435,1,,,cambro,cambro,,,,,1682904,1682904,'gray','speckled gray','nsf','nsf' 'gray','72' '103.09',"'72""'",katom_9401,rewo_38435,,,'kits posts','four posts',,,'plates with camguard' 'louvered','plates' 'louvered',"polymer louvered shelving unit - 54""l x 21""w 72""h""@en 72""h ""@en"," "" csu41547480 shelving unit plastic""@en ""  plastic | camshelves""@en"
katom_9406_rewo_38475,1,'usa energy star 115v','usa energy star',beverage air,beverage air,,,,,1685289,1685289,,,'60 1ph','one','78' '373.00',,katom_9406,rewo_38475,,,'glass door 23','glass door 23',,,'self closing door with recessed pocket door handle white' 'made in','self closing door with recessed pocket door handle white' 'made in',"27"" one-section glass door merchandiser w/ swing door, 115v""@en 115v ""@en"," "" lv23-1-w-led refrigerator, merchandiser""@en merchandiser | glass door merchandisers""@en "" beverage refrigerator"
katom_9407_rewo_38478,1,'glass 100','glass 100',advance tabco,advance tabco,,,,,1685629,1685629,,,'glass front and side','shield patent',,"'18""'",katom_9407,rewo_38478,'glass top',,'panels 18 deep to meet' 'pounds evenly distributed','shelf' 'panels 18 deep to meet' 'pounds evenly distributed',,,'style' 'shelf' 'panels side' 'intervals maximum','glass front side' 'panels side' 'intervals maximum' 'vertical',"cafeteria style food shield - glass top shelf, 100-lb capacity, 15x48x18""@en capacity 15x48x18 ""@en shelf"," "" gsgc-15-48 sneeze guard, stationary""@en stationary | guards""@en "" advance guard"
katom_9420_rewo_38512,1,,,john boos,john boos,'48 l','48 l','underbar stations',,1686744,1686744,,,'solid aluminum','solid aluminum' 'stainless steel top front ends and galv leg','150.00',,katom_9420,rewo_38512,'stainless steel' 'galvanized','stainless steel' 'galvanized','circuits in' 'construction weights are' 'subject to additional','circuits in' 'heavy duty',,,'deep insulated ice bin with drain' 'legs with adjustable bullet feet' 'storage','deep insulated ice bin with drain' 'legs with adjustable',"underbar ice bin - 7-circuit cold plate, insulated, 48x21x30"", 18-ga stainless""@en insulated stainless ""@en 48x21x30"" plate"," "" eubib-4821cp7 underbar ice bin/cocktail unit""@en "" john"
katom_9421_rewo_38514,1,,,advance tabco,advance tabco,,,'dishtables',,1686812,1686812,,,'304 series stainless steel','304 series stainless steel','200.00',"'10""'",katom_9421,rewo_38514,'stainless steel','stainless steel','left to right' 'legs with stainless steel','left to right' 'legs with stainless steel','front side','front side','clean dishtable l shaped' 'rolled' 'corner' 'clean dishtables','rolled',"47"" komer clean dishtable - l-shape, stainless legs, l-r, 14-ga 304-stainless""@en legs 304-stainless ""@en l-r l-shape"," "" dtc-k30-48r dishtable, clean ""l"" shaped""@en shaped | l dishtable""@en "" advance dishtable"
katom_9422_rewo_38523,1,'standard oven','pyromax rear',southbend,southbend,'60 3',,,,1687096,1687096,'right wavy grates standing pilot 2','ultimate','nsf','nsf','1075.00',,katom_9422,rewo_38523,'saut burners' 'oven',,'lp gas' 'burners rear','saute burners','restaurant range' 'restaurant',,'standard ovens with battery' 'per' 'lp' 'ng','restaurant' 'with wavy grates' 'oven base standing pilot' 'csa',"60"" 9-burner gas range, lp""@en range lp ""@en"," "" 4602dd-6l range, 60"" restaurant, gas""@en ""  range restaurant"
katom_9428_rewo_38541,1,,,fw,food warming equipment,'270 3' '22 gauge' '150 plate','270 3' '22 gauge',,,1688102,1688102,,'plates 13','metal',,'690.00' '76.75',,katom_9428,rewo_38541,'20 gauge' 'stainless steel' 'stainless','20 gauge' 'stainless steel','diameter electric','diameter electric',,,'plates 13' 'for canned heat recessed push handles doors' 'heated','e series' 'banquet' 'for canned heat recessed push handles doors',"150-plate heated meal delivery cart, 120v""@en cart 120v ""@en"," "" e-1500-xxl heated cabinet, banquet""@en "" food cabinet"
katom_9432_rewo_38556,1,'left thermostatic' 'convection ovens' 'convection oven','left thermostatic',southbend,southbend,,,,,1688609,1688609,'per oven',,'nsf','nsf','1075.00',,katom_9432,rewo_38556,'battery' 'stainless steel',,'standard grates' 'shelf 6 adjustable' 'lp gas','burners' 'standard grates','restaurant' 'restaurant range','restaurant','ng' 'lp','csa',"60"" 4-burner gas range with griddle, ng""@en griddle ng ""@en"," "" 4603aa-3tl range, 60"" restaurant, gas""@en restaurant ""  range"
katom_9433_rewo_38564,1,'heavy duty',,true refrigeratio,tru,'60 1','60 1' '8','lids locks','lids locks',1688846,1688846,,,'usa','usa','350.00' '46','300 series',katom_9433,rewo_38564,'dual' 'front hold' 'white vinyl exterior stainless steel','dual' 'front hold' 'white vinyl' 'stainless steel','open flip' 'floor racks' 'digital thermometer','open flip' 'floor racks' 'digital thermometer',,,'drop','drop' 'heavy duty' 'mobile',"Milk Cooler w/ Top & Side Access - (512) Half Pint Carton Capacity, 115v""@en Capacity 115v ""@en"," ""e tmc-34-ds-ss milk cooler""@en "" e cooler | width: 29-39""@en"
katom_9441_rewo_38601,1,,,nemco,nemco,,,'control',,1690278,1690278,'shell 120v','shell 120v',,'60' 'aluminum',,,katom_9441,rewo_38601,'heating' 'cetlus','heating','cord plug','infinite control' 'cord plug','includes',,'element indicator light aluminum','element indicator light aluminum',"bar heater w/ infinite controls, cord & plug, 72.25x7x2.75"", 120v""@en 72.25x7x2.75"" plug 120v ""@en controls"," "" 6151-60-cp heat lamp, strip type""@en ""  lamp"
katom_9443_rewo_38611,1,'convection ovens' 'convection oven','convection oven',southbend,southbend,'60 3',,,,1690595,1690595,'standard grates' 'per oven',,'nsf','nsf','1075.00',,katom_9443,rewo_38611,'battery' 'stainless steel',,'shelf 6 adjustable' 'lp gas' 'saut burners','saute burners','restaurant range' 'rear','restaurant','rear' 'ng' 'lp','in rear' 'standard grates',"60"" 6-burner gas range with griddle & broiler, lp""@en broiler lp ""@en"," "" 4604aa-2rr range, 60"" restaurant, gas""@en ""  range restaurant"
katom_9449_rewo_38638,1,,,federal,federal industries,,,,,1691508,1691508,,,'60 1ph' 'black',,'765.00' '48',"'43"" - 48""'",katom_9449,rewo_38638,'glass' 'black trim','glass' 'black trim','vertical dual' 'glass ends' 'designed for continuous','vertical dual' 'shelves three tiers' 'glass ends' 'designed for continuous','tilt front' 'tempered','tilt front' 'tempered','control sloped thermopane' 'shelves' 'rear doors' 'straight glass','control sloped thermopane' 'shelves' 'rear doors',"59"" full service bakery case w/ straight glass - (4) levels, 120v""@en 120v ""@en levels"," "" sgr5948dz display case, refrigerated/non-refrig""@en "" federal case"
katom_9455_rewo_38650,1,,'h fits',san jamar,san jamar,'9 to' 'swing replaceable','9 to' 'swing replaceable','h fits 1','reserva bath tissue dispenser',1691966,1691966,'reserva bath tissue dispenser','kolor cut',,,,,katom_9455,rewo_38650,'rolls','rolls','gauge full','gauge full','resistant','resistant','l',,"oceans kolor-cut reserva jumbo toliet tissue dispenser, translucent black""@en black ""@en dispenser"," "" r3090tbk toilet tissue dispenser""@en "" san dispenser | single roll dispensers""@en"
katom_9457_rewo_38667,1,,,true refrigeratio,tru,'3hp f' '2hp 115v' '60 1' '11 6','3hp f' '2hp 115v' '60 1' '11 6',,,1692660,1692660,,,'two section stainless steel','two section stainless steel','650.00',,katom_9457,rewo_38667,'aluminum','aluminum','reach in','reach in',,,'front' 'control','front' 'control',"53"" Two Section Commercial Refrigerator Freezer - Solid Doors, Top Compressor, 115v""@en Doors 115v ""@en Compressor"," ""e sta2dt-2s refrigerator freezer, reach-in""@en "" e freezer reach-in | two section refrigerators""@en"
katom_9458_rewo_38672,1,'open base','open w/side & rear crossrails',elkay,elkay,'30 wide' '300 series','30 wide' '300 s',,,1692937,1692937,,,,,'104.00',,katom_9458,rewo_38672,'stainless steel',,'table with open base backsplash' 'top' 'edges adjustable' 'cross','table with open base backsplash',,,'work' 'stainless steel' 'legs with adjustable stainless steel feet' 'backsplash','standard work' 'with backsplash turned down' 'edges adjustable' 's s cross bracing' 's s legs with adjustable s s feet flyer pricing',"36"" 16-ga work table w/ open base & 300-series stainless top, 4"" backsplash""@en backsplash ""@en top"," "" wt30x36-bsx work table, 36"" - 38"", stainless steel top""@en top | table world""@en ""  38"""
katom_9462_rewo_38690,1,,,cambro,cambro,,,'glass and dish racks',,1693571,1693571,'brown','brown','nsf','nsf','15.44',,katom_9462,rewo_38690,,'size accommodates',,,,,'plates 1' 'h extender vinyl coated steel grid brown' 'plate racks & grids','plates 1' 'h extender vinyl coated steel grid brown' 'with wire dividers',"camrack platesafe - full-size, (14)10-1/2 to 12-1/2"" plates, brown""@en full-size brown ""@en plates"," "" crp141012167 dishwasher rack plates""@en ""  plates | flatware racks""@en"
