ids,label,style_lev_sim,style_jac_q3_sim,style_jac_an_sim,style_exact_sim,style_all_missing,shape_lev_sim,shape_jac_q3_sim,shape_jac_an_sim,shape_exact_sim,shape_all_missing,brand_lev_sim,brand_jac_q3_sim,brand_jac_an_sim,brand_exact_sim,brand_all_missing,product_type_lev_sim,product_type_jac_q3_sim,product_type_jac_an_sim,product_type_exact_sim,product_type_all_missing,material_lev_sim,material_jac_q3_sim,material_jac_an_sim,material_exact_sim,material_all_missing,category_lev_sim,category_jac_q3_sim,category_jac_an_sim,category_exact_sim,category_all_missing,color_lev_sim,color_jac_q3_sim,color_jac_an_sim,color_exact_sim,color_all_missing,capacity_lev_sim,capacity_jac_q3_sim,capacity_jac_an_sim,capacity_exact_sim,capacity_all_missing,height_lev_sim,height_jac_q3_sim,height_jac_an_sim,height_exact_sim,height_all_missing,finish_lev_sim,finish_jac_q3_sim,finish_jac_an_sim,finish_exact_sim,finish_all_missing,base_lev_sim,base_jac_q3_sim,base_jac_an_sim,base_exact_sim,base_all_missing
rewo_27416_cdi_931,1,0.17391304347826086,0.03333333333333333,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.5,0.2903225806451613,0.25,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.5609756097560976,0.44680851063829785,0.5,0,0
rewo_27430_cdi_932,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.8333333333333334,0.625,0.5,0,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
rewo_27438_cdi_933,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.46153846153846156,0.4523809523809524,0.4,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0
rewo_27461_cdi_934,1,0.5454545454545454,0.6,0.6363636363636364,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.23529411764705888,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0
rewo_27523_cdi_935,1,0.625,0.6363636363636364,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.30612244897959184,0.31343283582089554,0.2222222222222222,0,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.15625,0.18181818181818182,0.25,0,0,0.4067796610169492,0.323943661971831,0.4,0,0
rewo_27527_cdi_936,1,0.6829268292682926,0.7073170731707317,0.8,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,0.11764705882352944,0.08695652173913043,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.7619047619047619,0.5172413793103449,0.4,0,0,0.17391304347826086,0.19230769230769232,0.2,0,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.5454545454545454,0.4230769230769231,0.42857142857142855,0,0
rewo_27539_cdi_937,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.4358974358974359,0.43902439024390244,0.4,0,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.5,0.3770491803278688,0.4444444444444444,0,0
rewo_27545_cdi_938,1,0.40963855421686746,0.25806451612903225,0.21428571428571427,0,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,0.19999999999999996,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.1470588235294118,0.16666666666666666,0.2,0,0,-1.0,-1.0,-1.0,-1,0
rewo_27550_cdi_939,1,0.13043478260869568,0.125,0.16666666666666666,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.24242424242424243,0.058823529411764705,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.4,0.2777777777777778,0.25,0,0
rewo_27599_cdi_940,1,0.18888888888888888,0.10101010101010101,0.07692307692307693,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.6428571428571428,0.4864864864864865,0.4,0,0,0.6538461538461539,0.6206896551724138,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.25,0.10526315789473684,0.0,0,0,-1.0,-1.0,-1.0,-1,0
rewo_27641_cdi_941,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.34615384615384615,0.16666666666666666,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1
rewo_27648_cdi_942,1,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,0.4838709677419355,0.325,0.2,0,0,0.6071428571428572,0.5806451612903226,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.4716981132075472,0.2923076923076923,0.1,0,0
rewo_27707_cdi_943,1,0.28260869565217395,0.14754098360655737,0.125,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.2727272727272727,0.06060606060606061,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,-1.0,-1.0,-1.0,-1,0
rewo_27712_cdi_944,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.6071428571428572,0.5806451612903226,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.20588235294117652,0.04,0.0,0,0
rewo_27736_cdi_945,1,0.4137931034482759,0.28378378378378377,0.09090909090909091,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.3529411764705882,0.125,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.2941176470588235,0.3055555555555556,0.25,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,0
rewo_27762_cdi_946,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0
rewo_27768_cdi_947,1,0.3214285714285714,0.07317073170731707,0.0,0,0,0.2727272727272727,0.14814814814814814,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.25,0.06818181818181818,0.0,0,0,0.2941176470588235,0.09375,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.5897435897435898,0.42592592592592593,0.5,0,0
rewo_27779_cdi_948,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,0.4571428571428572,0.5142857142857142,0.42857142857142855,0,0,-1.0,-1.0,-1.0,-1,0,0.8571428571428572,0.6388888888888888,0.6,0,0
rewo_27821_cdi_949,1,0.1071428571428571,0.12727272727272726,0.125,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.4385964912280702,0.40298507462686567,0.375,0,0,0.36,0.06976744186046512,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.2647058823529411,0.05357142857142857,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.19999999999999996,0.024390243902439025,0.0,0,0
rewo_27833_cdi_950,1,0.16666666666666663,0.08,0.0,0,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,0.3157894736842105,0.058823529411764705,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.3846153846153846,0.375,0.5,0,0,0.1694915254237288,0.1875,0.2,0,0
rewo_27912_cdi_951,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.17391304347826086,0.19230769230769232,0.2,0,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.8571428571428572,0.6388888888888888,0.6,0,0
rewo_27956_cdi_952,1,0.33333333333333337,0.1875,0.14285714285714285,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.3157894736842105,0.1,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.1470588235294118,0.030303030303030304,0.0,0,0
rewo_27976_cdi_953,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.3076923076923077,0.42857142857142855,0.3333333333333333,0,0,0.6071428571428572,0.5806451612903226,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.4716981132075472,0.2923076923076923,0.1,0,0
rewo_28019_cdi_954,1,0.1875,0.0375,0.0,0,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,0.4358974358974359,0.43902439024390244,0.4,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.3846153846153846,0.375,0.5,0,0,-1.0,-1.0,-1.0,-1,0
rewo_28136_cdi_955,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.7083333333333333,0.6666666666666666,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,0,0.2272727272727273,0.04878048780487805,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,0
rewo_28163_cdi_956,1,0.5641025641025641,0.5238095238095238,0.6,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.17647058823529416,0.043478260869565216,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.4067796610169492,0.323943661971831,0.4,0,0
rewo_28209_cdi_957,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0
rewo_28294_cdi_958,1,0.03809523809523807,0.021052631578947368,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.2222222222222222,0.14285714285714285,0.14285714285714285,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.3846153846153846,0.375,0.5,0,0,0.1470588235294118,0.030303030303030304,0.0,0,0
rewo_28321_cdi_959,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,0.33333333333333337,0.14516129032258066,0.125,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.75,0.8125,0.75,0,0,-1.0,-1.0,-1.0,-1,0
rewo_28365_cdi_960,1,0.6511627906976745,0.6304347826086957,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.3902439024390244,0.4470588235294118,0.5,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0
rewo_28376_cdi_961,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.6206896551724138,0.6551724137931034,0.6666666666666666,0,0,0.17391304347826086,0.19230769230769232,0.2,0,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,1.0,1.0,1.0,1,0
rewo_28388_cdi_962,1,-1.0,-1.0,-1.0,-1,0,0.3157894736842105,0.2926829268292683,0.2,0,0,-1.0,-1.0,-1.0,-1,1,0.2142857142857143,0.06521739130434782,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.28,0.2857142857142857,0.3333333333333333,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,-1.0,-1.0,-1.0,-1,0
rewo_28403_cdi_963,1,0.054545454545454564,0.0625,0.06666666666666667,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.2777777777777778,0.24528301886792453,0.2857142857142857,0,0,0.2941176470588235,0.07142857142857142,0.0,0,0,1.0,1.0,1.0,1,0,0.26315789473684215,0.027777777777777776,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.1470588235294118,0.030303030303030304,0.0,0,0
rewo_28454_cdi_964,1,0.1333333333333333,0.07407407407407407,0.125,0,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,0,0.19444444444444442,0.14583333333333334,0.16666666666666666,0,0,0.16000000000000003,0.08,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.23529411764705888,0.03225806451612903,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.4067796610169492,0.323943661971831,0.4,0,0
rewo_28471_cdi_965,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,0.17391304347826086,0.19230769230769232,0.2,0,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.8571428571428572,0.6388888888888888,0.6,0,0
rewo_28482_cdi_966,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.2222222222222222,0.10714285714285714,0.0,0,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1
rewo_28500_cdi_967,1,0.275,0.22727272727272727,0.14285714285714285,0,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.7142857142857143,0.5294117647058824,0.5714285714285714,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.4067796610169492,0.323943661971831,0.4,0,0
rewo_28569_cdi_968,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
rewo_28612_cdi_969,1,0.2321428571428571,0.15151515151515152,0.1111111111111111,0,0,0.2857142857142857,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.2857142857142857,0.0425531914893617,0.0,0,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.20588235294117652,0.04,0.0,0,0
rewo_28667_cdi_970,1,0.6829268292682926,0.7073170731707317,0.8,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.7241379310344828,0.7333333333333333,0.75,0,0,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.18181818181818177,0.25,0.2,0,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,1.0,1.0,1.0,1,0
rewo_28682_cdi_971,1,0.20512820512820518,0.17333333333333334,0.18181818181818182,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.1707317073170732,0.03508771929824561,0.0,0,0,0.36,0.06976744186046512,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.12068965517241381,0.029411764705882353,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.21818181818181814,0.03488372093023256,0.0,0,0
rewo_28688_cdi_972,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.6071428571428572,0.5806451612903226,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.20588235294117652,0.04,0.0,0,0
rewo_28709_cdi_973,1,0.12903225806451613,0.05405405405405406,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.75,0.5625,0.5,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,-1.0,-1.0,-1.0,-1,0
rewo_28717_cdi_974,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.5151515151515151,0.5428571428571428,0.5,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
rewo_28721_cdi_975,1,0.3214285714285714,0.1686746987951807,0.16666666666666666,0,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.1470588235294118,0.030303030303030304,0.0,0,0
rewo_28724_cdi_976,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.17391304347826086,0.19230769230769232,0.2,0,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.8571428571428572,0.6388888888888888,0.6,0,0
rewo_28741_cdi_977,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.19999999999999996,0.20634920634920634,0.25,0,0,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,0.3529411764705882,0.35,0.5,0,0,0.18181818181818177,0.2,0.2,0,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,1.0,1.0,1.0,1,0
rewo_28748_cdi_978,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,0.4571428571428572,0.5142857142857142,0.42857142857142855,0,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.8571428571428572,0.6388888888888888,0.6,0,0
rewo_28787_cdi_979,1,0.4565217391304348,0.3076923076923077,0.14285714285714285,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.7777777777777778,0.5384615384615384,0.3333333333333333,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.16666666666666663,0.1935483870967742,0.25,0,0,-1.0,-1.0,-1.0,-1,0
rewo_28804_cdi_980,1,0.2435897435897436,0.11827956989247312,0.07142857142857142,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.6071428571428572,0.5806451612903226,0.5,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,0
rewo_28877_cdi_981,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,0.4545454545454546,0.42857142857142855,0.5,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.17391304347826086,0.19230769230769232,0.2,0,0,-1.0,-1.0,-1.0,-1,0,0.8571428571428572,0.6388888888888888,0.6,0,0
rewo_28930_cdi_982,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.17391304347826086,0.19230769230769232,0.2,0,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.8571428571428572,0.6388888888888888,0.6,0,0
rewo_28938_cdi_983,1,0.11538461538461542,0.06060606060606061,0.0,0,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,0.6071428571428572,0.5806451612903226,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,0
rewo_28943_cdi_984,1,0.4871794871794872,0.47619047619047616,0.5,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.3214285714285714,0.3225806451612903,0.42857142857142855,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
