m4_id,m4_cid,m4_number,m4_length,m4_title,m4_artist,m4_year,m4_language,m4_filtering_attr,m2_id
3467,9050,59,0m 30sec,059-Solitary Gladiator C,Ron D. Komie & Rick Rhodes,,EEng.,059solitarygladiatorcrondkomie&rickrhodesolympicchallengevolii,m4_3467
3468,2856,A1,unknown,0A1-[untitled],Carsten Fietz,,Ger.,0a1untitledcarstenfietztreibstoff,m4_3468
3469,8637,2,5m 6sec,002-Burn (Flashpoint),Fear Factory,,Eng.,002burn,m4_3469
3470,7521,1,4m 8sec,001-Train,Goldfrapp,,Eng.,001traingoldfrapptrain,m4_3470
3471,7615,2,2m 49sec,002-I'll Never,Mitch & The Mistys,,Eng.,002illnevermitch&themistysfoundinthebasementvoli,m4_3471
3472,2645,5,4m 38sec,005- , ,,Heb.,005,m4_3472
3473,9068,9,3m 40sec,009-Speks,Ainars Karps,,Lat.,009speksainarskarpskosmiskaapzina,m4_3473
3474,9069,10,2m 50sec,010-Fantasia No. 12 (Rose Consort of Viols),Thomas Tomkins,,Eng.,010fantasiano12,m4_3474
3475,4847,1,2m 11sec,0 01-Human Reason,Carl Smart,,Eng.,001humanreasoncarlsmarthumanreason,m4_3475
3476,9075,6,9m 13sec,006-The Slow Slow,Doom:vs,,EngO.,006theslowslowdoomvsearthless,m4_3476
3477,9076,8,3m 34sec,o08-Ether Way,Wilco,,Eng.,o08etherwaywilco20060321uptowntheaterkansascitymousa,m4_3477
3478,3848,7,3m 58sec,007-One More Time (Karneval),Crystal Gayle,,Eng.,007onemoretime,m4_3478
3479,5637,7,4m 33sec,007-Der kleine Konig,Fredrik Vahle,,Ger.,007derkleinekonigfredrikvahleguckderkleinekonigkommt,m4_3479
3480,9086,3,4m 11sec,003-Noches de Verano ((Summer Nights),Timbiriche,,Spa.,003nochesdeverano,m4_3480
3481,9090,9,unknown,009-Get a Hold,A Tribe Called Quest,,Eng.,009getaholdatribecalledquestthevibeimon,m4_3481
3482,9092,10,3m 55sec,010-Terroreast,169431-A010,,Rus.,010terroreast169431a0102,m4_3482
3483,9096,29,1m 0sec,029-Damascus Avenue,KKeith Bayley,,Eng.,029damascusavenuekkeithbayleymeanstreets,m4_3483
3484,9097,16,4m 52sec,Rise Up,oldman Jason,,Eng.,riseupoldmanjasonmusenet1992,m4_3484
3485,9099,9,4m 29sec,009-Every Breath Is Yours,The Waterboys,2003,Eng.,009everybreathisyoursthewaterboysuncut200309pickofthemonth,m4_3485
3486,2964,6,3m 25sec,"006-Love, You're Makin' All The Fools",Ted Gardestad,,unknown,006loveyouremakinallthefoolstedgardestadsolvindochvatten,m4_3486
3487,9102,5,4m 13sec,005-Tear-Water Tea,Tiles,,Eng.,005tearwaterteatileswindowdressing,m4_3487
3488,3410,10,6m 1sec,010-Skit (Sebastian Russell remix),Dapayk Solo,2010,unknown,010skit,m4_3488
3489,5886,10,3m 0sec,010-Stick Up Kids,Wu-Block feat. Jadakiss,,Eng.,010stickupkidswublockfeatjadakisswublock,m4_3489
3490,9039,8,1m 46sec,008-Modestine,Savourna Stevenson,,Eng.,008modestinesavournastevensontusitalatelleroftales,m4_3490
3491,4454,9,4m 58sec,009-The Look of Love (NFG Two Steps remix),Jose Padilla,,unknown,009thelookoflove,m4_3491
3492,7465,6,2m 50sec,006-Don't Want Fight,,,Eng.,006dontwantfight#amore,m4_3492
3493,9117,3,2m 17sec,003-Woody Woodpecker,Mel Blanc and the Sportsmen,,Eng.,003woodywoodpeckermelblancandthesportsmenhellochildreneverywhere,m4_3493
3494,4004,1,8m 4sec,001-Anomaly-Calling Your Name (Solarstone Chillout version),Libra presents Taylor,,Eng.,001anomalycallingyourname,m4_3494
3495,9120,20,2m 54sec,020-Intinti Ramayanam,Rajan-Nagendra,,iHn.,020intintiramayanamrajannagendradoobdooboramavolii,m4_3495
3496,9121,10,3m 56sec,010-Mr. Jarvis Lorry's / Little Joey,Andrew & Noah VanNorstrand,,Eng.,010mrjarvislorryslittlejoeyandrew&noahvannorstrandacertaintree,m4_3496
3497,4513,22,3m 2sec,022-Raggare... (live),Rude Kids,,Eng.,022raggare,m4_3497
3498,8430,9,n.a.,009-Pallbearer,Heather Hates You,,Eng.,009pallbearerheatherhatesyouascarisborn,m4_3498
3499,9128,6,4m 8sec,006-Anne-Marie,Lael Alderman,,unknown,006annemarielaelaldermanslowdrag,m4_3499
3500,9130,8,2m 50sec,008-Office Champion,Scholars,,unknown,008officechampionscholarsdemos,m4_3500
3501,9135,22,2m 23sec,022-Keine gleicht von allen Schonen,Hugo Wolf,,Eng.,022keinegleichtvonallenschonenhugowolfhugowolfanniversaryedition,m4_3501
3502,4177,16,2m 53sec,0 16-L.  Do,Louvis Philippe,,Eng.,016ldolouvisphilippetherulingclassclass,m4_3502
3503,7179,2,4m 43sec,002-Pandemonium,Bisc1,,Eng.,002pandemoniumbisc1whenelectricnightfalls,m4_3503
3504,9538,32,0m 30sec,0H32-Miss Clawdy (30 second version),Nigel Mullaney & Jonathan Jowett,,nEg.,0h32missclawdy,m4_3504
3505,5077,27,4m 13sec,027-Do You Hear What I Hear,Carrie Underwood,,Eng.,027doyouhearwhatihearcarrieunderwoodcarnivalride,m4_3505
3506,9379,3,2m 38sec,003-Funky Greek (full mix),"O. Aylmer, Z. Hooper & Paul Sandrone",,ELng.,003funkygreek,m4_3506
3507,7047,3,3m 30sec,003-Ballad of Cable Hogue,Calexico,,unknown,003balladofcablehoguecalexicolammbock,m4_3507
3508,9146,3,,003-Stepping Zone,DMX Krew,,Eng.,003steppingzonedmxkrewcosmicawakening,m4_3508
3509,9148,4,6m 43sec,004-Infrundibulum,Third Troll,,Eng.,004infrundibulumthirdtrollpharmacognosy,m4_3509
3510,9152,3,5m 41sec,003-Zouk & Love,Caribbean Team,,Eng.,003zouk&lovecaribbeanteamhotelchillcaribbean,m4_3510
3511,9153,8,3m 55sec,008-FanFanFanatic,Rheingold,,Ger.,008fanfanfanaticrheingoldr,m4_3511
3512,9154,5,2m 18sec,Amphiba Part 5,Patrick Rondat,,Eng.,amphibapart5patrickrondatamphibia,m4_3512
3513,9155,21,2m 5sec,021-Rockhouse,Roy Orbison,,ng.,021rockhouseroyorbisonredhotroackabillyforicecoolcats,m4_3513
3514,5367,13,3m 45sec,013-Tre polkaer fra Ls: Jens Lyngses polka /  Jysk fynsk / Kingo Pedersens vestenom,ZAR,,Dan.,013trepolkaerfralsjenslyngsespolkajyskfynskkingopedersensvestenomzarstrengeleg,m4_3514
3515,9163,5,4m 53sec,005-Symbiont,Celldweller,,Eng.,005symbiontcelldwellercelldwellerlimitededitionep,m4_3515
3516,9055,3,1m 0sec,003-No Time to Waste (vocal),Danny Davies,,E ng.,003notimetowaste,m4_3516
3517,9167,7,2m 20sec,007-A Volume of Titan Go King's,Titan Go King's,,Eng.,007avolumeoftitangokingstitangokingsgutsidol,m4_3517
3518,4322,13,3m 14sec,013-HotSkillet Mama,Yochanan,,Eng.,013hotskilletmamayochananthesingles,m4_3518
3519,1583,4,3m 36sec,004-De Noorderwind (Instrumentaal),Will Tura,,Dut.,004denoorderwind,m4_3519
3520,7873,7,6m 18sec,007-Wandering Musician,The Doors,,Eng.,007wanderingmusicianthedoorsothervoicesfullcircle,m4_3520
3521,8855,6,4m 41sec,006-Sing Along,Virginia Coalition,,Eng.,006singalongvirginiacoalitionhomethisyear,m4_3521
3522,9185,10,3m 45sec,010-,,,Chi.,010#vol,m4_3522
3523,144,4,3m 9sec,004-On the Bank,Rude Rich and the High Notes,,Eng.,004onthebankruderichandthehighnotessoulstomp,m4_3523
3524,710,1,1m 57sec,001-Java,Al Hirt,,Eng.,001javaalhirtbarjazzvoliv,m4_3524
3525,1261,3,6m 47sec,003-Switchback (Klayton Revision) (Instrumental),Celldweller,,Eng.,003switchback,m4_3525
3526,9189,unknown,5m 15sec,015-Nocturne (Sov P?In Arm),Johan Stengard,,unknown,015nocturne,m4_3526
3527,9191,10,5m 20sec,"010-Madeira, M'Dear",Flanders and Swann,,Eng.,010madeiramdearflandersandswannhattrickcollectorsedition,m4_3527
3528,1374,5,2m 39sec,005-All Of My Triumphs Are Written In Your Hand,,,Eng.,005allofmytriumphsarewritteninyourhand#volo,m4_3528
3529,4991,14,2m 24sec,"014-Israel in Egypt: Part I, Exodus: 6. He spake the word (chorus)",Georg Friedrich Handel,,Eng.,014israelinegyptpartiexodus6hespaketheword,m4_3529
3530,9193,12,2m 27sec,012-Hebrews 08,Zondervan Publishing narrated by Charles Taylor,,EYng.,012hebrews08zondervanpublishingnarratedbycharlestaylornivaudiobible,m4_3530
3531,5586,1,1m 47sec,001-Carnival of the Animals: Introduction and Royal March of the Lion,Camille Saint-Saens,,Eng.,001carnivaloftheanimalsintroductionandroyalmarchofthelioncamillesaintsaenssaintsaenslecarnavaldesanimauxpoulencconcertopour2pianosetorchestre,m4_3531
3532,1437,5,0m 35sec,"005-A Crazy Break, Part 2",WC and the Maad Circle,,ng.,005acrazybreakpart2wcandthemaadcirclecurbservin,m4_3532
3533,9196,5,4m 9sec,005-John MacLean March,The Laggan,,Eng.,005johnmacleanmarchthelagganunitycreatesstrength,m4_3533
3534,7617,7,3m 58sec,007-Szerencsejatekosok,Kowalsky meg  aVega,,Hun.,007szerencsejatekosokkowalskymegavegaforradalomrt,m4_3534
3535,9202,1,3m 48sec,001-Breakout,Swing Out Sister,,Eng.,001breakoutswingoutsistertheultimatecollection,m4_3535
3536,9205,2,1m 35sec,002-As Long as II'm Singing,Bobby Darin,,Eng.,002aslongasiimsingingbobbydarina&ebiographyanthology,m4_3536
3537,7347,6,8m 13sec,00 6-Environ,Kourosh Dini,,Eng.,006environkouroshdiniliveattheblissgardens,m4_3537
3538,6021,10,4m 50sec,010-Dangerous,Niccademus,,unknown,010dangerousniccademusniccademus,m4_3538
3539,480,15,3m 0sec,015-Sister Helen: Vivace,William Wallace,,Eng.,015sisterhelenvivacewilliamwallacethepassingofbeatricesirwilliamwallacevillonsisterhelen,m4_3539
3540,9210,4,0m 58sec,004-Touring Days,Noel Coward,,Eng.,004touringdaysnoelcowardnoelandgertie,m4_3540
3541,9211,4,4m 35sec,004-Play hat Funky Music (a cappella mix),Vanilla Ice,,Eng.,004playhatfunkymusic,m4_3541
3542,7778,173,3m 24sec,"173-St. James Infuirmary, Part 2",Artie Shaw,,Eng.,173stjamesinfuirmarypart2artieshawnonstopmusic,m4_3542
3543,9212,6,unknown,006-Like a Rolling Stone,Bob Dylan,,Eng.,006likearollingstonebobdylan20081121theunitedpalacenewyorkcitynyusa,m4_3543
3544,2861,6,2m 42sec,006-Dune: House Harkonnen,"Frank Herbert, Brian Herbert and Kevin J. Anderson",,Eng.,006dunehouseharkonnenfrankherbertbrianherbertandkevinjandersondunehouseharkonnen,m4_3544
3545,7595,11,6m 18sec,011-Vagga,Ske,,Eng.,011vaggaskefeelingsaregreat,m4_3545
3546,9216,13,2m 11sec,013-Ge mej lyckan tillbaka,Tonix,,Swe.,013gemejlyckantillbakatonixdansminnen340godingarfran60talet,m4_3546
3547,9421,15,unknown,015-Again,STR,,Egn.,015againstrdownunder2002,m4_3547
3548,9217,10,4m 37sec,010-Jerdacuttup Man,The Triffids,1987,Eng.,010jerdacuttupmanthetriffids19871123hamburgradio,m4_3548
3549,7430,5,6m 25sec,005-Decadence,Tommyknockers,,Nr.,005decadencetommyknockersunk,m4_3549
3550,156,7,2m 45sec,007-Le Surveillant general,Michel  Sardou,,Fre.,007lesurveillantgeneralmichelsardoulesn1demichelsardou,m4_3550
3551,9555,01,3m 37sec,010-River of Love,BillN-elson,,Eng.,010riveroflovebillnelsonmysecretstudiovoli,m4_3551
3552,3710,10,0m 46sec,010-The High Ground: Planet of Discontent (M11) / Abduction (M12),Ron Jones,,Eng.,010thehighgroundplanetofdiscontent,m4_3552
3553,9226,9,5m 2sec,009-Back to One,Ming & & FS,2004,Eng.,009backtooneming&&fsstudiodistribution,m4_3553
3554,9234,11,2m 56sec,011-Love Debut,Big Sandy and His Fly-Rite Boys,,Eng.,011lovedebutbigsandyandhisflyriteboysitstime,m4_3554
3555,5327,14,unknown,014-Action In The Dusk,[unknown],,Kor.,014actionintheduskunknown,m4_3555
3556,9250,11,4m 1sec,011-,,,Jap.,011#towerofmusiclover,m4_3556
3557,9251,4,2m 59sec,004-Someday,Olivia NewtonJohn,,En.,004somedayolivianewtonjohnlonglivelove,m4_3557
3558,8560,35,1m 7sec,035-Dramatic Intros: Vocal: Divine Sorrow,Robert Etoll,,Eng.,035dramaticintrosvocaldivinesorrowrobertetolltrailerintros&traileroutrosvolii,m4_3558
3559,4250,6,4m 24sec,006-Ljosker,Mosslonnros,,Eng.,006ljoskermosslonnroseng,m4_3559
3560,8494,3,3m 7sec,003-Yankee Doodle,Broadway Quartet feat. Charles Harrison,,Eng.,003yankeedoodlebroadwayquartetfeatcharlesharrisonfreedomsongsfromtheheartofamerica,m4_3560
3561,5878,8,4m 53sec,008-Will the Circle Be Unbroken,The Nitty Gritty Dirt Band,,Eng.,008willthecirclebeunbrokenthenittygrittydirtbandtreasuryofbluegrassvolii,m4_3561
3562,5632,22,3m 48sec,012-Take Me to the River,Al Green,,Eng.,012takemetotheriveralgreencompactcommandperformances14greatesthits,m4_3562
3563,9283,9,5m 38sec,009-Primvera portena,Evasion,,Spa.,009primveraportenaevasionevasion,m4_3563
3564,1252,7,2m 42sec,006-White Christmas,The Williams Brothers,,Eng.,006whitechristmasthewilliamsbrothersthewilliamsbrotherschristmasalbum,m4_3564
3565,3108,4,3m 4sec,004-In Deine Hande,Popol Vuh,,Ger.,004indeinehandepopolvuhletztetageletztenachte,m4_3565
3566,438,2,12m 28sec,"002-Requiem, Op. 5: X. Agnus Dei",Hector Berlioz,,Eng.,002requiemop5xagnusdeihectorberliozberliozrequiemboitoprologuetomefistofeleverditedeum,m4_3566
3567,9288,3,unknown,"Kantate, BWV 30 ""Freue dich, erloste Schar"": Teil I, III. Aria (Basso) ""Gelobet sei Gott, gelobet sein Name""",Johann Sebastian Bach,,Gr.,kantatebwv30freuedicherlostescharteiliiiiaria,m4_3567
3568,2686,9,6m 11sec,009-La Cumbia Del Pepino (D. Jack - J. Gonzalez),,,Spa.,009lacumbiadelpepino,m4_3568
3569,9292,5,4m 27sec,005 -Can't Get Enough,Taylor Dayne,1993,unknown,005cantgetenoughtaylordaynechartbustersaugust1993,m4_3569
3570,9701,2,5m 58sec,002-Ponta De Areia,Milton Nascimento,,Por.,002pontadeareiamiltonnascimentoultimotremq,m4_3570
3571,9294,12,4m 38sec,012-Live for Loving You,Gloria Estefan,,Eng.,012liveforlovingyougloriaestefanintothelight,m4_3571
3572,9301,17,3m 2sec,017-The Dogs,Basbin Twims,,Eng.,017thedogsbasbintwimsbassbintwinsvsmarineparade,m4_3572
3573,9303,14,6m 0sec,014-Every Picture Tells a Story,Rod Stewart,,Eng.,014everypicturetellsastoryrodstewartthemercuryanthology,m4_3573
3574,9304,2,4m 10sec,002-FRIDAYS FREE FAIR,TERRA ROSA,,Jap.,002fridaysfreefairterrarosatheendlessbasias,m4_3574
3575,7744,11,4m 0sec,011-Diamonds in the Mine,Leonard Cohen,,Eng.,011diamondsinthemineleonardcohengreatesthits,m4_3575
3576,3258,6,4m 17sec,006-When the Day Is Done,The Samples,,Eng.,006whenthedayisdonethesamplestransmissionsfromtheseaoftranquility,m4_3576
3577,9308,9,5m 35sec,009-World of Magic (Land of Unity mix),Pharao,,Eng.,009worldofmagic,m4_3577
3578,3756,4,3m 58sec,004-A Self-Made Man,David Byrne,,Eng.,004aselfmademandavidbyrnedavidbyrne,m4_3578
3579,3229,3,unknown,003-Makin' Out With Granny,Falling Mirror,,Eng.,003makinoutwithgrannyfallingmirrorzenboulders,m4_3579
3580,9317,11,0m 37sec,"011-Variations in E-flat major, OOp. 44: VII.",Ludwig van Beethoven,,Eng.,011variationsineflatmajoroop44viiludwigvanbeethoventhecompletecycleoftriosvoli,m4_3580
3581,9487,2,1m 45sec,002-Insecurity,,,Eng.,002insecurity#freakshow,m4_3581
3582,9320,4,2m 35sec,004-Wohin mit Feuerstuhl?,Jorg Hilbert & Felix Janosa,,Ger.,004wohinmitfeuerstuhljorghilbert&felixjanosaritterrosthorspiel8feuerstuhl,m4_3582
3583,9322,19,0m 58sec,"019-'Fughetta super' Gelobet seist du, Jesu Christ, BWV697",Johann Sebastian Bach,,unknown,019fughettasupergelobetseistdujesuchristbwv697johannsebastianbachloeuvredorgue,m4_3583
3584,9323,4,3m 45sec,004-Something,Lasgo,,Eng.,004somethinglasgopray,m4_3584
3585,9326,12,3m 6sec,"02-Piazza, New York Catcher",Belle & Sebastian,,Eng.,02piazzanewyorkcatcherbelle&sebastiandearcatastrophewaitress,m4_3585
3586,9327,3,9m 55sec,003-Funky People (20:20 Vision remix),Blaze,,Eng.,003funkypeople,m4_3586
3587,5723,12,9m 54sec,012-Prelude nr. 24 in D minor,Jeroen van Veen,,Eng.,012preludenr24indminorjeroenvanveenminimalpianocollection,m4_3587
3588,9331,3,4m 46sec,003-61 Seconds,The The Outfield,,Eng.,00361secondsthetheoutfieldliveinbrazil,m4_3588
3589,9332,9,5m 40sec,009-Murdered by Death,Body Count,,Eng.,009murderedbydeathbodycountmothafckndead,m4_3589
3590,9335,7,8m 17sec,007-Fine and Mellow,Magnolia Jazzband & Topsy Chapman,,Eng.,007fineandmellowmagnoliajazzband&topsychapmanliveatosloconcerthall,m4_3590
3591,5019,6,3m 55sec,006-Sie mussten nicht mal schon sein,Die Gratenkinder,,Ger.,006siemusstennichtmalschonseindiegratenkinderserviervorschlag,m4_3591
3592,9356,10,unknown,010-Burn,Steve Wynn & The Miracle 3,2003,EngD.,010burnstevewynn&themiracle3burgerhausheilbronn342003,m4_3592
3593,9358,6,unknown,006-I Will Always Love You (dance mix),N-Force,2004,Dut.,006iwillalwaysloveyounforcemegaparty2004voliii,m4_3593
3594,8378,A,3m 37sec,00A-Lipgloss,Pulp,,Eng.,00alipglosspulplipgloss,m4_3594
3595,9359,4,4m 34sec,004-Thought I Heard,John Lee Hooker,,Eng.,004thoughtiheardjohnleehookerboomboom,m4_3595
3596,9365,4,5m 25sec,004-Dead Market (EXES remix),Haujobb,,Eng.,004deadmarket,m4_3596
3597,697,4,5m 42sec,004-Where the Streets Have No Name,U2,,Eng.,004wherethestreetshavenonameu219930828zooeuroparoyaldublinsocietyarenadublinireland,m4_3597
3598,7101,1,1m 19sec,001-Dream Machines,Dreamaker,,Eng.,001dreammachinesdreamakerhumandevice,m4_3598
3599,3839,5,3m 43sec,005-Misunderstood,Bon Jovi,,Eng.,005misunderstoodbonjovi20030617thispreciousmomentsostseehallekielgermany,m4_3599
3600,9371,79,0m 30sec,079-Weather Report: Happy Hour (30 second version),Christian Steinhauser,,Eng.,079weatherreporthappyhour,m4_3600
3601,7027,B3,2m 48sec,0B3-Ajat sitten luopuneet,Ratsia,,Fin.,0b3ajatsittenluopuneetratsiaantologia,m4_3601
3602,9811,8,4m 55sec,008-Ritual Abuse,Cerebral Fix,,Eng.,008ritualabusecerebralfixbastards,m4_3602
3603,9378,12,2m 41sec,012-Mond,Rob & Chris feat. Sandberg,,Eng.,012mondrob&chrisfeatsandbergkontorhouseofhousevolxv,m4_3603
3604,9383,10,unknown,010-Origines,Melissa M & Amine,,Fre.,010originesmelissam&aminerainbfever3,m4_3604
3605,9384,20,4m 6sec,020-La Chanson de cinquante sous,BeauSoleil,,Fre.,020lachansondecinquantesousbeausoleilthebestofbeausoleil,m4_3605
3606,9385,1,1m 0sec,001-This Year's Girl #4,Pizzicato Five,,Eng.,001thisyearsgirl#4pizzicatofivethisyearsgirl,m4_3606
3607,2061,4,3m 23sec,004-Can't See the Hook,The Kinsey Report,,Eng.,004cantseethehookthekinseyreportsmokeandsteel,m4_3607
3608,7158,9,3m 16sec,009-We'll Be Alright (amended album version),Travie McCoy,,Eng.,009wellbealright,m4_3608
3609,6536,12,3m 48sec,012-Oh Daddy (early take),Fleetwood Mac,,Eng.,012ohdaddy,m4_3609
3610,9391,16,4m 16sec,016-Name,Marissa Anglin,,unk.,016namemarissaanglinpurer&b3,m4_3610
3611,332,2,6m 26sec,002-L'Ivresse des profondeurs,Jaia,,Eng.,002livressedesprofondeursjaiafahrenheitprojectpartone,m4_3611
3612,4815,12,4m 42sec,012-Basic Tune (Original Mix) - Phrenetic System,Ko Kimura,,unknown,012basictune,m4_3612
3613,9395,1,4m 6sec,001-When the Saints Go Marching In,Fantasy .Inc,,Eng.,001whenthesaintsgomarchinginfantasyincjazzstandard101hz1st,m4_3613
3614,9396,10,4m 21sec,010-More Human Than Human,Whiite Zombie,,Eng.,010morehumanthanhumanwhiitezombieapocalypsenow,m4_3614
3615,9397,3,4m 5sec,003-Beauty and the Beast (feat. Celine Dion & Peabo Bryson),Alan Menken,,unknown,003beautyandthebeast,m4_3615
3616,82,2,2m 59sec,002-Marieke,Jacques Brel,,Fre.,002mariekejacquesbrelintegralegrandjacquesvolxnemequittepas,m4_3616
3617,6254,14,2m 52sec,014-Embalmed (rehearcsal '87),Autopsy,,Eng.,014embalmed,m4_3617
3618,6490,1,2m 10sec,001-Violet Horizon,Rob Balducci,,Eng.,001violethorizonrobbalducciviolethorizon,m4_3618
3619,9402,5,1m 51sec,005-Of Sound Mind,Compos Mentis,,Eng.,005ofsoundmindcomposmentisdeathpaysalldebts,m4_3619
3620,8819,5,1m 30sec,005-Him/Like/Ra/Which/Career,John Cage,,Eng.,005himlikerawhichcareerjohncagesixtytwomesosticsremercecunningham,m4_3620
3621,6014,14,3m 58sec,"014-Concerto in D major, K. 412: Rondo - Allegro",Wolfgang Amadeu sMozart,,Eng.,014concertoindmajork412rondoallegrowolfgangamadeusmozartcompletewindconcerti,m4_3621
3622,9621,8,4m 32sec,008-Too Beautiful,Will Kimbrough,,Eng.,008toobeautifulwillkimbroughgodsend,m4_3622
3623,9418,10,5m 18sec,"010-Tonight, Twice",Mark Dufresne,,Eng.,010tonighttwicemarkdufresnetheresasonginthere,m4_3623
3624,9419,5,3m 44sec,005-It's All Tears (Drown in This Love),HIM,,Eng.,005itsalltears,m4_3624
3625,9424,5,2m 56sec,005-Lip Service,The Long Tall Texans,,Eng.,005lipservicethelongtalltexansaces&eights,m4_3625
3626,1591,12,5m 25sec,012-Here I Come (Clean Money),Johnny G,,Eng.,012hereicome,m4_3626
3627,9430,9,4m 12sec,009-Goodfellas (feat. Mafia Clikk),MontanaMax & Chris,,Ger.,009goodfellas,m4_3627
3628,228,10,4m 38sec,"The Snow Maiden, Op. 12: No. 10. Melodrama",  ,,Eng.,thesnowmaidenop12no10melodramabbcmusicvolume13number4russianchristmas,m4_3628
3629,9436,49,0m 13sec,049-DeadAir,Focused,,unknown,049deadairfocusedbow,m4_3629
3630,7393,5,6m 40sec,005-Dil Ke Karib Koi Chhupa Hai,Bahaar Aane Tak & Police Public,,Hin.,005dilkekaribkoichhupahaibahaaraanetak&policepublicbahaaraanetak&policepublic,m4_3630
3631,9439,12,2m 38sec,012-Hypercussion,James Copperthwaite & Oliver Vessey,,Eng.,012hypercussionjamescopperthwaite&olivervesseyprotein,m4_3631
3632,9440,4,unknown,004-Road to Valhalla,Adalruna,,ng.,004roadtovalhallaadalrunaanthologyivsummoningtheancientpoweroftherunes,m4_3632
3633,9441,4,6m 17sec,"We Have Explosive, Part 4",The Future Sound of London,,Eng.,wehaveexplosivepart4thefuturesoundoflondonwehaveexplosive,m4_3633
3634,7982,5,2m 21sec,005-Lester Lampshade,Giant Sand,,Eng.,005lesterlampshadegiantsandbackyardbarbequebroadcast,m4_3634
3635,9445,13,2m 14sec,013-Dede Dinah,FrankieAvalon,,Eng.,013dededinahfrankieavalontheendofaneravoliii,m4_3635
3636,9280,14,2m 18sec,014-Good Golly Miss Molly,Jerry Lee Lewis,,Eng.,014goodgollymissmollyjerryleelewisthecollection,m4_3636
3637,9455,20,4m 9sec,020-Believe in Me,Matt Davey,,Eng.,020believeinmemattdavey20120927astateoftrance#580,m4_3637
3638,2513,5,4m  39sec,005-Lull,eufonius,,uknnown,005lulleufonius,m4_3638
3639,9458,23,2m 21sec,"023-Money, That's What I Want",The Kingsmen,,Eng.,023moneythatswhatiwantthekingsmenwonderfulworld,m4_3639
3640,2425,2,5m 58sec,002-La casa de la mente,Espiritu,,Spa.,002lacasadelamenteespirituliveenobras82,m4_3640
3641,1474,1,3m 42sec,001-Love Is You (Radio Version),Thomas Godoj,,Engg.,001loveisyou,m4_3641
3642,6630,60,4m 1sec,060-Sad Professor (live in studio version),R.E.M.,,Eng.,060sadprofessor,m4_3642
3643,6654,5,3m 33sec,005-Give Him The Pjraises,Virtue!,,Eng.,005givehimthepjraisesvirtuetestimony,m4_3643
3644,9465,7,6m 47sec,007-Beans,Freakin' Habit Forms,,Eng.,007beansfreakinhabitformsgreaterlondongrooves,m4_3644
3645,4835,4,3m 23sec,004-Colete,Forte Apache,,Por.,004coleteforteapacherapina,m4_3645
3646,119,3,5m 6sec,003-Power to the Bone,Mennen,,Eng.,003powertothebonemennenplanetblack,m4_3646
3647,9473,7,3m 41sec,007-Wa lking on Sunshine,Eddy Grant,,Eng.,007walkingonsunshineeddygrantthebestof,m4_3647
3648,9477,5,3m 7sec,005-Higher Power,Th eSadies,,Eng.,005higherpowerthesadiespurediamondgold,m4_3648
3649,9478,3,2m 50sec,003-Amigo Urso/A Resposta Do Amigo Urso,Jards Macale,,Por.,003amigoursoarespostadoamigoursojardsmacalemacalecantamoreira,m4_3649
3650,58,1,4m 36sec,001-Vivid Whitsun,Molly Half Head,,Eng.,001vividwhitsunmollyhalfheadsulk,m4_3650
3651,5354,2,unknown,002-Laura,Sammy Davis Jr.,,Eng..,002laurasammydavisjrdirectfromlasvegas,m4_3651
3652,574,1,3m 43sec,001-Lincoln Avenue Blues,Butch Thompson,,Eng.,001lincolnavenuebluesbutchthompsonlincolnavenueblues,m4_3652
3653,146,9,6m 20sec,009-Iyole,Kanda Bongo Man,,unknown,009iyolekandabongomanafriquedynamique,m4_3653
3654,9490,8,4m 2sec,008-Truth,Love Amongst Ruin,,Eng.,008truthloveamongstruinloveamongstruin,m4_3654
3655,9492,4,4m 6sec,004-Divid and Rule,Luciano,,Eng.,004dividandrulelucianovisions,m4_3655
3656,9495,428,unknown,428-Tennessee Jed,Grateful Dead,,Eng.,428tennesseejedgratefuldeadeurope72thecompleterecordings,m4_3656
3657,9497,16,3m 16sec,016-Pete Kelly's Blues,Sid Phillips & His Band,,Eng.,016petekellysbluessidphillips&hisbandthebestofbritishjazz,m4_3657
3658,7030,6,3m 13sec,006-Here It Comes Again,unknown,,Eng.,006hereitcomesagainunknownbrokenhearted,m4_3658
3659,5628,B6,3m 17sec,0B6-Star Wars,Jame sLast,,Eng.,0b6starwarsjameslastthefourmoodsofjameslast,m4_3659
3660,4259,9,3m 3sec,009-Voracidad,La Unin,,Spa.,009voracidadlauninmilsiluetas,m4_3660
3661,1510,3,3m 53sec,003ThePilgrim'sMarch/Scarlet&Black/TheStruggle/StruyLodge,Battlefield Band,,Eng.,003thepilgrimsmarchscarlet&blackthestrugglestruylodgebattlefieldbandontherise,m4_3661
3662,9506,4,3m 58sec,004-Collateral,Intro5pect,,Eng.,004collateralintro5pectrecordprofits,m4_3662
3663,9318,67,0m 30sec,067-Eleven Wheel Drive (full mix),Stephan Sechi,,Eng.,067elevenwheeldrive,m4_3663
3664,8784,10,0m 54sec,010-17h24,Nehl Aelin,,Fre.,01017h24nehlaelinghostofachild,m4_3664
3665,9514,1,1m 48sec,001-The Weight Unweighable,Harlots,,Eng.,001theweightunweighableharlotsbetrayer,m4_3665
3666,2556,6,3m 15sec,-Soudain il est trop tard,Claude Francois,,Fre.,soudainilesttroptardclaudefrancoislelundiausoleil,m4_3666
