oc_id,oc_cluster_id,oc_product_type,oc_category,oc_brand,oc_storage_capacity,oc_memory_type,oc_interface,oc_memory_speed,oc_color,oc_model,oc_processor
oc_5676,10414849,,,['amd'],,,,,,['chipset x4 ddr3 x3 pci e x16 x2 pci e x1 x2'],
oc_5677,10417025,['personal computer and computer systems'],['home theater'],['big'],,,,,,,
oc_5678,10420315,,,['dependable near silent and'],,,,,,,
oc_5679,10423385,,,['amd'],,,,,,,['cpu amd 790fx']
oc_5680,10434189,['linkstation live'],,['dependable near silent and'],,,,,,,
oc_5681,10436389,['sound zalman cooler 2yr warranty'],['sapphire'],['675mhz'],,['gddr3'],,['2200mhz'],['ocuk'],,
oc_5682,10437842,['laptop computer'],,['ocuk laptop combination security lock can'],,,,,,,
oc_5683,10437844,"['barrel lock security cable can be used to secure a', 'laptop computer']",,['ocuk laptop'],,,,,,,
oc_5684,10443912,['laptop drive'],,,,,,,,,
oc_5685,10446157,['years warranty'],,,,['gddr5'],,"['855mhz', '4212mhz']",,,
oc_5686,10466083,"['seek time', '3 year warranty']",,,['750gb'],,,,,['sata ii interface'],
oc_5687,10479347,['av allows'],,['powerline'],,,,,,,
oc_5688,10487674,['x58'],,,,,,,['s'],,
oc_5689,10499984,,,['core i7'],,['ddr3 support 8x sata raid 12x'],,,,,
oc_5690,10528954,"['elegant and', 'my book essential usb external hard drive']",,['small'],,,,,,,
oc_5691,10529534,,,['capacity'],,,,,,,
oc_5692,10541271,,,,,['ddr3 max 16gb 6x'],,,,,
oc_5693,10545931,,,,,,,['150000'],,,
oc_5694,10554682,"['compact comfort curve keyboard', 'optical mouse delivers typing comfort and wireless freedom']",,['ultra thin'],,,,,,,
oc_5695,10561045,['and lifetime warranty'],,,['4gb 2gbx2'],,,,,,
oc_5696,10565652,['stereo audio superb comfort and'],,['logitech'],,,,,,,
oc_5697,10570847,"['gtx 1060 armor', 'processors 1280 vr ready']","['stream', 'physx cuda']",['geforce'],,['gddr5'],,['8008mhz'],,,
oc_5698,10584367,,,,,,,['500mhz'],,,['500mhz core 256']
oc_5699,10586986,"['iops', '450k']",,"['mzvlw512hmjp', 'mzvlw512hmjp']",,,,,,,
oc_5700,10599766,,,['intel'],,['ddr3 x1 pci e x1 x4 sata 3gb s'],,,,,
oc_5701,10600258,,['5'],['core'],,['gddr3'],,"['702mhz', '2592mhz']",,,
oc_5702,10607111,['ocuk'],,,,['gddr3'],,['2000mhz'],,,['750mhz core']
oc_5703,10613543,['keyboard combines'],['rock solid'],['this'],,,['very slick package'],,,,
oc_5704,10623800,,,['ducky'],,,,,,,
oc_5705,10640882,,,['pci'],,,,,,,
oc_5706,10655939,,,['am3 support'],,['ddr3 5x sata 3gb s'],,,,,
oc_5707,10656272,,,,,,,['1600mhz ram'],,,
oc_5708,10656959,['shines packed'],,,,,,,,,
oc_5709,10660817,['direct'],,"['core', 'core']",,,['10yr'],,,,
oc_5710,10661881,,,,,,,,,,['amd am3 cpu amd 770 chipset']
oc_5711,10698310,,,['linksys'],,,,,,,
oc_5712,10713729,,,['windows'],,,,,,,
oc_5713,10726425,,,,['1920 x 1080'],,"['mini displayport', 'usb hub 3yr']",,,,
oc_5714,10739067,['hard drive blu ray'],,['vista'],['500gb'],,,,['year warranty'],['home premium'],"['intel core', 'nvidia geforce']"
oc_5715,10748561,,,,,,,['15000'],,,
oc_5716,10756846,['x6 s'],,['amd'],,['ddr3 x2'],"['pci e 16x x1', 'pci e', 'usb 2 0']",,['audio codec'],,
oc_5717,10757530,['year warranty'],,,,['ddr3 controller integrated hd 4000 graphics 1'],,,,,
oc_5718,10760306,['3 year warranty'],,,['400gb'],,,,,['sata ii interface'],
oc_5719,10761991,"['full qwerty keyboard', 'wireless interface']",,['itouchpad diamond keyboard'],,,,,,,
oc_5720,10762640,"['full qwerty keyboard', 'wireless interface']",,['itouchpad diamond keyboard'],,,,,,,
oc_5721,10768125,['room to move'],['wireless mouse and'],['give yourself'],,,,,['tangled wires'],,
oc_5722,10771548,,,['max scsi'],,,,,,,
oc_5723,10791401,,,['adaptec'],,,,,,,
oc_5724,10792882,"['processors 1600', 'ati stream', 'ati avivo hd']","['stream', 'ati crossfirex ready']",['core'],,['gddr5'],,"['850mhz', '4800mhz']",,,
oc_5725,10797956,,,['565mhz'],,['gddr3'],,['1430mhz'],,,
oc_5726,10805316,,,['ocuk wireless'],,,,,,,
oc_5727,10839701,,"['stream', 'physx cuda']",['core'],,['gddr3'],,"['690mhz', '2600mhz']",,,
oc_5728,10850235,,['lifetime warranty'],['1333mhz ram'],,['sodimm'],,,['5v'],,
oc_5729,10859284,"['shader clock geforce with cuda', 'shader clock geforce with cuda']","['2', '2']","['602mhz', '602mhz']",,"['gddr3', 'gddr3']",,,,,
oc_5730,10861433,"['usb hard drive', 'bus powered requires', 'includes sync encryption and google software']",['portable'],,,,,,,,
oc_5731,10868222,['dye sublimated pbt'],,,,,,,,,
oc_5732,10872576,"['amd mantle', 'vr ready']",['stream'],"['core', 'amd eyefinity']",,['gddr5'],,['6000mhz'],['amd crossfirex'],,
oc_5733,10889952,"['seek time', '3 year warranty']",,,,,,,,['sata ii interface'],
oc_5734,10905903,['amd mantle dolby truehd gcn'],['stream'],['amd eyefinity'],,['gddr5'],,['6000mhz'],['amd crossfirex'],,
oc_5735,10909420,['speeds unparalleled 4k random'],,['ocz'],,,,,,,
oc_5736,10910115,,,['core'],,,,,,,
oc_5737,10912892,['ocuk'],,['525mhz'],,['core 256'],,['800mhz'],,,
oc_5738,10914790,['warranty'],,['dual'],,,,,,,['core technology']
oc_5739,10918287,['curve design'],,['place'],,,,,,,
oc_5740,10919205,"['processors crossfire ready 3yr', 'call of']",['warranty'],['800mhz'],,,['ocuk supplied'],['2200mhz'],,,
oc_5741,10964304,"['seek time 64mb', '5 year warranty backwards compatible']",,,,,,,,['sata 6gb s'],
oc_5742,10965458,['environment and saves you money'],,,,,,,,,
oc_5743,10978139,,,,"['500gb', '500gb']",,,,,,
oc_5744,10986541,,,['world'],,,,,,,
oc_5745,10991687,['processors 216 shader'],['stream'],,,['gddr3'],,"['630mhz', '2126mhz']",['enabled 10'],,
oc_5746,11000832,"['seek time', '5 year warranty']",,,['200gb'],,,,,['sata ii interface'],
oc_5747,11009203,,,['samsung'],,,,,,['write 600mb s'],
oc_5748,11015369,"['samsung', 'write']",,['mzvpv128hdgm'],['128gb'],,['0 x4'],['00000'],,,
oc_5749,11017520,['processors 216 shader'],"['stream', 'physx cuda']",,,['gddr3'],,"['655mhz', '2250mhz']",,,
oc_5750,11057320,"['your hard disk drive', 'all while running', 'cool and silent']",,['replacing'],,,,,,,['corsair']
oc_5751,11059066,"['home premium intel core 2 duo t5800', 'blu ray']",,,,,,,['year warranty'],,['nvidia geforce']
oc_5752,11059564,['hard drive blu ray'],,['vista'],['320gb'],,,,['year warranty'],['home premium'],['nvidia geforce']
oc_5753,11065169,['year warranty'],,['pre'],,['ddr4 controller integrated iris dx12 graphics 1'],,,,,['binned']
oc_5754,11074751,"['processors sli ready 3yr', 'ocuk asus']",,['650mhz'],,['gddr3'],,['1940mhz'],,,
oc_5755,11078280,,,['core'],,,,,,,
oc_5756,11082813,['connected computers'],,,,,,,,,
oc_5757,11082927,,,['1333mhz'],,['ddr2 max 8gb 4x'],['sata 3gb s'],,,,
oc_5758,11093432,"['pci e x16 x2 pci x5', 'pci e x16 x2 pci x5']",,"['intel', 'intel']",,,"['sata 3gb s', 'usb 2 0', 'sata 3gb s', 'usb 2 0']",,,,
oc_5759,11105764,,,['belkin'],,,['usb 2 0'],,,,
oc_5760,11120028,"['huge', 'os stutter']",,,,,,,,,
oc_5761,11121767,,,['amd'],,,,,,,
oc_5762,11124085,['warranty'],['memory'],['550mhz'],,['gddr3'],,['1800mhz'],,,
oc_5763,11135011,,,['introducing'],,,,,,,
oc_5764,11136917,,,['7200'],,,,,,,
oc_5765,11140184,,,['quad core'],,['ddr3 controller integrated hd 4000 graphics 3'],['22nm'],,,,
oc_5766,11144235,['ocuk pny'],,['675mhz'],,['gddr3'],,['2000mhz'],,,
oc_5767,11163027,['year warranty'],['hardware'],['bay'],,,['usb 3 0'],,['aes ni'],,['intel celeron duad core']
oc_5768,11164539,,,['socket'],,,,,,,
oc_5769,11176508,"['memory 1792mb', 'processors 480 shader', 'memory 1792mb', 'processors 480 shader']","['stream', 'stream']",['core'],,"['gddr3', 'gddr3']",,"['576mhz', '1998mhz', '576mhz', '1998mhz']",,,
oc_5770,11193788,"['years', 'years']",,['capacity'],"['5tb', '5tb']",,,,,,
oc_5771,11205374,"['processors crossfirex ready', 'call of']",,['775mhz'],,,"['sapphire', 'ocuk supplied']",['2250mhz'],,,
oc_5772,11206102,,,['core'],,,,,,,
oc_5773,11217246,"['memory 1792mb', 'processors 480 shader']","['stream', '3']",,,['gddr3'],,"['576mhz', '1998mhz']",,,
oc_5774,11220956,['way'],,['msi'],,,,,,,
oc_5775,11221495,['memory modules realtek 8211cl chip'],,['nvidia geforce'],,,,['667 mhz'],,,
oc_5776,11229943,['3 year warranty'],,,['500gb'],,,,,['sata ii interface'],
oc_5777,11233627,['pci e x16 x2'],['x2'],['intel'],,['ddr3'],"['pci e x1 x2', 'sata 6gb s', 'sata 3gb s', 'usb 3 0 x1']",,,,
oc_5778,11233853,['pci e x16 x2'],['x2'],['intel'],,['ddr3'],"['pci e x1 x2', 'sata 6gb s', 'sata 3gb s', 'usb 3 0 x1']",,,,
oc_5779,11235291,['samsung'],,,['1600mhz ram'],,,,,,
oc_5780,11251942,,,['intel'],,['ddr3 x3 pci e x16 x2 pci e x1 x2'],"['sata 3gb s', '10x', 'usb 2 0 4x', 'usb 3 0']",,,,
oc_5781,11257789,,,['sapphire'],,,,,,,['pure 760g']
oc_5782,11259045,,,['core'],,,,,,,
oc_5783,11283106,,,['amd'],,,,,,,
oc_5784,11286439,['barebone'],,,,,,,,,
oc_5785,11288980,,,['core'],,,,,,,
oc_5786,11312493,,,['dsl'],,,['remote router'],,,,
oc_5787,11327873,['corsair'],,,['1866mhz ram'],,,,['vdimm lifetime'],,
oc_5788,11329994,,,,,['ddr3 support 6x'],,,,,
oc_5789,11332806,,,['intel'],,,,,,['45nm support'],
oc_5790,11334518,,,['d link dkt 810'],,,['networking consisting of'],,['mini adapter'],,
oc_5791,11337940,"['intel speedstep technology', 'execute disable bit 3 year warranty']",,['dual'],,,,,,,
oc_5792,11344322,['lifetime warranty'],,['1066mhz ram'],,,,,,,
oc_5793,11367274,['only nforce chipset 7'],,,,,,,,,
oc_5794,11375248,,,['amd'],,,,,,,['onboard 7']
oc_5795,11385976,"['most popular digital mass storage devices compactflash', 'memory cards', 'between hungry']",,,,,,,,,
oc_5796,11396176,['multi user environment'],,,,,,,,,
oc_5797,11398546,,,['linustechtips'],,,,,,,
oc_5798,11398547,,,['linustechtips'],,,,,['any enthusiast'],,
oc_5799,11398875,['corsair'],,,['1600mhz ram'],,,,,,
oc_5800,11400506,['years'],,,,,,,,['175 0mm x 33'],
oc_5801,11409229,"['seek time', '3 year warranty']",,,['320gb'],,,,,['sata ii interface'],
oc_5802,11432541,['gs graphics wlan'],,['vista business'],,,,,,,['intel core 2 duo p8400 2 26ghz']
oc_5803,11434863,['hard drive'],,['vista'],['320gb'],,,,['year warranty'],['home premium'],['intel core']
oc_5804,11436512,"['years of experience building', 'modern pcs']",,,,,,,,['r d team'],
oc_5805,11465252,['motherboards'],,,,['ddr2 sdram dimm this'],,,,,
oc_5806,11481879,['home network storage system'],,['goflex'],,,,,,,
oc_5807,11483405,['complete system design featuring data fax modem and tam'],,,,,,,,,
oc_5808,11484193,,,['mini itx'],,['ddr3 4x'],,,,,['core i5 i7 i3 pentium support dual channel']
oc_5809,11493958,,,['if'],,,,,,,
oc_5810,11497313,['use the same computer'],,['if'],,,,,,['you'],
oc_5811,11499628,"['purchasing a', 'hard drive']",,"['by', 'you save']",,,,,,,
oc_5812,11515747,,,['am3 support'],,['ddr3 6x'],,,,,
oc_5813,11518903,['support silent heatpipe'],,['core'],,,,,,,
oc_5814,11532641,"['seek time', '3 year warranty']",,,['320gb'],,,,,['sata ii interface'],
oc_5815,11532726,"['some serious', 'money on the phanteks']",,['save'],,,,,,,
oc_5816,11541829,"['ati stream', 'ati avivo hd']","['stream', 'ati eyefinity']",,,['gddr5'],,"['725mhz', '4000mhz']",['ati crossfirex'],,
oc_5817,11593622,,,['extreme'],,,,,['lifetime warranty'],['performance pc3 10666'],
oc_5818,11595428,,,['intel'],,['ddr3 x1 pci e x16 x3 pci e x1 x4 sata 3gb s'],,,,,
oc_5819,11606143,['with kingston'],,,,,,['1066mhz ram'],,,
oc_5820,11631432,['c8xx motherboards'],,,,,,,,,
oc_5821,11632254,['network connectivity'],,,,,,,,,
oc_5822,11633864,['chassis'],['slim'],,,,,,,,
oc_5823,11636429,['aluminium built'],,['icy dock mb'],,,,['453spf'],,,
oc_5824,11638242,,,,,,,"['67ghz', '2yr']",,,['intel core 2']
oc_5825,11640490,['lms power rack mount'],,,,,,,,,
oc_5826,11648464,,,,['1150mhz ram'],,['5v'],,,,
oc_5827,11667523,['modular cable management'],,,,,,,,,
oc_5828,11684060,['dsl n14u adsl modem router'],,,,,,,,,
oc_5829,11688198,['samsung'],,['mzhpv256hdgl'],,,['0 x4'],,,"['00000', '140k 80k iops']",
oc_5830,11697438,['terastation live multimedia storage server'],,['buffalo s'],,,,,,,
oc_5831,11730824,,,['world'],,,,,,,
oc_5832,11741405,['premiums'],,['solid'],,,,,,,
oc_5833,11750432,['truequiet'],,,,,,,,['120 red led'],
oc_5834,11750697,,,,,,,,,['120'],
oc_5835,11752699,['vibrant colour options'],,['light'],,,,,,,
oc_5836,11752740,['vibrant colour options'],,['light'],,,,,,,
oc_5837,11752767,['vibrant colour options'],,['light'],,,,,,,
oc_5838,11752781,['vibrant colour options'],,['light'],,,,,,,
oc_5839,11756427,"['seek time', '5 year warranty', 'seek time', '5 year warranty']",,,"['150gb', '150gb']",,,,,"['sata interface', 'sata interface']",
oc_5840,11758137,['seek time'],,['clear'],,,,,,['sata interface'],
oc_5841,11759598,,,['core'],,,,,,,
oc_5842,11767862,,['stream'],,,['gddr5'],['physx cuda'],['7000mhz'],,,
oc_5843,11785091,['sb710 chipset 2x'],,,,['ddr2 max 8gb 4x'],['sata 3gb'],,,,
oc_5844,11789404,,,['ultra'],,,,,,['lan 802'],
oc_5845,11791053,,,['netgears'],,,,,,,
oc_5846,11794293,['hard drive blu ray'],,,['500gb'],['720qm'],,,['year warranty'],,['nvidia geforce gtx']
oc_5847,11803819,,,,,,,,,,
oc_5848,11812280,['geforce'],,['5200'],,['ddr2 max 8gb 6x'],,,,,
oc_5849,11818580,['mounts upto'],,['compatible'],['16 x anti'],,,,['year warranty'],,
oc_5850,11818612,,,,,,,,,,['controller']
oc_5851,11822185,"['seek time', '5 year warranty']",,,,,,,,['sata ii'],
oc_5852,11831378,['hard drive'],,['ib'],,,,,['external jbod'],,
oc_5853,11832009,,,['world'],,,,,,,
oc_5854,11843568,,,['fans'],,,,,,,
oc_5855,11854426,['years'],,,['1tb'],,"['interface usb 2 0 power 100 240v', 'weight']",,,,
oc_5856,11858173,['hard drive'],,,['320gb'],,,,['year warranty'],['home premium'],['nvidia geforce']
oc_5857,11872675,['corsair'],,['1600mhz ram'],,,,,,,
oc_5858,11877433,"['3 year warranty', '3 year warranty']",,,"['400gb', '400gb']",,,,,"['sata ii interface', 'sata ii interface']",
oc_5859,11879497,,['sapphire'],['625mhz'],,['gddr3'],,['1986mhz'],['ocuk'],,
oc_5860,11885667,['great deal'],,['grab a'],,,,,,,
oc_5861,11893243,['flat screen systems includes'],,,,,,,,,
oc_5862,11894039,['innovative design'],['truly'],,,,,,,,
oc_5863,11910616,['hard drive blu ray'],,['vista'],['320gb'],,,,['year warranty'],['home premium'],"['intel core 2', 'nvidia geforce']"
oc_5864,11928129,,['stream'],,,['gddr5'],,['8008mhz'],['enabled 2'],,
oc_5865,11938664,"['ocuk supplied', 'call of']",,['600mhz'],,['core 256'],,['800mhz'],,,
oc_5866,11943409,['memory kit'],,,['8gb'],,,,,,['intel ddr3 core i7 processors 1333mhz']
oc_5867,11950977,['ati avivo hd'],['stream'],,,['gddr3'],,"['650mhz', '1066mhz']","['ati eyefinity', 'year warranty']",,
oc_5868,11951110,['processors 1536 shader'],['stream'],,,['gddr5'],['physx cuda'],"['1046mhz', '7010mhz']",,,
oc_5869,11954045,"['seek time', '5 year warranty']",,,['160gb'],,,,,['sata ii interface'],
oc_5870,11963001,,,['ultra'],,,,,,,['intel core i5 and core i7 dual channel processors 2000mhz']
oc_5871,11964365,,['home'],,,,['superbright non gloss led display'],,['year warranty'],,['intel atom n280']
oc_5872,11970579,"['ocuk', 'ocuk']",,['600mhz'],,['core 256'],,"['800mhz', '800mhz']",,,
oc_5873,11979521,,['portable hard disk drive'],['adata'],,,,,,['superior series 640gb sh93'],
oc_5874,11989902,,,['patriot memory s'],,,,,,['viper 3'],
oc_5875,11993377,,,['ocz'],,,['super fast'],,,,
oc_5876,11996050,"['seek time', '5 year warranty']",,,['120gb'],,,,,['sata ii interface'],
oc_5877,12011961,,,['led backlit'],,,,['800000000'],,['1920x1080'],
oc_5878,12016790,,,['belkin'],,,['mode'],,,,
oc_5879,12017201,['networking capabilities'],,,,,,,,,
oc_5880,12019931,['popular my book elite usb external drive'],,,,,,,,,
oc_5881,12021263,"['software', 'network operating system']",['backup'],['smart'],,,,,,['network grade battery'],
oc_5882,12026470,,,,,,,,,,['intel core 2']
oc_5883,12028783,['hsm wireless g desktop network card'],,,,,,,,,
oc_5884,12042845,['hard drive blu ray'],,['vista'],['320gb'],,,,['year warranty'],['home premium'],"['intel core', 'nvidia geforce']"
oc_5885,12082981,,,['dominator'],,,,,,,
oc_5886,12087236,,['shot again'],['serious'],,,,,,,
oc_5887,12091915,['upon'],,['wireless g builds'],,,,,,,
oc_5888,12092350,,,['wireless'],,,,,,,
oc_5889,12102411,['edge'],,['antec'],,,,,,,
oc_5890,12112963,['use'],,,,,,,,,
oc_5891,12117085,['fusion enclosure'],,['integral'],,,"['ide pata with', 'speed']",,,,
oc_5892,12137501,['tul ocuk'],,,,['gddr3'],,['1986mhz'],,,
oc_5893,12154392,,['lifetime warranty'],['550mhz'],,['gddr3'],,['1600mhz'],,,
oc_5894,12161660,,,['six'],,,,,,,"['intel core i7', 'ian 8pack parry and comprise of the']"
oc_5895,12164928,,,"['intel', 'intel']",,,,,,,
oc_5896,12175014,,,['professional'],,,,,,,
oc_5897,12183899,,,['all'],,,,,,,
oc_5898,12189637,,,,,['ddr3 6x'],,,,,['i5 i7 i3 pentium support dual channel']
oc_5899,12198238,['stylish place'],,['lacie'],,,,,,,
oc_5900,12206518,['arm stable design developed by pro gamers'],,['mouse bungee'],,,,,,,
oc_5901,12229082,"['ati stream', 'ati avivo hd']",['stream'],['core'],,['gddr5'],,['4000mhz'],['ati crossfirex'],,
oc_5902,12242457,"['processors crossfire ready 3yr', 'warranty']",['memory'],['830mhz'],,['gddr3'],['ocuk'],['1860mhz'],,,
oc_5903,12242845,['are carefully'],,"['these', 'amd']",,,,,,,
oc_5904,12244911,"['ati stream', 'ati avivo hd']",['stream'],,,['gddr5'],,['4000mhz'],['ati crossfirex'],,
oc_5905,12248350,,,['wgps606'],,,,,,,
oc_5906,12250724,,,['am3 support'],,['ddr3 6x'],,,,,
oc_5907,12250725,,,,,['ddr3 6x'],,,,,
oc_5908,12255076,['fans'],,['socket'],,,,,,,['amd athlon am2 intel']
oc_5909,12257461,,,['world'],,,,,,,
oc_5910,12260196,['all of the three leading interfaces'],['extreme now also comes'],,,,,,,,
oc_5911,12271246,,,,['1600mhz ram'],,,,['vdimm lifetime'],,
oc_5912,12277794,,,['core'],,,,['550mhz'],,,
oc_5913,12294513,['years'],,['capacity'],['500gb'],,,,,,
oc_5914,12309720,['processors 3yr warranty'],['memory'],['800mhz'],,"['core 256', 'gddr3']",,['1400mhz'],,,
oc_5915,12314689,"['lights lifetime warranty', 'avexir']",,['2400mhz ram'],,,,,,,
oc_5916,12314707,"['lights lifetime warranty', 'avexir']",,['2400mhz'],,,,"['ram', '30v']",,,
oc_5917,12315621,,,,,,,,,,
oc_5918,12318289,"['seek time', '3 year warranty']",,,['320gb'],,,,,['sata ii interface'],
oc_5919,12320542,,,['world'],,,,,,,
oc_5920,12320552,['noise'],,['world'],,,,,,,
oc_5921,12320590,['small footprint'],,,,,,,,,
oc_5922,12320604,['noise'],,['world'],,,,,,,
oc_5923,12320845,,,['world'],,,,,,,
oc_5924,12320911,,,['world'],,,,,,,
oc_5925,12321233,['white'],,,,,,,,,
oc_5926,12321294,,,['black'],,,,,,,
oc_5927,12321749,['chassis which'],,['aerocool'],,,,,,,
oc_5928,12323206,,['blue'],,,,,,,,
oc_5929,12324413,,['smart'],['mac'],,,,,['elegant external'],,
oc_5930,12325161,['my book'],,['fast'],,,,,,,
oc_5931,12327226,['level server with'],,,,,,,,,['intel xeon e5 2600 v3']
oc_5932,12332602,['hard drive'],,['vista'],,,,,['nvidia geforce'],['home premium'],['intel core 2']
oc_5933,12332609,['hard drive'],,['vista'],['320gb'],,,,['nvidia geforce'],['home premium'],['intel core 2 duo t8100']
oc_5934,12335522,['ocuk'],['sapphire'],['600mhz'],,['ddr2'],,['1000mhz'],,,
oc_5935,12336241,['study room qs'],,,,,,,,,
oc_5936,12342144,['pwm connection and'],,['black'],,,,,,,
oc_5937,12342524,,,,,,,,,,['socket compatibility 775']
oc_5938,12342692,,,,,,,,,,
oc_5939,12351520,"['aluminium micro atx', 'pc system']",,,,,,,,,
oc_5940,12351538,['pc system'],['aluminium micro atx'],['styx raijintek s new'],,,,,,,
oc_5941,12351590,,,['styx raijintek s'],,,,,,,
oc_5942,12351621,['pc system'],['aluminium micro atx'],['styx raijintek s new'],,,,,,,
oc_5943,12351699,['pc system'],['aluminium micro atx'],"['styx raijintek s', 'styx raijintek s new']",,,,,,,
oc_5944,12351851,"['styx raijintek s new', 'pc system']",['aluminium micro atx'],,,,,,,,
oc_5945,12351871,"['styx raijintek s new', 'pc system', 'pc system']",['aluminium micro atx'],['aluminium'],,,,,,,
oc_5946,12353007,,,['socket compatibility'],,,,,,,
oc_5947,12353008,['https www overclockers'],,['socket compatibility'],,,,,,,
oc_5948,12353064,['ii comes'],,['morpheus'],,,,,,,
oc_5949,12353131,['chassis where pure'],,['arcadia'],,,['front panel'],,,,
oc_5950,12353404,,,['socket compatibility'],,,,,,,
oc_5951,12353494,['chassis where pure'],,['arcadia'],,,['front panel'],,,,
oc_5952,12354287,"['raijintek s', 'special type', 'chassis cube', 'is developed with']",,['aeneas'],,,,,['elegant design'],,
oc_5953,12354289,['hawaii curacao'],,"['morpheus', 'morpheus']",,,,,,,
oc_5954,12354367,,,['socket compatibility'],,,,,,,
oc_5955,12354671,,['aluminum atx'],['meet'],,,,,,,['thetis raijintek s new']
oc_5956,12354672,['raijintek s new'],['aluminum atx'],['meet'],,,,,,,
oc_5957,12354796,"['mini itx case', 'classic design']",['aluminum'],['metis'],,,,,,,
oc_5958,12355176,['aluminum radial design'],,['compact'],,,,,,,
oc_5959,12355185,['aluminum radial design'],,['compact'],,,,,['green led'],,
oc_5960,12355670,['aluminum radial design'],,['compact'],,,,,,,
oc_5961,12355734,"['style cooler from', 'three heatpipes', 'pwm fan', 'amd and intel']",,,,,,,,,
oc_5962,12355766,"['style cooler from', 'three heatpipes', 'pwm fan', 'amd and intel']",,['flat tower'],,,,,,,
oc_5963,12355793,['aluminum radial design'],,['compact'],,,,,,,
oc_5964,12355915,,,['gt'],,,,,,,
oc_5965,12357909,['pc system'],['aluminium micro atx'],['styx raijintek s new'],,,,,,,
oc_5966,12357912,['pc system'],['aluminium micro atx'],['styx raijintek s new'],,,,,,,
oc_5967,12361381,['support silent heatpipe gigabit lan'],,"['core', 'core']",,,,,,,
oc_5968,12362782,['available'],,,,,,,,,
oc_5969,12362810,,,['available'],,,,,,,
oc_5970,12363780,,,['intel'],,,,,,,
oc_5971,12367198,['mini itx'],,,,,,,,,
oc_5972,12378445,['hard drive'],,['vista'],['200gb'],,['wxga x black led'],,,,"['intel core', 'intel gma x4500 graphics wireless lan 1 year warranty']"
oc_5973,12388655,['hard drive'],,['vista'],['200gb'],,,,['year warranty'],['home premium'],
oc_5974,12390206,"['se fans', 'feature']",,['our brand new silent'],,,,,,,
oc_5975,12394524,['molex connection'],,,,,,,['purple led'],,
oc_5976,12398615,['case featuring a full'],,,,,,,,,
oc_5977,12398946,,,,['375mm'],,,,,,
oc_5978,12399574,"['chassis with led', 'side panel']",,['aerocool'],,,['full tempered glass'],,,,
oc_5979,12400568,['attach'],,['pny'],,,,,,,
oc_5980,12405064,['warranty'],,,,,,,,,
oc_5981,12405684,['lms power rack mount'],,,,,,,,,
oc_5982,12406269,,,,,,,,,,['dual core processor completely fanless case']
oc_5983,12410878,"['molex connection', 'orange led']",,,,,,,,,
oc_5984,12426586,['mini xl chassis'],,,,,,,,,
oc_5985,12437517,['usb port'],,,,,,,,,
oc_5986,12446953,,['bisymmetrical design'],['db4'],,,,,,,
oc_5987,12463037,['powercolor ocuk supplied'],,['825mhz'],,['gddr3'],,['1800mhz'],,,
oc_5988,12482246,,,[],,,,,,,
oc_5989,12483811,['mini removable disk which'],,,,,['usb ports'],,,,
oc_5990,12502577,['hard disk drive'],,,,,,,,,
oc_5991,12503689,['among others'],,['designed'],,,,,,,
oc_5992,12524258,['server'],,,['320gb'],,,,['year warranty'],,
oc_5993,12528255,"['high current pro', 'platinum']",,,,,,,,,
oc_5994,12532210,['photos graphics intensive documents videos spreadsheets presentations term papers and music that can be stored and and retrieved'],,['datatraveler'],,,['flash'],,,,
oc_5995,12533175,"['ati stream', 'ati avivo hd']",['stream'],,,['gddr5'],,"['550mhz', '4000mhz']",['ati crossfirex'],,
oc_5996,12537808,,,,,['ga ma770'],,,,,
oc_5997,12545471,,,['antec'],,,,,,,
oc_5998,12545535,,,['socket compatibility'],,,,,,,
oc_5999,12545828,,,['antec'],,,,,,,
oc_6000,12563603,['raid 2x'],['audio crossfirex'],['core'],,['ddr3 support 8x sata 3gb s'],,,,,['i7 support']
oc_6001,12575935,"['economical power today', 'bronze series antec s', 'bronze certified supply solution']",,,,,,,,,
oc_6002,12588310,,['stream processors'],"['core', 'physx cuda']",,['gddr5'],,['7280mhz'],,,
oc_6003,12596741,,,,['1600mhz ram'],,,,['vdimm lifetime'],,
oc_6004,12628865,['computer s'],,,,,,,,,
oc_6005,12630445,,,,['dvd r'],['24x cd rw 4x'],,,,,
oc_6006,12631331,['3 year warranty'],,,,,,,,['sata ii interface'],
oc_6007,12640248,['single drive'],,['massive'],,,,,,,
oc_6008,12645414,['wireless n home router'],,['d link s'],,,,,,,
oc_6009,12649797,['zbox vr7n70 i7'],,['zotac'],,['ddr4'],,,,,
oc_6010,12662483,,,['sleek'],,,,,,,
oc_6011,12683788,,,['world'],,,,,,,
oc_6012,12686997,['robust metal'],,,,,,,,,
oc_6013,12692616,['processors crossfire ready 3yr'],"['memory', 'warranty']",['800mhz'],,"['core 256', 'gddr3']",,['1400mhz'],,,
oc_6014,12693050,,,['acer nitro series'],,,,,,,
oc_6015,12709204,"['games and documents to eliminate worry', 'five year warranty']",,['freeagent'],,,['have included a'],,,,
oc_6016,12712439,['warranty'],,['overclockable d0'],,['ddr3 controller'],,,,,
oc_6017,12713297,['3 year warranty'],,['part'],['3x10tb'],,['sata 6gb s'],,,,
oc_6018,12713413,['3 year warranty'],,,['4x10tb'],,['sata 6gb s'],,,,
oc_6019,12716850,['years'],,['capacity'],,,,,,,
oc_6020,12719776,['3 year warranty'],,,,,['sata 6gb s'],,,,
