scan_id,scan_cluster_id,scan_product_type,scan_category,scan_brand,scan_storage_capacity,scan_memory_type,scan_interface,scan_memory_speed,scan_color,scan_model,scan_processor
scan_3534,11034362,,,['roland uaub'],,,,,,,
scan_3535,11069277,['tower case usb'],['riing fans'],['thermaltake core x31 rgb'],,,,,,,
scan_3536,11084955,,,['sonnet echo'],,,"['thunderbolt 3', 'edition pcie expansion chassis']",,,['express se i'],
scan_3537,11084987,['700mhz'],['gpu'],,,"['single slot pcie 2 0 x16', 'ddr3']",,['1400mhz'],,,
scan_3538,11086054,['superserver 6028r'],,,,['ddr4'],,,,,['intel']
scan_3539,11089666,['adaptor cable'],,,,,['usb a'],,['Black'],,
scan_3540,11090273,"['usb a', 'backwards compatible black']",,,,,,,['Black'],,
scan_3541,11109650,,,['15'],,['ddr4'],,,,,['intel core i7 7700hq']
scan_3542,11114463,,,['sonnet echo'],,,['thunderbolt 3 expansion chassis for pcie cards'],,,['express se iii'],
scan_3543,11116360,['rl240 water cooling kit 2x red led fans cpu block reservoir pump'],,['thermaltake'],,,,,,,
scan_3544,11138418,"['usb com black', 'server chassis']",,['supermicro'],,,,,,,
scan_3545,11145815,['ccx 4002hp'],,['akasa'],,,,,,,['amd am3 am2 940 939 ak']
scan_3546,11166077,"['corsair', 'lpx red pc4 34600 4333']",,,['16gb'],,,"['Vengeance LPX Red', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)', 'PC4-34600 (4333)']",['Anodised Aluminium Heatspreader Vengeance Airflow Fan'],,
scan_3547,11175799,['internet security'],,,,,,,,,
scan_3548,11184279,['comforter air'],['silent'],['cooler master'],,,,,,,
scan_3549,11185295,,,['atto'],,,['sas raid'],,,,
scan_3550,11203529,,,['gigabyte'],,,['4ghz wireless'],,,,
scan_3551,11212922,"['akasa ak', 'ultra quiet']",,,['120mm'],,,,,,
scan_3552,11217331,"['772mhz', 'mhdmi dl dvi i']",,['1536mb'],,['gddr5 gpu'],,,,,['pny gtx']
scan_3553,11219244,,,,,['44 thread'],,,,,['intel xeon e7 8880']
scan_3554,11221126,,,['intel xeon'],,,,,,,
scan_3555,11224133,"['astra pc backlit', 'keyboard media']",,['logickeyboard'],,,,,,,
scan_3556,11225030,,,,['64gb'],['ddr4 server pc4 19200'],,"['LRDIMM', 'PC4-19200 (2400)', 'DDR4', 'ECC', 'Server']",['\xa0'],,
scan_3557,11241555,,,[],,,,,,,
scan_3558,11258885,,,['msi'],['17 3'],,,,,,['core i7']
scan_3559,11288919,,,['supermicro rsc'],,,,,,['g2fr'],
scan_3560,11305969,,,,,"['7600k', 'ddr4', 'gtx 1080 sc']",,,,,
scan_3561,11329524,,,,,,,,,,['7200u']
scan_3562,11333125,,,['e8'],['rs4 v2'],['ddr4 rdimm lrdimm 4x'],,,,,
scan_3563,11351669,['mac pro'],,['logickeyboard pro line media composer'],,,,,,,
scan_3564,11352287,,['utm'],['sonicwall'],,,['unlimited wan failover'],,,,
scan_3565,11355979,"['1u appliance', 'cpu raid']",,['sonicwall email security'],,,,,,,['intel dual core']
scan_3566,11355983,,,['sonicwall email security'],,,,,,,['intel celeron 440']
scan_3567,11364921,,,,,['ddr4'],,,,,
scan_3568,11385421,,,['tempo'],,,['sata pcie'],,,,
scan_3569,11387285,"['strider gold evolution full modular 80', 'psu']",,,,,,,,,
scan_3570,11400874,['mac keyboard advance'],,['logickeyboard'],,,,,,['premiere pro cc slim line'],
scan_3571,11405928,['nvidia quadro p400'],['pny'],,['2gb'],,,,['single slot'],,
scan_3572,11417733,['trifold folio case'],,['kensington'],,,,,,['k39650eu'],
scan_3573,11427487,"['lto 5', 'hba bundle', '\xa0']",,['quantum'],"['3,000 GB']",,['SAS 6Gb/s'],,,,
scan_3574,11428238,['transposer drive tray'],"['adapter', 'solid aluminium heatsink']",['sonnet'],,,,,,,
scan_3575,11432913,"['lms data cat6', '2u rackmountable']",,,,,,,,,
scan_3576,11435161,['power supply'],,,,,,,,,
scan_3577,11477173,,['fans'],['deepcool'],,,,,,,['intel amd']
scan_3578,11480781,,,,['15 6'],,,,,,
scan_3579,11482821,"['wireless keyboard 850 wireless mouse', 'sensor black']",['optical'],['microsoft'],,,,,,,
scan_3580,11492965,['factory refurbished'],,['corsair'],,,,,,['hydro series h115i'],['all']
scan_3581,11501572,['solid state drive'],,['angelbird'],,,['pkt usb 3'],,['Blue'],['write 68 000'],
scan_3582,11501706,['nanoxia deep silence pwm ultra quiet pc fan'],,,['120mm'],,,['650 1500 rpm'],,,
scan_3583,11501876,['solid state drive'],,['angelbird'],,,"['pkt usb 3', 'grey 560']",,['Graphite'],['write 68 000'],
scan_3584,11501912,['solid state drive'],,['angelbird'],,,['pkt usb 3'],,['Orange'],['write 68 000'],
scan_3585,11511307,['arctic'],['vengeance'],,['8gb'],,,,,,
scan_3586,11511338,['corsair'],,,['8gb'],,,,,,
scan_3587,11519541,['akasa power adapter'],,,,,,,,,
scan_3588,11521692,,,['icy box'],,,,,,,
scan_3589,11528798,,,,,['ddr4'],,,,,['intel core i7 7700hq']
scan_3590,11537847,,,['cubix'],,,['external pcie expansion gen3 700w 4x pcie x16'],,,,
scan_3591,11547507,"['alpha black full', 'aluminium fanless case 2x usb 3 0 slot']",['optical drive'],['streacom'],,,,,,,
scan_3592,11568189,['black'],,['aerocool'],,,,,,,
scan_3593,11572337,['sst fp53s hard disk cooler silver'],,['silverstone'],,,,,,,['all 3 5']
scan_3594,11576097,['silverstone sst'],,,['120mm'],,,,,,
scan_3595,11581283,"['cooler master', 'psu']",,,,,,,,,
scan_3596,11590046,,,['silverstone'],,,['mm slim laptop odd bay tray loading 2x usb 3 0 a type support sdxc'],,,,
scan_3597,11620871,['extension cable'],,['15'],,,,,,,
scan_3598,11629029,,,['palit'],,,,['1506mhz gpu'],,,['geforce gtx 1070 jetstream']
scan_3599,11630036,"['aero compute board quad core atom based', 'developer kit', 'linux operating system']",['open source'],['intel'],,,,,,,
scan_3600,11635741,,,['msi'],,['gddr5'],,['1518 mhz'],,,
scan_3601,11645988,,['adaptec'],['50cm'],,,"['mini serial attached scsi hd x4 sff', 'serial attached scsi hd sff 8643 cable']",,,,
scan_3602,11647046,['icybox mobile rack'],,,['3 5'],,,,['black'],,
scan_3603,11663008,,,['cooler master'],,,,,,,
scan_3604,11703552,"['msi radeon hd 7950', '880mhz 1792 cores']",['oc'],,['3gb'],['gddr5 gpu'],,,,['frozr 3gd5 v2'],
scan_3605,11722965,,,,,['speed'],,,,,
scan_3606,11724145,['notebook cooler mini for'],,['antec'],,,,,['laptops upto'],,
scan_3607,11726041,['storage arches'],,['intel'],,,,,,,
scan_3608,11726984,['msi gtx 1050ti 4gt'],,['4'],,['gpu'],,"['1290 mhz', '1392 mhz']",,,['768 core']
scan_3609,11736225,,,['supermicro mbd x9dae o'],,,,,,"['2011 x2', 'sata raid pcie 3 0 x16 e atx']",
scan_3610,11736365,['rx 470'],,['scan'],,['ddr4'],,,,,['gamer intel core i3']
scan_3611,11751747,['nvidia gtx titan'],,,"['12gb', '500gb']",,,,,,
scan_3612,11751936,,,,,,['win'],,,,
scan_3613,11752105,['protective cover and stand for'],,['kensington'],,,,,,,
scan_3614,11752699,['red led'],,,['120mm'],['120 ufo red 600 1000rpm'],,,,,
scan_3615,11752740,,,,['120mm'],['1000rpm'],,,,,
scan_3616,11752767,,,,,,,,,,['600 1000rpm']
scan_3617,11752781,['white led'],,,['120mm'],,,,,,
scan_3618,11753236,['maximus viii hero'],,,,['ddr4'],,,,,
scan_3619,11753738,,,,,,,,,,
scan_3620,11757058,['corsair'],,,['8gb'],,,,,,
scan_3621,11761298,['ethernet controller chip for'],,,"['2 port', '10gb']",,,,,,['intel x550 at2']
scan_3622,11761640,,,[],,,,,,,
scan_3623,11779247,,,['black'],,,,,,,
scan_3624,11786852,['adata premier'],,,['240gb'],['510'],['sata iii'],,,,
scan_3625,11791053,,,['netgear dgn2200'],,,,,,,
scan_3626,11799568,,,,['256gb'],,,,,,
scan_3627,11807401,['key lock hot swappable 2xfront leds tool less'],,,,,,,,,
scan_3628,11808280,['crucial server memory'],,,['8gb'],['ddr3 pc3 12800 1600'],,"['RDIMM', 'DDR3', 'Server', 'PC3-12800 (1600)', 'ECC']",['\xa0'],,
scan_3629,11875170,['emmc chrome'],,,"['11 6', '32gb']",,,,,,['intel celeron n3060']
scan_3630,11889855,['antennae'],,['draytek'],,,,,,,
scan_3631,11893255,,,,['180gb'],,,['50k'],,,
scan_3632,11896027,"['microsdhc memory card', 'write adapter included']",,,['16gb'],,,,,,
scan_3633,11915750,['cooler master'],,,,,,['110cfm 19db'],,,
scan_3634,11918808,,['vengeance'],,['64gb'],['ddr4 so dimm'],,"['Non-ECC', 'Vengeance Performance', 'DDR4 SO-DIMM', 'UDIMM (Unbuffered)', 'PC4-19200 (2400)']",['\xa0'],['performance pc4 19200'],
scan_3635,11926532,['overclocked bundle'],,,['3xs x99'],,,,,,['intel core i7 6900k broadwell e asus x99']
scan_3636,11973053,['mini tower case'],,,,,,,,,
scan_3637,11978069,,,['msi cubi'],['128gb'],,"['sata bay', 'usb 3 0 no o s']",,,['black'],['intel i3']
scan_3638,11978346,,['qnap'],['16 bay'],,['10 gbe sfp 4x gbe 4x'],['usb 3 0'],['ecc ram'],,,
scan_3639,11987014,,,['msi'],,['ddr4'],,,,,
scan_3640,12003243,,,['15'],,['ddr3l'],,['2 7ghz'],,,
scan_3641,12004279,,,,,,,,,,['android']
scan_3642,12057565,,,,['240gb'],,['sata iii'],,,,
scan_3643,12069049,['chassis low profile pci card'],,['logic case'],,,,,,['2u sc 23400'],
scan_3644,12085661,,,,,,,,,['socket f 1207'],
scan_3645,12088257,['toshiba exceria pro m401 micro sd card'],,,['16gb'],,,,,['4k full'],
scan_3646,12095810,,,,,['ddr3'],,,,,['8x sata hotswap 2u rackmount']
scan_3647,12102851,['year warranty'],,,,,,,,,
scan_3648,12118732,"['antec edge', 'modular psu']",,['550w'],,,,,,,
scan_3649,12132786,['70w cpu'],,,,,,,,,['intel xeon e5']
scan_3650,12148623,,,"['gamer', 'xfx']",,['ddr4'],,,,['rx 480'],['intel core i5']
scan_3651,12158308,['beu0470c notebook accessories kit'],,['targus'],,,,,,,
scan_3652,12162043,,,['octacore'],['16gb'],,['android 5'],,['white'],,
scan_3653,12171990,"['professional x rugged sdxc memory card', 'write']",,,['64gb'],,['uhs i'],,,,
scan_3654,12173344,['serial cable enables samurai'],,['atomos'],,,,,,,
scan_3655,12173880,,,['asus'],,,,,,['m061u'],
scan_3656,12185339,,,['dynamode'],,,,,,,
scan_3657,12197110,,,['logickeyboard'],,,,,,['final cut pro x shortcut pro'],
scan_3658,12210549,['1392mhz boost'],,['asus'],,['gddr5 graphics card'],,['gpu'],,,"['geforce gtx 1050 ti phoenix', '768 core 1290mhz']"
scan_3659,12211561,,,['geforce'],,['gddr5'],,,,,
scan_3660,12244251,['z9pe d8 ws'],,['asus'],,,,,,"['2011 x2', 'sata raid pcie 3 0 x16']",['intel c602 s']
scan_3661,12251192,['support'],,,,,,,,,
scan_3662,12269928,['mac advance'],,['logickeyboard cubase nuendo keyboard'],,,,,,,
scan_3663,12276737,['storedge sdxc memory card'],['pny'],,['256gb'],,,,"['apple macbook', 'air pro']",,
scan_3664,12278932,['nanoxia deep silence pwm ultra quiet pc'],,,['140mm'],,,,,,
scan_3665,12291221,"['white mid tower', 'computer chassis', 'watercooling 2x fan controllers', 'body psu cover']",,['aerocool ls5200'],,,,,,,
scan_3666,12299575,,,,,,,,,,
scan_3667,12316504,['server'],,,['rs720q e8'],,,,,,
scan_3668,12320651,['sapphire'],,,['4gb'],['gddr5'],,,,,['radeon']
scan_3669,12325820,['apple lightning usb 3 0 drive'],,,['64gb'],,,,,,
scan_3670,12336881,,,['corsair'],,,['gen 2'],,,,
scan_3671,12336883,,,['corsair'],,,,,,,
scan_3672,12336885,,,['corsair'],,,,,,,
scan_3673,12336886,,,['corsair'],,,['gen 2'],,['red'],,
scan_3674,12336887,,,['corsair'],,,,,,,
scan_3675,12338630,,['scan'],,['15cm'],,,,,,
scan_3676,12347255,"['masterbox 5 mid tower', 'computer chassis 2x', 'fans 2x usb 3 0 mitx']",,['cooler master'],,,,,,,
scan_3677,12362782,['acetal'],,['ek supremacy evo water'],,,,,,['cpu block'],
scan_3678,12363780,,,,,,,,,,
scan_3679,12363789,,,,,,,,,,['intel 115x']
scan_3680,12366297,,,['intel'],['8gb'],,"['emmc micro sdxc', 'hdmi wifi']",,,,['intel quad core z3735f']
scan_3681,12367583,['laptop notebook'],,['spare battery'],,,,,,,
scan_3682,12373747,['mbf2600rc enterprise sas'],['toshiba'],,['600gb'],,,,,,
scan_3683,12391875,,,,,,,,,,['amd opteron 64 252']
scan_3684,12397135,,,,,,,,,,['8x']
scan_3685,12405568,['liqtech'],,['enermax'],,,,,,,
scan_3686,12406857,,,['gigabyte'],,,,,,,
scan_3687,12406967,"['sdxc memory card', 'write']",,,['64gb'],,['uhs i'],,,,
scan_3688,12414352,['intel s3100 2'],,,['240gb'],,,['54k'],,,
scan_3689,12415057,,,['scan'],['2tb'],['r9 390'],,,,,['intel core i7']
scan_3690,12417727,['r9 fury'],,['scan'],,,,,['corsair'],,['intel core i7']
scan_3691,12417902,['r9 fury'],,['scan'],['2tb'],,,,['corsair'],,['intel core i5 6600']
scan_3692,12419071,['mouse black'],,['cherry'],,,,,,,
scan_3693,12420798,,,['sonnet'],,,,,,['allegro pcie usb 3 0'],
scan_3694,12429453,['ssd win'],,,"['10 1', '32gb']",,,,,,['amd c50 dual core']
scan_3695,12448838,,,['startech'],,,"['usb a', 'usb 3 0 hub']",,,,['com']
scan_3696,12456915,['1282t'],,,,,,['8x'],,,
scan_3697,12490088,['corsair'],,,['128gb'],,,,,,
scan_3698,12514555,,,['icy dock'],,,['sata backplane'],,,,
scan_3699,12518182,['cs2030 enthusiast'],['pny'],,['480gb'],,,,,,
scan_3700,12528255,['psu'],,,,,,,,,
scan_3701,12531052,['adaptor charger'],,['scan'],,,['usb chrga2a usb'],,,,
scan_3702,12533686,['icy dock mobile rack ivory'],,,,,,,,,
scan_3703,12533692,['mobile rack'],,['icy dock'],,,,,,,
scan_3704,12535470,,,,,,['thunderbolt 2'],,,,
scan_3705,12538557,['logic pro x keyboard pro'],,,,,,,,,
scan_3706,12540537,"['samsung pro', 'memory card', 'write', 'adapter included']",,,['64gb'],,"['uhs i', 'u3 100mb s read 90mb s']",,,,
scan_3707,12545471,"['antec', 'modular 80plus bronze', 'psu']",,,,,,,,,
scan_3708,12545817,"['antec', 'modular 80']",,,,,,,,,
scan_3709,12576329,['psu dual rail'],,,,,,,,,
scan_3710,12583018,,,,,,,,['Black'],,
scan_3711,12594205,['mouse set compoint black'],,['2 4ghz wireless'],,,,,,,
scan_3712,12595762,,['sata3 6gbps'],['asrock'],,['ddr4'],,,,,
scan_3713,12606838,['overclocked core i7 6820hk'],,,['17 3'],,,,,,
scan_3714,12611791,['ac3100 adsl'],,['asus'],,,['modem router 3167mbps dual band'],,,['ac88u'],
scan_3715,12613886,,,['netgear plp1200 powerline'],,,,,,,
scan_3716,12642838,,,,,['ddr3 ram'],['bt 4 0 usb 3'],,['win 10'],,
scan_3717,12643400,['x541sa quad core'],,['15'],,['ddr3 ram'],['bt 4 0 usb 3'],,['win 10'],,
scan_3718,12646591,"['catalyst managed', 'rack mountable led indicators']",,['cisco'],,,,['128mb ram'],,,
scan_3719,12652786,['video output 2x'],,['lenovo thinkpad onelink dock'],,,['usb 3 0 2x usb 2 0'],,,,
scan_3720,12668545,['patch cable'],,,,,,,,,
scan_3721,12683320,['server adaptor'],,,,,,,,,
scan_3722,12700792,['mouse black'],,,,,,,,,
scan_3723,12707490,['pny'],,,['64gb'],,,,,['write and 120mb s read'],
scan_3724,12711879,['amd ryzen 7'],,['3xs gamer'],,['ddr4'],,['radeon'],,['rx 480'],
scan_3725,12718183,"['home theater', 'desktop case']",,['cooltek'],,,,,,,
scan_3726,12720160,"['mortar arctic', 'intel b150 s']",,['msi'],,['usb3'],,,,,
scan_3727,12721121,['smart array server intel c606'],,['hp'],,['ddr3'],,,,['642107 421 dl380p'],['intel xeon e5 2600']
scan_3728,12744300,['platinum'],['dominator'],,"['16gb', '4x4gb']",['rog pc4 25600 3200 non'],,"['Non-ECC', 'PC4-25600 (3200)', 'UDIMM (Unbuffered)', 'DDR4', 'Dominator Platinum ROG Edition']",['Aluminium Heatspreader with DHX Red Top Bar'],,
scan_3729,12749565,,,,['1tb'],,['com usb3'],,,,['intel core i3 6100']
scan_3730,12750264,['bus powered'],,,,,,,,,
scan_3731,12772429,,,,['500gb'],,['com lpt'],,,,['intel celeron 1037u']
scan_3732,12796360,"['duracell sdhc memory card', 'write']",,,['16gb'],,,,,,['read']
scan_3733,12804132,"['hgst ultrastar c10k1800', 'instant secure erase']",,,['2tb'],,['huc101812cs4200 2 5'],,,['10520rpm'],
scan_3734,12812204,,,['startech'],,,,,,,['com']
scan_3735,12819543,['laptop port replicator uk irish advanced e port ii'],,,,,"['ac adapter', 'usb 3 0 without stand kit']",,,,
scan_3736,12824794,['xxxmb s'],,,['480gb'],,,,['xxk xxk'],,
scan_3737,12831272,['xpander desktop elite external pcie expansion quiet fan'],,['cubix'],,,['pcie x16'],,,,
scan_3738,12845666,,['sata3'],['msi'],,['ddr4'],['micro atx'],,,,
scan_3739,12847006,,,['3xs performance'],,"['7600k', 'ddr4']",,,,,['intel core i5']
scan_3740,12848575,['server memory'],,['hynix'],,['ddr4'],,,,,
scan_3741,12857337,"['intel dc s3610 series 2 5', 'write 82k']",,,['100gb'],,,,,,
scan_3742,12860748,['megaraid sas 9341 4i sgl'],,"['avago', 'broadcom']",,,,,,"['sata sas pcie 3 0', 'sata sas pcie 3 0']",
scan_3743,12863811,,,,,,,,,,
scan_3744,12871646,['modular uncertified'],,['600w cit black'],,,,,,,
scan_3745,12873685,,,['msi'],,['ddr4'],,['1151'],,,
scan_3746,12881593,"['aluminium mid tower', 'computer chassis black']",,,,,['usb 3 0'],,['support'],,
scan_3747,12893886,,,,,,,,,,['com']
scan_3748,12931691,"['x7 pro g sync i7 5850hq', 'mechanical keyboard']",,,"['17 3', '16gb']",,,,,,
scan_3749,12946498,"['lexar 3500x', 'write']",,,"['256gb', 'CFast 2.0']",,,"['525 MB/s', '445 MB/s']",,,
scan_3750,12960787,,,,"['32gb', '4x8gb']",,,,,,
scan_3751,12965100,,,['areca arc'],,,,,,"['8026', '3 x 6gb s', 'sasa 4 x sff8088 ports']",
scan_3752,12981992,['fp32b e 4 x usb 3 0 2x hd audio 3 5 bay device front i o'],,['silverstone'],,,,,['aluminium black'],,
scan_3753,13003108,,['materials'],['pakuma'],,,,,['black red'],,['upto']
scan_3754,13008621,,,['sumvision'],,,,,,,['octa']
scan_3755,13016780,['icy box external raid tower enclosure'],,,,,,,,,['8x sata3']
scan_3756,13017012,"['hynix', 'memory pc4 17000']",['laptop'],,['8gb'],['ddr4 so dimm'],,"['DDR4 SO-DIMM', 'UDIMM (Unbuffered)', 'Non-ECC', 'Laptop Memory', 'PC4-17000 (2133)']",['\xa0'],,
scan_3757,13020367,,,['3xs gamer'],,,,,,,
scan_3758,13030547,,,,['20tb'],,['5big thunderbolt 2 professional external 5 disk desktop hardware raid'],,,,
scan_3759,13048770,,['bt'],['intel'],,,['hdmi 2 0'],,,,
scan_3760,13049861,['bays 1u'],,['asus'],,['ddr4 rdimm lrdimm 2x'],,,,['e8 ps2 intel c612 pch s2011 3 x2 pcie x16'],
scan_3761,13050700,['bolton d4'],['card'],['asrock'],,,,,,,['realtek gbe usb']
scan_3762,13065711,,,,,['ddr4'],,,,,
scan_3763,13066051,,,,,,,,,,
scan_3764,13068207,,,['15'],['128gb'],,"['fhd ips', 'nvme pcie ssd 1tb']",,,,
scan_3765,13068209,,,,,,,['2 3ghz'],,,
scan_3766,13070591,"['microsdhc memory card', 'write adapter included']",,,['32gb'],,,,,,
scan_3767,13079827,['x11ssh server board'],,['supermicro'],,,,,,,['intel xeon processor']
scan_3768,13081352,,,['akasa duodock x black'],,,['bridge usb 3 0 for'],,,,
scan_3769,13094021,['intel b150 s'],,['asrock'],,,,,,,
scan_3770,13106004,,,['icy box'],,,"['1 x usb 2 0', 'usb powered black']",,,,
scan_3771,13115658,['black'],,,,,,,,,
scan_3772,13118811,,,,['2gb evga'],['gddr5 gpu'],,,,,
scan_3773,13135399,['mini itx tower'],,,,,,,,,
scan_3774,13142443,"['bronze 80', 'psu']",,,['500w evga'],,,,,,
scan_3775,13142927,['formats'],,['dynamode'],,,,,,,
scan_3776,13149463,,,['elitebook'],['320gb'],,,,,['8470p'],['intel core i5']
scan_3777,13155027,,,['heisei'],,,,,,['usb 3 0'],
scan_3778,13165458,['mini itx'],,['gigabyte'],,['ddr3 ddr3l so dimm on board gpu'],,,,,['intel celeron']
scan_3779,13165963,,,['asrock'],,['ddr4 ddr3'],,,,['1151'],
scan_3780,13171321,,,['gigabyte'],,,['usb 3 0'],,,['ultra compact pc'],['dual core i5 6200u cpu intel hd graphics m 2 slot']
scan_3781,13182354,,,,,,,,,,
scan_3782,13182367,['maximus viii hero ranger gene motherboards'],,['ek fb asus'],,,,,,,
scan_3783,13182506,,,['ekwb'],,,,,,,
scan_3784,13188078,['motherboards'],,['ekwb'],,,,,,,
scan_3785,13226820,,,['router'],,,,,,['ac3000 1733 866 400mbps'],
scan_3786,13232552,,,['qnap'],,,,,,,['intel xeon']
scan_3787,13237454,,,['broadcom'],,,,,,['sas 9200 8e sgl 8 port ext'],
scan_3788,13241722,['casing'],,,,,,,,,
scan_3789,13242467,"['rog maximus ix formula z270', '7700k cpu']",,,,,,,,,
scan_3790,13244654,,,,,['a'],,,['Black'],,
scan_3791,13256697,"['home student', 'powerpoint onenote digital download']",,['microsoft'],,,,,['mac word'],,
scan_3792,13257313,['intel expi9400pt gigabit'],,,['1 port'],,['server ethernet card'],,,,
scan_3793,13260814,['corsair'],,,['6tb'],['s read 2300mb s'],['0 x4'],,,['write 300k'],
scan_3794,13267891,"['phison s10 256mb', 'write']",,,,,,,,,
scan_3795,13292198,['macbook chromebook'],['connects'],['scanfx'],,,,,,,
scan_3796,13311130,['gelid solutions silent'],,,,,,,,,
scan_3797,13317401,['usb3 vgahrs usb'],,,,,,,,,
scan_3798,13337723,['isk'],,,,,,,,,
scan_3799,13341056,,,['synology'],,,,['2133 unbuffered'],,,
scan_3800,13384114,['enclosure raid storage kit'],,,,,"['mini sas external', 'sas sata']",,,['ts421s'],
scan_3801,13384715,['write'],,['angelbird'],,,,,['Blue'],,
scan_3802,13386895,['radiator inc'],,,,,,,,['frostflow120'],
scan_3803,13400469,,,,,['ddr4'],,,,,
scan_3804,13402904,"['hp envy', 'pack inc keyboard stylus']",,,['32gb'],,,,,,"['note', 'intel atom x5']"
scan_3805,13411807,['istorage diskgenie usb 2 0 portable hard drive'],,,['1tb'],,,,['\xa0'],,
scan_3806,13428118,['minuet 350 slimline desktop micro atx case'],,,,,,,,,
scan_3807,13430902,"['rog strix', '7700k cpu']",,['asus'],,,,,,,
scan_3808,13438056,['enclosure raid storage kit'],,,,,"['mini sas external hard drive', 'sas sata']",,,['ts821s'],
scan_3809,13449099,,,[],,,,,,,
scan_3810,13486024,,,,,,,,,,['intel core']
scan_3811,13486957,"['supernova', 'psu']",,,['750w evga'],,['12v 135'],,,,
scan_3812,13500116,,,,['15 6'],,['usb 3'],,['win10 pro'],,
scan_3813,13504705,,,['motu'],,,,,,['16a'],['No']
scan_3814,13509266,,,['mellanox connectx'],,,,,,,
scan_3815,13511696,,['multi memory card'],['akasa'],,,['USB 2.0'],,['\xa0'],,
scan_3816,13534616,['mini itx'],,['msi'],,,"['ac intel b250 s 1151', 'usb 3']",,,,
scan_3817,13538157,['aluminium black'],,['akasa euler s'],,,['front panel'],,,,
scan_3818,13539097,,,['msi'],,['ddr4'],,['1151'],,,
scan_3819,13548580,['psu'],,,['600w evga'],,,,,,
scan_3820,13549607,['mini itx'],,,,['ddr4'],['usb 3 1'],['1151'],,,
scan_3821,13553130,['usb3 express card'],,,,,,,,,
scan_3822,13565183,,['startech'],,['15cm'],,['com usb 3 1 gen 2 5 gbps'],,['Black'],,
scan_3823,13569255,"['usb compact layout epos keyboard', 'pos grade']",,['accuratus'],,,,,,,
scan_3824,13572751,['black'],,['350w'],,,,,,,
scan_3825,13576493,"['corsair gaming', '12v quiet fan', 'v2 3 psu']",,,,,,['700guk'],,,
scan_3826,13576528,,,['msi'],,['ddr4'],,['1151'],,,['intel z270 s']
scan_3827,13583030,,,,['16 port'],,,,,,
scan_3828,13583942,"['sandisk x400', 'business']",,,['1tb'],,,,,['tlc read 545mb s'],
scan_3829,13584211,['ek fc1080 waterblock pom acetal nickel plated for'],,['ekwb'],,,,,['nvidia geforce'],,
scan_3830,13584496,['cover waterblock for'],,,,,,,,,['amd reference design radeon pro duo graphics card nickel acetal']
scan_3831,13585491,"['cover waterblock for', 'geforce gtx titan x graphics card']",,['ekwb'],,,,,['nvidia reference'],,
scan_3832,13587700,['spare hard drive carrier tray'],,['icy box'],,,,,,,
scan_3833,13605377,['backplate'],"['classy', 'anodised aluminium']",['ek'],,,,,,['fc980 gtx 980'],
scan_3834,13605458,"['b150 pro gaming', 'intel b150 s']",,['asus'],,['ddr4'],,,,['1151'],
scan_3835,13614543,['1721mhz boost'],,['msi'],,['geforce gtx 1070'],,,,,['1920 core 1531mhz']
scan_3836,13647041,,,['msi'],,,,,,,
scan_3837,13647048,,,['msi'],,,,,,,
scan_3838,13689616,,,['sonnet echo'],,,,,,['express sel upgrade card 2x thunderbolt 3 ports thunderlok 3 compatible'],
scan_3839,13689619,,,['sonnet'],,,['thunderbolt 3 upgrade card'],,,,
scan_3840,13696574,,,,,,['thunderbolt 3 interface windows'],,,,
scan_3841,13715083,"['hard drive cooler', 'quiet fans']",,,,,,,,,
scan_3842,13737168,,,['gainward'],,['gddr5'],,,,,"['geforce gtx 1060 phoenix', 'golden sample']"
scan_3843,13737541,"['geforce gtx 1080 phoenix', '1733mhz boost']",,,,,['gddr5x vr ready graphics card'],,,,['2560 core']
scan_3844,13737576,"['netfire usb graphics adapter', 'workspace']",,['gainward'],,,,,,,
scan_3845,13738403,['geforce gtx 1080 ti founders'],,,['11gb'],,['gddr5x vr ready graphics card'],,,,
scan_3846,13738793,,,['gainward'],,,,['1506mhz'],,,['geforce gtx 1060 phoenix']
scan_3847,13738806,,,['gainward'],,,,['1506mhz gpu'],,,['geforce gtx 1070 dual fan']
scan_3848,13738842,,,['gainward'],,['gddr5'],,,,,"['geforce gtx 1060 phoenix', 'golden sample', '1152 core']"
scan_3849,13740617,['adapter card'],,['mellanox mcx354a fcbt connectx'],,,,,,,
scan_3850,13745142,"['corsair builder', 'v2 31 psu']",,,,,,,,,
scan_3851,13757482,"['corsair enthusiast series', 'bronze sli crossfire', '12v quiet fan', 'v2']",,['850w'],,,,,,,
scan_3852,13764929,['psu'],,,,,,,,,
scan_3853,13781454,['intel h170 s'],,['asrock'],,,,['1151'],,,
scan_3854,13793075,['nvidia quadro'],,,,['ddr4'],,['2d'],,,['overclocked intel core i7 7700k']
scan_3855,13800852,,,['mellanox connectx'],,,,,,,
scan_3856,13808964,"['modular 80plus', 'psu']",,,,,,,,,
scan_3857,13818009,,,,,,['usb 3'],,,,
scan_3858,13819484,,,['com usb'],,,,,,,
scan_3859,13823143,['l8e'],,,,,,,,['s2308l'],
scan_3860,13846695,,,['adaptec'],,,['internal ports pcie gen2'],,,,
scan_3861,13848376,['core i5'],,['15'],,,,,,,
scan_3862,13851656,"['modular 80plus', 'psu']",,,,,,,,,
