cdi_id,cdi_cluster_id,cdi_style,cdi_product_type,cdi_material,cdi_color,cdi_finish,cdi_height,cdi_capacity,cdi_base,cdi_shape,cdi_category,cdi_brand,cdi_blocking_key
cdi_6855,14306895,,,'with beeswax',,'cherry',"'78.00 Pound(s)', '34""'",'18 l',,,,,"__'with beeswax'__'cherry'_'78.00 Pound(s)', '34""'_'18 l'____"
cdi_6856,14317006,"'deep pans with', 'top', 'self contained refrigeration', 'drawers'",,"'stainless steel', 'front aluminum'","'section with drawers', 'rear mounted'",,'315.00 Pound(s)','8 - 9 pan',,,'two',,"'deep pans with', 'top', 'self contained refrigeration', 'drawers'__'stainless steel', 'front aluminum'_'section with drawers', 'rear mounted'__'315.00 Pound(s)'_'8 - 9 pan'___'two'_"
cdi_6857,14317151,,,'with beeswax',,'cherry',"'34""', '138.00 Pound(s)'",,,,,,"__'with beeswax'__'cherry'_'34""', '138.00 Pound(s)'_____"
cdi_6858,14317179,,'face','with beeswax',,'cherry',"'104.00 Pound(s)', '34""'",,,,,,"_'face'_'with beeswax'__'cherry'_'104.00 Pound(s)', '34""'_____"
cdi_6859,14327267,'30',,'with beeswax',,'cherry',"'34""', '216.00 Pound(s)'",'30 l',,,,,"'30'__'with beeswax'__'cherry'_'34""', '216.00 Pound(s)'_'30 l'____"
cdi_6860,14327286,,'face',,,'cherry',"'173.00 Pound(s)', '34""'",'30 l',,,'with beeswax',,"_'face'___'cherry'_'173.00 Pound(s)', '34""'_'30 l'___'with beeswax'_"
cdi_6861,14339069,"'two speed fan motor', 'oven', 'floor model'",,'front',,'nsf','850.00 Pound(s)',,'legs','porcelain',,,"'two speed fan motor', 'oven', 'floor model'__'front'__'nsf'_'850.00 Pound(s)'__'legs'_'porcelain'__"
cdi_6862,14340366,,"'line refrigerator freezer', 'reach in', 'digital thermometer dual'",'stainless steel','narrow half height solid doors',,'480.00 Pound(s)',,,,,,"_'line refrigerator freezer', 'reach in', 'digital thermometer dual'_'stainless steel'_'narrow half height solid doors'__'480.00 Pound(s)'_____"
cdi_6863,14343764,'two tank','rinse with','cetlus',,'nsf','1040.00 Pound(s)','approximately (280) racks/hour',,,,,'two tank'_'rinse with'_'cetlus'__'nsf'_'1040.00 Pound(s)'_'approximately (280) racks/hour'____
cdi_6864,14344601,"'field convertible to lp', 'it meets ansi'","'heavy duty', 'from wells'",,"'designed for', 'easy'",'clean','401.00 Pound(s)',,,,,,"'field convertible to lp', 'it meets ansi'_'heavy duty', 'from wells'__'designed for', 'easy'_'clean'_'401.00 Pound(s)'_____"
cdi_6865,14344806,'yellow',,,,,,,,,,,'yellow'__________
cdi_6866,14344815,"'telescopic handle expands', 'green'",,,,,,,,,,,"'telescopic handle expands', 'green'__________"
cdi_6867,14349095,,"'line refrigerator freezer', 'reach in', 'digital thermometer dual'","'stainless steel', 'exterior aluminum'",'narrow half height solid doors',,'460.00 Pound(s)',,,,,,"_'line refrigerator freezer', 'reach in', 'digital thermometer dual'_'stainless steel', 'exterior aluminum'_'narrow half height solid doors'__'460.00 Pound(s)'_____"
cdi_6868,14355631,"'half door(s), narrow'","'narrow half height doors', 'electric condensate evaporator'",,,,'310.00 Pound(s)','10 - 23 cu. ft.',,,,,"'half door(s), narrow'_'narrow half height doors', 'electric condensate evaporator'____'310.00 Pound(s)'_'10 - 23 cu. ft.'____"
cdi_6869,14355643,"'display', 'hinged / swing, narrow'",'glass door','exterior aluminum',"'section self contained refrigeration stainless steel', 'narrow hinged'",,'355.00 Pound(s)','10 - 23 cu. ft.',,,,,"'display', 'hinged / swing, narrow'_'glass door'_'exterior aluminum'_'section self contained refrigeration stainless steel', 'narrow hinged'__'355.00 Pound(s)'_'10 - 23 cu. ft.'____"
cdi_6870,14361575,"'two', '12', 'pan capacity stainless steel', 'self contained refrigeration', 'doors'",,'exterior aluminum',,,'460.00 Pound(s)',"'33 d', '21 - 24 pan'",,,,'refrigerated counter salad top',"'two', '12', 'pan capacity stainless steel', 'self contained refrigeration', 'doors'__'exterior aluminum'___'460.00 Pound(s)'_'33 d', '21 - 24 pan'____'refrigerated counter salad top'"
cdi_6871,14363655,"'two', 'self contained refrigeration', 'doors'",,'exterior aluminum',,,'475.00 Pound(s)',"'72 l', '33 d', '25 - 30 pan'",,,,,"'two', 'self contained refrigeration', 'doors'__'exterior aluminum'___'475.00 Pound(s)'_'72 l', '33 d', '25 - 30 pan'____"
cdi_6872,14371310,"'ends', 'half door(s), narrow'",'contained refrigeration','section self','standard depth aluminum',,'290.00 Pound(s)','10 - 23 cu. ft.',,,'one',,"'ends', 'half door(s), narrow'_'contained refrigeration'_'section self'_'standard depth aluminum'__'290.00 Pound(s)'_'10 - 23 cu. ft.'___'one'_"
cdi_6873,14371676,"'hinged / swing, narrow'","'contained refrigeration', 'electric condensate evaporator'",'section self','standard depth stainless steel',,'350.00 Pound(s)','10 - 23 cu. ft.',,,'one',,"'hinged / swing, narrow'_'contained refrigeration', 'electric condensate evaporator'_'section self'_'standard depth stainless steel'__'350.00 Pound(s)'_'10 - 23 cu. ft.'___'one'_"
cdi_6874,14371687,"'hinged / swing, narrow'","'contained refrigeration', 'exterior full', 'electric condensate evaporator'","'section self', 'stainless steel'",'standard depth aluminum',,'330.00 Pound(s)','10 - 23 cu. ft.',,,'one',,"'hinged / swing, narrow'_'contained refrigeration', 'exterior full', 'electric condensate evaporator'_'section self', 'stainless steel'_'standard depth aluminum'__'330.00 Pound(s)'_'10 - 23 cu. ft.'___'one'_"
cdi_6875,14373915,'on',"'touch handle', 'mirror', 'nsf imported jacob s pride'",'18 ga',,,,'not be',,,,,"'on'_'touch handle', 'mirror', 'nsf imported jacob s pride'_'18 ga'____'not be'____"
cdi_6876,14376532,"'two', 'self contained refrigeration', 'doors'",,"'stainless steel', 'exterior aluminum'",,,'335.00 Pound(s)',"'48 l', '33 d', '17 - 19 pan'",,,,,"'two', 'self contained refrigeration', 'doors'__'stainless steel', 'exterior aluminum'___'335.00 Pound(s)'_'48 l', '33 d', '17 - 19 pan'____"
cdi_6877,14377137,"'display', 'hinged / swing, narrow'","'narrow hinged', 'glass door'",,'section self contained refrigeration stainless steel',,'375.00 Pound(s)','10 - 23 cu. ft.',,,,,"'display', 'hinged / swing, narrow'_'narrow hinged', 'glass door'__'section self contained refrigeration stainless steel'__'375.00 Pound(s)'_'10 - 23 cu. ft.'____"
cdi_6878,14377183,"'half door(s), narrow'",'electric condensate evaporator',,'narrow half height doors',,'370.00 Pound(s)','10 - 23 cu. ft.',,,,,"'half door(s), narrow'_'electric condensate evaporator'__'narrow half height doors'__'370.00 Pound(s)'_'10 - 23 cu. ft.'____"
cdi_6879,14381236,"'classico', 'thick cherry edge grain blended top', 'with varnique finish stainless steel'","'table', 'legs center bracing'",,,,,'48 l',,,,,"'classico', 'thick cherry edge grain blended top', 'with varnique finish stainless steel'_'table', 'legs center bracing'_____'48 l'____"
cdi_6880,14381280,"'thick cherry edge grain blended top', 'with varnique finish stainless steel'","'table', 'legs center bracing'",,'classico',,,'48 l',,,,,"'thick cherry edge grain blended top', 'with varnique finish stainless steel'_'table', 'legs center bracing'__'classico'___'48 l'____"
cdi_6881,14381362,"'restaurant', 'burners'","'burners rear', 'shelf 6 adjustable'","'battery', 'stainless steel'",'per oven','nsf','1320.00 Pound(s)',,"'left thermostatic', 'convection ovens', '(2) convection ovens'",,,'ultimate',"'restaurant', 'burners'_'burners rear', 'shelf 6 adjustable'_'battery', 'stainless steel'_'per oven'_'nsf'_'1320.00 Pound(s)'__'left thermostatic', 'convection ovens', '(2) convection ovens'___'ultimate'"
cdi_6882,14381658,"'restaurant', 'burners'","'burners rear', 'shelf 6 adjustable'","'battery', 'stainless steel'","'ultimate', 'per oven'","'legs', 'nsf'",'1320.00 Pound(s)',,"'convection ovens', '(2) convection ovens'",,,,"'restaurant', 'burners'_'burners rear', 'shelf 6 adjustable'_'battery', 'stainless steel'_'ultimate', 'per oven'_'legs', 'nsf'_'1320.00 Pound(s)'__'convection ovens', '(2) convection ovens'___"
cdi_6883,14385363,,"'electric smooth cold', 'griddle'","'stainless steel', 'stainless steel construction solid state thermostat', 'nsf'",,,'200.00 Pound(s)',,'cooking surface',,,,"_'electric smooth cold', 'griddle'_'stainless steel', 'stainless steel construction solid state thermostat', 'nsf'___'200.00 Pound(s)'__'cooking surface'___"
cdi_6884,14388332,,"'line refrigerator freezer', 'reach in', 'half height solid doors'",'front doors',"'shallow depth cabinet', 'extra wide'",,'440.00 Pound(s)',,,,,,"_'line refrigerator freezer', 'reach in', 'half height solid doors'_'front doors'_'shallow depth cabinet', 'extra wide'__'440.00 Pound(s)'_____"
cdi_6885,14402178,"'pan capacity stainless steel', 'self contained refrigeration', 'doors'",,'exterior aluminum',,,'520.00 Pound(s)',"'84 l', '33 d', '25 - 30 pan'",,,,'refrigerated counter salad top',"'pan capacity stainless steel', 'self contained refrigeration', 'doors'__'exterior aluminum'___'520.00 Pound(s)'_'84 l', '33 d', '25 - 30 pan'____'refrigerated counter salad top'"
cdi_6886,14407927,"'deep pans with', 'self contained refrigeration', 'doors'",,,"'top', 'rear mounted'",,'236.00 Pound(s)','8 - 9 pan',,,,,"'deep pans with', 'self contained refrigeration', 'doors'___'top', 'rear mounted'__'236.00 Pound(s)'_'8 - 9 pan'____"
cdi_6887,14410145,"'deep pans with', 'self contained refrigeration', 'drawers'",,'stainless steel',"'top', 'rear mounted'",,'236.00 Pound(s)','8 - 9 pan',,,,,"'deep pans with', 'self contained refrigeration', 'drawers'__'stainless steel'_'top', 'rear mounted'__'236.00 Pound(s)'_'8 - 9 pan'____"
cdi_6888,14415858,'solid',,"'plastic handle', 'stainless steel'",,,,,,,,,"'solid'__'plastic handle', 'stainless steel'________"
cdi_6889,14417725,,,'stainless steel',,'black',,,,,,,__'stainless steel'__'black'______
cdi_6890,14425560,,"'tray carrier', 'not included 115v'","'anodized aluminum', 'stainless steel'","'seal with auto eject 1', 'nsf'",,,'60 1',,,,,"_'tray carrier', 'not included 115v'_'anodized aluminum', 'stainless steel'_'seal with auto eject 1', 'nsf'___'60 1'____"
cdi_6891,14425659,,"'refrigerator', 'contained refrigeration aluminum'","'section self', 'front'",'shallow depth cabinet',,'440.00 Pound(s)','24 - 37 cu. ft.',,,'one',,"_'refrigerator', 'contained refrigeration aluminum'_'section self', 'front'_'shallow depth cabinet'__'440.00 Pound(s)'_'24 - 37 cu. ft.'___'one'_"
cdi_6892,14425864,"'refrigerator reach in', 'full height solid doors'",'contained refrigeration stainless steel','section self',,,'490.00 Pound(s)',"'5 casters', '24 - 37 cu. ft.'",,,'one',,"'refrigerator reach in', 'full height solid doors'_'contained refrigeration stainless steel'_'section self'___'490.00 Pound(s)'_'5 casters', '24 - 37 cu. ft.'___'one'_"
cdi_6893,14425921,'full height solid doors',"'refrigerator', 'contained refrigeration stainless steel'","'section self', 'exterior aluminum'",,,'470.00 Pound(s)',"'5 casters', '24 - 37 cu. ft.'",,,'one',,"'full height solid doors'_'refrigerator', 'contained refrigeration stainless steel'_'section self', 'exterior aluminum'___'470.00 Pound(s)'_'5 casters', '24 - 37 cu. ft.'___'one'_"
cdi_6894,14426036,"'half door(s), wide'","'refrigerator', 'contained refrigeration aluminum', 'half height doors'","'section self', 'front doors'",'shallow depth cabinet wide',,'430.00 Pound(s)','24 - 37 cu. ft.',,,'one',,"'half door(s), wide'_'refrigerator', 'contained refrigeration aluminum', 'half height doors'_'section self', 'front doors'_'shallow depth cabinet wide'__'430.00 Pound(s)'_'24 - 37 cu. ft.'___'one'_"
cdi_6895,14426660,,,,'carts',,,,,'lodgix',,,___'carts'_____'lodgix'__
cdi_6896,14427330,,,,'standard height lodgix','carts',,,,,,'waste can holder',___'standard height lodgix'_'carts'______'waste can holder'
cdi_6897,14442175,,'waste can holder',,,,,,,'lodgix',,,_'waste can holder'_______'lodgix'__
cdi_6898,14447467,'broom handle clip',,,,,,,,,,,'broom handle clip'__________
cdi_6899,14450894,'large capacity','not included 115v',"'anodized aluminum', 'stainless steel'",'seal with auto eject',,,'tray carrier',,,,,"'large capacity'_'not included 115v'_'anodized aluminum', 'stainless steel'_'seal with auto eject'___'tray carrier'____"
cdi_6900,14452632,'with magnetic door',,,'designer series','stainless steel','150.00 Pound(s)',,,,,,'with magnetic door'___'designer series'_'stainless steel'_'150.00 Pound(s)'_____
cdi_6901,14457103,"'designer series', 'with magnetic door'",,,,'stainless steel','110.00 Pound(s)',,,,,,"'designer series', 'with magnetic door'____'stainless steel'_'110.00 Pound(s)'_____"
cdi_6902,14458047,'pan with serrated edge',,,,,,,,,,,'pan with serrated edge'__________
cdi_6903,14459417,"'deep pans with', 'self contained refrigeration', 'doors'",'top','front aluminum','rear mounted',,'195.00 Pound(s)','8 - 9 pan',,,,,"'deep pans with', 'self contained refrigeration', 'doors'_'top'_'front aluminum'_'rear mounted'__'195.00 Pound(s)'_'8 - 9 pan'____"
cdi_6904,14459951,"'deep pans with', 'top', 'self contained refrigeration', 'drawers'",,'front aluminum','stainless steel',,'195.00 Pound(s)','8 - 9 pan',,,'or 1',,"'deep pans with', 'top', 'self contained refrigeration', 'drawers'__'front aluminum'_'stainless steel'__'195.00 Pound(s)'_'8 - 9 pan'___'or 1'_"
cdi_6905,14460003,,'table','edges',,'stainless steel','36 h 18 304 stainless steel','48 l',,'classico',,,_'table'_'edges'__'stainless steel'_'36 h 18 304 stainless steel'_'48 l'__'classico'__
cdi_6906,14460014,'classico','table','edges',,'stainless steel','36 h 18 304 stainless steel','48 l',,,,,'classico'_'table'_'edges'__'stainless steel'_'36 h 18 304 stainless steel'_'48 l'____
cdi_6907,14465537,"'designer series', 'with magnetic door'",,,,,"'30 w cast', '200.00 Pound(s)'",,,,,,"'designer series', 'with magnetic door'_____'30 w cast', '200.00 Pound(s)'_____"
cdi_6908,14468356,'with magnetic door',,,,,'240.00 Pound(s)',,,,,,'with magnetic door'_____'240.00 Pound(s)'_____
cdi_6909,14471208,,"'d clip', 'footed style'",,,,,"'5 l', '9 16'",,,,,"_'d clip', 'footed style'_____'5 l', '9 16'____"
cdi_6910,14471459,,,,"'black', 'Black'",,'0.54 Pound(s)','12 l',,,,,"___'black', 'Black'__'0.54 Pound(s)'_'12 l'____"
cdi_6911,14478130,,"'cooking surface', 'cabinet undershelf', 'cord plug energy star replaces', 'ggf1201a3600 s2'",'stainless steel','natural gas',,'426.00 Pound(s)','60 1 ph with','digital thermostat and',,,,"_'cooking surface', 'cabinet undershelf', 'cord plug energy star replaces', 'ggf1201a3600 s2'_'stainless steel'_'natural gas'__'426.00 Pound(s)'_'60 1 ph with'_'digital thermostat and'___"
cdi_6912,14480926,"'thermostat and 60 minute', 'front'",'hand door stainless steel',,'oven racks per','deck electronic','1030.00 Pound(s)','timer 6',"'chrome plated', 'legs'",,,,"'thermostat and 60 minute', 'front'_'hand door stainless steel'__'oven racks per'_'deck electronic'_'1030.00 Pound(s)'_'timer 6'_'chrome plated', 'legs'___"
cdi_6913,14495389,"'deep pans with', 'self contained refrigeration', 'drawers'",'top',,'rear mounted',,'236.00 Pound(s)','8 - 9 pan',,,,,"'deep pans with', 'self contained refrigeration', 'drawers'_'top'__'rear mounted'__'236.00 Pound(s)'_'8 - 9 pan'____"
cdi_6914,14497865,'fits 60004',,'stainless steel',,,,,,,,'food pan','fits 60004'__'stainless steel'________'food pan'
cdi_6915,14500110,"'end grain work surface with varnique', 'turned in'","'table', 'shelf painted wood base with distress'",,,"'legs solid', 'maple'","'36""', '330.00 Pound(s)'",,,'lower',,,"'end grain work surface with varnique', 'turned in'_'table', 'shelf painted wood base with distress'___'legs solid', 'maple'_'36""', '330.00 Pound(s)'___'lower'__"
cdi_6916,14510255,"'refrigeration 1', 'school (carton / crate)'","'floor racks', 'floor drain', 'hose adapter'",'self contained refrigeration',"'drop front locking doors', 'cetlus etl sanitation'",'white vinyl stainless steel','375.00 Pound(s)',"'60 1 ph', 'crates, 10 - 20'",,,'lid',,"'refrigeration 1', 'school (carton / crate)'_'floor racks', 'floor drain', 'hose adapter'_'self contained refrigeration'_'drop front locking doors', 'cetlus etl sanitation'_'white vinyl stainless steel'_'375.00 Pound(s)'_'60 1 ph', 'crates, 10 - 20'___'lid'_"
cdi_6917,14510297,'school (carton / crate)',"'floor racks', 'floor drain', 'hose adapter stainless steel', 'refrigeration'",'mounted',"'self contained refrigeration', 'drop front locking doors', 'cetlus etl sanitation'",,'369.00 Pound(s)',"'60 1 ph', 'crates, 10 - 20'",,,'lid',,"'school (carton / crate)'_'floor racks', 'floor drain', 'hose adapter stainless steel', 'refrigeration'_'mounted'_'self contained refrigeration', 'drop front locking doors', 'cetlus etl sanitation'__'369.00 Pound(s)'_'60 1 ph', 'crates, 10 - 20'___'lid'_"
cdi_6918,14511783,"'deep pans with 10 cutting board', 'top', 'self contained refrigeration', 'doors'",,'front aluminum',,,'250.00 Pound(s)','14 - 16 pan',,,'two',,"'deep pans with 10 cutting board', 'top', 'self contained refrigeration', 'doors'__'front aluminum'___'250.00 Pound(s)'_'14 - 16 pan'___'two'_"
cdi_6919,14511800,"'deep pans with', 'top', 'self contained refrigeration', 'doors'",,'front aluminum',,,'240.00 Pound(s)','10 - 12 pan',,,,,"'deep pans with', 'top', 'self contained refrigeration', 'doors'__'front aluminum'___'240.00 Pound(s)'_'10 - 12 pan'____"
cdi_6920,14511818,"'deep pans with 10 cutting board', 'top', 'self contained refrigeration', 'doors'",,'front aluminum',,,'250.00 Pound(s)','10 - 12 pan',,,'two','mighty top',"'deep pans with 10 cutting board', 'top', 'self contained refrigeration', 'doors'__'front aluminum'___'250.00 Pound(s)'_'10 - 12 pan'___'two'_'mighty top'"
cdi_6921,14515619,"'deep pans with', 'self contained refrigeration', 'doors'",'top','front aluminum','rear mounted',,'240.00 Pound(s)','8 - 9 pan',,,'two',,"'deep pans with', 'self contained refrigeration', 'doors'_'top'_'front aluminum'_'rear mounted'__'240.00 Pound(s)'_'8 - 9 pan'___'two'_"
cdi_6922,14516483,,"'pan band', 'table gray'",'polyfilm aluminum foil to pans dishwasher safe',,,,'not be',,,,'high temp silicone',"_'pan band', 'table gray'_'polyfilm aluminum foil to pans dishwasher safe'____'not be'____'high temp silicone'"
cdi_6923,14516485,,'pan band','polyfilm aluminum foil to pans dishwasher safe',,,,"'12 3', 'not be'",,,,,"_'pan band'_'polyfilm aluminum foil to pans dishwasher safe'____'12 3', 'not be'____"
cdi_6924,14516503,,"'pan band', 'table gray'",'polyfilm aluminum foil to pans dishwasher safe',,,,'not be',,,,,"_'pan band', 'table gray'_'polyfilm aluminum foil to pans dishwasher safe'____'not be'____"
cdi_6925,14516506,,'pan band','polyfilm aluminum foil to pans dishwasher safe',,,,"'12 3', 'not be'",,,,'high temp silicone',"_'pan band'_'polyfilm aluminum foil to pans dishwasher safe'____'12 3', 'not be'____'high temp silicone'"
cdi_6926,14516578,,"'pan band', 'table gray'",'polyfilm aluminum foil to pans dishwasher safe',,,,'not be',,,,'high temp silicone',"_'pan band', 'table gray'_'polyfilm aluminum foil to pans dishwasher safe'____'not be'____'high temp silicone'"
cdi_6927,14516580,,'pan band','polyfilm aluminum foil to pans dishwasher safe',,,,"'12 3', 'not be'",,,,,"_'pan band'_'polyfilm aluminum foil to pans dishwasher safe'____'12 3', 'not be'____"
cdi_6928,14516933,,"'high temp silicone', 'pan band', 'foil to pans dishwasher safe'",,,,,'not be',,,,,"_'high temp silicone', 'pan band', 'foil to pans dishwasher safe'_____'not be'____"
cdi_6929,14517217,"'floor racks', 'school (carton / crate)'","'floor drain', 'hose adapter stainless steel', 'refrigeration'",'mounted',"'drop front locking doors', 'cetlus etl sanitation'",,'350.00 Pound(s)',"'60 1 ph', 'crates, 10 - 20'",,,'lid',,"'floor racks', 'school (carton / crate)'_'floor drain', 'hose adapter stainless steel', 'refrigeration'_'mounted'_'drop front locking doors', 'cetlus etl sanitation'__'350.00 Pound(s)'_'60 1 ph', 'crates, 10 - 20'___'lid'_"
cdi_6930,14518018,"'refrigeration 1', 'school (carton / crate)'","'floor racks', 'floor drain', 'hose adapter'",'self contained refrigeration',"'drop front locking doors', 'cetlus etl sanitation'",'white vinyl stainless steel','357.00 Pound(s)',"'60 1 ph', 'crates, 10 - 20'",,,'lid',,"'refrigeration 1', 'school (carton / crate)'_'floor racks', 'floor drain', 'hose adapter'_'self contained refrigeration'_'drop front locking doors', 'cetlus etl sanitation'_'white vinyl stainless steel'_'357.00 Pound(s)'_'60 1 ph', 'crates, 10 - 20'___'lid'_"
cdi_6931,14518561,"'half height glass doors', 'half door(s), wide'","'refrigerator', 'contained refrigeration aluminum'","'section self', 'front'","'standard depth cabinet', 'extra wide'",,'440.00 Pound(s)','24 - 37 cu. ft.',,,'one',,"'half height glass doors', 'half door(s), wide'_'refrigerator', 'contained refrigeration aluminum'_'section self', 'front'_'standard depth cabinet', 'extra wide'__'440.00 Pound(s)'_'24 - 37 cu. ft.'___'one'_"
cdi_6932,14526262,,,,,,,,,,,'food pan',__________'food pan'
cdi_6933,14527042,'open air',,,,,,'12 l','h square',,'to','floor','open air'______'12 l'_'h square'__'to'_'floor'
cdi_6934,14547931,"'s series restaurant', 'front'",'shelf',,,'nsf','660.00 Pound(s)',,'(1) cabinet',,,,"'s series restaurant', 'front'_'shelf'___'nsf'_'660.00 Pound(s)'__'(1) cabinet'___"
cdi_6935,14547980,,'shelf',,,'nsf','660.00 Pound(s)',,'(1) cabinet',,,,_'shelf'___'nsf'_'660.00 Pound(s)'__'(1) cabinet'___
cdi_6936,14548405,"'oven snap action', 'thermostat hinged', 'valve panel includes 1'",'shelf',"'lower', 'stainless steel'",,'nsf','660.00 Pound(s)',,'(1) standard oven',,,,"'oven snap action', 'thermostat hinged', 'valve panel includes 1'_'shelf'_'lower', 'stainless steel'__'nsf'_'660.00 Pound(s)'__'(1) standard oven'___"
cdi_6937,14548447,"'s series restaurant', 'oven snap action', 'thermostat hinged', 'valve panel includes 1'",'shelf',"'lower', 'stainless steel'",,'nsf','660.00 Pound(s)',,'(1) standard oven',,,,"'s series restaurant', 'oven snap action', 'thermostat hinged', 'valve panel includes 1'_'shelf'_'lower', 'stainless steel'__'nsf'_'660.00 Pound(s)'__'(1) standard oven'___"
cdi_6938,14548751,'hinged',"'s series restaurant', 'shelf'",'stainless steel front sides',,'nsf','660.00 Pound(s)',,'(1) convection oven','valve panel',,,"'hinged'_'s series restaurant', 'shelf'_'stainless steel front sides'__'nsf'_'660.00 Pound(s)'__'(1) convection oven'_'valve panel'__"
cdi_6939,14548792,'hinged','shelf','stainless steel front sides',,'nsf','660.00 Pound(s)',,'(1) convection oven','valve panel',,,'hinged'_'shelf'_'stainless steel front sides'__'nsf'_'660.00 Pound(s)'__'(1) convection oven'_'valve panel'__
cdi_6940,14550348,"'power', 'is', 'during', 'more quickly and yielding'","'commercial microwave', 'boasts', 'digital timer that lights', 'if a door'","'engineered', 'opened', 'more powerful'","'bars and nurse stations', 'easy to', 'more consistent results'",,'39.00 Pound(s)','0.8 cu. ft.',,,'for at a','this amana',"'power', 'is', 'during', 'more quickly and yielding'_'commercial microwave', 'boasts', 'digital timer that lights', 'if a door'_'engineered', 'opened', 'more powerful'_'bars and nurse stations', 'easy to', 'more consistent results'__'39.00 Pound(s)'_'0.8 cu. ft.'___'for at a'_'this amana'"
cdi_6941,14555430,,"'narrow half height doors', 'digital thermometer'",,,,'855.00 Pound(s)',,,,,,"_'narrow half height doors', 'digital thermometer'____'855.00 Pound(s)'_____"
cdi_6942,14559030,"'wall keg capacity stainless steel', 'top', 'self contained refrigeration', 'flat top, stainless steel', 'portable'","'barrel or straight', 'floor'",,,"'stainless steel', 'rear mounted'",'231.00 Pound(s)','1',,,,,"'wall keg capacity stainless steel', 'top', 'self contained refrigeration', 'flat top, stainless steel', 'portable'_'barrel or straight', 'floor'___'stainless steel', 'rear mounted'_'231.00 Pound(s)'_'1'____"
cdi_6943,14560590,"'oven', 'includes 1 rack'",'shelf 6 adjustable',,,"'stainless steel', 'nsf'",'660.00 Pound(s)',,"'(1) standard oven, electric'",'restaurant',,,"'oven', 'includes 1 rack'_'shelf 6 adjustable'___'stainless steel', 'nsf'_'660.00 Pound(s)'__'(1) standard oven, electric'_'restaurant'__"
cdi_6944,14560594,"'oven', 'includes 1 rack'",'shelf 6 adjustable',,,"'stainless steel', 'nsf'",'660.00 Pound(s)',,"'(1) standard oven, electric'",'restaurant',,,"'oven', 'includes 1 rack'_'shelf 6 adjustable'___'stainless steel', 'nsf'_'660.00 Pound(s)'__'(1) standard oven, electric'_'restaurant'__"
cdi_6945,14561480,,'shelf 6 adjustable',,,"'stainless steel', 'nsf'",'660.00 Pound(s)',,"'flue riser with shelf', '(1) convection oven, electric'",'restaurant',,,"_'shelf 6 adjustable'___'stainless steel', 'nsf'_'660.00 Pound(s)'__'flue riser with shelf', '(1) convection oven, electric'_'restaurant'__"
cdi_6946,14561484,'restaurant','shelf 6 adjustable',,'ultimate',"'stainless steel', 'nsf'",'660.00 Pound(s)',,"'flue riser with shelf', '(1) convection oven, electric'",,,,"'restaurant'_'shelf 6 adjustable'__'ultimate'_'stainless steel', 'nsf'_'660.00 Pound(s)'__'flue riser with shelf', '(1) convection oven, electric'___"
cdi_6947,14566693,,'not included',,,,'20.00 Pound(s)',,,,,,_'not included'____'20.00 Pound(s)'_____
cdi_6948,14566718,,"'solid', 'not included'",'supports hardware',,,'21.00 Pound(s)',,,,'uprights cross',,"_'solid', 'not included'_'supports hardware'___'21.00 Pound(s)'____'uprights cross'_"
cdi_6949,14566742,,'not included',"'solid', 'supports hardware'",,,'13.00 Pound(s)',,,,'uprights cross',,"_'not included'_'solid', 'supports hardware'___'13.00 Pound(s)'____'uprights cross'_"
cdi_6950,14566756,"'solid', 'uprights cross supports hardware'",'not included',,,,'16.00 Pound(s)',,,,,,"'solid', 'uprights cross supports hardware'_'not included'____'16.00 Pound(s)'_____"
cdi_6951,14566758,,"'solid', 'not included'",'supports hardware',,,'17.00 Pound(s)',,,,'uprights cross','shelf',"_'solid', 'not included'_'supports hardware'___'17.00 Pound(s)'____'uprights cross'_'shelf'"
cdi_6952,14573588,,,,,,,,,'chrome plated',,'wire shelves',________'chrome plated'__'wire shelves'
cdi_6953,14574632,,,'pot','holder fits cucina',,,"'9 qt', '6 qt'",,,,,"__'pot'_'holder fits cucina'___'9 qt', '6 qt'____"
cdi_6954,14576382,"'shelf', 'uprights cross supports hardware'",'not included','cantilevered aluminum',,'solid 54','17.00 Pound(s)','20 d',,,,,"'shelf', 'uprights cross supports hardware'_'not included'_'cantilevered aluminum'__'solid 54'_'17.00 Pound(s)'_'20 d'____"
cdi_6955,14576386,'uprights cross supports hardware','not included','cantilevered aluminum','solid',,'19.00 Pound(s)',,,,,,'uprights cross supports hardware'_'not included'_'cantilevered aluminum'_'solid'__'19.00 Pound(s)'_____
cdi_6956,14576407,'uprights cross supports hardware',"'solid', 'not included'",'cantilevered aluminum',,,'11.00 Pound(s)',,,,,,"'uprights cross supports hardware'_'solid', 'not included'_'cantilevered aluminum'___'11.00 Pound(s)'_____"
cdi_6957,14576415,"'solid', 'uprights cross supports hardware'",'not included','cantilevered aluminum',,,'14.00 Pound(s)',,,,,,"'solid', 'uprights cross supports hardware'_'not included'_'cantilevered aluminum'___'14.00 Pound(s)'_____"
cdi_6958,14576769,'1 1',,,'scoop split pot',,,,,,,,'1 1'___'scoop split pot'_______
cdi_6959,14577821,,,,'sediment scoop',,,,,,,,___'sediment scoop'_______
cdi_6960,14577839,,'scoop full',,,,,,,,,,_'scoop full'_________
