ids,wor_author,half_author,wor_binding,half_binding,wor_id,half_id,wor_isbn,half_isbn,wor_pages,half_pages,wor_pubdate,half_pubdate,wor_publisher,half_publisher,wor_title,half_title,label
wor_21087_half_2728,Ted Dekker,Ted Dekker,Paperback,,wor_21087,half_2728,9781595546821,9781595548597,416,260,(22 May 2010),"Apr. 13th, 2010",Thomas Nelson Publishers ,Thomas Nelson s,Green,Chosen,0
wor_30655_half_274,Jennifer Estep,Jennifer Estep,Paperback,,wor_30655,half_274,9780758281463,9780758281463,384,384,(24 Dec 2012),"Dec. 24th, 2012",Kensington Publishing ,K-Teen,Crimson Frost,Crimson Frost,1
wor_29450_half_724,Anthony Horowitz,Anthony Horowitz,Paperback,Paperback,wor_29450,half_724,9781406360264,9780142417195,432,388,(2 Apr 2015),"Nov. 16th, 2010",Walker Books Ltd ,Puffin Books,Crocodile Tears,Crocodile Tears,0
wor_34970_half_1009,Esther Hautzig,Esther Hautzig,Paperback,,wor_34970,half_1009,9780064470278,9780064470278,256,256,(30 Jun 1987),"Jun. 30th, 1987",HarperCollins Publishers Inc ,Harper Teen,The Endless Steppe: Growing Up in Siberia,The Endless Steppe,1
wor_11518_half_684,"Jane Yolen, Terri Windling",Jane Yolen,Paperback,,wor_11518,half_684,9780765342300,9780765342300,224,224,(2 Aug 2002),"Mar. 15th, 2002",St Martin's Press ,Tor Books,Briar Rose,Briar Rose,1
wor_28925_half_192,John Flanagan,John Flanagan,Paperback,,wor_28925,half_192,9780440869733,9780142415252,464,373,(1 Sep 2011),"Sep. 6th, 2011",Random House Children's Publishers UK ,Puffin Books,Erak's Ransom,Erak's Ransom,0
wor_45126_half_2473,Pnina Moed Kass,Pnina Moed Kass,Paperback,,wor_45126,half_2473,9780618691746,9780618691746,186,186,(24 Jul 2006),"Jul. 24th, 2006",Houghton Mifflin ,Graphia Books,Real Time,Real Time,1
wor_42331_half_1988,Swati Avasthi,Swati Avasthi,Hardback,,wor_42331,half_1988,9780375863400,9780375863417,-1,288,(9 Mar 2010),"Jan. 24th, 2012",Alfred A. Knopf Books for Young Readers ,Ember,Split,Split,0
wor_28632_half_235,Scott Westerfeld,Scott Westerfeld,Paperback,,wor_28632,half_235,9781442419803,9781442419803,368,348,(1 Jun 2011),"May. 3rd, 2011",Simon & Schuster ,Simon Pulse,Pretties,Pretties,1
wor_38554_half_1387,Tim Tharp,Tim Tharp,Paperback,,wor_38554,half_1387,9780449812877,9780553495133,233,233,(6 Aug 2013),"Aug. 12th, 2008",Ember ,Laurel Leaf Library,Knights of the Hill Country,Knights of the Hill Country,0
wor_28535_half_25,Christopher Paul Curtis,Christopher Paul Curtis,Paperback,,wor_28535,half_25,9780440413288,9780440413288,245,256,(1 Feb 2002),"Jan. 8th, 2002",Bantam Doubleday Dell Publishing Group Inc ,Yearling Books,"Bud, Not Buddy","Bud, Not Buddy",1
wor_12629_half_358,"Rodman Philbrick, W R Philbrick",Rodman Philbrick,Hardback,,wor_12629,half_358,9780439087582,9780439087599,192,223,(12 Feb 2002),"Mar. 1st, 2002",Blue Sky Press (AZ) ,Scholastic Signature,The Last Book in the Universe,The Last Book in the Universe,0
wor_29067_half_90,Pittacus Lore,Pittacus Lore,Paperback,Paperback,wor_29067,half_90,9781405912624,9780061969577,320,440,(2 Nov 2012),"Aug. 23rd, 2011",Penguin Books Ltd ,Harper,I Am Number Four: The Lost Files: The Legacies,I Am Number Four,0
wor_45975_half_2632,Carol M. Tanzman,Carol M. Tanzman,Paperback,,wor_45975,half_2632,9780373210404,9780373210404,248,248,(22 Nov 2011),"Nov. 15th, 2011",Harlequin Teen ,Harlequin Teen,Dancergirl,Dancergirl,1
wor_32425_half_165,Christopher Pike,Christopher Paolini,Paperback,Paperback,wor_32425,half_165,9780765378927,9780375846311,368,880,(1 Feb 2008),"Oct. 23rd, 2012",St. Martins Press-3PL ,Alfred A. Knopf Books for Young Readers,Falling,Inheritance,0
wor_42596_half_2034,Lynne Reid Banks,Lynne Reid Banks,Paperback,,wor_42596,half_2034,9780007462940,9780440420446,240,195,(26 Apr 2012),"Feb. 13th, 2007",HarperCollins Publishers ,Laurel Leaf Library,"Tiger, Tiger","Tiger, Tiger",0
wor_43970_half_2250,Ron Koertge,Ron Koertge,Paperback,,wor_43970,half_2250,9780763629397,9780763629397,116,116,(1 Mar 2006),"Feb. 14th, 2006","Candlewick Press,U.S. ",Candlewick Press (MA),Shakespear Bats Cleanup,Shakespeare Bats Cleanup,1
wor_28688_half_2173,Scott O'Dell,Scott O'Dell,Paperback,,wor_28688,half_2173,9780547406336,9780440219569,179,192,(3 Jan 2011),"May. 31st, 1995",Houghton Mifflin ,Laurel Leaf Library,Zia,Zia,0
wor_29848_half_346,Sara Shepard,Sara Shepard,Hardback,,wor_29848,half_346,9780606122696,9780060887384,298,336,(27 May 2008),"May. 27th, 2008",Turtleback Books ,Harper Teen,Perfect,Perfect,0
wor_28416_half_47,Raina Telgemeier,Raina Telgemeier,Paperback,,wor_28416,half_47,9780545132060,9780545132060,224,213,(1 Feb 2010),"Feb. 1st, 2010",Scholastic US ,Graphix,Smile,Smile,1
wor_36988_half_1190,Gina M. Biegel,Gina M. Biegel,Paperback,,wor_36988,half_1190,9781684030187,9781572246973,136,118,(1 Aug 2017),"Jan. 1st, 2010",New Harbinger Publications ,New Harbinger Publications,"Stress Reduction Workbook for Teens, 2nd Edition: Mindfulness Skills to Help You Deal with Stress",The Stress Reduction Workbook for Teens,0
wor_4754_half_468,Jeanne DuPrau,Jeanne DuPrau,Paperback,Paperback,wor_4754,half_468,9780375828256,9780375855726,352,285,(1 May 2004),"Mar. 23rd, 2010",Random House Children's Publishers UK ,Yearling Books,The People of Sparks,The Diamond of Darkhold,0
wor_30587_half_267,Homer,Homer,Hardback,Paperback,wor_30587,half_267,9781909621459,9780140383096,408,112,(8 Sep 2016),"Dec. 1st, 1997",Pan Macmillan ,Puffin Books,The Odyssey,The Odyssey,0
wor_31742_half_2350,Judy Blume,Judy Blume,Paperback,,wor_31742,half_2350,9781447262893,9780425193815,256,192,(27 Feb 2014),"Jan. 6th, 2004",Pan Macmillan ,Berkley,Superfudge,Superfudge,0
wor_30625_half_387,Katherine Paterson,Katherine Paterson,Paperback,,wor_30625,half_387,9780060734015,9780061227288,191,163,(1 Jul 2008),"Dec. 26th, 2006",HarperCollins Publishers Inc ,HarperEntertainment,Bridge to Terabithia,Bridge to Terabithia,0
wor_30939_half_922,Robert Lipsyte,Robert Muchamore,Paperback,,wor_30939,half_922,9780813593197,9780689877810,300,293,(30 Apr 2018),"Jun. 30th, 2006",Rutgers University Press ,Simon Pulse,SportsWorld: An American Dreamland,Maximum Security,0
wor_35775_half_1635,Heather Brewer,Heather Brewer,Paperback,,wor_35775,half_1635,9780142417096,9780142413425,1120,278,(11 Nov 2010),"Jan. 22nd, 2009",Speak ,Puffin Books,The Chronicles of Vladimir Tod Boxed Set,Ninth Grade Slays,0
wor_6846_half_607,Terry Pratchett,Terry Pratchett,Hardback,,wor_6846,half_607,9780060012335,9780061433061,256,368,(6 Nov 2001),"Sep. 27th, 2011",HarperCollins ,HarperCollins,The Amazing Maurice and His Educated Rodents,I Shall Wear Midnight,0
wor_40137_half_1691,Gloria Skurzynski,Gloria Skurzynski,Paperback,Paperback,wor_40137,half_1691,9781426300929,9781426300950,158,157,(8 May 2007),"Oct. 9th, 2007",National Geographic Society ,National Geographic Society,Cliff-Hanger: A Mystery in Mesa Verde National Park,The Hunted,0
wor_28389_half_152,Gary Paulsen,Gary Paulsen,Paperback,,wor_28389,half_152,9780553494655,9780553494655,88,88,(23 Jun 2010),"Mar. 24th, 2009",Yearling Books ,Yearling Books,Lawn Boy,Lawn Boy,1
wor_41725_half_2904,Michael D Beil,Michael D. Beil,Paperback,,wor_41725,half_2904,9780375854545,9780375854545,329,329,(10 May 2011),"May. 10th, 2011",Yearling Books ,Yearling Books,The Vanishing Violin,The Vanishing Violin,1
wor_31393_half_667,Robert Cormier,Robert Cormier,Paperback,,wor_31393,half_667,9780375829871,9780375829871,14,253,(15 Oct 2004),"Sep. 14th, 2004",Random House Australia ,Alfred A. Knopf Books for Young Readers,The Chocolate War,The Chocolate War,1
wor_45439_half_2519,Clinton Cathryn,Cathryn Clinton,Paperback,,wor_45439,half_2519,9780763647728,9780763647728,195,195,(1 Mar 2010),"Feb. 9th, 2010","Candlewick Press,U.S. ",Candlewick Press (MA),Stone In My Hand,A Stone in My Hand,1
wor_40146_half_1664,Gloria Skurzynski,Gloria Skurzynski,Paperback,,wor_40146,half_1664,9781426301087,9781426302510,157,157,(8 May 2007),"May. 13th, 2008",National Geographic Society ,National Geographic Society,Ghost Horses: A Mystery in Zion National Park,Out of the Deep,0
wor_36557_half_1117,Matt Lamy,Matt Lamy,Paperback,,wor_36557,half_1117,9781936976270,9781936976270,141,160,(1 Aug 2012),"Sep. 25th, 2012",Zest Books ,Zest Books,Dead Strange: The Bizarre Truths Behind 50 World-Famous Mysteries,Dead Strange,1
wor_10863_half_1074,Peter Nelson,Pete Nelson,Paperback,,wor_10863,half_1074,9780385730914,9780385730914,16,201,(11 Nov 2003),"Nov. 11th, 2003",Delacorte Press Books for Young Readers ,Delacorte Press,Left For Dead,Left for Dead,1
wor_42211_half_3033,Sonya Sones,Sonya Sones,Paperback,,wor_42211,half_3033,9781442493858,9780689876035,259,291,(7 May 2013),"Dec. 16th, 2008",Simon & Schuster Books for Young Readers ,Simon Pulse,What My Mother Doesn't Know,What My Girlfriend Doesn't Know,0
wor_6049_half_1017,Herge Herge,Herge,Paperback,Paperback,wor_6049,half_1017,9780316358453,9780316358408,62,62,(30 Sep 1976),"Sep. 30th, 1975","Little, Brown & Company ","Little, Brown Books for Young Readers",The Adventures of Tintin: Destination Moon,The Adventures of Tintin,0
wor_29466_half_2027,Gennifer Choldenko,Gennifer Choldenko,Paperback,,wor_29466,half_2027,9780142420522,9780142420522,244,244,(16 Feb 2012),"Feb. 16th, 2012",Puffin Books ,Puffin Books,No Passengers Beyond This Point,No Passengers Beyond This Point,1
wor_32322_half_495,Kirby Larson,Kirby Larson,Paperback,,wor_32322,half_495,9780385735957,9780385735957,289,289,(23 Dec 2008),"Dec. 23rd, 2008",Random House USA Inc ,Yearling Books,Hattie Big Sky,Hattie Big Sky,1
wor_20931_half_2051,Candace Bushnell,Candace Bushnell,Paperback,Paperback,wor_20931,half_2051,9780062075109,9780061728921,-1,389,(26 Apr 2011),"Apr. 26th, 2011",Balzer & Bray/Harperteen ,Balzer & Bray/Harperteen,The Carrie Diaries,The Carrie Diaries,0
wor_28772_half_1885,Neal Shusterman,Neal Shusterman,Paperback,,wor_28772,half_1885,9781471118104,9781416958642,416,424,(1 Nov 2013),"Nov. 2nd, 2010",Simon & Schuster Ltd ,Simon & Schuster Children's Publishing,Unsouled,Everwild,0
wor_35319_half_924,Mariatu Kamar,Mariatu Kamara,,,wor_35319,half_924,9781531881023,9781554511587,-1,216,(11 Oct 2016),"Sep. 12th, 2008",Brilliance Audio ,Annick Press,The Bite of the Mango,The Bite of the Mango,0
wor_3880_half_13,Gary Paulsen,Gary Paulsen,Hardback,,wor_3880,half_13,9780689840920,9781416936473,195,186,(1 Aug 2000),"Jan. 1st, 2007",Simon & Schuster ,Simon & Schuster Books for Young Readers,Hatchet,Hatchet,0
wor_39232_half_1493,Marian Hale,Marian Hale,Hardback,,wor_39232,half_1493,9781613839737,9780312629083,233,233,(12 Oct 2010),"Oct. 12th, 2010",Perfection Learning ,Square Fish,Dark Water Rising,Dark Water Rising,0
wor_37769_half_2845,Dana Reinhardt,Dana Reinhardt,Paperback,,wor_37769,half_2845,9780385739559,9780385739559,216,216,(10 Jul 2012),"Jul. 10th, 2012",Ember ,Ember,The Summer I Learned to Fly,The Summer I Learned to Fly,1
wor_29642_half_140,Wendelin Van Draanen,Wendelin Van Draanen,Paperback,,wor_29642,half_140,9780375866289,9780375866289,352,352,(20 Mar 2012),"Jan. 10th, 2012",Random House USA Inc ,Ember,The Running Dream,The Running Dream,1
wor_35754_half_2412,Michelle Paver,Michelle Paver,Paperback,,wor_35754,half_2412,9781842551134,9780060728304,320,360,(1 May 2006),"Feb. 20th, 2007",Hachette Children's Group ,HarperTrophy,Chronicles of Ancient Darkness: Spirit Walker: Book 2,Spirit Walker,0
wor_44212_half_2765,Marianne Curley,Marianne Curley,Paperback,,wor_44212,half_2765,9781599905440,9781582346649,333,333,(9 Nov 2010),"Sep. 30th, 2005",Bloomsbury Publishing Plc ,Bloomsbury Publishing PLC,The Dark,The Dark,0
wor_3098_half_2136,Frances Hodgson Burnett,Frances Hodgson Burnett,Paperback,,wor_3098,half_2136,9780099572954,9780143106456,384,258,(1 Aug 2012),"Oct. 25th, 2011",Vintage Publishing ,Penguin Books,The Secret Garden,The Secret Garden,0
wor_11468_half_1759,Laura Ingalls Wilder,Laura Ingalls Wilder,Paperback,,wor_11468,half_1759,9780064400800,9780064400800,112,128,(8 Mar 1994),"Oct. 20th, 1976",HarperCollins Publishers ,HarperCollins,On the Way Home,On the Way Home,1
wor_25515_half_525,Chris Crutcher,Chris Crutcher,Paperback,,wor_25515,half_525,9780060850913,9780060850913,336,316,(5 May 2009),"Apr. 21st, 2009",HarperCollins Publishers Inc ,Greenwillow Books,Deadline,Deadline,1
wor_29015_half_2217,Alex Flinn,Alex Flinn,Paperback,,wor_29015,half_2217,9780060874247,9780060874247,368,368,(5 Mar 2012),"Feb. 14th, 2012",HarperCollins Publishers Inc ,Harper Teen,Cloaked,Cloaked,1
wor_23838_half_2521,Ned Vizzini,Ned Vizzini,Paperback,,wor_23838,half_2521,9780786809967,9780786809967,287,287,(1 Sep 2005),"Sep. 1st, 2005",Hyperion ,Miramax Books,Be More Chill,Be More Chill,1
wor_43195_half_2118,Evelyn Raab,Evelyn Raab,Paperback,,wor_43195,half_2118,9781554078240,9781554078240,216,216,(13 Oct 2011),"Aug. 17th, 2011",Firefly Books Ltd ,Firefly Books,Clueless in the Kitchen: A Cookbook For Teens,Clueless in the Kitchen,1
wor_48107_half_2964,Polly Schoyer Brooks,Polly Schoyer Brooks,Paperback,,wor_48107,half_2964,9780395981399,9780395981399,183,183,(1 Mar 2001),"Oct. 25th, 1999",Houghton Mifflin ,Houghton Mifflin Harcourt (HMH),Queen Eleanor: Independent Spirit of the Medieval World: A Biography of Eleanor of Aquitaine,Queen Eleanor: Independent Spirit of the Medieval World,1
wor_31045_half_321,Sara Holbrook,Sara Holbrook,Hardback,,wor_31045,half_321,9781563979989,9781590780114,32,64,(1 Apr 2002),"Apr. 1st, 2002",Boyds Mills Press ,Boyds Mills Press,Wham! It's a Poetry Jam,Wham! It's a Poetry Jam,0
wor_36182_half_1070,Sarah Deford Williams,Sarah Deford Williams,Paperback,,wor_36182,half_1070,9780142417454,9780142417454,232,232,(6 Jan 2011),"Jan. 6th, 2011",Puffin Books ,Puffin Books,Palace Beautiful,Palace Beautiful,1
wor_45988_half_2635,Lucy Knisley,Lucy Knisley,Hardback,,wor_45988,half_2635,9781627655132,9781596436237,173,192,(2 Apr 2013),"Apr. 2nd, 2013",Perfection Learning ,First Second,Relish,Relish,0
wor_39142_half_1475,Kathe Koj,Kathe Koja,Hardback,,wor_39142,half_1475,9780756931179,9780142402092,117,117,(1 Nov 2004),"Nov. 18th, 2004",Perfection Learning ,Speak,Buddha Boy,Buddha Boy,0
wor_42533_half_2025,Torrey Maldonado,Torrey Maldonado,Hardback,,wor_42533,half_2025,9780606236454,9780142417478,208,195,(12 Apr 2012),"Apr. 12th, 2012",Turtleback Books ,Puffin Books,Secret Saturdays,Secret Saturdays,0
wor_36581_half_2186,Gail Giles,Gail Giles,Paperback,,wor_36581,half_2186,9781416909262,9780689866241,176,126,(1 Mar 2006),"Aug. 24th, 2004",Simon & Schuster ,Simon Pulse,Playing in Traffic,Dead Girls Don't Write Letters,0
wor_32822_half_572,Lisa M. Schab,Lisa M. Schab,Paperback,,wor_32822,half_572,9781572246034,9781572246034,156,192,(29 May 2008),"Apr. 1st, 2008",New Harbinger Publications ,New Harbinger Publications,The Anxiety Workbook For Teens: Activities to Help You Deal With Anxiety Worry,The Anxiety Workbook for Teens,1
wor_42296_half_1156,Holly Black,Holly Black,Hardback,,wor_42296,half_1156,9781416989530,9781416989547,415,415,(21 Sep 2010),"Apr. 3rd, 2012",Margaret K. McElderry Books ,Margaret K. McElderry Books,Zombies vs. Unicorns,Zombies vs. Unicorns,0
wor_48516_half_3052,Laura Hillman,Laura Hillman,Paperback,,wor_48516,half_3052,9781416910626,9781416953661,256,269,(19 May 2006),"Feb. 1st, 2008",Simon & Schuster ,Simon Pulse,I Will Plant You a Lilac Tree,I Will Plant You a Lilac Tree,0
wor_29658_half_265,Stephenie Meyer,Stephenie Meyer,Paperback,Paperback,wor_29658,half_265,9781904233916,9780316027656,576,629,(3 Jul 2008),"Aug. 4th, 2009","Little, Brown Book Group ","Little, Brown Young Readers",Eclipse,Eclipse,0
wor_39317_half_1505,Kady Cross,Kady Cross,Hardback,,wor_39317,half_1505,9780373210855,9780373210701,384,476,(28 May 2013),"Apr. 17th, 2012",Harlequin Teen ,Harlequin Teen,The Girl with the Iron Touch,The Girl in the Steel Corset,0
wor_39018_half_2322,Jessica Day George,Jessica Day George,Paperback,,wor_39018,half_2322,9781408817407,9781599903590,256,262,(2 Feb 2012),"Apr. 27th, 2009",Bloomsbury Publishing PLC ,Bloomsbury Publishing PLC,Dragon Spear,Dragon Flight,0
wor_28553_half_240,Madeleine L'Engle,Madeleine L'Engle,Paperback,,wor_28553,half_240,9780141354934,9780312367558,288,212,(3 Jul 2014),"May. 1st, 2007",Penguin Books Ltd ,Square Fish,A Wrinkle in Time,A Wrinkle in Time,0
wor_47611_half_2886,Victoria McKernan,Victoria McKernan,Paperback,,wor_47611,half_2886,9780440239628,9780440239628,359,359,(12 Oct 2010),"Oct. 12th, 2010",Laurel Leaf Library ,Laurel Leaf Library,The Devil's Paintbox,The Devil's Paintbox,1
wor_34215_half_505,Jeff Hirsch,Jeff Smith,,Paperback,wor_34215,half_505,9781504724074,9780439706353,-1,118,(5 Jul 2016),"Aug. 1st, 2007",Blackstone Audiobooks ,Graphix,Black River Falls Lib/E,Old Man's Cave,0
wor_3409_half_91,"Lewis Carroll, Anthony Browne",Lewis Carroll,Paperback,,wor_3409,half_91,9781406370706,9780486275437,128,96,(1 Sep 2016),"May. 20th, 1993",Walker Books Ltd ,Dover Publications,Alice's Adventures in Wonderland,Alice's Adventures in Wonderland,0
wor_40138_half_1725,Gloria Skurzynski,Gloria Skurzynski,Paperback,,wor_40138,half_1725,9781426302510,9781426302527,157,158,(13 May 2008),"May. 13th, 2008",National Geographic Society ,National Geographic Society,Mysteries in Our National Parks: Out of the Deep: A Mystery in Acadia National Park,Buried Alive,0
wor_46515_half_2729,Diane Tullson,Diane Tullson,Paperback,Paperback,wor_46515,half_2729,9781551439167,9781551439167,128,103,(1 Apr 2008),"Apr. 1st, 2008","Orca Book Publishers,Canada ",Orca Book s,Lockdown,Lockdown,1
wor_33444_half_2361,Harry Mazer,Harry Mazer,Hardback,,wor_33444,half_2361,9780756981129,9781416914044,136,136,(1 Mar 2006),"Mar. 1st, 2006",Perfection Learning ,Aladdin Paperbacks,A Boy No More,A Boy No More,0
wor_28504_half_338,Laurie Halse Anderson,Laurie Halse Anderson,Hardback,,wor_28504,half_338,9780374371524,9780142414736,198,197,(30 Sep 1999),"Mar. 19th, 2009","Farrar, Straus & Giroux Inc ",Speak,Speak,Speak,0
wor_48776_half_3091,Cindi Madsen,Cindi Madsen,Paperback,,wor_48776,half_3091,9781682813058,9781620611296,-1,304,(16 Sep 2016),"Dec. 11th, 2012",Entangled Publishing ,Entangled Select,All the Broken Pieces,All the Broken Pieces,0
wor_17748_half_322,"Ridley Pearson, Dr Dave Barry, Greg Call",Dave Barry,Paperback,Paperback,wor_17748,half_322,9780786849079,9780786849079,451,451,(1 May 2006),"Apr. 25th, 2006",Hyperion ,Disney Editions,Peter and the Starcatchers,Peter and the Starcatchers,1
wor_1460_half_134,Lois Lowry,Lois Lowry,Paperback,,wor_1460,half_134,9780547904146,9780440229490,241,224,(1 May 2013),"Sep. 10th, 2002",Houghton Mifflin ,Laurel Leaf Library,Gathering Blue,Gathering Blue,0
wor_45548_half_2912,Richie Tankersley Cusick,Richie Tankersley Cusick,Paperback,,wor_45548,half_2912,9780142404638,9780142423363,296,570,(1 Aug 2005),"Aug. 16th, 2012",Speak ,Speak,The Unseen 1 It Begins,The Unseen: It Begins/Rest in Peace,0
wor_41463_half_1873,Gerald Morris,Gerald Morris,Paperback,,wor_41463,half_1873,9780547014845,9780618737437,264,212,(6 Oct 2008),"Apr. 28th, 2008",Houghton Mifflin ,Houghton Mifflin Harcourt (HMH),Quest of the Fair Unknown,The Squire's Tale,0
wor_30451_half_656,M T Anderson,M. T. Anderson,Paperback,,wor_30451,half_656,9780763636791,9780763636791,353,353,(22 Jan 2008),"Jan. 22nd, 2008",Candlewick Press (MA) ,Candlewick Press (MA),"The Astonishing Life of Octavian Nothing, Traitor to the Nation, Volume I: The Pox Party","The Astonishing Life of Octavian Nothing, Traitor to the Nation",1
wor_29304_half_3088,Todd Strasser,Todd Strasser,Paperback,,wor_29304,half_3088,9781442433588,9781442433588,238,238,(6 Mar 2012),"Mar. 6th, 2012",Simon & Schuster Books for Young Readers ,Simon & Schuster Books for Young Readers,Boot Camp,Boot Camp,1
wor_35202_half_907,Watt Key,Watt Key,Paperback,,wor_35202,half_907,9780312644802,9780312384289,294,298,(3 Aug 2010),"Sep. 2nd, 2008",Square Fish ,Square Fish,Alabama Moon,Alabama Moon,0
wor_44789_half_2408,Vicki Cobb,Vicki Cobb,Paperback,,wor_44789,half_2408,9780064460026,9780064460026,127,224,(3 Feb 2007),"Nov. 14th, 1984",HarperCollins Publishers Inc ,HarperCollins,Science Experiments You Can Eat,Science Experiments You Can Eat,1
wor_29104_half_298,Kristin Cashore,Kristin Cashore,Paperback,Paperback,wor_29104,half_298,9780142415917,9780142415917,461,461,(25 Jan 2011),"Jan. 25th, 2011",Penguin Putnam Inc ,Speak,Fire,Fire,1
wor_35516_half_2426,Thomas E. Sniegoski,Thomas E. Sniegoski,Paperback,Paperback,wor_35516,half_2426,9781442408630,9781442408630,576,541,(1 Dec 2010),"Jul. 20th, 2010",Simon & Schuster ,Simon Pulse,Fallen 2: Aerie and Reckoning,Aerie and Reckoning,1
wor_28764_half_48,Neal Shusterman,Neal Shusterman,Paperback,,wor_28764,half_48,9781481457248,9781416912057,336,335,(13 Dec 2016),"Jun. 2nd, 2009",Simon & Schuster Books for Young Readers ,Simon & Schuster Books for Young Readers,Unbound: Stories from the Unwind World,Unwind,0
wor_28734_half_699,Elizabeth George Speare,Elizabeth George Speare,Paperback,,wor_28734,half_699,9780547550299,9780440995777,249,224,(10 Jan 2011),"May. 31st, 1978","Cengage Learning, Inc ",Laurel Leaf Library,The Witch of Blackbird Pond,The Witch of Blackbird Pond,0
wor_32101_half_455,Becca Fitzpatrick,Becca Fitzpatrick,Paperback,,wor_32101,half_455,9780857072290,9781442426658,464,464,(7 Jun 2012),"Jan. 1st, 2013",Simon & Schuster Ltd ,Simon & Schuster Books for Young Readers,Silence,Silence,0
wor_38870_half_2623,Isobelle Carmody,Isobelle Carmody,Paperback,,wor_38870,half_2623,9780375857713,9780375857713,-1,480,(1 Jan 2009),"Dec. 9th, 2008",Random House USA Inc ,Random House Books for Young Readers,Wavesong,Wavesong,1
wor_37121_half_2363,Alan Lawrence Sitomer,Alan Lawrence Sitomer,Paperback,,wor_37121,half_2363,9780786849109,9780786849109,224,218,(15 Oct 2006),"Feb. 1st, 2006",Hyperion ,Jump at the Sun,The Hoopster,The Hoopster,1
wor_31618_half_401,Sy Montgomery,Sy Montgomery,Paperback,Paperback,wor_31618,half_401,9780547248929,9780547248929,80,80,(30 Oct 2006),"Oct. 1st, 2009","Cengage Learning, Inc ",Houghton Mifflin Harcourt (HMH),Quest for the Tree Kangaroo,The Quest for the Tree Kangaroo,1
wor_38952_half_1442,Geraldine McCaughrean,Geraldine McCaughrean,Paperback,,wor_38952,half_1442,9780192750136,9780192750136,288,288,(15 Jul 1999),"Jan. 6th, 2000",Oxford University Press ,"Oxford University Press, USA",One Thousand and One Arabian Nights,One Thousand and One Arabian Nights,1
wor_5844_half_615,Rachel Cohn,Rachel Cohn,Paperback,,wor_5844,half_615,9780375835339,9780375835339,183,183,(28 Aug 2007),"Aug. 28th, 2007",Random House USA Inc ,Alfred A. Knopf,Nick and Norah's Infinite Playlist,Nick & Norah's Infinite Playlist,1
wor_46341_half_2688,Jackie Morse Kessler,Jackie Morse Kessler,Paperback,,wor_46341,half_2688,9780547445281,9780547445281,213,213,(4 Apr 2011),"Apr. 4th, 2011","Cengage Learning, Inc ",Graphia Books,Rage,Rage,1
wor_31056_half_716,Simone Elkeles,Simone Elkeles,Paperback,,wor_31056,half_716,9780738710181,9780738710181,312,303,(8 Apr 2007),"Apr. 8th, 2007",North Star Editions ,Flux,Leaving Paradise,Leaving Paradise,1
wor_4754_half_247,Jeanne DuPrau,Jeanne DuPrau,Paperback,Paperback,wor_4754,half_247,9780375828256,9780375828256,352,352,(1 May 2004),"Apr. 12th, 2005",Random House Children's Publishers UK ,Yearling Books,The People of Sparks,The People of Sparks,1
wor_30256_half_221,Mike Mullin,Mike Mullin,Paperback,,wor_30256,half_221,9781933718743,9781933718743,476,476,(16 Oct 2012),"Oct. 16th, 2012",Tanglewood Press ,Tanglewood Press,Ashfall,Ashfall,1
wor_28207_half_2289,John Green,John Green,Paperback,,wor_28207,half_2289,9780486254760,9780486296388,48,48,(1 Oct 1987),"Jul. 2nd, 1997",Dover Publications Inc. ,Dover Publications,Wild Animals Colouring Book,Ballet Class Coloring Book,0
wor_39198_half_1490,Alexandra Adornetto,Alexandra Adornetto,Paperback,,wor_39198,half_1490,9781250010308,9781250010308,424,448,(21 Aug 2012),"Aug. 21st, 2012",St Martin's Press ,Square Fish,Hades,Hades,1
wor_36889_half_1168,Sook Nyul Choi,Sook Nyul Choi,Hardback,,wor_36889,half_1168,9780780720176,9780440407591,-1,176,(1 Jan 1993),"Jan. 1st, 1993",Perfection Learning ,Yearling Books,Year of Impossible Goodbyes,Year of Impossible Goodbyes,0
wor_6049_half_931,Herge Herge,Herge,Paperback,Paperback,wor_6049,half_931,9780316358453,9780316358453,62,62,(30 Sep 1976),"Sep. 30th, 1976","Little, Brown & Company ","Little, Brown Books for Young Readers",The Adventures of Tintin: Destination Moon,Destination Moon,1
wor_32091_half_454,Cayla Kluver,Cayla Kluver,Paperback,,wor_32091,half_454,9780373210442,9780373210442,448,448,(23 Oct 2012),"Oct. 23rd, 2012",Harlequin Teen ,Harlequin Teen,Sacrifice,Sacrifice,1
wor_43894_half_2241,Carolyn Maccullough,Carolyn MacCullough,Paperback,,wor_43894,half_2241,9780547417301,9780547417301,320,312,(6 Sep 2010),"Sep. 6th, 2010","Cengage Learning, Inc ",Graphia Books,Once a Witch,Once a Witch,1
wor_36468_half_2103,O T Nelson,O. T. Nelson,Hardback,,wor_36468,half_2103,9780822531524,9780822596707,204,204,(1 Feb 1995),"Mar. 1st, 1995",Runestone Press ,Runestone Press,The Girl Who Owned a City,The Girl Who Owned a City,0
wor_36893_half_1392,Mark Crilley,Mark Crilley,Paperback,,wor_36893,half_1392,9780060846176,9780060846176,176,176,(26 Jun 2007),"Jun. 26th, 2007",HarperCollins Publishers Inc ,Harper Teen,Miki Falls: Summer,Summer,1
