ids,ban_author,bx_author,ban_binding,bx_binding,ban_id,bx_id,ban_isbn,bx_isbn,ban_pages,bx_pages,ban_pubdate,bx_pubdate,ban_publisher,bx_publisher,ban_title,bx_title,label
ban_1024_bx_22484,Christopher Pike,Christopher Pike,,,ban_1024,bx_22484,9781442413191,9780671745103,528,-1,8/9/11,1993,Simon Pulse,Simon Pulse,Thirst No. 4: The Shadow of Death,The IMMORTAL : THE IMMORTAL,0
ban_2423_bx_55564,Amelia Atwater-Rhodes,AMELIA ATWATER-RHODES,,,ban_2423,bx_55564,9780440228844,9780440228844,192,-1,9/11/01,2001,Random House Children's Books,Laurel Leaf,Demon in My View,Demon in My View,1
ban_1575_bx_145864,Emily Bront��,Emily Bronte,,,ban_1575,bx_145864,9780141439556,9780894714801,416,-1,12/17/02,1986,Penguin Publishing Group,Running Press Book Publishers,Wuthering Heights,Wuthering Heights,0
ban_5497_bx_15049,Dave Davies,Dave Davies,,,ban_5497,bx_15049,9780786861491,9780786861491,288,-1,02/20/1997,1997,Hyperion,Hyperion Books,Kink: An Autobiography,Kink: An Autobiography,1
ban_7277_bx_156851,Jeffrey E. F. Friedl,Jeffrey E. F. Friedl,,,ban_7277,bx_156851,9780596528126,9781565922570,544,-1,,1997,"O'Reilly Media, Incorporated",O'Reilly,Mastering Regular Expressions,Mastering Regular Expressions,0
ban_31_bx_256415,Louisa May Alcott,Louisa May Alcott,,,ban_31,bx_256415,9781593081089,9780723512110,528,-1,3/1/04,1990,Barnes & Noble,Smithmark Pub,Little Women,Little Women,0
ban_764_bx_222,Ann Brashares,ANN BRASHARES,,,ban_764,bx_222,9780385730587,9780385730587,336,-1,3/11/03,2003,Random House Children's Books,Delacorte Books for Young Readers,The Sisterhood of the Traveling Pants,Sisterhood of the Traveling Pants,1
ban_1139_bx_15343,Timothy Zahn,Timothy Zahn,,,ban_1139,bx_15343,9780553578799,9780553578799,720,-1,9/1/99,1999,Random House Publishing Group,Spectra Books,Star Wars The Hand of Thrawn #2: Vision of the Future,Vision of the Future,1
ban_7732_bx_246392,Adobe Creative Team,Adobe Creative Team,,,ban_7732,bx_246392,9780321822512,9780201710267,416,-1,,2000,Adobe Press,Adobe Press,Adobe Flash Professional CS6 Classroom in a Book / Edition 1,Adobe InDesign 1.5 Classroom in a Book,0
ban_11967_bx_175818,Deborah Levine,Deb Levine,,,ban_11967,bx_175818,9780345425805,9780345425805,256,-1,,1998,Random House Publishing Group,Ballantine Books,The Joy of Cybersex,The Joy of Cybersex: A Guide for Creative Lovers,1
ban_470_bx_135247,Rudyard Kipling,Rudyard Kipling,,,ban_470,bx_135247,9781593081096,9780140282641,432,-1,9/1/04,1999,Barnes & Noble,Penguin Books Ltd,The Jungle Books,The Jungle Books,0
ban_12221_bx_183755,Hubert L. Dreyfus,Hubert L. Dreyfus,,,ban_12221,bx_183755,9780262540674,9780262540674,408,-1,,1992,MIT Press,The MIT Press,What Computers Still Can't Do: A Critique of Artificial Reason / Edition 1,What Computers Still Can't Do: A Critique of Artificial Reason,1
ban_2291_bx_54098,Barbara Hambly,Barbara Hambly,,Paperback,ban_2291,bx_54098,9780553575170,9780553575170,416,-1,5/28/98,1998,Random House Publishing Group,Spectra Books,Star Wars Planet of Twilight,Planet of Twilight,1
ban_3482_bx_156615,Richard Peace,Richard Peace,,,ban_3482,bx_156615,9781576831106,9781576831106,112,-1,12/01/1998,1999,Tyndale House Publishers,Navpress Publishing Group,Spiritual Autobiography: Discovering and Sharing Your Spiritual Story,Spiritual Autobiography: Discovering and Sharing Your Spiritual Story,1
ban_8026_bx_110833,Adobe Creative Team,Adobe Creative Team,,,ban_8026,bx_110833,9780321701787,9780201658958,463,-1,,1999,Adobe Press,Adobe Press,Adobe Illustrator CS5 Classroom in a Book,Adobe 5.5 Classroom in a Book,0
ban_2641_bx_24022,Anne McCaffrey,Anne McCaffrey,,,ban_2641,bx_24022,9780345384911,9780345379849,320,-1,3/28/93,1992,Random House Publishing Group,Ballantine Books,Crystal Line,Crystal Line,0
ban_1693_bx_2839,Cynthia Voigt,Cynthia Voigt,,,ban_1693,bx_2839,9781416903390,9780449702147,336,-1,6/28/05,1991,Simon Pulse,Fawcett Books,"Izzy, Willy-Nilly","Izzy, Willy-Nilly",0
ban_539_bx_144532,Mark Twain,Mark Twain,,,ban_539,bx_144532,9781593082109,9780899663814,528,-1,9/1/05,1984,Barnes & Noble,Buccaneer Books,A Connecticut Yankee in King Arthur's Court,A Connecticut Yankee in King Arthur's Court,0
ban_672_bx_57499,Robert Jordan,Robert Jordan,,,ban_672,bx_57499,9780812513714,9781857230659,704,-1,10/28/92,1992,Tom Doherty Associates,Orbit,The Dragon Reborn,The Dragon Reborn,0
ban_1822_bx_38021,John Saul,John Saul,,,ban_1822,bx_38021,9780553560275,9780553560275,393,-1,5/28/93,1993,Random House Publishing Group,Bantam Books,Shadows,Shadows,1
ban_2880_bx_226170,Lucy Grealy,Lucy Grealy,,,ban_2880,bx_226170,9780060569662,9780613124720,256,-1,03/18/2003,1999,HarperCollins Publishers,Sagebrush Bound,Autobiography of a Face,Autobiography of a Face,0
ban_2204_bx_23713,Andy Andrews,Andy Andrews,,,ban_2204,bx_23713,9781400304271,9780785264286,160,-1,5/13/04,2002,"Nelson, Thomas, Inc.",Nelson Books,The Young Traveler's Gift: Seven Decisions That Determine Personal Success,The Traveler's Gift : Seven Decisions that Determine Personal Success,0
ban_2207_bx_931,Michael A. Stackpole,Michael A. Stackpole,,,ban_2207,bx_931,9780345428547,9780345428547,304,-1,2/1/00,2000,Random House Publishing Group,Del Rey Books,Star Wars The New Jedi Order #2: Dark Tide I: Onslaught,Dark Tide I: Onslaught,1
ban_15788_bx_191109,,Scott Palmer,paperback,,ban_15788,bx_191109,9781568840901,9781568840901,336,-1,"April 19, 1994",1994, For Dummies,John Wiley  Sons Inc,Access 2 For DummiesÂ,Access 2 for Dummies,1
ban_2776_bx_15367,Marion Zimmer Bradley,Marion Zimmer Bradley,,,ban_2776,bx_15367,9780451456526,9780451456526,480,-1,6/28/98,1998,Penguin Publishing Group,Roc,Lady of Avalon,Lady of Avalon,1
ban_615_bx_5892,C. S. Lewis,C. S. Lewis,,,ban_615,bx_5892,9780156904360,9780156904360,320,-1,7/28/80,1980,Houghton Mifflin Harcourt,Harvest Books,Till We Have Faces: A Novel of Cupid and Psyche,Till We Have Faces: A Myth Retold,1
ban_2117_bx_118382,K. W. Jeter,K. W. Jeter,,Paperback,ban_2117,bx_118382,9780553578850,9780553578850,400,-1,6/28/98,1998,Random House Publishing Group,Bantam,Star Wars The Bounty Hunter Wars #1: The Mandalorian Armor,The Mandalorian Armor,1
ban_9770_bx_177333,Ian O. Angell,Ian O. Angell,,,ban_9770,bx_177333,9780486248554,9780486248554,48,-1,,1985,Dover Publications,Dover Publications,Computer Geometric Art,Geometric Allover Patterns,1
ban_3_bx_55749,J. K. Rowling,J. K. Rowling,,,ban_3,bx_55749,9780590353427,9780439203524,320,-1,9/8/99,2000,"Scholastic, Inc.",Scholastic,Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone,0
ban_2400_bx_9223,Louisa May Alcott,Louisa May Alcott,,,ban_2400,bx_9223,9780140436662,9780140436662,208,-1,2/28/98,1998,Penguin Publishing Group,Penguin Books,The Inheritance,The Inheritance,1
ban_4439_bx_210097,Twyla Tharp,Twyla Tharp,,,ban_4439,bx_210097,9780553073065,9780553073065,352,-1,11/01/1992,1992,Random House Publishing Group,Bantam Dell Pub Group,Push Comes to Shove: An Autobiography,Push Comes to Shove: An Autobiography,1
ban_1576_bx_6347,Douglas Adams,Douglas Adams,,,ban_1576,bx_6347,9780345418777,9780330262132,240,-1,2/28/00,0,Random House Publishing Group,Pan Books Ltd,Mostly Harmless,Restaurant At the End of the Universe,0
ban_790_bx_137230,J. R. R. Tolkien,J. R. R. Tolkien,,,ban_790,bx_137230,9780345339713,9780618346264,416,-1,8/28/86,2003,Random House Publishing Group,Houghton Mifflin Company,The Two Towers,The Two Towers,0
ban_655_bx_106633,Alison Weir,Alison Weir,,,ban_655,bx_106633,9780802136831,9780802136831,656,-1,3/28/00,2000,"Grove/Atlantic, Inc.",Grove Press,The Six Wives of Henry VIII,Six Wives of Henry VIII,1
ban_2405_bx_84791,Darren Shan,Darren Shan,,,ban_2405,bx_84791,9780316078696,9780316603676,272,-1,10/2/12,2003,"Little, Brown Books for Young Readers","Little, Brown",Palace of the Damned,Trials of Death,0
ban_2892_bx_21520,Vladimir Nabokov,Vladimir Vladimirovich Nabokov,,,ban_2892,bx_21520,9780679723394,9780679723394,336,-1,08/15/1989,1989,Knopf Doubleday Publishing Group,Vintage Books USA,"Speak, Memory: An Autobiography Revisited","Speak, Memory: An Autobiography Revisited",1
ban_2399_bx_58558,Ben Mikaelsen,Ben Mikaelsen,,,ban_2399,bx_58558,9780786812080,9780786812080,256,-1,10/28/97,1997,Disney-Hyperion,Hyperion Books for Children,Countdown,Countdown,1
ban_7142_bx_121555,Scott Mueller,Scott Mueller,,,ban_7142,bx_121555,9780789750006,9780880223959,1107,-1,,1989,Que,Que,Upgrading and Repairing PCs / Edition 21,Upgrading and Repairing PCs,0
ban_10788_bx_67052,Glyn Moody,Glyn Moody,,,ban_10788,bx_67052,9780738206707,9780738203331,356,-1,,2001,Basic Books,Perseus Publishing,Rebel Code: Linux and the Open Source Revolution,Rebel Code: Linux and the Open Source Revolution,0
ban_1547_bx_250209,Donna Jo Napoli,Donna Jo Napoli,,,ban_1547,bx_250209,9780141306001,9780525458425,224,-1,10/28/99,1997,Penguin Young Readers Group,Dutton Children's Books,Stones in Water,Stones in Water,0
ban_53_bx_5420,Margaret Atwood,Margaret Atwood,,,ban_53,bx_5420,9780385490818,9780385490818,320,-1,3/28/98,1998,Knopf Doubleday Publishing Group,Anchor,The Handmaid's Tale,The Handmaid's Tale : A Novel,1
ban_16_bx_250865,J. K. Rowling,J. K. Rowling,,,ban_16,bx_250865,9780439358071,9788478886630,896,-1,8/10/04,2001,"Scholastic, Inc.",Lidiun,Harry Potter and the Order of the Phoenix,Harry Potter y El Caliz de Fuego,0
ban_16951_bx_234339,Bruce Momjian,Bruce Momjian,paperback,,ban_16951,bx_234339,9780201703313,9780201703313,462,-1,"December 15, 2000",2000, Pearson Education,Pearson Education,PostgreSQL: Introduction and Concepts,PostgreSQL: Introduction and Concepts,1
ban_396_bx_51,Tim LaHaye,Tim Lahaye,,,ban_396,bx_51,9781414334905,9780842342704,496,-1,3/16/11,2000,Tyndale House Publishers,Tyndale House Publishers,Left Behind: A Novel of the Earth's Last Days,Left Behind: A Novel of the Earth's Last Days,0
ban_3665_bx_237348,Lemony Snicket,Lemony Snicket,,,ban_3665,bx_237348,9780613672092,9780060007201,240,-1,12/01/2003,2002,Demco Media,HarperCollins,Lemony Snicket: The Unauthorized Autobiography,Lemony Snicket: The Unauthorized Autobiography,0
ban_3213_bx_255216,"Diego Rivera, with Gladys March",Diego Rivera,,,ban_3213,bx_255216,9780486139098,9780486269382,224,-1,03/29/2012,1992,Dover Publications,Dover Publications,"My Art, My Life: An Autobiography","My Art, My Life: An Autobiography",0
ban_1129_bx_60375,Darren Shan,Darren Shan,,,ban_1129,bx_60375,9780316605427,9780316605427,208,-1,8/6/03,2003,"Little, Brown Books for Young Readers","Little, Brown",Vampire Mountain,Cirque du Freak: Vampire Mountain,1
ban_3091_bx_171734,Benjamin Franklin,Benjamin Franklin,,,ban_3091,bx_171734,9780553904987,9780816042616,384,-1,04/29/2008,2001,Random House Publishing Group,Facts on File,The Autobiography and Other Writings,Dictionary of American Literary Characters,0
ban_1306_bx_188776,Philip Yancey,Philip Yancey,,,ban_1306,bx_188776,9780310437253,9780310926641,1464,-1,7/21/11,1996,Zondervan,Zondervan Publishing Company,NIV Student Bible,NIV Student Bible,0
ban_12975_bx_204783,M. Jackson,M. Jackson,,,ban_12975,bx_204783,9780201877120,9780201877120,256,-1,,1995,Addison-Wesley,Addison-Wesley Pub Co,"Software Requirements and Specifications: A Lexicon of Practice, Principles, and Prejudices / Edition 1",Software Requirements And Specifications,1
ban_77_bx_35013,J. K. Rowling,J. K. Rowling,,,ban_77,bx_35013,9780439064873,9788877827036,352,-1,8/28/00,2002,"Scholastic, Inc.",Distribooks,Harry Potter and the Chamber of Secrets,Harry Potter E la Camera Dei Segreti,0
ban_932_bx_137644,Carson McCullers,Carson McCullers,,,ban_932,bx_137644,9780618492398,9780395079812,176,-1,8/28/04,1946,Houghton Mifflin Harcourt,Houghton Mifflin,The Member of the Wedding,The Member of the Wedding,0
ban_11993_bx_190432,Que Publishing# Que Staff,Greg Perry,,,ban_11993,bx_190432,9781565294394,9781565294394,620,-1,,1993,Que,Que,QBASIC by Example: The Easiest Way to Learn How to Program!-Special Edition,Qbasic by Example,1
ban_2902_bx_71773,Martin Luther King Jr.,Martin Luther King Jr.,,,ban_2902,bx_71773,9780446676502,9780446676502,416,-1,01/01/2001,2001,Grand Central Publishing,Warner Books,"The Autobiography of Martin Luther King, Jr.","The Autobiography of Martin Luther King, Jr.",1
ban_1421_bx_9333,Robin McKinley,Robin McKinley,,,ban_1421,bx_9333,9780441068807,9780064404778,256,-1,3/28/87,1993,Penguin Publishing Group,HarperCollins Publishers,The Blue Sword,Beauty: A Retelling of the Story of Beauty and the Beast,0
ban_888_bx_9293,Thomas Keneally,Thomas Keneally,,,ban_888,bx_9293,9780671880316,9780671880316,400,-1,12/1/93,1993,Touchstone,Touchstone,Schindler's List,Schindler's List,1
ban_770_bx_229982,Arthur Conan Doyle,Arthur Conan Doyle,,,ban_770,bx_229982,9780486474915,9781566198592,240,-1,10/22/09,0,Dover Publications,Barnes Noble Classics,The Adventures of Sherlock Holmes,Adventures of Sherlock Holmes,0
ban_16361_bx_147484,Steven A. Schwartz,Steven A. Schwartz,paperback,,ban_16361,bx_147484,9781568842011,9781568842011,700,-1,November 1994,1994, John Wiley & Sons Inc ,John Wiley  Sons Inc,Filemaker Pro 2.0/2.1 Bible,MacworldÂ¨ FileMakerÂ¨ Pro 2.0/2.1 Bible,1
ban_2463_bx_3688,Anne Bishop,Anne Bishop,,,ban_2463,bx_3688,9780451456731,9780451456731,448,-1,1/28/00,2000,Penguin Publishing Group,Roc,Queen of the Darkness,Queen of the Darkness,1
ban_17527_bx_117838,"Judith S. Bowman,Sandra L. Emerson",Judith S. Bowman,paperback,,ban_17527,bx_117838,9780201447873,9780201447873,454,-1,"October 14, 1996",1996, Pearson Education,Addison-Wesley Pub Co,The Practical SQL Handbook: Using Structured Query Language,The Practical SQL Handbook: Using Structured Query Language,1
ban_258_bx_402,Mark Twain,Mark Twain,,,ban_258,bx_402,9780486400778,9780812504200,192,-1,1/27/98,1989,Dover Publications,Tor Books,The Adventures of Tom Sawyer,The Adventures of Tom Sawyer,0
ban_1758_bx_22018,Stephen King,Stephen King,,,ban_1758,bx_22018,9780451167804,9780451167804,416,-1,8/1/81,2003,Penguin Publishing Group,Signet Book,Firestarter,Firestarter,1
ban_3939_bx_120020,William Butler Yeats,William Butler Yeats,,,ban_3939,bx_120020,9781451603217,9780684853383,560,-1,07/06/2010,1999,Scribner,Scribner,The Collected Works of W.B. Yeats Vol. III: Autobiogra,The Collected Works of W.B. Yeats Vol. III: Autobiographies,0
ban_6607_bx_175277,Erich Gamma# Richard Helm# Ralph Johnson# John M. Vlissides,Erich Gamma,,,ban_6607,bx_175277,9780201633610,9780201633610,416,-1,,1995,Addison-Wesley,Addison-Wesley Pub Co,Design Patterns: Elements of Reusable Object-Oriented Software / Edition 1,Design Patterns,1
ban_845_bx_83432,Terry Brooks,Terry Brooks,,,ban_845,bx_83432,9780345356369,9780345308337,512,-1,7/28/88,1985,Random House Publishing Group,Ballantine Books,The Wishsong of Shannara,Wishsong of Shanarra 3,0
ban_1176_bx_6174,Lori Schiller,Lori Schiller,,,ban_1176,bx_6174,9780446671330,9780446671330,288,-1,1/28/96,1996,Grand Central Publishing,Warner Books,The Quiet Room: A Journey Out of the Torment of Madness,The Quiet Room : A Journey Out of the Torment of Madness,1
ban_3021_bx_266776,Beatrice Wood,Beatrice Wood,,,ban_3021,bx_266776,9780811853613,9780877014980,192,-1,03/28/2006,1988,Chronicle Books LLC,Chronicle Books,I Shock Myself: The Autobiography of Beatrice Wood,I Shock Myself: The Autobiography of Beatrice Wood,0
ban_1758_bx_4473,Stephen King,Stephen King,,,ban_1758,bx_4473,9780451167804,9780451099648,416,-1,8/1/81,1981,Penguin Publishing Group,New Amer Library,Firestarter,Firestarter,0
ban_101_bx_256560,Mark Twain,Mark Twain,,,ban_101,bx_256560,9781593081393,9780881030044,256,-1,3/1/08,1999,Barnes & Noble,Sagebrush Bound,Adventures of Tom Sawyer,The Adventures of Tom Sawyer,0
ban_13518_bx_4758,Jean Baudrillard# Julia Witwer,Jean Baudrillard,,,ban_13518,bx_4758,9780231121002,9780231121002,96,-1,,2001,Columbia University Press,Columbia University Press,The Vital Illusion,The Vital Illusion,1
ban_2209_bx_22307,David Eddings,David Eddings,,,ban_2209,bx_22307,9780345335708,9780345335708,384,-1,12/28/85,1991,Random House Publishing Group,Del Rey Books,Castle of Wizardry,Castle of Wizardry,1
ban_1575_bx_241220,Emily Bront��,EMILY BRONTE,,,ban_1575,bx_241220,9780141439556,9780679405436,416,-1,12/17/02,1991,Penguin Publishing Group,Unknown Publisher - Being Researched,Wuthering Heights,Wuthering Heights,0
ban_6058_bx_79612,Sayo Masuda,Sayo Masuda,,,ban_6058,bx_79612,9780231129503,9780231129503,202,-1,03/01/2003,2003,Columbia University,Columbia University Press,Autobiography Of A Geisha,Autobiography of a Geisha,1
ban_1815_bx_652,Philip Pullman,PHILIP PULLMAN,,,ban_1815,bx_652,9780440418566,9780345413376,560,-1,5/27/03,2001,Random House Children's Books,Del Rey,The Amber Spyglass,The Amber Spyglass,0
ban_35_bx_256873,J. K. Rowling,J. K. Rowling,,,ban_35,bx_256873,9780439139601,9780439554909,752,-1,9/28/02,2003,"Scholastic, Inc.",Arthur A. Levine Books,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,0
ban_6365_bx_114249,Roger W. Wilkins,Roger Wilkins,,Hardback,ban_6365,bx_114249,9780671492687,9780671492687,384,-1,02/28/1984,1984,Touchstone,Simon  Schuster,A Man's Life: An Autobiography,A Man's Life: An Autobiography,1
ban_1940_bx_252329,Bess Streeter Aldrich,Bess Streeter Aldrich,,,ban_1940,bx_252329,9780140384284,9780140384284,256,-1,4/28/97,1997,Penguin Young Readers Group,Puffin Books,A Lantern in Her Hand,A Lantern in Her Hand,1
ban_1614_bx_1320,Terry Brooks,Terry Brooks,,,ban_1614,bx_1320,9780345375582,9780345290243,368,-1,1/28/93,1980,Random House Publishing Group,Ballantine Books,The Elf Queen of Shannara,Sword of Shannara,0
ban_2631_bx_26199,David Eddings,David Eddings,,Paperback,ban_2631,bx_26199,9780345369352,9780345369352,384,-1,10/28/90,1990,Random House Publishing Group,Del Rey Books,Sorceress of Darshiva,Sorceress of Darshiva,1
ban_471_bx_116887,Mawi Asgedom,Mawi Asgedom,,,ban_471,bx_116887,9780316826204,9780316826204,176,-1,9/1/02,2002,"Little, Brown Books for Young Readers",Megan Tingley,Of Beetles and Angels: A Boy's Remarkable Journey from a Refugee Camp to Harvard,Of Beetles and Angels : A Boy's Remarkable Journey from a Refugee Camp to Harvard,1
ban_3990_bx_158433,Hong Ying,Hong Ying,,,ban_3990,bx_158433,9780802136602,9780802136602,278,-1,12/28/1999,2000,"Grove/Atlantic, Inc.",Grove Press,Daughter of the River: An Autobiography,Daughter of the River: An Autobiography,1
ban_2482_bx_36945,Lily King,Lily King,,,ban_2482,bx_36945,9780802143747,9780871137548,256,-1,3/23/10,1999,"Grove/Atlantic, Inc.",Pub Group West,The Pleasing Hour,The Pleasing Hour,0
ban_137_bx_49877,Julia Alvarez,Julia Alvarez,,,ban_137,bx_49877,9781565129764,9781565121935,352,-1,1/12/10,1998,Algonquin Books of Chapel Hill,Algonquin Books of Chapel Hill,In the Time of the Butterflies,Something to Declare,0
ban_690_bx_243663,William Makepeace Thackeray,William Makepeace Thackeray,,,ban_690,bx_243663,9781593080716,9781593080716,736,-1,12/1/03,2004,Barnes & Noble,Barnes  Noble Books-Imports,Vanity Fair,Vanity Fair,1
ban_712_bx_187030,Terry Pratchett,Terry Pratchett,,,ban_712,bx_187030,9780060012380,9780060012380,400,-1,5/25/04,2004,HarperCollins Publishers,HarperTrophy,The Wee Free Men: The First Tiffany Aching Adventure,The Wee Free Men,1
ban_15610_bx_194377,Pieter Adriaans,Pieter Adriaans,paperback,,ban_15610,bx_194377,9780201403800,9780201403800,176,-1,"June 16, 1996",1996, Addison-Wesley Professional ,Addison-Wesley Pub Co,Data Mining,Data Mining,1
ban_2963_bx_136211,Patty Duke,Patty Duke,,,ban_2963,bx_136211,9780307788665,9780553052091,320,-1,04/13/2011,1988,Random House Publishing Group,Bantam Dell Pub Group,Call Me Anna: The Autobiography of Patty Duke,Call Me Anna: The Autobiography of Patty Duke,0
ban_5517_bx_51622,Thomas Cross,Thomas Godfrey,,,ban_5517,bx_51622,9781151100979,9780747233558,118,-1,12/28/2009,1989,General Books,Headline,The Autobiography of a Stage-Coachman,Murder At the Opera,0
ban_1491_bx_53358,James Luceno,JAMES LUCENO,,,ban_1491,bx_53358,9780345428592,9780345428592,368,-1,10/3/00,2000,Random House Publishing Group,Del Rey,Star Wars The New Jedi Order #5: Agents of Chaos II: Jedi Eclipse,Agents of Chaos II: Jedi Eclipse,1
ban_926_bx_21240,Howard Fast,HOWARD FAST,,,ban_926,bx_21240,9780553273229,9780553273229,208,-1,10/28/83,1983,Random House Publishing Group,Bantam,April Morning,April Morning,1
ban_2386_bx_79883,Terry Brooks,Terry Brooks,,,ban_2386,bx_79883,9780345397676,9780345397676,416,-1,8/27/02,2002,Random House Publishing Group,Del Rey Books,Antrax,Antrax,1
ban_862_bx_203578,Alexandre Dumas,Alexandre Dumas,,,ban_862,bx_203578,9781593082338,9781559352673,768,-1,11/1/05,1998,Barnes & Noble,Soundelux Audio Pub,Man in the Iron Mask,The Man in the Iron Mask,0
ban_7735_bx_173319,Michael Lewis,Michael Lewis,,,ban_7735,bx_173319,9780393323528,9780393323528,256,-1,,2002,"Norton, W. W. & Company, Inc.",W. W. Norton  Company,Next: The Future Just Happened,Next: The Future Just Happened,1
ban_2692_bx_128759,L. Neil Smith,L. Neil Smith,,,ban_2692,bx_128759,9780345391100,9780345391100,416,-1,6/28/94,1994,Random House Publishing Group,Del Rey Books,Star Wars The Lando Calrissian Adventures,The Adventures of Lando Calrissian: Lando Calrissian and the Mindharp of Sharu/Lando Calrissian and the Flamewind of Oseon/Lando Calrissian and the,1
ban_54_bx_103643,J. R. R. Tolkien,J. R. R. Tolkien,,,ban_54,bx_103643,9780547928227,9780618087853,320,-1,9/18/12,2000,Houghton Mifflin Harcourt,Houghton Mifflin Company,The Hobbit,The Hobbit,0
ban_13714_bx_163326,David D. Busch# Busch,David D.  Busch,,,ban_13714,bx_163326,9780764507502,9780764507502,224,-1,,2000,Wiley,For Dummies,Digital Photography For Dummies: Quick Reference,"Digital Photography for Dummies, Quick Reference",1
ban_15879_bx_194079,,"J. Harvey, Jr. Trimble",paperback,,ban_15879,bx_194079,9780471616849,9780471616849,272,-1,March 1989,1989, Wiley,John Wiley  Sons,A Visual Introduction to SQL,A Visual Introduction to SQL,1
ban_10609_bx_147403,Keith Devlin,Keith Devlin,,,ban_10609,bx_147403,9781568814315,9780465017300,218,-1,,2003,Taylor & Francis,Basic Books,Mathematics Education for a New Era: Video Games as a Medium for Learning,The Millennium Problems: The Seven Greatest Unsolved Mathematical Puzzles of Our Time,0
ban_2147_bx_69730,Richard Carlson,Richard Wright,,,ban_2147,bx_69730,9780786887651,9780064471114,220,-1,9/4/02,1996,Hachette Books,HarperTrophy,Don't Sweat the Small Stuff for Teens Journal,Rite of Passage,0
ban_2439_bx_230721,Nathaniel Hawthorne,Nathaniel Hawthorne,,,ban_2439,bx_230721,9781617207112,9780020517603,238,-1,3/28/12,1962,Wilder Publications,MacMillan Publishing Company.,The House of Seven Gables,House of the Seven Gables,0
ban_1736_bx_72580,Alan Dean Foster,Alan Dean Foster,,,ban_1736,bx_72580,9780345320230,9780345320230,304,-1,3/28/86,1994,Random House Publishing Group,Del Rey Books,Star Wars Splinter of the Mind's Eye,Splinter of the Mind's Eye: From the Adventures of Luke Skywalker,1
ban_6663_bx_91544,Steve McConnell,Steve McConnell,,,ban_6663,bx_91544,9780735619678,9781556154843,960,-1,,1993,Microsoft Press,Microsoft Press,Code Complete,Code Complete,0
ban_112_bx_7162,Douglas Adams,Douglas Adams,,,ban_112,bx_7162,9780345453747,9780330491198,832,-1,4/30/02,2002,Random House Publishing Group,Pan Macmillan,The Ultimate Hitchhiker's Guide to the Galaxy,The Hitch Hiker's Guide to the Galaxy,0
ban_4074_bx_218252,"Colin Jackson, David Conn",Colin Jackson,,,ban_4074,bx_218252,9780563487388,9780563487388,224,-1,08/01/2003,2003,B B C Worldwide Americas,BBC,The Autobiography of Colin Jackson,Colin Jackson: The Autobiography,1
ban_1068_bx_2758,Brian Jacques,Brian Jacques,,,ban_1068,bx_2758,9780441001866,9780441001866,384,-1,9/28/99,1996,Penguin Publishing Group,Ace Books,Martin the Warrior,Martin the Warrior,1
ban_2821_bx_24024,Robin McKinley,Robin McKinley,,,ban_2821,bx_24024,9780441005833,9780441005833,304,-1,12/28/98,1998,Penguin Publishing Group,Ace Books,Rose Daughter,Rose Daughter,1
ban_2655_bx_72149,Michael Hague,J. R. R. Tolkien,,,ban_2655,bx_72149,9780395520215,9780395520215,304,-1,10/28/89,1989,Houghton Mifflin Harcourt,Houghton Mifflin Company,The Hobbit,"The Hobbit: Or, There and Back Again",1
ban_10388_bx_54529,Seth Godin# Malcolm  Gladwell,Seth Godin,,,ban_10388,bx_54529,9780786887170,9780786887170,234,-1,,2001,Hachette Books,Hyperion,Unleashing the Ideavirus,Unleashing the Ideavirus,1
ban_2816_bx_234186,Annie Thoms,Annie Thoms,,,ban_2816,bx_234186,9780060517182,9780060517182,245,-1,8/20/02,2002,HarperCollins Publishers,HarperTempest,With Their Eyes: September 11th: The View from a High School at Ground Zero,With Their Eyes: September 11th--The View from a High School at Ground Zero,1
ban_2451_bx_47860,Kevin J. Anderson,Kevin J. Anderson,,,ban_2451,bx_47860,9780553297997,9780553297997,368,-1,6/28/94,1994,Random House Publishing Group,Bantam,Star Wars The Jedi Academy #2: Dark Apprentice,Dark Apprentice,1
ban_6604_bx_258287,Scott M. Mueller,Scott Mueller,,,ban_6604,bx_258287,9780789756107,9780789719034,1176,-1,,1999,Que,Que,Upgrading and Repairing PCs,Upgrading and Repairing PCs,0
ban_1200_bx_244823,Jules Verne,Jules Verne,,,ban_1200,bx_244823,9780760793626,9780517141410,224,-1,5/26/08,1995,Barnes & Noble,Gramercy Books,Around the World in Eighty Days,Around the World in Eighty Days,0
ban_3661_bx_265015,Lilly,John C. Lilly,,,ban_3661,bx_265015,9780914171720,9780914171720,208,-1,10/28/1996,1996,Ronin Publishing,Ronin Publishing (CA),Scientist; A Metaphysical Autobiography,The Scientist: A Metaphysical Autobiography,1
ban_7624_bx_44123,Craig Hunt,Craig Hunt,,,ban_7624,bx_44123,9780596002978,9781565923225,748,-1,,1998,"O'Reilly Media, Incorporated",O'Reilly,"TCP/IP Network Administration,3rd Edition",TCP/IP Network Administration,0
ban_11916_bx_131884,Michael Dell# Catherine Fredman,Michael Dell,,,ban_11916,bx_131884,9780060845728,9780887309144,272,-1,,1999,HarperCollins Publishers,HarperCollins Publishers,Direct from Dell: Strategies That Revolutionized an Industry,Direct from Dell: Strategies That Revolutionized an Industry,0
