ids,ban_author,half_author,ban_binding,half_binding,ban_id,half_id,ban_isbn,half_isbn,ban_pages,half_pages,ban_pubdate,half_pubdate,ban_publisher,half_publisher,ban_title,half_title,label
ban_231_half_234,Ally Condie,Ally Condie,,,ban_231,half_234,9780142421710,9780142421710,416,400,3/12/13,"Jan. 15th, 2013",Penguin Young Readers Group,Speak,Crossed,Crossed,1
ban_1145_half_1416,Robert Muchamore,Robert Muchamore,,,ban_1145,half_1416,9781442413634,9781442413634,320,336,10/23/12,"Oct. 23rd, 2012",Simon Pulse,Simon Pulse,The Killing: Mission 4,The Killing,1
ban_864_half_325,Ann Aguirre,Ann Aguirre,,,ban_864,half_325,9780312551377,9780312551377,288,288,8/7/12,"Aug. 7th, 2012",Square Fish,Square Fish,Enclave,Enclave,1
ban_493_half_1187,Emmy Laybourne,Anna Claybourne,,,ban_493,half_1187,9781250063076,9780545069274,352,112,6/2/15,"Oct. 1st, 2008",Square Fish,Scholastic Reference,Savage Drift,100 Most Dangerous Things on the Planet,0
ban_15236_half_420,,,paperback,,ban_15236,half_420,9781491910399,9781423170884,250,144,"July 25, 2016","Jan. 22nd, 2013", O'Reilly Media,Disney Press,R for Data Science,Oz Junior Novel,0
ban_1711_half_2515,Alison Croggon,Alison Croggon,,Paperback,ban_1711,half_2515,9780763631628,9780763631628,528,492,3/14/06,"Mar. 14th, 2006",Candlewick Press,Candlewick Press (MA),The Naming,The Naming,1
ban_2707_half_2281,Edith Pattou,Edith Pattou,,,ban_2707,half_2281,9780152052218,9780152052218,528,507,5/1/05,"May. 1st, 2005",Houghton Mifflin Harcourt,Harcourt Brace and Company,East,East,1
ban_1805_half_2499,Libbi Palmer,Libbi Palmer,,,ban_1805,half_2499,9781608823215,9781608823215,160,144,11/1/12,"Nov. 1st, 2012",New Harbinger Publications,Instant Help Books,"The PTSD Workbook for Teens: Simple, Effective Skills for Healing Trauma",The Ptsd Workbook for Teens,1
ban_416_half_425,Colleen Houck,Colleen Houck,,,ban_416,half_425,9781454903574,9781454902492,568,402,5/6/14,"May. 1st, 2012",Splinter,Splinter,Tiger's Voyage,Tiger's Curse,0
ban_1838_half_1061,Nagaru Tanigawa,Nagaru Tanigawa,,,ban_1838,half_1061,9780316039024,9780316039024,224,200,4/1/09,"Apr. 1st, 2009","Little, Brown Books for Young Readers","Little, Brown Young Readers",The Melancholy of Haruhi Suzumiya,The Melancholy of Haruhi Suzumiya,1
ban_214_half_948,Patrick Ness,Patrick Ness,,,ban_214,half_948,9780763676179,9780763648374,553,519,7/22/14,"Aug. 10th, 2010",Candlewick Press,Candlewick Press (MA),The Ask and the Answer,The Ask and the Answer,0
ban_454_half_526,Sarah Dessen,Sarah Dessen,,,ban_454,half_526,9780142414729,9780142414729,448,422,5/14/09,"May. 14th, 2009",Penguin Young Readers Group,Speak,Lock and Key,Lock and Key,1
ban_567_half_2297,Anthony Horowitz,Anthony Horowitz,,Paperback,ban_567,half_2297,9780142406120,9780399250262,320,144,2/16/06,"Jan. 1st, 2008",Penguin Young Readers Group,Philomel Books,Point Blank,Point Blank,0
ban_726_half_1128,John Corey Whaley,John Connolly,,,ban_726,half_1128,9781442458734,9781442429345,368,339,3/24/15,"Aug. 30th, 2011",Atheneum Books for Young Readers,Simon & Schuster Books for Young Readers,Noggin,The Book of Lost Things,0
ban_457_half_453,Eoin Colfer,Eoin Colfer,,,ban_457,half_453,9781423129721,9781423129721,384,357,5/8/12,"May. 8th, 2012",Disney-Hyperion,Hyperion Books,Artemis Fowl; The Atlantis Complex,The Atlantis Complex,1
ban_910_half_1846,Gabrielle Zevin,Gabrielle Lord,,,ban_910,half_1846,9780312367466,9781610671064,304,181,5/28/07,"Jan. 1st, 2012",Square Fish,Kane/Miller Book s,Elsewhere,April,0
ban_17592_half_741,,,paperback,,ban_17592,half_741,9783846563816,9781603201698,92,112,"October 22, 2011","Oct. 9th, 2012", Editorial Académica Española ,Time Home Entertainment,Mysql 5: La más popular de las bases de datos libres,Entertainment Weekly the Twilight Journey,0
ban_1143_half_2125,Gordon Korman,Gordon Korman,,,ban_1143,half_2125,9780061742613,9780061742613,260,260,1/18/11,"Jan. 18th, 2011",HarperCollins Publishers,Balzer & Bray/Harperteen,Pop,Pop,1
ban_1926_half_1611,L. J. Smith,L. J. Smith,,,ban_1926,half_1611,9781416974505,9781416974512,752,662,6/3/08,"Nov. 18th, 2008",Simon Pulse,Simon Pulse,Night World #1-3: Secret Vampire; Daughters of Darkness; Spellbinder,Night World #02,0
ban_16200_half_2182,,,paperback,,ban_16200,half_2182,9783319212562,9781465402585,115,192,"July 8, 2015","Feb. 1st, 2013", Springer,DK Publishing (Dorling Kindersley),"Operators for Similarity Search: Semantics, Techniques and Usage Scenarios",Danger!,0
ban_1062_half_281,Orson Scott Card,Orson Scott Card,,,ban_1062,half_281,9780765374714,9780765342409,448,480,9/17/13,"May. 19th, 2002",Tom Doherty Associates,Starscape Books,Ender's Shadow,Ender's Shadow,0
ban_816_half_582,Lawrence E. Shapiro,Lawrence E. Shapiro,,,ban_816,half_582,9781572246027,9781572246027,168,168,3/1/08,"Mar. 1st, 2008",New Harbinger Publications,Instant Help Books,Stopping the Pain: A Workbook for Teens Who Cut and Self Injure,Stopping the Pain,1
ban_505_half_374,Laurie Halse Anderson,Laurie Halse Anderson,,,ban_505,half_374,9780142415573,9780142415573,304,278,2/23/10,"Feb. 23rd, 2010",Penguin Young Readers Group,Speak,Wintergirls,Wintergirls,1
ban_10296_half_3091,Cindi Howson,Cindi Madsen,,,ban_10296,half_3091,9780071809184,9781620611296,336,304,,"Dec. 11th, 2012",McGraw-Hill Professional Publishing,Entangled Select,"Successful Business Intelligence: Unlock the Value of BI Big Data, Second Edition / Edition 2",All the Broken Pieces,0
ban_1282_half_953,Darren Shan,Darren Shan,,Paperback,ban_1282,half_953,9780316012331,9780316603959,240,207,5/10/06,"Apr. 1st, 2004","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Lord Loss,Trials of Death,0
ban_1465_half_1786,Candace Bushnell,Candace Bushnell,,Paperback,ban_1465,half_1786,9780061729003,9780061729003,409,416,4/24/12,"Apr. 24th, 2012",HarperCollins Publishers,Balzer & Bray/Harperteen,Summer and the City,Summer and the City,1
ban_2137_half_262,Michael Morpurgo,Michael Morpurgo,,,ban_2137,half_262,9780439636537,9780439636537,224,202,5/28/06,"May. 1st, 2006","Scholastic, Inc.",Scholastic,Private Peaceful,Private Peaceful,1
ban_11249_half_259,Michael Miller,Michael Scott,,Paperback,ban_11249,half_259,9780789750266,9780385735308,239,502,,"Apr. 27th, 2010",Que,Delacorte Press Books for Young Readers,Easy Facebook,The Sorceress,0
ban_39_half_2367,Andrew Smith,Jeff Smith,,Paperback,ban_39,half_2367,9781442444935,9780545211420,464,123,9/2/14,"Feb. 1st, 2010",Simon & Schuster Books For Young Readers,Graphix,Winger,Bone Handbook,0
ban_1087_half_816,Libba Bray,Libba Bray,,,ban_1087,half_816,9780385733984,9780385733984,496,480,9/28/10,"Sep. 28th, 2010",Random House Children's Books,Delacorte Press Books for Young Readers,Going Bovine,Going Bovine,1
ban_482_half_661,P. C. Cast,P. C. Cast,,Paperback,ban_482,half_661,9780312387969,9780312387969,336,323,9/27/11,"Sep. 27th, 2011",St. Martin's Press,St. Martin's Griffin,Burned,Burned,1
ban_413_half_308,Robert Lipsyte,Robert Lipsyte,,,ban_413,half_308,9780064470391,9780064470391,240,240,3/28/03,"Apr. 1st, 1987",HarperCollins Publishers,HarperTrophy,The Contender,The Contender,1
ban_2576_half_2586,Robert Liparulo,Robert Liparulo,,Paperback,ban_2576,half_2586,9781595547286,9781595547286,296,292,9/29/09,"Sep. 29th, 2009","Nelson, Thomas, Inc.",Thomas Nelson s,Watcher in the Woods,Watcher in the Woods,1
ban_43_half_27,Jay Asher,Jay Asher,,,ban_43,half_27,9781595141880,9781595141880,336,288,6/14/11,"Jun. 14th, 2011",Penguin Young Readers Group,Razorbill,Thirteen Reasons Why,Th1rteen R3asons Why,1
ban_2612_half_2772,Naomi Shihab Nye,Naomi Shihab Nye,,,ban_2612,half_2772,9780060504045,9780060504045,160,142,3/15/05,"Mar. 15th, 2005",HarperCollins Publishers,HarperTempest,19 Varieties of Gazelle: Poems of the Middle East,19 Varieties of Gazelle,1
ban_2069_half_533,L. J. Smith,Jeff Smith,,Paperback,ban_2069,half_533,9780062017741,9780439706322,416,224,10/22/13,"Feb. 1st, 2009",HarperCollins Publishers,Graphix,The Vampire Diaries: The Hunters: Destiny Rising,Bone #9,0
ban_322_half_209,Walter Dean Myers,Walter Dean Myers,,,ban_322,half_209,9780545055765,9780545055765,336,309,5/1/08,"May. 1st, 2008","Scholastic, Inc.",Scholastic Paperbacks,Fallen Angels,Fallen Angels,1
ban_452_half_1181,Ellen Hopkins,Ellen Hopkins,,,ban_452,half_1181,9781442499591,9781442473683,1952,1936,10/15/13,"Oct. 23rd, 2012",Margaret K. McElderry Books,Margaret K. McElderry Books,The Crank Trilogy: Crank; Glass; Fallout,The Crank Trilogy,0
ban_12918_half_2289,John Reeder,John Green,,,ban_12918,half_2289,9781418063368,9780486296388,176,48,,"Jul. 2nd, 1997",Cengage Learning,Dover Publications,Using Multisim 9: Troubleshooting DC/AC Circuits / Edition 4,Ballet Class Coloring Book,0
ban_2805_half_151,Jacqueline Woodson,Jacqueline Woodson,,,ban_2805,half_151,9780142417041,9780142415528,144,99,11/11/10,"Jan. 7th, 2010",Penguin Young Readers Group,Puffin Books,I Hadn't Meant to Tell You This,Locomotion,0
ban_1829_half_2249,Rachel Caine,Rachel Caine,,,ban_1829,half_2249,9780451230546,9780451230546,480,480,11/3/09,"Nov. 3rd, 2009",Penguin Publishing Group,New American Library,"The Morganville Vampires, Volume 1","The Morganville Vampires, Volume 1",1
ban_2500_half_920,J. A. London,J. A. London,,,ban_2500,half_920,9780062020666,9780062020666,338,368,12/26/12,"Dec. 26th, 2012",HarperCollins Publishers,Harper Teen,Blood-Kissed Sky,Blood-Kissed Sky,1
ban_2048_half_1475,Kathe Koja,Kathe Koja,,,ban_2048,half_1475,9780142402092,9780142402092,128,117,11/18/04,"Nov. 18th, 2004",Penguin Young Readers Group,Speak,Buddha Boy,Buddha Boy,1
ban_873_half_837,Darren Shan,Darren Shan,,Paperback,ban_873,half_837,9780316606080,9780316606844,240,256,4/1/03,"Oct. 1st, 2002","Little, Brown Books for Young Readers","Little, Brown Young Readers",Tunnels of Blood,The Vampire's Assistant,0
ban_1511_half_2057,Deborah Heiligman,Deborah Heiligman,,,ban_1511,half_2057,9780312661045,9780312661045,288,268,11/22/11,"Nov. 22nd, 2011",Square Fish,Square Fish,Charles and Emma: The Darwins' Leap of Faith,Charles and Emma,1
ban_218_half_195,Lauren Oliver,Lauren Oliver,,,ban_218,half_195,9780061726811,9780061726811,496,470,10/25/11,"Oct. 25th, 2011",HarperCollins Publishers,HarperCollins,Before I Fall,Before I Fall,1
ban_1093_half_346,Sara Shepard,Sara Shepard,,,ban_1093,half_346,9780062074508,9780060887384,352,336,5/12/15,"May. 27th, 2008",HarperCollins Publishers,Harper Teen,The Perfectionists,Perfect,0
ban_1661_half_1173,Tamora Pierce,Tamora Pierce,,Paperback,ban_1661,half_1173,9781442427655,9780689878589,272,284,4/19/11,"Jan. 6th, 2005",Atheneum Books for Young Readers,Simon Pulse,The Woman Who Rides Like a Man,The Woman Who Rides Like a Man,0
ban_79_half_201,John Boyne,John Boyne,,,ban_79,half_201,9780385751537,9780385751896,240,215,10/23/07,"Oct. 28th, 2008",Random House Children's Books,David Fickling Books,The Boy in the Striped Pajamas,The Boy in the Striped Pajamas,0
ban_17344_half_1015,,,paperback,,ban_17344,half_1015,9781478279990,9781603209380,412,128,"October 25, 2012","Oct. 2nd, 2012", CreateSpace Independent Publishing Platform ,People,Database Modeling from 0 to 60 in 4 seconds,People Celebrity Puzzler,0
ban_2242_half_2679,David Levithan,David Levithan,,,ban_2242,half_2679,9780375843235,9780375843235,256,244,12/22/09,"Dec. 22nd, 2009",Random House Children's Books,Alfred A. Knopf Books for Young Readers,"How They Met, and Other Stories","How They Met, and Other Stories",1
ban_1981_half_2928,Lisa Mantchev,Lisa Mantchev,,,ban_1981,half_2928,9780312608668,9780312608668,384,356,4/13/10,"Apr. 13th, 2010",Square Fish,Square Fish,"Eyes Like Stars: Theatre Illuminata, Act I",Eyes Like Stars,1
ban_2823_half_2323,Angela Johnson,Angela Johnson,,,ban_2823,half_2323,9780689822902,9780689822902,144,144,8/1/00,"Aug. 1st, 2000",Simon Pulse,Simon Pulse,Heaven,Heaven,1
ban_1177_half_1323,Janet Tashjian,Janet Tashjian,,,ban_1177,half_1323,9781250044389,9780440237921,256,256,7/15/14,"May. 13th, 2003",Square Fish,Laurel Leaf Library,The Gospel According to Larry,The Gospel According to Larry,0
ban_958_half_528,Sharon M. Draper,Sharon M. Draper,,,ban_958,half_528,9780689842092,9780689851346,336,288,5/1/01,"Jul. 1st, 2002",Simon Pulse,Simon Pulse,Romiette and Julio,Darkness Before Dawn,0
ban_1046_half_2260,Carl Deuker,Carl Deuker,,,ban_1046,half_2260,9780316067263,9780316067263,208,192,4/1/07,"Apr. 1st, 2007","Little, Brown Books for Young Readers","Little, Brown Young Readers",Heart of a Champion,Heart of a Champion,1
ban_1364_half_1413,Aprilynne Pike,Aprilynne Pike,,,ban_1364,half_1413,9780061668050,9780061668050,294,294,4/6/10,"Apr. 6th, 2010",HarperCollins Publishers,Harper Teen,Wings,Wings,1
ban_1714_half_1582,Katherine Applegate,Katherine Applegate,,,ban_1714,half_1582,9781416961338,9781416961338,736,721,5/6/08,"May. 6th, 2008",Simon Pulse,Simon Pulse,"Beach Blondes: June Dreams, July's Promise, August Magic",Beach Blondes,1
ban_13338_half_422,Jeff Smith,Roland Smith,,Paperback,ban_13338,half_422,9781608952465,9781585363254,128,302,,"Aug. 27th, 2008","Amherst Media, Incorporated",Sleeping Bear Press,Jeff Smith's Studio Flash Photography: Techniques for Digital Portrait Photographers,Independence Hall,0
ban_173_half_2416,Joseph Delaney,Joseph Delaney,,Paperback,ban_173,half_2416,9780060766269,9780060766269,528,489,7/29/08,"Jul. 29th, 2008",HarperCollins Publishers,HarperTrophy,Night of the Soul Stealer,Night of the Soul Stealer,1
ban_408_half_704,Lauren Kate,Lauren Kate,,,ban_408,half_704,9780385739177,9780385739177,464,420,5/8/12,"May. 8th, 2012",Random House Children's Books,Delacorte Press Books for Young Readers,Passion,Passion,1
ban_10396_half_1537,Christopher Schmitt,John Christopher,,Paperback,ban_10396,half_1537,9780596155933,9780689857621,702,160,,"Apr. 1st, 2003","O'Reilly Media, Incorporated",Simon Pulse,CSS Cookbook,When the Tripods Came,0
ban_2508_half_3082,Lucia Capacchione,Lucia Capacchione,,,ban_2508,half_3082,9781564145727,9781564145727,196,196,11/28/01,"Nov. 30th, 2001","Career Press, Incorporated",New Page Books,"Creative Journal for Teens, 2nd Ed.","Creative Journal for Teens, 2nd Ed.",1
ban_1323_half_2872,Melissa de la Cruz,Melissa de La Cruz,,Paperback,ban_1323,half_2872,9781423102274,9781423102274,384,369,7/20/10,"Jul. 20th, 2010",Disney-Hyperion,Hyperion Books,The Van Alen Legacy,The Van Alen Legacy,1
ban_108_half_28,Cassandra Clare,Cassandra Clare,,Paperback,ban_108,half_28,9781416972259,9781416955078,576,485,8/3/10,"Mar. 1st, 2008",Margaret K. McElderry Books,Margaret K. McElderry Books,City of Glass,City of Bones,0
ban_985_half_1166,Andrea Cremer,Andrea Cremer,,Paperback,ban_985,half_1166,9780142423707,9780142423707,448,408,8/7/12,"Aug. 7th, 2012",Penguin Young Readers Group,Speak,Bloodrose,Bloodrose,1
ban_2485_half_542,Madeleine L'Engle,Madeleine L'Engle,,,ban_2485,half_542,9781250003430,9781250004673,800,236,10/16/12,"Jan. 31st, 2012",Square Fish,Square Fish,A Wrinkle in Time Trilogy,A Wrinkle in Time,0
ban_15164_half_1315,,,paperback,,ban_15164,half_1315,9780596515867,9781603209397,500,384,"December 9, 2011","Oct. 9th, 2012", O'Reilly Media,People,PHP & MySQL: The Missing Manual,People Celebrity Puzzler,0
ban_1522_half_1031,Darren Shan,Darren Shan,,Paperback,ban_1522,half_1031,9780316602747,9780316602747,208,197,8/4/04,"Sep. 1st, 2004","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",The Vampire Prince,The Vampire Prince,1
ban_681_half_871,Aim��e Carter,Aimee Carter,,,ban_681,half_871,9780373210954,9780373210459,1312,304,9/24/13,"Mar. 27th, 2012",Harlequin,Harlequin Teen,"The Goddess Test Boxed Set: The Goddess Test, Goddess Interrupted, The Goddess Inheritance,The Goddess Legacy",Goddess Interrupted,0
ban_1712_half_1811,Tamora Pierce,Tamora Pierce,,,ban_1712,half_1811,9780375828799,9780375814723,448,422,9/28/04,"Oct. 14th, 2008",Random House Children's Books,Laurel Leaf Library,Trickster's Choice,Trickster's Choice,0
ban_1740_half_2538,Wendy Mass,Wendy Mass,,,ban_1740,half_2538,9780316058285,9780316058285,208,212,9/6/06,"Sep. 1st, 2006","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Leap Day,Leap Day,1
ban_1690_half_1067,Paul Zindel,Paul Zindel,,,ban_1690,half_1067,9781935169307,9781935169307,179,179,9/28/10,"Sep. 30th, 2010",Graymalkin Media,Graymalkin Media,The Pigman & Me,The Pigman & Me,1
ban_781_half_607,Terry Pratchett,Terry Pratchett,,,ban_781,half_607,9780062237378,9780061433061,400,368,10/29/13,"Sep. 27th, 2011",HarperCollins Publishers,HarperCollins,Small Gods,I Shall Wear Midnight,0
ban_874_half_1488,Michael Thomas Ford,Michael Thomas Ford,,,ban_874,half_1488,9780060737573,9780060737573,295,295,9/7/10,"Sep. 7th, 2010",HarperCollins Publishers,Harper Teen,Suicide Notes,Suicide Notes,1
ban_848_half_1758,Suzanne Weyn,Suzanne Weyn,,,ban_848,half_1758,9780545470544,9780545470551,256,79,10/1/12,"Oct. 1st, 2012","Scholastic, Inc.",Scholastic Paperbacks,The Bar Code Tattoo,The Bar Code Rebellion,0
ban_152_half_609,Susan Ee,Susan Hill,,,ban_152,half_609,9781477817285,9781567921892,320,144,11/19/13,"Dec. 31st, 2001",Amazon Childrens Publishing,David R. Godine,World After,The Woman in Black,0
ban_2478_half_1148,Lauren Myracle,Lauren Myracle,,,ban_2478,half_1148,9780810987883,9780810987883,234,219,4/1/05,"Apr. 1st, 2005","Abrams, Harry N., Inc.",Amulet Books,Ttyl: Talk to You Later,Ttyl,1
ban_2744_half_1306,Meg Cabot,Meg Cabot,,,ban_2744,half_1306,9780545040587,9780061479939,352,228,4/1/10,"Mar. 25th, 2008","Scholastic, Inc.",Harper Teen,Being Nikki,The Princess Diaries,0
ban_764_half_2444,Ann Brashares,Ann Brashares,,Paperback,ban_764,half_2444,9780385730587,9780553494792,336,352,3/11/03,"Apr. 30th, 2005",Random House Children's Books,Dell Publishing Company,The Sisterhood of the Traveling Pants,Sisterhood of the Traveling Pants,0
ban_349_half_222,Julia Alvarez,Julia Alvarez,,,ban_349,half_222,9780440237846,9780440237846,192,192,4/13/04,"Apr. 13th, 2004",Random House Children's Books,Laurel Leaf Library,Before We Were Free,Before We Were Free,1
ban_490_half_604,Julie Kagawa,Julie Kagawa,,,ban_490,half_604,9780373210367,9780373210183,400,358,10/25/11,"Jan. 25th, 2011",Harlequin,Harlequin,The Iron Knight,The Iron Queen,0
ban_1879_half_2012,Joseph Bruchac,Joseph Bruchac,,,ban_1879,half_2012,9780152064556,9780439280686,199,199,10/1/08,"Sep. 1st, 2001",Houghton Mifflin Harcourt,Scholastic Signature,Sacajawea,Sacajawea,0
ban_1588_half_896,Darren Shan,Darren Shan,,Paperback,ban_1588,half_896,9780316602112,9780316605427,224,199,5/11/05,"Sep. 1st, 2003","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Hunters of the Dusk,Vampire Mountain,0
ban_660_half_2593,Rachel Hawkins,Rachel Hawkins,,,ban_660,half_2593,9781423121404,9781423121404,352,336,2/5/13,"Feb. 5th, 2013",Disney Press,Hyperion Books,Spell Bound,Spell Bound,1
ban_1655_half_118,John Marsden,John Marsden,,,ban_1655,half_118,9780439829106,9780439829106,304,277,6/1/06,"Jun. 1st, 2006","Scholastic, Inc.",Scholastic Paperbacks,"Tomorrow, When the War Began","Tomorrow, When the War Began",1
ban_1095_half_2573,Dan Wells,Dan Wells,,,ban_1095,half_2573,9780062071057,9780062071057,472,496,2/26/13,"Feb. 26th, 2013",HarperCollins Publishers,Balzer & Bray/Harperteen,Partials,Partials,1
ban_2285_half_2181,Walter Dean Myers,Walter Dean Myers,,,ban_2285,half_2181,9780440967842,9780060582968,192,218,12/28/86,"Jan. 27th, 2009",Random House Children's Books,Harper Teen,The Outside Shot,Game,0
ban_384_half_1507,Rachel Cohn,Rachel Cohn,,,ban_384,half_1507,9780375835339,9780375846144,208,183,8/28/07,"Aug. 26th, 2008",Random House Children's Books,Alfred A. Knopf,Nick and Norah's Infinite Playlist,Nick & Norah's Infinite Playlist,0
ban_1900_half_494,Hannah Harrington,Hannah K. Harrington,,,ban_1900,half_494,9780373210527,9780373210527,288,288,8/28/12,"Aug. 28th, 2012",Harlequin,Harlequin Teen,Speechless,Speechless,1
ban_21_half_36,Suzanne Collins,Suzanne Collins,,,ban_21,half_36,9780545663267,9781594135866,400,501,2/25/14,"Apr. 20th, 2012","Scholastic, Inc.",Large Print Press,Mockingjay,Mockingjay,0
ban_2771_half_2571,Diana Wynne Jones,Diana Wynne Jones,,,ban_2771,half_2571,9780142420140,9780142420140,496,438,4/12/12,"Apr. 12th, 2012",Penguin Young Readers Group,Firebird,Fire and Hemlock,Fire and Hemlock,1
ban_604_half_1377,Jennifer E. Smith,Jennifer E. Smith,,,ban_604,half_1377,9780316122399,9780316122399,272,256,1/1/13,"Jan. 2nd, 2013","Little, Brown Books for Young Readers",Poppy Books,The Statistical Probability of Love at First Sight,The Statistical Probability of Love at First Sight,1
ban_2553_half_2561,Lauren Myracle,Lauren Myracle,,,ban_2553,half_2561,9780810992795,9780810992795,256,240,2/21/07,"Feb. 1st, 2007","Abrams, Harry N., Inc.",ABRAMS,Ttfn: Ta-Ta for Now,Ttfn,1
ban_16280_half_1315,,,paperback,,ban_16280,half_1315,9780134310862,9781603209397,400,384,"February 29, 2016","Oct. 9th, 2012", Addison-Wesley Professional,People,Building Database Clouds in Oracle 12c,People Celebrity Puzzler,0
ban_666_half_517,James Patterson,James Patterson,,,ban_666,half_517,9781455530700,9780316038317,352,309,10/28/14,"Jan. 4th, 2011",Grand Central Publishing,"Little, Brown Books for Young Readers",FANG,Fang,0
ban_1721_half_1732,Suzanne Collins,Suzanne Weyn,,,ban_1721,half_1732,9780545788298,9780439803854,400,265,9/30/14,"Aug. 31st, 2006","Scholastic, Inc.",Scholastic Paperbacks,Mockingjay: Movie Tie-In Edition,The Bar Code Rebellion,0
ban_867_half_718,Scott Westerfeld,Scott Westerfeld,,,ban_867,half_718,9781416971764,9781416971764,512,485,8/9/11,"Aug. 9th, 2011",Simon Pulse,Simon Pulse,Behemoth,Behemoth,1
ban_15954_half_420,,,paperback,,ban_15954,half_420,9781596822474,9781423170884,494,144,"March 10, 2011","Jan. 22nd, 2013", Fultus Corporation ,Disney Press,PostgreSQL 9.0 Official Documentation - Volume II. Server Administration,Oz Junior Novel,0
ban_709_half_1186,C. C. Hunter,Erin Hunter,,,ban_709,half_1186,9780312624682,9780060871307,400,259,10/11/11,"May. 11th, 2010",St. Martin's Press,HarperCollins,Awake at Dawn,Smoke Mountain,0
ban_374_half_576,James Patterson,James Patterson,,,ban_374,half_576,9781455521524,9780316038324,352,291,7/30/13,"Feb. 7th, 2012",Grand Central Publishing,Little Brown and Company,The Fire,Angel [With Poster],0
ban_1215_half_2245,Anne McCaffrey,Anne McCaffrey,,,ban_1215,half_2245,9781481425827,9780689860065,256,243,4/28/15,"Apr. 1st, 2003",Saga Press,Aladdin Paperbacks,Dragondrums,Dragondrums,0
ban_134_half_670,Scott Westerfeld,Scott Westerfeld,,,ban_134,half_670,9781442419810,9781442479395,432,1600,5/3/11,"Aug. 21st, 2012",Simon Pulse,Simon Pulse,Uglies,Uglies,0
ban_1958_half_446,Ginny Rorby,Ginny Rorby,,,ban_1958,half_446,9780761384984,9780761384984,255,255,1/28/12,"Jan. 1st, 2012",Lerner Publishing Group,Carolrhoda Books,Lost in the River of Grass,Lost in the River of Grass,1
ban_1548_half_350,Jennifer Brown,Jennifer Brown,,,ban_1548,half_350,9780316209700,9780316041454,304,408,4/1/14,"Oct. 5th, 2010","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Thousand Words,Hate List,0
ban_2210_half_2296,Walter Dean Myers,Walter Dean Myers,,,ban_2210,half_2296,9780061960895,9780590543439,213,192,4/23/13,"Dec. 1st, 2001",HarperCollins Publishers,Scholastic Paperbacks,All the Right Stuff,The Greatest,0
ban_606_half_666,Joan Bauer,Joan Bauer,,,ban_606,half_666,9780142404249,9780142404249,208,186,6/2/05,"May. 1st, 2005",Penguin Young Readers Group,Speak,Hope Was Here,Hope Was Here,1
ban_928_half_626,Melina Marchetta,Melina Marchetta,,,ban_928,half_626,9780061431852,9780061431852,419,419,3/9/10,"Mar. 9th, 2010",HarperCollins Publishers,Harper Teen,Jellicoe Road,Jellicoe Road,1
ban_2467_half_2636,Amy Efaw,Amy Efaw,,,ban_2467,half_2636,9780142415900,9780142415900,368,350,12/2/10,"Dec. 2nd, 2010",Penguin Young Readers Group,Speak,After,After,1
ban_1080_half_2283,Lara Honos-Webb,Lara Honos-Webb,,,ban_1080,half_2283,9781572248656,9781572248656,144,132,1/1/11,"Jan. 1st, 2011",New Harbinger Publications,Instant Help Books,The ADHD Workbook for Teens: Activities to Help You Gain Motivation and Confidence,The ADHD Workbook for Teens,1
ban_2083_half_1805,School Specialty Publishing,School Specialty Publishing,,Paperback,ban_2083,half_1805,9780769652863,9780769676258,136,80,12/11/06,"Mar. 1st, 2006","Carson-Dellosa Publishing Company, Incorporated",Brighter Child,"Spectrum Writing, Grade 6",English and Grammar Grade 5,0
ban_611_half_323,Sara Shepard,Sara Shepard,,,ban_611,half_323,9780060887322,9780060887353,304,330,8/21/07,"Feb. 19th, 2008",HarperCollins Publishers,Harper Teen,Pretty Little Liars,Flawless,0
ban_1158_half_619,Lauren Kate,Lauren Myracle,,,ban_1158,half_619,9780385742665,9781419701849,480,376,10/28/14,"Feb. 1st, 2012",Random House Children's Books,ABRAMS,Teardrop,Shine,0
ban_1146_half_1517,Cate Tiernan,Cate Tiernan,,,ban_1146,half_1517,9780142418970,9780142418970,576,576,11/11/10,"Nov. 11th, 2010",Penguin Young Readers Group,Speak,Dark Magick / Awakening / Spellbound,"Dark Magick, Awakening, and Spellbound",1
ban_1810_half_574,Will Hobbs,Will Hobbs,,,ban_1810,half_574,9781442445475,9781442445475,208,198,7/10/12,"Jul. 10th, 2012",Atheneum Books for Young Readers,Atheneum Books for Young Readers,Downriver,Downriver,1
ban_1314_half_896,Darren Shan,Darren Shan,,Paperback,ban_1314,half_896,9780316603959,9780316605427,224,199,4/1/04,"Sep. 1st, 2003","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Trials of Death,Vampire Mountain,0
ban_1677_half_1223,Laura Resau,Laura Resau,,,ban_1677,half_1223,9780375859632,9780375859632,368,352,3/13/12,"Mar. 13th, 2012",Random House Children's Books,Ember,The Queen of Water,The Queen of Water,1
ban_2094_half_1887,Rachel Caine,Rachel Caine,,,ban_2094,half_1887,9780451222381,9780451225726,256,244,10/2/07,"Jan. 6th, 2009",Penguin Publishing Group,NAL Jam Books,Midnight Alley,Lord of Misrule,0
