ids,label,wor_author,half_author,wor_binding,half_binding,wor_id,half_id,wor_isbn,half_isbn,wor_pages,half_pages,wor_pubdate,half_pubdate,wor_publisher,half_publisher,wor_title,half_title
wor_33838_half_706,1,Maile Meloy,Maile Meloy,Paperback,,wor_33838,half_706,9780142422069,9780142422069,353,384,(12 Feb 2013),"Feb. 12th, 2013",Puffin Books ,Puffin Books,The Apothecary,The Apothecary
wor_33854_half_709,1,Peggy Kern,Peggy Kern,Paperback,,wor_33854,half_709,9780545395526,9780545395526,-1,144,(1 Feb 2013),"Feb. 1st, 2013",Scholastic Paperbacks ,Scholastic Paperbacks,The Test,Bluford #17
wor_33874_half_714,1,Robb White,Robb White,Paperback,,wor_33874,half_714,9780440917403,9780440917403,220,224,(15 Oct 1973),"Oct. 15th, 1973",Bantam Doubleday Dell Publishing Group Inc ,Laurel Leaf Library,Deathwatch,Deathwatch
wor_33884_half_715,1,Michael A. Tompkins,Michael A. Tompkins,Paperback,,wor_33884,half_715,9781433804502,9781433804502,128,196,(15 Nov 2009),"Jul. 1st, 2009",American Psychological Association ,Magination Press,My Anxious Mind: A Teen's Guide to Managing Anxiety and Panic,My Anxious Mind
wor_33943_half_722,1,Eva Mozes Kor,Eva Mozes Kor,Paperback,,wor_33943,half_722,9781933718576,9781933718576,175,141,(13 Mar 2012),"Mar. 13th, 2012",Tanglewood Press ,Tanglewood Press,Surviving the Angel of Death: The True Story of a Mengele Twin in Auschwitz,Surviving the Angel of Death
wor_33951_half_723,1,Isuna Hasekur,Isuna Hasekura,Paperback,,wor_33951,half_723,9780759531048,9780759531048,240,234,(15 Dec 2009),"Dec. 1st, 2009","Little, Brown & Company ",Yen Press,"Spice and Wolf, Vol. 1","Spice & Wolf, Volume 1"
wor_33954_half_1059,1,Isuna Hasekur,Isuna Hasekura,Paperback,,wor_33954,half_1059,9780759531062,9780759531062,288,283,(15 Jun 2010),"Jun. 15th, 2010","Little, Brown & Company ",Yen Press,"Spice and Wolf, Vol. 2","Spice & Wolf, Volume 2"
wor_33961_half_1018,1,Isuna Hasekur,Isuna Hasekura,Paperback,,wor_33961,half_1018,9780759531116,9780759531116,208,208,(26 Jun 2012),"Jun. 26th, 2012","Little, Brown & Company ",Yen Press,"Spice and Wolf, Vol. 6","Spice and Wolf, Vol. 6"
wor_33964_half_1706,1,Isuna Hasekur,Isuna Hasekura,Paperback,,wor_33964,half_1706,9780759531086,9780759531086,256,249,(28 Jun 2011),"Jun. 28th, 2011","Little, Brown & Company ",Yen Press,"Spice and Wolf, Vol. 4","Spice & Wolf, Volume 4"
wor_34014_half_735,1,Mary Downing Hahn,Mary Downing Hahn,Paperback,,wor_34014,half_735,9780547076454,9780547076454,187,187,(21 May 2007),"Aug. 4th, 2008",Houghton Mifflin ,Houghton Mifflin Harcourt (HMH),Deep and Dark and Dangerous,Deep and Dark and Dangerous
wor_34016_half_1723,1,Mary Downing Hahn,Mary Downing Hahn,Paperback,,wor_34016,half_1723,9780547398532,9780547398532,182,182,(20 Nov 2010),"Sep. 6th, 2010",Houghton Mifflin ,Houghton Mifflin Harcourt (HMH),Closed for the Season,Closed for the Season
wor_34030_half_736,1,Antonia Toya Carter,"Antonia ""Toya"" Carter",Paperback,,wor_34030,half_736,9780982702765,9780982702765,264,226,(13 Apr 2011),"Apr. 15th, 2011",Farrah Gray Foundation Press ,Hcio012,Precious Inspirations,Priceless Inspirations
wor_34032_half_738,1,Megan Kelley Hall,Megan Kelley Hall,Paperback,,wor_34032,half_738,9780062060976,9780062060976,384,369,(26 Sep 2011),"Sep. 6th, 2011",HarperCollins Publishers Inc ,Harper Teen,Dear Bully: Seventy Authors Tell Their Stories,Dear Bully
wor_34058_half_743,1,Tony Abbott,Tony Abbott,Paperback,,wor_34058,half_743,9780316011709,9780316011709,144,149,(1 Jun 2007),"Jun. 1st, 2007","Little, Brown & Company ","Little, Brown Young Readers",Firegirl,Firegirl
wor_34061_half_3031,1,Tony Abbott,Tony Abbott,Paperback,,wor_34061,half_3031,9780316011730,9780316011730,368,358,(1 May 2009),"May. 1st, 2009","Little, Brown & Company ","Little, Brown Young Readers",The Postcard,The Postcard
wor_34088_half_750,1,Alison Goodman,Alison Goodman,Paperback,,wor_34088,half_750,9780142417119,9780142417119,531,531,(31 Aug 2010),"Aug. 31st, 2010",Penguin Putnam Inc ,Firebird,Eon: Dragoneye Reborn,Eon
wor_34091_half_1049,1,Alison Goodman,Alison Goodman,Paperback,,wor_34091,half_1049,9780142420935,9780142420935,672,654,(29 Mar 2012),"Mar. 29th, 2012",Penguin Putnam Inc ,Firebird,Eona,Eona
wor_34160_half_2237,1,Geoff Herbach,Geoff Herbach,Paperback,,wor_34160,half_2237,9781402265075,9781402265075,320,290,(1 May 2012),"May. 1st, 2012","Sourcebooks, Inc ",Sourcebooks Fire,Nothing Special,Nothing Special
wor_34189_half_758,1,Jennifer Armstrong,Jennifer Armstrong,Paperback,,wor_34189,half_758,9780375810497,9780375810497,144,144,(12 Sep 2000),"Sep. 12th, 2000",Alfred A. Knopf ,Crown Books for Young Readers,Shipwreck At The Bottom Of The World,Shipwreck at the Bottom of the World
wor_34224_half_762,1,Rebecca Paley,Jonathan Mar,Paperback,,wor_34224,half_762,9780545237512,9780545237512,128,128,(1 Sep 2010),"Sep. 1st, 2010",Scholastic US ,Scholastic Paperbacks,The Body Book for Boys,The Body Book for Boys
wor_34354_half_2674,1,D J Machale,D. J. MacHale,Paperback,,wor_34354,half_2674,9780689869129,9780689869129,405,405,(1 Apr 2006),"Apr. 1st, 2006",Simon & Schuster ,Aladdin Paperbacks,The Rivers of Zadaa,The Rivers of Zadaa
wor_34364_half_2433,1,D J Machale,D. J. MacHale,Paperback,,wor_34364,half_2433,9780689869112,9780689869112,448,448,(1 Aug 2004),"Aug. 3rd, 2004",Kachifo Limited ,Aladdin Paperbacks,Black Water,Black Water
wor_34365_half_2224,1,D. J. MacHale,D. J. MacHale,Paperback,,wor_34365,half_2224,9780743437349,9780743437349,384,384,(1 Sep 2003),"Sep. 1st, 2003",Aladdin Paperbacks ,Aladdin Paperbacks,The Reality Bug,The Reality Bug
wor_34369_half_2387,1,D J Machale,D. J. MacHale,Paperback,,wor_34369,half_2387,9781416965190,9781416965190,341,341,(21 Dec 2010),"Dec. 21st, 2010",Simon & Schuster ,Aladdin Paperbacks,The Light,The Light
wor_34374_half_778,1,Nic Sheff,Nic Sheff,Paperback,,wor_34374,half_778,9781416972198,9781416972198,352,337,(1 Sep 2018),"Jan. 6th, 2009",Simon & Schuster ,Atheneum Books,Tweak: Growing Up on Methamphetamines,Tweak
wor_34375_half_1965,1,Nic Sheff,Nic Sheff,Paperback,,wor_34375,half_1965,9780316080811,9780316080811,362,362,(10 Apr 2012),"Apr. 10th, 2012","Little, Brown & Company ","Little, Brown Books for Young Readers",We All Fall Down: Living with Addiction,We All Fall Down
wor_34449_half_789,1,Kirstin Cronn-Mills,Kirstin Cronn-Mills,Paperback,,wor_34449,half_789,9780738732510,9780738732510,288,288,(8 Oct 2012),"Oct. 8th, 2012",North Star Editions ,Flux,Beautiful Music for Ugly Children,Beautiful Music for Ugly Children
wor_34526_half_1077,1,Ni-Ni Simone,Ni-Ni Simone,Paperback,,wor_34526,half_1077,9780758263179,9780758263179,310,219,(8 Nov 2012),"Oct. 1st, 2012",Kensington Publishing ,K-Teen/Dafina,Hollywood High,Hollywood High
wor_34551_half_799,1,Sarah Prineas,Sarah Prineas,Paperback,,wor_34551,half_799,9780061375903,9780061375903,419,419,(21 Apr 2009),"Apr. 21st, 2009",HarperCollins ,HarperTrophy,"The Magic Thief, Book One","The Magic Thief, Book One"
wor_34571_half_802,1,Ying Chang Compestine,Ying Chang Compestine,Paperback,,wor_34571,half_802,9780312581497,9780312581497,248,248,(29 Sep 2009),"Sep. 29th, 2009",Square Fish ,Square Fish,Revolution Is Not a Dinner Party,Revolution Is Not a Dinner Party
wor_34593_half_1219,1,Seymour Reit,Seymour Reit,Paperback,,wor_34593,half_1219,9780152164355,9780152164355,160,160,(1 Aug 2001),"Aug. 1st, 2001",Houghton Mifflin ,Houghton Mifflin Harcourt (HMH),Guns for General Washington: A Story of the American Revolution,Guns for General Washington
wor_34597_half_808,1,Seymour Reit,Seymour Reit,Paperback,Paperback,wor_34597,half_808,9780152164270,9780152164270,144,144,(1 Aug 2001),"Aug. 1st, 2001",Houghton Mifflin ,Graphia Books,"Behind Rebel Lines: The Incredible Story of Emma Edmonds, Civil War Spy",Behind Rebel Lines
wor_34606_half_816,1,Libba Bray,Libba Bray,Paperback,,wor_34606,half_816,9780385733984,9780385733984,480,480,(28 Sep 2010),"Sep. 28th, 2010",Bantam Doubleday Dell Publishing Group Inc ,Delacorte Press Books for Young Readers,Going Bovine,Going Bovine
wor_34607_half_1853,1,Libba Bray,Libba Bray,Paperback,,wor_34607,half_1853,9780440237778,9780440237778,819,819,(28 Apr 2009),"Apr. 28th, 2009",Random House USA Inc ,Delacorte Press,The Sweet Far Thing,The Sweet Far Thing
wor_34619_half_1863,1,Libba Bray,Libba Bray,Paperback,,wor_34619,half_1863,9780385733410,9780385733410,548,548,(17 Feb 2007),"Dec. 26th, 2006",Bantam Doubleday Dell Publishing Group Inc ,Delacorte Press Books for Young Readers,Rebel Angels,Rebel Angels
wor_34702_half_830,1,Sherri L. Smith,Sherri L. Smith,Paperback,,wor_34702,half_830,9780142417256,9780142417256,304,288,(16 Sep 2010),"Sep. 16th, 2010",Penguin Putnam Inc ,Speak,Flygirl,Flygirl
wor_34803_half_841,1,John Smelcer,John Smelcer,Paperback,,wor_34803,half_841,9780312377557,9780312377557,172,172,(26 Dec 2007),"Dec. 26th, 2007",St Martin's Press ,Square Fish,The Trap,The Trap
wor_34839_half_848,1,Joseph Ciarrochi,Joseph Ciarrochi,Paperback,,wor_34839,half_848,9781608821938,9781608821938,136,152,(1 Jan 2003),"Jun. 1st, 2012",New Harbinger Publications ,Instant Help Books,Get Out of Your Mind and Into Your Life for Teens: A Guide to Living an Extraordinary Life,Get Out of Your Mind and Into Your Life for Teens
wor_34891_half_859,1,Amy Pastan,Amy Pastan,Paperback,Paperback,wor_34891,half_859,9780756603427,9780756603427,128,128,(23 Aug 2004),"Aug. 23rd, 2004",DK Publishing (Dorling Kindersley) ,DK Publishing (Dorling Kindersley),"DK Biography: Martin Luther King, Jr. A Photographic Story of a Life",DK Biography
wor_34906_half_868,1,Tanya Lee Stone,Tanya Lee Stone,Paperback,,wor_34906,half_868,9780763645021,9780763645021,133,133,(24 Feb 2009),"Feb. 24th, 2009",Candlewick Press (MA) ,Candlewick Press (MA),Almost Astronauts: 13 Women Who Dared to Dream,Almost Astronauts
wor_34915_half_1749,1,Tanya Lee Stone,Tanya Lee Stone,Paperback,Paperback,wor_34915,half_1749,9780756608347,9780756608347,128,128,(30 Oct 2013),"Jan. 1st, 2005",DK Publishing ,DK Publishing (Dorling Kindersley),Abraham Lincoln,Abraham Lincoln
wor_34939_half_2948,1,Brian Jacques,Brian Jacques,Paperback,,wor_34939,half_2948,9780441001866,9780441001866,376,376,(1 Apr 1996),"Apr. 1st, 1995",Time Warner International ,Ace Books,Martin the Warrior,Martin the Warrior
wor_34974_half_1158,1,Carl Deuker,Carl Deuker,Paperback,,wor_34974,half_1158,9780547577333,9780547577333,298,298,(28 Feb 2012),"Feb. 28th, 2012","Cengage Learning, Inc ",Graphia Books,Payback Time,Payback Time
wor_34978_half_2614,1,Carl Deuker,Carl Deuker,Paperback,,wor_34978,half_2614,9780618735051,9780618735051,216,216,(23 Apr 2007),"Apr. 23rd, 2007","Cengage Learning, Inc ",Graphia Books,Runner,Runner
wor_34984_half_2260,1,Carl Deuker,Carl Deuker,Paperback,,wor_34984,half_2260,9780316067263,9780316067263,192,192,(7 Jan 2001),"Apr. 1st, 2007","Little, Brown & Company ","Little, Brown Young Readers",Heart of a Champion,Heart of a Champion
wor_35013_half_885,1,David A Kessler,David A. Kessler,Paperback,,wor_35013,half_885,9781596438316,9781596438316,192,192,(24 Dec 2012),"Dec. 24th, 2012",Roaring Brook Press ,Roaring Brook Press,"Your Food Is Fooling You: How Your Brain Is Hijacked by Sugar, Fat, and Salt",Your Food Is Fooling You
wor_35143_half_1882,1,Donald R. Gallo,Donald R. Gallo,Paperback,,wor_35143,half_1882,9780440413059,9780440413059,336,336,(12 Jan 1999),"Jan. 12th, 1999",Bantam Doubleday Dell Publishing Group Inc ,Laurel Leaf Library,No Easy Answers: Short Stories About Teenagers Making Tough Choices,No Easy Answers
wor_35146_half_903,1,"Gallo Donald, R. (Editor)",Donald R. Gallo,Paperback,,wor_35146,half_903,9780763632915,9780763632915,235,224,(1 May 2007),"Mar. 13th, 2007","Candlewick Press,U.S. ",Candlewick Press (MA),First Crossing,First Crossing
wor_35161_half_905,1,Emily P. Freeman,Emily P. Freeman,Paperback,,wor_35161,half_905,9780800719838,9780800719838,176,176,(1 Sep 2012),"Sep. 1st, 2012",Baker Publishing Group ,Fleming H. Revell Company,Graceful Letting Go of Your Try-Hard Life,Graceful
wor_35218_half_949,1,Miranda Kenneally,Miranda Kenneally,Paperback,,wor_35218,half_949,9781936976218,9781936976218,192,192,(30 Oct 2012),"Oct. 30th, 2012",Orange Avenue Publishing ,Zest Books,Dear Teen Me: Authors Write Letters to Their Teen Selves,Dear Teen Me
wor_35221_half_910,1,Miranda Kenneally,Miranda Kenneally,Paperback,,wor_35221,half_910,9781402262272,9781402262272,283,283,(1 Dec 2011),"Dec. 1st, 2011","Sourcebooks, Inc ",Sourcebooks Fire,Catching Jordan,Catching Jordan
wor_35237_half_911,1,Wendy Lichtman,Wendy Lichtman,Paperback,,wor_35237,half_911,9780061229572,9780061229572,183,183,(27 May 2008),"May. 27th, 2008",HarperCollins Publishers Inc ,Harper Teen,"Do the Math: Secrets, Lies, and Algebra","Secrets, Lies, and Algebra"
wor_35241_half_912,1,Harriette Gillem Robinet,Harriette Gillem Robinet,Paperback,Paperback,wor_35241,half_912,9780689833175,9780689833175,144,144,(1 Feb 2000),"Feb. 1st, 2000",Simon & Schuster ,Aladdin Paperbacks,Forty Acres and Maybe a Mule,Forty Acres and Maybe a Mule
wor_35246_half_914,1,Erik Christian Haugaard,Erik Christian Haugaard,Paperback,,wor_35246,half_914,9780618615124,9780618615124,234,234,(1 Aug 2005),"Aug. 1st, 2005",Houghton Mifflin ,Houghton Mifflin Harcourt (HMH),The Samurai's Tale,The Samurai's Tale
wor_35327_half_2720,1,Amy Welborn,Amy Welborn,Paperback,,wor_35327,half_2720,9780879739812,9780879739812,128,155,(1 Sep 2001),"Sep. 1st, 2001","Our Sunday Visitor Inc.,U.S. ",Our Sunday Visitor (IN),Prove It! Church,Prove It! Church
wor_35344_half_929,1,Megan E Bryant,Megan E. Bryant,Paperback,,wor_35344,half_929,9781606310595,9781606310595,128,128,(7 Jun 2016),"Sep. 1st, 2009",Franklin Watts ,Franklin Watts,She's All That! A Look-It-Up Guide to the Goddesses of Mythology,She's All That!
wor_35349_half_1583,1,Megan E Bryant,Megan E. Bryant,Paperback,,wor_35349,half_1583,9781606310588,9781606310588,128,128,(7 Jun 2016),"Sep. 1st, 2009",Franklin Watts ,Franklin Watts,Oh My Gods! A Look-It-Up Guide to the Gods of Mythology,Oh My Gods!
wor_35406_half_937,1,Brandon Mull,Brandon Mull,Paperback,,wor_35406,half_937,9781416997955,9781416997955,483,512,(12 Feb 2013),"Feb. 12th, 2013",Simon & Schuster ,Aladdin Paperbacks,Seeds of Rebellion,Seeds of Rebellion
wor_35420_half_1917,1,Marlene Perez,Marlene Perez,Paperback,,wor_35420,half_1917,9780152064082,9780152064082,190,190,(1 Sep 2008),"Sep. 1st, 2008",Houghton Mifflin ,Harcourt Paperbacks,Dead Is the New Black,Dead Is the New Black
wor_35424_half_2456,1,Marlene Perez,Marlene Perez,Paperback,,wor_35424,half_2456,9780152062163,9780152062163,192,192,(1 May 2009),"May. 1st, 2009",Houghton Mifflin ,Graphia Books,Dead Is So Last Year,Dead Is So Last Year
wor_35437_half_1605,1,Frances O'Roark Dowell,Frances O'Roark Dowell,Paperback,,wor_35437,half_1605,9781416979869,9781416979869,192,192,(23 Feb 2010),"Dec. 29th, 2009",Simon & Schuster ,Atheneum Books for Young Readers,Shooting the Moon,Shooting the Moon
wor_35459_half_941,1,Amir AA Abrams,Amir Abrams,Paperback,,wor_35459,half_941,9780758273567,9780758273567,328,256,(27 Nov 2012),"Dec. 1st, 2012",Kensington Publishing ,Kensington Publishing Corporation,Crazy Love,Crazy Love
wor_35515_half_957,1,Thomas E. Sniegoski,Thomas E. Sniegoski,Paperback,Paperback,wor_35515,half_957,9781442446991,9781442446991,416,398,(1 Oct 2012),"Aug. 14th, 2012",Simon & Schuster ,Simon Pulse,The Fallen 4: Forsaken,Forsaken
wor_35516_half_2426,1,Thomas E. Sniegoski,Thomas E. Sniegoski,Paperback,Paperback,wor_35516,half_2426,9781442408630,9781442408630,576,541,(1 Dec 2010),"Jul. 20th, 2010",Simon & Schuster ,Simon Pulse,Fallen 2: Aerie and Reckoning,Aerie and Reckoning
wor_35553_half_960,1,Patty Blount,Patty Blount,Paperback,,wor_35553,half_960,9781402273377,9781402273377,291,291,(1 Aug 2012),"Aug. 1st, 2012","Sourcebooks, Inc ",Sourcebooks Fire,Send,Send
wor_35569_half_962,1,Matthew Cody,Matthew Cody,Paperback,,wor_35569,half_962,9780375844898,9780375844898,279,279,(5 Apr 2011),"Apr. 5th, 2011",Random House USA Inc ,Yearling Books,Powerless,Powerless
wor_35598_half_966,1,Tomas River,Tomas Rivera,Paperback,,wor_35598,half_966,9781558851511,9781558851511,115,114,(22 Oct 2003),"Jan. 1st, 1996",Arte Publico Press ,Arte Publico Press,Y No Se Lo Trago La Tierra [Edition Espanol],Y No Se Lo Trago La Tierra [Edition Espanol]
wor_35646_half_2819,1,Nagaru Tanigaw,Nagaru Tanigawa,Paperback,,wor_35646,half_2819,9780316038898,9780316038898,192,183,(2 Nov 2010),"Nov. 2nd, 2010","Little, Brown & Company ","Little, Brown Books for Young Readers",The Disappearance of Haruhi Suzumiya,The Disappearance of Haruhi Suzumiya
wor_35660_half_979,1,Michelle Houts,Michelle Houts,Paperback,,wor_35660,half_979,9780440422709,9780440422709,226,226,(15 Aug 2010),"Jul. 13th, 2010",Random House USA Inc ,Yearling Books,The Beef Princess Of Practical County,The Beef Princess of Practical County
wor_35670_half_981,1,Catherine Dee,Catherine Dee,Paperback,,wor_35670,half_981,9780316179560,9780316179560,192,208,(1 Oct 1999),"Oct. 1st, 1999","Little, Brown & Company ","Little, Brown Books for Young Readers",The Girls' Book of Wisdom,The Girls' Book of Wisdom
wor_35708_half_2437,1,Don L. Wulffson,Don L. Wulffson,Paperback,,wor_35708,half_2437,9780141302041,9780141302041,128,114,(1 Mar 1999),"Mar. 1st, 1999",Penguin Books Australia ,Puffin Books,The Kid Who Invented the Popsicle: And Other Surprising Stories about Inventions,The Kid Who Invented the Popsicle
wor_35709_half_985,1,Don L. Wulffson,Don L. Wulffson,Paperback,,wor_35709,half_985,9780142500736,9780142500736,240,227,(14 Jul 2003),"Jul. 14th, 2003",Penguin Putnam Inc ,Speak,Soldier X,Soldier X
wor_35738_half_988,1,Takayuki Ishii,Takayuki Ishii,Paperback,,wor_35738,half_988,9780440228431,9780440228431,121,112,(1 Jul 2001),"Jan. 9th, 2001",Bantam Doubleday Dell Publishing Group Inc ,Laurel Leaf Library,One Thousand Paper Cranes: The Story of Sadako and the Children's Peace Statue,One Thousand Paper Cranes
wor_35741_half_989,1,Viola Canales,Viola Canales,Paperback,,wor_35741,half_989,9780375840890,9780375840890,199,199,(13 Mar 2007),"Mar. 13th, 2007",Random House USA Inc ,Wendy Lamb Books,The Tequila Worm,The Tequila Worm
wor_35767_half_993,1,Eve Yohalem,Eve Yohalem,Paperback,,wor_35767,half_993,9780811878746,9780811878746,219,219,(1 Nov 2011),"Nov. 16th, 2011",Chronicle Books ,Chronicle Books (CA),Escape Under the Forever Sky,Escape Under the Forever Sky
wor_35785_half_995,1,Heather Brewer,Heather Brewer,Paperback,,wor_35785,half_995,9780142411872,9780142411872,182,182,(13 Mar 2008),"Mar. 13th, 2008",Penguin Putnam Inc ,Speak,Eighth Grade Bites #1: The Chronicles of Vladimir Tod,Eighth Grade Bites
wor_35786_half_1363,1,Heather Brewer,Heather Brewer,Paperback,,wor_35786,half_1363,9780142417522,9780142417522,336,336,(19 Apr 2011),"Apr. 19th, 2011",Penguin Putnam Inc ,Speak,Twelfth Grade Kills #5: The Chronicles of Vladimir Tod,Twelfth Grade Kills #5
wor_35813_half_999,1,E D Baker,E. D. Baker,Paperback,,wor_35813,half_999,9781599906584,9781599906584,288,288,(3 Jan 2012),"Jan. 3rd, 2012",Bloomsbury Publishing Plc ,Bloomsbury U.S.A. Children's Books,The Wide-Awake Princess,The Wide-Awake Princess
wor_35831_half_1002,1,Ryan Smithson,Ryan Smithson,Paperback,,wor_35831,half_1002,9780061664717,9780061664717,321,321,(1 Jun 2010),"May. 4th, 2010",HarperCollins Publishers Inc ,Collins,Ghosts of War,Ghosts of War
wor_35865_half_1006,1,Evan Daugherty,Lily Blake,,,wor_35865,half_1006,9780316213271,9780316213271,220,220,(5 Jun 2012),"Jun. 5th, 2012","Little, Brown & Company ",Poppy Books,Snow White and the Huntsman,Snow White and the Huntsman [With Fold-Out Poster]
wor_35891_half_1014,1,Corrine Jackson,Corrine Jackson,Paperback,,wor_35891,half_1014,9780758273338,9780758273338,304,304,(27 Nov 2012),"Dec. 1st, 2012",Kensington Publishing ,K-Teen,Touched,Touched
wor_35913_half_2381,1,Brian Williams,Roderick Gordon,Paperback,,wor_35913,half_2381,9780545138789,9780545138789,-1,599,(1 Jan 2011),"Jan. 1st, 2011",Scholastic US ,Chicken House,Freefall,Freefall
wor_35917_half_1026,1,William Durbin,William Durbin,Paperback,,wor_35917,half_1026,9780440411840,9780440411840,163,176,(6 Apr 1998),"Apr. 6th, 1998",Bantam Doubleday Dell Publishing Group Inc ,Yearling Books,The Broken Blade,The Broken Blade
wor_35959_half_1393,1,Cate Tiernan,Cate Tiernan,Paperback,,wor_35959,half_1393,9780142417171,9780142417171,592,592,(3 Jan 2011),"Sep. 2nd, 2010",Penguin Putnam Inc ,Speak,"Sweep, Volume 1: Book of Shadows/The Coven/Blood Witch","Sweep, Volume 1"
wor_35962_half_1517,1,Cate Tiernan,Cate Tiernan,Paperback,,wor_35962,half_1517,9780142418970,9780142418970,576,576,(3 Jan 2011),"Nov. 11th, 2010",Penguin Putnam Inc ,Speak,"Dark Magick, Awakening, and Spellbound","Dark Magick, Awakening, and Spellbound"
wor_35963_half_1032,1,Cate Tiernan,Cate Tiernan,Paperback,,wor_35963,half_1032,9780142420102,9780142420102,560,560,(16 Aug 2011),"Jul. 7th, 2011",Penguin Books India Pvt Ltd ,Speak,"Sweep: Seeker, Origins, and Eclipse: Volume 4","Sweep: Seeker, Origins, and Eclipse"
wor_35964_half_1159,1,Cate Tiernan,Cate Tiernan,Paperback,,wor_35964,half_1159,9780142420119,9780142420119,720,720,(8 Dec 2011),"Dec. 8th, 2011",Speak ,Speak,"Sweep: Reckoning, Full Circle, and Night's Child",Sweep
wor_35966_half_1132,1,Cate Tiernan,Cate Tiernan,Paperback,,wor_35966,half_1132,9780142419557,9780142419557,188,188,(16 Aug 2011),"Feb. 3rd, 2011",Penguin Books India Pvt Ltd ,Speak,"The Calling, Changeling, and Strife","The Calling, Changeling, and Strife"
wor_35967_half_2129,1,Cate Tiernan,Cate Tiernan,Paperback,,wor_35967,half_2129,9780316035941,9780316035941,392,416,(2 Oct 2012),"Oct. 2nd, 2012","Little, Brown & Company ",Poppy Books,Darkness Falls,Darkness Falls
wor_36000_half_1038,1,Jenni Bidner,Jenni Bidner,Paperback,,wor_36000,half_1038,9781579906436,9781579906436,96,96,(19 Jun 2008),,"Lark Books,U.S. ",Lark Books (NC),"The Kids' Guide to Digital Photography: How to Shoot, Save, Play with Print Your Digital Photos",The Kids' Guide to Digital Photography
wor_36032_half_1040,1,Elvira Woodruff,Elvira Woodruff,Paperback,,wor_36032,half_1040,9780375803567,9780375803567,144,144,(8 Aug 2000),"Aug. 8th, 2000",Random House USA Inc ,Yearling Books,Dear Austin: Letters from the Underground Railroad: Letters from the Underground Railroad,Dear Austin: Letters from the Underground Railroad
wor_36053_half_1044,1,Faith Erin Hicks,Faith Erin Hicks,Paperback,,wor_36053,half_1044,9781596435568,9781596435568,224,224,(9 Nov 2012),"Feb. 28th, 2012",Roaring Brook Press ,First Second,Friends with Boys,Friends with Boys
wor_36066_half_1047,1,Padraic Colum,Padraic Colum,Paperback,,wor_36066,half_1047,9780689868832,9780689868832,256,247,(16 Aug 2004),"Jun. 22nd, 2004",Simon & Schuster Ltd ,Aladdin Paperbacks,The Children's Homer: The Adventures of Odysseus and the Tale of Troy,The Children's Homer
wor_36095_half_1050,1,Bette Greene,Bette Greene,Paperback,,wor_36095,half_1050,9780142406519,9780142406519,240,230,(17 Feb 2011),"May. 1st, 2006",Penguin Books Ltd ,Puffin Books,Summer of My German Soldier,Summer of My German Soldier
wor_36136_half_2772,1,Naomi Shihab Nye,Naomi Shihab Nye,Paperback,,wor_36136,half_2772,9780060504045,9780060504045,160,142,(23 Feb 2005),"Mar. 15th, 2005",HarperCollins Publishers Inc ,HarperTempest,19 Varieties Of Gazelle: Poems Of The Middle East,19 Varieties of Gazelle
wor_36266_half_2471,1,Paul Volponi,Paul Volponi,Paperback,,wor_36266,half_2471,9780142414187,9780142414187,160,138,(25 Jun 2009),"Jun. 25th, 2009",Penguin Putnam Inc ,Speak,Hurricane Song,Hurricane Song
wor_36267_half_2349,1,Paul Volponi,Paul Volponi,Paperback,,wor_36267,half_2349,9780142408445,9780142408445,224,199,(17 May 2007),"May. 17th, 2007",Penguin Putnam Inc ,Puffin Books,Rooftop,Rooftop
wor_36272_half_1939,1,Paul Volponi,Paul Volponi,Paperback,,wor_36272,half_1939,9780142423851,9780142423851,272,272,(18 Feb 2013),"Jan. 10th, 2013",Penguin Putnam Inc ,Speak,The Final Four,The Final Four
wor_36291_half_1085,1,Zack Giallongo,Zack Giallongo,Paperback,,wor_36291,half_1085,9781596435513,9781596435513,240,240,(22 Oct 2012),"Oct. 2nd, 2012",Roaring Brook Press ,First Second,Broxo,Broxo
wor_36298_half_1087,1,Samantha Abeel,Samantha Abeel,Paperback,,wor_36298,half_1087,9780439339056,9780439339056,208,203,(1 Jan 2005),"Jan. 1st, 2005",Scholastic US ,Scholastic,A Memoir,My Thirteenth Winter
wor_36302_half_1088,1,Mark Shulman,Mark Shulman,Paperback,,wor_36302,half_1088,9781250012692,9781250012692,230,240,(21 Aug 2012),"Aug. 21st, 2012",St Martin's Press ,Square Fish,Scrawl,Scrawl
wor_36363_half_1093,1,Leslie Garrett,Leslie Garrett,Paperback,Paperback,wor_36363,half_1093,9780756603397,9780756603397,128,128,(23 Aug 2004),"Aug. 23rd, 2004",DK Publishing (Dorling Kindersley) ,DK Publishing (Dorling Kindersley),DK Biography: Helen Keller: A Photographic Story of a Life,DK Biography
wor_36382_half_1096,1,Caragh M O'Brien,Caragh M. O'Brien,Paperback,,wor_36382,half_1096,9780312674724,9780312674724,362,362,(11 Oct 2011),"Oct. 11th, 2011",St Martin's Press ,Square Fish,Birthmarked,Birthmarked
wor_36404_half_1098,1,Jonathan Auxier,Jonathan Auxier,Paperback,,wor_36404,half_1098,9781419704215,9781419704215,381,400,(1 Nov 2012),"Nov. 1st, 2012",Abrams ,Amulet Books,Peter Nimble and His Fantastic Eyes,Peter Nimble and His Fantastic Eyes
