ids,bx_author,wor_author,bx_binding,wor_binding,bx_id,wor_id,bx_isbn,wor_isbn,bx_pages,wor_pages,bx_pubdate,wor_pubdate,bx_publisher,wor_publisher,bx_title,wor_title,label
bx_84211_wor_14394,Thomas Hardy,Thomas Hardy,,Paperback,bx_84211,wor_14394,9780140435382,9781853262616,-1,416,1998,(5 Aug 1995),Penguin Books,Wordsworth Editions Ltd ,Jude the Obscure,Jude the Obscure,0
bx_97838_wor_17207,Charles Dickens,Charles Dickens,,Paperback,bx_97838,wor_17207,9780140059342,9780141198897,-1,592,1981,(24 Apr 2012),Penguin Books Ltd,Penguin Books Ltd ,Great Expectations,Great Expectations,0
bx_153503_wor_46137,Karen Haber,Lucienne Diver,,Paperback,bx_153503,wor_46137,9780886777081,9781614756064,-1,204,1996,(2 Dec 2017),Daw Books,Wordfire Press ,Sister Blood,Bad Blood,0
bx_132036_wor_14354,Joseph Conrad,"Joseph Conrad, Prof. Cedric Watts",,Paperback,bx_132036,wor_14354,9780192801722,9780199536016,-1,272,2003,(8 May 2008),Oxford University Press,Oxford University Press ,Heart of Darkness and Other Tales,Heart of Darkness and Other Tales,0
bx_14862_wor_7872,Paul Klee,,,Paperback,bx_14862,wor_7872,9782070326976,9782070326976,-1,-1,1998,(28 Jan 2013),Gallimard,Gallimard ,Théorie de l'art moderne,Theorie de l'art moderne,1
bx_225278_wor_35709,Don L. Wulffson,Don L. Wulffson,,Paperback,bx_225278,wor_35709,9780142500736,9780142500736,-1,240,2003,(14 Jul 2003),Penguin USA (Paper),Penguin Putnam Inc ,Soldier X,Soldier X,1
bx_190447_wor_1892,Kate Chopin,Kate Chopin,,Paperback,bx_190447,wor_1892,9780553210576,9781375541107,-1,316,0,(19 Aug 2017),Bantam Doubleday Dell,Andesite Press ,Awakening,The Awakening,0
bx_47364_wor_31930,Ann C. Fallon,Paul Langan,,Hardback,bx_47364,wor_31930,9780671706234,9780606398817,-1,156,1990,(1 Jan 2004),Pocket,Turtleback Books ,BLOOD IS THICKER,Blood Is Thicker,0
bx_87211_wor_30696,Edward Packard,Patrick Ness,,Paperback,bx_87211,wor_30696,9780553274745,9781406361803,-1,240,1990,(7 May 2015),Skylark Books,Walker Books Ltd ,You Are a Monster,A Monster Calls,0
bx_15840_wor_8260,Tim Winton,Winton,,Paperback,bx_15840,wor_8260,9780743228480,9780743228480,-1,-1,2003,(19 May 2003),Scribner,Simon & Schuster ,Dirt Music : A Novel,Dirt Music,1
bx_26181_wor_12081,Naoko Takeuchi,Naako Takeuchi,,Paperback,bx_26181,wor_12081,9781892213051,9781892213686,-1,200,1999,(1 Jan 2003),TokyoPop,TokyoPop ,Sailor Moon,Sailor Moon,0
bx_265606_wor_24252,Paramahansa Yogananda,Paramhansa Yoganand,,Paperback,bx_265606,wor_24252,9780876120835,9781791839574,-1,484,1994,(3 Jan 2019),Self-Realization Fellowship Publishers,Independently Published ,Autobiography of a Yogi,Autobiography of a Yogi,0
bx_232705_wor_16066,Raymond Chandler,Raymond Chandler,,Paperback,bx_232705,wor_16066,9781590070932,9780241956328,-1,288,2002,(3 Nov 2011),New Millennium Audio,Penguin Books Ltd ,The Lady in Lake,The Lady in the Lake,0
bx_8985_wor_17175,George Orwell,George Orwell,,Paperback,bx_8985,wor_17175,9780736605670,9788129116123,-1,120,1981,(1 May 2010),Books on Tape,Rupa & Co ,Animal Farm,Animal Farm,0
bx_15086_wor_7971,Elizabeth Adler,Elizabeth Adler,,Paperback,bx_15086,wor_7971,9780440216575,9780440216575,-1,615,1994,(1 Jun 1994),Dell,Bantam Doubleday Dell Publishing Group Inc ,Legacy of Secrets,Legacy Of Secrets,1
bx_99785_wor_24255,P. Yogananda,Paramhansa Yoganand,,Paperback,bx_99785,wor_24255,9780876120798,9781793198921,-1,664,1979,(5 Jan 2019),Self-Realization Fellowship Publishers,Independently Published ,Autobiography of a Yogi,Autobiography of a Yogi,0
bx_38_wor_13961,LAURA HILLENBRAND,Laura Hillenbrand,,Paperback,bx_38,wor_13961,9780449005613,9780449005613,-1,448,2002,(26 Mar 2002),Ballantine Books,Random House USA Inc ,Seabiscuit: An American Legend,Seabiscuit,1
bx_52817_wor_11904,Brian Lumley,B. Lumley,,Paperback,bx_52817,wor_11904,9780812521665,9780812521375,-1,512,1988,(15 Dec 2007),Tor Books,St Martin's Press ,Necroscope,Necroscope,0
bx_12664_wor_7017,Michael Jordan,Michael Jordan,,Hardback,bx_12664,wor_7017,9780816029099,9780816029099,-1,337,1993,(1 Jun 1993),Facts on File,Facts On File Inc ,"Encyclopedia of Gods: Over 2,500 Deities of the World","Encyclopedia of Gods: Over 2, 500 Deities of the World",1
bx_10313_wor_6052,Larry Niven,"Larry Niven, Jerry Pournelle, Steven Barnes",,Hardback,bx_10313,wor_6052,9780312855222,9780312855222,-1,382,1995,(1 Dec 1995),St Martins Pr,Tor Books ,Beowulf's Children,Beowulf's Children,1
bx_23757_wor_11265,LEIGH MONTVILLE,Leigh Montville,,Hardback,bx_23757,wor_11265,9780385503631,9780385503631,-1,224,2001,(1 Feb 2002),Doubleday,Bantam Doubleday Dell Publishing Group Inc ,At the Altar of Speed: The Fast Life and Tragic Death of Dale Earnhardt,At the Altar of Speed,1
bx_25312_wor_11735,Sukehiro Tomita,"Sukehiro Tomita, Nao Yazawa, Nao Yazawa",,Paperback,bx_25312,wor_11735,9781591160779,9781591160779,-1,192,2003,(1 Oct 2003),VIZ LLC,Viz Media ,Wedding Peach,"Wedding Peach, Vol. 2",1
bx_186344_wor_39385,Kevin J. Anderson,Melissa Marr,,Paperback,bx_186344,wor_39385,9781572972070,9780349001364,-1,384,1997,(19 Feb 2013),Berkley Publishing Group,"Little, Brown Book Group ",Shards of Alderaan,Shards and Ashes,0
bx_14135_wor_7593,Rosalind M. Greenberg,"Rosalind M Greenberg, Martin Harry Greenberg",,Paperback,bx_14135,wor_7593,9780886775285,9780886775285,-1,320,1992,(26 Nov 1992),New Amer Library,Penguin Books Ltd ,Christmas Bestiary,Greenberg : Christmas Bestiary: Christmas Bestiary,1
bx_356_wor_18180,Sue Monk Kidd,Sue Monk Kidd,,Paperback,bx_356,wor_18180,9780142001745,9780747266839,-1,384,2003,(3 Mar 2003),Penguin Books,Headline Publishing Group ,The Secret Life of Bees,The Secret Life of Bees,0
bx_28594_wor_12629,Rodman Philbrick,"Rodman Philbrick, W R Philbrick",,Hardback,bx_28594,wor_12629,9780439087599,9780439087582,-1,192,2002,(12 Feb 2002),Scholastic Signature,Blue Sky Press (AZ) ,The Last Book in the Universe,The Last Book in the Universe,0
bx_15644_wor_8189,Hugo,Victor Hugo,,Paperback,bx_15644,wor_8189,9782070322060,9782070322060,-1,384,1981,(29 May 2002),Gallimard,Gallimard ,Les Orientales ; Les Feuilles d'automne,"Les Orientales, Les feuilles d'automne",1
bx_24440_wor_28569,Madeleine L'Engle,Madeleine L'Engle,,Hardback,bx_24440,wor_28569,9780440800545,9780756980139,-1,212,1988,(1 May 2007),Dell Publishing,Perfection Learning ,A Wrinkle in Time,A Wrinkle in Time,0
bx_12524_wor_6965,Friedrich Duerenmatt,Friedrich Durrenmatt,,Paperback,bx_12524,wor_6965,9783499101502,9783499101502,-1,116,2000,(1 Apr 1991),Distribooks Inc,Rowohlt Taschenbuch Verlag GmbH ,Der Richter Und Sein Henker,Der Richter und sein Henker,1
bx_5890_wor_11079,James A. Michener,James A. Michener,,Paperback,bx_5890,wor_11079,9780394479705,9780449214190,-1,1038,1974,(12 Feb 1987),Random House,Random House USA Inc ,Centennial,Centennial,0
bx_145597_wor_46511,Alex Ross,Suzanne Supplee,,Hardback,bx_145597,wor_46511,9781551664613,9780525479024,-1,276,1998,(12 Jun 2008),Mira,Dutton Books ,Woman'S Heart,Artichoke's Heart,0
bx_133186_wor_44780,Diane Molleson,Vicki Cobb,,Hardback,bx_133186,wor_44780,9780590453042,9780833521521,-1,224,1993,(14 Nov 1984),Scholastic,Turtleback Books ,Easy Science Experiments,Science Experiments You Can Eat,0
bx_138771_wor_6712,Nicholas Sparks,Nicholas Sparks,,Hardback,bx_138771,wor_6712,9781570427497,9780446525534,-1,256,1999,(7 Oct 1999),Time Warner Audio Major,"Little, Brown & Company ",A Walk to Remember,A Walk to Remember,0
bx_13442_wor_7327,Jack Olsen,OLSEN,,Paperback,bx_13442,wor_7327,9780440206682,9780440206682,-1,560,1990,(1 Apr 1999),Dell,Bantam Doubleday Dell Publishing Group Inc ,Doc: The Rape of the Town of Lovell,DOC: the Rape of the Town of Lovell,1
bx_10182_wor_5997,John Saul,John Saul,,Paperback,bx_10182,wor_5997,9780440182931,9780440182931,-1,378,1986,(1 Jan 1999),Dell,Bantam Doubleday Dell Publishing Group Inc ,Suffer the Children,Suffer the Children,1
bx_688_wor_9264,Sara Paretsky,Sara Paretsky,,Paperback,bx_688,wor_9264,9780385314015,9780440223252,-1,464,1996,(12 May 1997),Bantam Dell Pub Group,Bantam Doubleday Dell Publishing Group Inc ,Women on the Case,Women on the Case,0
bx_37172_wor_208,Hubert Selby Jr.,"Hubert Selby, Darren Aronofsky, Richard Price",,Paperback,bx_37172,wor_208,9781560252481,9781560252481,-1,288,2000,(21 Sep 1999),Thunder's Mouth Press,Thunder's Mouth Press ,Requiem for a Dream,Requiem for a Dream: A Novel,1
bx_216666_wor_41205,Edward Topol,Will Dean,,,bx_216666,wor_41205,9780451156617,9781978679054,-1,-1,1988,(14 May 2019),New American Library,Brilliance Corporation ,Red Snow,Red Snow,0
bx_18741_wor_9298,Nick Bantock,Nick Bantock,,Hardback,bx_18741,wor_9298,9780811801805,9780811801805,-1,48,1992,(1 Apr 1996),Chronicle Books,Chronicle Books ,Sabine's Notebook: In Which the Extraordinary Correspondence of Griffin Sabine Continues,Sabine's Notebook,1
bx_34221_wor_10853,Maya Angelou,Maya Angelou,,Hardback,bx_34221,wor_10853,9780553228397,9780375500725,-1,288,1982,(17 May 1997),Bantam Books,Random House USA Inc ,Heart of a Woman,The Heart of a Woman,0
bx_91548_wor_6071,Stephen R. Davis,Eric Tyson,,Paperback,bx_91548,wor_6071,9781568841632,9780764551628,-1,480,1994,(16 Aug 1999),John Wiley  Sons,John Wiley & Sons Inc ,C++ for Dummies,Investing for Dummies,0
bx_11019_wor_6368,Laura Joh Rowland,Laura Joh Rowland,,Paperback,bx_11019,wor_6368,9780312990039,9780312990039,-1,372,2004,(30 Apr 2004),St. Martin's Paperbacks,St Martin's Press ,The Dragon King's Palace,The Dragon King's Palace,1
bx_20617_wor_16923,Kenneth Grahame,"Kenneth Grahame, Grahame Baker-Smith",,Hardback,bx_20617,wor_16923,9780689831409,9781783708505,-1,192,1999,(1 Oct 2019),Aladdin,Templar Publishing ,The Wind in the Willows,The Wind in the Willows,0
bx_227117_wor_25351,Bill Peet,Bill Peet,,Paperback,bx_227117,wor_25351,9780395296073,9780395296073,-1,48,1980,(27 Oct 1980),Houghton Mifflin,Houghton Mifflin ,Kermit the Hermit,Kermit the Hermit,1
bx_153821_wor_10280,Janet Dailey,Janet Dailey,,Paperback,bx_153821,wor_10280,9780758200662,9780821772225,-1,448,2002,(27 Jun 2003),Kensington Publishing Corporation,Kensington Publishing ,Green Calder Grass,Green Calder Grass,0
bx_226399_wor_7068,Jane Austen,Jane Austen,,Paperback,bx_226399,wor_7068,9781853268472,9780140620757,-1,240,0,(26 May 1994),Universal Sales Marketing,Penguin Books Ltd ,Northanger Abbey,Northanger Abbey,0
bx_150426_wor_32670,Don D'Ammassa,Darren Shan,,Paperback,bx_150426,wor_32670,9781558170964,9780007231409,-1,272,1988,(2 Jan 2008),Pinnacle Books,HarperCollins Publishers ,Blood Beast,Blood Beast,0
bx_13698_wor_7419,Fyodor Dostoyevsky,Fyodor Dostoyevsky,,Paperback,bx_13698,wor_7419,9780486270531,9780486270531,-1,96,1992,(21 Feb 1992),Dover Publications,Dover Publications Inc. ,Notes from the Underground,Notes from the Underground,1
bx_16667_wor_8526,Valerio Albisetti,Valerio Albisetti,,Paperback,bx_16667,wor_8526,9788831508407,9788831508407,-1,124,1994,(1 Oct 1993),Edizioni paoline,Paoline Editoriale Libri ,Mal d'amore: Come affrontare i problemi della vita sentimentale,Mal d'amore. Come affrontare i problemi della vita sentimentale,1
bx_13714_wor_7425,David McCullough,David McCullough,,Paperback,bx_13714,wor_7425,9780671869205,9780671869205,-1,1120,1993,(15 Aug 1993),Simon  Schuster,Simon & Schuster ,Truman,Truman,1
bx_135982_wor_435,Bernard Werber,Bernard Werber,,Paperback,bx_135982,wor_435,9780552141123,9780552141123,-1,352,1997,(2 Jan 1997),Corgi,Transworld Publishers Ltd ,Empire of the Ants,Empire Of The Ants,1
bx_45983_wor_9807,DANIELLE STEEL,Danielle Steel,,Hardback,bx_45983,wor_9807,9780440236788,9780385335492,-1,-1,2004,(1 Jul 2003),Dell,Delacorte Press ,Johnny Angel,Johnny Angel,0
bx_157657_wor_7814,Jules Verne,"Jules Verne, Robert Baldick",,Paperback,bx_157657,wor_7814,9780192836755,9780140367157,-1,304,1998,(28 Jul 1994),Oxford University Press,Penguin Books Ltd ,Journey to the Centre of the Earth,Journey to the Centre of the Earth,0
bx_25254_wor_11711,Zilpha Keatley Snyder,Zilpha Keatley Snyder,,Paperback,bx_25254,wor_11711,9780440412571,9780440412571,-1,-1,1999,(10 Aug 1999),Yearling Books,Yearling Books ,Gib Rides Home,Gib Rides Home,1
bx_14972_wor_7915,Annie Proulx,Annie Proulx,,Paperback,bx_14972,wor_7915,9780020360759,9780020360759,-1,224,1995,(1 Mar 1995),Scribner,Simon & Schuster ,Heart Songs and Other Stories,"""Heart Songs"" and Other Stories",1
bx_16348_wor_8470,Anne McCaffrey,Anne McCaffrey,Paperback,Paperback,bx_16348,wor_8470,9780345368959,9780345368959,-1,371,1995,(1 Jan 1999),Del Rey Books,Random House USA Inc ,The Dolphins of Pern,The Dolphins of Pern,1
bx_92382_wor_10066,Robin Cook,,,Paperback,bx_92382,wor_10066,9780451176257,9780451141088,-1,352,1993,(24 Sep 1992),Signet Book,G.P. Putnam's Sons ,Mindbend,Mindbend,0
bx_184123_wor_17840,T. J. English,Mary Jane Clark,,Paperback,bx_184123,wor_17840,9780380720330,9780061995552,-1,356,1996,(25 Oct 2011),Harper Mass Market Paperbacks (Mm),HarperCollins Publishers Inc ,Born to Kill,To Have and to Kill,0
bx_3670_wor_7992,Isak Dinesen,"Isak Dinesen, Karen Blixen",,Hardback,bx_3670,wor_7992,9780394717401,9780679600213,-1,416,1972,(30 Jun 1997),Random House Inc,Random House USA Inc ,Out of Africa,Out of Africa,0
bx_9774_wor_10708,Dave Pelzer,Dave Pelzer,,Paperback,bx_9774,wor_10708,9780752837642,9780752837611,-1,352,2001,(7 Apr 2001),Trafalgar Square,Orion Publishing Co ,Lost Boy,The Lost Boy,0
bx_26103_wor_12045,Sandra Brown,Sandra Brown,,Paperback,bx_26103,wor_12045,9780553576030,9780553576030,-1,224,2002,(4 Mar 2003),Bantam Books,Bantam Doubleday Dell Publishing Group Inc ,Thursday's Child,Thursday's Child,1
bx_155994_wor_11999,Thomas Perry,Thomas Perry,,Paperback,bx_155994,wor_11999,9780679410645,9780804111607,-1,320,1992,(24 Apr 1993),Random House Inc,Random House USA Inc ,Sleeping Dogs,Sleeping Dogs,0
bx_92663_wor_15961,Franklin W. Dixon,Franklin W. Dixon,,Hardback,bx_92663,wor_15961,9780448089102,9780448089102,-1,192,1967,(1 May 1931),Grosset  Dunlap,Penguin Putnam Inc ,What Happened at Midnight,Hardy Boys 10: What Happened at Midnight,1
bx_192095_wor_9946,Alice Sebold,McCrumb,,Paperback,bx_192095,wor_9946,9781402532900,9780345360359,-1,10,2002,(1 Mar 1991),Recorded Books,Random House USA Inc ,The Lovely Bones,Lovely in Her Bones,0
bx_93051_wor_32925,Terry Trueman,Terry Trueman,,Hardback,bx_93051,wor_32925,9780064472135,9780756911102,-1,114,2001,(24 Jul 2012),HarperTempest,Perfection Learning ,Stuck in Neutral,Stuck in Neutral,0
bx_20337_wor_9951,MARGARET TRUMAN,Margaret Truman,,Paperback,bx_20337,wor_9951,9780449213322,9780449213322,-1,336,1987,(12 May 1987),Fawcett,Fawcett Books ,Murder in Georgetown,Murder in Georgetown,1
bx_135256_wor_39711,Clive Barker,Clive Barker,,Paperback,bx_135256,wor_39711,9780751510225,9780751512250,-1,480,1994,(1 Feb 1988),Time Warner Paperbacks,"Little, Brown Book Group ",Books of Blood Omnibus,Books Of Blood Omnibus 2: Volumes 4-6,0
bx_12118_wor_6798,Jodi Picoult,Jodi Picoult,,Paperback,bx_12118,wor_6798,9780743431019,9780743431019,-1,352,2001,(20 May 2002),Washington Square Press,Simon & Schuster Ltd ,Songs of the Humpback Whale : A Novel in Five Voices,Songs of the Humpback Whale: A Novel in Five Voices,1
bx_9043_wor_13364,James Herriot,James Herriot,,Paperback,bx_9043,wor_13364,9780312020316,9780312966553,-1,440,1977,(31 Dec 1998),St. Martin's Press,St Martin's Press ,All Things Wise and Wonderful,All Things Wise and Wonderful,0
bx_29120_wor_13096,Ram Dass,Ram Dass,,Paperback,bx_29120,wor_13096,9781573228718,9781573228718,-1,224,2001,(1 Jun 2001),Riverhead Books,Penguin Putnam Inc ,"Still Here: Embracing Aging, Changing, and Dying","Still Here: Embracing Aging, Changing, and Dying",1
bx_60058_wor_19178,Elizabeth Wurtzel,Elizabeth Wurtzel,,Paperback,bx_60058,wor_19178,9780743223300,9780743223317,-1,336,2001,(7 Jan 2003),Simon  Schuster,Simon & Schuster ,"More, Now, Again: A Memoir of Addiction","More, Now, Again: A Memoir of Addiction",0
bx_150509_wor_11770,C. S. Lewis,C. S. Lewis,,Paperback,bx_150509,wor_11770,9780064409445,9780064405003,-1,240,2000,(1 Jul 1994),HarperTrophy,Zondervan ,Prince Caspian,Prince Caspian,0
bx_22971_wor_10969,Alexander Solzhenitsyn,Aleksandr Isaevich Solzhenietisyn,Paperback,Paperback,bx_22971,wor_10969,9780451527097,9780451527097,-1,158,1998,(4 Mar 2002),Signet Book,Pearson Education Limited ,One Day in the Life of Ivan Denisovich,One Day in the Life of Ivan Denisovich,1
bx_16763_wor_8570,Jim Cymbala,"Jim Cymbala, Dean Merrill",,Hardback,bx_16763,wor_8570,9780310211884,9780310211884,-1,192,1997,(18 Mar 1997),Zondervan Publishing Company,Zondervan ,"Fresh Wind, Fresh Fire","The Fresh Wind, Fresh Fire: What Happens When God's Spirit Invades the Heart of His People",1
bx_18635_wor_9249,Richard Grant,Richard Grant,,Paperback,bx_18635,wor_9249,9780380786763,9780380786763,-1,486,1997,(1 Oct 1997),Avon,HarperCollins Publishers Inc ,Tex and Molly in the Afterlife,Tex and Molly in the Afterlife,1
bx_11646_wor_6614,Sarah Waters,Sarah Waters,,Paperback,bx_11646,wor_6614,9781573229722,9781573229722,-1,608,2002,(1 Oct 2002),Riverhead Books,Riverhead Books ,Fingersmith,Fingersmith,1
bx_202037_wor_15630,Nathaniel Hawthorne,"Nathaniel Hawthorne, Nina Baym",,Paperback,bx_202037,wor_15630,9780393090734,9780143107668,-1,288,1978,(29 Feb 2016),W W Norton  Co Inc,Penguin Books Ltd ,The Scarlet Letter,The Scarlet Letter,0
bx_131378_wor_5068,Dennis L. McKiernan,Dennis L McKiernan,,Paperback,bx_131378,wor_5068,9780451454768,9780451454768,-1,240,1995,(7 Dec 1995),Roc,Atlantic Books ,Caverns of Socrates,Caverns of Socrates,1
bx_200639_wor_11921,Charles Dickens,"Charles Dickens, Philip Horne, Philip Horne",,Paperback,bx_200639,wor_11921,9780192834393,9780141439747,-1,608,1998,(21 Feb 2003),Oxford University Press,Penguin Books Ltd ,Oliver Twist,Oliver Twist,0
bx_24657_wor_11545,Robert McCammon,Robert R. McCammon,,Paperback,bx_24657,wor_11545,9780671741037,9780671741037,-1,295,1987,(1 Jun 1987),Pocket,Simon & Schuster ,Swan Song,Swan Song,1
bx_115351_wor_19467,Margaret Truman,Margaret Truman,,Paperback,bx_115351,wor_19467,9780449006689,9780449006689,-1,384,2002,(15 Oct 2002),Fawcett Books,Random House USA Inc ,Murder in Havana,Murder In Havana,1
bx_19715_wor_9703,Mark Salzman,Mark Salzman,,Paperback,bx_19715,wor_9703,9780679759263,9780679759263,-1,304,1995,(1 Mar 2005),Vintage Books USA,Random House USA Inc ,The Soloist,"Soloist, the",1
bx_21741_wor_10504,Seuss,Dr Seuss,,Hardback,bx_21741,wor_10504,9780394829135,9780394829135,-1,36,1974,(1 Mar 2003),Random House Children's Books,Random House USA Inc ,Great Day for Up,Great Day for up!,1
bx_26127_wor_12058,Sandra Brown,Sandra Brown,,Paperback,bx_26127,wor_12058,9781551662916,9781551662916,-1,253,1997,(20 Jun 1997),Mira,HarperCollins Publishers ,Above And Beyond,Above and Beyond,1
bx_143522_wor_10784,Louisa May Alcott,"Louisa May Alcott, Valerie Alderson",,Paperback,bx_143522,wor_10784,9780721409986,9780192834348,-1,528,1987,(2 Apr 1998),Ladybird Books Ltd,Oxford University Press ,Little Women,Little Women,0
bx_19214_wor_9488,Laurie R. King,King R Laurie,Paperback,Paperback,bx_19214,wor_9488,9780553581119,9780553581119,-1,464,2003,(1 May 2003),Bantam Books,Bantam Doubleday Dell Publishing Group Inc ,Justice Hall: A Mary Russell Novel,Justice Hall,1
bx_78893_wor_1318,Karen Hesse,"Karen Hesse, Rodica Prato, Robert Andrew Parker",,Paperback,bx_78893,wor_1318,9780689839894,9780689839894,-1,320,2002,(1 Jun 2002),Aladdin,Simon & Schuster ,Stowaway,Stowaway,1
bx_25218_wor_11695,Albert Payson Terhune,Albert Payson Terhune,,Paperback,bx_25218,wor_11695,9780140364743,9780140364743,-1,288,1993,(1 Jul 1993),Puffin Books,Penguin Books Australia ,Lad: A Dog,Lad: A Dog,1
bx_29721_wor_13298,Peggy Parish,Peggy Parish,,Paperback,bx_29721,wor_13298,9780060099459,9780060099459,-1,64,2002,(23 Oct 2002),HarperTrophy,HarperCollins Publishers Inc ,"Merry Christmas, Amelia Bedelia",Merry Christmas Amelia Bedelia,1
bx_11979_wor_6734,Paula Weideger,Paula Weideger,,Paperback,bx_11979,wor_6734,9780671047306,9780671047306,-1,368,2003,(16 Feb 2004),Washington Square Press,Washington Square Press ,Venetian Dreaming,Venetian Dreaming,1
bx_166369_wor_42511,Judith Ortiz Cofer,Judith Ortiz Cofer,,Hardback,bx_166369,wor_42511,9780820315560,9780820336213,-1,184,1993,(15 Jun 2010),University of Georgia Press,University of Georgia Press ,The Latin Deli: Prose and Poetry,The Latin Deli: Prose and Poetry,0
bx_16903_wor_8624,Mark Antonacci,Mark Antonacci,,Hardback,bx_16903,wor_8624,9780871318909,9780871318909,-1,340,2000,(21 Aug 2000),M. Evans and Company,Rowman & Littlefield ,"The Resurrection of the Shroud: New Scientific, Medical, and Archeological Evidence","Resurrection of the Shroud: New Scientific, Medical, and Archeological Evidence",1
bx_51622_wor_19465,Thomas Godfrey,Margaret Truman,,Paperback,bx_51622,wor_19465,9780747233558,9780345478221,-1,381,1989,(30 Oct 2007),Headline,Ballantine Books ,Murder At the Opera,Murder at the Opera,0
bx_197533_wor_16918,Kenneth Grahame,"Kenneth Grahame, Tor Freeman",,Paperback,bx_197533,wor_16918,9780934593687,9781847496386,-1,256,1988,(21 Apr 2017),Stoneway Books,Alma Books Ltd ,The wind in the willows,The Wind in the Willows,0
bx_141367_wor_8784,Rachel Cusk,Rachel Cusk,,Paperback,bx_141367,wor_8784,9780312252564,9780312271930,-1,224,2000,(6 Jan 2001),Picador USA,Picador USA ,Saving Agnes,Saving Agnes,0
bx_13094_wor_7193,Jean Paul Sartre,Jean-Paul Sartre,,Paperback,bx_13094,wor_7193,9782070368051,9782070368051,-1,249,2002,(1 May 1973),Gallimard Jeunesse,Gallimard ,La Nausee,La nausee,1
bx_140684_wor_14279,Don Pendleton,Suzanne Fisher Staples,,Paperback,bx_140684,wor_14279,9780373611614,9780099252924,-1,240,1992,(7 Jan 1999),Gold Eagle,Random House Children's Publishers UK ,Eye Of The Storm,Storm,0
bx_207756_wor_14013,Jane Austen,Jane Austen,,Paperback,bx_207756,wor_14013,9788432038778,9780141199528,-1,496,1998,(26 Jul 2012),Planeta,Penguin Books Ltd ,Emma,Emma,0
bx_27661_wor_12551,Berberova,Berberova,,Paperback,bx_27661,wor_12551,9788807811180,9788807811180,-1,-1,0,(24 Aug 2000),Feltrinelli,Feltrinelli Traveller ,Garzanti - Gli Elefanti: Accompagnatrice,Garzanti - Gli Elefanti: Accompagnatrice,1
bx_149607_wor_4604,Janelle Denison,Amanda Scott,,Paperback,bx_149607,wor_4604,9780373258994,9780446561327,-1,384,2000,(1 Jul 2010),Harlequin,"Little, Brown & Company ",Tempted,Tempted By A Warrior,0
bx_24608_wor_11540,Joseph Wambaugh,Joseph Wambaugh,,Paperback,bx_24608,wor_11540,9780440613961,9780440613961,-1,416,1998,(2 Sep 1998),Dell Publishing Company,Random House USA Inc ,The Black Marble,The Black Marble,1
bx_13488_wor_8721,Ron Franscell,Terry Brooks,,Paperback,bx_13488,wor_8721,9780425177716,9780345435255,-1,384,2000,(5 Sep 2000),Jove Books,Del Rey Books ,Angel Fire,Angel Fire East,0
bx_270662_wor_3979,Phyllis Reynolds Naylor,Phyllis Reynolds Naylor,,Paperback,bx_270662,wor_3979,9780689853166,9780689853159,-1,160,2002,(1 Sep 2002),Aladdin,Simon & Schuster ,Witch Water,The Witch's Sister,0
bx_35717_wor_28474,J. K. Rowling,J. K. Rowling,,Paperback,bx_35717,wor_28474,9781582348254,9781408855652,-1,352,2003,(1 Sep 2014),Bloomsbury USA Children's Books,Bloomsbury Publishing PLC ,Harrius Potter et Philosophi Lapis,Harry Potter and the Philosopher's Stone,0
bx_27346_wor_12461,Tanya Huff,Tanya Huff,,Paperback,bx_27346,wor_12461,9780756400620,9780756400620,-1,416,2002,(26 Jun 2007),Daw Books,Penguin Putnam Inc ,The Better Part of Valor,The Better Part of Valor,1
bx_22103_wor_10634,Richard Phillips Feynman,Richard P. Feynman,,Paperback,bx_22103,wor_10634,9780691024172,9780691024172,-1,176,1988,(1 Oct 1988),Princeton University Press,Princeton University Press ,QED,QED: The Strange Theory of Light and Matter.,1
bx_24889_wor_12316,Jean Craighead George,Catherine Marshall,,Paperback,bx_24889,wor_12316,9780064405737,9780380698912,-1,10,1996,(27 Jun 2006),HarperTrophy,HarperCollins Publishers Inc ,Julie,Julie,0
bx_24920_wor_11615,L. Ron Hubbard,L. Ron Hubbard,,Paperback,bx_24920,wor_11615,9780884042853,9780884042853,-1,-1,1989,(1 May 1989),Bridge Publications,Bridge Publications Inc ,An Alien Affair,Mission Earth: An Alien Affair 4,1
bx_771_wor_23159,Jennifer Lauck,Jennifer Lauck,,Hardback,bx_771,wor_23159,9780671042554,9780671042554,-1,406,2000,(1 Oct 2000),Atria,Simon & Schuster ,Blackbird: A Childhood Lost and Found,Blackbird: The Story of a Daughter Lost and Found,1
bx_135756_wor_40816,Sid Fleischman,Sid Fleischman,,Paperback,bx_135756,wor_40816,9780688163648,9780688163648,-1,-1,1998,(21 Oct 1999),HarperTrophy,HarperCollins Publishers Inc ,Here Comes McBroom: Three More Tall Tales,Here Comes McBroom,1
bx_12584_wor_6987,Catherine Clinton,Clinton,,,bx_12584,wor_6987,9780684844145,9780684844145,-1,302,2000,(25 Sep 2000),Simon  Schuster,Simon & Schuster ,FANNY KEMBLE'S CIVIL WARS,Fanny Kemble'S Civil Wars,1
bx_46596_wor_37165,Teresa Medeiros,MS Anne Schraff,,Hardback,bx_46596,wor_37165,9780553563337,9780606148139,-1,179,1995,(1 Jan 2011),Bantam,Turtleback Books ,Fairest of Them All,The Fairest,0
