ids,label,bx_author,half_author,bx_binding,half_binding,bx_id,half_id,bx_isbn,half_isbn,bx_pages,half_pages,bx_pubdate,half_pubdate,bx_publisher,half_publisher,bx_title,half_title
bx_40111_half_44,1,Elizabeth George Speare,Elizabeth George Speare,,,bx_40111,half_44,9780440479000,9780440479000,-1,144,1994,"Jul. 1st, 1984",Yearling Books,Yearling Books,The Sign of the Beaver,The Sign of the Beaver
bx_40202_half_1776,1,Anne Isaacs,Anne Isaacs,,,bx_40202,half_1776,9780590603645,9780590603645,-1,188,2002,"Oct. 1st, 2002",Scholastic Paperbacks,Scholastic Signature,Torn Thread,Torn Thread
bx_41368_half_2708,1,Walter Dean Myers,Walter Dean Myers,,,bx_41368,half_2708,9780064473125,9780064473125,-1,208,2002,"May. 7th, 2002",Amistad,Amistad Press,Crystal,Crystal
bx_43739_half_315,1,Yoko Kawashawa Watkins,Yoko Kawashima Watkins,,,bx_43739,half_315,9780688131159,9780688131159,-1,192,1994,"May. 24th, 1994",HarperTempest,HarperTempest,So Far from the Bamboo Grove,So Far from the Bamboo Grove
bx_44369_half_528,1,Sharon M. Draper,Sharon M. Draper,,,bx_44369,half_528,9780689851346,9780689851346,-1,288,2002,"Jul. 1st, 2002",Simon Pulse,Simon Pulse,Darkness Before Dawn,Darkness Before Dawn
bx_44403_half_79,1,Sharon M. Draper,Sharon M. Draper,,,bx_44403,half_79,9780689806988,9780689806988,-1,192,1996,"Feb. 1st, 1996",Simon Pulse,Simon Pulse,Tears Of A Tiger,Tears of a Tiger
bx_44575_half_2964,1,Polly Schoyer Brooks,Polly Schoyer Brooks,,,bx_44575,half_2964,9780395981399,9780395981399,-1,183,1999,"Oct. 25th, 1999",Houghton Mifflin Company,Houghton Mifflin Harcourt (HMH),Queen Eleanor: Independent Spirit of the Medieval World : A Biography of Eleanor of Aquitaine,Queen Eleanor: Independent Spirit of the Medieval World
bx_44580_half_554,1,Darren Shan,Darren Shan,,Paperback,bx_44580,half_554,9780316605106,9780316605106,-1,272,2002,"Jun. 1st, 2002","Little, Brown","Little, Brown Books for Young Readers",A Living Nightmare,A Living Nightmare
bx_45387_half_3085,1,Susan Fletcher,Susan Fletcher,,,bx_45387,half_3085,9780689716232,9780689716232,-1,242,1997,"Nov. 30th, 1997",Aladdin,Aladdin Paperbacks,Dragon's Milk,Dragon's Milk
bx_46172_half_1357,1,Eve Bunting,Eve Bunting,,,bx_46172,half_1357,9780152013059,9780152013059,-1,256,1996,"Mar. 20th, 2012",Harcourt Paperbacks,Harcourt Paperbacks,SOS Titanic,SOS Titanic
bx_46568_half_1640,1,D.J. MacHale,D. J. MacHale,,,bx_46568,half_1640,9780743437325,9780743437325,-1,400,2003,"Jan. 1st, 2003",Aladdin Library,Aladdin Paperbacks,The Lost City of Faar,The Lost City of Faar
bx_46633_half_2731,1,Tamora Pierce,Tamora Pierce,,Paperback,bx_46633,half_2731,9780590396059,9780590396059,-1,272,2001,"Apr. 1st, 2001",Point,Scholastic Paperbacks,Magic Steps,The Circle Opens #1: Magic Steps
bx_46680_half_473,1,ROBERT CORMIER,Robert Cormier,,,bx_46680,half_473,9780440940609,9780440940609,-1,224,1991,"Aug. 1st, 1991",Laurel Leaf,Laurel Leaf Library,I Am the Cheese,I Am the Cheese
bx_49194_half_872,1,Irene Hunt,Irene Hunt,,,bx_49194,half_872,9780425102411,9780425102411,-1,190,1987,"Nov. 15th, 1986",Berkley Publishing Group,Berkley Publishing Group,Across Five Aprils,Across Five Aprils
bx_49464_half_2185,1,Ben Mikaelsen,Ben Mikaelsen,,,bx_49464,half_2185,9781562825232,9781562825232,-1,272,1993,"Jan. 1st, 1900",Hyperion Books for Children,Hyperion Books,The Rescue Josh Mcguire,The Rescue Josh McGuire
bx_49794_half_1212,1,Tracy Barrett,Tracy Barrett,,,bx_49794,half_1212,9780440415367,9780440415367,-1,224,2000,"Oct. 10th, 2000",Laurel Leaf,Laurel Leaf Library,Anna of Byzantium,Anna of Byzantium
bx_49820_half_430,1,KIMBERLY WILLIS HOLT,Kimberly Willis Holt,,,bx_49820,half_430,9780440229049,9780440229049,-1,240,2001,"Apr. 10th, 2001",Yearling,Yearling Books,When Zachary Beaver Came to Town,When Zachary Beaver Came to Town
bx_49895_half_2976,1,Rosemary Sutcliff,Rosemary Sutcliff,,,bx_49895,half_2976,9780374443023,9780374443023,-1,240,1994,"Jun. 30th, 1994","Farrar, Straus and Giroux (BYR)",Farrar Straus Giroux,The Lantern Bearers,The Lantern Bearers
bx_50123_half_175,1,Eoin Colfer,Eoin Colfer,,,bx_50123,half_175,9780786817870,9780786817870,-1,416,2003,,Miramax Kids,Disney Press,Artemis Fowl,Artemis Fowl
bx_52502_half_1945,1,David Macaulay,David Macaulay,,,bx_52502,half_1945,9780395349229,9780395349229,-1,112,1983,"Oct. 24th, 1983",Houghton Mifflin/Walter Lorraine Books,Houghton Mifflin Harcourt (HMH),City : A Story of Roman Planning and Construction,City
bx_53132_half_2713,1,Tamora Pierce,Tamora Pierce,,,bx_53132,half_2713,9780590554107,9780590554107,-1,232,2000,"Mar. 1st, 2000",Scholastic,Scholastic,Daja's Book,Daja's Book
bx_53144_half_2209,1,PETER DICKINSON,Peter Dickinson,,,bx_53144,half_2209,9780440207665,9780440207665,-1,224,1990,"Oct. 1st, 1990",Laurel Leaf,Laurel Leaf Library,Eva,Eva
bx_53170_half_1467,1,Elisa Carbone,Elisa Carbone,,,bx_53170,half_1467,9780440417071,9780440417071,-1,258,2001,"Jan. 9th, 2001",Yearling Books,Yearling Books,Stealing Freedom,Stealing Freedom
bx_54741_half_1519,1,ROBERT CORMIER,Robert Cormier,,,bx_54741,half_1519,9780440227694,9780440227694,-1,144,2000,"Feb. 8th, 2000",Laurel Leaf,Laurel Leaf Library,Heroes,Heroes
bx_54742_half_1646,1,DAVID ALMOND,David Almond,,,bx_54742,half_1646,9780440416050,9780440416050,-1,229,2001,"Sep. 11th, 2001",Laurel Leaf,Laurel Leaf Library,Kit's Wilderness,Kit's Wilderness
bx_55636_half_255,1,S.E. HINTON,S. E. Hinton,,,bx_55636,half_255,9780440975342,9780440975342,-1,135,1989,"Oct. 1st, 1989",Laure Leaf,Laurel Leaf Library,Rumble Fish,Rumble Fish
bx_55965_half_564,1,Neal Shusterman,Neal Shusterman,,,bx_55965,half_564,9780689839696,9780689839696,-1,256,2001,"Feb. 1st, 2001",Simon Pulse,Simon Pulse,Downsiders,Downsiders
bx_56439_half_2103,1,O.T. Nelson,O. T. Nelson,,,bx_56439,half_2103,9780822596707,9780822596707,-1,204,1995,"Mar. 1st, 1995",Runestone Press,Runestone Press,The Girl Who Owned a City,The Girl Who Owned a City
bx_56796_half_835,1,Walter Dean Myers,Walter Dean Myers,,,bx_56796,half_835,9780140326130,9780140326130,-1,192,1988,"Apr. 1st, 1988",Puffin Books,Puffin Books,"Fast Sam, Cool Clyde, and Stuff","Fast Sam, Cool Clyde, and Stuff"
bx_57719_half_1369,1,Sue Townsend,Sue Townsend,,,bx_57719,half_1369,9780060533991,9780060533991,-1,272,2003,"Aug. 14th, 2003",HarperTempest,Harper Teen,"The Secret Diary of Adrian Mole, Aged 13 3/4","The Secret Diary of Adrian Mole, Aged 13 3/4"
bx_57944_half_875,1,JAN MERRILL,Jean Merrill,,,bx_57944,half_875,9780440471479,9780440471479,-1,222,1987,"May. 31st, 1987",Yearling,Yearling Books,The Pushcart War,The Pushcart War
bx_58147_half_2722,1,Judy Blume,Judy Blume,,,bx_58147,half_2722,9780440210948,9780440210948,-1,304,1995,"Oct. 31st, 1991",Laurel-Leaf Books,Laurel Leaf Library,Just As Long As We're Together,Just as Long as We're Together
bx_58379_half_1485,1,Eoin Colfer,Eoin Colfer,,,bx_58379,half_1485,9780786814930,9780786814930,-1,309,2004,"May. 31st, 2004",Miramax Kids,Hyperion Books for Children,The Eternity Code,The Eternity Code
bx_58596_half_59,1,Deborah Ellis,Deborah Ellis,,,bx_58596,half_59,9780888994165,9780888994165,-1,170,2001,"Oct. 25th, 2001",Groundwood Books,Groundwood Books,Breadwinner,The Breadwinner
bx_58899_half_928,1,Caroline B. Cooney,Caroline B. Cooney,,,bx_58899,half_928,9780590988490,9780590988490,-1,230,1997,"Jul. 1st, 1997",Scholastic,Scholastic,Wanted!,Wanted!
bx_59143_half_1060,1,Marjorie Kinnan Rawlings,Marjorie Kinnan Rawlings,,,bx_59143,half_1060,9780020449317,9780020449317,-1,416,1988,"Mar. 30th, 1988",Simon Pulse,Simon Pulse,The Yearling,The Yearling
bx_59287_half_2740,1,Anita Lobel,Anita Lobel,,Paperback,bx_59287,half_2740,9780380732852,9780380732852,-1,208,2000,,HarperTrophy,HarperTrophy,No Pretty Pictures: A Child of War,No Pretty Pictures
bx_60319_half_1251,1,Will Hobbs,Will Hobbs,,,bx_60319,half_1251,9780380725366,9780380725366,-1,224,1997,"Sep. 1st, 1997",HarperCollins,HarperCollins s,Far North,Far North
bx_60732_half_814,1,Avi,Avi,,,bx_60732,half_814,9780380708536,9780380708536,-1,128,1990,"Oct. 31st, 1990",HarperTrophy,HarperTrophy,Something Upstairs,Something Upstairs
bx_60733_half_2748,1,Scott O'Dell,Scott O'Dell,,,bx_60733,half_2748,9780440908036,9780440908036,-1,96,1977,"Oct. 31st, 1977",Laure Leaf,Laurel Leaf Library,Black Pearl,The Black Pearl
bx_60770_half_1408,1,JUDY BLUME,Judy Blume,,,bx_60770,half_1408,9780440932598,9780440932598,-1,144,1991,"Sep. 30th, 1991",Laure Leaf,Laurel Leaf Library,Deenie,Deenie
bx_60789_half_837,1,Darren Shan,Darren Shan,,Paperback,bx_60789,half_837,9780316606844,9780316606844,-1,256,2002,"Oct. 1st, 2002","Little, Brown","Little, Brown Young Readers",The Vampire's Assistant,The Vampire's Assistant
bx_60800_half_1535,1,David Lubar,David Lubar,,,bx_60800,half_1535,9780765342652,9780765342652,-1,213,2003,"Jan. 20th, 2003",Starscape,Starscape Books,Hidden Talents,Hidden Talents
bx_61048_half_946,1,Ben Mikaelsen,Ben Mikaelsen,,,bx_61048,half_946,9780786813360,9780786813360,-1,256,2000,"Apr. 30th, 2000",Hyperion Books for Children,Hyperion Books for Children,Petey,Petey
bx_61699_half_1726,1,Laurie Halse Anderson,Laurie Halse Anderson,,,bx_61699,half_1726,9780142400012,9780142400012,-1,232,2003,"Sep. 15th, 2003",Speak,Speak,Catalyst,Catalyst
bx_61793_half_2526,1,Meg Cabot,Meg Cabot,,,bx_61793,half_2526,9780064472807,9780064472807,-1,288,2003,,HarperTrophy,HarperTrophy,Princess in Love,Princess in Love
bx_62066_half_1293,1,Terrence Dickinson,Terence Dickinson,,,bx_62066,half_1293,9780920656662,9780920656662,-1,72,1987,"Feb. 1st, 1987",Firefly Books Ltd,Firefly Books,Exploring the Night Sky: The Equinox Astronomy Guide for Beginners,Exploring the Night Sky
bx_62396_half_2079,1,Caroline B. Cooney,Caroline B. Cooney,,,bx_62396,half_2079,9780590444798,9780590444798,-1,201,1993,"Jul. 1st, 1997",Scholastic,Scholastic,Flight Number 116 Is Down,Flight #116 is Down!
bx_62612_half_1167,1,Terry Pratchett,Terry Pratchett,,,bx_62612,half_1167,9780060012359,9780060012359,-1,368,2003,"Apr. 29th, 2003",HarperTrophy,HarperTrophy,The Amazing Maurice and His Educated Rodents,The Amazing Maurice and His Educated Rodents
bx_63148_half_1753,1,Robert Cormier,Robert Cormier,,,bx_63148,half_1753,9780440215561,9780440215561,-1,208,1993,"Aug. 1st, 1993",Laure Leaf,Laurel Leaf Library,We All Fall Down,We All Fall Down
bx_63506_half_1124,1,GARY PAULSEN,Gary Paulsen,,,bx_63506,half_1124,9780440210238,9780440210238,-1,192,1991,"Aug. 31st, 1991",Laure Leaf,Laurel Leaf Library,Canyons,Canyons
bx_67342_half_1487,1,Ann Head,Ann Head,,,bx_67342,half_1487,9780451163196,9780451163196,-1,208,1990,"May. 31st, 1968",Signet Book,Signet Book,Mr. and Mrs. Bo Jo Jones,Mr. and Mrs. Bo Jo Jones
bx_71116_half_2408,1,Vicki Cobb,Vicki Cobb,,,bx_71116,half_2408,9780064460026,9780064460026,-1,224,1984,"Nov. 14th, 1984",HarperTrophy,HarperCollins,Science Experiments You Can Eat : Revised Edition,Science Experiments You Can Eat
bx_72079_half_2151,1,Jean Craighead George,Jean Craighead George,,,bx_72079,half_2151,9780064407212,9780064407212,-1,208,1999,"Feb. 13th, 1999",HarperTrophy,HarperTrophy,Julie's Wolf Pack,Julie's Wolf Pack
bx_72307_half_2235,1,Terry Spencer Hesser,Terry Spencer Hesser,,,bx_72307,half_2235,9780440413141,9780440413141,-1,160,1999,"Nov. 9th, 1999",Laurel-Leaf Books,Laurel Leaf Library,Kissing Doorknobs,Kissing Doorknobs
bx_72438_half_1258,1,Joy Masoff,Joy Masoff,,,bx_72438,half_1258,9780761107712,9780761107712,-1,212,2000,"Jan. 2nd, 2000",Workman Publishing,Workman Publishing,"Oh, Yuck: The Encyclopedia of Everything Nasty",Oh Yuck!
bx_72884_half_1882,1,Donald R. Gallo,Donald R. Gallo,,,bx_72884,half_1882,9780440413059,9780440413059,-1,336,1999,"Jan. 12th, 1999",Laurel-Leaf Books,Laurel Leaf Library,No Easy Answers: Short Stories About Teenagers Making Tough Choices,No Easy Answers
bx_73608_half_1564,1,Joseph Bruchac,Joseph Bruchac,,,bx_73608,half_1564,9780064408882,9780064408882,-1,114,2003,"Aug. 5th, 2003",HarperTrophy,HarperTrophy,Skeleton Man,Skeleton Man
bx_73618_half_97,1,Gary Paulsen,Gary Paulsen,,,bx_73618,half_97,9780440228387,9780440228387,-1,128,2000,"Sep. 12th, 2000",Laurel-Leaf Books,Laurel Leaf Library,Soldier's Heart : Being the Story of the Enlistment and Due Service of the Boy Charley Goddard in the First Minnesota Volunteers,Soldier's Heart
bx_74071_half_876,1,Esther Hautzig,Esther Hautzig,,,bx_74071,half_876,9780064405775,9780064405775,-1,256,1995,"May. 12th, 1995",HarperTrophy,HarperCollins,The Endless Steppe : Growing Up in Siberia,The Endless Steppe
bx_74262_half_460,1,Livia Bitton-Jackson,Livia Bitton-Jackson,,,bx_74262,half_460,9780689823954,9780689823954,-1,224,1999,"Mar. 1st, 1999",Simon Pulse,Simon Pulse,I Have Lived A Thousand Years: Growing Up In The Holocaust,I Have Lived a Thousand Years
bx_74348_half_714,1,ROBB WHITE,Robb White,,,bx_74348,half_714,9780440917403,9780440917403,-1,224,1973,"Oct. 15th, 1973",Laure Leaf,Laurel Leaf Library,Deathwatch,Deathwatch
bx_74487_half_869,1,Theodore Taylor,Theodore Taylor,,,bx_74487,half_869,9780440416968,9780440416968,-1,128,2000,"May. 9th, 2000",Yearling Books,Yearling Books,The Trouble With Tuck,The Trouble with Tuck
bx_74587_half_183,1,Bernard Evslin,Bernard Evslin,,,bx_74587,half_183,9780553259209,9780553259209,-1,224,1984,"Sep. 1st, 1984",Laurel-Leaf Books,Laurel Leaf Library,"Heroes, Gods and Monsters of Greek Myths","Heroes, Gods and Monsters of the Greek Myths"
bx_74673_half_608,1,Mark Pfetzer,Mark Pfetzer,,,bx_74673,half_608,9780141304977,9780141304977,-1,224,2000,"Jan. 1st, 2000",Puffin Books,Puffin Books,Within Reach: My Everest Story,Within Reach
bx_76385_half_1016,1,Will Hobbs,Will Hobbs,,,bx_76385,half_1016,9780380729142,9780380729142,-1,240,2000,"Oct. 3rd, 2000",HarperTrophy,HarperTrophy,Jason's Gold,Jason's Gold
bx_79180_half_2802,1,Tom Bodett,Tom Bodett,,,bx_79180,half_2802,9780375806872,9780375806872,-1,192,2000,"Oct. 10th, 2000",Yearling Books,Yearling Books,Williwaw!,Williwaw!
bx_80222_half_2052,1,William Nicholson,William Nicholson,,Paperback,bx_80222,half_2052,9780786818266,9780786818266,-1,486,2004,,Hyperion Books for Children,Hyperion Books for Children,"Wind on Fire Trilogy, The: The Wind Singer - Book #1",The Wind Singer
bx_80528_half_356,1,Sharon M. Draper,Sharon M. Draper,,,bx_80528,half_356,9780689842092,9780689842092,-1,336,2001,"May. 1st, 2001",Simon Pulse,Simon Pulse,Romiette and Julio,Romiette and Julio
bx_80592_half_2124,1,Rosa Guy,Rosa Guy,,,bx_80592,half_2124,9780440226673,9780440226673,-1,192,1983,"Dec. 18th, 1995",Laurel-Leaf Books,Laurel Leaf Library,The Friends,The Friends
bx_81410_half_1645,1,Scott O'Dell,Scott O'Dell,,,bx_81410,half_1645,9780440979753,9780440979753,-1,121,1999,"Mar. 31st, 1997",Laure Leaf,Laurel Leaf Library,Sing Down the Moon,Sing Down the Moon
bx_81707_half_1469,1,Avi,Avi,,,bx_81707,half_1469,9780439242196,9780439242196,-1,256,2004,"Sep. 1st, 2004",Scholastic Paperbacks,Scholastic Paperbacks,Midnight Magic,Midnight Magic
bx_82266_half_375,1,JOYCE MCDONALD,Joyce McDonald,,,bx_82266,half_375,9780440226727,9780440226727,-1,256,1999,"Jul. 13th, 1999",Laurel Leaf,Laurel Leaf Library,Swallowing Stones,Swallowing Stones
bx_83568_half_1030,1,Susan Fletcher,Susan Fletcher,Paperback,Paperback,bx_83568,half_1030,9780689830518,9780689830518,-1,224,1999,"Nov. 1st, 1999",Aladdin,Aladdin Paperbacks,Shadow Spinner,Shadow Spinner
bx_85409_half_913,1,Deborah Ellis,Deborah Ellis,,,bx_85409,half_913,9780888995421,9780888995421,-1,164,2004,"Sep. 1st, 2004",Groundwood Books,Groundwood Books,Mud City,Mud City
bx_85579_half_1241,1,Eric P. Kelly,Eric P. Kelly,,,bx_85579,half_1241,9780689715716,9780689715716,-1,224,1992,"Apr. 1st, 1992",Simon Pulse,Aladdin Paperbacks,The Trumpeter of Krakow,The Trumpeter of Krakow
bx_85777_half_2132,1,Harry Mazer,Harry Mazer,,,bx_85777,half_2132,9780440947974,9780440947974,-1,192,1981,"Jan. 15th, 1981",Laure Leaf,Laurel Leaf Library,The Last Mission,The Last Mission
bx_88398_half_2350,1,Judy Blume,Judy Blume,,,bx_88398,half_2350,9780425193815,9780425193815,-1,192,2004,"Jan. 6th, 2004",Berkley Publishing Group,Berkley,Superfudge,Superfudge
bx_91972_half_2947,1,Avi,Avi,,,bx_91972,half_2947,9780380711925,9780380711925,-1,224,1991,"Aug. 1st, 1991",HarperTrophy,HarperCollins,The Man Who Was Poe,The Man Who Was Poe
bx_92313_half_2950,1,Garth Nix,Garth Nix,,,bx_92313,half_2950,9780439436557,9780439436557,-1,336,2004,"Jan. 1st, 2004",Scholastic Paperbacks,Scholastic Paperbacks,Grim Tuesday,The Keys to the Kingdom #2
bx_92557_half_1995,1,Sean Covey,Sean Covey,,,bx_92557,half_1995,9780684870601,9780684870601,-1,384,1999,"Nov. 16th, 1999",Fireside,Fireside Books,Daily Reflections For Highly Effective Teens,Daily Reflections for Highly Effective Teens
bx_93051_half_583,1,Terry Trueman,Terry Trueman,,,bx_93051,half_583,9780064472135,9780064472135,-1,144,2001,"Oct. 9th, 2001",HarperTempest,Harper Teen,Stuck in Neutral,Stuck in Neutral
bx_93606_half_902,1,Hal Borland,Hal Borland,,,bx_93606,half_902,9780553257380,9780553257380,-1,304,1984,"Jul. 31st, 1984",Bantam,Laurel Leaf Library,When the Legends Die,When the Legends Die
bx_94149_half_1718,1,Roald Dahl,Roald Dahl,,,bx_94149,half_1718,9780374518684,9780374518684,-1,240,1985,"Oct. 1st, 1984",Farrar Straus Giroux,Farrar Straus Giroux,Roald Dahl's Book of Ghost Stories,Roald Dahl's Book of Ghost Stories
bx_94573_half_2229,1,Jackie French Koller,Jackie French Koller,,,bx_94573,half_2229,9780152575823,9780152575823,-1,288,1993,"Aug. 27th, 1993",Gulliver Books Paperbacks,Houghton Mifflin Harcourt (HMH),Nothing to Fear,Nothing to Fear
bx_94597_half_423,1,Gary Blackwood,Gary L. Blackwood,,,bx_94597,half_423,9780141305950,9780141305950,-1,216,2000,"Jul. 1st, 2000",Puffin Books,Puffin Books,The Shakespeare Stealer,The Shakespeare Stealer
bx_95352_half_1447,1,Sylvia Engdahl,Sylvia Louise Engdahl,,,bx_95352,half_1447,9780142500378,9780142500378,-1,288,2003,"Feb. 24th, 2003",Puffin Books,Firebird,Enchantress from the Stars,Enchantress from the Stars
bx_96133_half_67,1,JEANNE DUPRAU,Jeanne DuPrau,,Paperback,bx_96133,half_67,9780375822742,9780375822742,-1,288,2004,"May. 25th, 2004",Random House Books for Young Readers,Yearling Books,The City of Ember,The City of Ember
bx_96738_half_2028,1,Jack London,Jack London,,,bx_96738,half_2028,9780439236195,9780439236195,-1,272,2001,"Jan. 1st, 2001",Scholastic,Scholastic Paperbacks,White Fang,White Fang
bx_97600_half_2832,1,Robin L. Graham,Robin Lee Graham,,,bx_97600,half_2832,9780060920470,9780060920470,-1,240,1991,"Mar. 27th, 1991",Perennial,William Morrow & Company,Dove,Dove
bx_98805_half_2127,1,Eoin Colfer,Eoin Colfer,,,bx_98805,half_2127,9780439443364,9780439443364,-1,252,2004,"Jul. 31st, 2004",Scholastic Inc.,Scholastic,Wish List,The Wish List
bx_101126_half_2142,1,E.L. Konigsburg,E. L. Konigsburg,,,bx_101126,half_2142,9780689836022,9780689836022,-1,261,2002,"Apr. 1st, 2002",Aladdin,Aladdin Paperbacks,Silent to the Bone,Silent to the Bone
bx_101327_half_2781,1,Albert Uderzo,Albert Uderzo,,,bx_101327,half_2781,9780752847788,9780752847788,-1,48,2002,"May. 28th, 2002",Orion,Orion,Asterix and Obelix All at Sea,Asterix and Obelix All at Sea
bx_101378_half_1425,1,Herge,Herge,,Paperback,bx_101378,half_1425,9780316358477,9780316358477,-1,62,1976,"Sep. 30th, 1976","Little, Brown","Little, Brown Books for Young Readers",The Calculus Affair,The Adventures of Tintin
bx_101381_half_923,1,Herge,Herge,,Paperback,bx_101381,half_923,9780316358521,9780316358521,-1,62,1979,"Nov. 30th, 1979","Little, Brown","Little, Brown Books for Young Readers",Tintin in America,Tintin in America
bx_102354_half_1323,1,Janet Tashjian,Janet Tashjian,,,bx_102354,half_1323,9780440237921,9780440237921,-1,256,2003,"May. 13th, 2003",Laurel-Leaf Books,Laurel Leaf Library,The Gospel According to Larry,The Gospel According to Larry
bx_102776_half_3040,1,Caroline B. Cooney,Caroline B. Cooney,,,bx_102776,half_3040,9780440227724,9780440227724,-1,192,2002,"Feb. 12th, 2002",Laurel-Leaf Books,Laurel Leaf Library,What Janie Found,What Janie Found
bx_103210_half_695,1,Lois Duncan,Lois Duncan,,,bx_103210,half_695,9780440228448,9780440228448,-1,208,1999,"Apr. 30th, 1999",Laurel-Leaf Books,Laurel Leaf Library,I Know What You Did Last Summer,I Know What You Did Last Summer
bx_103631_half_940,1,Frances O'Roark Dowell,Frances O'Roark Dowell,,,bx_103631,half_940,9780689846670,9780689846670,-1,181,2001,"Nov. 1st, 2001",Aladdin,Aladdin Paperbacks,Dovey Coe,Dovey Coe
bx_104009_half_1927,1,LOUIS SACHAR,Louis Sachar,,,bx_104009,half_1927,9780679886228,9780679886228,-1,198,1997,"Apr. 15th, 1997",Yearling,Dell Yearling,The Boy Who Lost His Face,The Boy Who Lost His Face
bx_104044_half_308,1,Robert Lipsyte,Robert Lipsyte,,,bx_104044,half_308,9780064470391,9780064470391,-1,240,1987,"Apr. 1st, 1987",HarperTrophy,HarperTrophy,The Contender,The Contender
bx_105649_half_448,1,Dan Gutman,Dan Gutman,,Paperback,bx_105649,half_448,9780380788781,9780380788781,-1,144,2003,"Mar. 1st, 1998",HarperTrophy,HarperTrophy,Honus and Me: A Baseball Card Adventure,Honus & Me
bx_105763_half_1164,1,Iain Lawrence,Iain Lawrence,,,bx_105763,half_1164,9780440415459,9780440415459,-1,224,1999,"Nov. 9th, 1999",Yearling Books,Yearling Books,The Wreckers,The Wreckers
bx_105788_half_1435,1,Alvin Schwartz,Alvin Schwartz,,,bx_105788,half_1435,9780064404181,9780064404181,-1,128,1991,"Sep. 30th, 1991",HarperTrophy,HarperCollins,Scary Stories 3 : More Tales to Chill Your Bones,Scary Stories 3
bx_106564_half_77,1,Ben Mikaelsen,Ben Mikaelsen,,,bx_106564,half_77,9780380805600,9780380805600,-1,256,2002,"Apr. 30th, 2002",HarperTrophy,HarperCollins,Touching Spirit Bear,Touching Spirit Bear
bx_106611_half_1052,1,Susan Cooper,Susan Cooper,,,bx_106611,half_1052,9780689844454,9780689844454,-1,186,2001,"Jun. 1st, 2001",Aladdin,Aladdin Paperbacks,King of Shadows,King of Shadows
bx_106622_half_1206,1,Johanna Reiss,Johanna Reiss,,,bx_106622,half_1206,9780064403702,9780064403702,-1,208,1990,"Oct. 30th, 1990",HarperTrophy,HarperTrophy,The Upstairs Room,The Upstairs Room
bx_106630_half_2195,1,Ann Rinaldi,Ann Rinaldi,,,bx_106630,half_2195,9780590434126,9780590434126,-1,252,1993,"Jan. 31st, 1993",Scholastic,Scholastic Paperbacks,Wolf by the Ears,Wolf by the Ears
bx_107072_half_1825,1,J. K. Rowling,J. K. Rowling,,,bx_107072,half_1825,9788478888849,9788478888849,-1,893,2004,"Feb. 21st, 2004",Salamandra,Emece Editores,Harry Potter y la Ã?rden del Fénix,Harry Potter y la Orden del Fenix = Harry Potter and the Order of the Phoenix
bx_108455_half_413,1,Judy Blume,Judy Blume,,,bx_108455,half_413,9780425193792,9780425193792,-1,144,2004,"Jan. 6th, 2004",Berkley Publishing Group,Berkley,Tales of a Fourth Grade Nothing,Tales of a Fourth Grade Nothing
bx_108797_half_819,1,an Na,An Na,,,bx_108797,half_819,9780142500279,9780142500279,-1,160,2003,"Jan. 13th, 2003",Speak,Speak,A Step from Heaven,A Step from Heaven
bx_109172_half_612,1,Scott O'Dell,Scott O'Dell,,,bx_109172,half_612,9780440406730,9780440406730,-1,144,1992,"Jul. 31st, 1992",Yearling Books,Yearling Books,Sing Down the Moon,Sing Down the Moon
bx_109721_half_436,1,Lynn Joseph,Lynn Joseph,,,bx_109721,half_436,9780064472043,9780064472043,-1,144,2001,"Dec. 24th, 2001",HarperTrophy,HarperTrophy,The Color of My Words,The Color of My Words
bx_109735_half_237,1,Robert Nye,Robert Nye,,,bx_109735,half_237,9780440905608,9780440905608,-1,112,1982,"Mar. 15th, 1982",Laure Leaf,Laurel Leaf Library,Beowulf: A New Telling,Beowulf
bx_109965_half_2913,1,Harry Mazer,Harry Mazer,,,bx_109965,half_2913,9780440961345,9780440961345,-1,144,1975,"Dec. 15th, 1974",Laure Leaf,Laurel Leaf Library,Snow Bound,Snow Bound
bx_110304_half_1500,1,JAMES COLLIER,James Lincoln Collier,,,bx_110304,half_1500,9780440219835,9780440219835,-1,256,1996,"Dec. 1st, 1996",Laurel Leaf,Laurel Leaf Library,With Every Drop of Blood: A Novel of the Civil War,With Every Drop of Blood
bx_110909_half_1676,1,Jack Canfield,Jack Canfield,,,bx_110909,half_1676,9781558749429,9781558749429,-1,400,2001,"Oct. 18th, 2001",Health Communications,Chicken Soup for the Soul,Chicken Soup for the Teenage Soul on Tough Stuff : Stories of Tough Times and Lessons Learned,Chicken Soup for the Teenage Soul on Tough Stuff
bx_112609_half_1595,1,Meg Cabot,Meg Cabot,,,bx_112609,half_1595,9780060096090,9780060096090,-1,259,2004,,HarperTrophy,HarperTrophy,"The Princess Diaries, Volume IV: Princess in Waiting",Princess in Waiting
bx_113643_half_1756,1,Sid Fleischman,Sid Fleischman,,,bx_113643,half_1756,9780440415862,9780440415862,-1,144,2000,"Apr. 30th, 2000",Yearling Books,Yearling Books,Bandit's Moon,Bandit's Moon
bx_114324_half_113,1,Gary Paulsen,Gary Paulsen,,,bx_114324,half_113,9780440219361,9780440219361,-1,112,1995,"Jan. 1st, 1995",Laure Leaf,Laurel Leaf Library,Nightjohn,Nightjohn
