ids,label,ban_author,half_author,ban_binding,half_binding,ban_id,half_id,ban_isbn,half_isbn,ban_pages,half_pages,ban_pubdate,half_pubdate,ban_publisher,half_publisher,ban_title,half_title
ban_1677_half_1223,1,Laura Resau,Laura Resau,,,ban_1677,half_1223,9780375859632,9780375859632,368,352,3/13/12,"Mar. 13th, 2012",Random House Children's Books,Ember,The Queen of Water,The Queen of Water
ban_1685_half_1358,1,Alan Lawrence Sitomer,Alan Lawrence Sitomer,,,ban_1685,half_1358,9781423130277,9781423130277,320,320,2/2/10,"Feb. 9th, 2010",Disney-Hyperion,Jump at the Sun,The Secret Story of Sonia Rodriguez,The Secret Story of Sonia Rodriguez
ban_1690_half_1067,1,Paul Zindel,Paul Zindel,,,ban_1690,half_1067,9781935169307,9781935169307,179,179,9/28/10,"Sep. 30th, 2010",Graymalkin Media,Graymalkin Media,The Pigman & Me,The Pigman & Me
ban_1693_half_1641,1,Cynthia Voigt,Cynthia Voigt,,,ban_1693,half_1641,9781416903390,9781416903390,336,336,6/28/05,"May. 17th, 2005",Simon Pulse,Simon Pulse,"Izzy, Willy-Nilly","Izzy, Willy-Nilly"
ban_1706_half_2257,1,Kimberly Derting,Kimberly Derting,,,ban_1706,half_2257,9780061779862,9780061779862,384,358,4/17/12,"Apr. 17th, 2012",HarperCollins Publishers,HarperCollins,Desires of the Dead,Desires of the Dead
ban_1707_half_2231,1,Louise Rennison,Louise Rennison,,,ban_1707,half_2231,9780064472272,9780064472272,272,272,3/20/01,"Apr. 10th, 2001",HarperCollins Publishers,HarperTempest,"Angus, Thongs and Full-Frontal Snogging","Angus, Thongs and Full-Frontal Snogging"
ban_1711_half_2515,1,Alison Croggon,Alison Croggon,,Paperback,ban_1711,half_2515,9780763631628,9780763631628,528,492,3/14/06,"Mar. 14th, 2006",Candlewick Press,Candlewick Press (MA),The Naming,The Naming
ban_1715_half_570,1,Courtney Summers,Courtney Summers,,,ban_1715,half_570,9780312656744,9780312656744,336,326,6/19/12,"Jun. 19th, 2012",St. Martin's Press,St. Martin's Griffin,This Is Not a Test,This Is Not a Test
ban_1718_half_1337,1,Claire LaZebnik,Claire LaZebnik,,,ban_1718,half_1337,9780061921261,9780061921261,304,295,8/2/11,"Aug. 2nd, 2011",HarperCollins Publishers,Harper Teen,Epic Fail,Epic Fail
ban_1724_half_2614,1,Carl Deuker,Carl Deuker,,,ban_1724,half_2614,9780618735051,9780618735051,224,216,4/23/07,"Apr. 23rd, 2007",Houghton Mifflin Harcourt,Graphia Books,Runner,Runner
ban_1734_half_2262,1,Lois Duncan,Lois Duncan,,,ban_1734,half_2262,9780316099028,9780316099028,272,272,10/3/11,"Oct. 3rd, 2011","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Locked in Time,Locked in Time
ban_1740_half_2538,1,Wendy Mass,Wendy Mass,,,ban_1740,half_2538,9780316058285,9780316058285,208,212,9/6/06,"Sep. 1st, 2006","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Leap Day,Leap Day
ban_1746_half_1917,1,Marlene Perez,Marlene Perez,,,ban_1746,half_1917,9780152064082,9780152064082,208,190,9/1/08,"Sep. 1st, 2008",Houghton Mifflin Harcourt,Harcourt Paperbacks,Dead Is the New Black,Dead Is the New Black
ban_1753_half_1880,1,Brigid Kemmerer,Brigid Kemmerer,,,ban_1753,half_1880,9780758272812,9780758272812,432,407,5/1/12,"May. 1st, 2012",Kensington,Kensington Publishing Corporation,Storm,Storm
ban_1757_half_750,1,Alison  Goodman,Alison Goodman,,,ban_1757,half_750,9780142417119,9780142417119,576,531,8/31/10,"Aug. 31st, 2010",Penguin Young Readers Group,Firebird,Eon,Eon
ban_1763_half_2014,1,Jordan Sonnenblick,Jordan Sonnenblick,,,ban_1763,half_2014,9780439837095,9780439837095,272,264,1/1/10,"Jan. 1st, 2010","Scholastic, Inc.",Scholastic Paperbacks,Zen and the Art of Faking It,Zen and the Art of Faking It
ban_1767_half_1500,1,Christopher Collier,James Lincoln Collier,,,ban_1767,half_1500,9780440219835,9780440219835,256,256,12/28/96,"Dec. 1st, 1996",Random House Children's Books,Laurel Leaf Library,With Every Drop of Blood,With Every Drop of Blood
ban_1774_half_2211,1,Louis Sachar,Louis Sachar,,,ban_1774,half_2211,9780385736633,9780385736633,352,352,10/11/11,"Oct. 11th, 2011",Random House Children's Books,Ember,The Cardturner,The Cardturner
ban_1778_half_2228,1,Eishes Chayil,Eishes Chayil,,,ban_1778,half_2228,9780802723321,9780802723321,368,368,2/28/12,"Feb. 28th, 2012",Walker & Company,Walker Childrens,Hush,Hush
ban_1779_half_1191,1,Lisa T. Bergren,Lisa Bergren,,,ban_1779,half_1191,9781434764317,9781434764317,416,416,6/1/11,"Jun. 1st, 2011","Cook, David C",David C. Cook,Cascade,Cascade
ban_1781_half_1658,1,Colleen Swaim,Colleen Swaim,,,ban_1781,half_1658,9780764820298,9780764820298,144,132,7/1/11,"Jul. 1st, 2011",Liguori Publications,Liguori Publications,Ablaze: Stories of Daring Teen Saints,Ablaze
ban_1788_half_2759,1,Robert Liparulo,Robert Liparulo,,Paperback,ban_1788,half_2759,9781595548931,9781595548931,308,308,11/30/10,"Nov. 30th, 2010","Nelson, Thomas, Inc.",Thomas Nelson s,Timescape,Timescape
ban_1790_half_2873,1,L. A. Weatherly,L. A. Weatherly,,Paperback,ban_1790,half_2873,9780763658465,9780763658465,464,449,12/27/11,"Dec. 27th, 2011",Candlewick Press,Candlewick Press (MA),Angel Burn,Angel Burn
ban_1803_half_1868,1,Matt de la Pe��a,Matt de La Pena,,,ban_1803,half_1868,9780385734257,9780385734257,288,280,3/13/07,"Mar. 13th, 2007",Random House Children's Books,Delacorte Press Books for Young Readers,Ball Don't Lie,Ball Don't Lie
ban_1804_half_1008,1,Gary Paulsen,Gary Paulsen,,,ban_1804,half_1008,9780440219736,9780440219736,192,192,8/28/99,"Aug. 10th, 1999",Random House Children's Books,Laurel Leaf Library,Sarny: A Life Remembered,Sarny
ban_1805_half_2499,1,Libbi Palmer,Libbi Palmer,,,ban_1805,half_2499,9781608823215,9781608823215,160,144,11/1/12,"Nov. 1st, 2012",New Harbinger Publications,Instant Help Books,"The PTSD Workbook for Teens: Simple, Effective Skills for Healing Trauma",The Ptsd Workbook for Teens
ban_1806_half_1532,1,Alan Lawrence Sitomer,Alan Lawrence Sitomer,,,ban_1806,half_1532,9781423100317,9781423100317,304,283,9/2/08,"Sep. 2nd, 2008",Disney-Hyperion,Jump at the Sun,Homeboyz,Homeboyz
ban_1807_half_1497,1,Mal Peet,Mal Peet,,,ban_1807,half_1497,9780763632861,9780763632861,240,225,2/13/07,"Feb. 13th, 2007",Candlewick Press,Candlewick Press (MA),Keeper,Keeper
ban_1809_half_1320,1,Kenneth Oppel,Kenneth Oppel,,,ban_1809,half_1320,9780545229265,9780545229265,384,375,7/1/12,"Jul. 1st, 2012","Scholastic, Inc.",Scholastic Paperbacks,Half Brother,Half Brother
ban_1810_half_574,1,Will Hobbs,Will Hobbs,,,ban_1810,half_574,9781442445475,9781442445475,208,198,7/10/12,"Jul. 10th, 2012",Atheneum Books for Young Readers,Atheneum Books for Young Readers,Downriver,Downriver
ban_1814_half_3037,1,Scott O'Dell,Scott O'Dell,,,ban_1814,half_3037,9780618966424,9780618966424,208,191,5/5/08,"May. 5th, 2008",Houghton Mifflin Harcourt,Graphia Books,"Streams to the River, River to the Sea","Streams to the River, River to the Sea"
ban_1819_half_1035,1,Gemma Malley,Gemma Malley,,,ban_1819,half_1035,9781599902951,9781599902951,320,300,9/2/08,"Aug. 19th, 2008",Bloomsbury USA,Bloomsbury Publishing PLC,The Declaration,The Declaration
ban_1824_half_1505,1,Kady Cross,Kady Cross,,,ban_1824,half_1505,9780373210701,9780373210701,480,476,4/17/12,"Apr. 17th, 2012",Harlequin,Harlequin Teen,The Girl in the Steel Corset,The Girl in the Steel Corset
ban_1826_half_2512,1,Lisi Harrison,Lisi Harrison,,,ban_1826,half_2512,9780316701310,9780316701310,208,197,9/30/04,"Oct. 6th, 2004","Little, Brown Books for Young Readers",Poppy Books,Best Friends for Never,Best Friends for Never
ban_1828_half_1137,1,Lynne Rae Perkins,Lynne Rae Perkins,,,ban_1828,half_1137,9780061870927,9780061870927,384,352,4/10/12,"Apr. 10th, 2012",HarperCollins Publishers,Greenwillow Books,As Easy as Falling Off the Face of the Earth,As Easy as Falling Off the Face of the Earth
ban_1831_half_1577,1,J. A. London,J. A. London,,,ban_1831,half_1577,9780062020659,9780062020659,342,272,5/29/12,"May. 29th, 2012",HarperCollins Publishers,Harper Teen,Darkness Before Dawn,Darkness Before Dawn
ban_1834_half_1815,1,Ally Carter,Ally Carter,,,ban_1834,half_1815,9781423136798,9781423136798,832,832,9/28/10,"Sep. 28th, 2010",Disney-Hyperion,Hyperion Books,Gallagher Girls 3-book pbk boxed set,Gallagher Girls 3-Book Pbk Boxed Set
ban_1836_half_892,1,Erika Stalder,Steven Jenkins,,,ban_1836,half_892,9780979017308,9780979017308,208,208,11/1/07,"May. 1st, 2008",Zest,Orange Avenue Publishing,97 Things to Do Before You Finish High School,97 Things to Do Before You Finish High School
ban_1837_half_2955,1,L. A. Meyer,Louis A. Meyer,,Paperback,ban_1837,half_2955,9780152061661,9780152061661,528,515,1/17/11,"May. 1st, 2008",Houghton Mifflin Harcourt,Harcourt Paperbacks,In the Belly of the Bloodhound: Being an Account of a Particularly Peculiar Adventure in the Life of Jacky Faber,In the Belly of the Bloodhound
ban_1846_half_1113,1,Liz Braswell,Celia Thomson,,Paperback,ban_1846,half_1113,9781442435704,9781442435704,784,771,6/7/11,"Jun. 7th, 2011",Simon Pulse,Simon Pulse,The Nine Lives of Chloe King: The Fallen; The Stolen; The Chosen,The Nine Lives of Chloe King
ban_1850_half_908,1,Aim��e Carter,Aimee Carter,,,ban_1850,half_908,9780373210268,9780373210268,304,293,4/19/11,"Apr. 19th, 2011",Harlequin,Harlequin Teen,The Goddess Test,The Goddess Test
ban_1868_half_802,1,Ying Chang Compestine,Ying Chang Compestine,,,ban_1868,half_802,9780312581497,9780312581497,272,248,9/29/09,"Sep. 29th, 2009",Square Fish,Square Fish,Revolution Is Not a Dinner Party,Revolution Is Not a Dinner Party
ban_1870_half_1356,1,Holly Goldberg Sloan,Holly Goldberg Sloan,,,ban_1870,half_1356,9780316122764,9780316122764,416,392,6/12/12,"Jun. 12th, 2012","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",I'll Be There,I'll Be There
ban_1872_half_2637,1,Richard Peck,Richard Peck,,,ban_1872,half_2637,9780553271997,9780553271997,192,192,3/28/83,"Mar. 1st, 1983",Random House Children's Books,Laurel Leaf Library,Something for Joey,Something for Joey
ban_1878_half_2737,1,Diane Duane,Diane Duane,,Paperback,ban_1878,half_2737,9780152162504,9780152162504,400,400,6/28/01,"Jun. 1st, 2001",Houghton Mifflin Harcourt,Harcourt Brace and Company,So You Want to Be a Wizard: The First Book in the Young Wizards Series,So You Want to Be a Wizard
ban_1881_half_1366,1,Beth Revis,Beth Revis,,,ban_1881,half_1366,9781595145376,9781595145376,416,400,11/21/12,"Nov. 21st, 2012",Penguin Young Readers Group,Razorbill,A Million Suns,A Million Suns
ban_1886_half_458,1,Gina Damico,Gina Damico,,,ban_1886,half_458,9780547624570,9780547624570,332,352,9/25/12,"Sep. 25th, 2012",Houghton Mifflin Harcourt,Graphia Books,Scorch,Scorch
ban_1887_half_2285,1,Lauren Conrad,Lauren Conrad,,,ban_1887,half_2285,9780061767616,9780061767616,309,336,8/31/10,"Aug. 31st, 2010",HarperCollins Publishers,HarperCollins,Sweet Little Lies,Sweet Little Lies
ban_1892_half_3034,1,Anna Godbersen,Anna Godbersen,,Paperback,ban_1892,half_3034,9780061345685,9780061345685,464,433,9/23/08,"Sep. 23rd, 2008",HarperCollins Publishers,HarperCollins,The Luxe,The Luxe
ban_1900_half_494,1,Hannah Harrington,Hannah K. Harrington,,,ban_1900,half_494,9780373210527,9780373210527,288,288,8/28/12,"Aug. 28th, 2012",Harlequin,Harlequin Teen,Speechless,Speechless
ban_1908_half_1411,1,Barbara Cooper,Barbara Cooper,,,ban_1908,half_1411,9781572246140,9781572246140,144,132,5/1/08,"May. 1st, 2008",New Harbinger Publications,New Harbinger Publications,"The Social Success Workbook for Teens: Skill-Building Activities for Teens with Nonverbal Learning Disorder, Asperger's Disorder, and Other Social-Skill Problems",The Social Success Workbook for Teens
ban_1911_half_757,1,Sharon Flake,Sharon G. Flake,,,ban_1911,half_757,9780786849550,9780786849550,304,298,7/31/07,"Aug. 1st, 2007",Disney-Hyperion,Jump at the Sun,Bang!,Bang!
ban_1916_half_1329,1,Walter Dean Myers,Walter Dean Myers,,,ban_1916,half_1329,9780064472906,9780064472906,256,223,3/29/05,"Mar. 29th, 2005",HarperCollins Publishers,Amistad Press,Shooter,Shooter
ban_1917_half_1212,1,Tracy Barrett,Tracy Barrett,,,ban_1917,half_1212,9780440415367,9780440415367,224,224,10/28/00,"Oct. 10th, 2000",Random House Children's Books,Laurel Leaf Library,Anna of Byzantium,Anna of Byzantium
ban_1918_half_98,1,Gary Soto,Gary Soto,,,ban_1918,half_98,9780440211709,9780440211709,176,176,2/28/92,"Feb. 1st, 1992",Random House Children's Books,Laurel Leaf Library,Living Up the Street,Living Up the Street
ban_1924_half_1836,1,50 Cent,50 Cent,,,ban_1924,half_1836,9781595144782,9781595144782,320,320,11/13/12,"Nov. 13th, 2012",Penguin Young Readers Group,Razorbill,Playground,Playground
ban_1936_half_3052,1,Laura Hillman,Laura Hillman,,,ban_1936,half_3052,9781416953661,9781416953661,288,269,2/19/08,"Feb. 1st, 2008",Simon Pulse,Simon Pulse,I Will Plant You a Lilac Tree: A Memoir of a Schindler's List Survivor,I Will Plant You a Lilac Tree
ban_1940_half_2879,1,Bess Streeter Aldrich,Bess Streeter Aldrich,,Paperback,ban_1940,half_2879,9780140384284,9780140384284,256,256,4/28/97,"Apr. 1st, 1997",Penguin Young Readers Group,Puffin Books,A Lantern in Her Hand,A Lantern in Her Hand
ban_1954_half_3003,1,William Sleator,William Sleator,,,ban_1954,half_3003,9780140345803,9780140345803,176,176,10/21/04,"Apr. 1st, 1991",Penguin Young Readers Group,Puffin Books,House of Stairs,The House of Stairs
ban_1958_half_446,1,Ginny Rorby,Ginny Rorby,,,ban_1958,half_446,9780761384984,9780761384984,255,255,1/28/12,"Jan. 1st, 2012",Lerner Publishing Group,Carolrhoda Books,Lost in the River of Grass,Lost in the River of Grass
ban_1960_half_640,1,Linda Crew,Linda Crew,,,ban_1960,half_640,9780440210221,9780440210221,240,224,8/28/91,"Aug. 1st, 1991",Random House Children's Books,Laurel Leaf Library,Children of the River,Children of the River
ban_1963_half_2178,1,Han Nolan,Han Nolan,,,ban_1963,half_2178,9780152046798,9780152046798,312,312,4/14/03,"May. 1st, 2003",Houghton Mifflin Harcourt,Harcourt Paperbacks,If I Should Die Before I Wake,If I Should Die Before I Wake
ban_1965_half_2300,1,Joan Bauer,Joan Bauer,,,ban_1965,half_2300,9780142414309,9780142414309,256,247,6/25/09,"Jun. 25th, 2009",Penguin Young Readers Group,Speak,Peeled,Peeled
ban_1966_half_1004,1,Simone Elkeles,Simone Elkeles,,,ban_1966,half_1004,9780738718682,9780738718682,302,302,9/28/10,"Sep. 8th, 2010","Llewellyn Worldwide, Ltd.",Flux,Return to Paradise,Return to Paradise
ban_1968_half_2021,1,Cris Beam,Cris Beam,,,ban_1968,half_2021,9780316053600,9780316053600,352,352,11/13/12,"Nov. 13th, 2012","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",I Am J,I Am J
ban_1975_half_2908,1,Melina Marchetta,Melina Marchetta,,,ban_1975,half_2908,9780375829833,9780375829833,256,243,5/9/06,"May. 9th, 2006",Random House Children's Books,Alfred A. Knopf Books for Young Readers,Saving Francesca,Saving Francesca
ban_1981_half_2928,1,Lisa Mantchev,Lisa Mantchev,,,ban_1981,half_2928,9780312608668,9780312608668,384,356,4/13/10,"Apr. 13th, 2010",Square Fish,Square Fish,"Eyes Like Stars: Theatre Illuminata, Act I",Eyes Like Stars
ban_1989_half_1835,1,Lou Holtz,Lou Holtz,,,ban_1989,half_1835,9781933495095,9781933495095,128,126,9/28/07,"Sep. 1st, 2007",Ave Maria Press,Sorin Books,Teen's Game Plan for Life,A Teen's Game Plan for Life
ban_1991_half_2896,1,Sarah Ockler,Sarah Ockler,,,ban_1991,half_2896,9780316051583,9780316051583,290,290,5/1/10,"May. 1st, 2010","Little, Brown Books for Young Readers",Little Brown and Company,Twenty Boy Summer,Twenty Boy Summer
ban_1993_half_544,1,Gordon Korman,Gordon Korman,,,ban_1993,half_544,9781423101628,9781423101628,256,249,1/5/10,"Jan. 1st, 2010",Disney-Hyperion,Hyperion Books,The Juvie Three,The Juvie Three
ban_1994_half_975,1,Kenneth Oppel,Kenneth Oppel,,,ban_1994,half_975,9781442403161,9781442403161,298,298,5/22/12,"May. 22nd, 2012",Simon & Schuster Books For Young Readers,Simon & Schuster Books for Young Readers,This Dark Endeavor,This Dark Endeavor
ban_1995_half_1812,1,Judy Blundell,Judy Blundell,,,ban_1995,half_1812,9780439903486,9780439903486,288,284,1/1/10,"Jan. 1st, 2010","Scholastic, Inc.",Scholastic Paperbacks,What I Saw and How I Lied,What I Saw and How I Lied
ban_1998_half_1184,1,Rita Williams-Garcia,Rita Williams-Garcia,,,ban_1998,half_1184,9780060760939,9780060760939,169,169,12/21/10,"Dec. 21st, 2010",HarperCollins Publishers,Amistad Press,Jumped,Jumped
ban_2014_half_2617,1,Jennifer Echols,Jennifer Echols,,,ban_2014,half_2617,9781416571735,9781416571735,256,245,3/17/09,"Mar. 17th, 2009",MTV Books,MTV Books,Going Too Far,Going Too Far
ban_2019_half_307,1,JusticeLearning.org,Founding Fathers,,,ban_2019,half_307,9780195304435,9780195304435,96,89,8/28/05,"Sep. 17th, 2005",Oxford University Press,Oxford University Press,"The United States Constitution: What It Says, What It Means: A Hip Pocket Guide",The United States Constitution
ban_2039_half_1746,1,Shannon Hale,Shannon Hale,,,ban_2039,half_1746,9781599903781,9781599903781,336,305,9/15/09,"Sep. 15th, 2009",Bloomsbury USA,Bloomsbury Publishing PLC,Book of a Thousand Days,Book of a Thousand Days
ban_2041_half_2663,1,Benjamin Alire S��enz,Benjamin Alire Saenz,,,ban_2041,half_2663,9781935955092,9781935955092,304,239,4/3/12,"Apr. 3rd, 2012",Cinco Puntos Press,Cinco Puntos Press,Last Night I Sang to the Monster,Last Night I Sang to the Monster
ban_2042_half_2698,1,Melissa de la Cruz,Melissa de La Cruz,,Paperback,ban_2042,half_2698,9781423101277,9781423101277,336,304,7/1/08,"Jul. 1st, 2008",Disney-Hyperion,Hyperion Books for Children,Masquerade,Masquerade
ban_2048_half_1475,1,Kathe Koja,Kathe Koja,,,ban_2048,half_1475,9780142402092,9780142402092,128,117,11/18/04,"Nov. 18th, 2004",Penguin Young Readers Group,Speak,Buddha Boy,Buddha Boy
ban_2049_half_1663,1,Patricia  McCormick,Patricia McCormick,,,ban_2049,half_1663,9780061730924,9780061730924,199,199,2/15/11,"Feb. 15th, 2011",HarperCollins Publishers,Balzer & Bray/Harperteen,Purple Heart,Purple Heart
ban_2060_half_2468,1,Philip Pullman,Philip Pullman,,Paperback,ban_2060,half_2468,9780375847226,9780375847226,944,933,4/10/07,"Apr. 10th, 2007",Random House Children's Books,Alfred A. Knopf Books for Young Readers,"His Dark Materials: The Golden Compass, The Subtle Knife, The Amber Spyglass",Philip Pullman: His Dark Materials
ban_2064_half_2518,1,Elizabeth Scott,Elizabeth Scott,,,ban_2064,half_2518,9781416978923,9781416978923,240,210,5/24/11,"May. 24th, 2011",Simon Pulse,Simon Pulse,The Unwritten Rule,The Unwritten Rule
ban_2073_half_2579,1,Maggie Stiefvater,Maggie Stiefvater,,,ban_2073,half_2579,9780738713700,9780738713700,336,325,10/1/08,"Oct. 8th, 2008","Llewellyn Worldwide, Ltd.",Flux,Lament: The Faerie Queen's Deception,Lament
ban_2081_half_1462,1,L. A. Meyer,Louis A. Meyer,,Paperback,ban_2081,half_1462,9780152050856,9780152050856,320,301,6/10/10,"Jun. 10th, 2010",Houghton Mifflin Harcourt,Harcourt Paperbacks,"Bloody Jack: Being an Account of the Curious Adventures of Mary Jacky Faber, Ship's Boy",Bloody Jack
ban_2082_half_1278,1,Jasmine Jones,Jasmine Jones,,,ban_2082,half_1278,9780060772529,9780060772529,144,144,12/14/04,"Dec. 1st, 2004",HarperCollins Publishers,Amistad Press,Coach Carter,Coach Carter
ban_2089_half_2053,1,Ellen Schreiber,Ellen Schreiber,,Paperback,ban_2089,half_2053,9780061778940,9780061778940,576,562,4/21/09,"Apr. 21st, 2009",HarperCollins Publishers,Katherine Tegen Books,Vampire Kisses: The Beginning,Vampire Kisses
ban_2090_half_2411,1,Brent Hartinger,Brent Hartinger,,,ban_2090,half_2411,9780060012236,9780060012236,240,226,2/17/04,"Feb. 17th, 2004",HarperCollins Publishers,HarperTempest,Geography Club,Geography Club
ban_2099_half_2800,1,Daria Snadowsky,Daria Snadowsky,,,ban_2099,half_2800,9780440239444,9780440239444,272,264,9/23/08,"Sep. 23rd, 2008",Random House Children's Books,Delacorte Press Books for Young Readers,Anatomy of a Boyfriend,Anatomy of a Boyfriend
ban_2104_half_848,1,Joseph Ciarrochi,Joseph Ciarrochi,,,ban_2104,half_848,9781608821938,9781608821938,152,152,6/1/12,"Jun. 1st, 2012",New Harbinger Publications,Instant Help Books,Get Out of Your Mind and Into Your Life for Teens: A Guide to Living an Extraordinary Life,Get Out of Your Mind and Into Your Life for Teens
ban_2108_half_1825,1,J. K. Rowling,J. K. Rowling,,,ban_2108,half_1825,9788478888849,9788478888849,893,893,2/21/04,"Feb. 21st, 2004","Publicaciones y Ediciones Salamandra, S.A.",Emece Editores,Harry Potter y la Orden del F��nix,Harry Potter y la Orden del Fenix = Harry Potter and the Order of the Phoenix
ban_2113_half_1719,1,Justina Chen Headley,Justina Chen Headley,,,ban_2113,half_1719,9780316025065,9780316025065,373,373,2/17/10,"Feb. 1st, 2010","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",North of Beautiful,North of Beautiful
ban_2128_half_3014,1,Julie Chibbaro,Julie Chibbaro,,,ban_2128,half_3014,9780689857393,9780689857393,304,293,2/21/12,"Feb. 21st, 2012",Atheneum Books for Young Readers,Atheneum Books for Young Readers,Deadly,Deadly
ban_2130_half_2734,1,Mary E. Pearson,Mary E. Pearson,,,ban_2130,half_2734,9780152045692,9780152045692,240,240,10/28/02,"Oct. 1st, 2002",Houghton Mifflin Harcourt,Graphia Books,Scribbler of Dreams,Scribbler of Dreams
ban_2131_half_2548,1,Sonya Sones,Sonya Sones,,,ban_2131,half_2548,9780064462181,9780064462181,160,160,4/28/06,"Jan. 23rd, 2001",HarperCollins Publishers,HarperTempest,Stop Pretending: What Happened when My Big Sister Went Crazy,Stop Pretending
ban_2133_half_2250,1,Ron Koertge,Ron Koertge,,,ban_2133,half_2250,9780763629397,9780763629397,128,116,2/14/06,"Feb. 14th, 2006",Candlewick Press,Candlewick Press (MA),Shakespeare Bats Cleanup,Shakespeare Bats Cleanup
ban_2135_half_2376,1,Clemence McLaren,Clemence McLaren,,,ban_2135,half_2376,9780689873973,9780689873973,208,199,8/31/04,"Aug. 31st, 2004",Simon Pulse,Simon Pulse,Inside the Walls of Troy,Inside the Walls of Troy
ban_2143_half_1976,1,Sarah Mlynowski,Sarah Mlynowski,,,ban_2143,half_1976,9780061701269,9780061701269,368,357,6/19/12,"Jun. 19th, 2012",HarperCollins Publishers,Harper Teen,Ten Things We Did,Ten Things We Did
ban_2148_half_1508,1,Roald Dahl,Roald Dahl,,,ban_2148,half_1508,9780141310343,9780141310343,224,224,1/28/02,"Jan. 14th, 2002",Penguin Young Readers Group,Puffin Books,Skin and Other Stories,Skin and Other Stories
ban_2153_half_2706,1,Brodi Ashton,Brodi Ashton,,,ban_2153,half_2706,9780062071149,9780062071149,370,400,12/26/12,"Dec. 26th, 2012",HarperCollins Publishers,Balzer & Bray/Harperteen,Everneath,Everneath
ban_2155_half_3094,1,Philip Pullman,Philip Pullman,,Paperback,ban_2155,half_3094,9780375843693,9780375843693,64,64,9/25/07,"Sep. 25th, 2007",Random House Children's Books,Alfred A. Knopf Books for Young Readers,Lyra's Oxford,Lyra's Oxford
ban_2158_half_1738,1,Francesca Lia Block,Francesca Lia Block,,,ban_2158,half_1738,9780060736255,9780060736255,128,128,7/6/04,"Jul. 6th, 2004",HarperCollins Publishers,Harper Teen,Weetzie Bat,Weetzie Bat
ban_2165_half_2406,1,Cameron Dokey,Cameron Dokey,,,ban_2165,half_2406,9781442422834,9781442422834,640,640,2/7/12,"Feb. 7th, 2012",Simon Pulse,Simon Pulse,Once: Before Midnight; Golden; Wild Orchid,Once
ban_2168_half_2601,1,Rachel Caine,Rachel Caine,,,ban_2168,half_2601,9780451229731,9780451229731,243,256,4/27/10,"Apr. 27th, 2010",Penguin Publishing Group,Signet Book,Kiss of Death,Kiss of Death
ban_2174_half_2192,1,April Lindner,April Lindner,,,ban_2174,half_2192,9780316084192,9780316084192,400,400,9/5/11,"Sep. 5th, 2011","Little, Brown Books for Young Readers",Poppy Books,Jane,Jane
ban_2177_half_2076,1,Mercedes Lackey,Mercedes Lackey,,,ban_2177,half_2076,9780765317636,9780765317636,304,304,4/2/13,"Apr. 2nd, 2013",Tom Doherty Associates,Tor Books,Sacrifices,Shadow Grail #3
ban_2199_half_1027,1,James Howe,James Howe,,,ban_2199,half_1027,9781416926849,9781416926849,288,278,9/26/06,"Sep. 1st, 2006",Atheneum Books for Young Readers,Simon Pulse,13: Thirteen Stories That Capture the Agony and Ecstasy of Being Thirteen,13
ban_2211_half_681,1,Jenny Downham,Jenny Downham,,,ban_2211,half_681,9780385751834,9780385751834,336,326,5/26/09,"May. 26th, 2009",Random House Children's Books,David Fickling Books,Before I Die,Before I Die
ban_2214_half_1176,1,Thomas E. Sniegoski,Thomas E. Sniegoski,,Paperback,ban_2214,half_1176,9781442423497,9781442423497,384,359,9/6/11,"Sep. 6th, 2011",Simon Pulse,Simon Pulse,End of Days,End of Days
ban_2217_half_2544,1,Philippa Gregory,Philippa Gregory,,,ban_2217,half_2544,9781442453456,9781442453456,315,352,1/1/13,"Apr. 23rd, 2013",Simon Pulse,Simon Pulse,Changeling,Changeling
ban_2219_half_2132,1,Harry Mazer,Harry Mazer,,,ban_2219,half_2132,9780440947974,9780440947974,192,192,1/28/81,"Jan. 15th, 1981",Random House Children's Books,Laurel Leaf Library,The Last Mission,The Last Mission
ban_2222_half_2084,1,Jodi Meadows,Jodi Meadows,,,ban_2222,half_2084,9780062060761,9780062060761,374,400,1/2/13,"Jan. 2nd, 2013",HarperCollins Publishers,Katherine Tegen Books,Incarnate,Incarnate
ban_2226_half_2594,1,Gary Paulsen,Gary Paulsen,,,ban_2226,half_2594,9780152058272,9780152058272,192,182,11/1/06,"Nov. 1st, 2006",Houghton Mifflin Harcourt,Harcourt Paperbacks,The Car,The Car
ban_2228_half_2054,1,Lisa McMann,Lisa McMann,,Paperback,ban_2228,half_2054,9781416979210,9781416979210,214,214,1/4/11,"Jan. 4th, 2011",Simon Pulse,Simon Pulse,Gone,Gone
ban_2236_half_2237,1,Geoff Herbach,Geoff Herbach,,,ban_2236,half_2237,9781402265075,9781402265075,304,290,5/1/12,"May. 1st, 2012",Sourcebooks,Sourcebooks Fire,Nothing Special,Nothing Special
