ids,label,ban_author,wor_author,ban_binding,wor_binding,ban_id,wor_id,ban_isbn,wor_isbn,ban_pages,wor_pages,ban_pubdate,wor_pubdate,ban_publisher,wor_publisher,ban_title,wor_title
ban_1706_wor_40206,1,Kimberly Derting,Kimberly Derting,,Paperback,ban_1706,wor_40206,9780061779862,9780061779862,384,358,4/17/12,(17 Apr 2012),HarperCollins Publishers,HarperCollins Publishers Inc ,Desires of the Dead,Desires of the Dead
ban_1707_wor_43838,1,Louise Rennison,Louise Rennison,,Paperback,ban_1707,wor_43838,9780064472272,9780064472272,272,272,3/20/01,(11 Apr 2006),HarperCollins Publishers,Harperteen ,"Angus, Thongs and Full-Frontal Snogging","Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson"
ban_1713_wor_3127,1,Patricia C. Wrede,"Patricia C Wrede, Caroline Stevermer",,Paperback,ban_1713,wor_3127,9780152053000,9780152053000,336,326,9/28/04,(1 Sep 2004),Houghton Mifflin Harcourt,Houghton Mifflin ,Sorcery and Cecelia or the Enchanted Chocolate Pot,Sorcery and Cecelia: Or the Enchanted Chocolate Pot
ban_1714_wor_30640,1,Katherine Applegate,Katherine Applegate,,Paperback,ban_1714,wor_30640,9781416961338,9781416961338,736,736,5/6/08,(18 Jul 2008),Simon Pulse,Simon & Schuster ,"Beach Blondes: June Dreams, July's Promise, August Magic","Beach Blondes: June Dreams, July's Promise, August Magic"
ban_1715_wor_32786,1,Courtney Summers,Courtney Summers,,Paperback,ban_1715,wor_32786,9780312656744,9780312656744,336,336,6/19/12,(13 Jul 2012),St. Martin's Press,Griffin Publishing ,This Is Not a Test,This is Not a Test
ban_1718_wor_38170,1,Claire LaZebnik,Claire LaZebnik,,Paperback,ban_1718,wor_38170,9780061921261,9780061921261,304,304,8/2/11,(12 Aug 2011),HarperCollins Publishers,HarperCollins Publishers Inc ,Epic Fail,Epic Fail
ban_1724_wor_34978,1,Carl Deuker,Carl Deuker,,Paperback,ban_1724,wor_34978,9780618735051,9780618735051,224,216,4/23/07,(23 Apr 2007),Houghton Mifflin Harcourt,"Cengage Learning, Inc ",Runner,Runner
ban_1725_wor_31188,1,Irene Hunt,Irene Hunt,,Paperback,ban_1725,wor_31188,9780425182796,9780425182796,192,192,1/28/02,(8 Jan 2002),Penguin Publishing Group,Berkley Books ,The Lottery Rose,The Lottery Rose
ban_1726_wor_32275,1,David Klass,David Klass,,Paperback,ban_1726,wor_32275,9780312653026,9780312653026,288,288,9/14/10,(14 Sep 2010),Square Fish,St Martin's Press ,You Don't Know Me,You Don't Know Me
ban_1734_wor_15686,1,Lois Duncan,Lois Duncan,,Paperback,ban_1734,wor_15686,9780316099028,9780316099028,272,272,10/3/11,(3 Oct 2011),"Little, Brown Books for Young Readers","Little, Brown & Company ",Locked in Time,Locked in Time
ban_1735_wor_29879,1,Paolo Bacigalupi,Paolo Bacigalupi,,Paperback,ban_1735,wor_29879,9780316056229,9780316056229,434,434,5/7/13,(7 May 2013),"Little, Brown Books for Young Readers","Little, Brown Books for Young Readers ",The Drowned Cities,The Drowned Cities
ban_1740_wor_30973,1,Wendy Mass,Wendy Mass,,Paperback,ban_1740,wor_30973,9780316058285,9780316058285,208,212,9/6/06,(6 Sep 2006),"Little, Brown Books for Young Readers",Little Brown and Company ,Leap Day,Leap Day
ban_1746_wor_35420,1,Marlene Perez,Marlene Perez,,Paperback,ban_1746,wor_35420,9780152064082,9780152064082,208,190,9/1/08,(1 Sep 2008),Houghton Mifflin Harcourt,Houghton Mifflin ,Dead Is the New Black,Dead Is the New Black
ban_1747_wor_1635,1,Michael A. Stackpole,Michael A. Stackpole,,Paperback,ban_1747,wor_1635,9780553579031,9780553579031,336,336,4/13/99,(1 May 1999),Random House Publishing Group,Bantam Doubleday Dell Publishing Group Inc ,Star Wars X-Wing #8: Isard's Revenge,X-Wing 008: Isard's Revenge
ban_1752_wor_33236,1,Melina Marchetta,Melina Marchett,,Paperback,ban_1752,wor_33236,9780763662608,9780763662608,608,593,2/12/13,(12 Feb 2013),Candlewick Press,Candlewick Press (MA) ,Froi of the Exiles,Froi of the Exiles
ban_1753_wor_37631,1,Brigid Kemmerer,Brigid Kemmerer,,Paperback,ban_1753,wor_37631,9780758272812,9780758272812,432,432,5/1/12,(1 May 2012),Kensington,Kensington Publishing ,Storm,Storm
ban_1757_wor_34088,1,Alison  Goodman,Alison Goodman,,Paperback,ban_1757,wor_34088,9780142417119,9780142417119,576,531,8/31/10,(31 Aug 2010),Penguin Young Readers Group,Penguin Putnam Inc ,Eon,Eon: Dragoneye Reborn
ban_1758_wor_10604,1,Stephen King,Stephen King,,Paperback,ban_1758,wor_10604,9780451167804,9780451167804,416,416,8/1/81,(31 Jan 2002),Penguin Publishing Group,Berkley Books ,Firestarter,Firestarter
ban_1763_wor_30092,1,Jordan Sonnenblick,Jordan Sonnenblick,,Paperback,ban_1763,wor_30092,9780439837095,9780439837095,272,264,1/1/10,(1 May 2010),"Scholastic, Inc.",Scholastic US ,Zen and the Art of Faking It,Zen and the Art of Faking It
ban_1767_wor_29576,1,Christopher Collier,James Lincoln Collier,,Paperback,ban_1767,wor_29576,9780440219835,9780440219835,256,256,12/28/96,(1 Dec 1996),Random House Children's Books,Laurel Leaf Library ,With Every Drop of Blood,With Every Drop of Blood: A Novel of the Civil War
ban_1775_wor_34940,1,Brian Jacques,Brian Jacques,,Paperback,ban_1775,wor_34940,9780441006939,9780441006939,384,365,1/28/00,(1 Jan 2000),Penguin Publishing Group,Penguin Putnam Inc ,Marlfox,Marlfox
ban_1778_wor_43816,1,Eishes Chayil,Eishes Chayil,,Paperback,ban_1778,wor_43816,9780802723321,9780802723321,368,368,2/28/12,(8 Nov 2012),Walker & Company,Bloomsbury Publishing USA ,Hush,Hush
ban_1781_wor_40213,1,Colleen Swaim,Colleen Swaim,,Paperback,ban_1781,wor_40213,9780764820298,9780764820298,144,132,7/1/11,(1 Jun 2011),Liguori Publications,"Liguori Publications,U.S. ",Ablaze: Stories of Daring Teen Saints,Ablaze: Stories of Daring Teen Saints
ban_1784_wor_39198,1,Alexandra Adornetto,Alexandra Adornetto,,Paperback,ban_1784,wor_39198,9781250010308,9781250010308,448,424,8/21/12,(21 Aug 2012),Square Fish,St Martin's Press ,Hades,Hades
ban_1786_wor_45641,1,Sarah Rees Brennan,Sarah Rees Brennan,,Paperback,ban_1786,wor_45641,9780375871047,9780375871047,400,370,8/26/14,(26 Aug 2014),Random House Children's Books,Ember ,Untold,Untold
ban_1787_wor_44139,1,Robert Liparulo,Robert Liparulo,,Paperback,ban_1787,wor_44139,9781595548948,9781595548948,340,352,11/30/10,(30 Nov 2010),"Nelson, Thomas, Inc.",Thomas Nelson Publishers ,Frenzy,Frenzy
ban_1788_wor_44145,1,Robert Liparulo,Robert Liparulo,,Paperback,ban_1788,wor_44145,9781595548931,9781595548931,308,320,11/30/10,(28 Oct 2010),"Nelson, Thomas, Inc.",Thomas Nelson Publishers ,Timescape,Timescape
ban_1790_wor_47505,1,L. A. Weatherly,L A Weatherly,,Paperback,ban_1790,wor_47505,9780763658465,9780763658465,464,449,12/27/11,(27 Dec 2011),Candlewick Press,"Candlewick Press,U.S. ",Angel Burn,Angel Burn
ban_1792_wor_29395,1,Marissa Meyer,Marissa Meyer,,Paperback,ban_1792,wor_29395,9781250073556,9781250073556,288,288,2/2/16,(26 Oct 2018),Square Fish,St Martin's Press ,Fairest: Levana's Story,Fairest: The Lunar Chronicles: Levana's Story
ban_1795_wor_38390,1,Susane Colasanti,Susane Colasanti,,Paperback,ban_1795,wor_38390,9780147511393,9780147511393,304,304,5/5/15,(24 Jun 2015),Penguin Young Readers Group,Penguin Books India Pvt Ltd ,Now and Forever,Now and Forever
ban_1796_wor_43671,1,Lauren Barnholdt,Lauren Barnholdt,,Paperback,ban_1796,wor_43671,9780062321411,9780062321411,304,304,6/16/15,(16 Jul 2015),HarperCollins Publishers,HarperCollins Publishers Inc ,One Moment in Time,One Moment in Time
ban_1799_wor_40211,1,Kimberly Derting,Kimberly Derting,,Paperback,ban_1799,wor_40211,9780062293619,9780062293619,384,384,4/28/15,(25 May 2015),HarperCollins Publishers,HarperCollins Publishers Inc ,The Taking,The Taking
ban_1801_wor_33697,1,Rick Yancey,Rick Yancey,,Paperback,ban_1801,wor_33697,9781481425490,9781481425490,464,464,3/31/15,(31 Mar 2015),Saga Press,Gallery / Saga Press ,The Curse of the Wendigo,The Curse of the Wendigo
ban_1803_wor_31328,1,Matt de la Pe��a,Matt de la Pen,,Paperback,ban_1803,wor_31328,9780385734257,9780385734257,288,280,3/13/07,(13 Mar 2007),Random House Children's Books,Bantam Doubleday Dell Publishing Group Inc ,Ball Don't Lie,Ball Don't Lie
ban_1805_wor_45291,1,Libbi Palmer,Libbi Palmer,,Paperback,ban_1805,wor_45291,9781608823215,9781608823215,160,144,11/1/12,(1 Nov 2012),New Harbinger Publications,New Harbinger Publications ,"The PTSD Workbook for Teens: Simple, Effective Skills for Healing Trauma","PTSD Workbook for Teens: Simple, Effective Skills for Healing Trauma"
ban_1811_wor_12350,1,H. G. Wells,H. G. Wells,,Paperback,ban_1811,wor_12350,9780553214321,9780553214321,160,157,5/28/94,(1 Jan 1920),Random House Publishing Group,Bantam Doubleday Dell Publishing Group Inc ,The Island of Dr. Moreau,Island Of Dr. Moreau
ban_1812_wor_1639,1,Michael A. Stackpole,Michael A. Stackpole,,Paperback,ban_1812,wor_1639,9780345428561,9780345428561,304,304,6/6/00,(6 Jun 2000),Random House Publishing Group,Random House USA Inc ,Star Wars The New Jedi Order #3: Dark Tide II: Ruin,Dark Tide: Ruin
ban_1814_wor_28684,1,Scott O'Dell,Scott O'Dell,,Paperback,ban_1814,wor_28684,9780618966424,9780618966424,208,191,5/5/08,(5 May 2008),Houghton Mifflin Harcourt,"Cengage Learning, Inc ","Streams to the River, River to the Sea","Streams to the River, River to the Sea"
ban_1817_wor_47171,1,Lisa Schroeder,Lisa Schroeder,,Paperback,ban_1817,wor_47171,9781416991748,9781416991748,432,413,4/19/11,(1 Jul 2011),Simon Pulse,Simon & Schuster ,Chasing Brooklyn,Chasing Brooklyn
ban_1821_wor_32140,1,Gina Damico,Gina Damico,,Paperback,ban_1821,wor_32140,9780544108844,9780544108844,336,326,9/10/13,(10 Sep 2013),Houghton Mifflin Harcourt,Houghton Mifflin ,Rogue,Rogue
ban_1842_wor_38755,1,Melissa Darnell,Melissa Darnell,,Paperback,ban_1842,wor_38755,9780373210350,9780373210350,432,431,10/25/11,(25 Oct 2011),Harlequin,Harlequin Teen ,Crave,Crave
ban_1850_wor_33418,1,Aim��e Carter,Aimee Carter,,Paperback,ban_1850,wor_33418,9780373210268,9780373210268,304,293,4/19/11,(19 Apr 2011),Harlequin,HarperCollins Publishers ,The Goddess Test,The Goddess Test
ban_1863_wor_13229,1,Anne McCaffrey,Anne McCaffrey,,Paperback,ban_1863,wor_13229,9780441010202,9780441010202,304,304,1/28/03,(1 Jul 2006),Penguin Publishing Group,Penguin Putnam Inc ,Freedom's Ransom,Freedom's Ransom
ban_1865_wor_6448,1,Anne McCaffrey,Anne McCaffrey,,Paperback,ban_1865,wor_6448,9780441005314,9780441005314,336,327,6/28/98,(1 Jul 2006),Penguin Publishing Group,Penguin Putnam Inc ,Freedom's Choice,Freedom's Choice
ban_1868_wor_34571,1,Ying Chang Compestine,Ying Chang Compestine,,Paperback,ban_1868,wor_34571,9780312581497,9780312581497,272,248,9/29/09,(29 Sep 2009),Square Fish,Square Fish ,Revolution Is Not a Dinner Party,Revolution Is Not a Dinner Party
ban_1870_wor_38322,1,Holly Goldberg Sloan,Holly Goldberg Sloan,,Paperback,ban_1870,wor_38322,9780316122764,9780316122764,416,392,6/12/12,(14 Aug 2012),"Little, Brown Books for Young Readers","Little, Brown & Company ",I'll Be There,I'll Be There
ban_1873_wor_35178,1,Allison van Diepen,Allison Van Diepen,,Paperback,ban_1873,wor_35178,9781442481657,9781442481657,320,285,9/3/13,(1 Oct 2013),Simon Pulse,Simon & Schuster ,Snitch,Snitch
ban_1874_wor_9592,1,David Eddings,"David Eddings, Leigh Eddings",,Paperback,ban_1874,wor_9592,9780345403957,9780345403957,736,723,6/28/96,(1 Jan 1999),Random House Publishing Group,Random House USA Inc ,Belgarath the Sorcerer,Belgarth the Sorcerer
ban_1876_wor_8392,1,Mercedes Lackey,Mercedes Lackey,,Paperback,ban_1876,wor_8392,9780886774004,9780886774004,320,320,1/28/88,(27 Aug 1998),DAW,Penguin Putnam Inc ,Arrow's Fall,Arrow's Fall
ban_1878_wor_1379,1,Diane Duane,Diane Duane,,Paperback,ban_1878,wor_1379,9780152162504,9780152162504,400,400,6/28/01,(1 Jun 2001),Houghton Mifflin Harcourt,Houghton Mifflin ,So You Want to Be a Wizard: The First Book in the Young Wizards Series,So You Want to Be a Wizard
ban_1881_wor_32372,1,Beth Revis,Beth Revis,,Paperback,ban_1881,wor_32372,9781595145376,9781595145376,416,404,11/21/12,(21 Nov 2012),Penguin Young Readers Group,Razorbill ,A Million Suns,A Million Suns
ban_1883_wor_43040,1,Tera Lynn Childs,Tera Lynn Childs,,Paperback,ban_1883,wor_43040,9780061914676,9780061914676,336,293,6/28/11,(16 Sep 2011),HarperCollins Publishers,HarperCollins Publishers Inc ,Forgive My Fins,Forgive My Fins
ban_1884_wor_32787,1,Courtney Summers,Courtney Summers,,Paperback,ban_1884,wor_32787,9780312573805,9780312573805,256,224,1/5/10,(4 Jan 2010),St. Martin's Press,Griffin Publishing ,Some Girls Are,Some Girls are
ban_1886_wor_32143,1,Gina Damico,Gina Damico,,Paperback,ban_1886,wor_32143,9780547624570,9780547624570,332,332,9/25/12,(25 Sep 2012),Houghton Mifflin Harcourt,Houghton Mifflin ,Scorch,Scorch
ban_1902_wor_44769,1,Cameron Dokey,Cameron Dokey,,Paperback,ban_1902,wor_44769,9781416937760,9781416937760,240,240,3/6/07,(7 May 2007),Simon Pulse,Simon & Schuster ,The Storyteller's Daughter: A Retelling of ''The Arabian Nights'',The Storyteller's Daughter: Once Upon a Time
ban_1905_wor_43667,1,Lauren Barnholdt,Lauren Barnholdt,,Paperback,ban_1905,wor_43667,9781442413153,9781442413153,336,312,6/12/12,(1 Jul 2012),Simon Pulse,Simon & Schuster ,Sometimes It Happens,Sometimes It Happens
ban_1908_wor_38673,1,Barbara Cooper,Barbara Cooper,,Paperback,ban_1908,wor_38673,9781572246140,9781572246140,144,130,5/1/08,(1 Jul 2008),New Harbinger Publications,New Harbinger Publications ,"The Social Success Workbook for Teens: Skill-Building Activities for Teens with Nonverbal Learning Disorder, Asperger's Disorder, and Other Social-Skill Problems","Social Success Workbook For Teens: Skill-Building Activities for Teens with Nonverbal Learning Disorder, Asperger's Disorder, and Other Social-Skill Problems"
ban_1909_wor_838,1,A. C. Crispin,A. C. Crispin,,Paperback,ban_1909,wor_838,9780553574159,9780553574159,336,306,5/28/97,(1 Aug 1997),Random House Publishing Group,Bantam Doubleday Dell Publishing Group Inc ,Star Wars The Han Solo Trilogy #1: The Paradise Snare,Han Solo Tril#1: Paradise Snare
ban_1913_wor_36875,1,Andrea Cremer,Andrea Cremer,,Paperback,ban_1913,wor_36875,9780147508607,9780147508607,352,307,11/4/14,(4 Nov 2014),Penguin Young Readers Group,Speak ,Snakeroot,Snakeroot
ban_1922_wor_12474,1,Aaron Allston,Aaron Allston,,Paperback,ban_1922,wor_12474,9780553578942,9780553578942,403,403,2/28/98,(1 May 1998),Random House Publishing Group,Bantam Doubleday Dell Publishing Group Inc ,Star Wars X-Wing #5: Wraith Squadron,X-Wing 005: Wraith Squadron
ban_1928_wor_36877,1,Andrea Cremer,Andrea Cremer,,Paperback,ban_1928,wor_36877,9780142424933,9780142424933,480,430,1/8/13,(8 Jan 2013),Penguin Young Readers Group,Penguin Putnam Inc ,Rift,Rift
ban_1932_wor_5924,1,Kaye Gibbons,Kaye Gibbons,,Paperback,ban_1932,wor_5924,9780060760250,9780060760250,272,254,7/5/05,(5 Jul 2005),HarperCollins Publishers,Harper Perennial ,Charms for the Easy Life,Charms for the Easy Life
ban_1934_wor_36383,1,Caragh M. O'Brien,Caragh M O'Brien,,Paperback,ban_1934,wor_36383,9781250034281,9781250034281,336,336,9/3/13,(3 Sep 2013),Square Fish,Square Fish ,Promised,Promised: The Birthmarked Trilogy
ban_1936_wor_48509,1,Laura Hillman,Laura Hillman,,Paperback,ban_1936,wor_48509,9781416953661,9781416953661,288,288,2/19/08,(9 Oct 2009),Simon Pulse,Simon & Schuster ,I Will Plant You a Lilac Tree: A Memoir of a Schindler's List Survivor,I Will Plant You a Lilac Tree: A Memoir of a Schindler's List Survivor
ban_1938_wor_44137,1,Robert Liparulo,Robert Liparulo,,Paperback,ban_1938,wor_44137,9781595548924,9781595548924,314,320,11/30/10,(28 Oct 2010),"Nelson, Thomas, Inc.",Thomas Nelson Publishers ,Whirlwind,Whirlwind
ban_1941_wor_40208,1,Kimberly Derting,Kimberly Derting,,Paperback,ban_1941,wor_40208,9780062082237,9780062082237,416,416,4/15/14,(15 Apr 2014),HarperCollins Publishers,HarperCollins ,Dead Silence,Dead Silence
ban_1942_wor_7432,1,David Eddings,David Eddings,,Paperback,ban_1942,wor_7432,9780345367693,9780345367693,448,448,6/28/90,(13 Jun 1990),Random House Publishing Group,Random House USA Inc ,The Diamond Throne,The Diamond Throne
ban_1945_wor_31309,1,Ellen Schreiber,Ellen Schreiber,,Paperback,ban_1945,wor_31309,9780061288869,9780061288869,208,208,5/19/09,(23 May 2009),HarperCollins Publishers,HarperCollins Publishers Inc ,The Coffin Club,The Coffin Club
ban_1954_wor_18608,1,William Sleator,William Sleator,,Paperback,ban_1954,wor_18608,9780140345803,9780140345803,176,176,10/21/04,(25 Apr 1991),Penguin Young Readers Group,Penguin Books Ltd ,House of Stairs,Sleator William : House of Stairs
ban_1957_wor_33273,1,Danica McKellar,Danica McKellar,,Paperback,ban_1957,wor_33273,9780452298743,9780452298743,432,432,7/2/13,(2 Jul 2013),Penguin Publishing Group,Penguin Putnam Inc ,Girls Get Curves: Geometry Takes Shape,Girls Get Curves: Geometry Takes Shape: Geometry Takes Shape
ban_1960_wor_33344,1,Linda Crew,Linda Crew,,Paperback,ban_1960,wor_33344,9780440210221,9780440210221,240,213,8/28/91,(1 Nov 1991),Random House Children's Books,Bantam Doubleday Dell Publishing Group Inc ,Children of the River,Children Of The River
ban_1961_wor_12160,1,Hermann Hesse,"Hermann Hesse, Clara Winston",,Paperback,ban_1961,wor_12160,9780312278496,9780312278496,576,558,12/6/02,(10 Jan 2005),Picador,Picador USA ,The Glass Bead Game,The Glass Bead Game
ban_1965_wor_31256,1,Joan Bauer,Joan Bauer,,Paperback,ban_1965,wor_31256,9780142414309,9780142414309,256,247,6/25/09,(25 Jun 2009),Penguin Young Readers Group,Penguin Putnam Inc ,Peeled,Peeled
ban_1966_wor_31055,1,Simone Elkeles,Simone Elkeles,,Paperback,ban_1966,wor_31055,9780738718682,9780738718682,302,302,9/28/10,(8 Sep 2010),"Llewellyn Worldwide, Ltd.",North Star Editions ,Return to Paradise,Return to Paradise
ban_1968_wor_42499,1,Cris Beam,Cris Beam,,Paperback,ban_1968,wor_42499,9780316053600,9780316053600,352,336,11/13/12,(13 Nov 2012),"Little, Brown Books for Young Readers","Little, Brown & Company ",I Am J,I Am J
ban_1973_wor_30668,1,Jennifer Estep,Jennifer Estep,,Paperback,ban_1973,wor_30668,9780758266941,9780758266941,368,368,12/1/11,(1 Dec 2011),Kensington,Kensington Publishing ,Kiss of Frost,Kiss Of Frost
ban_1975_wor_33237,1,Melina Marchetta,Melina Marchett,,Paperback,ban_1975,wor_33237,9780375829833,9780375829833,256,243,5/9/06,(9 May 2006),Random House Children's Books,Random House USA Inc ,Saving Francesca,Saving Francesca
ban_1981_wor_47889,1,Lisa Mantchev,Lisa Mantchev,,Paperback,ban_1981,wor_47889,9780312608668,9780312608668,384,356,4/13/10,(13 Apr 2010),Square Fish,Square Fish ,"Eyes Like Stars: Theatre Illuminata, Act I",Eyes Like Stars
ban_1989_wor_25141,1,Lou Holtz,Lou Holtz,,Paperback,ban_1989,wor_25141,9781933495095,9781933495095,128,128,9/28/07,(1 Sep 2007),Ave Maria Press,Ave Maria Press ,Teen's Game Plan for Life,Teen's Game Plan for Life
ban_1994_wor_1343,1,Kenneth Oppel,Kenneth Oppel,,Paperback,ban_1994,wor_1343,9781442403161,9781442403161,298,298,5/22/12,(22 May 2012),Simon & Schuster Books For Young Readers,Simon & Schuster Books for Young Readers ,This Dark Endeavor,This Dark Endeavor
ban_1998_wor_36975,1,Rita Williams-Garcia,Rita Williams-Garci,,Paperback,ban_1998,wor_36975,9780060760939,9780060760939,169,169,12/21/10,(1 Jan 2011),HarperCollins Publishers,HarperCollins Publishers Inc ,Jumped,Jumped
ban_2004_wor_35416,1,Marlene Perez,Marlene Perez,,Paperback,ban_2004,wor_35416,9780547345932,9780547345932,252,240,5/2/11,(2 May 2011),Houghton Mifflin Harcourt,Houghton Mifflin ,Dead Is Not an Option,Dead Is Not an Option
ban_2010_wor_7773,1,Tom Clancy,"Tom Clancy, Steve Pieczenik, Jeff Rovin",,Paperback,ban_2010,wor_7773,9780425190913,9780425190913,400,387,6/24/03,(24 Jun 2003),Penguin Publishing Group,Penguin Putnam Inc ,Tom Clancy's Op-Center #10: Sea of Fire,Sea of Fire
ban_2012_wor_7213,1,Tom Clancy,"Tom Clancy, Steve Pieczenik, Jeff Rovin",,Paperback,ban_2012,wor_7213,9780425150146,9780425150146,448,448,11/28/95,(30 Oct 1997),Penguin Publishing Group,Penguin Putnam Inc ,Tom Clancy's Op-Center #2: Mirror Image,Ops Center:Mirror Image
ban_2014_wor_41342,1,Jennifer Echols,Jennifer Echols,,Paperback,ban_2014,wor_41342,9781416571735,9781416571735,256,256,3/17/09,(20 Apr 2009),MTV Books,MTV Books ,Going Too Far,Going Too Far
ban_2036_wor_46981,1,Daria Snadowsky,Daria Snadowsky,,Paperback,ban_2036,wor_46981,9780385737999,9780385737999,240,229,3/11/14,(11 Mar 2014),Random House Children's Books,Ember ,Anatomy of a Single Girl,Anatomy of a Single Girl
ban_2041_wor_44454,1,Benjamin Alire S��enz,Benjamin Alire Saenz,,Paperback,ban_2041,wor_44454,9781935955092,9781935955092,304,304,4/3/12,(19 Apr 2012),Cinco Puntos Press,"Cinco Puntos Press,U.S. ",Last Night I Sang to the Monster,Last Night I Sang to the Monster
ban_2053_wor_29964,1,Caroline B. Cooney,Caroline B Cooney,,Paperback,ban_2053,wor_29964,9780385738651,9780385738651,272,263,5/12/09,(12 May 2009),Random House Children's Books,Ember ,Goddess of Yesterday: A Tale of Troy,Goddess of Yesterday: A Tale of Troy
ban_2059_wor_20824,1,Bobbie Ann Mason,Bobbie Ann Mason,,Paperback,ban_2059,wor_20824,9780060835170,9780060835170,272,272,8/2/05,(2 Aug 2005),HarperCollins Publishers,HarperCollins Publishers Inc ,In Country,In Country
ban_2063_wor_10963,1,Stephen R. Lawhead,Stephen R. Lawhead,,Paperback,ban_2063,wor_10963,9780380781041,9780380781041,400,400,8/28/08,(1 Oct 2008),HarperCollins Publishers,HarperCollins Publishers Inc ,Grail,Grail: Book Five of the Pendragon Cycle
ban_2070_wor_20649,1,Carl Hiaasen,Carl Hiaasen,,Paperback,ban_2070,wor_20649,9780307930590,9780307930590,288,304,12/1/15,(1 Dec 2015),Random House Children's Books,Ember ,Skink--No Surrender,Skink--No Surrender
ban_2071_wor_38012,1,Meg Cabot,Meg Cabot,,Paperback,ban_2071,wor_38012,9780061543654,9780061543654,304,268,5/27/08,(27 May 2008),HarperCollins Publishers,HarperCollins Publishers Inc ,Princess in Training,"The Princess Diaries, Volume VI: Princess in Training"
ban_2075_wor_37478,1,Cynthia Voigt,Cynthia Voigt,,Paperback,ban_2075,wor_37478,9781442428799,9781442428799,256,247,3/6/12,(6 Mar 2012),Atheneum Books for Young Readers,Simon & Schuster ,Dicey's Song,Dicey's Song
ban_2076_wor_1636,1,Michael A. Stackpole,Michael A. Stackpole,,Paperback,ban_2076,wor_1636,9780553578737,9780553578737,577,577,6/1/99,(1 Jan 1920),Random House Publishing Group,Bantam Doubleday Dell Publishing Group Inc ,"Star Wars I, Jedi","Star Wars: I, Jedi"
ban_2078_wor_4513,1,Robin McKinley,Robin McKinley,,Paperback,ban_2078,wor_4513,9780515138818,9780515138818,416,405,12/28/04,(18 Nov 2010),Penguin Publishing Group,Penguin Putnam Inc ,Sunshine,Sunshine
ban_2079_wor_1653,1,Michael A. Stackpole,Michael A. Stackpole,,Paperback,ban_2079,wor_1653,9780553568028,9780553568028,368,357,5/28/96,(1 Aug 1996),Random House Publishing Group,Bantam Doubleday Dell Publishing Group Inc ,Star Wars X-Wing #2: Wedge's Gamble,X-Wing 002: Wedges Gamble
ban_2085_wor_37280,1,Lisa McMann,Lisa McMann,,Paperback,ban_2085,wor_37280,9781442466289,9781442466289,272,272,5/6/14,(1 Jun 2014),Simon Pulse,Simon & Schuster ,Bang,Bang
ban_2090_wor_44822,1,Brent Hartinger,Brent Hartinger,,Paperback,ban_2090,wor_44822,9780060012236,9780060012236,240,226,2/17/04,(17 Feb 2004),HarperCollins Publishers,Harper Teen ,Geography Club,Geography Club
ban_2092_wor_31321,1,Ellen Schreiber,Ellen Schreiber,,Paperback,ban_2092,wor_31321,9780061689444,9780061689444,208,181,5/17/11,(17 May 2011),HarperCollins Publishers,HarperCollins Publishers Inc ,Love Bites,Love Bites
ban_2095_wor_8501,1,Anne McCaffrey,Anne McCaffrey,,Paperback,ban_2095,wor_8501,9780441735761,9780441735761,336,328,2/28/12,(1 Jul 2006),Penguin Publishing Group,Penguin Putnam Inc ,The Rowan,The Rowan
ban_2100_wor_1385,1,Diane Duane,Diane Duane,,Paperback,ban_2100,wor_1385,9780152162443,9780152162443,368,368,6/28/01,(1 Jun 2001),Houghton Mifflin Harcourt Publishing,Houghton Mifflin ,High Wizardry: The Third Book in the Young Wizards Series,High Wizardry
ban_2104_wor_34839,1,Joseph Ciarrochi,Joseph Ciarrochi,,Paperback,ban_2104,wor_34839,9781608821938,9781608821938,152,136,6/1/12,(1 Jan 2003),New Harbinger Publications,New Harbinger Publications ,Get Out of Your Mind and Into Your Life for Teens: A Guide to Living an Extraordinary Life,Get Out of Your Mind and Into Your Life for Teens: A Guide to Living an Extraordinary Life
ban_2107_wor_40448,1,Megan Carle,Jill Carle,,Paperback,ban_2107,wor_40448,9781580087520,9781580087520,176,176,2/28/06,(1 Feb 2006),Potter/Ten Speed/Harmony,Random House USA Inc ,Teens Cook Dessert,Teens Cook Dessert
ban_2110_wor_15465,1,Rachel Harris,Rachel Harris,,Paperback,ban_2110,wor_15465,9781939392282,9781939392282,256,256,9/30/14,(30 Sep 2014),Spencer Hill Press,Spencer Hill Press ,The Fine Art of Pretending,The Fine Art of Pretending
ban_2131_wor_42217,1,Sonya Sones,Sonya Sones,,,ban_2131,wor_42217,9780064462181,9780064462181,160,160,4/28/06,(12 Jul 2016),HarperCollins Publishers,HarperCollins Publishers Inc ,Stop Pretending: What Happened when My Big Sister Went Crazy,Stop Pretending: What Happened When My Big Sister Went Crazy
ban_2133_wor_43970,1,Ron Koertge,Ron Koertge,,Paperback,ban_2133,wor_43970,9780763629397,9780763629397,128,116,2/14/06,(1 Mar 2006),Candlewick Press,"Candlewick Press,U.S. ",Shakespeare Bats Cleanup,Shakespear Bats Cleanup
ban_2134_wor_9590,1,David Eddings,David Eddings,,Paperback,ban_2134,wor_9590,9780345338716,9780345338716,384,384,8/28/86,(12 Aug 1986),Random House Publishing Group,Random House USA Inc ,Enchanters' End Game,Enchanters' End Game
