ids,ban_author,wor_author,ban_binding,wor_binding,ban_id,wor_id,ban_isbn,wor_isbn,ban_pages,wor_pages,ban_pubdate,wor_pubdate,ban_publisher,wor_publisher,ban_title,wor_title,label
ban_2916_wor_24108,Alex Ferguson,Alex Ferguson,,Paperback,ban_2916,wor_24108,9780340919408,9780340919408,416,448,11/15/2014,(23 Oct 2014),"Hodder  Stoughton, Ltd.",Hodder & Stoughton ,Alex Ferguson: My Autobiography,ALEX FERGUSON My Autobiography: The autobiography of the legendary Manchester United manager,1
ban_1158_wor_32043,Lauren Kate,Lauren Kate,,Paperback,ban_1158,wor_32043,9780385742665,9780552567527,480,400,10/28/14,(29 Apr 2015),Random House Children's Books,Random House Children's Publishers UK ,Teardrop,Waterfall,0
ban_829_wor_38086,Rachel Caine,Rachel Caine,,Paperback,ban_829,wor_38086,9780451237934,9780749040550,400,512,10/2/12,(1 May 2012),Penguin Publishing Group,Allison & Busby ,Black Dawn,Black Dawn,0
ban_392_wor_31198,Irene Hunt,Irene Hunt,,,ban_392,wor_31198,9780425182789,9781538459348,224,-1,1/28/02,(1 Jun 2017),Penguin Publishing Group,Blackstone Audiobooks ,Across Five Aprils,Across Five Aprils,0
ban_3515_wor_24816,Flavius Josephus,Flavius Josephus,,Hardback,ban_3515,wor_24816,2940016536170,9781371248628,-1,-1,08/25/2015,(27 Aug 2016),Unforgotten Classics,Wentworth Press ,"Complete Flavius Josephus Collection: Antiquities of the Jews, Autobiography of Josephus, An Extract Out Of Josephus's Discourse To The Greeks Concerning Hades, The Wars of the Jews","The Works of Flavius Josephus ... Containing Twenty Books of the Jewish Antiquities, Seven Books of the Jewish War, and the Life of Josephus; Volume 1",0
ban_433_wor_43640,Spectrum,Spectrum,,Paperback,ban_433,wor_43640,9781483812113,9780769630144,160,160,8/15/14,(1 Sep 2003),"Carson-Dellosa Publishing Company, Incorporated",Spectrum ,"Spectrum Language Arts, Grade 7","Florida Test Prep, Grade 4",0
ban_1001_wor_39397,Melissa Marr,Melissa Marr,,Paperback,ban_1001,wor_39397,9780061214677,9780007354986,352,192,4/29/08,(4 Aug 2011),HarperCollins Publishers,HarperCollins Publishers ,Wicked Lovely,"Wicked Lovely, Volume 2: Challenge",0
ban_1230_wor_43669,Lauren Barnholdt,Lauren Barnholdt,,Paperback,ban_1230,wor_43669,9780062321398,9780062321398,304,304,5/12/15,(12 May 2015),HarperCollins Publishers,HarperCollins Publishers Inc ,Heat of the Moment,Heat of the Moment,1
ban_2316_wor_38403,Susane Colasanti,Susane Colasanti,,Paperback,ban_2316,wor_38403,9780142411551,9781407130842,336,320,5/1/08,(3 May 2012),Penguin Young Readers Group,Scholastic ,When It Happens,When It Happens,0
ban_2780_wor_44850,Alyxandra Harvey,Alyxandra Harvey,,Paperback,ban_2780,wor_44850,9780802734297,9780802734297,496,-1,1/8/13,(8 Jan 2013),Walker & Company,Walker & Co ,Blood Prophecy,Blood Prophecy,1
ban_1249_wor_41343,Jennifer Echols,Jennifer Echols,,Paperback,ban_1249,wor_41343,9781439178232,9781439178232,292,256,7/20/10,(1 Aug 2010),MTV Books,MTV Books ,Forget You,Forget You,1
ban_773_wor_35219,Miranda Kenneally,Miranda Kenneally,,Paperback,ban_773,wor_35219,9781492622239,9781492622239,304,304,7/7/15,(7 Jul 2015),Sourcebooks,"Sourcebooks, Inc ",Jesse's Girl,Jesse's Girl,1
ban_85_wor_28771,Neal Shusterman,Neal Shusterman,,Hardback,ban_85,wor_28771,9781416912057,9780606107006,352,335,6/2/09,(2 Jun 2009),Simon & Schuster Books For Young Readers,Turtleback Books ,Unwind,Unwind,0
ban_2593_wor_38175,Claire LaZebnik,Claire LaZebnik,,Paperback,ban_2593,wor_38175,9780062252302,9780062252302,368,368,4/21/15,(25 May 2015),HarperCollins Publishers,HarperCollins Publishers Inc ,Wrong About the Guy,Wrong About the Guy,1
ban_603_wor_30374,Ellen Hopkins,Ellen Hopkins,,Paperback,ban_603,wor_30374,9781416983316,9781416983316,624,624,2/11/14,(1 Mar 2014),Margaret K. McElderry Books,Simon & Schuster ,Tilt,Tilt,1
ban_2012_wor_7213,Tom Clancy,"Tom Clancy, Steve Pieczenik, Jeff Rovin",,Paperback,ban_2012,wor_7213,9780425150146,9780425150146,448,448,11/28/95,(30 Oct 1997),Penguin Publishing Group,Penguin Putnam Inc ,Tom Clancy's Op-Center #2: Mirror Image,Ops Center:Mirror Image,1
ban_1162_wor_35722,Coe Booth,Coe Booth,,Hardback,ban_1162,wor_35722,9780439838801,9780756981228,320,310,9/1/07,(1 Sep 2007),"Scholastic, Inc.",Perfection Learning ,Tyrell,Tyrell,0
ban_138_wor_32757,David Levithan,David Levithan,,Paperback,ban_138,wor_32757,9780307931894,9781405264426,384,384,9/10/13,(29 Aug 2013),Random House Children's Books,Egmont UK Ltd ,Every Day,Every Day,0
ban_42_wor_28263,Markus Zusak,Markus Zusak,,Paperback,ban_42,wor_28263,9780375842207,9780375842207,576,552,9/11/07,(22 Sep 2007),Random House Children's Books,Random House USA Inc ,The Book Thief,The Book Thief,1
ban_398_wor_29657,Stephenie Meyer,Stephenie Meyer,,Paperback,ban_398,wor_29657,9780316024969,9781905654604,608,512,5/31/08,(27 Oct 2009),"Little, Brown Books for Young Readers","Little, Brown Book Group ",New Moon,New Moon,0
ban_3533_wor_23660,James Weldon Johnson,James Weldon Johnson,,Hardback,ban_3533,wor_23660,2940148402671,9781374907768,-1,214,09/10/2013,(25 May 2017),Civitas Media LLC,Pinnacle Press ,The Autobiography of an Ex-Colored Man,The Book of American Negro Poetry,0
ban_2136_wor_31411,Catherine Fisher,Catherine Fisher,,Paperback,ban_2136,wor_31411,9780142426784,9781444926323,384,400,2/24/15,(11 Feb 2016),Penguin Young Readers Group,Hachette Children's Group ,The Slanted Worlds,Shakespeare Quartet: The Speed of Darkness: Book 4,0
ban_641_wor_31903,Colleen Houck,Colleen Houck,,Paperback,ban_641,wor_31903,9781454902492,9781454902492,456,402,5/1/12,(1 May 2012),Splinter,Sterling Publishing Co Inc ,Tiger's Curse,Tiger's Curse,1
ban_2329_wor_42996,Malinda Lo,Malinda Lo,,Paperback,ban_2329,wor_42996,9780316197984,9780316197984,386,416,9/3/13,(3 Sep 2013),"Little, Brown Books for Young Readers","Little, Brown & Company ",Adaptation,Adaptation,1
ban_624_wor_31231,Cinda Williams Chima,Cinda Williams Chim,,Paperback,ban_624,wor_31231,9780786839179,9780786839179,448,426,2/27/07,(11 Mar 2008),Disney-Hyperion,Hyperion ,The Warrior Heir,Warrior Heir,1
ban_4035_wor_23474,Theodore Roosevelt,Eleanor Roosevelt,,Paperback,ban_4035,wor_23474,9781502958662,9781786994462,536,584,03/05/2015,(15 Oct 2018),CreateSpace Publishing,Zed Books Ltd ,Theodore Roosevelt; an Autobiography,The Autobiography of Eleanor Roosevelt,0
ban_488_wor_38458,Jennifer E. Smith,Jennifer E Smith,,Paperback,ban_488,wor_38458,9780316212816,9780316212816,432,432,12/24/13,(24 Dec 2013),"Little, Brown Books for Young Readers","Little, Brown & Company ",This Is What Happy Looks Like,This Is What Happy Looks Like,1
ban_227_wor_31568,Karen Blumenthal,Karen Blumenthal,,Hardback,ban_227,wor_31568,9781250014450,9781250015570,320,310,2/14/12,(14 Feb 2012),Square Fish,St Martin's Press ,Steve Jobs: The Man Who Thought Different,Steve Jobs: The Man Who Thought Different: A Biography,0
ban_389_wor_8178,Wilkie Collins,Wilkie Collins,,Paperback,ban_389,wor_8178,9781593082802,9780140620245,672,576,5/1/05,(24 Feb 1994),Barnes & Noble,Penguin Books Ltd ,The Woman in White,The Woman in White,0
ban_2687_wor_36958,Sara Zarr,Sara Zarr,,Hardback,ban_2687,wor_36958,9780316217507,9780316217491,288,288,6/16/15,(24 Dec 2013),"Little, Brown Books for Young Readers","Little, Brown & Company ",Roomies,Roomies,0
ban_422_wor_30028,Gayle Forman,Gayle Forman,,Paperback,ban_422,wor_30028,9780147518163,9780147518163,-1,-1,4/14/15,(14 Apr 2015),Penguin Young Readers Group,Speak ,Just One Day Collection,Just One Day Collection,1
ban_412_wor_29882,Paolo Bacigalupi,Paolo Bacigalupi,,Paperback,ban_412,wor_29882,9780316056199,9780316056199,352,352,10/3/11,(3 Oct 2011),"Little, Brown Books for Young Readers","Little, Brown Books for Young Readers ",Ship Breaker,Ship Breaker,1
ban_1152_wor_33517,Suzanne Weyn,Suzanne Weyn,,Hardback,ban_1152,wor_33517,9780545425308,9780545425292,208,208,9/24/13,(1 Nov 2012),"Scholastic, Inc.",Scholastic US ,The Bar Code Prophecy,The Bar Code Prophecy,0
ban_204_wor_29749,Jennifer L. Armentrout,Jennifer L Armentrout,,Paperback,ban_204,wor_29749,9781622662647,9781633756946,500,300,8/5/14,(1 Nov 2016),"Entangled Publishing, LLC",Entangled Publishing ,Opposition,Opposition,0
ban_1609_wor_41388,Josh Shipp,Josh Shipp,,Paperback,ban_1609,wor_41388,9780312641542,9780312641542,304,285,8/17/10,(17 Aug 2010),St. Martin's Press,St Martin's Press ,"The Teen's Guide to World Domination: Advice on Life, Liberty, and the Pursuit of Awesomeness","The Teen's Guide to World Domination: Advice on Life, Liberty, and the Pursuit of Awesomeness",1
ban_1859_wor_29737,Tavi Gevinson,Tavi Gevinson,,Paperback,ban_1859,wor_29737,9781595148261,9781770461123,352,296,10/21/14,(10 Sep 2012),Penguin Young Readers Group,Drawn and Quarterly ,Rookie Yearbook One,Rookie Yearbook One,0
ban_77_wor_6118,J. K. Rowling,J K Rowling,,Paperback,ban_77,wor_6118,9780439064873,9780439420105,352,448,8/28/00,(1 Nov 2002),"Scholastic, Inc.",Scholastic US ,Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets,0
ban_7313_wor_33928,Michael Harris,Michael Harris,,Paperback,ban_7313,wor_33928,9781591847922,9781591847922,256,256,,(4 Aug 2015),Penguin Publishing Group,Penguin Books Ltd ,The End of Absence: Reclaiming What We've Lost in a World of Constant Connection,The End of Absence: Reclaiming What We've Lost in a World of Constant Connection,1
ban_646_wor_44710,Eoin Colfer,Eoin Colfer,,Paperback,ban_646,wor_44710,9781423124948,9781423114079,432,128,8/11/09,(1 Aug 2009),Disney-Hyperion,Hyperion ,Artemis Fowl; The Lost Colony,Artemis Fowl the Arctic Incident Graphic Novel,0
ban_2349_wor_40201,Kimberly Derting,Kimberly Derting,,Hardback,ban_2349,wor_40201,9781442445604,9781442445598,368,341,12/31/13,(1 Jan 2013),Margaret K. McElderry Books,Margaret K. McElderry Books ,The Essence,The Essence,0
ban_2827_wor_37334,Kashmira Sheth,Kashmira Sheth,,Paperback,ban_2827,wor_37334,9780786838608,9780786838608,304,272,3/17/09,(1 Mar 2009),Disney-Hyperion,Hyperion ,Keeping Corner,Keeping Corner,1
ban_347_wor_28292,Sean Covey,Sean Covey,,Paperback,ban_347,wor_28292,9781476764689,9781476764665,240,288,5/27/14,(1 Jun 2014),Touchstone,Simon & Schuster ,The 7 Habits of Highly Effective Teens Personal Workbook,The 7 Habits of Highly Effective Teens,0
ban_1648_wor_25525,Chris Crutcher,Chris Crutcher,,Paperback,ban_1648,wor_25525,9780060094904,9780060094904,304,304,3/13/03,(1 Jul 2003),HarperCollins Publishers,HarperCollins Publishers Inc ,Crazy Horse Electric Game,Crazy Horse Electric Game,1
ban_979_wor_26569,Lewis Carroll,Lewis Carroll,,,ban_979,wor_26569,9780141321073,9781846071164,176,-1,6/19/08,(7 Aug 2006),Penguin Young Readers Group,"BBC Audio, A Division Of Random House ",Alice's Adventures in Wonderland,Alice's Adventures In Wonderland,0
ban_1086_wor_6265,Lee Strobel,Lee Strobel,,Paperback,ban_1086,wor_6265,9780310745648,9780310254751,128,95,6/24/14,(14 Jan 2004),Zondervan,Zondervan ,The Case for Christ Student Edition: A Journalist's Personal Investigation of the Evidence for Jesus,The Case for Easter: A Journalist Investigates the Evidence for the Ressurrection,0
ban_2156_wor_31315,Ellen Schreiber,Ellen Schreiber,,Paperback,ban_2156,wor_31315,9780061778988,9780061778988,208,179,4/21/09,(2 May 2009),HarperCollins Publishers,HarperCollins Publishers Inc ,Dance with a Vampire,Vampire Kisses 4: Dance with a Vampire,1
ban_437_wor_30045,Julie Kagawa,Julie Kagaw,,Paperback,ban_437,wor_30045,9780373210916,9780373210916,352,348,10/29/13,(29 Oct 2013),Harlequin,Harlequin Teen ,The Iron Traitor,The Iron Traitor,1
ban_221_wor_30210,Susan Beth Pfeffer,Susan Beth Pfeffer,,Paperback,ban_221,wor_30210,9780152061548,9780439944335,347,352,5/1/08,(5 Mar 2007),Houghton Mifflin Harcourt,Scholastic ,Life As We Knew It,Life as We Knew it,0
ban_2546_wor_38756,Melissa Darnell,Melissa Darnell,,Paperback,ban_2546,wor_38756,9780373210879,9780373210879,384,372,8/27/13,(27 Aug 2013),Harlequin,Harlequin Teen ,Consume,Consume,1
ban_1638_wor_4955,Hermann Hesse,"Hermann Hesse, David Horrocks",,Paperback,ban_1638,wor_4955,9780312278670,9780141192093,224,272,12/28/02,(5 Apr 2012),Picador,Penguin Books Ltd ,Steppenwolf,Steppenwolf,0
ban_1677_wor_37196,Laura Resau,Laura Resau,,Hardback,ban_1677,wor_37196,9780375859632,9780385907613,368,-1,3/13/12,(8 Mar 2011),Random House Children's Books,Delacorte Press ,The Queen of Water,The Queen of Water,0
ban_1594_wor_36177,Cynthia Hand,Cynthia Hand,,Paperback,ban_1594,wor_36177,9780061996191,9780061996214,407,448,12/26/12,(2 Jan 2014),HarperCollins Publishers,HarperCollins Publishers Inc ,Hallowed: An Unearthly Novel,Boundless,0
ban_1886_wor_32143,Gina Damico,Gina Damico,,Paperback,ban_1886,wor_32143,9780547624570,9780547624570,332,332,9/25/12,(25 Sep 2012),Houghton Mifflin Harcourt,Houghton Mifflin ,Scorch,Scorch,1
ban_710_wor_8577,C. S. Lewis,C. S. Lewis,,Paperback,ban_710,wor_8577,9780064471091,9780064471091,272,272,3/28/02,(25 Jun 1994),HarperCollins Publishers,Zondervan ,The Silver Chair,The Silver Chair,1
ban_4147_wor_27597,Cornell Woolrich,Cornell George Hopley Woolrich,,Paperback,ban_4147,wor_27597,9780879725365,9780879725365,170,168,06/01/1991,(30 Oct 2011),University of Wisconsin Press,University of Wisconsin Press ,Blues of a Lifetime: The Autobiography of Cornell Woolrich,Blues of a Lifetime: The Autobiography of Cornell Woolrich,1
ban_419_wor_29103,Kristin Cashore,Kristin Cashore,,Hardback,ban_419,wor_29103,9780142415917,9780606230858,528,461,1/25/11,(25 Jan 2011),Penguin Young Readers Group,Turtleback Books ,Fire,Fire,0
ban_1792_wor_29395,Marissa Meyer,Marissa Meyer,,Paperback,ban_1792,wor_29395,9781250073556,9781250073556,288,288,2/2/16,(26 Oct 2018),Square Fish,St Martin's Press ,Fairest: Levana's Story,Fairest: The Lunar Chronicles: Levana's Story,1
ban_2639_wor_31666,Lisi Harrison,Lisi Harrison,,Paperback,ban_2639,wor_31666,9780316035811,9780316035811,206,206,10/5/10,(5 Oct 2010),"Little, Brown Books for Young Readers",Poppy Books ,Belle of the Brawl,Belle of the Brawl,1
ban_1071_wor_17226,Isabel Allende,Isabel Allende,,Paperback,ban_1071,wor_17226,9780060816193,9788497935715,304,220,9/6/05,(1 Mar 2005),HarperCollins Publishers,DEBOLSILLO ,El bosque de los pigmeos,El Bosque de los Pigmeos,0
ban_1806_wor_37125,Alan Lawrence Sitomer,Alan Lawrence Sitomer,,Hardback,ban_1806,wor_37125,9781423100317,9781423133155,304,40,9/2/08,(17 Apr 2012),Disney-Hyperion,Disney-Hyperion ,Homeboyz,Daddies Do It Different,0
ban_3812_wor_26814,Paul Galvin,Paul Galvin,,Paperback,ban_3812,wor_26814,9781473509740,9781848272057,272,272,10/30/2014,(30 Oct 2014),Transworld Publishers Limited,Transworld Publishers Ltd ,In My Own Words: The Autobiography,In My Own Words: The Autobiography,0
ban_653_wor_44709,Eoin Colfer,Eoin Colfer,,Paperback,ban_653,wor_44709,9781423108375,9781423145493,448,112,8/11/09,(15 Jul 2014),Disney-Hyperion,Disney-Hyperion ,Artemis Fowl: The Time Paradox,Artemis Fowl: The Opal Deception: The Graphic Novel,0
ban_2592_wor_31965,Kimberly Willis Holt,Kimberly Willis Holt,,Paperback,ban_2592,wor_31965,9780312660956,9780312660956,224,200,2/15/11,(1 Dec 2014),Square Fish,St Martin's Press ,My Louisiana Sky,My Louisiana Sky,1
ban_2767_wor_11273,Roddy Doyle,Roddy Doyle,,Paperback,ban_2767,wor_11273,9780679721741,9780679721741,176,165,7/28/89,(17 Jul 1989),Knopf Doubleday Publishing Group,Random House USA Inc ,The Commitments,Commitments,1
ban_1139_wor_8081,Timothy Zahn,Timothy Zahn,,Paperback,ban_1139,wor_8081,9780553578799,9780553578799,720,694,9/1/99,(24 Sep 1999),Random House Publishing Group,Bantam Doubleday Dell Publishing Group Inc ,Star Wars The Hand of Thrawn #2: Vision of the Future,Hand Of Thrawn 02: Vision Of The Future,1
ban_2988_wor_25007,"Ian Poulter, Isabelle Grey",Ian Poulter,,Paperback,ban_2988,wor_25007,9781782066903,9781782066897,-1,320,10/23/2014,(2 Oct 2014),Quercus Publishing,Quercus Publishing ,No Limits: My Autobiography,No Limits: My Autobiography,0
ban_912_wor_45769,Jodi Lynn Anderson,Jodi Lynn Anderson,,Paperback,ban_912,wor_45769,9780062003263,9781408330449,292,304,7/2/13,(3 Oct 2013),HarperCollins Publishers,Hachette Children's Group ,Tiger Lily,Tiger Lily,0
ban_1977_wor_34545,Tamora Pierce,Tamora Pierce,,Paperback,ban_1977,wor_34545,9780590396431,9780439842983,312,464,4/28/02,(26 May 2015),"Scholastic, Inc.",Scholastic Inc. ,Street Magic,Battle Magic,0
ban_568_wor_38492,Morgan Matson,Morgan Matson,,Paperback,ban_568,wor_38492,9781416990680,9781471125324,468,480,5/7/13,(7 May 2015),Simon & Schuster Books For Young Readers,Simon & Schuster Ltd ,Second Chance Summer,Second Chance Summer,0
ban_1863_wor_13229,Anne McCaffrey,Anne McCaffrey,,Paperback,ban_1863,wor_13229,9780441010202,9780441010202,304,304,1/28/03,(1 Jul 2006),Penguin Publishing Group,Penguin Putnam Inc ,Freedom's Ransom,Freedom's Ransom,1
ban_933_wor_33358,Virginia Euwer Wolff,Virginia Euwer Wolff,,Paperback,ban_933,wor_33358,9780805080704,9780805080704,208,200,5/2/06,(2 May 2006),Square Fish,St Martin's Press ,Make Lemonade,Make Lemonade,1
ban_609_wor_3938,Jack Canfield,"Jack Canfield, Mark Victor Hansen, Kimberly Kirberger",,Hardback,ban_609,wor_3938,9781623610463,9780606324175,336,317,8/28/12,(28 Aug 2012),"Backlist, LLC - a unit of Chicken Soup of the Soul Publishing LLC",Turtleback Books ,"Chicken Soup for the Teenage Soul: Stories of Life, Love and Learning","Chicken Soup for the Teenage Soul: Stories of Life, Love and Learning",0
ban_5_wor_13936,Harper Lee,Harper Lee,,Paperback,ban_5,wor_13936,9780061120084,9780099466734,336,320,5/23/06,(5 Feb 2004),HarperCollins Publishers,Vintage Publishing ,To Kill a Mockingbird,To Kill a Mockingbird,0
ban_2643_wor_2189,Arthur Conan Doyle,Sir Arthur Conan Doyle,,Paperback,ban_2643,wor_2189,9780140439076,9780008110468,160,176,10/28/01,(15 Jan 2015),Penguin Publishing Group,HarperCollins Publishers ,The Sign of Four,The Sign of the Four,0
ban_3666_wor_28147,John Bunyan,John Bunyan,,Paperback,ban_3666,wor_28147,9780199554980,9780199554980,336,336,12/15/2008,(1 Sep 2008),"Oxford University Press, USA",Oxford University Press ,Grace Abounding: With Other Spiritual Autobiographies,Grace Abounding: with Other Spiritual Autobiographies,1
ban_1503_wor_48347,Patrick Carman,Patrick Carman,,Paperback,ban_1503,wor_48347,9780062085771,9780062085771,400,371,1/28/14,(28 Jan 2014),HarperCollins Publishers,Katherine Tegen Books ,Pulse,Pulse,1
ban_11927_wor_41911,Sarah Harper,Sarah Miller,,Paperback,ban_11927,wor_41911,9781486156924,9781442408517,124,240,,(1 Dec 2010),Emereo Pty Ltd,Simon & Schuster ,Juniper Networks Certified Associate Junos Secrets to Acing the Exam and Successful Finding and Landing Your Next Juniper Networks Certi,Miss Spitfire,0
ban_859_wor_11655,Robert Jordan,Robert Jordan,,Hardback,ban_859,wor_11655,9780812513752,9780312854287,1024,716,11/1/95,(1 Dec 1994),Tom Doherty Associates,St Martin's Press ,Lord of Chaos,Lord of Chaos,0
ban_2049_wor_14104,Patricia  McCormick,Patricia Cornwell,,Paperback,ban_2049,wor_14104,9780061730924,9780007552498,199,496,2/15/11,(14 Jul 2016),HarperCollins Publishers,HarperCollins Publishers ,Purple Heart,Depraved Heart,0
ban_1158_wor_32052,Lauren Kate,Lauren Kate,,Paperback,ban_1158,wor_32052,9780385742665,9780385742665,480,480,10/28/14,(28 Oct 2014),Random House Children's Books,Ember ,Teardrop,Teardrop,1
ban_913_wor_34597,Seymour Reit,Seymour Reit,,Paperback,ban_913,wor_34597,9780152164270,9780152164270,144,144,8/28/01,(1 Aug 2001),Houghton Mifflin Harcourt,Houghton Mifflin ,"Behind Rebel Lines: The Incredible Story of Emma Edmonds, Civil War Spy","Behind Rebel Lines: The Incredible Story of Emma Edmonds, Civil War Spy",1
ban_2262_wor_34976,Carl Deuker,Carl Deuker,,Paperback,ban_2262,wor_34976,9780544439559,9780544439559,288,288,4/7/15,(1 Jul 2015),Houghton Mifflin Harcourt,Houghton Mifflin ,High Heat,High Heat,1
ban_1293_wor_36835,Katie Alender,Katie Alender,,Hardback,ban_1293,wor_36835,9780545835626,9780545639972,320,312,7/28/15,(1 Dec 2014),"Scholastic, Inc.",Scholastic US ,Famous Last Words,Famous Last Words,0
ban_2180_wor_33699,Rick Yancey,Rick Yancey,,Paperback,ban_2180,wor_33699,9781481425506,9781481425506,576,576,6/30/15,(30 Jun 2015),Saga Press,Gallery / Saga Press ,The Isle of Blood,The Isle of Blood,1
ban_752_wor_13191,Eleanor H. Ayer,Eleanor Ayer,,Paperback,ban_752,wor_13191,9780689832369,9780689832369,256,244,3/28/00,(15 Sep 2000),Aladdin,Simon & Schuster Australia ,Parallel Journeys,Parallel Journeys,1
ban_1006_wor_33884,Michael A. Tompkins,Michael A. Tompkins,,Paperback,ban_1006,wor_33884,9781433804502,9781433804502,196,128,4/15/09,(15 Nov 2009),American Psychological Association,American Psychological Association ,My Anxious Mind: A Teen's Guide to Managing Anxiety and Panic,My Anxious Mind: A Teen's Guide to Managing Anxiety and Panic,1
ban_733_wor_28643,Merriam-Webster,"Merriam-Webster, Inc.",,Paperback,ban_733,wor_28643,9780877798552,9780877795674,672,-1,5/1/10,(1 Jun 2011),"Merriam-Webster, Inc.",Merriam-Webster ,Merriam-Webster's Vocabulary Builder,Merriam-Webster's Easy Learning French Idioms,0
ban_1269_wor_40719,Melissa de la Cruz,Melissa de la Cruz,,Paperback,ban_1269,wor_40719,9781423125952,9781423125952,944,944,10/13/09,(1 Oct 2009),Disney-Hyperion,Hyperion ,"Blue Bloods Box Set, Books 1 - 3",Blue Bloods 3-Book Boxed Set,1
ban_2988_wor_25004,"Ian Poulter, Isabelle Grey",Ian Poulter,,Paperback,ban_2988,wor_25004,9781782066903,9781782066910,-1,336,10/23/2014,(4 Jun 2015),Quercus Publishing,Quercus Publishing ,No Limits: My Autobiography,No Limits: My Autobiography,0
ban_137_wor_30284,Julia Alvarez,Julia Alvarez,,Paperback,ban_137,wor_30284,9781565129764,9781565129764,352,339,1/12/10,(1 Jan 2010),Algonquin Books of Chapel Hill,Algonquin Books ,In the Time of the Butterflies,In the Time of the Butterflies,1
ban_342_wor_28846,Lauren Oliver,Lauren Oliver,,Paperback,ban_342,wor_28846,9780062014542,9781444723007,432,368,2/4/14,(26 Sep 2013),HarperCollins Publishers,Hodder & Stoughton ,Requiem,Requiem,0
ban_2279_wor_45643,Sarah Rees Brennan,Sarah Rees Brennan,,Paperback,ban_2279,wor_45643,9780375871054,9780375871054,384,384,9/22/15,(22 Sep 2015),Random House Children's Books,Ember ,Unmade,Unmade,1
ban_688_wor_13610,Jack Canfield,"Jack Canfield, Kent Healy",,Paperback,ban_688,wor_13610,9780757307270,9780757307270,304,272,4/15/08,(15 Apr 2008),"Health Communications, Incorporated",Health Communications ,The Success Principles for Teens: How to Get from Where You Are to Where You Want to Be,The Success Principles for Teens: How to Get From Where You Are to Where You Want to Be,1
ban_23_wor_4020,Stephen Chbosky,Stephen Chbosky,,Paperback,ban_23,wor_4020,9781451696196,9781451696196,224,224,8/14/12,(1 Aug 2012),MTV Books,Simon & Schuster ,The Perks of Being a Wallflower,The Perks of Being a Wallflower,1
ban_1649_wor_31255,Joan Bauer,Joan Bauer,,Hardback,ban_1649,wor_31255,9780142404256,9780756957780,208,201,6/2/05,(2 Jun 2005),Penguin Young Readers Group,Perfection Learning ,Rules of the Road,Rules of the Road,0
ban_717_wor_42193,Kody Keplinger,Kody Keplinger,,Paperback,ban_717,wor_42193,9780316175555,9780316175555,288,288,11/6/12,(6 Nov 2012),"Little, Brown Books for Young Readers","Little, Brown & Company ",Shut Out,Shut Out,1
ban_2687_wor_36960,Sara Zarr,Sara Zarr,,Paperback,ban_2687,wor_36960,9780316217507,9781444780154,288,288,6/16/15,(2 Jan 2014),"Little, Brown Books for Young Readers",Hodder & Stoughton ,Roomies,Roomies,0
ban_1148_wor_47586,Josh Lieb,Josh Lieb,,Paperback,ban_1148,wor_47586,9781595143549,9781595143549,304,304,9/7/10,(4 Jan 2016),Penguin Young Readers Group,Penguin Putnam Inc ,I Am a Genius of Unspeakable Evil and I Want to Be Your Class President,I am a Genius of Unspeakable Evil,1
ban_892_wor_29656,Stephenie Meyer,Stephenie Meyer,,Paperback,ban_892,wor_29656,9780316228527,9781907411175,224,192,9/25/12,(14 May 2011),"Little, Brown Books for Young Readers","Little, Brown Book Group ",The Short Second Life of Bree Tanner: An Eclipse Novella,The Short Second Life Of Bree Tanner: An Eclipse Novella,0
ban_2441_wor_44316,Trent Reedy,Trent Reedy,,Paperback,ban_2441,wor_44316,9780545543682,9780545543682,384,384,12/30/14,(30 Dec 2014),"Scholastic, Inc.",Arthur A. Levine Books ,Divided We Fall,Divided We Fall,1
ban_3239_wor_27559,Graham Roumieu,Graham Roumieu,,,ban_3239,wor_27559,9780916397845,9780916397845,44,44,03/10/2003,(1 Mar 2003),"Manic D Press, Inc.","Manic D Press,U.S. ",In Me Own Words: The Autobiography of Bigfoot,In Me Own Words: The Autobiography of Bigfoot,1
ban_2447_wor_8699,Hans Peter Richter,"Hans Richter, Edite Kroll",,Paperback,ban_2447,wor_8699,9780140322057,9780140322057,160,160,5/28/87,(27 Aug 1987),Penguin Young Readers Group,Penguin Books Ltd ,Friedrich,Friedrich,1
ban_2485_wor_10783,Madeleine L'Engle,Madeleine L'Engle,,Hardback,ban_2485,wor_10783,9781250003430,9780374386139,800,216,10/16/12,(1 Jan 1962),Square Fish,"Farrar, Straus and Giroux (Byr) ",A Wrinkle in Time Trilogy,A Wrinkle in Time,0
ban_446_wor_31606,Sheri Van Dijk,Sheri Van Dijk,,Paperback,ban_446,wor_31606,9781572248830,9781608820870,160,200,3/1/11,(1 Jan 2003),New Harbinger Publications,New Harbinger Publications ,"Don't Let Your Emotions Run Your Life for Teens: Dialectical Behavior Therapy Skills for Helping You Manage Mood Swings, Control Angry Outbursts, and Get Along with Others",Calming the Emotional Storm: Using Dialectical Behaviour Skills to Manage Your Emotions and Balance Your Life,0
ban_2099_wor_46979,Daria Snadowsky,Daria Snadowsky,,Paperback,ban_2099,wor_46979,9780440239444,9780440239444,272,264,9/23/08,(23 Sep 2008),Random House Children's Books,Random House USA Inc ,Anatomy of a Boyfriend,Anatomy of a Boyfriend,1
