ids,bx_author,half_author,bx_binding,half_binding,bx_id,half_id,bx_isbn,half_isbn,bx_pages,half_pages,bx_pubdate,half_pubdate,bx_publisher,half_publisher,bx_title,half_title,label
bx_187054_half_1881,Neil Gaiman,Neil Gaiman,,,bx_187054,half_1881,9780060575915,9780060575915,-1,194,2004,"May. 4th, 2004",HarperTrophy,HarperTrophy,Coraline,Coraline,1
bx_103474_half_305,GARY PAULSEN,Gary Paulsen,,,bx_103474,half_305,9780440227502,9780440407539,-1,144,1998,"Jan. 1st, 1993",Laurel Leaf,Yearling Books,The River,The River,0
bx_78531_half_102,J. R. R. Tolkien,J. R. R. Tolkien,,,bx_78531,half_102,9780788789823,9780618150823,-1,352,2001,"Sep. 25th, 2001",Recorded Books,Graphia Books,The Hobbit,The Hobbit,0
bx_28306_half_1192,Herge,Herge,,Paperback,bx_28306,half_1192,9780316358330,9780316358330,-1,62,1974,"Jun. 30th, 1974","Little, Brown","Little, Brown Books for Young Readers",The Crab with the Golden Claws,The Adventures of Tintin,1
bx_18662_half_362,ROBERT CORMIER,Robert Cormier,,,bx_18662,half_362,9780440944591,9780440944591,-1,272,1986,"Aug. 1st, 1986",Laurel Leaf,Laurel Leaf Library,The Chocolate War,The Chocolate War,1
bx_28297_half_1010,Herge,Herge,,Paperback,bx_28297,half_1010,9780316358354,9780316358354,-1,62,1975,"Apr. 30th, 1975","Little, Brown","Little, Brown Books for Young Readers",The Black Island,The Adventures of Tintin,1
bx_114394_half_2202,Alison Hart,Alison Hart,,,bx_114394,half_2202,9780375802638,9780375802638,-1,272,2001,"Mar. 27th, 2001",Random House Children's Books,Random House Children's Books,Shadow Horse,Shadow Horse,1
bx_128995_half_439,Jack Gantos,Jack Gantos,,,bx_128995,half_439,9780374399887,9780374430894,-1,199,2002,"Sep. 8th, 2004",Farrar Straus Giroux,Farrar Straus Giroux,Hole in My Life,Hole in My Life,0
bx_18875_half_2564,M. T. Anderson,M. T. Anderson,,,bx_18875,half_2564,9780763615673,9780763631789,-1,188,2001,"Jan. 22nd, 2008",Candlewick Press (MA),Candlewick Press (MA),Burger Wuss,Burger Wuss,0
bx_1585_half_32,Scott O'Dell,Scott O'Dell,,,bx_1585,half_32,9780440940005,9780440439882,-1,192,1978,"Feb. 28th, 1987",Laure Leaf,Yearling Books,Island of the Blue Dolphins,Island of the Blue Dolphins,0
bx_60463_half_833,Walter Dean Myers,Walter Dean Myers,,,bx_60463,half_833,9780064470667,9780064406239,-1,224,1990,"Dec. 8th, 1995",HarperTrophy,HarperTrophy,Scorpions,Scorpions,0
bx_27390_half_112,Todd Strasser,Todd Strasser,,,bx_27390,half_112,9780440993711,9780440993711,-1,144,1981,"Sep. 15th, 1981",Laure Leaf,Laurel Leaf Library,The Wave,The Wave,1
bx_250396_half_2433,D. J. Machale,D. J. MacHale,,,bx_250396,half_2433,9780689869112,9780689869112,-1,448,2004,"Aug. 3rd, 2004",Aladdin,Aladdin Paperbacks,Black Water,Black Water,1
bx_160731_half_2325,Nat Hentoff,Nat Hentoff,,,bx_160731,half_2325,9780440918141,9780440918141,-1,176,1983,"Jul. 1st, 1983",Laure Leaf,Laurel Leaf Library,The Day They Came to Arrest the Book,The Day They Came to Arrest the Book,1
bx_40202_half_1776,Anne Isaacs,Anne Isaacs,,,bx_40202,half_1776,9780590603645,9780590603645,-1,188,2002,"Oct. 1st, 2002",Scholastic Paperbacks,Scholastic Signature,Torn Thread,Torn Thread,1
bx_74071_half_876,Esther Hautzig,Esther Hautzig,,,bx_74071,half_876,9780064405775,9780064405775,-1,256,1995,"May. 12th, 1995",HarperTrophy,HarperCollins,The Endless Steppe : Growing Up in Siberia,The Endless Steppe,1
bx_33217_half_91,Lewis Carroll,Lewis Carroll,,,bx_33217,half_91,9780486275437,9780486275437,-1,96,1993,"May. 20th, 1993",Dover Publications,Dover Publications,Alice's Adventures in Wonderland/With All the Original Illustrations by Sir John Tenniel,Alice's Adventures in Wonderland,1
bx_184284_half_644,Gordon Korman,Gordon Korman,,Paperback,bx_184284,half_644,9780786807697,9780786815937,-1,262,2002,"Aug. 9th, 2004",Hyperion Books for Children,Hyperion Books for Children,Son of the Mob,Son of the Mob,0
bx_28594_half_358,Rodman Philbrick,Rodman Philbrick,,,bx_28594,half_358,9780439087599,9780439087599,-1,223,2002,"Mar. 1st, 2002",Scholastic Signature,Scholastic Signature,The Last Book in the Universe,The Last Book in the Universe,1
bx_138642_half_1375,Anne McCaffrey,Anne McCaffrey,,,bx_138642,half_1375,9780553103007,9780689860089,-1,208,1977,"Apr. 1st, 2003",Bantam Books,Aladdin Paperbacks,Dragonsong,Dragonsong,0
bx_80621_half_1424,Alice Hoffman,Alice Hoffman,,,bx_80621,half_1424,9780439443845,9780545204118,-1,116,2003,"Feb. 1st, 2010",Scholastic,Scholastic,Green Angel,Green Angel,0
bx_123620_half_693,James Patterson,James Patterson,,,bx_123620,half_693,9781570420290,9780446545242,-1,242,1995,"Feb. 26th, 2013",Time Warner Audio Major,Grand Central Publishing,Kiss the Girls,Angel,0
bx_207903_half_2887,Karen Cushman,Karen Cushman,,,bx_207903,half_2887,9780440418221,9780440418221,-1,176,2002,"Mar. 12th, 2002",Yearling Books,Yearling Books,Matilda Bone,Matilda Bone,1
bx_26844_half_2188,Ursula K. Le Guin,Ursula K. Le Guin,Paperback,,bx_26844,half_2188,9780553268478,9780689845345,-1,259,1984,"Sep. 1st, 2001",Bantam,Simon Pulse,The Farthest Shore,The Farthest Shore,0
bx_135519_half_970,Darren Shan,Darren Shan,,Paperback,bx_135519,half_970,9780316606080,9780316606080,-1,240,2003,"Apr. 1st, 2003","Little, Brown","Little, Brown Young Readers",Cirque Du Freak #3: Tunnels of Blood : Book 3 in the Saga of Darren Shan,Tunnels of Blood,1
bx_105691_half_100,Mildred D. Taylor,Mildred D. Taylor,,,bx_105691,half_100,9780140384512,9780140384512,-1,276,1997,"Feb. 1st, 1997",Speak,Speak,"Roll of Thunder, Hear My Cry","Roll of Thunder, Hear My Cry",1
bx_177226_half_1800,Catherine Clark,Catherine Clark,,,bx_177226,half_1800,9780060097578,9780060097578,-1,176,2002,"Sep. 30th, 2002",HarperEntertainment,HarperEntertainment,"Gilmore Girls: I Do, Don't I?",Gilmore Girls,1
bx_5649_half_4,LOUIS SACHAR,Louis Sachar,,,bx_5649,half_4,9780440414803,9780440414803,-1,240,2000,"May. 9th, 2000",Yearling,Yearling Books,Holes,Holes,1
bx_16262_half_1247,Robert Cormier,Robert Cormier,,,bx_16262,half_1247,9780440219033,9780440219033,-1,112,1994,"Apr. 1st, 1994",Laure Leaf,Laurel Leaf Library,Tunes for Bears to Dance to,Tunes for Bears to Dance to,1
bx_14683_half_2148,N. J. Dawood,N. J. Dawood,,Paperback,bx_14683,half_2148,9780140367829,9780140367829,-1,208,1997,"Apr. 1st, 1997",Puffin Books,Puffin Books,Aladdin and Other Tales from the Arabian Nights,Aladdin and Other Tales from the Arabian Nights,1
bx_23230_half_1376,Jack London,Jack London,,,bx_23230,half_1376,9780689856747,9780689856747,-1,160,2003,"Feb. 1st, 2003",Aladdin Library,Aladdin Paperbacks,The Call of the Wild,The Call of the Wild,1
bx_7237_half_25,Christopher Paul Curtis,Christopher Paul Curtis,,,bx_7237,half_25,9780440413288,9780440413288,-1,256,2002,"Jan. 8th, 2002",Yearling,Yearling Books,"Bud, Not Buddy","Bud, Not Buddy",1
bx_5438_half_1642,Bill Cleaver,Vera Cleaver,,,bx_5438,half_1642,9780064470056,9780064470056,-1,224,1989,"Oct. 6th, 1989",HarperTrophy,HarperTrophy,Where the Lilies Bloom,Where the Lilies Bloom,1
bx_14925_half_2982,Bruce Coville,Jane Yolen,,,bx_14925,half_2982,9780152022686,9780152022686,-1,272,1999,"Jul. 26th, 1999",Harcourt Paperbacks,Harcourt Paperbacks,Armageddon Summer,Armageddon Summer,1
bx_190237_half_2482,Kenneth Oppel,Kenneth Oppel,,Paperback,bx_190237,half_2482,9780689849930,9781416949992,-1,320,2003,"Mar. 1st, 2008",Simon  Schuster Children's Publishing,Simon & Schuster Books for Young Readers,Firewing,Firewing,0
bx_17271_half_1589,Cecily Von Ziegesar,Cecily Von Ziegesar,,Paperback,bx_17271,half_1589,9780316910330,9780316910330,-1,208,2002,"Apr. 1st, 2002","Little, Brown",Poppy Books,Gossip Girl #1 : A Novel by Cecily von Ziegesar,Gossip Girl,1
bx_10282_half_2391,T. A. Barron,T. A. Barron,,Paperback,bx_10282,half_2391,9780441006687,9780441006687,-1,284,1999,"Oct. 31st, 1999",Ace Books,Ace Books,The Lost Years of Merlin,The Lost Years of Merlin,1
bx_34319_half_1199,Roald Dahl,Roald Dahl,,,bx_34319,half_1199,9780141311425,9780142413838,-1,209,2001,"Feb. 1st, 2009",Puffin Books,Puffin Books,Going Solo,Going Solo,0
bx_182203_half_1710,Jane Austen,Jane Austen,,Paperback,bx_182203,half_1710,9780451516626,9780140373370,-1,384,1961,"Oct. 1st, 1995",Signet Book,Puffin Books,Pride and Prejudice,Pride and Prejudice,0
bx_54631_half_1872,Anne McCaffrey,Anne McCaffrey,,,bx_54631,half_1872,9780689860249,9780689860072,-1,288,2003,"Apr. 1st, 2003",Simon Pulse,Aladdin Paperbacks,Dragonsinger,Dragonsinger,0
bx_17649_half_184,Jerry Spinelli,Jerry Spinelli,,,bx_17649,half_184,9780679887911,9780679887911,-1,160,1998,"Apr. 28th, 1998",Alfred A. Knopf,Alfred A. Knopf,Knots in My Yo-Yo String: The Autobiography of a Kid,Knots in My Yo-Yo String,1
bx_28307_half_1288,Herge,Herge,,Paperback,bx_28307,half_1288,9780316358439,9780316358439,-1,62,1975,"Sep. 30th, 1975","Little, Brown","Little, Brown Books for Young Readers",Prisoners of the Sun,The Adventures of Tintin,1
bx_81130_half_2347,Jack Canfield,Jack Canfield,,,bx_81130,half_2347,9781558746992,9781935096252,-1,396,1999,"Nov. 1st, 2008",Health Communications,Chicken Soup for the Soul,Chicken Soup for the Unsinkable Soul: Stories of Triumph and Overcoming Life's Obstacles,Chicken Soup for the Soul: Teens Talk High School,0
bx_60334_half_243,Scott O'Dell,Scott O'Dell,,,bx_60334,half_243,9780440227182,9780440940005,-1,197,1978,"Mar. 31st, 1978",Random House Childrens Pub,Laurel Leaf Library,Island of the Blue Dolphins,Island of the Blue Dolphins,0
bx_225278_half_985,Don L. Wulffson,Don L. Wulffson,,,bx_225278,half_985,9780142500736,9780142500736,-1,227,2003,"Jul. 14th, 2003",Penguin USA (Paper),Speak,Soldier X,Soldier X,1
bx_12565_half_668,William H. Armstrong,William Howard Armstrong,,,bx_12565,half_668,9780064400206,9780064400206,-1,128,1972,"Jun. 9th, 1995",HarperTrophy,HarperTrophy,Sounder,Sounder,1
bx_60562_half_1247,Robert T. Bakker,Robert Cormier,,,bx_60562,half_1247,9780553542523,9780440219033,-1,112,1996,"Apr. 1st, 1994",Bantam Books,Laurel Leaf Library,Raptor Red,Tunes for Bears to Dance to,0
bx_68710_half_873,Brian Jacques,Brian Jacques,,,bx_68710,half_873,9780399214240,9780441005482,-1,333,1987,"Jun. 1st, 1998",Philomel Books,Ace Books,Redwall,Redwall,0
bx_30688_half_811,Jacqueline Woodson,Jacqueline Woodson,,,bx_30688,half_811,9780698119161,9780142415535,-1,133,2001,"Jan. 7th, 2010",Speak,Speak,Miracle's Boys,Miracle's Boys,0
bx_9343_half_281,Orson Scott Card,Orson Scott Card,,,bx_9343,half_281,9780812589047,9780765342409,-1,480,1999,"May. 19th, 2002",Tor Books,Starscape Books,Ender's Game,Ender's Shadow,0
bx_258240_half_2301,Diane Gonzales Bertrand,Diane Gonzales Bertrand,,,bx_258240,half_2301,9781558852686,9781558852686,-1,128,1999,"Nov. 1st, 1999",Pinata Books,Arte Publico Press,Trino's Choice,Trino's Choice,1
bx_28564_half_540,Diana Wynne Jones,Diana Wynne Jones,,,bx_28564,half_540,9780064410342,9780064410342,-1,336,2001,"Aug. 7th, 2001",HarperTrophy,Greenwillow Books,Howl's Moving Castle,Howl's Moving Castle,1
bx_78434_half_1522,Charles Dickens,Charles Dickens,,,bx_78434,half_1522,9780679417248,9780141439747,-1,608,1992,"Apr. 29th, 2003",Everyman's Library,Penguin Books,Oliver Twist,Oliver Twist,0
bx_207921_half_1200,Roland Smith,Roland Smith,,,bx_207921,half_1200,9780786813346,9780786813346,-1,188,1999,"Jan. 1st, 1900",Hyperion Books for Children,Hyperion Books for Children,Sasquatch,Sasquatch,1
bx_4202_half_32,SCOTT O'DELL,Scott O'Dell,,,bx_4202,half_32,9780440439882,9780440439882,-1,192,1971,"Feb. 28th, 1987",Random House Children's Books,Yearling Books,Island of the Blue Dolphins,Island of the Blue Dolphins,1
bx_250905_half_1214,Jerry Spinelli,Jerry Spinelli,,,bx_250905,half_1214,9780590467315,9780590386333,-1,148,1997,"Sep. 1st, 1998",Scholastic,Scholastic,The Library Card,The Library Card,0
bx_149676_half_895,Sarah Dessen,Sarah Dessen,,,bx_149676,half_895,9780142501559,9780142501559,-1,345,2004,"Mar. 8th, 2004",Speak,Speak,This Lullaby,This Lullaby,1
bx_142029_half_217,Wendelin Van Draanen,Wendelin Van Draanen,,,bx_142029,half_217,9780375811746,9780375863479,-1,212,2001,"Aug. 10th, 2010",Alfred A. Knopf,Alfred A. Knopf Books for Young Readers,Flipped,Flipped,0
bx_24490_half_684,Jane Yolen,Jane Yolen,,,bx_24490,half_684,9780765342300,9780765342300,-1,224,2002,"Mar. 15th, 2002",Tor Teen,Tor Books,Briar Rose,Briar Rose,1
bx_39733_half_277,Antoine de Saint-Exupéry,Antoine de Saint-Exupery,,,bx_39733,half_277,9780156013987,9780156013987,-1,96,2001,"Sep. 4th, 2001",Harvest Books,Mariner Books,Le Petit Prince,Le Petit Prince,1
bx_153206_half_1813,David Macaulay,David Macaulay,,,bx_153206,half_1813,9780395329207,9780395329207,-1,74,1982,"Oct. 25th, 1982",Houghton Mifflin/Walter Lorraine Books,Houghton Mifflin Harcourt (HMH),Castle,Castle,1
bx_8530_half_354,Jane Yolen,Jane Yolen,,,bx_8530,half_354,9780140345353,9780140345353,-1,170,1990,"Oct. 1st, 1990",Puffin Books,Puffin Books,The Devil's Arithmetic,The Devil's Arithmetic,1
bx_225544_half_1652,Anthony Horowitz,Anthony Horowitz,,,bx_225544,half_1652,9780399237775,9780399254185,-1,328,2003,"Nov. 12th, 2009",Philomel Books,Philomel Books,Skeleton Key,Skeleton Key,0
bx_148076_half_1468,Karen Cushman,Karen Cushman,,,bx_148076,half_1468,9780060739423,9780064405843,-1,224,2004,"Mar. 31st, 1995",HarperTrophy,HarperTrophy,Catherine Called Birdy,"Catherine, Called Birdy",0
bx_52502_half_1945,David Macaulay,David Macaulay,,,bx_52502,half_1945,9780395349229,9780395349229,-1,112,1983,"Oct. 24th, 1983",Houghton Mifflin/Walter Lorraine Books,Houghton Mifflin Harcourt (HMH),City : A Story of Roman Planning and Construction,City,1
bx_95477_half_2795,Silver Ravenwolf,Silver RavenWolf,,,bx_95477,half_2795,9781567187250,9781567187250,-1,288,1998,"Sep. 8th, 1998",Llewellyn Publications,Llewellyn Publications,Teen Witch: Wicca for a New Generation,Teen Witch,1
bx_199673_half_936,John Marsden,John Marsden,,,bx_199673,half_936,9780330361361,9780439858021,-1,259,2000,"Oct. 1st, 2006",Pan Macmillan,Scholastic Paperbacks,The Night Is For Hunting,Darkness Be My Friend,0
bx_36186_half_1799,Jay McGraw,Jay McGraw,,,bx_36186,half_1799,9780743215466,9780743224703,-1,176,2000,"Aug. 28th, 2001",Fireside,Fireside Books,Life Strategies for Teens,Life Strategies for Teens,0
bx_110909_half_1676,Jack Canfield,Jack Canfield,,,bx_110909,half_1676,9781558749429,9781558749429,-1,400,2001,"Oct. 18th, 2001",Health Communications,Chicken Soup for the Soul,Chicken Soup for the Teenage Soul on Tough Stuff : Stories of Tough Times and Lessons Learned,Chicken Soup for the Teenage Soul on Tough Stuff,1
bx_222_half_621,ANN BRASHARES,Ann Brashares,,Paperback,bx_222,half_621,9780385730587,9780385730587,-1,336,2003,"Mar. 11th, 2003",Delacorte Books for Young Readers,Ember,Sisterhood of the Traveling Pants,Sisterhood of the Traveling Pants,1
bx_166977_half_1690,Jack Canfield,Jack Canfield,,,bx_166977,half_1690,9781583754351,9780757303135,-1,345,1999,"Sep. 7th, 2005",Garborg's Heart 'n Home,Chicken Soup for the Soul,A Little Spoonful of Chicken Soup for the Teenage Soul,Chicken Soup for the Girl's Soul,0
bx_105569_half_2107,Mark Twain,Mark Twain,,Paperback,bx_105569,half_2107,9780486411101,9780140367492,-1,288,2000,"Feb. 1st, 1996",Dover Publications,Puffin Books,The Prince and the Pauper,The Prince and the Pauper,0
bx_92684_half_411,J. K. Rowling,J. K. Rowling,,Paperback,bx_92684,half_411,9780439358071,9783551354013,-1,334,2004,"Jul. 1st, 2005",Scholastic Paperbacks,Carlsen Verlag GmbH,Harry Potter and the Order of the Phoenix,Harry Potter Und der Stein der Weisen,0
bx_40111_half_44,Elizabeth George Speare,Elizabeth George Speare,,,bx_40111,half_44,9780440479000,9780440479000,-1,144,1994,"Jul. 1st, 1984",Yearling Books,Yearling Books,The Sign of the Beaver,The Sign of the Beaver,1
bx_190453_half_996,Monica Hughes,Monica Hughes,,,bx_190453,half_996,9780671866921,9780671866921,-1,192,1993,"Jun. 30th, 1993",Simon Pulse,Simon Pulse,Invitation to the Game,Invitation to the Game,1
bx_2686_half_1701,Ann M. Martin,Ann Matthews Martin,,,bx_2686,half_1701,9780590448598,9780439388818,-1,189,1992,"Jan. 1st, 2004",Scholastic Paperbacks (Mm),Scholastic Paperbacks,Karen's School Trip,A Corner of the Universe,0
bx_105788_half_1435,Alvin Schwartz,Alvin Schwartz,,,bx_105788,half_1435,9780064404181,9780064404181,-1,128,1991,"Sep. 30th, 1991",HarperTrophy,HarperCollins,Scary Stories 3 : More Tales to Chill Your Bones,Scary Stories 3,1
bx_895_half_586,Karen Hesse,Karen Hesse,,,bx_895,half_586,9780590897983,9780590897983,-1,181,1998,"Feb. 1st, 1998",Hyperion Books for Children,Scholastic,The Music of Dolphins,The Music of Dolphins,1
bx_79180_half_2802,Tom Bodett,Tom Bodett,,,bx_79180,half_2802,9780375806872,9780375806872,-1,192,2000,"Oct. 10th, 2000",Yearling Books,Yearling Books,Williwaw!,Williwaw!,1
bx_189099_half_2941,Robert Traver,Robert Walker,,,bx_189099,half_2941,9780312600068,9780778751984,-1,48,1984,"Jan. 1st, 2010",Book Sales,Crabtree Publishing Company,People Versus Kirk,Pushes & Pulls,0
bx_3379_half_694,Roald Dahl,Roald Dahl,,,bx_3379,half_694,9780141304700,9780141304700,-1,225,2000,"May. 1st, 2000",Puffin Books,Puffin Books,The Wonderful Story of Henry Sugar and Six More,"The Wonderful Story of Henry Sugar, and Six More",1
bx_11186_half_658,Jean Craighead George,Jean Craighead George,,,bx_11186,half_658,9780060739447,9780060540951,-1,201,2004,"Sep. 16th, 2003",HarperTrophy,HarperTrophy,Julie of the Wolves,Julie of the Wolves,0
bx_85777_half_2132,Harry Mazer,Harry Mazer,,,bx_85777,half_2132,9780440947974,9780440947974,-1,192,1981,"Jan. 15th, 1981",Laure Leaf,Laurel Leaf Library,The Last Mission,The Last Mission,1
bx_72138_half_20,J. K. Rowling,J. K. Rowling,,Paperback,bx_72138,half_20,9780786222728,9780590353427,-1,312,1999,"Oct. 1st, 1999",Thorndike Press,Arthur A. Levine Books,Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone,0
bx_159045_half_862,Margaret Peterson Haddix,Margaret Peterson Haddix,,,bx_159045,half_862,9780689815430,9780689871023,-1,128,1997,"May. 25th, 2004",Simon Pulse,Simon Pulse,"Don't You Dare Read This, Mrs. Dunphrey","Don't You Dare Read This, Mrs. Dunphrey",0
bx_12242_half_609,Susan Hill,Susan Hill,,,bx_12242,half_609,9781567921892,9781567921892,-1,144,2002,"Dec. 31st, 2001",David R. Godine Publisher,David R. Godine,The Woman in Black: A Ghost Story,The Woman in Black,1
bx_156346_half_457,Dean Hughes,Dean Hughes,,,bx_156346,half_457,9780689860218,9780689860218,-1,230,2003,"May. 1st, 2003",Simon Pulse,Simon Pulse,Soldier Boys,Soldier Boys,1
bx_17411_half_3030,Jack Canfield,Jack Canfield,,,bx_17411,half_3030,9781558746466,9781558746374,-1,300,1999,"Oct. 14th, 1998",HCI,Chicken Soup for the Soul,Chicken Soup for the Couple's Soul,Chicken Soup for the Teenage Soul Journal,0
bx_4214_half_61,Walter Dean Myers,Walter Dean Myers,,,bx_4214,half_61,9780064407311,9780064407311,-1,288,2001,"May. 8th, 2001",Amistad,Amistad Press,Monster,Monster,1
bx_8608_half_1468,Karen Cushman,Karen Cushman,,,bx_8608,half_1468,9780064405843,9780064405843,-1,224,1995,"Mar. 31st, 1995",HarperTrophy,HarperTrophy,"Catherine, Called Birdy","Catherine, Called Birdy",1
bx_264075_half_270,Katherine Paterson,Katherine Paterson,,,bx_264075,half_270,9780064402323,9780064402019,-1,148,1988,"Jun. 17th, 1987",HarperTrophy,HarperTrophy,The Sign of the Chrysanthemum,The Great Gilly Hopkins,0
bx_139329_half_2403,Mary Downing Hahn,Mary Downing Hahn,,,bx_139329,half_2403,9780380775309,9780380707645,-1,192,1994,"Sep. 1st, 1990",HarperTrophy,Harper Teen,The Wind Blows Backward,December Stillness,0
bx_224053_half_2297,Anthony Horowitz,Anthony Horowitz,,Paperback,bx_224053,half_2297,9780399239793,9780399250262,-1,144,2004,"Jan. 1st, 2008",Philomel Books,Philomel Books,Eagle Strike,Point Blank,0
bx_266150_half_40,Christopher Paul Curtis,Christopher Paul Curtis,,,bx_266150,half_40,9780440228004,9780440228004,-1,224,2001,"Dec. 12th, 2000",Random House Childrens Books,Laurel Leaf Library,The Watsons Go to Birmingham 1963,The Watsons Go to Birmingham - 1963,1
bx_151072_half_671,Marvin Terban,Marvin Terban,,Paperback,bx_151072,half_671,9780590494557,9780590494557,-1,144,1994,"Aug. 1st, 1994",Scholastic,Scholastic,Checking Your Grammar,Checking Your Grammar,1
bx_35662_half_1866,Mary Wollstonecraft Shelley,Mary Wollstonecraft Shelley,,Paperback,bx_35662,half_1866,9780393964585,9780140367126,-1,288,1996,"Nov. 1st, 1994",W. W. Norton  Company,Puffin Books,"Frankenstein: The 1818 Text Contexts, Nineteenth-Century Responses, Modern Criticism",Frankenstein,0
bx_95282_half_921,Jack London,Jack London,,Paperback,bx_95282,half_921,9780140350456,9780141321110,-1,307,1985,"Jun. 19th, 2008",Puffin Books,Puffin Books,White Fang,White Fang,0
bx_245521_half_49,Elizabeth George Speare,Elizabeth George Speare,,,bx_245521,half_49,9780395071144,9780440495963,-1,256,1958,"Feb. 15th, 1972",Houghton Mifflin,Yearling Books,The Witch of Blackbird Pond,The Witch of Blackbird Pond,0
bx_81400_half_42,Jerry Spinelli,Jerry Spinelli,,,bx_81400,half_42,9780316809061,9780316809061,-1,192,1999,"Nov. 1st, 1999","Little, Brown","Little, Brown Young Readers",Maniac Magee,Maniac Magee,1
bx_256154_half_2379,Nicholasa Mohr,Nicholasa Mohr,,,bx_256154,half_2379,9780064471008,9780064471008,-1,272,1993,"Mar. 19th, 1993",HarperTrophy,Harper Teen,El Bronx Remembered,El Bronx Remembered,1
bx_191422_half_2673,Iain Lawrence,Iain Lawrence,,,bx_191422,half_2673,9780440418122,9780440418122,-1,212,2003,"May. 13th, 2003",Laurel-Leaf Books,Laurel Leaf Library,Lord of the Nutcracker Men,Lord of the Nutcracker Men,1
bx_59287_half_2740,Anita Lobel,Anita Lobel,,Paperback,bx_59287,half_2740,9780380732852,9780380732852,-1,208,2000,,HarperTrophy,HarperTrophy,No Pretty Pictures: A Child of War,No Pretty Pictures,1
bx_153768_half_2199,Cynthia Voigt,Cynthia Voigt,,,bx_153768,half_2199,9780689851315,9780689851315,-1,368,2002,"Mar. 1st, 2002",Simon Pulse,Simon Pulse,Dicey's Song,Dicey's Song,1
bx_31932_half_1710,Jane Austen,Jane Austen,,Paperback,bx_31932,half_1710,9780140434262,9780140373370,-1,384,1997,"Oct. 1st, 1995",Penguin Books,Puffin Books,Pride and Prejudice,Pride and Prejudice,0
bx_25184_half_230,Karen Hesse,Karen Hesse,,,bx_25184,half_230,9780140363913,9780312535612,-1,148,1993,"Jan. 6th, 2009",Hyperion Books for Children,Square Fish,Letters from Rifka,Letters from Rifka,0
bx_115791_half_1479,Gary Paulsen,Gary Paulsen,,,bx_115791,half_1479,9780689821677,9780689826993,-1,189,1998,,Aladdin,Simon Pulse,HATCHET,Hatchet,0
bx_157550_half_1143,Elizabeth Peters,Elizabeth Winthrop,,,bx_157550,half_1143,9780812507546,9780553487831,-1,232,1989,"Aug. 14th, 2007",Tor Books (Mm),Yearling Books,Summer of the Dragon,Counting on Grace,0
bx_104047_half_1689,Kevin Henkes,Kevin Henkes,,,bx_104047,half_1689,9780060535445,9780060535452,-1,217,2003,"Apr. 26th, 2005",Greenwillow,HarperTrophy,Olive's Ocean,Olive's Ocean,0
bx_269241_half_191,John Cygan,John Flanagan,,,bx_269241,half_191,9781565112001,9780142418574,-1,400,1997,"Sep. 6th, 2011",Highbridge Audio,Puffin Books,Star Wars Dark Empire,The King's of Clonmel,0
bx_212965_half_1913,Walter Dean Myers,Walter Dean Myers,,,bx_212965,half_1913,9780064409308,9780064409308,-1,224,2003,"Apr. 1st, 2003",Amistad,Amistad Press,Handbook for Boys : A Novel,Handbook for Boys,1
bx_70728_half_305,Gary Paulsen,Gary Paulsen,,,bx_70728,half_305,9780553471281,9780440407539,-1,144,1993,"Jan. 1st, 1993",Random House Audio Publishing Group,Yearling Books,The River,The River,0
bx_77510_half_393,Sheila Burnford,Sheila Burnford,,,bx_77510,half_393,9780553246520,9780440413240,-1,148,1978,"Jan. 22nd, 1997",Bantam Books,Yearling Books,Incredible Journey,The Incredible Journey,0
bx_6692_half_2020,CAROLINE B. COONEY,Caroline B. Cooney,,,bx_6692,half_2020,9780440219811,9780440219811,-1,208,1996,"Jan. 1st, 1996",Laurel Leaf,Laurel Leaf Library,Driver's Ed,Driver's Ed,1
bx_70728_half_1994,Gary Paulsen,Gary Paulsen,,,bx_70728,half_1994,9780553471281,9780440227502,-1,160,1993,"Jan. 31st, 1998",Random House Audio Publishing Group,Laurel Leaf Library,The River,The River,0
bx_225957_half_364,Jean Craighead George,Jean Craighead George,,,bx_225957,half_364,9780060540951,9780064400589,-1,170,2003,"Jun. 6th, 1997",HarperTrophy,HarperTrophy,Julie of the Wolves,Julie of the Wolves,0
bx_80738_half_2554,Russell Lee,Russell Freedom,,,bx_80738,half_2554,9789813056572,9780823417537,-1,90,2003,"Nov. 1st, 2001",Angsana Books,Holiday House,"True Singapore Ghost Stories, Book 11",Give Me Liberty!,0
bx_193066_half_1009,Esther Hautzig,Esther Hautzig,,,bx_193066,half_1009,9780064470278,9780064470278,-1,256,1987,"Jun. 30th, 1987",HarperTrophy,Harper Teen,The Endless Steppe : Growing Up in Siberia,The Endless Steppe,1
bx_185600_half_98,Gary Soto,Gary Soto,,,bx_185600,half_98,9780440211709,9780440211709,-1,176,1992,"Feb. 1st, 1992",Laure Leaf,Laurel Leaf Library,Living Up the Street: Narrative Recollections,Living Up the Street,1
bx_216185_half_548,William Shakespeare,William Shakespeare,,,bx_216185,half_548,9780812036046,9780198328735,-1,174,1985,"May. 1st, 2009",Barron's Educational Series,"Oxford University Press, USA",Twelfth Night: Or What You Will,Othello,0
bx_1932_half_16,Orson Scott Card,Orson Scott Card,Paperback,Paperback,bx_1932,half_16,9780765342294,9780765342294,-1,324,2002,"Feb. 18th, 2002",Starscape Books,Starscape Books,Ender's Game,Ender's Game,1
